,USDPHP BGN Curncy
2016-12-15,49.894
2016-12-16,49.935
2016-12-17,49.935
2016-12-18,49.935
2016-12-19,50.027
2016-12-20,50.033
2016-12-21,49.949
2016-12-22,49.972
2016-12-23,49.705
2016-12-24,49.705
2016-12-25,49.705
2016-12-26,49.705
2016-12-27,49.764
2016-12-28,49.797
2016-12-29,49.729
2016-12-30,49.6
2016-12-31,49.6
2017-01-01,49.6
2017-01-02,49.653
2017-01-03,49.763
2017-01-04,49.709
2017-01-05,49.525
2017-01-06,49.465
2017-01-07,49.465
2017-01-08,49.465
2017-01-09,49.586
2017-01-10,49.5
2017-01-11,49.584
2017-01-12,49.489
2017-01-13,49.695
2017-01-14,49.695
2017-01-15,49.695
2017-01-16,50.019
2017-01-17,49.725
2017-01-18,49.838
2017-01-19,49.976
2017-01-20,49.974
2017-01-21,49.974
2017-01-22,49.974
2017-01-23,49.958
2017-01-24,49.825
2017-01-25,49.826
2017-01-26,49.725
2017-01-27,49.838
2017-01-28,49.838
2017-01-29,49.838
2017-01-30,49.796
2017-01-31,49.822
2017-02-01,49.752
2017-02-02,49.682
2017-02-03,49.802
2017-02-04,49.802
2017-02-05,49.802
2017-02-06,49.549
2017-02-07,49.754
2017-02-08,49.872
2017-02-09,49.907
2017-02-10,49.915
2017-02-11,49.915
2017-02-12,49.915
2017-02-13,49.933
2017-02-14,49.839
2017-02-15,49.924
2017-02-16,49.955
2017-02-17,50.046
2017-02-18,50.046
2017-02-19,50.046
2017-02-20,50.348
2017-02-21,50.299
2017-02-22,50.254
2017-02-23,50.209
2017-02-24,50.194
2017-02-25,50.194
2017-02-26,50.194
2017-02-27,50.265
2017-02-28,50.269
2017-03-01,50.3
2017-03-02,50.37
2017-03-03,50.38
2017-03-04,50.38
2017-03-05,50.38
2017-03-06,50.309
2017-03-07,50.324
2017-03-08,50.354
2017-03-09,50.38
2017-03-10,50.277
2017-03-11,50.277
2017-03-12,50.277
2017-03-13,50.32
2017-03-14,50.344
2017-03-15,50.33
2017-03-16,50.184
2017-03-17,50.174
2017-03-18,50.174
2017-03-19,50.174
2017-03-20,50.137
2017-03-21,50.161
2017-03-22,50.333
2017-03-23,50.424
2017-03-24,50.246
2017-03-25,50.246
2017-03-26,50.246
2017-03-27,50.087
2017-03-28,50.137
2017-03-29,50.146
2017-03-30,50.163
2017-03-31,50.2
2017-04-01,50.2
2017-04-02,50.2
2017-04-03,50.163
2017-04-04,50.183
2017-04-05,50.168
2017-04-06,50.16
2017-04-07,49.888
2017-04-08,49.888
2017-04-09,49.888
2017-04-10,49.63
2017-04-11,49.585
2017-04-12,49.483
2017-04-13,49.395
2017-04-14,49.546
2017-04-15,49.546
2017-04-16,49.546
2017-04-17,49.58
2017-04-18,49.657
2017-04-19,49.773
2017-04-20,49.775
2017-04-21,49.79
2017-04-22,49.79
2017-04-23,49.79
2017-04-24,49.783
2017-04-25,49.696
2017-04-26,49.737
2017-04-27,50.127
2017-04-28,50.105
2017-04-29,50.105
2017-04-30,50.105
2017-05-01,50.083
2017-05-02,50.029
2017-05-03,49.984
2017-05-04,49.879
2017-05-05,49.947
2017-05-06,49.947
2017-05-07,49.947
2017-05-08,49.876
2017-05-09,49.951
2017-05-10,49.961
2017-05-11,49.869
2017-05-12,49.767
2017-05-13,49.767
2017-05-14,49.767
2017-05-15,49.679
2017-05-16,49.716
2017-05-17,49.782
2017-05-18,49.854
2017-05-19,49.81
2017-05-20,49.81
2017-05-21,49.81
2017-05-22,49.75
2017-05-23,49.818
2017-05-24,49.947
2017-05-25,49.849
2017-05-26,49.77
2017-05-27,49.77
2017-05-28,49.77
2017-05-29,49.792
2017-05-30,49.778
2017-05-31,49.819
2017-06-01,49.739
2017-06-02,49.511
2017-06-03,49.511
2017-06-04,49.511
2017-06-05,49.41
2017-06-06,49.52
2017-06-07,49.488
2017-06-08,49.518
2017-06-09,49.52
2017-06-10,49.52
2017-06-11,49.52
2017-06-12,49.592
2017-06-13,49.554
2017-06-14,49.504
2017-06-15,49.707
2017-06-16,49.933
2017-06-17,49.933
2017-06-18,49.933
2017-06-19,49.932
2017-06-20,50.153
2017-06-21,50.374
2017-06-22,50.367
2017-06-23,50.181
2017-06-24,50.181
2017-06-25,50.181
2017-06-26,50.17
2017-06-27,50.255
2017-06-28,50.55
2017-06-29,50.54
2017-06-30,50.47
2017-07-01,50.47
2017-07-02,50.47
2017-07-03,50.654
2017-07-04,50.491
2017-07-05,50.652
2017-07-06,50.712
2017-07-07,50.63
2017-07-08,50.63
2017-07-09,50.63
2017-07-10,50.823
2017-07-11,50.754
2017-07-12,50.631
2017-07-13,50.54
2017-07-14,50.586
2017-07-15,50.586
2017-07-16,50.586
2017-07-17,50.672
2017-07-18,50.709
2017-07-19,50.854
2017-07-20,50.864
2017-07-21,50.722
2017-07-22,50.722
2017-07-23,50.722
2017-07-24,50.668
2017-07-25,50.557
2017-07-26,50.65
2017-07-27,50.525
2017-07-28,50.543
2017-07-29,50.543
2017-07-30,50.543
2017-07-31,50.487
2017-08-01,50.405
2017-08-02,50.366
2017-08-03,50.27
2017-08-04,50.24
2017-08-05,50.24
2017-08-06,50.24
2017-08-07,50.449
2017-08-08,50.525
2017-08-09,50.648
2017-08-10,50.772
2017-08-11,51.007
2017-08-12,51.007
2017-08-13,51.007
2017-08-14,51.227
2017-08-15,51.406
2017-08-16,51.384
2017-08-17,51.29
2017-08-18,51.449
2017-08-19,51.449
2017-08-20,51.449
2017-08-21,51.432
2017-08-22,51.233
2017-08-23,51.209
2017-08-24,51.03
2017-08-25,51.071
2017-08-26,51.071
2017-08-27,51.071
2017-08-28,51.045
2017-08-29,50.999
2017-08-30,51.153
2017-08-31,51.199
2017-09-01,51.133
2017-09-02,51.133
2017-09-03,51.133
2017-09-04,51.185
2017-09-05,51.115
2017-09-06,51.065
2017-09-07,50.858
2017-09-08,50.815
2017-09-09,50.815
2017-09-10,50.815
2017-09-11,50.856
2017-09-12,50.92
2017-09-13,50.976
2017-09-14,51.151
2017-09-15,51.245
2017-09-16,51.245
2017-09-17,51.245
2017-09-18,51.104
2017-09-19,50.996
2017-09-20,50.989
2017-09-21,51.067
2017-09-22,50.668
2017-09-23,50.668
2017-09-24,50.668
2017-09-25,50.675
2017-09-26,50.912
2017-09-27,51.021
2017-09-28,50.935
2017-09-29,50.865
2017-09-30,50.865
2017-10-01,50.865
2017-10-02,51.088
2017-10-03,51.105
2017-10-04,51.014
2017-10-05,50.987
2017-10-06,51.172
2017-10-07,51.172
2017-10-08,51.172
2017-10-09,51.256
2017-10-10,51.474
2017-10-11,51.46
2017-10-12,51.395
2017-10-13,51.41
2017-10-14,51.41
2017-10-15,51.41
2017-10-16,51.248
2017-10-17,51.306
2017-10-18,51.435
2017-10-19,51.48
2017-10-20,51.484
2017-10-21,51.484
2017-10-22,51.484
2017-10-23,51.521
2017-10-24,51.656
2017-10-25,51.806
2017-10-26,51.8
2017-10-27,51.756
2017-10-28,51.756
2017-10-29,51.756
2017-10-30,51.625
2017-10-31,51.55
2017-11-01,51.609
2017-11-02,51.405
2017-11-03,51.18
2017-11-04,51.18
2017-11-05,51.18
2017-11-06,51.222
2017-11-07,51.423
2017-11-08,51.327
2017-11-09,51.268
2017-11-10,51.253
2017-11-11,51.253
2017-11-12,51.253
2017-11-13,51.182
2017-11-14,51.235
2017-11-15,50.958
2017-11-16,50.765
2017-11-17,50.953
2017-11-18,50.953
2017-11-19,50.953
2017-11-20,50.737
2017-11-21,50.723
2017-11-22,50.606
2017-11-23,50.618
2017-11-24,50.675
2017-11-25,50.675
2017-11-26,50.675
2017-11-27,50.341
2017-11-28,50.331
2017-11-29,50.227
2017-11-30,50.368
2017-12-01,50.28
2017-12-02,50.28
2017-12-03,50.28
2017-12-04,50.663
2017-12-05,50.648
2017-12-06,50.725
2017-12-07,50.645
2017-12-08,50.555
2017-12-09,50.555
2017-12-10,50.555
2017-12-11,50.351
2017-12-12,50.462
2017-12-13,50.447
2017-12-14,50.476
2017-12-15,50.45
2017-12-16,50.45
2017-12-17,50.45
2017-12-18,50.457
2017-12-19,50.34
2017-12-20,50.248
2017-12-21,50.198
2017-12-22,50.13
2017-12-23,50.13
2017-12-24,50.13
2017-12-25,50.057
2017-12-26,50.012
2017-12-27,49.98
2017-12-28,49.919
2017-12-29,49.85
2017-12-30,49.85
2017-12-31,49.85
2018-01-01,49.85
2018-01-02,49.828
2018-01-03,49.785
2018-01-04,49.85
2018-01-05,49.88
2018-01-06,49.88
2018-01-07,49.88
2018-01-08,50.186
2018-01-09,50.323
2018-01-10,50.381
2018-01-11,50.367
2018-01-12,50.363
2018-01-13,50.363
2018-01-14,50.363
2018-01-15,50.335
2018-01-16,50.495
2018-01-17,50.771
2018-01-18,50.783
2018-01-19,50.73
2018-01-20,50.73
2018-01-21,50.73
2018-01-22,50.87
2018-01-23,51.122
2018-01-24,50.827
2018-01-25,50.897
2018-01-26,50.92
2018-01-27,50.92
2018-01-28,50.92
2018-01-29,51.216
2018-01-30,51.41
2018-01-31,51.335
2018-02-01,51.581
2018-02-02,51.659
2018-02-03,51.659
2018-02-04,51.659
2018-02-05,51.494
2018-02-06,51.432
2018-02-07,51.134
2018-02-08,51.553
2018-02-09,51.5
2018-02-10,51.5
2018-02-11,51.5
2018-02-12,51.926
2018-02-13,52.078
2018-02-14,52.064
2018-02-15,52.135
2018-02-16,52.223
2018-02-17,52.223
2018-02-18,52.223
2018-02-19,52.446
2018-02-20,52.27
2018-02-21,52.091
2018-02-22,52.128
2018-02-23,51.841
2018-02-24,51.841
2018-02-25,51.841
2018-02-26,51.931
2018-02-27,52.191
2018-02-28,52.158
2018-03-01,51.93
2018-03-02,51.9
2018-03-03,51.9
2018-03-04,51.9
2018-03-05,51.951
2018-03-06,52.028
2018-03-07,52.0
2018-03-08,52.136
2018-03-09,52.063
2018-03-10,52.063
2018-03-11,52.063
2018-03-12,52.0
2018-03-13,52.04
2018-03-14,52.068
2018-03-15,51.94
2018-03-16,51.952
2018-03-17,51.952
2018-03-18,51.952
2018-03-19,52.029
2018-03-20,52.077
2018-03-21,52.121
2018-03-22,52.32
2018-03-23,52.345
2018-03-24,52.345
2018-03-25,52.345
2018-03-26,52.225
2018-03-27,52.415
2018-03-28,52.346
2018-03-29,52.264
2018-03-30,52.2
2018-03-31,52.2
2018-04-01,52.2
2018-04-02,52.04
2018-04-03,52.054
2018-04-04,52.1
2018-04-05,52.116
2018-04-06,52.082
2018-04-07,52.082
2018-04-08,52.082
2018-04-09,52.057
2018-04-10,51.971
2018-04-11,51.929
2018-04-12,52.058
2018-04-13,51.993
2018-04-14,51.993
2018-04-15,51.993
2018-04-16,52.07
2018-04-17,52.118
2018-04-18,52.103
2018-04-19,52.08
2018-04-20,52.114
2018-04-21,52.114
2018-04-22,52.114
2018-04-23,52.364
2018-04-24,52.277
2018-04-25,52.324
2018-04-26,52.111
2018-04-27,51.909
2018-04-28,51.909
2018-04-29,51.909
2018-04-30,51.741
2018-05-01,51.744
2018-05-02,51.887
2018-05-03,51.68
2018-05-04,51.714
2018-05-05,51.714
2018-05-06,51.714
2018-05-07,51.897
2018-05-08,51.896
2018-05-09,51.933
2018-05-10,51.956
2018-05-11,52.309
2018-05-12,52.309
2018-05-13,52.309
2018-05-14,52.39
2018-05-15,52.453
2018-05-16,52.314
2018-05-17,52.284
2018-05-18,52.312
2018-05-19,52.312
2018-05-20,52.312
2018-05-21,52.42
2018-05-22,52.282
2018-05-23,52.442
2018-05-24,52.56
2018-05-25,52.589
2018-05-26,52.589
2018-05-27,52.589
2018-05-28,52.462
2018-05-29,52.685
2018-05-30,52.636
2018-05-31,52.529
2018-06-01,52.579
2018-06-02,52.579
2018-06-03,52.579
2018-06-04,52.587
2018-06-05,52.43
2018-06-06,52.456
2018-06-07,52.51
2018-06-08,52.837
2018-06-09,52.837
2018-06-10,52.837
2018-06-11,53.037
2018-06-12,53.09
2018-06-13,53.261
2018-06-14,53.124
2018-06-15,53.338
2018-06-16,53.338
2018-06-17,53.338
2018-06-18,53.421
2018-06-19,53.315
2018-06-20,53.451
2018-06-21,53.473
2018-06-22,53.285
2018-06-23,53.285
2018-06-24,53.285
2018-06-25,53.451
2018-06-26,53.609
2018-06-27,53.535
2018-06-28,53.51
2018-06-29,53.373
2018-06-30,53.373
2018-07-01,53.373
2018-07-02,53.39
2018-07-03,53.412
2018-07-04,53.398
2018-07-05,53.428
2018-07-06,53.346
2018-07-07,53.346
2018-07-08,53.346
2018-07-09,53.4
2018-07-10,53.526
2018-07-11,53.605
2018-07-12,53.52
2018-07-13,53.55
2018-07-14,53.55
2018-07-15,53.55
2018-07-16,53.469
2018-07-17,53.339
2018-07-18,53.49
2018-07-19,53.585
2018-07-20,53.435
2018-07-21,53.435
2018-07-22,53.435
2018-07-23,53.486
2018-07-24,53.386
2018-07-25,53.286
2018-07-26,53.401
2018-07-27,53.331
2018-07-28,53.331
2018-07-29,53.331
2018-07-30,53.193
2018-07-31,53.101
2018-08-01,53.021
2018-08-02,53.095
2018-08-03,53.127
2018-08-04,53.127
2018-08-05,53.127
2018-08-06,52.905
2018-08-07,52.955
2018-08-08,53.095
2018-08-09,53.024
2018-08-10,53.16
2018-08-11,53.16
2018-08-12,53.16
2018-08-13,53.303
2018-08-14,53.49
2018-08-15,53.542
2018-08-16,53.455
2018-08-17,53.343
2018-08-18,53.343
2018-08-19,53.343
2018-08-20,53.34
2018-08-21,53.323
2018-08-22,53.49
2018-08-23,53.473
2018-08-24,53.43
2018-08-25,53.43
2018-08-26,53.43
2018-08-27,53.386
2018-08-28,53.294
2018-08-29,53.455
2018-08-30,53.516
2018-08-31,53.562
2018-09-01,53.562
2018-09-02,53.562
2018-09-03,53.489
2018-09-04,53.596
2018-09-05,53.691
2018-09-06,53.864
2018-09-07,53.718
2018-09-08,53.718
2018-09-09,53.718
2018-09-10,53.87
2018-09-11,53.958
2018-09-12,54.059
2018-09-13,54.061
2018-09-14,53.945
2018-09-15,53.945
2018-09-16,53.945
2018-09-17,54.18
2018-09-18,54.085
2018-09-19,54.05
2018-09-20,54.105
2018-09-21,54.085
2018-09-22,54.085
2018-09-23,54.085
2018-09-24,54.228
2018-09-25,54.348
2018-09-26,54.289
2018-09-27,54.151
2018-09-28,54.034
2018-09-29,54.034
2018-09-30,54.034
2018-10-01,54.155
2018-10-02,54.32
2018-10-03,54.275
2018-10-04,54.339
2018-10-05,54.258
2018-10-06,54.258
2018-10-07,54.258
2018-10-08,54.22
2018-10-09,54.186
2018-10-10,54.2
2018-10-11,54.175
2018-10-12,54.075
2018-10-13,54.075
2018-10-14,54.075
2018-10-15,54.12
2018-10-16,53.906
2018-10-17,53.893
2018-10-18,53.921
2018-10-19,53.673
2018-10-20,53.673
2018-10-21,53.673
2018-10-22,53.767
2018-10-23,53.8
2018-10-24,53.737
2018-10-25,53.75
2018-10-26,53.555
2018-10-27,53.555
2018-10-28,53.555
2018-10-29,53.618
2018-10-30,53.582
2018-10-31,53.426
2018-11-01,53.213
2018-11-02,53.07
2018-11-03,53.07
2018-11-04,53.07
2018-11-05,53.269
2018-11-06,52.965
2018-11-07,52.86
2018-11-08,52.727
2018-11-09,53.044
2018-11-10,53.044
2018-11-11,53.044
2018-11-12,53.213
2018-11-13,53.085
2018-11-14,53.153
2018-11-15,52.753
2018-11-16,52.713
2018-11-17,52.713
2018-11-18,52.713
2018-11-19,52.523
2018-11-20,52.457
2018-11-21,52.315
2018-11-22,52.355
2018-11-23,52.485
2018-11-24,52.485
2018-11-25,52.485
2018-11-26,52.374
2018-11-27,52.531
2018-11-28,52.53
2018-11-29,52.419
2018-11-30,52.436
2018-12-01,52.436
2018-12-02,52.436
2018-12-03,52.304
2018-12-04,52.56
2018-12-05,52.735
2018-12-06,52.801
2018-12-07,52.74
2018-12-08,52.74
2018-12-09,52.74
2018-12-10,52.801
2018-12-11,52.805
2018-12-12,52.702
2018-12-13,52.683
2018-12-14,53.112
2018-12-15,53.112
2018-12-16,53.112
2018-12-17,53.047
2018-12-18,53.052
2018-12-19,53.075
2018-12-20,53.153
2018-12-21,52.973
2018-12-22,52.973
2018-12-23,52.973
2018-12-24,52.997
2018-12-25,52.964
2018-12-26,52.973
2018-12-27,52.703
2018-12-28,52.619
2018-12-29,52.619
2018-12-30,52.619
2018-12-31,52.556
2019-01-01,52.463
2019-01-02,52.539
2019-01-03,52.571
2019-01-04,52.494
2019-01-05,52.494
2019-01-06,52.494
2019-01-07,52.48
2019-01-08,52.456
2019-01-09,52.359
2019-01-10,52.179
2019-01-11,52.042
2019-01-12,52.042
2019-01-13,52.042
2019-01-14,52.198
2019-01-15,52.025
2019-01-16,52.23
2019-01-17,52.412
2019-01-18,52.56
2019-01-19,52.56
2019-01-20,52.56
2019-01-21,52.81
2019-01-22,52.91
2019-01-23,52.72
2019-01-24,52.87
2019-01-25,52.567
2019-01-26,52.567
2019-01-27,52.567
2019-01-28,52.554
2019-01-29,52.48
2019-01-30,52.337
2019-01-31,52.172
2019-02-01,52.268
2019-02-02,52.268
2019-02-03,52.268
2019-02-04,52.425
2019-02-05,52.352
2019-02-06,52.345
2019-02-07,52.245
2019-02-08,52.07
2019-02-09,52.07
2019-02-10,52.07
2019-02-11,52.16
2019-02-12,52.11
2019-02-13,52.103
2019-02-14,52.445
2019-02-15,52.38
2019-02-16,52.38
2019-02-17,52.38
2019-02-18,52.332
2019-02-19,52.241
2019-02-20,52.027
2019-02-21,52.167
2019-02-22,52.111
2019-02-23,52.111
2019-02-24,52.111
2019-02-25,52.002
2019-02-26,52.03
2019-02-27,51.828
2019-02-28,51.696
2019-03-01,51.743
2019-03-02,51.743
2019-03-03,51.743
2019-03-04,51.795
2019-03-05,52.185
2019-03-06,52.217
2019-03-07,52.225
2019-03-08,52.261
2019-03-09,52.261
2019-03-10,52.261
2019-03-11,52.243
2019-03-12,52.818
2019-03-13,52.749
2019-03-14,52.648
2019-03-15,52.664
2019-03-16,52.664
2019-03-17,52.664
2019-03-18,52.695
2019-03-19,52.895
2019-03-20,52.81
2019-03-21,52.705
2019-03-22,52.451
2019-03-23,52.451
2019-03-24,52.451
2019-03-25,52.478
2019-03-26,52.542
2019-03-27,52.594
2019-03-28,52.807
2019-03-29,52.554
2019-03-30,52.554
2019-03-31,52.554
2019-04-01,52.509
2019-04-02,52.463
2019-04-03,52.124
2019-04-04,52.225
2019-04-05,52.145
2019-04-06,52.145
2019-04-07,52.145
2019-04-08,52.178
2019-04-09,52.022
2019-04-10,51.927
2019-04-11,51.895
2019-04-12,51.688
2019-04-13,51.688
2019-04-14,51.688
2019-04-15,51.671
2019-04-16,51.743
2019-04-17,51.715
2019-04-18,51.762
2019-04-19,51.691
2019-04-20,51.691
2019-04-21,51.691
2019-04-22,51.977
2019-04-23,52.049
2019-04-24,52.162
2019-04-25,52.232
2019-04-26,52.111
2019-04-27,52.111
2019-04-28,52.111
2019-04-29,52.104
2019-04-30,51.885
2019-05-01,51.704
2019-05-02,51.825
2019-05-03,51.858
2019-05-04,51.858
2019-05-05,51.858
2019-05-06,51.934
2019-05-07,51.934
2019-05-08,52.096
2019-05-09,52.223
2019-05-10,52.21
2019-05-11,52.21
2019-05-12,52.21
2019-05-13,52.395
2019-05-14,52.375
2019-05-15,52.345
2019-05-16,52.494
2019-05-17,52.66
2019-05-18,52.66
2019-05-19,52.66
2019-05-20,52.724
2019-05-21,52.526
2019-05-22,52.483
2019-05-23,52.53
2019-05-24,52.243
2019-05-25,52.243
2019-05-26,52.243
2019-05-27,52.227
2019-05-28,52.271
2019-05-29,52.369
2019-05-30,52.202
2019-05-31,52.17
2019-06-01,52.17
2019-06-02,52.17
2019-06-03,51.882
2019-06-04,51.749
2019-06-05,51.759
2019-06-06,51.77
2019-06-07,51.947
2019-06-08,51.947
2019-06-09,51.947
2019-06-10,52.111
2019-06-11,51.921
2019-06-12,51.97
2019-06-13,51.887
2019-06-14,52.02
2019-06-15,52.02
2019-06-16,52.02
2019-06-17,52.177
2019-06-18,52.044
2019-06-19,51.892
2019-06-20,51.51
2019-06-21,51.532
2019-06-22,51.532
2019-06-23,51.532
2019-06-24,51.353
2019-06-25,51.375
2019-06-26,51.498
2019-06-27,51.255
2019-06-28,51.296
2019-06-29,51.296
2019-06-30,51.296
2019-07-01,51.015
2019-07-02,51.121
2019-07-03,51.145
2019-07-04,51.126
2019-07-05,51.193
2019-07-06,51.193
2019-07-07,51.193
2019-07-08,51.323
2019-07-09,51.36
2019-07-10,51.45
2019-07-11,51.264
2019-07-12,51.098
2019-07-13,51.098
2019-07-14,51.098
2019-07-15,51.052
2019-07-16,50.887
2019-07-17,51.105
2019-07-18,51.103
2019-07-19,51.091
2019-07-20,51.091
2019-07-21,51.091
2019-07-22,51.085
2019-07-23,51.143
2019-07-24,51.181
2019-07-25,51.131
2019-07-26,51.09
2019-07-27,51.09
2019-07-28,51.09
2019-07-29,51.063
2019-07-30,50.906
2019-07-31,50.885
2019-08-01,51.2
2019-08-02,51.452
2019-08-03,51.452
2019-08-04,51.452
2019-08-05,51.889
2019-08-06,52.015
2019-08-07,52.301
2019-08-08,52.086
2019-08-09,51.91
2019-08-10,51.91
2019-08-11,51.91
2019-08-12,52.202
2019-08-13,52.358
2019-08-14,52.354
2019-08-15,52.61
2019-08-16,52.415
2019-08-17,52.415
2019-08-18,52.415
2019-08-19,52.369
2019-08-20,52.316
2019-08-21,52.241
2019-08-22,52.313
2019-08-23,52.292
2019-08-24,52.292
2019-08-25,52.292
2019-08-26,52.41
2019-08-27,52.329
2019-08-28,52.352
2019-08-29,52.215
2019-08-30,52.087
2019-08-31,52.087
2019-09-01,52.087
2019-09-02,52.151
2019-09-03,52.279
2019-09-04,51.941
2019-09-05,51.944
2019-09-06,51.869
2019-09-07,51.869
2019-09-08,51.869
2019-09-09,51.843
2019-09-10,52.048
2019-09-11,52.135
2019-09-12,51.909
2019-09-13,51.971
2019-09-14,51.971
2019-09-15,51.971
2019-09-16,52.247
2019-09-17,52.246
2019-09-18,52.16
2019-09-19,52.154
2019-09-20,51.953
2019-09-21,51.953
2019-09-22,51.953
2019-09-23,52.171
2019-09-24,52.161
2019-09-25,52.246
2019-09-26,52.171
2019-09-27,51.909
2019-09-28,51.909
2019-09-29,51.909
2019-09-30,51.844
2019-10-01,51.943
2019-10-02,52.012
2019-10-03,51.803
2019-10-04,51.795
2019-10-05,51.795
2019-10-06,51.795
2019-10-07,51.893
2019-10-08,51.75
2019-10-09,51.767
2019-10-10,51.7
2019-10-11,51.595
2019-10-12,51.595
2019-10-13,51.595
2019-10-14,51.582
2019-10-15,51.64
2019-10-16,51.577
2019-10-17,51.365
2019-10-18,51.275
2019-10-19,51.275
2019-10-20,51.275
2019-10-21,51.09
2019-10-22,51.214
2019-10-23,51.016
2019-10-24,51.342
2019-10-25,51.225
2019-10-26,51.225
2019-10-27,51.225
2019-10-28,51.128
2019-10-29,51.073
2019-10-30,50.934
2019-10-31,50.735
2019-11-01,50.592
2019-11-02,50.592
2019-11-03,50.592
2019-11-04,50.507
2019-11-05,50.386
2019-11-06,50.608
2019-11-07,50.484
2019-11-08,50.541
2019-11-09,50.541
2019-11-10,50.541
2019-11-11,50.884
2019-11-12,50.792
2019-11-13,50.875
2019-11-14,50.752
2019-11-15,50.665
2019-11-16,50.665
2019-11-17,50.665
2019-11-18,50.679
2019-11-19,50.866
2019-11-20,50.952
2019-11-21,50.852
2019-11-22,50.769
2019-11-23,50.769
2019-11-24,50.769
2019-11-25,50.799
2019-11-26,50.892
2019-11-27,50.842
2019-11-28,50.772
2019-11-29,50.872
2019-11-30,50.872
2019-12-01,50.872
2019-12-02,51.055
2019-12-03,51.027
2019-12-04,51.009
2019-12-05,50.863
2019-12-06,50.786
2019-12-07,50.786
2019-12-08,50.786
2019-12-09,50.853
2019-12-10,50.743
2019-12-11,50.861
2019-12-12,50.73
2019-12-13,50.604
2019-12-14,50.604
2019-12-15,50.604
2019-12-16,50.66
2019-12-17,50.622
2019-12-18,50.664
2019-12-19,50.64
2019-12-20,50.784
2019-12-21,50.784
2019-12-22,50.784
2019-12-23,50.875
2019-12-24,50.828
2019-12-25,50.845
2019-12-26,50.825
2019-12-27,50.702
2019-12-28,50.702
2019-12-29,50.702
2019-12-30,50.735
2019-12-31,50.655
2020-01-01,50.654
2020-01-02,50.719
2020-01-03,51.077
2020-01-04,51.077
2020-01-05,51.077
2020-01-06,51.05
2020-01-07,50.789
2020-01-08,50.853
2020-01-09,50.693
2020-01-10,50.576
2020-01-11,50.576
2020-01-12,50.576
2020-01-13,50.413
2020-01-14,50.605
2020-01-15,50.738
2020-01-16,50.828
2020-01-17,50.952
2020-01-18,50.952
2020-01-19,50.952
2020-01-20,50.965
2020-01-21,51.014
2020-01-22,50.915
2020-01-23,50.98
2020-01-24,50.79
2020-01-25,50.79
2020-01-26,50.79
2020-01-27,50.854
2020-01-28,50.822
2020-01-29,50.852
2020-01-30,50.991
2020-01-31,50.886
2020-02-01,50.886
2020-02-02,50.886
2020-02-03,50.876
2020-02-04,50.774
2020-02-05,50.829
2020-02-06,50.754
2020-02-07,50.78
2020-02-08,50.78
2020-02-09,50.78
2020-02-10,50.78
2020-02-11,50.598
2020-02-12,50.536
2020-02-13,50.485
2020-02-14,50.468
2020-02-15,50.468
2020-02-16,50.468
2020-02-17,50.576
2020-02-18,50.658
2020-02-19,50.559
2020-02-20,50.638
2020-02-21,50.893
2020-02-22,50.893
2020-02-23,50.893
2020-02-24,50.906
2020-02-25,51.055
2020-02-26,51.092
2020-02-27,50.836
2020-02-28,50.978
2020-02-29,50.978
2020-03-01,50.978
2020-03-02,50.721
2020-03-03,50.75
2020-03-04,50.572
2020-03-05,50.62
2020-03-06,50.689
2020-03-07,50.689
2020-03-08,50.689
2020-03-09,50.59
2020-03-10,50.53
2020-03-11,50.513
2020-03-12,51.049
2020-03-13,51.138
2020-03-14,51.138
2020-03-15,51.138
2020-03-16,51.75
2020-03-17,51.926
2020-03-18,51.13
2020-03-19,51.1
2020-03-20,50.88
2020-03-21,50.88
2020-03-22,50.88
2020-03-23,51.334
2020-03-24,50.95
2020-03-25,51.166
2020-03-26,51.103
2020-03-27,50.977
2020-03-28,50.977
2020-03-29,50.977
2020-03-30,50.94
2020-03-31,50.694
2020-04-01,50.91
2020-04-02,50.855
2020-04-03,50.703
2020-04-04,50.703
2020-04-05,50.703
2020-04-06,50.734
2020-04-07,50.675
2020-04-08,50.596
2020-04-09,50.57
2020-04-10,50.547
2020-04-11,50.547
2020-04-12,50.547
2020-04-13,50.609
2020-04-14,50.634
2020-04-15,50.63
2020-04-16,50.784
2020-04-17,50.905
2020-04-18,50.905
2020-04-19,50.905
2020-04-20,50.775
2020-04-21,50.79
2020-04-22,50.788
2020-04-23,50.675
2020-04-24,50.825
2020-04-25,50.825
2020-04-26,50.825
2020-04-27,50.715
2020-04-28,50.676
2020-04-29,50.507
2020-04-30,50.42
2020-05-01,50.598
2020-05-02,50.598
2020-05-03,50.598
2020-05-04,50.605
2020-05-05,50.531
2020-05-06,50.475
2020-05-07,50.571
2020-05-08,50.435
2020-05-09,50.435
2020-05-10,50.435
2020-05-11,50.323
2020-05-12,50.32
2020-05-13,50.267
2020-05-14,50.458
2020-05-15,50.74
2020-05-16,50.74
2020-05-17,50.74
2020-05-18,50.895
2020-05-19,50.715
2020-05-20,50.686
2020-05-21,50.615
2020-05-22,50.729
2020-05-23,50.729
2020-05-24,50.729
2020-05-25,50.815
2020-05-26,50.549
2020-05-27,50.665
2020-05-28,50.705
2020-05-29,50.605
2020-05-30,50.605
2020-05-31,50.605
2020-06-01,50.328
2020-06-02,50.35
2020-06-03,50.106
2020-06-04,49.989
2020-06-05,49.81
2020-06-06,49.81
2020-06-07,49.81
