,USDTWD BGN Curncy
2016-12-15,31.913
2016-12-16,31.953
2016-12-17,31.953
2016-12-18,31.953
2016-12-19,31.961
2016-12-20,32.041
2016-12-21,32.015
2016-12-22,32.065
2016-12-23,32.159
2016-12-24,32.159
2016-12-25,32.159
2016-12-26,32.207
2016-12-27,32.274
2016-12-28,32.299
2016-12-29,32.263
2016-12-30,32.326
2016-12-31,32.326
2017-01-01,32.326
2017-01-02,32.318
2017-01-03,32.264
2017-01-04,32.256
2017-01-05,31.913
2017-01-06,31.985
2017-01-07,31.985
2017-01-08,31.985
2017-01-09,32.104
2017-01-10,31.934
2017-01-11,31.923
2017-01-12,31.653
2017-01-13,31.57
2017-01-14,31.57
2017-01-15,31.57
2017-01-16,31.677
2017-01-17,31.53
2017-01-18,31.575
2017-01-19,31.619
2017-01-20,31.527
2017-01-21,31.527
2017-01-22,31.527
2017-01-23,31.411
2017-01-24,31.376
2017-01-25,31.32
2017-01-26,31.34
2017-01-27,31.534
2017-01-28,31.534
2017-01-29,31.534
2017-01-30,31.531
2017-01-31,31.387
2017-02-01,31.194
2017-02-02,31.124
2017-02-03,31.02
2017-02-04,31.02
2017-02-05,31.02
2017-02-06,30.867
2017-02-07,31.04
2017-02-08,31.121
2017-02-09,31.043
2017-02-10,31.063
2017-02-11,31.063
2017-02-12,31.063
2017-02-13,30.958
2017-02-14,30.789
2017-02-15,30.733
2017-02-16,30.767
2017-02-17,30.782
2017-02-18,30.782
2017-02-19,30.782
2017-02-20,30.801
2017-02-21,30.793
2017-02-22,30.826
2017-02-23,30.754
2017-02-24,30.674
2017-02-25,30.674
2017-02-26,30.674
2017-02-27,30.707
2017-02-28,30.679
2017-03-01,30.784
2017-03-02,30.79
2017-03-03,31.05
2017-03-04,31.05
2017-03-05,31.05
2017-03-06,30.979
2017-03-07,30.888
2017-03-08,30.889
2017-03-09,31.039
2017-03-10,31.066
2017-03-11,31.066
2017-03-12,31.066
2017-03-13,30.94
2017-03-14,30.964
2017-03-15,30.8
2017-03-16,30.659
2017-03-17,30.626
2017-03-18,30.626
2017-03-19,30.626
2017-03-20,30.472
2017-03-21,30.45
2017-03-22,30.485
2017-03-23,30.485
2017-03-24,30.483
2017-03-25,30.483
2017-03-26,30.483
2017-03-27,30.205
2017-03-28,30.195
2017-03-29,30.246
2017-03-30,30.305
2017-03-31,30.348
2017-04-01,30.348
2017-04-02,30.348
2017-04-03,30.333
2017-04-04,30.488
2017-04-05,30.396
2017-04-06,30.541
2017-04-07,30.603
2017-04-08,30.603
2017-04-09,30.603
2017-04-10,30.635
2017-04-11,30.641
2017-04-12,30.534
2017-04-13,30.282
2017-04-14,30.369
2017-04-15,30.369
2017-04-16,30.369
2017-04-17,30.347
2017-04-18,30.398
2017-04-19,30.419
2017-04-20,30.405
2017-04-21,30.342
2017-04-22,30.342
2017-04-23,30.342
2017-04-24,30.256
2017-04-25,30.119
2017-04-26,30.053
2017-04-27,30.163
2017-04-28,30.21
2017-04-29,30.21
2017-04-30,30.21
2017-05-01,30.222
2017-05-02,30.033
2017-05-03,30.043
2017-05-04,30.15
2017-05-05,30.18
2017-05-06,30.18
2017-05-07,30.18
2017-05-08,30.156
2017-05-09,30.257
2017-05-10,30.26
2017-05-11,30.193
2017-05-12,30.172
2017-05-13,30.172
2017-05-14,30.172
2017-05-15,30.103
2017-05-16,30.101
2017-05-17,30.15
2017-05-18,30.228
2017-05-19,30.188
2017-05-20,30.188
2017-05-21,30.188
2017-05-22,30.039
2017-05-23,30.159
2017-05-24,30.173
2017-05-25,30.074
2017-05-26,30.112
2017-05-27,30.112
2017-05-28,30.112
2017-05-29,30.209
2017-05-30,30.208
2017-05-31,30.124
2017-06-01,30.121
2017-06-02,30.12
2017-06-03,30.12
2017-06-04,30.12
2017-06-05,30.063
2017-06-06,30.1
2017-06-07,30.097
2017-06-08,30.099
2017-06-09,30.133
2017-06-10,30.133
2017-06-11,30.133
2017-06-12,30.19
2017-06-13,30.232
2017-06-14,30.219
2017-06-15,30.263
2017-06-16,30.349
2017-06-17,30.349
2017-06-18,30.349
2017-06-19,30.353
2017-06-20,30.394
2017-06-21,30.468
2017-06-22,30.435
2017-06-23,30.362
2017-06-24,30.362
2017-06-25,30.362
2017-06-26,30.325
2017-06-27,30.329
2017-06-28,30.436
2017-06-29,30.398
2017-06-30,30.429
2017-07-01,30.429
2017-07-02,30.429
2017-07-03,30.431
2017-07-04,30.494
2017-07-05,30.502
2017-07-06,30.587
2017-07-07,30.585
2017-07-08,30.585
2017-07-09,30.585
2017-07-10,30.564
2017-07-11,30.568
2017-07-12,30.462
2017-07-13,30.362
2017-07-14,30.409
2017-07-15,30.409
2017-07-16,30.409
2017-07-17,30.394
2017-07-18,30.353
2017-07-19,30.417
2017-07-20,30.455
2017-07-21,30.422
2017-07-22,30.422
2017-07-23,30.422
2017-07-24,30.326
2017-07-25,30.336
2017-07-26,30.348
2017-07-27,30.188
2017-07-28,30.24
2017-07-29,30.24
2017-07-30,30.24
2017-07-31,30.213
2017-08-01,30.207
2017-08-02,30.233
2017-08-03,30.222
2017-08-04,30.164
2017-08-05,30.164
2017-08-06,30.164
2017-08-07,30.191
2017-08-08,30.17
2017-08-09,30.231
2017-08-10,30.315
2017-08-11,30.345
2017-08-12,30.345
2017-08-13,30.345
2017-08-14,30.292
2017-08-15,30.302
2017-08-16,30.356
2017-08-17,30.312
2017-08-18,30.345
2017-08-19,30.345
2017-08-20,30.345
2017-08-21,30.34
2017-08-22,30.297
2017-08-23,30.282
2017-08-24,30.255
2017-08-25,30.212
2017-08-26,30.212
2017-08-27,30.212
2017-08-28,30.131
2017-08-29,30.147
2017-08-30,30.13
2017-08-31,30.168
2017-09-01,30.046
2017-09-02,30.046
2017-09-03,30.046
2017-09-04,30.045
2017-09-05,30.069
2017-09-06,30.066
2017-09-07,30.003
2017-09-08,30.0
2017-09-09,30.0
2017-09-10,30.0
2017-09-11,30.013
2017-09-12,30.016
2017-09-13,30.057
2017-09-14,30.109
2017-09-15,30.052
2017-09-16,30.052
2017-09-17,30.052
2017-09-18,30.094
2017-09-19,30.135
2017-09-20,30.143
2017-09-21,30.222
2017-09-22,30.171
2017-09-23,30.171
2017-09-24,30.171
2017-09-25,30.185
2017-09-26,30.255
2017-09-27,30.316
2017-09-28,30.386
2017-09-29,30.324
2017-09-30,30.324
2017-10-01,30.324
2017-10-02,30.433
2017-10-03,30.425
2017-10-04,30.374
2017-10-05,30.346
2017-10-06,30.389
2017-10-07,30.389
2017-10-08,30.389
2017-10-09,30.398
2017-10-10,30.344
2017-10-11,30.255
2017-10-12,30.206
2017-10-13,30.141
2017-10-14,30.141
2017-10-15,30.141
2017-10-16,30.139
2017-10-17,30.186
2017-10-18,30.205
2017-10-19,30.215
2017-10-20,30.25
2017-10-21,30.25
2017-10-22,30.25
2017-10-23,30.26
2017-10-24,30.259
2017-10-25,30.266
2017-10-26,30.236
2017-10-27,30.269
2017-10-28,30.269
2017-10-29,30.269
2017-10-30,30.197
2017-10-31,30.163
2017-11-01,30.15
2017-11-02,30.198
2017-11-03,30.199
2017-11-04,30.199
2017-11-05,30.199
2017-11-06,30.2
2017-11-07,30.167
2017-11-08,30.175
2017-11-09,30.18
2017-11-10,30.172
2017-11-11,30.172
2017-11-12,30.172
2017-11-13,30.177
2017-11-14,30.176
2017-11-15,30.149
2017-11-16,30.105
2017-11-17,30.084
2017-11-18,30.084
2017-11-19,30.084
2017-11-20,30.057
2017-11-21,30.046
2017-11-22,29.943
2017-11-23,29.966
2017-11-24,29.967
2017-11-25,29.967
2017-11-26,29.967
2017-11-27,30.0
2017-11-28,29.995
2017-11-29,29.971
2017-11-30,30.01
2017-12-01,30.008
2017-12-02,30.008
2017-12-03,30.008
2017-12-04,30.033
2017-12-05,30.007
2017-12-06,30.015
2017-12-07,30.028
2017-12-08,30.006
2017-12-09,30.006
2017-12-10,30.006
2017-12-11,30.014
2017-12-12,30.023
2017-12-13,30.035
2017-12-14,30.012
2017-12-15,29.994
2017-12-16,29.994
2017-12-17,29.994
2017-12-18,29.988
2017-12-19,29.966
2017-12-20,29.944
2017-12-21,29.975
2017-12-22,29.923
2017-12-23,29.923
2017-12-24,29.923
2017-12-25,29.949
2017-12-26,29.927
2017-12-27,29.938
2017-12-28,29.775
2017-12-29,29.733
2017-12-30,29.733
2017-12-31,29.733
2018-01-01,29.714
2018-01-02,29.612
2018-01-03,29.556
2018-01-04,29.59
2018-01-05,29.495
2018-01-06,29.495
2018-01-07,29.495
2018-01-08,29.535
2018-01-09,29.551
2018-01-10,29.6
2018-01-11,29.61
2018-01-12,29.624
2018-01-13,29.624
2018-01-14,29.624
2018-01-15,29.537
2018-01-16,29.557
2018-01-17,29.574
2018-01-18,29.556
2018-01-19,29.378
2018-01-20,29.378
2018-01-21,29.378
2018-01-22,29.233
2018-01-23,29.23
2018-01-24,29.222
2018-01-25,29.069
2018-01-26,29.092
2018-01-27,29.092
2018-01-28,29.092
2018-01-29,29.16
2018-01-30,29.237
2018-01-31,29.141
2018-02-01,29.201
2018-02-02,29.226
2018-02-03,29.226
2018-02-04,29.226
2018-02-05,29.353
2018-02-06,29.337
2018-02-07,29.226
2018-02-08,29.346
2018-02-09,29.311
2018-02-10,29.311
2018-02-11,29.311
2018-02-12,29.32
2018-02-13,29.351
2018-02-14,29.268
2018-02-15,29.04
2018-02-16,28.98
2018-02-17,28.98
2018-02-18,28.98
2018-02-19,29.116
2018-02-20,29.142
2018-02-21,29.201
2018-02-22,29.263
2018-02-23,29.268
2018-02-24,29.268
2018-02-25,29.268
2018-02-26,29.23
2018-02-27,29.224
2018-02-28,29.281
2018-03-01,29.319
2018-03-02,29.273
2018-03-03,29.273
2018-03-04,29.273
2018-03-05,29.306
2018-03-06,29.309
2018-03-07,29.248
2018-03-08,29.269
2018-03-09,29.299
2018-03-10,29.299
2018-03-11,29.299
2018-03-12,29.273
2018-03-13,29.27
2018-03-14,29.242
2018-03-15,29.152
2018-03-16,29.121
2018-03-17,29.121
2018-03-18,29.121
2018-03-19,29.175
2018-03-20,29.161
2018-03-21,29.185
2018-03-22,29.139
2018-03-23,29.165
2018-03-24,29.165
2018-03-25,29.165
2018-03-26,29.115
2018-03-27,29.121
2018-03-28,29.163
2018-03-29,29.171
2018-03-30,29.11
2018-03-31,29.11
2018-04-01,29.11
2018-04-02,29.12
2018-04-03,29.144
2018-04-04,29.194
2018-04-05,29.218
2018-04-06,29.271
2018-04-07,29.271
2018-04-08,29.271
2018-04-09,29.225
2018-04-10,29.218
2018-04-11,29.207
2018-04-12,29.285
2018-04-13,29.307
2018-04-14,29.307
2018-04-15,29.307
2018-04-16,29.416
2018-04-17,29.361
2018-04-18,29.357
2018-04-19,29.346
2018-04-20,29.408
2018-04-21,29.408
2018-04-22,29.408
2018-04-23,29.588
2018-04-24,29.615
2018-04-25,29.716
2018-04-26,29.711
2018-04-27,29.631
2018-04-28,29.631
2018-04-29,29.631
2018-04-30,29.605
2018-05-01,29.652
2018-05-02,29.747
2018-05-03,29.701
2018-05-04,29.715
2018-05-05,29.715
2018-05-06,29.715
2018-05-07,29.766
2018-05-08,29.779
2018-05-09,29.925
2018-05-10,29.863
2018-05-11,29.767
2018-05-12,29.767
2018-05-13,29.767
2018-05-14,29.736
2018-05-15,29.85
2018-05-16,29.883
2018-05-17,29.901
2018-05-18,29.91
2018-05-19,29.91
2018-05-20,29.91
2018-05-21,29.989
2018-05-22,29.909
2018-05-23,29.958
2018-05-24,29.923
2018-05-25,29.95
2018-05-26,29.95
2018-05-27,29.95
2018-05-28,29.93
2018-05-29,29.985
2018-05-30,30.036
2018-05-31,29.962
2018-06-01,29.847
2018-06-02,29.847
2018-06-03,29.847
2018-06-04,29.814
2018-06-05,29.805
2018-06-06,29.732
2018-06-07,29.726
2018-06-08,29.811
2018-06-09,29.811
2018-06-10,29.811
2018-06-11,29.81
2018-06-12,29.849
2018-06-13,29.887
2018-06-14,29.927
2018-06-15,30.011
2018-06-16,30.011
2018-06-17,30.011
2018-06-18,30.161
2018-06-19,30.215
2018-06-20,30.146
2018-06-21,30.317
2018-06-22,30.294
2018-06-23,30.294
2018-06-24,30.294
2018-06-25,30.382
2018-06-26,30.396
2018-06-27,30.472
2018-06-28,30.578
2018-06-29,30.475
2018-06-30,30.475
2018-07-01,30.475
2018-07-02,30.535
2018-07-03,30.552
2018-07-04,30.507
2018-07-05,30.547
2018-07-06,30.492
2018-07-07,30.492
2018-07-08,30.492
2018-07-09,30.352
2018-07-10,30.396
2018-07-11,30.486
2018-07-12,30.537
2018-07-13,30.602
2018-07-14,30.602
2018-07-15,30.602
2018-07-16,30.561
2018-07-17,30.511
2018-07-18,30.613
2018-07-19,30.67
2018-07-20,30.708
2018-07-21,30.708
2018-07-22,30.708
2018-07-23,30.644
2018-07-24,30.706
2018-07-25,30.61
2018-07-26,30.558
2018-07-27,30.596
2018-07-28,30.596
2018-07-29,30.596
2018-07-30,30.608
2018-07-31,30.625
2018-08-01,30.612
2018-08-02,30.677
2018-08-03,30.721
2018-08-04,30.721
2018-08-05,30.721
2018-08-06,30.624
2018-08-07,30.595
2018-08-08,30.598
2018-08-09,30.642
2018-08-10,30.728
2018-08-11,30.728
2018-08-12,30.728
2018-08-13,30.833
2018-08-14,30.792
2018-08-15,30.854
2018-08-16,30.831
2018-08-17,30.788
2018-08-18,30.788
2018-08-19,30.788
2018-08-20,30.756
2018-08-21,30.707
2018-08-22,30.728
2018-08-23,30.788
2018-08-24,30.779
2018-08-25,30.779
2018-08-26,30.779
2018-08-27,30.748
2018-08-28,30.72
2018-08-29,30.705
2018-08-30,30.688
2018-08-31,30.719
2018-09-01,30.719
2018-09-02,30.719
2018-09-03,30.713
2018-09-04,30.763
2018-09-05,30.81
2018-09-06,30.791
2018-09-07,30.771
2018-09-08,30.771
2018-09-09,30.771
2018-09-10,30.821
2018-09-11,30.81
2018-09-12,30.819
2018-09-13,30.803
2018-09-14,30.735
2018-09-15,30.735
2018-09-16,30.735
2018-09-17,30.802
2018-09-18,30.807
2018-09-19,30.778
2018-09-20,30.786
2018-09-21,30.672
2018-09-22,30.672
2018-09-23,30.672
2018-09-24,30.686
2018-09-25,30.67
2018-09-26,30.685
2018-09-27,30.576
2018-09-28,30.533
2018-09-29,30.533
2018-09-30,30.533
2018-10-01,30.526
2018-10-02,30.653
2018-10-03,30.666
2018-10-04,30.795
2018-10-05,30.847
2018-10-06,30.847
2018-10-07,30.847
2018-10-08,30.955
2018-10-09,30.972
2018-10-10,30.999
2018-10-11,31.103
2018-10-12,30.858
2018-10-13,30.858
2018-10-14,30.858
2018-10-15,30.895
2018-10-16,30.85
2018-10-17,30.846
2018-10-18,30.944
2018-10-19,30.931
2018-10-20,30.931
2018-10-21,30.931
2018-10-22,30.904
2018-10-23,30.978
2018-10-24,30.941
2018-10-25,30.991
2018-10-26,30.988
2018-10-27,30.988
2018-10-28,30.988
2018-10-29,30.986
2018-10-30,30.978
2018-10-31,30.951
2018-11-01,30.894
2018-11-02,30.66
2018-11-03,30.66
2018-11-04,30.66
2018-11-05,30.752
2018-11-06,30.762
2018-11-07,30.725
2018-11-08,30.656
2018-11-09,30.768
2018-11-10,30.768
2018-11-11,30.768
2018-11-12,30.888
2018-11-13,30.877
2018-11-14,30.923
2018-11-15,30.85
2018-11-16,30.887
2018-11-17,30.887
2018-11-18,30.887
2018-11-19,30.904
2018-11-20,30.903
2018-11-21,30.895
2018-11-22,30.898
2018-11-23,30.904
2018-11-24,30.904
2018-11-25,30.904
2018-11-26,30.882
2018-11-27,30.894
2018-11-28,30.897
2018-11-29,30.817
2018-11-30,30.82
2018-12-01,30.82
2018-12-02,30.82
2018-12-03,30.718
2018-12-04,30.683
2018-12-05,30.797
2018-12-06,30.844
2018-12-07,30.838
2018-12-08,30.838
2018-12-09,30.838
2018-12-10,30.868
2018-12-11,30.889
2018-12-12,30.861
2018-12-13,30.838
2018-12-14,30.86
2018-12-15,30.86
2018-12-16,30.86
2018-12-17,30.859
2018-12-18,30.843
2018-12-19,30.805
2018-12-20,30.807
2018-12-21,30.753
2018-12-22,30.753
2018-12-23,30.753
2018-12-24,30.832
2018-12-25,30.804
2018-12-26,30.813
2018-12-27,30.795
2018-12-28,30.701
2018-12-29,30.701
2018-12-30,30.701
2018-12-31,30.549
2019-01-01,30.572
2019-01-02,30.791
2019-01-03,30.874
2019-01-04,30.854
2019-01-05,30.854
2019-01-06,30.854
2019-01-07,30.807
2019-01-08,30.84
2019-01-09,30.802
2019-01-10,30.782
2019-01-11,30.782
2019-01-12,30.782
2019-01-13,30.782
2019-01-14,30.851
2019-01-15,30.815
2019-01-16,30.826
2019-01-17,30.854
2019-01-18,30.84
2019-01-19,30.84
2019-01-20,30.84
2019-01-21,30.855
2019-01-22,30.895
2019-01-23,30.892
2019-01-24,30.889
2019-01-25,30.817
2019-01-26,30.817
2019-01-27,30.817
2019-01-28,30.789
2019-01-29,30.815
2019-01-30,30.767
2019-01-31,30.719
2019-02-01,30.736
2019-02-02,30.736
2019-02-03,30.736
2019-02-04,30.809
2019-02-05,30.767
2019-02-06,30.777
2019-02-07,30.811
2019-02-08,30.815
2019-02-09,30.815
2019-02-10,30.815
2019-02-11,30.827
2019-02-12,30.835
2019-02-13,30.83
2019-02-14,30.831
2019-02-15,30.849
2019-02-16,30.849
2019-02-17,30.849
2019-02-18,30.833
2019-02-19,30.839
2019-02-20,30.816
2019-02-21,30.825
2019-02-22,30.808
2019-02-23,30.808
2019-02-24,30.808
2019-02-25,30.78
2019-02-26,30.777
2019-02-27,30.77
2019-02-28,30.803
2019-03-01,30.822
2019-03-02,30.822
2019-03-03,30.822
2019-03-04,30.825
2019-03-05,30.845
2019-03-06,30.846
2019-03-07,30.867
2019-03-08,30.901
2019-03-09,30.901
2019-03-10,30.901
2019-03-11,30.904
2019-03-12,30.903
2019-03-13,30.907
2019-03-14,30.903
2019-03-15,30.876
2019-03-16,30.876
2019-03-17,30.876
2019-03-18,30.823
2019-03-19,30.821
2019-03-20,30.825
2019-03-21,30.813
2019-03-22,30.801
2019-03-23,30.801
2019-03-24,30.801
2019-03-25,30.824
2019-03-26,30.833
2019-03-27,30.858
2019-03-28,30.862
2019-03-29,30.826
2019-03-30,30.826
2019-03-31,30.826
2019-04-01,30.806
2019-04-02,30.837
2019-04-03,30.812
2019-04-04,30.819
2019-04-05,30.807
2019-04-06,30.807
2019-04-07,30.807
2019-04-08,30.847
2019-04-09,30.837
2019-04-10,30.841
2019-04-11,30.861
2019-04-12,30.877
2019-04-13,30.877
2019-04-14,30.877
2019-04-15,30.856
2019-04-16,30.871
2019-04-17,30.833
2019-04-18,30.838
2019-04-19,30.832
2019-04-20,30.832
2019-04-21,30.832
2019-04-22,30.851
2019-04-23,30.855
2019-04-24,30.874
2019-04-25,30.927
2019-04-26,30.906
2019-04-27,30.906
2019-04-28,30.906
2019-04-29,30.899
2019-04-30,30.913
2019-05-01,30.889
2019-05-02,30.903
2019-05-03,30.901
2019-05-04,30.901
2019-05-05,30.901
2019-05-06,30.92
2019-05-07,30.908
2019-05-08,30.922
2019-05-09,30.968
2019-05-10,30.954
2019-05-11,30.954
2019-05-12,30.954
2019-05-13,31.073
2019-05-14,31.135
2019-05-15,31.112
2019-05-16,31.161
2019-05-17,31.314
2019-05-18,31.314
2019-05-19,31.314
2019-05-20,31.407
2019-05-21,31.487
2019-05-22,31.517
2019-05-23,31.514
2019-05-24,31.51
2019-05-25,31.51
2019-05-26,31.51
2019-05-27,31.462
2019-05-28,31.478
2019-05-29,31.611
2019-05-30,31.605
2019-05-31,31.601
2019-06-01,31.601
2019-06-02,31.601
2019-06-03,31.487
2019-06-04,31.472
2019-06-05,31.379
2019-06-06,31.357
2019-06-07,31.42
2019-06-08,31.42
2019-06-09,31.42
2019-06-10,31.435
2019-06-11,31.415
2019-06-12,31.41
2019-06-13,31.474
2019-06-14,31.508
2019-06-15,31.508
2019-06-16,31.508
2019-06-17,31.51
2019-06-18,31.514
2019-06-19,31.332
2019-06-20,30.964
2019-06-21,31.047
2019-06-22,31.047
2019-06-23,31.047
2019-06-24,31.034
2019-06-25,31.055
2019-06-26,31.113
2019-06-27,31.055
2019-06-28,30.989
2019-06-29,30.989
2019-06-30,30.989
2019-07-01,30.985
2019-07-02,31.05
2019-07-03,31.103
2019-07-04,31.097
2019-07-05,31.107
2019-07-06,31.107
2019-07-07,31.107
2019-07-08,31.179
2019-07-09,31.175
2019-07-10,31.141
2019-07-11,31.021
2019-07-12,31.076
2019-07-13,31.076
2019-07-14,31.076
2019-07-15,31.042
2019-07-16,31.046
2019-07-17,31.081
2019-07-18,31.065
2019-07-19,31.034
2019-07-20,31.034
2019-07-21,31.034
2019-07-22,31.072
2019-07-23,31.077
2019-07-24,31.079
2019-07-25,31.077
2019-07-26,31.083
2019-07-27,31.083
2019-07-28,31.083
2019-07-29,31.1
2019-07-30,31.068
2019-07-31,31.097
2019-08-01,31.175
2019-08-02,31.382
2019-08-03,31.382
2019-08-04,31.382
2019-08-05,31.628
2019-08-06,31.488
2019-08-07,31.478
2019-08-08,31.348
2019-08-09,31.308
2019-08-10,31.308
2019-08-11,31.308
2019-08-12,31.402
2019-08-13,31.504
2019-08-14,31.368
2019-08-15,31.366
2019-08-16,31.36
2019-08-17,31.36
2019-08-18,31.36
2019-08-19,31.343
2019-08-20,31.394
2019-08-21,31.359
2019-08-22,31.369
2019-08-23,31.37
2019-08-24,31.37
2019-08-25,31.37
2019-08-26,31.427
2019-08-27,31.387
2019-08-28,31.431
2019-08-29,31.392
2019-08-30,31.329
2019-08-31,31.329
2019-09-01,31.329
2019-09-02,31.367
2019-09-03,31.41
2019-09-04,31.298
2019-09-05,31.27
2019-09-06,31.238
2019-09-07,31.238
2019-09-08,31.238
2019-09-09,31.212
2019-09-10,31.215
2019-09-11,31.166
2019-09-12,31.043
2019-09-13,30.891
2019-09-14,30.891
2019-09-15,30.891
2019-09-16,30.925
2019-09-17,31.007
2019-09-18,30.978
2019-09-19,30.981
2019-09-20,30.943
2019-09-21,30.943
2019-09-22,30.943
2019-09-23,31.014
2019-09-24,31.01
2019-09-25,31.038
2019-09-26,31.034
2019-09-27,31.035
2019-09-28,31.035
2019-09-29,31.035
2019-09-30,31.041
2019-10-01,31.041
2019-10-02,31.06
2019-10-03,31.051
2019-10-04,30.908
2019-10-05,30.908
2019-10-06,30.908
2019-10-07,30.901
2019-10-08,30.818
2019-10-09,30.836
2019-10-10,30.76
2019-10-11,30.618
2019-10-12,30.618
2019-10-13,30.618
2019-10-14,30.608
2019-10-15,30.655
2019-10-16,30.69
2019-10-17,30.63
2019-10-18,30.591
2019-10-19,30.591
2019-10-20,30.591
2019-10-21,30.568
2019-10-22,30.58
2019-10-23,30.605
2019-10-24,30.576
2019-10-25,30.589
2019-10-26,30.589
2019-10-27,30.589
2019-10-28,30.566
2019-10-29,30.521
2019-10-30,30.437
2019-10-31,30.445
2019-11-01,30.455
2019-11-02,30.455
2019-11-03,30.455
2019-11-04,30.417
2019-11-05,30.365
2019-11-06,30.395
2019-11-07,30.378
2019-11-08,30.365
2019-11-09,30.365
2019-11-10,30.365
2019-11-11,30.431
2019-11-12,30.419
2019-11-13,30.501
2019-11-14,30.549
2019-11-15,30.528
2019-11-16,30.528
2019-11-17,30.528
2019-11-18,30.492
2019-11-19,30.505
2019-11-20,30.504
2019-11-21,30.521
2019-11-22,30.513
2019-11-23,30.513
2019-11-24,30.513
2019-11-25,30.501
2019-11-26,30.516
2019-11-27,30.508
2019-11-28,30.493
2019-11-29,30.508
2019-11-30,30.508
2019-12-01,30.508
2019-12-02,30.505
2019-12-03,30.503
2019-12-04,30.5
2019-12-05,30.488
2019-12-06,30.485
2019-12-07,30.485
2019-12-08,30.485
2019-12-09,30.479
2019-12-10,30.468
2019-12-11,30.489
2019-12-12,30.351
2019-12-13,30.302
2019-12-14,30.302
2019-12-15,30.302
2019-12-16,30.217
2019-12-17,30.155
2019-12-18,30.203
2019-12-19,30.179
2019-12-20,30.172
2019-12-21,30.172
2019-12-22,30.172
2019-12-23,30.17
2019-12-24,30.148
2019-12-25,30.142
2019-12-26,30.116
2019-12-27,30.118
2019-12-28,30.118
2019-12-29,30.118
2019-12-30,30.063
2019-12-31,29.991
2020-01-01,29.991
2020-01-02,30.078
2020-01-03,30.047
2020-01-04,30.047
2020-01-05,30.047
2020-01-06,30.091
2020-01-07,30.056
2020-01-08,30.066
2020-01-09,29.982
2020-01-10,30.009
2020-01-11,30.009
2020-01-12,30.009
2020-01-13,29.936
2020-01-14,29.915
2020-01-15,29.935
2020-01-16,29.934
2020-01-17,29.938
2020-01-18,29.938
2020-01-19,29.938
2020-01-20,29.951
2020-01-21,29.989
2020-01-22,29.976
2020-01-23,30.04
2020-01-24,30.027
2020-01-25,30.027
2020-01-26,30.027
2020-01-27,30.102
2020-01-28,30.102
2020-01-29,30.102
2020-01-30,30.271
2020-01-31,30.241
2020-02-01,30.241
2020-02-02,30.241
2020-02-03,30.295
2020-02-04,30.195
2020-02-05,30.12
2020-02-06,30.056
2020-02-07,30.112
2020-02-08,30.112
2020-02-09,30.112
2020-02-10,30.093
2020-02-11,30.048
2020-02-12,30.011
2020-02-13,30.018
2020-02-14,30.02
2020-02-15,30.02
2020-02-16,30.02
2020-02-17,30.028
2020-02-18,30.114
2020-02-19,30.127
2020-02-20,30.261
2020-02-21,30.399
2020-02-22,30.399
2020-02-23,30.399
2020-02-24,30.463
2020-02-25,30.369
2020-02-26,30.377
2020-02-27,30.287
2020-02-28,30.287
2020-02-29,30.287
2020-03-01,30.287
2020-03-02,30.094
2020-03-03,30.013
2020-03-04,29.944
2020-03-05,29.936
2020-03-06,30.012
2020-03-07,30.012
2020-03-08,30.012
2020-03-09,30.094
2020-03-10,29.999
2020-03-11,30.076
2020-03-12,30.111
2020-03-13,30.159
2020-03-14,30.159
2020-03-15,30.159
2020-03-16,30.194
2020-03-17,30.23
2020-03-18,30.266
2020-03-19,30.445
2020-03-20,30.239
2020-03-21,30.239
2020-03-22,30.239
2020-03-23,30.347
2020-03-24,30.296
2020-03-25,30.316
2020-03-26,30.284
2020-03-27,30.222
2020-03-28,30.222
2020-03-29,30.222
2020-03-30,30.256
2020-03-31,30.255
2020-04-01,30.293
2020-04-02,30.293
2020-04-03,30.293
2020-04-04,30.293
2020-04-05,30.293
2020-04-06,30.211
2020-04-07,30.11
2020-04-08,30.124
2020-04-09,30.09
2020-04-10,30.068
2020-04-11,30.068
2020-04-12,30.068
2020-04-13,30.094
2020-04-14,30.058
2020-04-15,30.046
2020-04-16,30.087
2020-04-17,30.074
2020-04-18,30.074
2020-04-19,30.074
2020-04-20,30.05
2020-04-21,30.103
2020-04-22,30.067
2020-04-23,30.071
2020-04-24,30.07
2020-04-25,30.07
2020-04-26,30.07
2020-04-27,30.025
2020-04-28,30.007
2020-04-29,29.904
2020-04-30,29.736
2020-05-01,29.736
2020-05-02,29.736
2020-05-03,29.736
2020-05-04,29.831
2020-05-05,29.838
2020-05-06,29.91
2020-05-07,29.944
2020-05-08,29.887
2020-05-09,29.887
2020-05-10,29.887
2020-05-11,29.834
2020-05-12,29.893
2020-05-13,29.899
2020-05-14,29.92
2020-05-15,29.922
2020-05-16,29.922
2020-05-17,29.922
2020-05-18,29.98
2020-05-19,29.944
2020-05-20,29.972
2020-05-21,29.929
2020-05-22,29.996
2020-05-23,29.996
2020-05-24,29.996
2020-05-25,30.058
2020-05-26,29.974
2020-05-27,30.019
2020-05-28,30.028
2020-05-29,30.018
2020-05-30,30.018
2020-05-31,30.018
2020-06-01,29.933
2020-06-02,29.972
2020-06-03,29.895
2020-06-04,29.911
2020-06-05,29.788
2020-06-06,29.788
2020-06-07,29.788
