,USDARS BGN Curncy
2019-10-03,57.75
2019-10-04,57.732
2019-10-05,57.732
2019-10-06,57.732
2019-10-07,57.835
2019-10-08,57.8477
2019-10-09,57.981
2019-10-10,57.982
2019-10-11,58.0342
2019-10-12,58.0342
2019-10-13,58.0342
2019-10-14,58.0342
2019-10-15,58.27
2019-10-16,58.347
2019-10-17,58.317
2019-10-18,58.348
2019-10-19,58.348
2019-10-20,58.348
2019-10-21,58.4975
2019-10-22,58.6625
2019-10-23,58.9833
2019-10-24,59.5975
2019-10-25,59.9907
2019-10-26,59.9907
2019-10-27,59.9907
2019-10-28,59.5011
2019-10-29,59.455
2019-10-30,59.7023
2019-10-31,59.6522
2019-11-01,59.7288
2019-11-02,59.7288
2019-11-03,59.7288
2019-11-04,59.705
2019-11-05,59.6549
2019-11-06,59.6549
2019-11-07,59.6017
2019-11-08,59.5032
2019-11-09,59.5032
2019-11-10,59.5032
2019-11-11,59.83
2019-11-12,59.6983
2019-11-13,59.7225
2019-11-14,59.6761
2019-11-15,59.6738
2019-11-16,59.6738
2019-11-17,59.6738
2019-11-18,59.4799
2019-11-19,59.6935
2019-11-20,59.7265
2019-11-21,59.809
2019-11-22,59.7732
2019-11-23,59.7732
2019-11-24,59.7732
2019-11-25,59.7115
2019-11-26,59.9175
2019-11-27,59.7915
2019-11-28,59.7412
2019-11-29,59.905
2019-11-30,59.905
2019-12-01,59.905
2019-12-02,59.965
2019-12-03,59.9148
2019-12-04,59.8828
2019-12-05,59.98
2019-12-06,59.95
2019-12-07,59.95
2019-12-08,59.95
2019-12-09,59.95
2019-12-10,59.8238
2019-12-11,59.8158
2019-12-12,59.8161
2019-12-13,59.8183
2019-12-14,59.8183
2019-12-15,59.8183
2019-12-16,59.815
2019-12-17,59.816
2019-12-18,59.8125
2019-12-19,59.8197
2019-12-20,59.8164
2019-12-21,59.8164
2019-12-22,59.8164
2019-12-23,59.9905
2019-12-24,59.7104
2019-12-25,59.7104
2019-12-26,59.875
2019-12-27,59.8228
2019-12-28,59.8228
2019-12-29,59.8228
2019-12-30,59.8723
2019-12-31,59.8727
2020-01-01,59.8727
2020-01-02,59.8158
2020-01-03,59.8157
2020-01-04,59.8157
2020-01-05,59.8157
2020-01-06,59.814
2020-01-07,59.812
2020-01-08,59.8161
2020-01-09,59.8186
2020-01-10,59.813
2020-01-11,59.813
2020-01-12,59.813
2020-01-13,59.959
2020-01-14,60.0575
2020-01-15,59.9534
2020-01-16,59.98
2020-01-17,60.0017
2020-01-18,60.0017
2020-01-19,60.0017
2020-01-20,60.0028
2020-01-21,60.0964
2020-01-22,60.0721
2020-01-23,60.0828
2020-01-24,60.0975
2020-01-25,60.0975
2020-01-26,60.0975
2020-01-27,60.169
2020-01-28,60.1791
2020-01-29,60.2353
2020-01-30,60.2513
2020-01-31,60.347
2020-02-01,60.347
2020-02-02,60.347
2020-02-03,60.463
2020-02-04,60.5842
2020-02-05,60.5894
2020-02-06,60.6845
2020-02-07,60.7789
2020-02-08,60.7789
2020-02-09,60.7789
2020-02-10,60.9765
2020-02-11,61.1202
2020-02-12,61.232
2020-02-13,61.3814
2020-02-14,61.455
2020-02-15,61.455
2020-02-16,61.455
2020-02-17,61.6
2020-02-18,61.6637
2020-02-19,61.7281
2020-02-20,61.7888
2020-02-21,61.8384
2020-02-22,61.8384
2020-02-23,61.8384
2020-02-24,61.8384
2020-02-25,61.8384
2020-02-26,62.0893
2020-02-27,62.1389
2020-02-28,62.2091
2020-02-29,62.2091
2020-03-01,62.2091
2020-03-02,62.2529
2020-03-03,62.306
2020-03-04,62.3578
2020-03-05,62.4211
2020-03-06,62.477
2020-03-07,62.477
2020-03-08,62.477
2020-03-09,62.5288
2020-03-10,62.5885
2020-03-11,62.6682
2020-03-12,62.7335
2020-03-13,62.8991
2020-03-14,62.8991
2020-03-15,62.8991
2020-03-16,63.039
2020-03-17,63.182
2020-03-18,63.3285
2020-03-19,63.5492
2020-03-20,63.7695
2020-03-21,63.7695
2020-03-22,63.7695
2020-03-23,63.7695
2020-03-24,63.7695
2020-03-25,64.0465
2020-03-26,64.2292
2020-03-27,64.4098
2020-03-28,64.4098
2020-03-29,64.4098
2020-03-30,64.469
2020-03-31,64.4024
2020-04-01,64.532
2020-04-02,64.618
2020-04-03,64.9055
2020-04-04,64.9055
2020-04-05,64.9055
2020-04-06,64.9905
2020-04-07,65.07
2020-04-08,65.158
2020-04-09,65.158
2020-04-10,65.158
2020-04-11,65.158
2020-04-12,65.158
2020-04-13,65.3768
2020-04-14,65.4995
2020-04-15,65.6195
2020-04-16,65.74
2020-04-17,65.858
2020-04-18,65.858
2020-04-19,65.858
2020-04-20,65.9788
2020-04-21,66.0869
2020-04-22,66.225
2020-04-23,66.3149
2020-04-24,66.425
2020-04-25,66.425
2020-04-26,66.425
2020-04-27,66.5222
2020-04-28,66.6305
2020-04-29,66.745
2020-04-30,66.8325
2020-05-01,66.8325
2020-05-02,66.8325
2020-05-03,66.8325
2020-05-04,66.9242
2020-05-05,67.0052
2020-05-06,67.095
2020-05-07,67.1817
2020-05-08,67.2765
2020-05-09,67.2765
2020-05-10,67.2765
2020-05-11,67.3663
2020-05-12,67.4551
2020-05-13,67.545
2020-05-14,67.6357
2020-05-15,67.725
2020-05-16,67.725
2020-05-17,67.725
2020-05-18,67.8138
2020-05-19,67.91
2020-05-20,67.9955
2020-05-21,68.085
2020-05-22,68.1738
2020-05-23,68.1738
2020-05-24,68.1738
2020-05-25,68.1738
2020-05-26,68.262
2020-05-27,68.3555
2020-05-28,68.4449
2020-05-29,68.533
2020-05-30,68.533
2020-05-31,68.533
2020-06-01,68.625
2020-06-02,68.7122
2020-06-03,68.8035
2020-06-04,68.8955
2020-06-05,68.9835
2020-06-06,68.9835
2020-06-07,68.9835
2020-06-08,69.0735
2020-06-09,69.1655
2020-06-10,69.2534
2020-06-11,69.315
2020-06-12,69.3763
2020-06-13,69.3763
2020-06-14,69.3763
2020-06-15,69.3763
2020-06-16,69.6162
2020-06-17,69.675
2020-06-18,69.737
2020-06-19,69.795
2020-06-20,69.795
2020-06-21,69.795
2020-06-22,69.9749
2020-06-23,70.0372
2020-06-24,70.0959
2020-06-25,70.153
2020-06-26,70.2155
2020-06-27,70.2155
2020-06-28,70.2155
2020-06-29,70.3969
2020-06-30,70.455
2020-07-01,70.5146
2020-07-02,70.575
2020-07-03,70.6353
2020-07-04,70.6353
2020-07-05,70.6353
2020-07-06,70.815
2020-07-07,70.8755
2020-07-08,70.935
2020-07-09,70.935
2020-07-10,70.935
2020-07-11,70.935
2020-07-12,70.935
2020-07-13,71.235
2020-07-14,71.2936
2020-07-15,71.355
2020-07-16,71.415
2020-07-17,71.4748
2020-07-18,71.4748
2020-07-19,71.4748
2020-07-20,71.6545
2020-07-21,71.7149
2020-07-22,71.7745
2020-07-23,71.8315
2020-07-24,71.895
2020-07-25,71.895
2020-07-26,71.895
2020-07-27,72.074
2020-07-28,72.135
2020-07-29,72.1946
2020-07-30,72.255
2020-07-31,72.315
2020-08-01,72.315
2020-08-02,72.315
2020-08-03,72.515
2020-08-04,72.565
2020-08-05,72.616
2020-08-06,72.697
2020-08-07,72.7653
2020-08-08,72.7653
2020-08-09,72.7653
2020-08-10,72.945
2020-08-11,72.995
2020-08-12,73.0452
2020-08-13,73.106
2020-08-14,73.155
2020-08-15,73.155
2020-08-16,73.155
2020-08-17,73.155
2020-08-18,73.3975
2020-08-19,73.475
2020-08-20,73.5219
2020-08-21,73.5735
2020-08-22,73.5735
2020-08-23,73.5735
2020-08-24,73.7255
2020-08-25,73.805
2020-08-26,73.8533
2020-08-27,73.9355
2020-08-28,73.9933
2020-08-29,73.9933
2020-08-30,73.9933
2020-08-31,74.175
2020-09-01,74.245
2020-09-02,74.315
2020-09-03,74.375
2020-09-04,74.435
2020-09-05,74.435
2020-09-06,74.435
2020-09-07,74.645
2020-09-08,74.705
2020-09-09,74.765
2020-09-10,74.8349
2020-09-11,74.9057
2020-09-12,74.9057
2020-09-13,74.9057
2020-09-14,75.115
2020-09-15,75.185
2020-09-16,75.245
2020-09-17,75.315
2020-09-18,75.375
2020-09-19,75.375
2020-09-20,75.375
2020-09-21,75.5827
2020-09-22,75.6448
2020-09-23,75.7148
2020-09-24,75.715
2020-09-25,75.8445
2020-09-26,75.8445
2020-09-27,75.8445
2020-09-28,76.0575
2020-09-29,76.1151
2020-09-30,76.175
2020-10-01,76.2457
2020-10-02,76.9482
2020-10-03,76.9482
2020-10-04,76.9482
2020-10-05,77.0154
2020-10-06,77.064
2020-10-07,77.0945
2020-10-08,77.1232
2020-10-09,77.1425
2020-10-10,77.1425
2020-10-11,77.1425
2020-10-12,77.1425
2020-10-13,77.4128
2020-10-14,77.4607
2020-10-15,77.4762
2020-10-16,77.5278
2020-10-17,77.5278
2020-10-18,77.5278
2020-10-19,77.576
2020-10-20,77.6694
2020-10-21,77.7365
2020-10-22,78.0678
2020-10-23,78.1241
2020-10-24,78.1241
2020-10-25,78.1241
2020-10-26,78.2486
2020-10-27,78.3045
2020-10-28,78.3047
2020-10-29,78.2964
2020-10-30,78.3226
2020-10-31,78.3226
2020-11-01,78.3226
2020-11-02,78.681
2020-11-03,78.9209
2020-11-04,79.0281
2020-11-05,79.0974
2020-11-06,79.0974
2020-11-07,79.0974
2020-11-08,79.0974
2020-11-09,79.3426
2020-11-10,79.4362
2020-11-11,79.4889
2020-11-12,79.5629
2020-11-13,79.7554
2020-11-14,79.7554
2020-11-15,79.7554
2020-11-16,79.9563
2020-11-17,80.0367
2020-11-18,80.1582
2020-11-19,80.2762
2020-11-20,80.3572
2020-11-21,80.3572
2020-11-22,80.3572
2020-11-23,80.3572
2020-11-24,80.6905
2020-11-25,80.7871
2020-11-26,80.8913
2020-11-27,81.0628
2020-11-28,81.0628
2020-11-29,81.0628
2020-11-30,81.3054
2020-12-01,81.4348
2020-12-02,81.4585
2020-12-03,81.5693
2020-12-04,81.6553
2020-12-05,81.6553
2020-12-06,81.6553
2020-12-07,81.6553
2020-12-08,81.6553
2020-12-09,82.0468
2020-12-10,82.1346
2020-12-11,82.2187
2020-12-12,82.2187
2020-12-13,82.2187
2020-12-14,82.4582
2020-12-15,82.5332
2020-12-16,82.6303
2020-12-17,82.7153
2020-12-18,82.8376
2020-12-19,82.8376
2020-12-20,82.8376
2020-12-21,83.1454
2020-12-22,83.2441
2020-12-23,83.3511
2020-12-24,83.3511
2020-12-25,83.3511
2020-12-26,83.3511
2020-12-27,83.3511
2020-12-28,83.9064
2020-12-29,84.025
2020-12-30,84.1461
2020-12-31,84.1461
2021-01-01,84.1461
2021-01-02,84.1461
2021-01-03,84.1461
2021-01-04,84.6974
2021-01-05,84.803
2021-01-06,84.9051
2021-01-07,85.0061
2021-01-08,85.1227
2021-01-09,85.1227
2021-01-10,85.1227
2021-01-11,85.3748
2021-01-12,85.4691
2021-01-13,85.5564
2021-01-14,85.6479
2021-01-15,85.7351
2021-01-16,85.7351
2021-01-17,85.7351
2021-01-18,86.0701
2021-01-19,86.2044
2021-01-20,86.3438
2021-01-21,86.427
2021-01-22,86.565
2021-01-23,86.565
2021-01-24,86.565
2021-01-25,86.9088
2021-01-26,87.0133
2021-01-27,87.1146
2021-01-28,87.2163
2021-01-29,87.3139
2021-01-30,87.3139
2021-01-31,87.3139
2021-02-01,87.6087
2021-02-02,87.7063
2021-02-03,87.8001
2021-02-04,87.9144
2021-02-05,88.001
2021-02-06,88.001
2021-02-07,88.001
2021-02-08,88.167
2021-02-09,88.264
2021-02-10,88.3693
2021-02-11,88.4497
2021-02-12,88.5327
2021-02-13,88.5327
2021-02-14,88.5327
2021-02-15,88.5327
2021-02-16,88.5327
2021-02-17,88.9445
2021-02-18,89.0507
2021-02-19,89.1497
2021-02-20,89.1497
2021-02-21,89.1497
2021-02-22,89.439
2021-02-23,89.5376
2021-02-24,89.6676
2021-02-25,89.7548
2021-02-26,89.8255
2021-02-27,89.8255
2021-02-28,89.8255
2021-03-01,90.0867
2021-03-02,90.1618
2021-03-03,90.2287
2021-03-04,90.2957
2021-03-05,90.3652
2021-03-06,90.3652
2021-03-07,90.3652
2021-03-08,90.5758
2021-03-09,90.6449
2021-03-10,90.7149
2021-03-11,90.7877
2021-03-12,90.8594
2021-03-13,90.8594
2021-03-14,90.8594
2021-03-15,91.0679
2021-03-16,91.1378
2021-03-17,91.2072
2021-03-18,91.292
2021-03-19,91.3545
2021-03-20,91.3545
2021-03-21,91.3545
2021-03-22,91.5692
2021-03-23,91.6362
2021-03-24,91.6362
2021-03-25,91.7749
2021-03-26,91.8413
2021-03-27,91.8413
2021-03-28,91.8413
2021-03-29,91.9166
2021-03-30,91.9557
2021-03-31,91.9874
2021-04-01,91.7129
2021-04-02,91.6873
2021-04-03,91.6873
2021-04-04,91.6873
2021-04-05,92.1623
2021-04-06,92.2842
2021-04-07,92.3305
2021-04-08,92.3831
2021-04-09,92.4378
2021-04-10,92.4378
2021-04-11,92.4378
2021-04-12,92.5759
2021-04-13,92.6231
2021-04-14,92.6765
2021-04-15,92.7248
2021-04-16,92.7952
2021-04-17,92.7952
2021-04-18,92.7952
2021-04-19,92.9271
2021-04-20,92.9747
2021-04-21,93.0303
2021-04-22,93.0741
2021-04-23,93.1207
2021-04-24,93.1207
2021-04-25,93.1207
2021-04-26,93.2779
2021-04-27,93.3363
2021-04-28,93.4333
2021-04-29,93.4978
2021-04-30,93.5549
2021-05-01,93.5549
2021-05-02,93.5549
2021-05-03,93.6759
2021-05-04,93.716
2021-05-05,93.7565
2021-05-06,93.7914
2021-05-07,93.835
2021-05-08,93.835
2021-05-09,93.835
2021-05-10,93.9249
2021-05-11,93.9577
2021-05-12,93.9849
2021-05-13,94.0179
2021-05-14,94.0427
2021-05-15,94.0427
2021-05-16,94.0427
2021-05-17,94.1395
2021-05-18,94.166
2021-05-19,94.2049
2021-05-20,94.2444
2021-05-21,94.2761
2021-05-22,94.2761
2021-05-23,94.2761
2021-05-24,94.2761
2021-05-25,94.2761
2021-05-26,94.485
2021-05-27,94.5354
2021-05-28,94.5624
2021-05-29,94.5624
2021-05-30,94.5624
2021-05-31,94.6835
2021-06-01,94.7318
2021-06-02,94.7741
2021-06-03,94.8159
2021-06-04,94.8638
2021-06-05,94.8638
2021-06-06,94.8638
2021-06-07,94.9734
2021-06-08,95.0142
2021-06-09,95.0575
2021-06-10,95.1045
2021-06-11,95.1325
2021-06-12,95.1325
2021-06-13,95.1325
2021-06-14,95.2552
2021-06-15,95.2852
2021-06-16,95.3208
2021-06-17,95.3571
2021-06-18,95.3754
2021-06-19,95.3754
2021-06-20,95.3754
2021-06-21,95.3754
2021-06-22,95.4925
2021-06-23,95.5328
2021-06-24,95.5584
2021-06-25,95.6053
2021-06-26,95.6053
2021-06-27,95.6053
2021-06-28,95.6848
2021-06-29,95.7016
2021-06-30,95.721
2021-07-01,95.7659
2021-07-02,95.7975
2021-07-03,95.7975
2021-07-04,95.7975
2021-07-05,95.8832
2021-07-06,95.9244
2021-07-07,95.9429
2021-07-08,95.9752
2021-07-09,95.9752
2021-07-10,95.9752
2021-07-11,95.9752
2021-07-12,96.0965
2021-07-13,96.1254
2021-07-14,96.1585
2021-07-15,96.1816
2021-07-16,96.2215
2021-07-17,96.2215
2021-07-18,96.2215
2021-07-19,96.3049
2021-07-20,96.3333
2021-07-21,96.3707
2021-07-22,96.3999
2021-07-23,96.4281
2021-07-24,96.4281
2021-07-25,96.4281
2021-07-26,96.5388
2021-07-27,96.565
2021-07-28,96.615
2021-07-29,96.6451
2021-07-30,96.6944
2021-07-31,96.6944
2021-08-01,96.6944
2021-08-02,96.7832
2021-08-03,96.8011
2021-08-04,96.8349
2021-08-05,96.889
2021-08-06,96.9038
2021-08-07,96.9038
2021-08-08,96.9038
2021-08-09,96.9935
2021-08-10,97.0244
2021-08-11,97.0457
2021-08-12,97.0771
2021-08-13,97.1118
2021-08-14,97.1118
2021-08-15,97.1118
2021-08-16,97.1118
2021-08-17,97.2459
2021-08-18,97.2517
2021-08-19,97.2863
2021-08-20,97.3154
2021-08-21,97.3154
2021-08-22,97.3154
2021-08-23,97.4015
2021-08-24,97.4389
2021-08-25,97.49
2021-08-26,97.521
2021-08-27,97.5642
2021-08-28,97.5642
2021-08-29,97.5642
2021-08-30,97.7079
2021-08-31,97.7433
2021-09-01,97.7972
2021-09-02,97.8301
2021-09-03,97.8706
2021-09-04,97.8706
2021-09-05,97.8706
2021-09-06,97.9485
2021-09-07,97.9858
2021-09-08,98.003
2021-09-09,98.052
2021-09-10,98.0984
2021-09-11,98.0984
2021-09-12,98.0984
2021-09-13,98.185
2021-09-14,98.2145
2021-09-15,98.2496
2021-09-16,98.3109
2021-09-17,98.3652
2021-09-18,98.3652
2021-09-19,98.3652
2021-09-20,98.4644
2021-09-21,98.4742
2021-09-22,98.485
2021-09-23,98.5365
2021-09-24,98.5637
2021-09-25,98.5637
2021-09-26,98.5637
2021-09-27,98.6367
2021-09-28,98.6633
2021-09-29,98.7136
2021-09-30,98.7363
2021-10-01,98.7943
2021-10-02,98.7943
2021-10-03,98.7943
2021-10-04,98.8535
2021-10-05,98.8979
2021-10-06,98.9149
2021-10-07,98.9472
2021-10-08,98.9472
2021-10-09,98.9472
2021-10-10,98.9472
2021-10-11,98.9472
2021-10-12,99.0949
2021-10-13,99.1249
2021-10-14,99.1523
2021-10-15,99.1891
2021-10-16,99.1891
2021-10-17,99.1891
2021-10-18,99.2681
2021-10-19,99.305
2021-10-20,99.3503
2021-10-21,99.374
2021-10-22,99.4014
2021-10-23,99.4014
2021-10-24,99.4014
2021-10-25,99.4867
2021-10-26,99.5526
2021-10-27,99.6454
2021-10-28,99.6858
2021-10-29,99.7207
2021-10-30,99.7207
2021-10-31,99.7207
2021-11-01,99.8178
2021-11-02,99.8679
2021-11-03,99.9104
2021-11-04,99.9493
2021-11-05,99.9498
2021-11-06,99.9498
2021-11-07,99.9498
2021-11-08,100.0605
2021-11-09,100.1134
2021-11-10,100.142
2021-11-11,100.193
2021-11-12,100.2155
2021-11-13,100.2155
2021-11-14,100.2155
2021-11-15,100.2602
2021-11-16,100.3005
2021-11-17,100.3508
2021-11-18,100.3966
2021-11-19,100.4517
2021-11-20,100.4517
2021-11-21,100.4517
2021-11-22,100.4517
2021-11-23,100.5761
2021-11-24,100.6218
2021-11-25,100.6857
2021-11-26,100.7973
2021-11-27,100.7973
2021-11-28,100.7973
2021-11-29,100.9283
2021-11-30,100.9388
2021-12-01,101.0112
2021-12-02,101.0872
2021-12-03,101.16
2021-12-04,101.16
2021-12-05,101.16
2021-12-06,101.295
2021-12-07,101.42
2021-12-08,101.42
2021-12-09,101.5238
2021-12-10,101.5472
2021-12-11,101.5472
2021-12-12,101.5472
2021-12-13,101.7027
2021-12-14,101.7675
2021-12-15,101.825
2021-12-16,101.9167
2021-12-17,101.9625
2021-12-18,101.9625
2021-12-19,101.9625
2021-12-20,102.1254
2021-12-21,102.2243
2021-12-22,102.2774
2021-12-23,102.3062
2021-12-24,102.3062
2021-12-25,102.3062
2021-12-26,102.3062
2021-12-27,102.5445
2021-12-28,102.6075
2021-12-29,102.6803
2021-12-30,102.736
2021-12-31,102.736
2022-01-01,102.736
2022-01-02,102.736
2022-01-03,103.0035
2022-01-04,103.0997
2022-01-05,103.145
2022-01-06,103.2297
2022-01-07,103.2884
2022-01-08,103.2884
2022-01-09,103.2884
2022-01-10,103.4978
2022-01-11,103.5642
2022-01-12,103.6658
2022-01-13,103.7664
2022-01-14,103.8543
2022-01-15,103.8543
2022-01-16,103.8543
2022-01-17,104.0768
2022-01-18,104.1495
2022-01-19,104.226
2022-01-20,104.3149
2022-01-21,104.3425
2022-01-22,104.3425
2022-01-23,104.3425
2022-01-24,104.5235
2022-01-25,104.614
2022-01-26,104.7095
2022-01-27,104.762
2022-01-28,104.8363
2022-01-29,104.8363
2022-01-30,104.8363
2022-01-31,105.023
2022-02-01,105.1188
2022-02-02,105.2083
2022-02-03,105.3135
2022-02-04,105.4185
2022-02-05,105.4185
2022-02-06,105.4185
2022-02-07,105.6857
2022-02-08,105.811
2022-02-09,105.885
2022-02-10,106.0125
2022-02-11,106.1495
2022-02-12,106.1495
2022-02-13,106.1495
2022-02-14,106.365
2022-02-15,106.4651
2022-02-16,106.57
2022-02-17,106.677
2022-02-18,106.7842
2022-02-19,106.7842
2022-02-20,106.7842
2022-02-21,107.0658
2022-02-22,107.1955
2022-02-23,107.285
2022-02-24,107.375
2022-02-25,107.4425
2022-02-26,107.4425
2022-02-27,107.4425
2022-02-28,107.4425
2022-03-01,107.4425
2022-03-02,107.933
2022-03-03,108.039
2022-03-04,108.14
2022-03-05,108.14
2022-03-06,108.14
2022-03-07,108.446
2022-03-08,108.555
2022-03-09,108.6877
2022-03-10,108.7705
2022-03-11,108.89
2022-03-12,108.89
2022-03-13,108.89
2022-03-14,109.2
2022-03-15,109.3172
2022-03-16,109.415
2022-03-17,109.5135
2022-03-18,109.68
2022-03-19,109.68
2022-03-20,109.68
2022-03-21,109.9657
2022-03-22,110.065
2022-03-23,110.17
2022-03-24,110.17
2022-03-25,110.3755
2022-03-26,110.3755
2022-03-27,110.3755
2022-03-28,110.684
2022-03-29,110.8175
2022-03-30,110.8885
2022-03-31,111.005
2022-04-01,111.1245
2022-04-02,111.1245
2022-04-03,111.1245
2022-04-04,111.594
2022-04-05,111.6995
2022-04-06,111.8345
2022-04-07,111.9805
2022-04-08,112.1545
2022-04-09,112.1545
2022-04-10,112.1545
2022-04-11,112.5817
2022-04-12,112.7639
2022-04-13,112.936
2022-04-14,112.936
2022-04-15,112.936
2022-04-16,112.936
2022-04-17,112.936
2022-04-18,113.7365
2022-04-19,113.7845
2022-04-20,113.9705
2022-04-21,114.0858
2022-04-22,114.2318
2022-04-23,114.2318
2022-04-24,114.2318
2022-04-25,114.6881
2022-04-26,114.8373
2022-04-27,115.0275
2022-04-28,115.189
2022-04-29,115.3144
2022-04-30,115.3144
2022-05-01,115.3144
2022-05-02,115.7348
2022-05-03,115.8739
2022-05-04,116.0154
2022-05-05,116.1577
2022-05-06,116.3045
2022-05-07,116.3045
2022-05-08,116.3045
2022-05-09,116.7558
2022-05-10,116.9296
2022-05-11,117.0869
2022-05-12,117.2592
2022-05-13,117.4204
2022-05-14,117.4204
2022-05-15,117.4204
2022-05-16,117.865
2022-05-17,118.0586
2022-05-18,118.0586
2022-05-19,118.345
2022-05-20,118.485
2022-05-21,118.485
2022-05-22,118.485
2022-05-23,118.947
2022-05-24,119.1035
2022-05-25,119.1035
2022-05-26,119.42
2022-05-27,119.554
2022-05-28,119.554
2022-05-29,119.554
2022-05-30,120.0035
2022-05-31,120.194
2022-06-01,120.324
2022-06-02,120.4665
2022-06-03,120.6775
2022-06-04,120.6775
2022-06-05,120.6775
2022-06-06,121.105
2022-06-07,121.283
2022-06-08,121.45
2022-06-09,121.623
2022-06-10,121.7956
2022-06-11,121.7956
2022-06-12,121.7956
2022-06-13,122.299
2022-06-14,122.5098
2022-06-15,122.7045
2022-06-16,122.9122
2022-06-17,122.9122
2022-06-18,122.9122
2022-06-19,122.9122
2022-06-20,122.9122
2022-06-21,123.68
2022-06-22,123.8601
2022-06-23,124.1
2022-06-24,124.2545
2022-06-25,124.2545
2022-06-26,124.2545
2022-06-27,124.717
2022-06-28,124.875
2022-06-29,125.045
2022-06-30,125.216
2022-07-01,125.4571
2022-07-02,125.4571
2022-07-03,125.4571
2022-07-04,125.9652
2022-07-05,126.1954
2022-07-06,126.375
2022-07-07,126.5566
2022-07-08,126.795
2022-07-09,126.795
2022-07-10,126.795
2022-07-11,127.354
2022-07-12,127.584
2022-07-13,127.8209
2022-07-14,127.9965
2022-07-15,128.2384
2022-07-16,128.2384
2022-07-17,128.2384
2022-07-18,128.8942
2022-07-19,129.1442
2022-07-20,129.3878
2022-07-21,129.5948
2022-07-22,129.7435
2022-07-23,129.7435
2022-07-24,129.7435
2022-07-25,130.395
2022-07-26,130.6768
2022-07-27,130.9
2022-07-28,131.125
2022-07-29,131.2602
2022-07-30,131.2602
2022-07-31,131.2602
2022-08-01,131.89
2022-08-02,132.1955
2022-08-03,132.425
2022-08-04,132.6465
2022-08-05,132.9158
2022-08-06,132.9158
2022-08-07,132.9158
2022-08-08,133.5649
2022-08-09,133.8409
2022-08-10,134.0055
2022-08-11,134.2565
2022-08-12,134.5882
2022-08-13,134.5882
2022-08-14,134.5882
2022-08-15,134.5882
2022-08-16,135.3366
2022-08-17,135.535
2022-08-18,135.8083
2022-08-19,136.1586
2022-08-20,136.1586
2022-08-21,136.1586
2022-08-22,136.6451
2022-08-23,136.9488
2022-08-24,137.1295
2022-08-25,137.3888
2022-08-26,137.7047
2022-08-27,137.7047
2022-08-28,137.7047
2022-08-29,138.3042
2022-08-30,138.602
2022-08-31,138.7242
2022-09-01,139.0163
2022-09-02,139.1591
2022-09-03,139.1591
2022-09-04,139.1591
2022-09-05,140.2025
2022-09-06,140.5865
2022-09-07,140.8083
2022-09-08,141.1205
2022-09-09,141.378
2022-09-10,141.378
2022-09-11,141.378
2022-09-12,142.2745
2022-09-13,142.5814
2022-09-14,142.8909
2022-09-15,143.1892
2022-09-16,143.5124
2022-09-17,143.5124
2022-09-18,143.5124
2022-09-19,144.3575
2022-09-20,144.639
2022-09-21,144.8705
2022-09-22,145.17
2022-09-23,145.4516
2022-09-24,145.4516
2022-09-25,145.4516
2022-09-26,146.2678
2022-09-27,146.5695
2022-09-28,146.8627
2022-09-29,147.095
2022-09-30,147.3156
2022-10-01,147.3156
2022-10-02,147.3156
2022-10-03,148.26
2022-10-04,148.5825
2022-10-05,148.8965
2022-10-06,149.1792
2022-10-07,149.1792
2022-10-08,149.1792
2022-10-09,149.1792
2022-10-10,149.1792
2022-10-11,150.6908
2022-10-12,151.0146
2022-10-13,151.2939
2022-10-14,151.6711
2022-10-15,151.6711
2022-10-16,151.6711
2022-10-17,152.506
2022-10-18,152.8308
2022-10-19,153.175
2022-10-20,153.4908
2022-10-21,153.7927
2022-10-22,153.7927
2022-10-23,153.7927
2022-10-24,154.731
2022-10-25,155.075
2022-10-26,155.3966
2022-10-27,155.6938
2022-10-28,156.01
2022-10-29,156.01
2022-10-30,156.01
2022-10-31,156.8965
2022-11-01,157.272
2022-11-02,157.6164
2022-11-03,157.9178
2022-11-04,158.3042
2022-11-05,158.3042
2022-11-06,158.3042
2022-11-07,159.3471
2022-11-08,159.7172
2022-11-09,160.0207
2022-11-10,160.4073
2022-11-11,160.7177
2022-11-12,160.7177
2022-11-13,160.7177
2022-11-14,161.7687
2022-11-15,162.1245
2022-11-16,162.4587
2022-11-17,162.7849
2022-11-18,163.1609
2022-11-19,163.1609
2022-11-20,163.1609
2022-11-21,163.1609
2022-11-22,164.4872
2022-11-23,164.8347
2022-11-24,165.213
2022-11-25,165.5833
2022-11-26,165.5833
2022-11-27,165.5833
2022-11-28,166.6033
2022-11-29,166.9665
2022-11-30,167.2858
2022-12-01,167.7258
2022-12-02,168.0862
2022-12-03,168.0862
2022-12-04,168.0862
2022-12-05,169.1496
2022-12-06,169.4926
2022-12-07,169.8889
2022-12-08,169.8889
2022-12-09,169.8889
2022-12-10,169.8889
2022-12-11,169.8889
2022-12-12,171.3731
2022-12-13,171.7872
2022-12-14,172.0642
2022-12-15,172.4114
2022-12-16,172.6913
2022-12-17,172.6913
2022-12-18,172.6913
2022-12-19,173.59
2022-12-20,173.9205
2022-12-21,174.2637
2022-12-22,174.53
2022-12-23,174.8145
2022-12-24,174.8145
2022-12-25,174.8145
2022-12-26,175.7475
2022-12-27,176.053
2022-12-28,176.385
2022-12-29,176.7781
2022-12-30,177.132
2022-12-31,177.132
2023-01-01,177.132
2023-01-02,178.1445
2023-01-03,178.3759
