,USDHUF BGN Curncy
2020-06-08,304.24
2020-06-09,303.5
2020-06-10,301.9
2020-06-11,305.98
2020-06-12,307.99
2020-06-13,307.99
2020-06-14,307.99
2020-06-15,305.96
2020-06-16,306.46
2020-06-17,306.78
2020-06-18,308.74
2020-06-19,309.41
2020-06-20,309.41
2020-06-21,309.41
2020-06-22,308.34
2020-06-23,308.9
2020-06-24,312.65
2020-06-25,315.6
2020-06-26,316.69
2020-06-27,316.69
2020-06-28,316.69
2020-06-29,317.1
2020-06-30,315.51
2020-07-01,313.57
2020-07-02,312.7
2020-07-03,313.71
2020-07-04,313.71
2020-07-05,313.71
2020-07-06,311.44
2020-07-07,314.37
2020-07-08,313.12
2020-07-09,313.21
2020-07-10,312.42
2020-07-11,312.42
2020-07-12,312.42
2020-07-13,313.6
2020-07-14,311.7
2020-07-15,309.84
2020-07-16,310.6
2020-07-17,309.06
2020-07-18,309.06
2020-07-19,309.06
2020-07-20,307.82
2020-07-21,303.53
2020-07-22,301.08
2020-07-23,298.84
2020-07-24,296.88
2020-07-25,296.88
2020-07-26,296.88
2020-07-27,294.5
2020-07-28,296.26
2020-07-29,292.73
2020-07-30,291.04
2020-07-31,292.08
2020-08-01,292.08
2020-08-02,292.08
2020-08-03,293.0
2020-08-04,293.23
2020-08-05,290.52
2020-08-06,291.28
2020-08-07,293.6
2020-08-08,293.6
2020-08-09,293.6
2020-08-10,293.57
2020-08-11,293.76
2020-08-12,293.05
2020-08-13,292.26
2020-08-14,292.65
2020-08-15,292.65
2020-08-16,292.65
2020-08-17,294.08
2020-08-18,292.33
2020-08-19,294.58
2020-08-20,293.72
2020-08-21,297.5
2020-08-22,297.5
2020-08-23,297.5
2020-08-24,298.52
2020-08-25,298.21
2020-08-26,300.7
2020-08-27,301.29
2020-08-28,297.84
2020-08-29,297.84
2020-08-30,297.84
2020-08-31,297.79
2020-09-01,299.02
2020-09-02,302.09
2020-09-03,302.58
2020-09-04,304.46
2020-09-05,304.46
2020-09-06,304.46
2020-09-07,304.41
2020-09-08,303.44
2020-09-09,302.34
2020-09-10,302.64
2020-09-11,301.62
2020-09-12,301.62
2020-09-13,301.62
2020-09-14,301.24
2020-09-15,302.05
2020-09-16,303.97
2020-09-17,304.15
2020-09-18,304.48
2020-09-19,304.48
2020-09-20,304.48
2020-09-21,307.68
2020-09-22,310.03
2020-09-23,313.4
2020-09-24,311.11
2020-09-25,312.49
2020-09-26,312.49
2020-09-27,312.49
2020-09-28,314.09
2020-09-29,311.07
2020-09-30,310.18
2020-10-01,305.36
2020-10-02,305.96
2020-10-03,305.96
2020-10-04,305.96
2020-10-05,305.97
2020-10-06,307.3
2020-10-07,305.15
2020-10-08,304.0
2020-10-09,301.45
2020-10-10,301.45
2020-10-11,301.45
2020-10-12,302.73
2020-10-13,308.0
2020-10-14,309.41
2020-10-15,311.49
2020-10-16,311.29
2020-10-17,311.29
2020-10-18,311.29
2020-10-19,309.87
2020-10-20,307.1
2020-10-21,306.81
2020-10-22,308.31
2020-10-23,307.93
2020-10-24,307.93
2020-10-25,307.93
2020-10-26,309.29
2020-10-27,309.43
2020-10-28,313.86
2020-10-29,315.19
2020-10-30,314.57
2020-10-31,314.57
2020-11-01,314.57
2020-11-02,314.81
2020-11-03,310.11
2020-11-04,309.26
2020-11-05,303.25
2020-11-06,301.81
2020-11-07,301.81
2020-11-08,301.81
2020-11-09,303.94
2020-11-10,301.1
2020-11-11,301.64
2020-11-12,300.57
2020-11-13,302.26
2020-11-14,302.26
2020-11-15,302.26
2020-11-16,302.92
2020-11-17,304.76
2020-11-18,304.11
2020-11-19,302.81
2020-11-20,303.84
2020-11-21,303.84
2020-11-22,303.84
2020-11-23,304.52
2020-11-24,303.29
2020-11-25,303.01
2020-11-26,302.89
2020-11-27,302.05
2020-11-28,302.05
2020-11-29,302.05
2020-11-30,300.52
2020-12-01,295.46
2020-12-02,296.75
2020-12-03,294.1
2020-12-04,296.28
2020-12-05,296.28
2020-12-06,296.28
2020-12-07,297.33
2020-12-08,296.58
2020-12-09,295.17
2020-12-10,291.48
2020-12-11,292.53
2020-12-12,292.53
2020-12-13,292.53
2020-12-14,291.67
2020-12-15,292.99
2020-12-16,291.17
2020-12-17,289.56
2020-12-18,291.81
2020-12-19,291.81
2020-12-20,291.81
2020-12-21,294.41
2020-12-22,297.73
2020-12-23,297.17
2020-12-24,297.2
2020-12-25,297.47
2020-12-26,297.47
2020-12-27,297.47
2020-12-28,297.83
2020-12-29,297.79
2020-12-30,296.82
2020-12-31,296.94
2021-01-01,297.11
2021-01-02,297.11
2021-01-03,297.11
2021-01-04,294.95
2021-01-05,292.34
2021-01-06,291.21
2021-01-07,293.07
2021-01-08,294.2
2021-01-09,294.2
2021-01-10,294.2
2021-01-11,297.34
2021-01-12,294.15
2021-01-13,296.52
2021-01-14,295.59
2021-01-15,298.39
2021-01-16,298.39
2021-01-17,298.39
2021-01-18,297.89
2021-01-19,295.14
2021-01-20,295.09
2021-01-21,293.34
2021-01-22,293.75
2021-01-23,293.75
2021-01-24,293.75
2021-01-25,294.61
2021-01-26,295.58
2021-01-27,297.8
2021-01-28,296.02
2021-01-29,294.54
2021-01-30,294.54
2021-01-31,294.54
2021-02-01,295.15
2021-02-02,295.15
2021-02-03,295.19
2021-02-04,297.36
2021-02-05,296.49
2021-02-06,296.49
2021-02-07,296.49
2021-02-08,297.54
2021-02-09,295.44
2021-02-10,294.54
2021-02-11,295.23
2021-02-12,295.71
2021-02-13,295.71
2021-02-14,295.71
2021-02-15,294.78
2021-02-16,296.41
2021-02-17,297.83
2021-02-18,296.53
2021-02-19,295.9
2021-02-20,295.9
2021-02-21,295.9
2021-02-22,295.38
2021-02-23,295.16
2021-02-24,295.53
2021-02-25,297.2
2021-02-26,299.93
2021-02-27,299.93
2021-02-28,299.93
2021-03-01,302.02
2021-03-02,301.37
2021-03-03,302.09
2021-03-04,304.82
2021-03-05,308.24
2021-03-06,308.24
2021-03-07,308.24
2021-03-08,310.37
2021-03-09,308.04
2021-03-10,307.63
2021-03-11,304.53
2021-03-12,307.09
2021-03-13,307.09
2021-03-14,307.09
2021-03-15,307.93
2021-03-16,308.78
2021-03-17,306.08
2021-03-18,309.48
2021-03-19,308.74
2021-03-20,308.74
2021-03-21,308.74
2021-03-22,306.92
2021-03-23,309.11
2021-03-24,308.75
2021-03-25,309.57
2021-03-26,307.47
2021-03-27,307.47
2021-03-28,307.47
2021-03-29,308.37
2021-03-30,310.16
2021-03-31,308.63
2021-04-01,306.66
2021-04-02,306.54
2021-04-03,306.54
2021-04-04,306.54
2021-04-05,305.04
2021-04-06,303.96
2021-04-07,302.48
2021-04-08,300.85
2021-04-09,300.84
2021-04-10,300.84
2021-04-11,300.84
2021-04-12,299.93
2021-04-13,300.64
2021-04-14,299.11
2021-04-15,300.26
2021-04-16,301.6
2021-04-17,301.6
2021-04-18,301.6
2021-04-19,300.02
2021-04-20,300.19
2021-04-21,301.11
2021-04-22,302.85
2021-04-23,300.33
2021-04-24,300.33
2021-04-25,300.33
2021-04-26,300.84
2021-04-27,299.9
2021-04-28,298.38
2021-04-29,297.28
2021-04-30,299.62
2021-05-01,299.62
2021-05-02,299.62
2021-05-03,298.03
2021-05-04,299.86
2021-05-05,299.01
2021-05-06,297.08
2021-05-07,294.85
2021-05-08,294.85
2021-05-09,294.85
2021-05-10,295.08
2021-05-11,295.24
2021-05-12,296.15
2021-05-13,295.34
2021-05-14,292.47
2021-05-15,292.47
2021-05-16,292.47
2021-05-17,289.25
2021-05-18,286.9
2021-05-19,288.2
2021-05-20,285.86
2021-05-21,286.16
2021-05-22,286.16
2021-05-23,286.16
2021-05-24,284.13
2021-05-25,284.95
2021-05-26,286.79
2021-05-27,285.42
2021-05-28,285.63
2021-05-29,285.63
2021-05-30,285.63
2021-05-31,284.03
2021-06-01,283.37
2021-06-02,283.54
2021-06-03,286.39
2021-06-04,284.2
2021-06-05,284.2
2021-06-06,284.2
2021-06-07,284.38
2021-06-08,286.44
2021-06-09,284.42
2021-06-10,284.07
2021-06-11,287.69
2021-06-12,287.69
2021-06-13,287.69
2021-06-14,288.86
2021-06-15,289.88
2021-06-16,293.68
2021-06-17,298.73
2021-06-18,299.88
2021-06-19,299.88
2021-06-20,299.88
2021-06-21,296.2
2021-06-22,293.38
2021-06-23,293.97
2021-06-24,294.59
2021-06-25,294.29
2021-06-26,294.29
2021-06-27,294.29
2021-06-28,293.89
2021-06-29,295.94
2021-06-30,296.32
2021-07-01,296.27
2021-07-02,296.46
2021-07-03,296.46
2021-07-04,296.46
2021-07-05,296.48
2021-07-06,299.6
2021-07-07,302.73
2021-07-08,301.99
2021-07-09,299.36
2021-07-10,299.36
2021-07-11,299.36
2021-07-12,299.6
2021-07-13,303.32
2021-07-14,302.75
2021-07-15,303.56
2021-07-16,304.49
2021-07-17,304.49
2021-07-18,304.49
2021-07-19,304.95
2021-07-20,304.91
2021-07-21,305.06
2021-07-22,303.91
2021-07-23,306.13
2021-07-24,306.13
2021-07-25,306.13
2021-07-26,306.28
2021-07-27,303.95
2021-07-28,304.25
2021-07-29,300.83
2021-07-30,301.9
2021-07-31,301.9
2021-08-01,301.9
2021-08-02,300.22
2021-08-03,299.82
2021-08-04,299.54
2021-08-05,298.86
2021-08-06,300.89
2021-08-07,300.89
2021-08-08,300.89
2021-08-09,300.72
2021-08-10,301.77
2021-08-11,301.29
2021-08-12,300.89
2021-08-13,298.74
2021-08-14,298.74
2021-08-15,298.74
2021-08-16,298.52
2021-08-17,300.42
2021-08-18,299.32
2021-08-19,300.61
2021-08-20,299.4
2021-08-21,299.4
2021-08-22,299.4
2021-08-23,297.81
2021-08-24,296.24
2021-08-25,295.97
2021-08-26,296.89
2021-08-27,296.03
2021-08-28,296.03
2021-08-29,296.03
2021-08-30,295.27
2021-08-31,295.53
2021-09-01,293.88
2021-09-02,293.46
2021-09-03,292.42
2021-09-04,292.42
2021-09-05,292.42
2021-09-06,292.78
2021-09-07,294.3
2021-09-08,296.28
2021-09-09,296.5
2021-09-10,296.33
2021-09-11,296.33
2021-09-12,296.33
2021-09-13,296.17
2021-09-14,296.34
2021-09-15,295.36
2021-09-16,298.11
2021-09-17,301.05
2021-09-18,301.05
2021-09-19,301.05
2021-09-20,301.88
2021-09-21,300.7
2021-09-22,303.94
2021-09-23,303.39
2021-09-24,304.46
2021-09-25,304.46
2021-09-26,304.46
2021-09-27,306.1
2021-09-28,307.9
2021-09-29,310.65
2021-09-30,310.43
2021-10-01,308.11
2021-10-02,308.11
2021-10-03,308.11
2021-10-04,306.54
2021-10-05,308.45
2021-10-06,310.49
2021-10-07,310.58
2021-10-08,311.73
2021-10-09,311.73
2021-10-10,311.73
2021-10-11,310.84
2021-10-12,312.61
2021-10-13,310.57
2021-10-14,309.41
2021-10-15,310.47
2021-10-16,310.47
2021-10-17,310.47
2021-10-18,311.5
2021-10-19,311.52
2021-10-20,310.77
2021-10-21,313.34
2021-10-22,313.11
2021-10-23,313.11
2021-10-24,313.11
2021-10-25,315.0
2021-10-26,314.82
2021-10-27,313.14
2021-10-28,309.43
2021-10-29,311.57
2021-10-30,311.57
2021-10-31,311.57
2021-11-01,310.85
2021-11-02,310.3
2021-11-03,308.91
2021-11-04,311.8
2021-11-05,310.26
2021-11-06,310.26
2021-11-07,310.26
2021-11-08,311.67
2021-11-09,311.07
2021-11-10,316.66
2021-11-11,318.98
2021-11-12,320.4
2021-11-13,320.4
2021-11-14,320.4
2021-11-15,321.86
2021-11-16,322.51
2021-11-17,321.92
2021-11-18,319.82
2021-11-19,325.28
2021-11-20,325.28
2021-11-21,325.28
2021-11-22,329.54
2021-11-23,328.93
2021-11-24,329.07
2021-11-25,326.2
2021-11-26,325.81
2021-11-27,325.81
2021-11-28,325.81
2021-11-29,325.26
2021-11-30,321.73
2021-12-01,320.51
2021-12-02,322.39
2021-12-03,321.97
2021-12-04,321.97
2021-12-05,321.97
2021-12-06,324.14
2021-12-07,325.72
2021-12-08,321.73
2021-12-09,323.49
2021-12-10,323.52
2021-12-11,323.52
2021-12-12,323.52
2021-12-13,325.84
2021-12-14,326.56
2021-12-15,326.8
2021-12-16,325.01
2021-12-17,326.76
2021-12-18,326.76
2021-12-19,326.76
2021-12-20,326.13
2021-12-21,325.76
2021-12-22,325.12
2021-12-23,326.69
2021-12-24,326.32
2021-12-25,326.32
2021-12-26,326.32
2021-12-27,326.47
2021-12-28,326.89
2021-12-29,326.07
2021-12-30,325.69
2021-12-31,324.46
2022-01-01,324.46
2022-01-02,324.46
2022-01-03,324.57
2022-01-04,321.35
2022-01-05,320.26
2022-01-06,318.91
2022-01-07,315.64
2022-01-08,315.64
2022-01-09,315.64
2022-01-10,316.63
2022-01-11,313.95
2022-01-12,308.67
2022-01-13,309.76
2022-01-14,312.57
2022-01-15,312.57
2022-01-16,312.57
2022-01-17,312.02
2022-01-18,315.93
2022-01-19,313.81
2022-01-20,315.31
2022-01-21,316.17
2022-01-22,316.17
2022-01-23,316.17
2022-01-24,318.74
2022-01-25,317.52
2022-01-26,320.47
2022-01-27,320.18
2022-01-28,321.4
2022-01-29,321.4
2022-01-30,321.4
2022-01-31,316.19
2022-02-01,315.24
2022-02-02,313.13
2022-02-03,309.68
2022-02-04,309.42
2022-02-05,309.42
2022-02-06,309.42
2022-02-07,309.02
2022-02-08,309.77
2022-02-09,308.96
2022-02-10,309.9
2022-02-11,313.98
2022-02-12,313.98
2022-02-13,313.98
2022-02-14,316.07
2022-02-15,311.51
2022-02-16,312.07
2022-02-17,313.59
2022-02-18,315.1
2022-02-19,315.1
2022-02-20,315.1
2022-02-21,315.4
2022-02-22,313.9
2022-02-23,319.8
2022-02-24,328.41
2022-02-25,324.11
2022-02-26,324.11
2022-02-27,324.11
2022-02-28,330.93
2022-03-01,338.19
2022-03-02,340.39
2022-03-03,343.38
2022-03-04,354.62
2022-03-05,354.62
2022-03-06,354.62
2022-03-07,363.31
2022-03-08,355.79
2022-03-09,341.04
2022-03-10,346.75
2022-03-11,350.38
2022-03-12,350.38
2022-03-13,350.38
2022-03-14,341.96
2022-03-15,338.97
2022-03-16,335.19
2022-03-17,334.44
2022-03-18,339.44
2022-03-19,339.44
2022-03-20,339.44
2022-03-21,338.79
2022-03-22,335.61
2022-03-23,339.64
2022-03-24,341.34
2022-03-25,339.79
2022-03-26,339.79
2022-03-27,339.79
2022-03-28,341.53
2022-03-29,331.41
2022-03-30,329.51
2022-03-31,332.17
2022-04-01,332.43
2022-04-02,332.43
2022-04-03,332.43
2022-04-04,336.21
2022-04-05,345.33
2022-04-06,348.3
2022-04-07,347.74
2022-04-08,347.19
2022-04-09,347.19
2022-04-10,347.19
2022-04-11,347.79
2022-04-12,348.89
2022-04-13,346.56
2022-04-14,347.54
2022-04-15,347.41
2022-04-16,347.41
2022-04-17,347.41
2022-04-18,346.51
2022-04-19,344.63
2022-04-20,341.61
2022-04-21,341.64
2022-04-22,344.42
2022-04-23,344.42
2022-04-24,344.42
2022-04-25,347.47
2022-04-26,354.88
2022-04-27,357.98
2022-04-28,359.95
2022-04-29,359.01
2022-04-30,359.01
2022-05-01,359.01
2022-05-02,363.67
2022-05-03,362.12
2022-05-04,354.21
2022-05-05,361.26
2022-05-06,361.81
2022-05-07,361.81
2022-05-08,361.81
2022-05-09,360.35
2022-05-10,360.69
2022-05-11,361.28
2022-05-12,369.05
2022-05-13,370.55
2022-05-14,370.55
2022-05-15,370.55
2022-05-16,373.97
2022-05-17,366.02
2022-05-18,366.49
2022-05-19,363.31
2022-05-20,363.84
2022-05-21,363.84
2022-05-22,363.84
2022-05-23,357.37
2022-05-24,356.56
2022-05-25,367.53
2022-05-26,366.66
2022-05-27,367.07
2022-05-28,367.07
2022-05-29,367.07
2022-05-30,365.19
2022-05-31,370.07
2022-06-01,372.49
2022-06-02,366.67
2022-06-03,365.59
2022-06-04,365.59
2022-06-05,365.59
2022-06-06,362.25
2022-06-07,363.54
2022-06-08,369.09
2022-06-09,372.44
2022-06-10,378.8
2022-06-11,378.8
2022-06-12,378.8
2022-06-13,384.82
2022-06-14,384.52
2022-06-15,380.77
2022-06-16,377.78
2022-06-17,380.76
2022-06-18,380.76
2022-06-19,380.76
2022-06-20,378.01
2022-06-21,374.77
2022-06-22,374.82
2022-06-23,379.65
2022-06-24,380.5
2022-06-25,380.5
2022-06-26,380.5
2022-06-27,380.09
2022-06-28,377.65
2022-06-29,377.49
2022-06-30,378.11
2022-07-01,384.38
2022-07-02,384.38
2022-07-03,384.38
2022-07-04,385.87
2022-07-05,397.0
2022-07-06,401.87
2022-07-07,396.27
2022-07-08,398.19
2022-07-09,398.19
2022-07-10,398.19
2022-07-11,405.46
2022-07-12,406.18
2022-07-13,408.16
2022-07-14,405.25
2022-07-15,397.73
2022-07-16,397.73
2022-07-17,397.73
2022-07-18,395.87
2022-07-19,389.34
2022-07-20,391.6
2022-07-21,388.84
2022-07-22,388.74
2022-07-23,388.74
2022-07-24,388.74
2022-07-25,391.03
2022-07-26,396.52
2022-07-27,395.48
2022-07-28,396.5
2022-07-29,396.26
2022-07-30,396.26
2022-07-31,396.26
2022-08-01,391.14
2022-08-02,392.1
2022-08-03,388.04
2022-08-04,385.56
2022-08-05,386.61
2022-08-06,386.61
2022-08-07,386.61
2022-08-08,386.57
2022-08-09,388.54
2022-08-10,383.56
2022-08-11,382.94
2022-08-12,382.77
2022-08-13,382.77
2022-08-14,382.77
2022-08-15,392.81
2022-08-16,396.73
2022-08-17,396.48
2022-08-18,402.46
2022-08-19,402.51
2022-08-20,402.51
2022-08-21,402.51
2022-08-22,411.47
2022-08-23,415.18
2022-08-24,410.55
2022-08-25,412.46
2022-08-26,412.94
2022-08-27,412.94
2022-08-28,412.94
2022-08-29,408.57
2022-08-30,401.78
2022-08-31,398.45
2022-09-01,404.08
2022-09-02,403.96
2022-09-03,403.96
2022-09-04,403.96
2022-09-05,407.31
2022-09-06,407.59
2022-09-07,395.52
2022-09-08,396.83
2022-09-09,395.56
2022-09-10,395.56
2022-09-11,395.56
2022-09-12,392.98
2022-09-13,400.54
2022-09-14,406.28
2022-09-15,409.04
2022-09-16,404.35
2022-09-17,404.35
2022-09-18,404.35
2022-09-19,397.93
2022-09-20,402.22
2022-09-21,413.87
2022-09-22,412.05
2022-09-23,418.74
2022-09-24,418.74
2022-09-25,418.74
2022-09-26,424.55
2022-09-27,424.68
2022-09-28,423.8
2022-09-29,429.17
2022-09-30,431.61
2022-10-01,431.61
2022-10-02,431.61
2022-10-03,425.91
2022-10-04,419.85
2022-10-05,426.99
2022-10-06,432.69
2022-10-07,435.54
2022-10-08,435.54
2022-10-09,435.54
2022-10-10,439.71
2022-10-11,442.48
2022-10-12,444.97
2022-10-13,438.66
2022-10-14,429.48
2022-10-15,429.48
2022-10-16,429.48
2022-10-17,418.53
2022-10-18,419.55
2022-10-19,423.2
2022-10-20,417.66
2022-10-21,416.81
2022-10-22,416.81
2022-10-23,416.81
2022-10-24,419.27
2022-10-25,415.72
2022-10-26,405.33
2022-10-27,410.37
2022-10-28,413.63
2022-10-29,413.63
2022-10-30,413.63
2022-10-31,414.08
2022-11-01,411.31
2022-11-02,414.85
2022-11-03,416.3
2022-11-04,404.06
2022-11-05,404.06
2022-11-06,404.06
2022-11-07,399.89
2022-11-08,399.58
2022-11-09,401.74
2022-11-10,392.36
2022-11-11,391.49
2022-11-12,391.49
2022-11-13,391.49
2022-11-14,395.81
2022-11-15,396.41
2022-11-16,394.16
2022-11-17,396.89
2022-11-18,393.7
2022-11-19,393.7
2022-11-20,393.7
2022-11-21,399.19
2022-11-22,394.02
2022-11-23,394.35
2022-11-24,396.33
2022-11-25,392.95
2022-11-26,392.95
2022-11-27,392.95
2022-11-28,393.1
2022-11-29,392.93
2022-11-30,392.92
2022-12-01,391.77
2022-12-02,389.52
2022-12-03,389.52
2022-12-04,389.52
2022-12-05,394.2
2022-12-06,392.33
2022-12-07,391.15
2022-12-08,395.75
2022-12-09,397.18
2022-12-10,397.18
2022-12-11,397.18
2022-12-12,393.94
2022-12-13,386.0
2022-12-14,379.23
2022-12-15,382.45
2022-12-16,383.18
2022-12-17,383.18
2022-12-18,383.18
2022-12-19,380.21
2022-12-20,378.29
2022-12-21,378.68
2022-12-22,378.14
2022-12-23,377.05
2022-12-24,377.05
2022-12-25,377.05
2022-12-26,376.25
2022-12-27,376.64
2022-12-28,378.48
2022-12-29,375.06
2022-12-30,373.34
2022-12-31,373.34
2023-01-01,373.34
2023-01-02,376.45
2023-01-03,379.43
2023-01-04,373.11
2023-01-05,376.53
2023-01-06,370.72
2023-01-07,370.72
2023-01-08,370.72
2023-01-09,369.48
2023-01-10,371.29
2023-01-11,370.35
2023-01-12,366.0
2023-01-13,366.13
2023-01-14,366.13
2023-01-15,366.13
2023-01-16,368.48
2023-01-17,368.06
2023-01-18,365.38
2023-01-19,363.98
2023-01-20,361.56
2023-01-21,361.56
2023-01-22,361.56
2023-01-23,363.7
2023-01-24,357.59
2023-01-25,353.92
2023-01-26,356.14
2023-01-27,359.15
2023-01-28,359.15
2023-01-29,359.15
2023-01-30,359.51
2023-01-31,360.09
2023-02-01,354.38
2023-02-02,353.78
2023-02-03,359.73
2023-02-04,359.73
2023-02-05,359.73
2023-02-06,367.82
2023-02-07,365.01
2023-02-08,360.78
2023-02-09,360.99
2023-02-10,362.53
2023-02-11,362.53
2023-02-12,362.53
2023-02-13,357.14
2023-02-14,352.26
2023-02-15,355.59
2023-02-16,359.27
2023-02-17,358.83
2023-02-18,358.83
2023-02-19,358.83
2023-02-20,358.18
2023-02-21,359.97
2023-02-22,359.79
2023-02-23,359.3
2023-02-24,360.4
2023-02-25,360.4
2023-02-26,360.4
2023-02-27,356.26
2023-02-28,357.74
2023-03-01,349.98
2023-03-02,355.11
2023-03-03,356.56
2023-03-04,356.56
2023-03-05,356.56
2023-03-06,353.23
2023-03-07,359.31
2023-03-08,358.91
2023-03-09,362.34
2023-03-10,359.96
2023-03-11,359.96
2023-03-12,359.96
2023-03-13,366.15
2023-03-14,362.85
2023-03-15,375.24
2023-03-16,371.77
2023-03-17,372.87
2023-03-18,372.87
2023-03-19,372.87
2023-03-20,368.39
2023-03-21,361.23
2023-03-22,356.84
2023-03-23,353.92
2023-03-24,357.57
2023-03-25,357.57
2023-03-26,357.57
2023-03-27,357.68
2023-03-28,351.45
2023-03-29,350.87
2023-03-30,348.35
2023-03-31,350.56
2023-04-01,350.56
2023-04-02,350.56
2023-04-03,346.51
2023-04-04,344.71
2023-04-05,345.06
2023-04-06,343.78
2023-04-07,343.85
2023-04-08,343.85
2023-04-09,343.85
2023-04-10,345.6
2023-04-11,344.62
2023-04-12,340.59
2023-04-13,338.29
2023-04-14,339.82
2023-04-15,339.82
2023-04-16,339.82
2023-04-17,340.36
2023-04-18,338.39
2023-04-19,345.88
2023-04-20,342.86
2023-04-21,342.2
2023-04-22,342.2
2023-04-23,342.2
2023-04-24,340.45
2023-04-25,344.19
2023-04-26,338.67
2023-04-27,338.32
2023-04-28,338.62
2023-04-29,338.62
2023-04-30,338.62
2023-05-01,339.36
2023-05-02,340.74
2023-05-03,339.5
2023-05-04,338.78
2023-05-05,337.47
2023-05-06,337.47
2023-05-07,337.47
2023-05-08,338.18
2023-05-09,338.65
2023-05-10,336.53
2023-05-11,340.07
2023-05-12,341.41
2023-05-13,341.41
2023-05-14,341.41
2023-05-15,339.44
2023-05-16,339.55
2023-05-17,341.12
2023-05-18,348.51
2023-05-19,347.62
2023-05-20,347.62
2023-05-21,347.62
2023-05-22,345.91
2023-05-23,348.75
2023-05-24,346.42
2023-05-25,347.4
2023-05-26,346.07
2023-05-27,346.07
2023-05-28,346.07
2023-05-29,346.89
2023-05-30,344.89
2023-05-31,346.61
2023-06-01,344.32
2023-06-02,345.52
2023-06-03,345.52
2023-06-04,345.52
2023-06-05,344.73
2023-06-06,344.65
2023-06-07,344.68
2023-06-08,342.43
2023-06-09,342.62
2023-06-10,342.62
2023-06-11,342.62
2023-06-12,342.95
2023-06-13,342.8
2023-06-14,342.92
2023-06-15,341.11
2023-06-16,341.75
2023-06-17,341.75
2023-06-18,341.75
2023-06-19,341.96
2023-06-20,340.72
2023-06-21,336.68
2023-06-22,337.09
2023-06-23,339.9
2023-06-24,339.9
2023-06-25,339.9
2023-06-26,338.51
2023-06-27,337.89
2023-06-28,340.16
2023-06-29,341.76
2023-06-30,341.63
2023-07-01,341.63
2023-07-02,341.63
2023-07-03,342.86
2023-07-04,344.65
2023-07-05,351.53
2023-07-06,354.48
2023-07-07,350.82
2023-07-08,350.82
2023-07-09,350.82
2023-07-10,345.68
2023-07-11,343.79
2023-07-12,337.11
2023-07-13,332.98
2023-07-14,333.23
2023-07-15,333.23
2023-07-16,333.23
2023-07-17,332.65
2023-07-18,332.72
2023-07-19,337.4
2023-07-20,342.81
2023-07-21,340.98
2023-07-22,340.98
2023-07-23,340.98
2023-07-24,341.52
2023-07-25,343.53
2023-07-26,344.27
2023-07-27,348.2
2023-07-28,348.87
2023-07-29,348.87
2023-07-30,348.87
2023-07-31,351.94
2023-08-01,353.67
2023-08-02,355.31
2023-08-03,359.46
2023-08-04,354.03
2023-08-05,354.03
2023-08-06,354.03
2023-08-07,352.75
2023-08-08,355.55
2023-08-09,354.21
2023-08-10,351.01
2023-08-11,349.84
2023-08-12,349.84
2023-08-13,349.84
2023-08-14,352.26
2023-08-15,355.76
2023-08-16,355.64
2023-08-17,353.95
2023-08-18,351.67
2023-08-19,351.67
2023-08-20,351.67
2023-08-21,351.34
2023-08-22,352.87
2023-08-23,352.11
2023-08-24,355.16
2023-08-25,353.84
2023-08-26,353.84
2023-08-27,353.84
2023-08-28,354.67
2023-08-29,350.31
2023-08-30,347.54
2023-08-31,351.48
2023-09-01,356.4
2023-09-02,356.4
2023-09-03,356.4
2023-09-04,354.24
2023-09-05,361.54
2023-09-06,362.9
2023-09-07,361.71
2023-09-08,360.22
2023-09-09,360.22
2023-09-10,360.22
2023-09-11,356.91
2023-09-12,358.08
2023-09-13,357.66
2023-09-14,360.99
2023-09-15,359.6
2023-09-16,359.6
2023-09-17,359.6
2023-09-18,358.75
2023-09-19,359.36
2023-09-20,360.35
2023-09-21,363.87
2023-09-22,365.7
2023-09-23,365.7
2023-09-24,365.7
2023-09-25,368.46
2023-09-26,369.65
2023-09-27,373.77
2023-09-28,371.05
2023-09-29,368.42
2023-09-30,368.42
2023-10-01,368.42
2023-10-02,371.14
2023-10-03,372.33
2023-10-04,368.63
2023-10-05,367.55
2023-10-06,365.48
2023-10-07,365.48
2023-10-08,365.48
2023-10-09,367.87
2023-10-10,365.52
2023-10-11,363.73
2023-10-12,367.77
2023-10-13,369.57
2023-10-14,369.57
2023-10-15,369.57
2023-10-16,365.82
2023-10-17,363.39
2023-10-18,364.51
2023-10-19,361.74
2023-10-20,360.69
2023-10-21,360.69
2023-10-22,360.69
2023-10-23,357.77
2023-10-24,361.9
2023-10-25,364.01
2023-10-26,362.43
2023-10-27,363.16
2023-10-28,363.16
2023-10-29,363.16
2023-10-30,360.71
2023-10-31,361.76
2023-11-01,362.62
2023-11-02,359.65
2023-11-03,353.74
2023-11-04,353.74
2023-11-05,353.74
2023-11-06,354.02
2023-11-07,353.45
2023-11-08,353.66
2023-11-09,355.89
2023-11-10,353.03
2023-11-11,353.03
2023-11-12,353.03
2023-11-13,352.67
2023-11-14,345.66
2023-11-15,347.2
2023-11-16,347.25
2023-11-17,347.54
2023-11-18,347.54
2023-11-19,347.54
2023-11-20,347.23
2023-11-21,349.14
2023-11-22,350.04
2023-11-23,348.09
2023-11-24,347.8
2023-11-25,347.8
2023-11-26,347.8
2023-11-27,346.48
2023-11-28,343.12
2023-11-29,344.72
2023-11-30,349.17
