,USDSEK BGN Curncy
2019-08-25,9.5912
2019-08-26,9.674
2019-08-27,9.6709
2019-08-28,9.7247
2019-08-29,9.7764
2019-08-30,9.8404
2019-08-31,9.8404
2019-09-01,9.8404
2019-09-02,9.8292
2019-09-03,9.8211
2019-09-04,9.7424
2019-09-05,9.6887
2019-09-06,9.6462
2019-09-07,9.6462
2019-09-08,9.6462
2019-09-09,9.6581
2019-09-10,9.6839
2019-09-11,9.6736
2019-09-12,9.6232
2019-09-13,9.6097
2019-09-14,9.6097
2019-09-15,9.6097
2019-09-16,9.665
2019-09-17,9.6708
2019-09-18,9.7272
2019-09-19,9.6974
2019-09-20,9.7158
2019-09-21,9.7158
2019-09-22,9.7158
2019-09-23,9.7125
2019-09-24,9.6668
2019-09-25,9.7552
2019-09-26,9.7655
2019-09-27,9.7943
2019-09-28,9.7943
2019-09-29,9.7943
2019-09-30,9.8403
2019-10-01,9.8784
2019-10-02,9.8722
2019-10-03,9.8645
2019-10-04,9.84
2019-10-05,9.84
2019-10-06,9.84
2019-10-07,9.9163
2019-10-08,9.9467
2019-10-09,9.9582
2019-10-10,9.8421
2019-10-11,9.8031
2019-10-12,9.8031
2019-10-13,9.8031
2019-10-14,9.8204
2019-10-15,9.8106
2019-10-16,9.7772
2019-10-17,9.7133
2019-10-18,9.6509
2019-10-19,9.6509
2019-10-20,9.6509
2019-10-21,9.6416
2019-10-22,9.6501
2019-10-23,9.6402
2019-10-24,9.6569
2019-10-25,9.6841
2019-10-26,9.6841
2019-10-27,9.6841
2019-10-28,9.7042
2019-10-29,9.7008
2019-10-30,9.6581
2019-10-31,9.652
2019-11-01,9.5609
2019-11-02,9.5609
2019-11-03,9.5609
2019-11-04,9.6225
2019-11-05,9.6525
2019-11-06,9.6252
2019-11-07,9.6272
2019-11-08,9.7003
2019-11-09,9.7003
2019-11-10,9.7003
2019-11-11,9.6967
2019-11-12,9.7206
2019-11-13,9.7309
2019-11-14,9.682
2019-11-15,9.6461
2019-11-16,9.6461
2019-11-17,9.6461
2019-11-18,9.6349
2019-11-19,9.6314
2019-11-20,9.6325
2019-11-21,9.6261
2019-11-22,9.6341
2019-11-23,9.6341
2019-11-24,9.6341
2019-11-25,9.6377
2019-11-26,9.5898
2019-11-27,9.5803
2019-11-28,9.5587
2019-11-29,9.575
2019-11-30,9.575
2019-12-01,9.575
2019-12-02,9.5417
2019-12-03,9.5308
2019-12-04,9.5128
2019-12-05,9.4892
2019-12-06,9.4988
2019-12-07,9.4988
2019-12-08,9.4988
2019-12-09,9.5344
2019-12-10,9.4988
2019-12-11,9.4005
2019-12-12,9.3948
2019-12-13,9.3981
2019-12-14,9.3981
2019-12-15,9.3981
2019-12-16,9.3619
2019-12-17,9.3807
2019-12-18,9.4229
2019-12-19,9.4113
2019-12-20,9.4034
2019-12-21,9.4034
2019-12-22,9.4034
2019-12-23,9.4313
2019-12-24,9.423
2019-12-25,9.4277
2019-12-26,9.4125
2019-12-27,9.3366
2019-12-28,9.3366
2019-12-29,9.3366
2019-12-30,9.3488
2019-12-31,9.365
2020-01-01,9.3648
2020-01-02,9.3633
2020-01-03,9.3994
2020-01-04,9.3994
2020-01-05,9.3994
2020-01-06,9.4015
2020-01-07,9.4548
2020-01-08,9.4608
2020-01-09,9.4916
2020-01-10,9.5009
2020-01-11,9.5009
2020-01-12,9.5009
2020-01-13,9.466
2020-01-14,9.4634
2020-01-15,9.4645
2020-01-16,9.4888
2020-01-17,9.5178
2020-01-18,9.5178
2020-01-19,9.5178
2020-01-20,9.5184
2020-01-21,9.5256
2020-01-22,9.5058
2020-01-23,9.5324
2020-01-24,9.5684
2020-01-25,9.5684
2020-01-26,9.5684
2020-01-27,9.6239
2020-01-28,9.6088
2020-01-29,9.6199
2020-01-30,9.6358
2020-01-31,9.6248
2020-02-01,9.6248
2020-02-02,9.6248
2020-02-03,9.6492
2020-02-04,9.589
2020-02-05,9.5881
2020-02-06,9.623
2020-02-07,9.659
2020-02-08,9.659
2020-02-09,9.659
2020-02-10,9.6618
2020-02-11,9.6379
2020-02-12,9.634
2020-02-13,9.6737
2020-02-14,9.7231
2020-02-15,9.7231
2020-02-16,9.7231
2020-02-17,9.69
2020-02-18,9.7861
2020-02-19,9.7864
2020-02-20,9.8155
2020-02-21,9.7178
2020-02-22,9.7178
2020-02-23,9.7178
2020-02-24,9.7334
2020-02-25,9.7152
2020-02-26,9.735
2020-02-27,9.6586
2020-02-28,9.605
2020-02-29,9.605
2020-03-01,9.605
2020-03-02,9.5383
2020-03-03,9.4738
2020-03-04,9.4782
2020-03-05,9.4335
2020-03-06,9.3993
2020-03-07,9.3993
2020-03-08,9.3993
2020-03-09,9.4345
2020-03-10,9.5206
2020-03-11,9.5219
2020-03-12,9.7546
2020-03-13,9.7097
2020-03-14,9.7097
2020-03-15,9.7097
2020-03-16,9.7717
2020-03-17,9.8833
2020-03-18,10.2647
2020-03-19,10.4167
2020-03-20,10.3899
2020-03-21,10.3899
2020-03-22,10.3899
2020-03-23,10.3491
2020-03-24,10.1377
2020-03-25,10.1127
2020-03-26,9.9755
2020-03-27,9.8893
2020-03-28,9.8893
2020-03-29,9.8893
2020-03-30,10.0339
2020-03-31,9.9052
2020-04-01,10.0119
2020-04-02,10.0999
2020-04-03,10.1947
2020-04-04,10.1947
2020-04-05,10.1947
2020-04-06,10.1258
2020-04-07,10.0478
2020-04-08,10.0758
2020-04-09,9.9497
2020-04-10,9.9407
2020-04-11,9.9407
2020-04-12,9.9407
2020-04-13,10.0117
2020-04-14,9.9509
2020-04-15,10.0324
2020-04-16,10.031
2020-04-17,9.9844
2020-04-18,9.9844
2020-04-19,9.9844
2020-04-20,10.0234
2020-04-21,10.0979
2020-04-22,10.0948
2020-04-23,10.0666
2020-04-24,10.0438
2020-04-25,10.0438
2020-04-26,10.0438
2020-04-27,10.0154
2020-04-28,9.8995
2020-04-29,9.8465
2020-04-30,9.7579
2020-05-01,9.8482
2020-05-02,9.8482
2020-05-03,9.8482
2020-05-04,9.8529
2020-05-05,9.8418
2020-05-06,9.847
2020-05-07,9.8106
2020-05-08,9.7697
2020-05-09,9.7697
2020-05-10,9.7697
2020-05-11,9.8776
2020-05-12,9.7799
2020-05-13,9.8131
2020-05-14,9.8034
2020-05-15,9.8652
2020-05-16,9.8652
2020-05-17,9.8652
2020-05-18,9.7058
2020-05-19,9.6844
2020-05-20,9.5891
2020-05-21,9.6177
2020-05-22,9.6721
2020-05-23,9.6721
2020-05-24,9.6721
2020-05-25,9.6722
2020-05-26,9.6186
2020-05-27,9.6183
2020-05-28,9.5167
2020-05-29,9.432
2020-05-30,9.432
2020-05-31,9.432
2020-06-01,9.3648
2020-06-02,9.3305
2020-06-03,9.2841
2020-06-04,9.1938
2020-06-05,9.2094
2020-06-06,9.2094
2020-06-07,9.2094
2020-06-08,9.2008
2020-06-09,9.1916
2020-06-10,9.1805
2020-06-11,9.3224
2020-06-12,9.3327
2020-06-13,9.3327
2020-06-14,9.3327
2020-06-15,9.2817
2020-06-16,9.3711
2020-06-17,9.3422
2020-06-18,9.4287
2020-06-19,9.4738
2020-06-20,9.4738
2020-06-21,9.4738
2020-06-22,9.3731
2020-06-23,9.2858
2020-06-24,9.3646
2020-06-25,9.3137
2020-06-26,9.3366
2020-06-27,9.3366
2020-06-28,9.3366
2020-06-29,9.3297
2020-06-30,9.3211
2020-07-01,9.3079
2020-07-02,9.3161
2020-07-03,9.315
2020-07-04,9.315
2020-07-05,9.315
2020-07-06,9.2508
2020-07-07,9.2641
2020-07-08,9.2011
2020-07-09,9.2369
2020-07-10,9.1991
2020-07-11,9.1991
2020-07-12,9.1991
2020-07-13,9.1987
2020-07-14,9.1041
2020-07-15,9.0693
2020-07-16,9.0827
2020-07-17,9.0343
2020-07-18,9.0343
2020-07-19,9.0343
2020-07-20,8.9727
2020-07-21,8.8773
2020-07-22,8.8643
2020-07-23,8.8628
2020-07-24,8.8387
2020-07-25,8.8387
2020-07-26,8.8387
2020-07-27,8.7336
2020-07-28,8.7735
2020-07-29,8.7219
2020-07-30,8.7095
2020-07-31,8.7795
2020-08-01,8.7795
2020-08-02,8.7795
2020-08-03,8.7486
2020-08-04,8.7193
2020-08-05,8.6794
2020-08-06,8.6882
2020-08-07,8.7517
2020-08-08,8.7517
2020-08-09,8.7517
2020-08-10,8.7592
2020-08-11,8.7587
2020-08-12,8.6927
2020-08-13,8.6886
2020-08-14,8.6908
2020-08-15,8.6908
2020-08-16,8.6908
2020-08-17,8.6901
2020-08-18,8.6476
2020-08-19,8.7051
2020-08-20,8.7091
2020-08-21,8.7955
2020-08-22,8.7955
2020-08-23,8.7955
2020-08-24,8.7927
2020-08-25,8.7549
2020-08-26,8.7188
2020-08-27,8.7248
2020-08-28,8.6247
2020-08-29,8.6247
2020-08-30,8.6247
2020-08-31,8.6454
2020-09-01,8.6848
2020-09-02,8.7175
2020-09-03,8.7366
2020-09-04,8.7414
2020-09-05,8.7414
2020-09-06,8.7414
2020-09-07,8.7704
2020-09-08,8.831
2020-09-09,8.7465
2020-09-10,8.776
2020-09-11,8.7761
2020-09-12,8.7761
2020-09-13,8.7761
2020-09-14,8.7688
2020-09-15,8.7929
2020-09-16,8.8057
2020-09-17,8.7734
2020-09-18,8.7658
2020-09-19,8.7658
2020-09-20,8.7658
2020-09-21,8.8468
2020-09-22,8.9114
2020-09-23,9.0108
2020-09-24,9.0996
2020-09-25,9.1283
2020-09-26,9.1283
2020-09-27,9.1283
2020-09-28,9.0427
2020-09-29,8.9671
2020-09-30,8.9571
2020-10-01,8.9138
2020-10-02,8.9357
2020-10-03,8.9357
2020-10-04,8.9357
2020-10-05,8.9001
2020-10-06,8.9605
2020-10-07,8.8858
2020-10-08,8.8635
2020-10-09,8.7821
2020-10-10,8.7821
2020-10-11,8.7821
2020-10-12,8.8095
2020-10-13,8.8309
2020-10-14,8.8222
2020-10-15,8.8746
2020-10-16,8.8485
2020-10-17,8.8485
2020-10-18,8.8485
2020-10-19,8.8292
2020-10-20,8.748
2020-10-21,8.7268
2020-10-22,8.7663
2020-10-23,8.7474
2020-10-24,8.7474
2020-10-25,8.7474
2020-10-26,8.7452
2020-10-27,8.7249
2020-10-28,8.8482
2020-10-29,8.93
2020-10-30,8.8977
2020-10-31,8.8977
2020-11-01,8.8977
2020-11-02,8.9067
2020-11-03,8.8306
2020-11-04,8.785
2020-11-05,8.6942
2020-11-06,8.6409
2020-11-07,8.6409
2020-11-08,8.6409
2020-11-09,8.6292
2020-11-10,8.6176
2020-11-11,8.6348
2020-11-12,8.649
2020-11-13,8.6914
2020-11-14,8.6914
2020-11-15,8.6914
2020-11-16,8.6187
2020-11-17,8.6298
2020-11-18,8.6009
2020-11-19,8.597
2020-11-20,8.6212
2020-11-21,8.6212
2020-11-22,8.6212
2020-11-23,8.6283
2020-11-24,8.5482
2020-11-25,8.4966
2020-11-26,8.5251
2020-11-27,8.4992
2020-11-28,8.4992
2020-11-29,8.4992
2020-11-30,8.5736
2020-12-01,8.4781
2020-12-02,8.4679
2020-12-03,8.4506
2020-12-04,8.4562
2020-12-05,8.4562
2020-12-06,8.4562
2020-12-07,8.401
2020-12-08,8.4737
2020-12-09,8.4855
2020-12-10,8.4438
2020-12-11,8.4583
2020-12-12,8.4583
2020-12-13,8.4583
2020-12-14,8.4044
2020-12-15,8.383
2020-12-16,8.3531
2020-12-17,8.2745
2020-12-18,8.2531
2020-12-19,8.2531
2020-12-20,8.2531
2020-12-21,8.2471
2020-12-22,8.3428
2020-12-23,8.2914
2020-12-24,8.2591
2020-12-25,8.2838
2020-12-26,8.2838
2020-12-27,8.2838
2020-12-28,8.2759
2020-12-29,8.2044
2020-12-30,8.1973
2020-12-31,8.2273
2021-01-01,8.2162
2021-01-02,8.2162
2021-01-03,8.2162
2021-01-04,8.2545
2021-01-05,8.1797
2021-01-06,8.1665
2021-01-07,8.1881
2021-01-08,8.2414
2021-01-09,8.2414
2021-01-10,8.2414
2021-01-11,8.3054
2021-01-12,8.245
2021-01-13,8.3477
2021-01-14,8.3086
2021-01-15,8.3983
2021-01-16,8.3983
2021-01-17,8.3983
2021-01-18,8.3915
2021-01-19,8.3494
2021-01-20,8.353
2021-01-21,8.2719
2021-01-22,8.298
2021-01-23,8.298
2021-01-24,8.298
2021-01-25,8.2825
2021-01-26,8.3
2021-01-27,8.3592
2021-01-28,8.336
2021-01-29,8.3656
2021-01-30,8.3656
2021-01-31,8.3656
2021-02-01,8.4276
2021-02-02,8.3974
2021-02-03,8.4036
2021-02-04,8.4646
2021-02-05,8.3712
2021-02-06,8.3712
2021-02-07,8.3712
2021-02-08,8.3888
2021-02-09,8.323
2021-02-10,8.3203
2021-02-11,8.3234
2021-02-12,8.3019
2021-02-13,8.3019
2021-02-14,8.3019
2021-02-15,8.2819
2021-02-16,8.2932
2021-02-17,8.3288
2021-02-18,8.3115
2021-02-19,8.2752
2021-02-20,8.2752
2021-02-21,8.2752
2021-02-22,8.2642
2021-02-23,8.2816
2021-02-24,8.2755
2021-02-25,8.2906
2021-02-26,8.4372
2021-02-27,8.4372
2021-02-28,8.4372
2021-03-01,8.4258
2021-03-02,8.3799
2021-03-03,8.4226
2021-03-04,8.4925
2021-03-05,8.5368
2021-03-06,8.5368
2021-03-07,8.5368
2021-03-08,8.5847
2021-03-09,8.5001
2021-03-10,8.4787
2021-03-11,8.4471
2021-03-12,8.4818
2021-03-13,8.4818
2021-03-14,8.4818
2021-03-15,8.5142
2021-03-16,8.4975
2021-03-17,8.4526
2021-03-18,8.5185
2021-03-19,8.5421
2021-03-20,8.5421
2021-03-21,8.5421
2021-03-22,8.5108
2021-03-23,8.5931
2021-03-24,8.6125
2021-03-25,8.6542
2021-03-26,8.6386
2021-03-27,8.6386
2021-03-28,8.6386
2021-03-29,8.6979
2021-03-30,8.7368
2021-03-31,8.7301
2021-04-01,8.7139
2021-04-02,8.7267
2021-04-03,8.7267
2021-04-04,8.7267
2021-04-05,8.7017
2021-04-06,8.6145
2021-04-07,8.6266
2021-04-08,8.5411
2021-04-09,8.5386
2021-04-10,8.5386
2021-04-11,8.5386
2021-04-12,8.574
2021-04-13,8.5104
2021-04-14,8.4656
2021-04-15,8.4543
2021-04-16,8.4351
2021-04-17,8.4351
2021-04-18,8.4351
2021-04-19,8.3988
2021-04-20,8.4343
2021-04-21,8.4087
2021-04-22,8.4317
2021-04-23,8.3855
2021-04-24,8.3855
2021-04-25,8.3855
2021-04-26,8.3803
2021-04-27,8.3757
2021-04-28,8.3399
2021-04-29,8.3701
2021-04-30,8.4648
2021-05-01,8.4648
2021-05-02,8.4648
2021-05-03,8.4214
2021-05-04,8.4816
2021-05-05,8.4862
2021-05-06,8.4257
2021-05-07,8.3087
2021-05-08,8.3087
2021-05-09,8.3087
2021-05-10,8.3456
2021-05-11,8.3175
2021-05-12,8.4298
2021-05-13,8.4021
2021-05-14,8.3332
2021-05-15,8.3332
2021-05-16,8.3332
2021-05-17,8.3307
2021-05-18,8.2833
2021-05-19,8.3488
2021-05-20,8.3019
2021-05-21,8.3226
2021-05-22,8.3226
2021-05-23,8.3226
2021-05-24,8.3156
2021-05-25,8.2594
2021-05-26,8.3142
2021-05-27,8.272
2021-05-28,8.3052
2021-05-29,8.3052
2021-05-30,8.3052
2021-05-31,8.2977
2021-06-01,8.2736
2021-06-02,8.2659
2021-06-03,8.3432
2021-06-04,8.2726
2021-06-05,8.2726
2021-06-06,8.2726
2021-06-07,8.2637
2021-06-08,8.2696
2021-06-09,8.2609
2021-06-10,8.2538
2021-06-11,8.3193
2021-06-12,8.3193
2021-06-13,8.3193
2021-06-14,8.3244
2021-06-15,8.3277
2021-06-16,8.4588
2021-06-17,8.5529
2021-06-18,8.6115
2021-06-19,8.6115
2021-06-20,8.6115
2021-06-21,8.5299
2021-06-22,8.4776
2021-06-23,8.4908
2021-06-24,8.4694
2021-06-25,8.4916
2021-06-26,8.4916
2021-06-27,8.4916
2021-06-28,8.5137
2021-06-29,8.5293
2021-06-30,8.5509
2021-07-01,8.5755
2021-07-02,8.5433
2021-07-03,8.5433
2021-07-04,8.5433
2021-07-05,8.555
2021-07-06,8.5939
2021-07-07,8.6234
2021-07-08,8.5971
2021-07-09,8.5712
2021-07-10,8.5712
2021-07-11,8.5712
2021-07-12,8.5887
2021-07-13,8.6572
2021-07-14,8.6166
2021-07-15,8.6649
2021-07-16,8.6815
2021-07-17,8.6815
2021-07-18,8.6815
2021-07-19,8.6865
2021-07-20,8.701
2021-07-21,8.6897
2021-07-22,8.6808
2021-07-23,8.6892
2021-07-24,8.6892
2021-07-25,8.6892
2021-07-26,8.6305
2021-07-27,8.6311
2021-07-28,8.5991
2021-07-29,8.5572
2021-07-30,8.5915
2021-07-31,8.5915
2021-08-01,8.5915
2021-08-02,8.5986
2021-08-03,8.5999
2021-08-04,8.6111
2021-08-05,8.6137
2021-08-06,8.6665
2021-08-07,8.6665
2021-08-08,8.6665
2021-08-09,8.711
2021-08-10,8.7174
2021-08-11,8.6844
2021-08-12,8.6908
2021-08-13,8.6425
2021-08-14,8.6425
2021-08-15,8.6425
2021-08-16,8.6529
2021-08-17,8.7574
2021-08-18,8.7301
2021-08-19,8.8027
2021-08-20,8.8017
2021-08-21,8.8017
2021-08-22,8.8017
2021-08-23,8.7144
2021-08-24,8.693
2021-08-25,8.683
2021-08-26,8.7079
2021-08-27,8.6406
2021-08-28,8.6406
2021-08-29,8.6406
2021-08-30,8.6264
2021-08-31,8.6238
2021-09-01,8.6126
2021-09-02,8.5704
2021-09-03,8.5435
2021-09-04,8.5435
2021-09-05,8.5435
2021-09-06,8.5647
2021-09-07,8.5942
2021-09-08,8.6307
2021-09-09,8.6091
2021-09-10,8.6327
2021-09-11,8.6327
2021-09-12,8.6327
2021-09-13,8.6039
2021-09-14,8.6081
2021-09-15,8.5807
2021-09-16,8.6217
2021-09-17,8.6831
2021-09-18,8.6831
2021-09-19,8.6831
2021-09-20,8.6757
2021-09-21,8.6921
2021-09-22,8.7
2021-09-23,8.6311
2021-09-24,8.6498
2021-09-25,8.6498
2021-09-26,8.6498
2021-09-27,8.7067
2021-09-28,8.7343
2021-09-29,8.8084
2021-09-30,8.762
2021-10-01,8.7469
2021-10-02,8.7469
2021-10-03,8.7469
2021-10-04,8.7278
2021-10-05,8.7418
2021-10-06,8.8025
2021-10-07,8.7879
2021-10-08,8.7415
2021-10-09,8.7415
2021-10-10,8.7415
2021-10-11,8.7708
2021-10-12,8.7884
2021-10-13,8.6904
2021-10-14,8.635
2021-10-15,8.617
2021-10-16,8.617
2021-10-17,8.617
2021-10-18,8.6571
2021-10-19,8.6222
2021-10-20,8.5896
2021-10-21,8.6032
2021-10-22,8.5748
2021-10-23,8.5748
2021-10-24,8.5748
2021-10-25,8.6082
2021-10-26,8.6146
2021-10-27,8.585
2021-10-28,8.5169
2021-10-29,8.5922
2021-10-30,8.5922
2021-10-31,8.5922
2021-11-01,8.5196
2021-11-02,8.5747
2021-11-03,8.5383
2021-11-04,8.59
2021-11-05,8.5711
2021-11-06,8.5711
2021-11-07,8.5711
2021-11-08,8.5765
2021-11-09,8.5749
2021-11-10,8.7039
2021-11-11,8.7121
2021-11-12,8.7611
2021-11-13,8.7611
2021-11-14,8.7611
2021-11-15,8.8017
2021-11-16,8.8909
2021-11-17,8.8642
2021-11-18,8.8656
2021-11-19,8.9499
2021-11-20,8.9499
2021-11-21,8.9499
2021-11-22,9.0008
2021-11-23,9.0447
2021-11-24,9.1297
2021-11-25,9.0872
2021-11-26,9.1625
2021-11-27,9.1625
2021-11-28,9.1625
2021-11-29,9.0697
2021-11-30,9.0235
2021-12-01,9.0822
2021-12-02,9.0526
2021-12-03,9.1437
2021-12-04,9.1437
2021-12-05,9.1437
2021-12-06,9.0961
2021-12-07,9.1022
2021-12-08,9.0404
2021-12-09,9.062
2021-12-10,9.0542
2021-12-11,9.0542
2021-12-12,9.0542
2021-12-13,9.0946
2021-12-14,9.1415
2021-12-15,9.0838
2021-12-16,9.0369
2021-12-17,9.13
2021-12-18,9.13
2021-12-19,9.13
2021-12-20,9.1454
2021-12-21,9.1335
2021-12-22,9.0826
2021-12-23,9.0872
2021-12-24,9.1264
2021-12-25,9.1264
2021-12-26,9.1264
2021-12-27,9.1009
2021-12-28,9.0521
2021-12-29,9.0303
2021-12-30,9.0427
2021-12-31,9.0542
2022-01-01,9.0542
2022-01-02,9.0542
2022-01-03,9.1075
2022-01-04,9.0962
2022-01-05,9.1106
2022-01-06,9.1503
2022-01-07,9.053
2022-01-08,9.053
2022-01-09,9.053
2022-01-10,9.109
2022-01-11,9.0363
2022-01-12,8.9427
2022-01-13,8.9368
2022-01-14,9.0257
2022-01-15,9.0257
2022-01-16,9.0257
2022-01-17,9.0161
2022-01-18,9.1388
2022-01-19,9.1144
2022-01-20,9.2285
2022-01-21,9.1967
2022-01-22,9.1967
2022-01-23,9.1967
2022-01-24,9.2633
2022-01-25,9.26
2022-01-26,9.3129
2022-01-27,9.3946
2022-01-28,9.4323
2022-01-29,9.4323
2022-01-30,9.4323
2022-01-31,9.323
2022-02-01,9.2607
2022-02-02,9.1993
2022-02-03,9.0955
2022-02-04,9.1525
2022-02-05,9.1525
2022-02-06,9.1525
2022-02-07,9.1241
2022-02-08,9.1446
2022-02-09,9.1169
2022-02-10,9.3032
2022-02-11,9.3374
2022-02-12,9.3374
2022-02-13,9.3374
2022-02-14,9.3822
2022-02-15,9.2859
2022-02-16,9.277
2022-02-17,9.342
2022-02-18,9.3963
2022-02-19,9.3963
2022-02-20,9.3963
2022-02-21,9.4524
2022-02-22,9.3404
2022-02-23,9.3996
2022-02-24,9.4948
2022-02-25,9.3907
2022-02-26,9.3907
2022-02-27,9.3907
2022-02-28,9.4723
2022-03-01,9.6258
2022-03-02,9.6768
2022-03-03,9.7366
2022-03-04,9.8558
2022-03-05,9.8558
2022-03-06,9.8558
2022-03-07,10.0072
2022-03-08,9.9504
2022-03-09,9.6794
2022-03-10,9.691
2022-03-11,9.7587
2022-03-12,9.7587
2022-03-13,9.7587
2022-03-14,9.6222
2022-03-15,9.6272
2022-03-16,9.4082
2022-03-17,9.4168
2022-03-18,9.4169
2022-03-19,9.4169
2022-03-20,9.4169
2022-03-21,9.4922
2022-03-22,9.4432
2022-03-23,9.4445
2022-03-24,9.4146
2022-03-25,9.4193
2022-03-26,9.4193
2022-03-27,9.4193
2022-03-28,9.4952
2022-03-29,9.3264
2022-03-30,9.2505
2022-03-31,9.3972
2022-04-01,9.3679
2022-04-02,9.3679
2022-04-03,9.3679
2022-04-04,9.4205
2022-04-05,9.429
2022-04-06,9.4855
2022-04-07,9.4566
2022-04-08,9.4541
2022-04-09,9.4541
2022-04-10,9.4541
2022-04-11,9.5012
2022-04-12,9.5182
2022-04-13,9.4839
2022-04-14,9.5212
2022-04-15,9.5753
2022-04-16,9.5753
2022-04-17,9.5753
2022-04-18,9.6
2022-04-19,9.5379
2022-04-20,9.4368
2022-04-21,9.5142
2022-04-22,9.5536
2022-04-23,9.5536
2022-04-24,9.5536
2022-04-25,9.7102
2022-04-26,9.8444
2022-04-27,9.8182
2022-04-28,9.8703
2022-04-29,9.8299
2022-04-30,9.8299
2022-05-01,9.8299
2022-05-02,9.9157
2022-05-03,9.8805
2022-05-04,9.7495
2022-05-05,9.9472
2022-05-06,9.9571
2022-05-07,9.9571
2022-05-08,9.9571
2022-05-09,10.0918
2022-05-10,10.0712
2022-05-11,10.0723
2022-05-12,10.1565
2022-05-13,10.0586
2022-05-14,10.0586
2022-05-15,10.0586
2022-05-16,10.0595
2022-05-17,9.9241
2022-05-18,10.0607
2022-05-19,9.9212
2022-05-20,9.9421
2022-05-21,9.9421
2022-05-22,9.9421
2022-05-23,9.811
2022-05-24,9.7583
2022-05-25,9.8578
2022-05-26,9.8678
2022-05-27,9.8119
2022-05-28,9.8119
2022-05-29,9.8119
2022-05-30,9.75
2022-05-31,9.7625
2022-06-01,9.8481
2022-06-02,9.7081
2022-06-03,9.7713
2022-06-04,9.7713
2022-06-05,9.7713
2022-06-06,9.7923
2022-06-07,9.79
2022-06-08,9.8261
2022-06-09,9.9178
2022-06-10,10.0285
2022-06-11,10.0285
2022-06-12,10.0285
2022-06-13,10.1983
2022-06-14,10.1996
2022-06-15,10.1754
2022-06-16,10.1409
2022-06-17,10.1754
2022-06-18,10.1754
2022-06-19,10.1754
2022-06-20,10.1214
2022-06-21,10.1033
2022-06-22,10.0896
2022-06-23,10.1818
2022-06-24,10.1302
2022-06-25,10.1302
2022-06-26,10.1302
2022-06-27,10.0803
2022-06-28,10.1598
2022-06-29,10.2366
2022-06-30,10.2239
2022-07-01,10.3364
2022-07-02,10.3364
2022-07-03,10.3364
2022-07-04,10.3426
2022-07-05,10.5044
2022-07-06,10.5418
2022-07-07,10.5354
2022-07-08,10.5095
2022-07-09,10.5095
2022-07-10,10.5095
2022-07-11,10.6393
2022-07-12,10.5761
2022-07-13,10.5546
2022-07-14,10.5881
2022-07-15,10.4868
2022-07-16,10.4868
2022-07-17,10.4868
2022-07-18,10.4021
2022-07-19,10.2289
2022-07-20,10.2497
2022-07-21,10.1948
2022-07-22,10.2259
2022-07-23,10.2259
2022-07-24,10.2259
2022-07-25,10.1965
2022-07-26,10.3253
2022-07-27,10.2201
2022-07-28,10.206
2022-07-29,10.1551
2022-07-30,10.1551
2022-07-31,10.1551
2022-08-01,10.1128
2022-08-02,10.2458
2022-08-03,10.2126
2022-08-04,10.1155
2022-08-05,10.2286
2022-08-06,10.2286
2022-08-07,10.2286
2022-08-08,10.1556
2022-08-09,10.1691
2022-08-10,10.0581
2022-08-11,10.0571
2022-08-12,10.1989
2022-08-13,10.1989
2022-08-14,10.1989
2022-08-15,10.343
2022-08-16,10.3395
2022-08-17,10.3839
2022-08-18,10.5036
2022-08-19,10.5939
2022-08-20,10.5939
2022-08-21,10.5939
2022-08-22,10.7094
2022-08-23,10.6292
2022-08-24,10.6101
2022-08-25,10.5889
2022-08-26,10.6633
2022-08-27,10.6633
2022-08-28,10.6633
2022-08-29,10.6729
2022-08-30,10.6838
2022-08-31,10.6597
2022-09-01,10.8042
2022-09-02,10.7845
2022-09-03,10.7845
2022-09-04,10.7845
2022-09-05,10.8084
2022-09-06,10.7968
2022-09-07,10.6983
2022-09-08,10.713
2022-09-09,10.631
2022-09-10,10.631
2022-09-11,10.631
2022-09-12,10.4866
2022-09-13,10.6965
2022-09-14,10.6956
2022-09-15,10.7363
2022-09-16,10.7467
2022-09-17,10.7467
2022-09-18,10.7467
2022-09-19,10.7741
2022-09-20,10.8948
2022-09-21,11.0742
2022-09-22,11.0724
2022-09-23,11.3028
2022-09-24,11.3028
2022-09-25,11.3028
2022-09-26,11.355
2022-09-27,11.3624
2022-09-28,11.2289
2022-09-29,11.1554
2022-09-30,11.0892
2022-10-01,11.0892
2022-10-02,11.0892
2022-10-03,11.0179
2022-10-04,10.8475
2022-10-05,10.9847
2022-10-06,11.1431
2022-10-07,11.2086
2022-10-08,11.2086
2022-10-09,11.2086
2022-10-10,11.3081
2022-10-11,11.3655
2022-10-12,11.3384
2022-10-13,11.2481
2022-10-14,11.3047
2022-10-15,11.3047
2022-10-16,11.3047
2022-10-17,11.1498
2022-10-18,11.0905
2022-10-19,11.2201
2022-10-20,11.2599
2022-10-21,11.1723
2022-10-22,11.1723
2022-10-23,11.1723
2022-10-24,11.159
2022-10-25,10.9732
2022-10-26,10.8595
2022-10-27,10.9691
2022-10-28,10.946
2022-10-29,10.946
2022-10-30,10.946
2022-10-31,11.037
2022-11-01,11.013
2022-11-02,11.1112
2022-11-03,11.1968
2022-11-04,10.8976
2022-11-05,10.8976
2022-11-06,10.8976
2022-11-07,10.8381
2022-11-08,10.7518
2022-11-09,10.887
