,USDGBP BGN Curncy
2016-06-06,0.6925
2016-06-07,0.6875
2016-06-08,0.6894
2016-06-09,0.6917
2016-06-10,0.7015
2016-06-11,0.7015
2016-06-12,0.7015
2016-06-13,0.7007
2016-06-14,0.7084
2016-06-15,0.704
2016-06-16,0.7041
2016-06-17,0.6964
2016-06-18,0.6964
2016-06-19,0.6964
2016-06-20,0.6808
2016-06-21,0.6825
2016-06-22,0.6799
2016-06-23,0.6722
2016-06-24,0.7314
2016-06-25,0.7314
2016-06-26,0.7314
2016-06-27,0.756
2016-06-28,0.7494
2016-06-29,0.7448
2016-06-30,0.7512
2016-07-01,0.7535
2016-07-02,0.7535
2016-07-03,0.7535
2016-07-04,0.7525
2016-07-05,0.7679
2016-07-06,0.7733
2016-07-07,0.7747
2016-07-08,0.7721
2016-07-09,0.7721
2016-07-10,0.7721
2016-07-11,0.7692
2016-07-12,0.7549
2016-07-13,0.7606
2016-07-14,0.7494
2016-07-15,0.7583
2016-07-16,0.7583
2016-07-17,0.7583
2016-07-18,0.7544
2016-07-19,0.7628
2016-07-20,0.7571
2016-07-21,0.7559
2016-07-22,0.7629
2016-07-23,0.7629
2016-07-24,0.7629
2016-07-25,0.7611
2016-07-26,0.7617
2016-07-27,0.7563
2016-07-28,0.7597
2016-07-29,0.756
2016-07-30,0.756
2016-07-31,0.756
2016-08-01,0.7588
2016-08-02,0.7487
2016-08-03,0.7505
2016-08-04,0.7629
2016-08-05,0.765
2016-08-06,0.765
2016-08-07,0.765
2016-08-08,0.7668
2016-08-09,0.7691
2016-08-10,0.7687
2016-08-11,0.7718
2016-08-12,0.774
2016-08-13,0.774
2016-08-14,0.774
2016-08-15,0.7763
2016-08-16,0.7665
2016-08-17,0.7668
2016-08-18,0.7594
2016-08-19,0.7649
2016-08-20,0.7649
2016-08-21,0.7649
2016-08-22,0.7612
2016-08-23,0.7577
2016-08-24,0.7557
2016-08-25,0.758
2016-08-26,0.7612
2016-08-27,0.7612
2016-08-28,0.7612
2016-08-29,0.763
2016-08-30,0.7645
2016-08-31,0.7611
2016-09-01,0.7537
2016-09-02,0.7522
2016-09-03,0.7522
2016-09-04,0.7522
2016-09-05,0.7517
2016-09-06,0.7441
2016-09-07,0.7495
2016-09-08,0.7522
2016-09-09,0.7538
2016-09-10,0.7538
2016-09-11,0.7538
2016-09-12,0.7499
2016-09-13,0.7579
2016-09-14,0.7556
2016-09-15,0.7554
2016-09-16,0.7691
2016-09-17,0.7691
2016-09-18,0.7691
2016-09-19,0.7675
2016-09-20,0.77
2016-09-21,0.7673
2016-09-22,0.7646
2016-09-23,0.7711
2016-09-24,0.7711
2016-09-25,0.7711
2016-09-26,0.7707
2016-09-27,0.7678
2016-09-28,0.7681
2016-09-29,0.7712
2016-09-30,0.7705
2016-10-01,0.7705
2016-10-02,0.7705
2016-10-03,0.7787
2016-10-04,0.7856
2016-10-05,0.7843
2016-10-06,0.7927
2016-10-07,0.8042
2016-10-08,0.8042
2016-10-09,0.8042
2016-10-10,0.8089
2016-10-11,0.8248
2016-10-12,0.8192
2016-10-13,0.816
2016-10-14,0.8205
2016-10-15,0.8205
2016-10-16,0.8205
2016-10-17,0.8209
2016-10-18,0.8131
2016-10-19,0.8139
2016-10-20,0.816
2016-10-21,0.8176
2016-10-22,0.8176
2016-10-23,0.8176
2016-10-24,0.8171
2016-10-25,0.8204
2016-10-26,0.8165
2016-10-27,0.8221
2016-10-28,0.8204
2016-10-29,0.8204
2016-10-30,0.8204
2016-10-31,0.8169
2016-11-01,0.8168
2016-11-02,0.8128
2016-11-03,0.8024
2016-11-04,0.7988
2016-11-05,0.7988
2016-11-06,0.7988
2016-11-07,0.8066
2016-11-08,0.8077
2016-11-09,0.806
2016-11-10,0.7965
2016-11-11,0.7937
2016-11-12,0.7937
2016-11-13,0.7937
2016-11-14,0.8006
2016-11-15,0.803
2016-11-16,0.8037
2016-11-17,0.8053
2016-11-18,0.81
2016-11-19,0.81
2016-11-20,0.81
2016-11-21,0.8004
2016-11-22,0.805
2016-11-23,0.8038
2016-11-24,0.8031
2016-11-25,0.8013
2016-11-26,0.8013
2016-11-27,0.8013
2016-11-28,0.8054
2016-11-29,0.8005
2016-11-30,0.7996
2016-12-01,0.7942
2016-12-02,0.7856
2016-12-03,0.7856
2016-12-04,0.7856
2016-12-05,0.7855
2016-12-06,0.7888
2016-12-07,0.792
2016-12-08,0.7945
2016-12-09,0.7952
2016-12-10,0.7952
2016-12-11,0.7952
2016-12-12,0.7889
2016-12-13,0.7901
2016-12-14,0.7959
2016-12-15,0.8052
2016-12-16,0.8008
2016-12-17,0.8008
2016-12-18,0.8008
2016-12-19,0.807
2016-12-20,0.8085
2016-12-21,0.8095
2016-12-22,0.8141
2016-12-23,0.8139
2016-12-24,0.8139
2016-12-25,0.8139
2016-12-26,0.814
2016-12-27,0.8149
2016-12-28,0.8179
2016-12-29,0.8155
2016-12-30,0.8101
2016-12-31,0.8101
2017-01-01,0.8101
2017-01-02,0.8145
2017-01-03,0.8172
2017-01-04,0.8115
2017-01-05,0.8052
2017-01-06,0.814
2017-01-07,0.814
2017-01-08,0.814
2017-01-09,0.8222
2017-01-10,0.8212
2017-01-11,0.8189
2017-01-12,0.8222
2017-01-13,0.821
2017-01-14,0.821
2017-01-15,0.821
2017-01-16,0.83
2017-01-17,0.8055
2017-01-18,0.8156
2017-01-19,0.8103
2017-01-20,0.8083
2017-01-21,0.8083
2017-01-22,0.8083
2017-01-23,0.7977
2017-01-24,0.7987
2017-01-25,0.7915
2017-01-26,0.794
2017-01-27,0.7967
2017-01-28,0.7967
2017-01-29,0.7967
2017-01-30,0.8009
2017-01-31,0.7949
2017-02-01,0.79
2017-02-02,0.7982
2017-02-03,0.8011
2017-02-04,0.8011
2017-02-05,0.8011
2017-02-06,0.8021
2017-02-07,0.7993
2017-02-08,0.7974
2017-02-09,0.8003
2017-02-10,0.8006
2017-02-11,0.8006
2017-02-12,0.8006
2017-02-13,0.7983
2017-02-14,0.802
2017-02-15,0.8024
2017-02-16,0.8007
2017-02-17,0.8057
2017-02-18,0.8057
2017-02-19,0.8057
2017-02-20,0.8024
2017-02-21,0.8017
2017-02-22,0.8034
2017-02-23,0.7965
2017-02-24,0.8024
2017-02-25,0.8024
2017-02-26,0.8024
2017-02-27,0.8037
2017-02-28,0.8078
2017-03-01,0.8134
2017-03-02,0.8152
2017-03-03,0.8133
2017-03-04,0.8133
2017-03-05,0.8133
2017-03-06,0.8172
2017-03-07,0.8196
2017-03-08,0.8218
2017-03-09,0.8221
2017-03-10,0.8222
2017-03-11,0.8222
2017-03-12,0.8222
2017-03-13,0.8185
2017-03-14,0.8227
2017-03-15,0.8161
2017-03-16,0.809
2017-03-17,0.8067
2017-03-18,0.8067
2017-03-19,0.8067
2017-03-20,0.8092
2017-03-21,0.8014
2017-03-22,0.801
2017-03-23,0.7987
2017-03-24,0.8018
2017-03-25,0.8018
2017-03-26,0.8018
2017-03-27,0.7963
2017-03-28,0.8031
2017-03-29,0.8041
2017-03-30,0.802
2017-03-31,0.7968
2017-04-01,0.7968
2017-04-02,0.7968
2017-04-03,0.8009
2017-04-04,0.8039
2017-04-05,0.8011
2017-04-06,0.802
2017-04-07,0.8083
2017-04-08,0.8083
2017-04-09,0.8083
2017-04-10,0.8054
2017-04-11,0.8006
2017-04-12,0.7975
2017-04-13,0.7998
2017-04-14,0.7983
2017-04-15,0.7983
2017-04-16,0.7983
2017-04-17,0.7959
2017-04-18,0.7788
2017-04-19,0.7826
2017-04-20,0.7804
2017-04-21,0.7804
2017-04-22,0.7804
2017-04-23,0.7804
2017-04-24,0.7815
2017-04-25,0.7791
2017-04-26,0.7783
2017-04-27,0.775
2017-04-28,0.7722
2017-04-29,0.7722
2017-04-30,0.7722
2017-05-01,0.776
2017-05-02,0.7729
2017-05-03,0.7772
2017-05-04,0.7737
2017-05-05,0.7703
2017-05-06,0.7703
2017-05-07,0.7703
2017-05-08,0.7728
2017-05-09,0.7731
2017-05-10,0.7729
2017-05-11,0.7759
2017-05-12,0.7759
2017-05-13,0.7759
2017-05-14,0.7759
2017-05-15,0.7754
2017-05-16,0.7741
2017-05-17,0.7709
2017-05-18,0.7726
2017-05-19,0.7671
2017-05-20,0.7671
2017-05-21,0.7671
2017-05-22,0.7693
2017-05-23,0.7716
2017-05-24,0.7708
2017-05-25,0.7727
2017-05-26,0.7809
2017-05-27,0.7809
2017-05-28,0.7809
2017-05-29,0.7788
2017-05-30,0.7777
2017-05-31,0.7758
2017-06-01,0.7763
2017-06-02,0.7758
2017-06-03,0.7758
2017-06-04,0.7758
2017-06-05,0.7749
2017-06-06,0.7745
2017-06-07,0.7716
2017-06-08,0.7719
2017-06-09,0.7848
2017-06-10,0.7848
2017-06-11,0.7848
2017-06-12,0.7899
2017-06-13,0.7841
2017-06-14,0.7842
2017-06-15,0.784
2017-06-16,0.7824
2017-06-17,0.7824
2017-06-18,0.7824
2017-06-19,0.7851
2017-06-20,0.7919
2017-06-21,0.7892
2017-06-22,0.7885
2017-06-23,0.7863
2017-06-24,0.7863
2017-06-25,0.7863
2017-06-26,0.786
2017-06-27,0.7804
2017-06-28,0.7736
2017-06-29,0.7688
2017-06-30,0.7677
2017-07-01,0.7677
2017-07-02,0.7677
2017-07-03,0.7728
2017-07-04,0.7739
2017-07-05,0.7732
2017-07-06,0.7709
2017-07-07,0.7758
2017-07-08,0.7758
2017-07-09,0.7758
2017-07-10,0.7763
2017-07-11,0.7783
2017-07-12,0.7761
2017-07-13,0.7728
2017-07-14,0.7633
2017-07-15,0.7633
2017-07-16,0.7633
2017-07-17,0.7659
2017-07-18,0.7669
2017-07-19,0.7678
2017-07-20,0.7708
2017-07-21,0.7694
2017-07-22,0.7694
2017-07-23,0.7694
2017-07-24,0.7675
2017-07-25,0.7678
2017-07-26,0.762
2017-07-27,0.7654
2017-07-28,0.7613
2017-07-29,0.7613
2017-07-30,0.7613
2017-07-31,0.7567
2017-08-01,0.7573
2017-08-02,0.7562
2017-08-03,0.7611
2017-08-04,0.7669
2017-08-05,0.7669
2017-08-06,0.7669
2017-08-07,0.7672
2017-08-08,0.7697
2017-08-09,0.769
2017-08-10,0.7706
2017-08-11,0.7686
2017-08-12,0.7686
2017-08-13,0.7686
2017-08-14,0.7714
2017-08-15,0.777
2017-08-16,0.7757
2017-08-17,0.7772
2017-08-18,0.7768
2017-08-19,0.7768
2017-08-20,0.7768
2017-08-21,0.7753
2017-08-22,0.7798
2017-08-23,0.7812
2017-08-24,0.7812
2017-08-25,0.7762
2017-08-26,0.7762
2017-08-27,0.7762
2017-08-28,0.7732
2017-08-29,0.774
2017-08-30,0.7737
2017-08-31,0.7736
2017-09-01,0.7721
2017-09-02,0.7721
2017-09-03,0.7721
2017-09-04,0.7733
2017-09-05,0.7673
2017-09-06,0.7667
2017-09-07,0.7633
2017-09-08,0.7579
2017-09-09,0.7579
2017-09-10,0.7579
2017-09-11,0.7597
2017-09-12,0.7528
2017-09-13,0.757
2017-09-14,0.7464
2017-09-15,0.7358
2017-09-16,0.7358
2017-09-17,0.7358
2017-09-18,0.7409
2017-09-19,0.7401
2017-09-20,0.7411
2017-09-21,0.7363
2017-09-22,0.7408
2017-09-23,0.7408
2017-09-24,0.7408
2017-09-25,0.7425
2017-09-26,0.743
2017-09-27,0.747
2017-09-28,0.7439
2017-09-29,0.7465
2017-09-30,0.7465
2017-10-01,0.7465
2017-10-02,0.7532
2017-10-03,0.7554
2017-10-04,0.7549
2017-10-05,0.7622
2017-10-06,0.7652
2017-10-07,0.7652
2017-10-08,0.7652
2017-10-09,0.7609
2017-10-10,0.7574
2017-10-11,0.7562
2017-10-12,0.754
2017-10-13,0.7528
2017-10-14,0.7528
2017-10-15,0.7528
2017-10-16,0.7546
2017-10-17,0.7581
2017-10-18,0.7573
2017-10-19,0.7599
2017-10-20,0.7582
2017-10-21,0.7582
2017-10-22,0.7582
2017-10-23,0.7577
2017-10-24,0.7614
2017-10-25,0.7539
2017-10-26,0.7599
2017-10-27,0.7617
2017-10-28,0.7617
2017-10-29,0.7617
2017-10-30,0.7571
2017-10-31,0.7528
2017-11-01,0.755
2017-11-02,0.7658
2017-11-03,0.7647
2017-11-04,0.7647
2017-11-05,0.7647
2017-11-06,0.7592
2017-11-07,0.7595
2017-11-08,0.7624
2017-11-09,0.7607
2017-11-10,0.7581
2017-11-11,0.7581
2017-11-12,0.7581
2017-11-13,0.7624
2017-11-14,0.7596
2017-11-15,0.7592
2017-11-16,0.758
2017-11-17,0.7566
2017-11-18,0.7566
2017-11-19,0.7566
2017-11-20,0.7556
2017-11-21,0.7554
2017-11-22,0.7504
2017-11-23,0.7514
2017-11-24,0.7497
2017-11-25,0.7497
2017-11-26,0.7497
2017-11-27,0.7508
2017-11-28,0.7497
2017-11-29,0.7457
2017-11-30,0.7393
2017-12-01,0.742
2017-12-02,0.742
2017-12-03,0.742
2017-12-04,0.7419
2017-12-05,0.7439
2017-12-06,0.7468
2017-12-07,0.7421
2017-12-08,0.7472
2017-12-09,0.7472
2017-12-10,0.7472
2017-12-11,0.7496
2017-12-12,0.7508
2017-12-13,0.7453
2017-12-14,0.7445
2017-12-15,0.7505
2017-12-16,0.7505
2017-12-17,0.7505
2017-12-18,0.7473
2017-12-19,0.7471
2017-12-20,0.7476
2017-12-21,0.747
2017-12-22,0.7484
2017-12-23,0.7484
2017-12-24,0.7484
2017-12-25,0.7478
2017-12-26,0.7477
2017-12-27,0.7463
2017-12-28,0.7439
2017-12-29,0.7402
2017-12-30,0.7402
2017-12-31,0.7402
2018-01-01,0.7406
2018-01-02,0.7358
2018-01-03,0.7398
2018-01-04,0.7379
2018-01-05,0.737
2018-01-06,0.737
2018-01-07,0.737
2018-01-08,0.737
2018-01-09,0.7385
2018-01-10,0.7403
2018-01-11,0.7385
2018-01-12,0.7284
2018-01-13,0.7284
2018-01-14,0.7284
2018-01-15,0.725
2018-01-16,0.7251
2018-01-17,0.7229
2018-01-18,0.7197
2018-01-19,0.7219
2018-01-20,0.7219
2018-01-21,0.7219
2018-01-22,0.7149
2018-01-23,0.7143
2018-01-24,0.7022
2018-01-25,0.7073
2018-01-26,0.7065
2018-01-27,0.7065
2018-01-28,0.7065
2018-01-29,0.7105
2018-01-30,0.7068
2018-01-31,0.7046
2018-02-01,0.701
2018-02-02,0.7082
2018-02-03,0.7082
2018-02-04,0.7082
2018-02-05,0.7163
2018-02-06,0.7168
2018-02-07,0.7204
2018-02-08,0.7188
2018-02-09,0.7232
2018-02-10,0.7232
2018-02-11,0.7232
2018-02-12,0.7227
2018-02-13,0.7199
2018-02-14,0.7143
2018-02-15,0.7093
2018-02-16,0.7124
2018-02-17,0.7124
2018-02-18,0.7124
2018-02-19,0.7142
2018-02-20,0.7145
2018-02-21,0.7185
2018-02-22,0.7166
2018-02-23,0.7161
2018-02-24,0.7161
2018-02-25,0.7161
2018-02-26,0.716
2018-02-27,0.7189
2018-02-28,0.7268
2018-03-01,0.7259
2018-03-02,0.7246
2018-03-03,0.7246
2018-03-04,0.7246
2018-03-05,0.7221
2018-03-06,0.72
2018-03-07,0.7194
2018-03-08,0.724
2018-03-09,0.7221
2018-03-10,0.7221
2018-03-11,0.7221
2018-03-12,0.7191
2018-03-13,0.7162
2018-03-14,0.7163
2018-03-15,0.7175
2018-03-16,0.7171
2018-03-17,0.7171
2018-03-18,0.7171
2018-03-19,0.713
2018-03-20,0.7144
2018-03-21,0.7071
2018-03-22,0.7095
2018-03-23,0.7076
2018-03-24,0.7076
2018-03-25,0.7076
2018-03-26,0.7028
2018-03-27,0.7063
2018-03-28,0.7104
2018-03-29,0.7132
2018-03-30,0.7134
2018-03-31,0.7134
2018-04-01,0.7134
2018-04-02,0.712
2018-04-03,0.7113
2018-04-04,0.7102
2018-04-05,0.7141
2018-04-06,0.7096
2018-04-07,0.7096
2018-04-08,0.7096
2018-04-09,0.7077
2018-04-10,0.7054
2018-04-11,0.7054
2018-04-12,0.7029
2018-04-13,0.7022
2018-04-14,0.7022
2018-04-15,0.7022
2018-04-16,0.6974
2018-04-17,0.6999
2018-04-18,0.704
2018-04-19,0.71
2018-04-20,0.7143
2018-04-21,0.7143
2018-04-22,0.7143
2018-04-23,0.7174
2018-04-24,0.7154
2018-04-25,0.7178
2018-04-26,0.7186
2018-04-27,0.7256
2018-04-28,0.7256
2018-04-29,0.7256
2018-04-30,0.7265
2018-05-01,0.7345
2018-05-02,0.7367
2018-05-03,0.7366
2018-05-04,0.739
2018-05-05,0.739
2018-05-06,0.739
2018-05-07,0.7376
2018-05-08,0.7381
2018-05-09,0.7381
2018-05-10,0.7397
2018-05-11,0.7384
2018-05-12,0.7384
2018-05-13,0.7384
2018-05-14,0.7377
2018-05-15,0.7405
2018-05-16,0.7413
2018-05-17,0.7398
2018-05-18,0.7426
2018-05-19,0.7426
2018-05-20,0.7426
2018-05-21,0.7449
2018-05-22,0.7445
2018-05-23,0.7491
2018-05-24,0.7473
2018-05-25,0.7519
2018-05-26,0.7519
2018-05-27,0.7519
2018-05-28,0.7513
2018-05-29,0.7546
2018-05-30,0.7529
2018-05-31,0.7521
2018-06-01,0.7491
2018-06-02,0.7491
2018-06-03,0.7491
2018-06-04,0.7511
2018-06-05,0.7465
2018-06-06,0.7456
2018-06-07,0.745
2018-06-08,0.7461
2018-06-09,0.7461
2018-06-10,0.7461
2018-06-11,0.7473
2018-06-12,0.748
2018-06-13,0.7476
2018-06-14,0.7542
2018-06-15,0.7529
2018-06-16,0.7529
2018-06-17,0.7529
2018-06-18,0.755
2018-06-19,0.7591
2018-06-20,0.7591
2018-06-21,0.7553
2018-06-22,0.7537
2018-06-23,0.7537
2018-06-24,0.7537
2018-06-25,0.753
2018-06-26,0.7563
2018-06-27,0.7626
2018-06-28,0.7647
2018-06-29,0.7572
2018-06-30,0.7572
2018-07-01,0.7572
2018-07-02,0.7609
2018-07-03,0.7579
2018-07-04,0.7558
2018-07-05,0.7565
2018-07-06,0.7526
2018-07-07,0.7526
2018-07-08,0.7526
2018-07-09,0.7542
2018-07-10,0.7533
2018-07-11,0.7572
2018-07-12,0.7572
2018-07-13,0.7558
2018-07-14,0.7558
2018-07-15,0.7558
2018-07-16,0.7555
2018-07-17,0.7625
2018-07-18,0.7651
2018-07-19,0.7684
2018-07-20,0.7614
2018-07-21,0.7614
2018-07-22,0.7614
2018-07-23,0.7633
2018-07-24,0.7608
2018-07-25,0.7581
2018-07-26,0.7628
2018-07-27,0.7633
2018-07-28,0.7633
2018-07-29,0.7633
2018-07-30,0.7615
2018-07-31,0.7619
2018-08-01,0.7618
2018-08-02,0.7682
2018-08-03,0.7692
2018-08-04,0.7692
2018-08-05,0.7692
2018-08-06,0.7726
2018-08-07,0.7728
2018-08-08,0.7762
2018-08-09,0.7797
2018-08-10,0.783
2018-08-11,0.783
2018-08-12,0.783
2018-08-13,0.7833
2018-08-14,0.7861
2018-08-15,0.7876
2018-08-16,0.7866
2018-08-17,0.7844
2018-08-18,0.7844
2018-08-19,0.7844
2018-08-20,0.7815
2018-08-21,0.775
2018-08-22,0.7744
2018-08-23,0.7803
2018-08-24,0.7782
2018-08-25,0.7782
2018-08-26,0.7782
2018-08-27,0.7756
2018-08-28,0.7768
2018-08-29,0.7677
2018-08-30,0.7686
2018-08-31,0.7716
2018-09-01,0.7716
2018-09-02,0.7716
2018-09-03,0.777
2018-09-04,0.7779
2018-09-05,0.7748
2018-09-06,0.7734
2018-09-07,0.7739
2018-09-08,0.7739
2018-09-09,0.7739
2018-09-10,0.7677
2018-09-11,0.7674
2018-09-12,0.7665
2018-09-13,0.7629
2018-09-14,0.7653
2018-09-15,0.7653
2018-09-16,0.7653
2018-09-17,0.76
2018-09-18,0.7606
2018-09-19,0.7608
2018-09-20,0.7537
2018-09-21,0.7645
2018-09-22,0.7645
2018-09-23,0.7645
2018-09-24,0.7622
2018-09-25,0.7585
2018-09-26,0.7596
2018-09-27,0.7647
2018-09-28,0.7676
2018-09-29,0.7676
2018-09-30,0.7676
2018-10-01,0.7667
2018-10-02,0.7704
2018-10-03,0.7727
2018-10-04,0.768
2018-10-05,0.7623
2018-10-06,0.7623
2018-10-07,0.7623
2018-10-08,0.7637
2018-10-09,0.7608
2018-10-10,0.7579
2018-10-11,0.7556
2018-10-12,0.7602
2018-10-13,0.7602
2018-10-14,0.7602
2018-10-15,0.7604
2018-10-16,0.7584
2018-10-17,0.7624
2018-10-18,0.7681
2018-10-19,0.7653
2018-10-20,0.7653
2018-10-21,0.7653
2018-10-22,0.7712
2018-10-23,0.7702
2018-10-24,0.7763
2018-10-25,0.7802
2018-10-26,0.7793
2018-10-27,0.7793
2018-10-28,0.7793
2018-10-29,0.7817
2018-10-30,0.7869
2018-10-31,0.7834
2018-11-01,0.7689
2018-11-02,0.7711
2018-11-03,0.7711
2018-11-04,0.7711
2018-11-05,0.7667
2018-11-06,0.7632
2018-11-07,0.7617
2018-11-08,0.7655
2018-11-09,0.7707
2018-11-10,0.7707
2018-11-11,0.7707
2018-11-12,0.7782
2018-11-13,0.7709
2018-11-14,0.7698
2018-11-15,0.7828
2018-11-16,0.7792
2018-11-17,0.7792
2018-11-18,0.7792
2018-11-19,0.7781
2018-11-20,0.782
2018-11-21,0.7826
2018-11-22,0.7766
2018-11-23,0.7804
2018-11-24,0.7804
2018-11-25,0.7804
2018-11-26,0.7807
2018-11-27,0.7846
2018-11-28,0.7798
2018-11-29,0.7819
2018-11-30,0.7843
2018-12-01,0.7843
2018-12-02,0.7843
2018-12-03,0.7859
2018-12-04,0.786
2018-12-05,0.7853
2018-12-06,0.7823
2018-12-07,0.7855
2018-12-08,0.7855
2018-12-09,0.7855
2018-12-10,0.7961
2018-12-11,0.8007
2018-12-12,0.7919
2018-12-13,0.7903
2018-12-14,0.7945
2018-12-15,0.7945
2018-12-16,0.7945
2018-12-17,0.7924
2018-12-18,0.7912
2018-12-19,0.7931
2018-12-20,0.7899
2018-12-21,0.7915
2018-12-22,0.7915
2018-12-23,0.7915
2018-12-24,0.7865
2018-12-25,0.7889
2018-12-26,0.7916
2018-12-27,0.7909
2018-12-28,0.7874
2018-12-29,0.7874
2018-12-30,0.7874
2018-12-31,0.7839
2019-01-01,0.7846
2019-01-02,0.7931
2019-01-03,0.7917
2019-01-04,0.786
2019-01-05,0.786
2019-01-06,0.786
2019-01-07,0.7826
2019-01-08,0.7865
2019-01-09,0.7819
2019-01-10,0.7843
2019-01-11,0.7787
2019-01-12,0.7787
2019-01-13,0.7787
2019-01-14,0.7772
2019-01-15,0.7776
2019-01-16,0.7762
2019-01-17,0.77
2019-01-18,0.7767
2019-01-19,0.7767
2019-01-20,0.7767
2019-01-21,0.7757
2019-01-22,0.7718
2019-01-23,0.7652
2019-01-24,0.7654
2019-01-25,0.7576
2019-01-26,0.7576
2019-01-27,0.7576
2019-01-28,0.76
2019-01-29,0.7653
2019-01-30,0.7624
2019-01-31,0.7628
2019-02-01,0.7644
2019-02-02,0.7644
2019-02-03,0.7644
2019-02-04,0.7672
2019-02-05,0.7722
2019-02-06,0.7734
2019-02-07,0.7721
2019-02-08,0.7726
2019-02-09,0.7726
2019-02-10,0.7726
2019-02-11,0.7776
2019-02-12,0.7757
2019-02-13,0.7785
2019-02-14,0.7812
2019-02-15,0.7758
2019-02-16,0.7758
2019-02-17,0.7758
2019-02-18,0.7738
2019-02-19,0.7655
2019-02-20,0.7663
2019-02-21,0.7667
2019-02-22,0.766
2019-02-23,0.766
2019-02-24,0.766
2019-02-25,0.7635
2019-02-26,0.7546
2019-02-27,0.7514
2019-02-28,0.754
2019-03-01,0.7572
2019-03-02,0.7572
2019-03-03,0.7572
2019-03-04,0.7587
2019-03-05,0.7588
2019-03-06,0.7593
2019-03-07,0.7641
2019-03-08,0.7684
2019-03-09,0.7684
2019-03-10,0.7684
2019-03-11,0.7604
2019-03-12,0.765
2019-03-13,0.7497
2019-03-14,0.7552
2019-03-15,0.7524
2019-03-16,0.7524
2019-03-17,0.7524
2019-03-18,0.7545
2019-03-19,0.7537
2019-03-20,0.7577
2019-03-21,0.7628
2019-03-22,0.757
2019-03-23,0.757
2019-03-24,0.757
2019-03-25,0.7577
2019-03-26,0.7573
2019-03-27,0.7582
2019-03-28,0.7667
2019-03-29,0.7671
2019-03-30,0.7671
2019-03-31,0.7671
2019-04-01,0.7632
2019-04-02,0.7614
2019-04-03,0.7599
2019-04-04,0.7648
2019-04-05,0.767
2019-04-06,0.767
2019-04-07,0.767
2019-04-08,0.7656
2019-04-09,0.7661
2019-04-10,0.7641
2019-04-11,0.766
2019-04-12,0.7646
2019-04-13,0.7646
2019-04-14,0.7646
2019-04-15,0.7634
2019-04-16,0.7663
2019-04-17,0.7665
2019-04-18,0.7698
2019-04-19,0.7698
2019-04-20,0.7698
2019-04-21,0.7698
2019-04-22,0.7703
2019-04-23,0.7729
2019-04-24,0.7751
2019-04-25,0.7752
2019-04-26,0.7742
2019-04-27,0.7742
2019-04-28,0.7742
2019-04-29,0.773
2019-04-30,0.7673
2019-05-01,0.7662
2019-05-02,0.7673
2019-05-03,0.759
2019-05-04,0.759
2019-05-05,0.759
2019-05-06,0.7635
2019-05-07,0.7648
2019-05-08,0.7688
2019-05-09,0.7688
2019-05-10,0.7691
2019-05-11,0.7691
2019-05-12,0.7691
2019-05-13,0.7717
2019-05-14,0.7749
2019-05-15,0.7784
2019-05-16,0.7814
2019-05-17,0.7861
2019-05-18,0.7861
2019-05-19,0.7861
2019-05-20,0.7859
2019-05-21,0.787
2019-05-22,0.7898
2019-05-23,0.79
2019-05-24,0.7866
2019-05-25,0.7866
2019-05-26,0.7866
2019-05-27,0.7887
2019-05-28,0.7903
2019-05-29,0.7918
2019-05-30,0.7931
2019-05-31,0.7916
2019-06-01,0.7916
2019-06-02,0.7916
2019-06-03,0.7896
2019-06-04,0.7874
2019-06-05,0.7882
2019-06-06,0.7877
2019-06-07,0.7851
2019-06-08,0.7851
2019-06-09,0.7851
2019-06-10,0.7883
2019-06-11,0.7858
2019-06-12,0.7881
2019-06-13,0.789
2019-06-14,0.7942
2019-06-15,0.7942
2019-06-16,0.7942
2019-06-17,0.7978
2019-06-18,0.7963
2019-06-19,0.7909
2019-06-20,0.7873
2019-06-21,0.7847
2019-06-22,0.7847
2019-06-23,0.7847
2019-06-24,0.7848
2019-06-25,0.7881
2019-06-26,0.7881
2019-06-27,0.789
2019-06-28,0.7875
2019-06-29,0.7875
2019-06-30,0.7875
2019-07-01,0.7912
2019-07-02,0.7941
2019-07-03,0.7954
2019-07-04,0.795
2019-07-05,0.7983
2019-07-06,0.7983
2019-07-07,0.7983
2019-07-08,0.7988
2019-07-09,0.8023
2019-07-10,0.7997
2019-07-11,0.7986
2019-07-12,0.7954
2019-07-13,0.7954
2019-07-14,0.7954
2019-07-15,0.799
2019-07-16,0.8059
2019-07-17,0.8043
2019-07-18,0.7969
2019-07-19,0.7998
2019-07-20,0.7998
2019-07-21,0.7998
2019-07-22,0.8015
2019-07-23,0.8039
2019-07-24,0.801
2019-07-25,0.8029
2019-07-26,0.8076
2019-07-27,0.8076
2019-07-28,0.8076
2019-07-29,0.8184
2019-07-30,0.823
2019-07-31,0.8225
2019-08-01,0.8243
2019-08-02,0.8222
2019-08-03,0.8222
2019-08-04,0.8222
2019-08-05,0.8235
2019-08-06,0.8219
2019-08-07,0.8235
2019-08-08,0.8242
2019-08-09,0.8314
2019-08-10,0.8314
2019-08-11,0.8314
2019-08-12,0.8281
2019-08-13,0.8292
2019-08-14,0.8293
2019-08-15,0.8272
2019-08-16,0.8233
2019-08-17,0.8233
2019-08-18,0.8233
2019-08-19,0.8246
2019-08-20,0.8217
2019-08-21,0.8248
2019-08-22,0.8161
2019-08-23,0.8138
2019-08-24,0.8138
