,USDVND BGN Curncy
2010-07-19,19140.0
2010-07-20,19082.0
2010-07-21,19074.0
2010-07-22,19073.0
2010-07-23,19094.0
2010-07-24,19094.0
2010-07-25,19094.0
2010-07-26,19094.0
2010-07-27,19075.0
2010-07-28,19048.0
2010-07-29,19084.0
2010-07-30,19080.0
2010-07-31,19080.0
2010-08-01,19080.0
2010-08-02,19095.0
2010-08-03,19080.0
2010-08-04,19095.0
2010-08-05,19086.0
2010-08-06,19098.0
2010-08-07,19098.0
2010-08-08,19098.0
2010-08-09,19100.0
2010-08-10,19090.0
2010-08-11,19095.0
2010-08-12,19099.0
2010-08-13,19075.0
2010-08-14,19075.0
2010-08-15,19075.0
2010-08-16,19095.0
2010-08-17,19099.0
2010-08-18,19250.0
2010-08-19,19490.0
2010-08-20,19475.0
2010-08-21,19475.0
2010-08-22,19475.0
2010-08-23,19475.0
2010-08-24,19485.0
2010-08-25,19490.0
2010-08-26,19485.0
2010-08-27,19485.0
2010-08-28,19485.0
2010-08-29,19485.0
2010-08-30,19490.0
2010-08-31,19490.0
2010-09-01,19475.0
2010-09-02,19475.0
2010-09-03,19495.0
2010-09-04,19495.0
2010-09-05,19495.0
2010-09-06,19483.0
2010-09-07,19475.0
2010-09-08,19490.0
2010-09-09,19490.0
2010-09-10,19490.0
2010-09-11,19490.0
2010-09-12,19490.0
2010-09-13,19490.0
2010-09-14,19495.0
2010-09-15,19480.0
2010-09-16,19490.0
2010-09-17,19480.0
2010-09-18,19480.0
2010-09-19,19480.0
2010-09-20,19490.0
2010-09-21,19475.0
2010-09-22,19495.0
2010-09-23,19490.0
2010-09-24,19483.0
2010-09-25,19483.0
2010-09-26,19483.0
2010-09-27,19495.0
2010-09-28,19495.0
2010-09-29,19495.0
2010-09-30,19490.0
2010-10-01,19490.0
2010-10-02,19490.0
2010-10-03,19490.0
2010-10-04,19495.0
2010-10-05,19490.0
2010-10-06,19475.0
2010-10-07,19488.0
2010-10-08,19485.0
2010-10-09,19485.0
2010-10-10,19485.0
2010-10-11,19485.0
2010-10-12,19490.0
2010-10-13,19490.0
2010-10-14,19485.0
2010-10-15,19499.0
2010-10-16,19499.0
2010-10-17,19499.0
2010-10-18,19485.0
2010-10-19,19495.0
2010-10-20,19495.0
2010-10-21,19493.0
2010-10-22,19495.0
2010-10-23,19495.0
2010-10-24,19495.0
2010-10-25,19485.0
2010-10-26,19495.0
2010-10-27,19490.0
2010-10-28,19498.0
2010-10-29,19498.0
2010-10-30,19498.0
2010-10-31,19498.0
2010-11-01,19498.0
2010-11-02,19490.0
2010-11-03,19498.0
2010-11-04,19495.0
2010-11-05,19498.0
2010-11-06,19498.0
2010-11-07,19498.0
2010-11-08,19498.0
2010-11-09,19498.0
2010-11-10,19500.0
2010-11-11,19498.0
2010-11-12,19498.0
2010-11-13,19498.0
2010-11-14,19498.0
2010-11-15,19498.0
2010-11-16,19498.0
2010-11-17,19495.0
2010-11-18,19495.0
2010-11-19,19495.0
2010-11-20,19495.0
2010-11-21,19495.0
2010-11-22,19495.0
2010-11-23,19495.0
2010-11-24,19500.0
2010-11-25,19498.0
2010-11-26,19498.0
2010-11-27,19498.0
2010-11-28,19498.0
2010-11-29,19498.0
2010-11-30,19498.0
2010-12-01,19495.0
2010-12-02,19495.0
2010-12-03,19499.0
2010-12-04,19499.0
2010-12-05,19499.0
2010-12-06,19498.0
2010-12-07,19496.0
2010-12-08,19490.0
2010-12-09,19498.0
2010-12-10,19498.0
2010-12-11,19498.0
2010-12-12,19498.0
2010-12-13,19495.0
2010-12-14,19495.0
2010-12-15,19498.0
2010-12-16,19495.0
2010-12-17,19495.0
2010-12-18,19495.0
2010-12-19,19495.0
2010-12-20,19498.0
2010-12-21,19495.0
2010-12-22,19495.0
2010-12-23,19498.0
2010-12-24,19495.0
2010-12-25,19495.0
2010-12-26,19495.0
2010-12-27,19495.0
2010-12-28,19498.0
2010-12-29,19490.0
2010-12-30,19495.0
2010-12-31,19498.0
2011-01-01,19498.0
2011-01-02,19498.0
2011-01-03,19498.0
2011-01-04,19499.0
2011-01-05,19499.0
2011-01-06,19493.0
2011-01-07,19499.0
2011-01-08,19499.0
2011-01-09,19499.0
2011-01-10,19498.0
2011-01-11,19499.0
2011-01-12,19498.0
2011-01-13,19498.0
2011-01-14,19498.0
2011-01-15,19498.0
2011-01-16,19498.0
2011-01-17,19495.0
2011-01-18,19499.0
2011-01-19,19498.0
2011-01-20,19495.0
2011-01-21,19498.0
2011-01-22,19498.0
2011-01-23,19498.0
2011-01-24,19499.0
2011-01-25,19499.0
2011-01-26,19498.0
2011-01-27,19498.0
2011-01-28,19498.0
2011-01-29,19498.0
2011-01-30,19498.0
2011-01-31,19498.0
2011-02-01,19495.0
2011-02-02,19495.0
2011-02-03,19495.0
2011-02-04,19495.0
2011-02-05,19495.0
2011-02-06,19495.0
2011-02-07,19495.0
2011-02-08,19499.0
2011-02-09,19498.0
2011-02-10,19490.0
2011-02-11,20800.0
2011-02-12,20800.0
2011-02-13,20800.0
2011-02-14,20910.0
2011-02-15,20905.0
2011-02-16,20895.0
2011-02-17,20895.0
2011-02-18,20883.0
2011-02-19,20883.0
2011-02-20,20883.0
2011-02-21,20875.0
2011-02-22,20880.0
2011-02-23,20885.0
2011-02-24,20893.0
2011-02-25,20888.0
2011-02-26,20888.0
2011-02-27,20888.0
2011-02-28,20878.0
2011-03-01,20873.0
2011-03-02,20865.0
2011-03-03,20815.0
2011-03-04,20835.0
2011-03-05,20835.0
2011-03-06,20835.0
2011-03-07,20863.0
2011-03-08,20868.0
2011-03-09,20870.0
2011-03-10,20845.0
2011-03-11,20873.0
2011-03-12,20873.0
2011-03-13,20873.0
2011-03-14,20835.0
2011-03-15,20868.0
2011-03-16,20863.0
2011-03-17,20863.0
2011-03-18,20855.0
2011-03-19,20855.0
2011-03-20,20855.0
2011-03-21,20875.0
2011-03-22,20855.0
2011-03-23,20893.0
2011-03-24,20890.0
2011-03-25,20875.0
2011-03-26,20875.0
2011-03-27,20875.0
2011-03-28,20895.0
2011-03-29,20880.0
2011-03-30,20900.0
2011-03-31,20895.0
2011-04-01,20913.0
2011-04-02,20913.0
2011-04-03,20913.0
2011-04-04,20870.0
2011-04-05,20875.0
2011-04-06,20900.0
2011-04-07,20905.0
2011-04-08,20910.0
2011-04-09,20910.0
2011-04-10,20910.0
2011-04-11,20910.0
2011-04-12,20910.0
2011-04-13,20915.0
2011-04-14,20893.0
2011-04-15,20893.0
2011-04-16,20893.0
2011-04-17,20893.0
2011-04-18,20893.0
2011-04-19,20915.0
2011-04-20,20920.0
2011-04-21,20925.0
2011-04-22,20920.0
2011-04-23,20920.0
2011-04-24,20920.0
2011-04-25,20913.0
2011-04-26,20720.0
2011-04-27,20655.0
2011-04-28,20525.0
2011-04-29,20645.0
2011-04-30,20645.0
2011-05-01,20645.0
2011-05-02,20645.0
2011-05-03,20625.0
2011-05-04,20655.0
2011-05-05,20610.0
2011-05-06,20620.0
2011-05-07,20620.0
2011-05-08,20620.0
2011-05-09,20615.0
2011-05-10,20625.0
2011-05-11,20605.0
2011-05-12,20590.0
2011-05-13,20610.0
2011-05-14,20610.0
2011-05-15,20610.0
2011-05-16,20610.0
2011-05-17,20725.0
2011-05-18,20695.0
2011-05-19,20765.0
2011-05-20,20750.0
2011-05-21,20750.0
2011-05-22,20750.0
2011-05-23,20685.0
2011-05-24,20630.0
2011-05-25,20630.0
2011-05-26,20625.0
2011-05-27,20580.0
2011-05-28,20580.0
2011-05-29,20580.0
2011-05-30,20560.0
2011-05-31,20545.0
2011-06-01,20585.0
2011-06-02,20550.0
2011-06-03,20555.0
2011-06-04,20555.0
2011-06-05,20555.0
2011-06-06,20593.0
2011-06-07,20565.0
2011-06-08,20630.0
2011-06-09,20595.0
2011-06-10,20550.0
2011-06-11,20550.0
2011-06-12,20550.0
2011-06-13,20575.0
2011-06-14,20570.0
2011-06-15,20570.0
2011-06-16,20645.0
2011-06-17,20750.0
2011-06-18,20750.0
2011-06-19,20750.0
2011-06-20,20645.0
2011-06-21,20650.0
2011-06-22,20595.0
2011-06-23,20600.0
2011-06-24,20575.0
2011-06-25,20575.0
2011-06-26,20575.0
2011-06-27,20615.0
2011-06-28,20605.0
2011-06-29,20595.0
2011-06-30,20585.0
2011-07-01,20585.0
2011-07-02,20585.0
2011-07-03,20585.0
2011-07-04,20600.0
2011-07-05,20600.0
2011-07-06,20585.0
2011-07-07,20600.0
2011-07-08,20590.0
2011-07-09,20590.0
2011-07-10,20590.0
2011-07-11,20590.0
2011-07-12,20575.0
2011-07-13,20570.0
2011-07-14,20558.0
2011-07-15,20575.0
2011-07-16,20575.0
2011-07-17,20575.0
2011-07-18,20565.0
2011-07-19,20575.0
2011-07-20,20595.0
2011-07-21,20568.0
2011-07-22,20600.0
2011-07-23,20600.0
2011-07-24,20600.0
2011-07-25,20575.0
2011-07-26,20585.0
2011-07-27,20580.0
2011-07-28,20595.0
2011-07-29,20595.0
2011-07-30,20595.0
2011-07-31,20595.0
2011-08-01,20585.0
2011-08-02,20590.0
2011-08-03,20550.0
2011-08-04,20588.0
2011-08-05,20605.0
2011-08-06,20605.0
2011-08-07,20605.0
2011-08-08,20595.0
2011-08-09,20789.0
2011-08-10,20807.0
2011-08-11,20817.0
2011-08-12,20817.0
2011-08-13,20817.0
2011-08-14,20817.0
2011-08-15,20812.0
2011-08-16,20787.0
2011-08-17,20802.0
2011-08-18,20817.0
2011-08-19,20800.0
2011-08-20,20800.0
2011-08-21,20800.0
2011-08-22,20822.0
2011-08-23,20822.0
2011-08-24,20832.0
2011-08-25,20812.0
2011-08-26,20832.0
2011-08-27,20832.0
2011-08-28,20832.0
2011-08-29,20832.0
2011-08-30,20827.0
2011-08-31,20832.0
2011-09-01,20832.0
2011-09-02,20832.0
2011-09-03,20832.0
2011-09-04,20832.0
2011-09-05,20832.0
2011-09-06,20817.0
2011-09-07,20832.0
2011-09-08,20817.0
2011-09-09,20817.0
2011-09-10,20817.0
2011-09-11,20817.0
2011-09-12,20832.0
2011-09-13,20817.0
2011-09-14,20832.0
2011-09-15,20832.0
2011-09-16,20832.0
2011-09-17,20832.0
2011-09-18,20832.0
2011-09-19,20832.0
2011-09-20,20817.0
2011-09-21,20832.0
2011-09-22,20822.0
2011-09-23,20832.0
2011-09-24,20832.0
2011-09-25,20832.0
2011-09-26,20832.0
2011-09-27,20817.0
2011-09-28,20832.0
2011-09-29,20832.0
2011-09-30,20830.0
2011-10-01,20830.0
2011-10-02,20830.0
2011-10-03,20832.0
2011-10-04,20822.0
2011-10-05,20842.0
2011-10-06,20852.0
2011-10-07,20817.0
2011-10-08,20817.0
2011-10-09,20817.0
2011-10-10,20858.0
2011-10-11,20868.0
2011-10-12,20873.0
2011-10-13,20883.0
2011-10-14,20893.0
2011-10-15,20893.0
2011-10-16,20893.0
2011-10-17,20908.0
2011-10-18,20914.0
2011-10-19,20938.0
2011-10-20,20943.0
2011-10-21,20953.0
2011-10-22,20953.0
2011-10-23,20953.0
2011-10-24,20953.0
2011-10-25,20953.0
2011-10-26,20973.0
2011-10-27,20991.0
2011-10-28,21006.0
2011-10-29,21006.0
2011-10-30,21006.0
2011-10-31,21009.0
2011-11-01,21006.0
2011-11-02,21008.0
2011-11-03,21009.0
2011-11-04,21008.0
2011-11-05,21008.0
2011-11-06,21008.0
2011-11-07,21008.0
2011-11-08,21008.0
2011-11-09,21010.0
2011-11-10,21008.0
2011-11-11,21010.0
2011-11-12,21010.0
2011-11-13,21010.0
2011-11-14,21008.0
2011-11-15,21008.0
2011-11-16,21006.0
2011-11-17,21009.0
2011-11-18,21006.0
2011-11-19,21006.0
2011-11-20,21006.0
2011-11-21,21009.0
2011-11-22,21008.0
2011-11-23,21009.0
2011-11-24,21008.0
2011-11-25,21006.0
2011-11-26,21006.0
2011-11-27,21006.0
2011-11-28,21008.0
2011-11-29,21010.0
2011-11-30,21006.0
2011-12-01,21011.0
2011-12-02,21006.0
2011-12-03,21006.0
2011-12-04,21006.0
2011-12-05,21011.0
2011-12-06,21011.0
2011-12-07,21011.0
2011-12-08,21008.0
2011-12-09,21006.0
2011-12-10,21006.0
2011-12-11,21006.0
2011-12-12,21008.0
2011-12-13,21011.0
2011-12-14,21010.0
2011-12-15,21016.0
2011-12-16,21021.0
2011-12-17,21021.0
2011-12-18,21021.0
2011-12-19,21018.0
2011-12-20,21006.0
2011-12-21,21018.0
2011-12-22,21006.0
2011-12-23,21016.0
2011-12-24,21016.0
2011-12-25,21016.0
2011-12-26,21036.0
2011-12-27,21032.0
2011-12-28,21006.0
2011-12-29,21023.0
2011-12-30,21034.0
2011-12-31,21034.0
2012-01-01,21034.0
2012-01-02,21034.0
2012-01-03,21031.0
2012-01-04,21031.0
2012-01-05,21031.0
2012-01-06,21034.0
2012-01-07,21034.0
2012-01-08,21034.0
2012-01-09,21035.0
2012-01-10,21018.0
2012-01-11,21031.0
2012-01-12,21035.0
2012-01-13,21034.0
2012-01-14,21034.0
2012-01-15,21034.0
2012-01-16,21018.0
2012-01-17,21018.0
2012-01-18,20930.0
2012-01-19,20900.0
2012-01-20,20870.0
2012-01-21,20870.0
2012-01-22,20870.0
2012-01-23,20870.0
2012-01-24,20870.0
2012-01-25,20900.0
2012-01-26,20900.0
2012-01-27,20900.0
2012-01-28,20900.0
2012-01-29,20900.0
2012-01-30,20965.0
2012-01-31,21005.0
2012-02-01,21013.0
2012-02-02,21019.0
2012-02-03,20973.0
2012-02-04,20973.0
2012-02-05,20973.0
2012-02-06,20928.0
2012-02-07,20905.0
2012-02-08,20973.0
2012-02-09,20875.0
2012-02-10,20922.0
2012-02-11,20922.0
2012-02-12,20922.0
2012-02-13,20853.0
2012-02-14,20845.0
2012-02-15,20831.0
2012-02-16,20775.0
2012-02-17,20815.0
2012-02-18,20815.0
2012-02-19,20815.0
2012-02-20,20881.0
2012-02-21,20815.0
2012-02-22,20815.0
2012-02-23,20775.0
2012-02-24,20838.0
2012-02-25,20838.0
2012-02-26,20838.0
2012-02-27,20835.0
2012-02-28,20828.0
2012-02-29,20835.0
2012-03-01,20805.0
2012-03-02,20830.0
2012-03-03,20830.0
2012-03-04,20830.0
2012-03-05,20815.0
2012-03-06,20860.0
2012-03-07,20833.0
2012-03-08,20835.0
2012-03-09,20830.0
2012-03-10,20830.0
2012-03-11,20830.0
2012-03-12,20835.0
2012-03-13,20840.0
2012-03-14,20840.0
2012-03-15,20830.0
2012-03-16,20820.0
2012-03-17,20820.0
2012-03-18,20820.0
2012-03-19,20835.0
2012-03-20,20830.0
2012-03-21,20870.0
2012-03-22,20860.0
2012-03-23,20885.0
2012-03-24,20885.0
2012-03-25,20885.0
2012-03-26,20900.0
2012-03-27,20865.0
2012-03-28,20845.0
2012-03-29,20825.0
2012-03-30,20850.0
2012-03-31,20850.0
2012-04-01,20850.0
2012-04-02,20850.0
2012-04-03,20840.0
2012-04-04,20835.0
2012-04-05,20825.0
2012-04-06,20830.0
2012-04-07,20830.0
2012-04-08,20830.0
2012-04-09,20835.0
2012-04-10,20817.0
2012-04-11,20825.0
2012-04-12,20840.0
2012-04-13,20825.0
2012-04-14,20825.0
2012-04-15,20825.0
2012-04-16,20825.0
2012-04-17,20825.0
2012-04-18,20825.0
2012-04-19,20825.0
2012-04-20,20850.0
2012-04-21,20850.0
2012-04-22,20850.0
2012-04-23,20840.0
2012-04-24,20825.0
2012-04-25,20855.0
2012-04-26,20870.0
2012-04-27,20865.0
2012-04-28,20865.0
2012-04-29,20865.0
2012-04-30,20865.0
2012-05-01,20865.0
2012-05-02,20855.0
2012-05-03,20858.0
2012-05-04,20850.0
2012-05-05,20850.0
2012-05-06,20850.0
2012-05-07,20870.0
2012-05-08,20850.0
2012-05-09,20860.0
2012-05-10,20865.0
2012-05-11,20845.0
2012-05-12,20845.0
2012-05-13,20845.0
2012-05-14,20860.0
2012-05-15,20855.0
2012-05-16,20850.0
2012-05-17,20845.0
2012-05-18,20850.0
2012-05-19,20850.0
2012-05-20,20850.0
2012-05-21,20850.0
2012-05-22,20848.0
2012-05-23,20850.0
2012-05-24,20860.0
2012-05-25,20860.0
2012-05-26,20860.0
2012-05-27,20860.0
2012-05-28,20860.0
2012-05-29,20850.0
2012-05-30,20875.0
2012-05-31,20870.0
2012-06-01,20865.0
2012-06-02,20865.0
2012-06-03,20865.0
2012-06-04,20885.0
2012-06-05,20950.0
2012-06-06,21008.0
2012-06-07,21005.0
2012-06-08,20985.0
2012-06-09,20985.0
2012-06-10,20985.0
2012-06-11,20990.0
2012-06-12,20910.0
2012-06-13,20960.0
2012-06-14,20960.0
2012-06-15,20960.0
2012-06-16,20960.0
2012-06-17,20960.0
2012-06-18,20955.0
2012-06-19,20965.0
2012-06-20,20940.0
2012-06-21,20920.0
2012-06-22,20905.0
2012-06-23,20905.0
2012-06-24,20905.0
2012-06-25,20925.0
2012-06-26,20925.0
2012-06-27,20890.0
2012-06-28,20925.0
2012-06-29,20905.0
2012-06-30,20905.0
2012-07-01,20905.0
2012-07-02,20895.0
2012-07-03,20890.0
2012-07-04,20890.0
2012-07-05,20880.0
2012-07-06,20885.0
2012-07-07,20885.0
2012-07-08,20885.0
2012-07-09,20875.0
2012-07-10,20880.0
2012-07-11,20875.0
2012-07-12,20870.0
2012-07-13,20860.0
2012-07-14,20860.0
2012-07-15,20860.0
2012-07-16,20860.0
2012-07-17,20850.0
2012-07-18,20855.0
2012-07-19,20840.0
2012-07-20,20845.0
2012-07-21,20845.0
2012-07-22,20845.0
2012-07-23,20850.0
2012-07-24,20880.0
2012-07-25,20885.0
2012-07-26,20880.0
2012-07-27,20880.0
2012-07-28,20880.0
2012-07-29,20880.0
2012-07-30,20870.0
2012-07-31,20870.0
2012-08-01,20860.0
2012-08-02,20865.0
2012-08-03,20865.0
2012-08-04,20865.0
2012-08-05,20865.0
2012-08-06,20855.0
2012-08-07,20865.0
2012-08-08,20865.0
2012-08-09,20860.0
2012-08-10,20865.0
2012-08-11,20865.0
2012-08-12,20865.0
2012-08-13,20850.0
2012-08-14,20850.0
2012-08-15,20855.0
2012-08-16,20845.0
2012-08-17,20865.0
2012-08-18,20865.0
2012-08-19,20865.0
2012-08-20,20845.0
2012-08-21,20845.0
2012-08-22,20845.0
2012-08-23,20895.0
2012-08-24,20905.0
2012-08-25,20905.0
2012-08-26,20905.0
2012-08-27,20865.0
2012-08-28,20875.0
2012-08-29,20865.0
2012-08-30,20860.0
2012-08-31,20840.0
2012-09-01,20840.0
2012-09-02,20840.0
2012-09-03,20840.0
2012-09-04,20860.0
2012-09-05,20860.0
2012-09-06,20855.0
2012-09-07,20850.0
2012-09-08,20850.0
2012-09-09,20850.0
2012-09-10,20865.0
2012-09-11,20850.0
2012-09-12,20845.0
2012-09-13,20865.0
2012-09-14,20865.0
2012-09-15,20865.0
2012-09-16,20865.0
2012-09-17,20855.0
2012-09-18,20850.0
2012-09-19,20870.0
2012-09-20,20880.0
2012-09-21,20865.0
2012-09-22,20865.0
2012-09-23,20865.0
2012-09-24,20870.0
2012-09-25,20850.0
2012-09-26,20875.0
2012-09-27,20885.0
2012-09-28,20885.0
2012-09-29,20885.0
2012-09-30,20885.0
2012-10-01,20883.0
2012-10-02,20885.0
2012-10-03,20890.0
2012-10-04,20890.0
2012-10-05,20885.0
2012-10-06,20885.0
2012-10-07,20885.0
2012-10-08,20888.0
2012-10-09,20870.0
2012-10-10,20855.0
2012-10-11,20860.0
2012-10-12,20845.0
2012-10-13,20845.0
2012-10-14,20845.0
2012-10-15,20850.0
2012-10-16,20850.0
2012-10-17,20850.0
2012-10-18,20845.0
2012-10-19,20845.0
2012-10-20,20845.0
2012-10-21,20845.0
2012-10-22,20850.0
2012-10-23,20855.0
2012-10-24,20850.0
2012-10-25,20850.0
2012-10-26,20840.0
2012-10-27,20840.0
2012-10-28,20840.0
2012-10-29,20850.0
2012-10-30,20845.0
2012-10-31,20850.0
2012-11-01,20850.0
2012-11-02,20850.0
2012-11-03,20850.0
2012-11-04,20850.0
2012-11-05,20850.0
2012-11-06,20850.0
2012-11-07,20850.0
2012-11-08,20840.0
2012-11-09,20840.0
2012-11-10,20840.0
2012-11-11,20840.0
2012-11-12,20848.0
2012-11-13,20845.0
2012-11-14,20850.0
2012-11-15,20848.0
2012-11-16,20850.0
2012-11-17,20850.0
2012-11-18,20850.0
2012-11-19,20860.0
2012-11-20,20850.0
2012-11-21,20850.0
2012-11-22,20865.0
2012-11-23,20865.0
2012-11-24,20865.0
2012-11-25,20865.0
2012-11-26,20865.0
2012-11-27,20860.0
2012-11-28,20850.0
2012-11-29,20855.0
2012-11-30,20850.0
2012-12-01,20850.0
2012-12-02,20850.0
2012-12-03,20850.0
2012-12-04,20850.0
2012-12-05,20845.0
2012-12-06,20850.0
2012-12-07,20840.0
2012-12-08,20840.0
2012-12-09,20840.0
2012-12-10,20840.0
2012-12-11,20856.0
2012-12-12,20840.0
2012-12-13,20840.0
2012-12-14,20840.0
2012-12-15,20840.0
2012-12-16,20840.0
2012-12-17,20840.0
2012-12-18,20840.0
2012-12-19,20860.0
2012-12-20,20860.0
2012-12-21,20855.0
2012-12-22,20855.0
2012-12-23,20855.0
2012-12-24,20850.0
2012-12-25,20840.0
2012-12-26,20845.0
2012-12-27,20837.0
2012-12-28,20840.0
2012-12-29,20840.0
2012-12-30,20840.0
2012-12-31,20840.0
2013-01-01,20835.0
2013-01-02,20840.0
2013-01-03,20840.0
2013-01-04,20843.0
2013-01-05,20843.0
2013-01-06,20843.0
2013-01-07,20840.0
2013-01-08,20840.0
2013-01-09,20840.0
2013-01-10,20840.0
2013-01-11,20850.0
2013-01-12,20850.0
2013-01-13,20850.0
2013-01-14,20842.0
2013-01-15,20842.0
2013-01-16,20845.0
2013-01-17,20845.0
2013-01-18,20845.0
2013-01-19,20845.0
2013-01-20,20845.0
2013-01-21,20845.0
2013-01-22,20845.0
2013-01-23,20845.0
2013-01-24,20845.0
2013-01-25,20840.0
2013-01-26,20840.0
2013-01-27,20840.0
2013-01-28,20840.0
2013-01-29,20848.0
2013-01-30,20835.0
2013-01-31,20840.0
2013-02-01,20833.0
2013-02-02,20833.0
2013-02-03,20833.0
2013-02-04,20835.0
2013-02-05,20830.0
2013-02-06,20830.0
2013-02-07,20825.0
2013-02-08,20845.0
2013-02-09,20845.0
2013-02-10,20845.0
2013-02-11,20845.0
2013-02-12,20835.0
2013-02-13,20835.0
2013-02-14,20835.0
2013-02-15,20835.0
2013-02-16,20835.0
2013-02-17,20835.0
2013-02-18,20830.0
2013-02-19,20850.0
2013-02-20,20870.0
2013-02-21,20895.0
2013-02-22,20890.0
2013-02-23,20890.0
2013-02-24,20890.0
2013-02-25,20885.0
2013-02-26,20890.0
2013-02-27,20918.0
2013-02-28,20955.0
2013-03-01,20925.0
2013-03-02,20925.0
2013-03-03,20925.0
2013-03-04,20965.0
2013-03-05,20993.0
2013-03-06,20950.0
2013-03-07,20935.0
2013-03-08,20935.0
