,USDCOP BGN Curncy
2010-07-02,1888.6
2010-07-03,1888.6
2010-07-04,1888.6
2010-07-05,1887.5
2010-07-06,1893.1
2010-07-07,1906.2
2010-07-08,1884.98
2010-07-09,1873.55
2010-07-10,1873.55
2010-07-11,1873.55
2010-07-12,1877.9
2010-07-13,1872.65
2010-07-14,1871.65
2010-07-15,1870.4
2010-07-16,1877.85
2010-07-17,1877.85
2010-07-18,1877.85
2010-07-19,1875.4
2010-07-20,1874.5
2010-07-21,1867.4
2010-07-22,1862.4
2010-07-23,1868.25
2010-07-24,1868.25
2010-07-25,1868.25
2010-07-26,1858.9
2010-07-27,1849.9
2010-07-28,1844.51
2010-07-29,1843.25
2010-07-30,1843.5
2010-07-31,1843.5
2010-08-01,1843.5
2010-08-02,1832.4
2010-08-03,1831.6
2010-08-04,1822.98
2010-08-05,1818.35
2010-08-06,1816.1
2010-08-07,1816.1
2010-08-08,1816.1
2010-08-09,1808.45
2010-08-10,1808.7
2010-08-11,1801.2
2010-08-12,1825.15
2010-08-13,1836.95
2010-08-14,1836.95
2010-08-15,1836.95
2010-08-16,1824.5
2010-08-17,1807.0
2010-08-18,1811.75
2010-08-19,1817.75
2010-08-20,1820.0
2010-08-21,1820.0
2010-08-22,1820.0
2010-08-23,1812.93
2010-08-24,1817.1
2010-08-25,1818.0
2010-08-26,1816.3
2010-08-27,1817.48
2010-08-28,1817.48
2010-08-29,1817.48
2010-08-30,1826.85
2010-08-31,1826.45
2010-09-01,1811.91
2010-09-02,1813.18
2010-09-03,1808.7
2010-09-04,1808.7
2010-09-05,1808.7
2010-09-06,1804.68
2010-09-07,1807.48
2010-09-08,1804.9
2010-09-09,1804.33
2010-09-10,1798.85
2010-09-11,1798.85
2010-09-12,1798.85
2010-09-13,1791.1
2010-09-14,1790.35
2010-09-15,1807.28
2010-09-16,1810.7
2010-09-17,1799.15
2010-09-18,1799.15
2010-09-19,1799.15
2010-09-20,1800.7
2010-09-21,1805.0
2010-09-22,1803.18
2010-09-23,1811.58
2010-09-24,1802.2
2010-09-25,1802.2
2010-09-26,1802.2
2010-09-27,1803.49
2010-09-28,1803.75
2010-09-29,1800.18
2010-09-30,1802.18
2010-10-01,1797.6
2010-10-02,1797.6
2010-10-03,1797.6
2010-10-04,1803.85
2010-10-05,1799.9
2010-10-06,1789.55
2010-10-07,1787.21
2010-10-08,1786.8
2010-10-09,1786.8
2010-10-10,1786.8
2010-10-11,1786.5
2010-10-12,1789.93
2010-10-13,1790.68
2010-10-14,1801.8
2010-10-15,1808.63
2010-10-16,1808.63
2010-10-17,1808.63
2010-10-18,1810.0
2010-10-19,1815.85
2010-10-20,1809.25
2010-10-21,1818.79
2010-10-22,1828.65
2010-10-23,1828.65
2010-10-24,1828.65
2010-10-25,1829.9
2010-10-26,1840.35
2010-10-27,1848.53
2010-10-28,1836.2
2010-10-29,1838.75
2010-10-30,1838.75
2010-10-31,1838.75
2010-11-01,1840.0
2010-11-02,1844.3
2010-11-03,1836.95
2010-11-04,1818.15
2010-11-05,1820.7
2010-11-06,1820.7
2010-11-07,1820.7
2010-11-08,1832.03
2010-11-09,1841.85
2010-11-10,1853.73
2010-11-11,1858.5
2010-11-12,1867.33
2010-11-13,1867.33
2010-11-14,1867.33
2010-11-15,1867.0
2010-11-16,1883.3
2010-11-17,1874.38
2010-11-18,1869.75
2010-11-19,1876.85
2010-11-20,1876.85
2010-11-21,1876.85
2010-11-22,1879.95
2010-11-23,1893.0
2010-11-24,1891.05
2010-11-25,1891.0
2010-11-26,1908.45
2010-11-27,1908.45
2010-11-28,1908.45
2010-11-29,1922.9
2010-11-30,1944.15
2010-12-01,1932.5
2010-12-02,1906.2
2010-12-03,1883.3
2010-12-04,1883.3
2010-12-05,1883.3
2010-12-06,1889.65
2010-12-07,1894.15
2010-12-08,1882.6
2010-12-09,1908.38
2010-12-10,1881.85
2010-12-11,1881.85
2010-12-12,1881.85
2010-12-13,1905.9
2010-12-14,1897.8
2010-12-15,1907.0
2010-12-16,1915.6
2010-12-17,1919.0
2010-12-18,1919.0
2010-12-19,1919.0
2010-12-20,1928.5
2010-12-21,1934.75
2010-12-22,1921.75
2010-12-23,1937.95
2010-12-24,1939.2
2010-12-25,1939.2
2010-12-26,1939.2
2010-12-27,1980.5
2010-12-28,2027.5
2010-12-29,1955.0
2010-12-30,1915.5
2010-12-31,1907.7
2011-01-01,1907.7
2011-01-02,1907.7
2011-01-03,1894.23
2011-01-04,1897.25
2011-01-05,1890.75
2011-01-06,1867.95
2011-01-07,1864.75
2011-01-08,1864.75
2011-01-09,1864.75
2011-01-10,1870.5
2011-01-11,1856.0
2011-01-12,1866.0
2011-01-13,1864.5
2011-01-14,1871.75
2011-01-15,1871.75
2011-01-16,1871.75
2011-01-17,1878.5
2011-01-18,1857.0
2011-01-19,1841.75
2011-01-20,1850.0
2011-01-21,1842.25
2011-01-22,1842.25
2011-01-23,1842.25
2011-01-24,1852.98
2011-01-25,1857.5
2011-01-26,1863.45
2011-01-27,1859.5
2011-01-28,1862.2
2011-01-29,1862.2
2011-01-30,1862.2
2011-01-31,1867.2
2011-02-01,1852.6
2011-02-02,1859.5
2011-02-03,1865.0
2011-02-04,1871.5
2011-02-05,1871.5
2011-02-06,1871.5
2011-02-07,1868.9
2011-02-08,1886.5
2011-02-09,1889.5
2011-02-10,1881.48
2011-02-11,1886.0
2011-02-12,1886.0
2011-02-13,1886.0
2011-02-14,1896.1
2011-02-15,1906.45
2011-02-16,1909.85
2011-02-17,1893.75
2011-02-18,1877.1
2011-02-19,1877.1
2011-02-20,1877.1
2011-02-21,1887.5
2011-02-22,1895.15
2011-02-23,1898.45
2011-02-24,1898.75
2011-02-25,1907.15
2011-02-26,1907.15
2011-02-27,1907.15
2011-02-28,1907.9
2011-03-01,1916.6
2011-03-02,1913.4
2011-03-03,1899.15
2011-03-04,1894.4
2011-03-05,1894.4
2011-03-06,1894.4
2011-03-07,1895.6
2011-03-08,1888.25
2011-03-09,1876.75
2011-03-10,1867.5
2011-03-11,1869.88
2011-03-12,1869.88
2011-03-13,1869.88
2011-03-14,1878.76
2011-03-15,1890.14
2011-03-16,1892.62
2011-03-17,1879.93
2011-03-18,1874.01
2011-03-19,1874.01
2011-03-20,1874.01
2011-03-21,1872.35
2011-03-22,1866.8
2011-03-23,1867.18
2011-03-24,1865.45
2011-03-25,1870.73
2011-03-26,1870.73
2011-03-27,1870.73
2011-03-28,1878.68
2011-03-29,1885.5
2011-03-30,1876.05
2011-03-31,1871.0
2011-04-01,1849.19
2011-04-02,1849.19
2011-04-03,1849.19
2011-04-04,1849.25
2011-04-05,1835.3
2011-04-06,1829.08
2011-04-07,1825.0
2011-04-08,1817.55
2011-04-09,1817.55
2011-04-10,1817.55
2011-04-11,1817.35
2011-04-12,1819.43
2011-04-13,1818.83
2011-04-14,1804.5
2011-04-15,1798.43
2011-04-16,1798.43
2011-04-17,1798.43
2011-04-18,1799.01
2011-04-19,1788.45
2011-04-20,1780.28
2011-04-21,1782.0
2011-04-22,1782.5
2011-04-23,1782.5
2011-04-24,1782.5
2011-04-25,1782.5
2011-04-26,1791.4
2011-04-27,1775.0
2011-04-28,1767.13
2011-04-29,1767.0
2011-04-30,1767.0
2011-05-01,1767.0
2011-05-02,1772.0
2011-05-03,1765.25
2011-05-04,1765.0
2011-05-05,1764.6
2011-05-06,1768.9
2011-05-07,1768.9
2011-05-08,1768.9
2011-05-09,1787.98
2011-05-10,1787.1
2011-05-11,1811.75
2011-05-12,1799.8
2011-05-13,1807.71
2011-05-14,1807.71
2011-05-15,1807.71
2011-05-16,1820.9
2011-05-17,1825.35
2011-05-18,1817.2
2011-05-19,1816.09
2011-05-20,1815.28
2011-05-21,1815.28
2011-05-22,1815.28
2011-05-23,1826.8
2011-05-24,1831.56
2011-05-25,1832.35
2011-05-26,1826.1
2011-05-27,1807.64
2011-05-28,1807.64
2011-05-29,1807.64
2011-05-30,1808.5
2011-05-31,1788.85
2011-06-01,1790.75
2011-06-02,1784.5
2011-06-03,1783.5
2011-06-04,1783.5
2011-06-05,1783.5
2011-06-06,1783.0
2011-06-07,1767.4
2011-06-08,1771.05
2011-06-09,1770.95
2011-06-10,1777.45
2011-06-11,1777.45
2011-06-12,1777.45
2011-06-13,1781.3
2011-06-14,1771.4
2011-06-15,1790.1
2011-06-16,1793.5
2011-06-17,1791.8
2011-06-18,1791.8
2011-06-19,1791.8
2011-06-20,1787.4
2011-06-21,1780.1
2011-06-22,1780.15
2011-06-23,1787.53
2011-06-24,1793.25
2011-06-25,1793.25
2011-06-26,1793.25
2011-06-27,1793.5
2011-06-28,1781.94
2011-06-29,1779.5
2011-06-30,1770.78
2011-07-01,1762.3
2011-07-02,1762.3
2011-07-03,1762.3
2011-07-04,1761.0
2011-07-05,1769.0
2011-07-06,1766.18
2011-07-07,1760.9
2011-07-08,1760.23
2011-07-09,1760.23
2011-07-10,1760.23
2011-07-11,1770.1
2011-07-12,1764.0
2011-07-13,1757.8
2011-07-14,1748.5
2011-07-15,1758.06
2011-07-16,1758.06
2011-07-17,1758.06
2011-07-18,1757.48
2011-07-19,1757.35
2011-07-20,1759.42
2011-07-21,1753.75
2011-07-22,1756.4
2011-07-23,1756.4
2011-07-24,1756.4
2011-07-25,1764.0
2011-07-26,1759.3
2011-07-27,1766.7
2011-07-28,1772.47
2011-07-29,1778.38
2011-07-30,1778.38
2011-07-31,1778.38
2011-08-01,1768.0
2011-08-02,1770.88
2011-08-03,1770.82
2011-08-04,1785.77
2011-08-05,1789.75
2011-08-06,1789.75
2011-08-07,1789.75
2011-08-08,1814.72
2011-08-09,1811.9
2011-08-10,1795.97
2011-08-11,1789.57
2011-08-12,1785.7
2011-08-13,1785.7
2011-08-14,1785.7
2011-08-15,1782.0
2011-08-16,1775.46
2011-08-17,1766.24
2011-08-18,1777.0
2011-08-19,1782.9
2011-08-20,1782.9
2011-08-21,1782.9
2011-08-22,1780.0
2011-08-23,1788.92
2011-08-24,1786.31
2011-08-25,1790.5
2011-08-26,1794.5
2011-08-27,1794.5
2011-08-28,1794.5
2011-08-29,1786.9
2011-08-30,1786.3
2011-08-31,1778.02
2011-09-01,1779.2
2011-09-02,1783.0
2011-09-03,1783.0
2011-09-04,1783.0
2011-09-05,1788.5
2011-09-06,1791.5
2011-09-07,1790.59
2011-09-08,1788.5
2011-09-09,1798.8
2011-09-10,1798.8
2011-09-11,1798.8
2011-09-12,1820.99
2011-09-13,1813.0
2011-09-14,1826.75
2011-09-15,1821.0
2011-09-16,1821.41
2011-09-17,1821.41
2011-09-18,1821.41
2011-09-19,1856.5
2011-09-20,1860.0
2011-09-21,1874.0
2011-09-22,1910.0
2011-09-23,1903.94
2011-09-24,1903.94
2011-09-25,1903.94
2011-09-26,1909.45
2011-09-27,1888.25
2011-09-28,1917.32
2011-09-29,1917.65
2011-09-30,1931.98
2011-10-01,1931.98
2011-10-02,1931.98
2011-10-03,1960.95
2011-10-04,1984.6
2011-10-05,1961.1
2011-10-06,1946.8
2011-10-07,1934.8
2011-10-08,1934.8
2011-10-09,1934.8
2011-10-10,1936.9
2011-10-11,1914.75
2011-10-12,1896.0
2011-10-13,1901.03
2011-10-14,1886.1
2011-10-15,1886.1
2011-10-16,1886.1
2011-10-17,1886.75
2011-10-18,1903.0
2011-10-19,1902.42
2011-10-20,1908.75
2011-10-21,1892.32
2011-10-22,1892.32
2011-10-23,1892.32
2011-10-24,1872.06
2011-10-25,1878.05
2011-10-26,1879.1
2011-10-27,1861.5
2011-10-28,1861.6
2011-10-29,1861.6
2011-10-30,1861.6
2011-10-31,1865.75
2011-11-01,1891.51
2011-11-02,1906.42
2011-11-03,1905.07
2011-11-04,1911.5
2011-11-05,1911.5
2011-11-06,1911.5
2011-11-07,1912.17
2011-11-08,1910.85
2011-11-09,1913.95
2011-11-10,1913.85
2011-11-11,1911.0
2011-11-12,1911.0
2011-11-13,1911.0
2011-11-14,1914.15
2011-11-15,1915.0
2011-11-16,1906.66
2011-11-17,1919.5
2011-11-18,1914.42
2011-11-19,1914.42
2011-11-20,1914.42
2011-11-21,1928.2
2011-11-22,1918.53
2011-11-23,1934.8
2011-11-24,1932.47
2011-11-25,1956.68
2011-11-26,1956.68
2011-11-27,1956.68
2011-11-28,1949.77
2011-11-29,1963.39
2011-11-30,1950.56
2011-12-01,1946.3
2011-12-02,1940.57
2011-12-03,1940.57
2011-12-04,1940.57
2011-12-05,1935.55
2011-12-06,1933.4
2011-12-07,1923.13
2011-12-08,1931.0
2011-12-09,1925.5
2011-12-10,1925.5
2011-12-11,1925.5
2011-12-12,1931.39
2011-12-13,1929.55
2011-12-14,1938.07
2011-12-15,1935.61
2011-12-16,1940.97
2011-12-17,1940.97
2011-12-18,1940.97
2011-12-19,1935.1
2011-12-20,1934.25
2011-12-21,1931.88
2011-12-22,1923.3
2011-12-23,1920.16
2011-12-24,1920.16
2011-12-25,1920.16
2011-12-26,1923.0
2011-12-27,1922.5
2011-12-28,1941.25
2011-12-29,1939.9
2011-12-30,1938.5
2011-12-31,1938.5
2012-01-01,1938.5
2012-01-02,1930.0
2012-01-03,1906.98
2012-01-04,1885.75
2012-01-05,1880.5
2012-01-06,1880.35
2012-01-07,1880.35
2012-01-08,1880.35
2012-01-09,1880.5
2012-01-10,1860.9
2012-01-11,1850.0
2012-01-12,1838.35
2012-01-13,1841.05
2012-01-14,1841.05
2012-01-15,1841.05
2012-01-16,1846.0
2012-01-17,1837.4
2012-01-18,1823.1
2012-01-19,1825.86
2012-01-20,1823.9
2012-01-21,1823.9
2012-01-22,1823.9
2012-01-23,1813.8
2012-01-24,1814.0
2012-01-25,1812.65
2012-01-26,1810.8
2012-01-27,1807.03
2012-01-28,1807.03
2012-01-29,1807.03
2012-01-30,1817.75
2012-01-31,1810.4
2012-02-01,1799.63
2012-02-02,1793.88
2012-02-03,1784.5
2012-02-04,1784.5
2012-02-05,1784.5
2012-02-06,1787.3
2012-02-07,1782.1
2012-02-08,1779.3
2012-02-09,1776.45
2012-02-10,1784.15
2012-02-11,1784.15
2012-02-12,1784.15
2012-02-13,1778.2
2012-02-14,1790.2
2012-02-15,1795.35
2012-02-16,1784.5
2012-02-17,1778.5
2012-02-18,1778.5
2012-02-19,1778.5
2012-02-20,1774.0
2012-02-21,1778.35
2012-02-22,1782.01
2012-02-23,1776.44
2012-02-24,1775.75
2012-02-25,1775.75
2012-02-26,1775.75
2012-02-27,1772.01
2012-02-28,1767.35
2012-02-29,1767.0
2012-03-01,1769.25
2012-03-02,1774.0
2012-03-03,1774.0
2012-03-04,1774.0
2012-03-05,1772.2
2012-03-06,1780.68
2012-03-07,1768.8
2012-03-08,1765.0
2012-03-09,1762.35
2012-03-10,1762.35
2012-03-11,1762.35
2012-03-12,1763.9
2012-03-13,1758.15
2012-03-14,1764.0
2012-03-15,1760.4
2012-03-16,1759.7
2012-03-17,1759.7
2012-03-18,1759.7
2012-03-19,1760.0
2012-03-20,1757.95
2012-03-21,1759.56
2012-03-22,1760.45
2012-03-23,1760.27
2012-03-24,1760.27
2012-03-25,1760.27
2012-03-26,1760.75
2012-03-27,1763.8
2012-03-28,1774.5
2012-03-29,1792.0
2012-03-30,1788.75
2012-03-31,1788.75
2012-04-01,1788.75
2012-04-02,1775.66
2012-04-03,1769.2
2012-04-04,1772.9
2012-04-05,1775.34
2012-04-06,1773.51
2012-04-07,1773.51
2012-04-08,1773.51
2012-04-09,1783.88
2012-04-10,1793.9
2012-04-11,1787.83
2012-04-12,1777.21
2012-04-13,1775.5
2012-04-14,1775.5
2012-04-15,1775.5
2012-04-16,1776.2
2012-04-17,1770.0
2012-04-18,1774.74
2012-04-19,1774.0
2012-04-20,1771.1
2012-04-21,1771.1
2012-04-22,1771.1
2012-04-23,1769.83
2012-04-24,1769.4
2012-04-25,1761.9
2012-04-26,1762.07
2012-04-27,1764.4
2012-04-28,1764.4
2012-04-29,1764.4
2012-04-30,1762.0
2012-05-01,1763.65
2012-05-02,1757.05
2012-05-03,1756.45
2012-05-04,1758.7
2012-05-05,1758.7
2012-05-06,1758.7
2012-05-07,1755.0
2012-05-08,1765.9
2012-05-09,1767.65
2012-05-10,1762.93
2012-05-11,1762.85
2012-05-12,1762.85
2012-05-13,1762.85
2012-05-14,1771.5
2012-05-15,1786.2
2012-05-16,1794.33
2012-05-17,1806.1
2012-05-18,1822.9
2012-05-19,1822.9
2012-05-20,1822.9
2012-05-21,1829.67
2012-05-22,1826.8
2012-05-23,1844.24
2012-05-24,1841.54
2012-05-25,1832.7
2012-05-26,1832.7
2012-05-27,1832.7
2012-05-28,1827.5
2012-05-29,1814.7
2012-05-30,1826.75
2012-05-31,1827.94
2012-06-01,1830.63
2012-06-02,1830.63
2012-06-03,1830.63
2012-06-04,1817.25
2012-06-05,1792.35
2012-06-06,1782.92
2012-06-07,1769.82
2012-06-08,1776.75
2012-06-09,1776.75
2012-06-10,1776.75
2012-06-11,1776.0
2012-06-12,1777.75
2012-06-13,1784.08
2012-06-14,1791.8
2012-06-15,1783.9
2012-06-16,1783.9
2012-06-17,1783.9
2012-06-18,1790.0
2012-06-19,1770.5
2012-06-20,1770.35
2012-06-21,1777.43
2012-06-22,1791.03
2012-06-23,1791.03
2012-06-24,1791.03
2012-06-25,1802.63
2012-06-26,1802.77
2012-06-27,1796.02
2012-06-28,1806.5
2012-06-29,1783.76
2012-06-30,1783.76
2012-07-01,1783.76
2012-07-02,1780.11
2012-07-03,1769.5
2012-07-04,1767.14
2012-07-05,1775.68
2012-07-06,1784.55
2012-07-07,1784.55
2012-07-08,1784.55
2012-07-09,1789.25
2012-07-10,1786.88
2012-07-11,1785.21
2012-07-12,1787.43
2012-07-13,1775.97
2012-07-14,1775.97
2012-07-15,1775.97
2012-07-16,1779.8
2012-07-17,1780.28
2012-07-18,1776.23
2012-07-19,1779.5
2012-07-20,1780.0
2012-07-21,1780.0
2012-07-22,1780.0
2012-07-23,1789.18
2012-07-24,1802.95
2012-07-25,1798.46
2012-07-26,1791.76
2012-07-27,1791.56
2012-07-28,1791.56
2012-07-29,1791.56
2012-07-30,1790.61
2012-07-31,1792.2
2012-08-01,1787.15
2012-08-02,1790.5
2012-08-03,1786.88
2012-08-04,1786.88
2012-08-05,1786.88
2012-08-06,1788.5
2012-08-07,1786.5
2012-08-08,1787.05
2012-08-09,1788.78
2012-08-10,1790.52
2012-08-11,1790.52
2012-08-12,1790.52
2012-08-13,1793.8
2012-08-14,1803.19
2012-08-15,1817.8
2012-08-16,1819.3
2012-08-17,1819.77
2012-08-18,1819.77
2012-08-19,1819.77
2012-08-20,1821.0
2012-08-21,1814.1
2012-08-22,1812.7
2012-08-23,1809.35
2012-08-24,1814.55
2012-08-25,1814.55
2012-08-26,1814.55
2012-08-27,1823.17
2012-08-28,1828.45
2012-08-29,1830.7
2012-08-30,1829.83
2012-08-31,1825.2
2012-09-01,1825.2
2012-09-02,1825.2
2012-09-03,1820.48
2012-09-04,1825.08
2012-09-05,1809.9
2012-09-06,1800.73
2012-09-07,1800.09
2012-09-08,1800.09
2012-09-09,1800.09
2012-09-10,1797.41
2012-09-11,1796.85
2012-09-12,1801.88
2012-09-13,1793.83
2012-09-14,1793.78
2012-09-15,1793.78
2012-09-16,1793.78
2012-09-17,1798.83
2012-09-18,1796.25
2012-09-19,1796.68
2012-09-20,1794.03
2012-09-21,1798.35
2012-09-22,1798.35
2012-09-23,1798.35
2012-09-24,1800.4
2012-09-25,1796.95
2012-09-26,1797.65
2012-09-27,1798.82
2012-09-28,1800.53
2012-09-29,1800.53
2012-09-30,1800.53
2012-10-01,1800.65
2012-10-02,1798.8
2012-10-03,1802.62
2012-10-04,1795.05
2012-10-05,1795.9
2012-10-06,1795.9
2012-10-07,1795.9
2012-10-08,1793.02
2012-10-09,1799.15
2012-10-10,1799.99
2012-10-11,1799.3
2012-10-12,1797.5
2012-10-13,1797.5
2012-10-14,1797.5
2012-10-15,1797.79
2012-10-16,1799.35
2012-10-17,1797.98
2012-10-18,1796.41
2012-10-19,1798.6
2012-10-20,1798.6
2012-10-21,1798.6
2012-10-22,1808.6
2012-10-23,1815.83
2012-10-24,1816.5
2012-10-25,1817.95
2012-10-26,1828.03
2012-10-27,1828.03
2012-10-28,1828.03
2012-10-29,1830.42
2012-10-30,1831.3
2012-10-31,1832.15
2012-11-01,1825.13
2012-11-02,1826.4
2012-11-03,1826.4
2012-11-04,1826.4
2012-11-05,1829.86
2012-11-06,1811.62
2012-11-07,1812.88
2012-11-08,1810.25
2012-11-09,1815.35
2012-11-10,1815.35
2012-11-11,1815.35
2012-11-12,1815.5
2012-11-13,1817.4
2012-11-14,1820.05
2012-11-15,1824.6
2012-11-16,1824.05
2012-11-17,1824.05
2012-11-18,1824.05
2012-11-19,1818.46
2012-11-20,1816.08
2012-11-21,1815.47
2012-11-22,1815.61
2012-11-23,1823.8
2012-11-24,1823.8
2012-11-25,1823.8
2012-11-26,1824.25
2012-11-27,1824.72
2012-11-28,1823.35
2012-11-29,1815.16
2012-11-30,1814.83
2012-12-01,1814.83
2012-12-02,1814.83
2012-12-03,1815.3
2012-12-04,1812.99
2012-12-05,1811.73
2012-12-06,1799.7
2012-12-07,1796.66
2012-12-08,1796.66
2012-12-09,1796.66
2012-12-10,1799.3
2012-12-11,1800.22
2012-12-12,1794.82
2012-12-13,1796.75
2012-12-14,1796.4
2012-12-15,1796.4
2012-12-16,1796.4
2012-12-17,1796.1
2012-12-18,1793.75
2012-12-19,1791.65
2012-12-20,1788.33
2012-12-21,1776.85
2012-12-22,1776.85
2012-12-23,1776.85
2012-12-24,1776.5
2012-12-25,1776.5
2012-12-26,1772.7
2012-12-27,1773.37
2012-12-28,1760.75
2012-12-29,1760.75
2012-12-30,1760.75
2012-12-31,1767.0
2013-01-01,1767.0
2013-01-02,1763.5
2013-01-03,1762.7
2013-01-04,1771.0
2013-01-05,1771.0
2013-01-06,1771.0
2013-01-07,1770.5
2013-01-08,1771.2
2013-01-09,1768.73
2013-01-10,1763.3
2013-01-11,1763.58
2013-01-12,1763.58
2013-01-13,1763.58
2013-01-14,1759.0
2013-01-15,1769.83
2013-01-16,1774.03
2013-01-17,1765.66
2013-01-18,1769.33
2013-01-19,1769.33
2013-01-20,1769.33
2013-01-21,1766.39
2013-01-22,1777.7
2013-01-23,1780.5
2013-01-24,1779.67
2013-01-25,1779.9
2013-01-26,1779.9
2013-01-27,1779.9
2013-01-28,1780.07
2013-01-29,1773.68
2013-01-30,1777.35
2013-01-31,1775.23
2013-02-01,1776.18
2013-02-02,1776.18
2013-02-03,1776.18
2013-02-04,1787.52
2013-02-05,1786.87
2013-02-06,1791.5
2013-02-07,1792.33
2013-02-08,1788.75
2013-02-09,1788.75
2013-02-10,1788.75
2013-02-11,1784.76
2013-02-12,1780.52
2013-02-13,1778.27
2013-02-14,1783.2
2013-02-15,1787.05
2013-02-16,1787.05
2013-02-17,1787.05
2013-02-18,1791.57
2013-02-19,1790.88
2013-02-20,1791.7
2013-02-21,1799.2
2013-02-22,1798.99
2013-02-23,1798.99
2013-02-24,1798.99
2013-02-25,1812.2
2013-02-26,1817.81
2013-02-27,1813.91
2013-02-28,1813.07
2013-03-01,1812.75
2013-03-02,1812.75
2013-03-03,1812.75
2013-03-04,1813.6
2013-03-05,1809.75
2013-03-06,1807.5
2013-03-07,1802.6
2013-03-08,1801.5
