,USDDKK BGN Curncy
2019-08-23,6.6924
2019-08-24,6.6924
2019-08-25,6.6924
2019-08-26,6.7169
2019-08-27,6.724
2019-08-28,6.7309
2019-08-29,6.7435
2019-08-30,6.7889
2019-08-31,6.7889
2019-09-01,6.7889
2019-09-02,6.7965
2019-09-03,6.7948
2019-09-04,6.7591
2019-09-05,6.7608
2019-09-06,6.7662
2019-09-07,6.7662
2019-09-08,6.7662
2019-09-09,6.7517
2019-09-10,6.7555
2019-09-11,6.7759
2019-09-12,6.7452
2019-09-13,6.7432
2019-09-14,6.7432
2019-09-15,6.7432
2019-09-16,6.7873
2019-09-17,6.7445
2019-09-18,6.7712
2019-09-19,6.7629
2019-09-20,6.7789
2019-09-21,6.7789
2019-09-22,6.7789
2019-09-23,6.7921
2019-09-24,6.7744
2019-09-25,6.822
2019-09-26,6.8371
2019-09-27,6.8249
2019-09-28,6.8249
2019-09-29,6.8249
2019-09-30,6.8508
2019-10-01,6.829
2019-10-02,6.8124
2019-10-03,6.8097
2019-10-04,6.8017
2019-10-05,6.8017
2019-10-06,6.8017
2019-10-07,6.8082
2019-10-08,6.8169
2019-10-09,6.8077
2019-10-10,6.7855
2019-10-11,6.7638
2019-10-12,6.7638
2019-10-13,6.7638
2019-10-14,6.7729
2019-10-15,6.7714
2019-10-16,6.7474
2019-10-17,6.7157
2019-10-18,6.6894
2019-10-19,6.6894
2019-10-20,6.6894
2019-10-21,6.7004
2019-10-22,6.7153
2019-10-23,6.7119
2019-10-24,6.7274
2019-10-25,6.7416
2019-10-26,6.7416
2019-10-27,6.7416
2019-10-28,6.7308
2019-10-29,6.7231
2019-10-30,6.7004
2019-10-31,6.6994
2019-11-01,6.6916
2019-11-02,6.6916
2019-11-03,6.6916
2019-11-04,6.7141
2019-11-05,6.7473
2019-11-06,6.7515
2019-11-07,6.7627
2019-11-08,6.7818
2019-11-09,6.7818
2019-11-10,6.7818
2019-11-11,6.7722
2019-11-12,6.7871
2019-11-13,6.7892
2019-11-14,6.7791
2019-11-15,6.7617
2019-11-16,6.7617
2019-11-17,6.7617
2019-11-18,6.7489
2019-11-19,6.745
2019-11-20,6.7491
2019-11-21,6.7572
2019-11-22,6.7808
2019-11-23,6.7808
2019-11-24,6.7808
2019-11-25,6.7837
2019-11-26,6.7795
2019-11-27,6.7927
2019-11-28,6.7862
2019-11-29,6.7811
2019-11-30,6.7811
2019-12-01,6.7811
2019-12-02,6.7441
2019-12-03,6.7422
2019-12-04,6.7446
2019-12-05,6.7288
2019-12-06,6.7554
2019-12-07,6.7554
2019-12-08,6.7554
2019-12-09,6.754
2019-12-10,6.7372
2019-12-11,6.7151
2019-12-12,6.7139
2019-12-13,6.7197
2019-12-14,6.7197
2019-12-15,6.7197
2019-12-16,6.7061
2019-12-17,6.702
2019-12-18,6.7235
2019-12-19,6.7186
2019-12-20,6.7441
2019-12-21,6.7441
2019-12-22,6.7441
2019-12-23,6.736
2019-12-24,6.7378
2019-12-25,6.7365
2019-12-26,6.7321
2019-12-27,6.6836
2019-12-28,6.6836
2019-12-29,6.6836
2019-12-30,6.6714
2019-12-31,6.6627
2020-01-01,6.6635
2020-01-02,6.6886
2020-01-03,6.6966
2020-01-04,6.6966
2020-01-05,6.6966
2020-01-06,6.6744
2020-01-07,6.7002
2020-01-08,6.7289
2020-01-09,6.7292
2020-01-10,6.7198
2020-01-11,6.7198
2020-01-12,6.7198
2020-01-13,6.7118
2020-01-14,6.7146
2020-01-15,6.7021
2020-01-16,6.71
2020-01-17,6.7379
2020-01-18,6.7379
2020-01-19,6.7379
2020-01-20,6.7347
2020-01-21,6.7429
2020-01-22,6.7367
2020-01-23,6.7596
2020-01-24,6.7782
2020-01-25,6.7782
2020-01-26,6.7782
2020-01-27,6.7818
2020-01-28,6.7799
2020-01-29,6.7871
2020-01-30,6.7739
2020-01-31,6.7369
2020-02-01,6.7369
2020-02-02,6.7369
2020-02-03,6.7568
2020-02-04,6.7662
2020-02-05,6.794
2020-02-06,6.8038
2020-02-07,6.8259
2020-02-08,6.8259
2020-02-09,6.8259
2020-02-10,6.8484
2020-02-11,6.8452
2020-02-12,6.872
2020-02-13,6.8922
2020-02-14,6.8971
2020-02-15,6.8971
2020-02-16,6.8971
2020-02-17,6.8946
2020-02-18,6.9215
2020-02-19,6.912
2020-02-20,6.9241
2020-02-21,6.8869
2020-02-22,6.8869
2020-02-23,6.8869
2020-02-24,6.8834
2020-02-25,6.8654
2020-02-26,6.8658
2020-02-27,6.7927
2020-02-28,6.7773
2020-02-29,6.7773
2020-03-01,6.7773
2020-03-02,6.7122
2020-03-03,6.6885
2020-03-04,6.7102
2020-03-05,6.6466
2020-03-06,6.6202
2020-03-07,6.6202
2020-03-08,6.6202
2020-03-09,6.5209
2020-03-10,6.6247
2020-03-11,6.6301
2020-03-12,6.6811
2020-03-13,6.7274
2020-03-14,6.7274
2020-03-15,6.7274
2020-03-16,6.6821
2020-03-17,6.7951
2020-03-18,6.8471
2020-03-19,6.9889
2020-03-20,6.9899
2020-03-21,6.9899
2020-03-22,6.9899
2020-03-23,6.9634
2020-03-24,6.921
2020-03-25,6.8634
2020-03-26,6.766
2020-03-27,6.7008
2020-03-28,6.7008
2020-03-29,6.7008
2020-03-30,6.7595
2020-03-31,6.7679
2020-04-01,6.8081
2020-04-02,6.8772
2020-04-03,6.9099
2020-04-04,6.9099
2020-04-05,6.9099
2020-04-06,6.9174
2020-04-07,6.8542
2020-04-08,6.8742
2020-04-09,6.8288
2020-04-10,6.8249
2020-04-11,6.8249
2020-04-12,6.8249
2020-04-13,6.8401
2020-04-14,6.7963
2020-04-15,6.8395
2020-04-16,6.8832
2020-04-17,6.8614
2020-04-18,6.8614
2020-04-19,6.8614
2020-04-20,6.8648
2020-04-21,6.8673
2020-04-22,6.8908
2020-04-23,6.9192
2020-04-24,6.8914
2020-04-25,6.8914
2020-04-26,6.8914
2020-04-27,6.8858
2020-04-28,6.891
2020-04-29,6.8602
2020-04-30,6.8117
2020-05-01,6.7949
2020-05-02,6.7949
2020-05-03,6.7949
2020-05-04,6.8385
2020-05-05,6.8843
2020-05-06,6.9113
2020-05-07,6.8864
2020-05-08,6.8803
2020-05-09,6.8803
2020-05-10,6.8803
2020-05-11,6.9016
2020-05-12,6.8746
2020-05-13,6.8933
2020-05-14,6.9009
2020-05-15,6.8895
2020-05-16,6.8895
2020-05-17,6.8895
2020-05-18,6.832
2020-05-19,6.826
2020-05-20,6.7902
2020-05-21,6.8106
2020-05-22,6.8394
2020-05-23,6.8394
2020-05-24,6.8394
2020-05-25,6.8408
2020-05-26,6.789
2020-05-27,6.776
2020-05-28,6.7295
2020-05-29,6.7164
2020-05-30,6.7164
2020-05-31,6.7164
2020-06-01,6.6952
2020-06-02,6.6733
2020-06-03,6.6358
2020-06-04,6.5765
2020-06-05,6.6043
2020-06-06,6.6043
2020-06-07,6.6043
2020-06-08,6.6005
2020-06-09,6.5736
2020-06-10,6.5545
2020-06-11,6.598
2020-06-12,6.6225
2020-06-13,6.6225
2020-06-14,6.6225
2020-06-15,6.5849
2020-06-16,6.6197
2020-06-17,6.6305
2020-06-18,6.6522
2020-06-19,6.6708
2020-06-20,6.6708
2020-06-21,6.6708
2020-06-22,6.6215
2020-06-23,6.5905
2020-06-24,6.6253
2020-06-25,6.6457
2020-06-26,6.6419
2020-06-27,6.6419
2020-06-28,6.6419
2020-06-29,6.6291
2020-06-30,6.6339
2020-07-01,6.6233
2020-07-02,6.6301
2020-07-03,6.6255
2020-07-04,6.6255
2020-07-05,6.6255
2020-07-06,6.589
2020-07-07,6.6095
2020-07-08,6.5747
2020-07-09,6.6008
2020-07-10,6.59
2020-07-11,6.59
2020-07-12,6.59
2020-07-13,6.5632
2020-07-14,6.5315
2020-07-15,6.5252
2020-07-16,6.5406
2020-07-17,6.5146
2020-07-18,6.5146
2020-07-19,6.5146
2020-07-20,6.5041
2020-07-21,6.4565
2020-07-22,6.4326
2020-07-23,6.4189
2020-07-24,6.3846
2020-07-25,6.3846
2020-07-26,6.3846
2020-07-27,6.3333
2020-07-28,6.3525
2020-07-29,6.3117
2020-07-30,6.283
2020-07-31,6.3229
2020-08-01,6.3229
2020-08-02,6.3229
2020-08-03,6.3328
2020-08-04,6.3119
2020-08-05,6.2797
2020-08-06,6.2724
2020-08-07,6.3183
2020-08-08,6.3183
2020-08-09,6.3183
2020-08-10,6.3434
2020-08-11,6.3437
2020-08-12,6.3189
2020-08-13,6.3045
2020-08-14,6.2889
2020-08-15,6.2889
2020-08-16,6.2889
2020-08-17,6.2736
2020-08-18,6.2404
2020-08-19,6.2897
2020-08-20,6.2768
2020-08-21,6.3113
2020-08-22,6.3113
2020-08-23,6.3113
2020-08-24,6.314
2020-08-25,6.2893
2020-08-26,6.2916
2020-08-27,6.296
2020-08-28,6.2522
2020-08-29,6.2522
2020-08-30,6.2522
2020-08-31,6.2359
2020-09-01,6.2496
2020-09-02,6.277
2020-09-03,6.2783
2020-09-04,6.2854
2020-09-05,6.2854
2020-09-06,6.2854
2020-09-07,6.2968
2020-09-08,6.3191
2020-09-09,6.3037
2020-09-10,6.2978
2020-09-11,6.2803
2020-09-12,6.2803
2020-09-13,6.2803
2020-09-14,6.2704
2020-09-15,6.2805
2020-09-16,6.2967
2020-09-17,6.2794
2020-09-18,6.2837
2020-09-19,6.2837
2020-09-20,6.2837
2020-09-21,6.3216
2020-09-22,6.356
2020-09-23,6.3826
2020-09-24,6.3779
2020-09-25,6.4009
2020-09-26,6.4009
2020-09-27,6.4009
2020-09-28,6.3822
2020-09-29,6.3406
2020-09-30,6.3522
2020-10-01,6.3347
2020-10-02,6.3534
2020-10-03,6.3534
2020-10-04,6.3534
2020-10-05,6.3144
2020-10-06,6.3418
2020-10-07,6.3267
2020-10-08,6.3288
2020-10-09,6.2925
2020-10-10,6.2925
2020-10-11,6.2925
2020-10-12,6.3004
2020-10-13,6.3369
2020-10-14,6.3379
2020-10-15,6.3572
2020-10-16,6.3517
2020-10-17,6.3517
2020-10-18,6.3517
2020-10-19,6.3225
2020-10-20,6.2962
2020-10-21,6.2742
2020-10-22,6.2957
2020-10-23,6.2738
2020-10-24,6.2738
2020-10-25,6.2738
2020-10-26,6.3006
2020-10-27,6.3081
2020-10-28,6.3372
2020-10-29,6.3773
2020-10-30,6.392
2020-10-31,6.392
2020-11-01,6.392
2020-11-02,6.3971
2020-11-03,6.3561
2020-11-04,6.3497
2020-11-05,6.2977
2020-11-06,6.2746
2020-11-07,6.2746
2020-11-08,6.2746
2020-11-09,6.3033
2020-11-10,6.3019
2020-11-11,6.3219
2020-11-12,6.309
2020-11-13,6.2953
2020-11-14,6.2953
2020-11-15,6.2953
2020-11-16,6.2824
2020-11-17,6.2788
2020-11-18,6.2871
2020-11-19,6.2752
2020-11-20,6.2806
2020-11-21,6.2806
2020-11-22,6.2806
2020-11-23,6.2882
2020-11-24,6.2583
2020-11-25,6.246
2020-11-26,6.2478
2020-11-27,6.2213
2020-11-28,6.2213
2020-11-29,6.2213
2020-11-30,6.2409
2020-12-01,6.1665
2020-12-02,6.1445
2020-12-03,6.1306
2020-12-04,6.1403
2020-12-05,6.1403
2020-12-06,6.1403
2020-12-07,6.1471
2020-12-08,6.1504
2020-12-09,6.161
2020-12-10,6.1326
2020-12-11,6.1449
2020-12-12,6.1449
2020-12-13,6.1449
2020-12-14,6.1281
2020-12-15,6.1244
2020-12-16,6.0994
2020-12-17,6.0649
2020-12-18,6.0689
2020-12-19,6.0689
2020-12-20,6.0689
2020-12-21,6.0761
2020-12-22,6.1159
2020-12-23,6.1037
2020-12-24,6.1039
2020-12-25,6.1015
2020-12-26,6.1015
2020-12-27,6.1015
2020-12-28,6.0884
2020-12-29,6.0711
2020-12-30,6.0505
2020-12-31,6.0918
2021-01-01,6.0919
2021-01-02,6.0919
2021-01-03,6.0919
2021-01-04,6.074
2021-01-05,6.0497
2021-01-06,6.0351
2021-01-07,6.0624
2021-01-08,6.0874
2021-01-09,6.0874
2021-01-10,6.0874
2021-01-11,6.1212
2021-01-12,6.094
2021-01-13,6.1186
2021-01-14,6.1203
2021-01-15,6.1573
2021-01-16,6.1573
2021-01-17,6.1573
2021-01-18,6.1602
2021-01-19,6.1336
2021-01-20,6.1444
2021-01-21,6.1152
2021-01-22,6.113
2021-01-23,6.113
2021-01-24,6.113
2021-01-25,6.1283
2021-01-26,6.1179
2021-01-27,6.1416
2021-01-28,6.1349
2021-01-29,6.1291
2021-01-30,6.1291
2021-01-31,6.1291
2021-02-01,6.1666
2021-02-02,6.1759
2021-02-03,6.1801
2021-02-04,6.2158
2021-02-05,6.1732
2021-02-06,6.1732
2021-02-07,6.1732
2021-02-08,6.1725
2021-02-09,6.137
2021-02-10,6.1374
2021-02-11,6.1314
2021-02-12,6.1364
2021-02-13,6.1364
2021-02-14,6.1364
2021-02-15,6.131
2021-02-16,6.1425
2021-02-17,6.1777
2021-02-18,6.15
2021-02-19,6.1361
2021-02-20,6.1361
2021-02-21,6.1361
2021-02-22,6.1175
2021-02-23,6.1209
2021-02-24,6.1127
2021-02-25,6.1081
2021-02-26,6.1579
2021-02-27,6.1579
2021-02-28,6.1579
2021-03-01,6.1714
2021-03-02,6.1502
2021-03-03,6.1643
2021-03-04,6.2126
2021-03-05,6.2434
2021-03-06,6.2434
2021-03-07,6.2434
2021-03-08,6.2773
2021-03-09,6.249
2021-03-10,6.2342
2021-03-11,6.2041
2021-03-12,6.2211
2021-03-13,6.2211
2021-03-14,6.2211
2021-03-15,6.2332
2021-03-16,6.2471
2021-03-17,6.2074
2021-03-18,6.2406
2021-03-19,6.2465
2021-03-20,6.2465
2021-03-21,6.2465
2021-03-22,6.2316
2021-03-23,6.2752
2021-03-24,6.2946
2021-03-25,6.321
2021-03-26,6.3052
2021-03-27,6.3052
2021-03-28,6.3052
2021-03-29,6.3213
2021-03-30,6.347
2021-03-31,6.3407
2021-04-01,6.3151
2021-04-02,6.3257
2021-04-03,6.3257
2021-04-04,6.3257
2021-04-05,6.2966
2021-04-06,6.2622
2021-04-07,6.2668
2021-04-08,6.2427
2021-04-09,6.2497
2021-04-10,6.2497
2021-04-11,6.2497
2021-04-12,6.2446
2021-04-13,6.2245
2021-04-14,6.2081
2021-04-15,6.2143
2021-04-16,6.205
2021-04-17,6.205
2021-04-18,6.205
2021-04-19,6.1777
2021-04-20,6.1784
2021-04-21,6.1786
2021-04-22,6.1887
2021-04-23,6.1471
2021-04-24,6.1471
2021-04-25,6.1471
2021-04-26,6.1528
2021-04-27,6.1499
2021-04-28,6.1318
2021-04-29,6.1346
2021-04-30,6.1868
2021-05-01,6.1868
2021-05-02,6.1868
2021-05-03,6.164
2021-05-04,6.1895
2021-05-05,6.1941
2021-05-06,6.1632
2021-05-07,6.1122
2021-05-08,6.1122
2021-05-09,6.1122
2021-05-10,6.1308
2021-05-11,6.1207
2021-05-12,6.1594
2021-05-13,6.1556
2021-05-14,6.1244
2021-05-15,6.1244
2021-05-16,6.1244
2021-05-17,6.1196
2021-05-18,6.0839
2021-05-19,6.1077
2021-05-20,6.0815
2021-05-21,6.1047
2021-05-22,6.1047
2021-05-23,6.1047
2021-05-24,6.0876
2021-05-25,6.0701
2021-05-26,6.099
2021-05-27,6.098
2021-05-28,6.1
2021-05-29,6.1
2021-05-30,6.1
2021-05-31,6.0825
2021-06-01,6.0889
2021-06-02,6.0897
2021-06-03,6.1364
2021-06-04,6.1123
2021-06-05,6.1123
2021-06-06,6.1123
2021-06-07,6.101
2021-06-08,6.1091
2021-06-09,6.1056
2021-06-10,6.1099
2021-06-11,6.1417
2021-06-12,6.1417
2021-06-13,6.1417
2021-06-14,6.1352
2021-06-15,6.1327
2021-06-16,6.2
2021-06-17,6.2452
2021-06-18,6.2676
2021-06-19,6.2676
2021-06-20,6.2676
2021-06-21,6.2394
2021-06-22,6.2277
2021-06-23,6.2351
2021-06-24,6.2327
2021-06-25,6.2305
2021-06-26,6.2305
2021-06-27,6.2305
2021-06-28,6.2356
2021-06-29,6.2506
2021-06-30,6.2712
2021-07-01,6.2754
2021-07-02,6.2672
2021-07-03,6.2672
2021-07-04,6.2672
2021-07-05,6.2681
2021-07-06,6.2886
2021-07-07,6.3067
2021-07-08,6.2779
2021-07-09,6.2615
2021-07-10,6.2615
2021-07-11,6.2615
2021-07-12,6.2708
2021-07-13,6.3153
2021-07-14,6.2837
2021-07-15,6.2962
2021-07-16,6.2997
2021-07-17,6.2997
2021-07-18,6.2997
2021-07-19,6.3042
2021-07-20,6.3137
2021-07-21,6.3066
2021-07-22,6.3188
2021-07-23,6.3174
2021-07-24,6.3174
2021-07-25,6.3174
2021-07-26,6.301
2021-07-27,6.2944
2021-07-28,6.2794
2021-07-29,6.2571
2021-07-30,6.2668
2021-07-31,6.2668
2021-08-01,6.2668
2021-08-02,6.2667
2021-08-03,6.2693
2021-08-04,6.2825
2021-08-05,6.2847
2021-08-06,6.3229
2021-08-07,6.3229
2021-08-08,6.3229
2021-08-09,6.3368
2021-08-10,6.3455
2021-08-11,6.3354
2021-08-12,6.3403
2021-08-13,6.3031
2021-08-14,6.3031
2021-08-15,6.3031
2021-08-16,6.3137
2021-08-17,6.351
2021-08-18,6.3505
2021-08-19,6.3694
2021-08-20,6.3569
2021-08-21,6.3569
2021-08-22,6.3569
2021-08-23,6.3316
2021-08-24,6.3262
2021-08-25,6.317
2021-08-26,6.3278
2021-08-27,6.3048
2021-08-28,6.3048
2021-08-29,6.3048
2021-08-30,6.3033
2021-08-31,6.2973
2021-09-01,6.281
2021-09-02,6.2617
2021-09-03,6.2585
2021-09-04,6.2585
2021-09-05,6.2585
2021-09-06,6.2645
2021-09-07,6.28
2021-09-08,6.2932
2021-09-09,6.2882
2021-09-10,6.2964
2021-09-11,6.2964
2021-09-12,6.2964
2021-09-13,6.2959
2021-09-14,6.3002
2021-09-15,6.2928
2021-09-16,6.3195
2021-09-17,6.3415
2021-09-18,6.3415
2021-09-19,6.3415
2021-09-20,6.3412
2021-09-21,6.3419
2021-09-22,6.3625
2021-09-23,6.3348
2021-09-24,6.3458
2021-09-25,6.3458
2021-09-26,6.3458
2021-09-27,6.358
2021-09-28,6.3645
2021-09-29,6.4118
2021-09-30,6.4223
2021-10-01,6.4132
2021-10-02,6.4132
2021-10-03,6.4132
2021-10-04,6.3999
2021-10-05,6.4134
2021-10-06,6.4381
2021-10-07,6.441
2021-10-08,6.4312
2021-10-09,6.4312
2021-10-10,6.4312
2021-10-11,6.4404
2021-10-12,6.4531
2021-10-13,6.4176
2021-10-14,6.4165
2021-10-15,6.4135
2021-10-16,6.4135
2021-10-17,6.4135
2021-10-18,6.4084
2021-10-19,6.3961
2021-10-20,6.3865
2021-10-21,6.4015
2021-10-22,6.3894
2021-10-23,6.3894
2021-10-24,6.3894
2021-10-25,6.4084
2021-10-26,6.4152
2021-10-27,6.4113
2021-10-28,6.3678
2021-10-29,6.4368
2021-10-30,6.4368
2021-10-31,6.4368
2021-11-01,6.4092
2021-11-02,6.4249
2021-11-03,6.4054
2021-11-04,6.4371
2021-11-05,6.4298
2021-11-06,6.4298
2021-11-07,6.4298
2021-11-08,6.4196
2021-11-09,6.4154
2021-11-10,6.4795
2021-11-11,6.4949
2021-11-12,6.4976
2021-11-13,6.4976
2021-11-14,6.4976
2021-11-15,6.5421
2021-11-16,6.5693
2021-11-17,6.5693
2021-11-18,6.5394
2021-11-19,6.5876
2021-11-20,6.5876
2021-11-21,6.5876
2021-11-22,6.6184
2021-11-23,6.6112
2021-11-24,6.6402
2021-11-25,6.6341
2021-11-26,6.5703
2021-11-27,6.5703
2021-11-28,6.5703
2021-11-29,6.5861
2021-11-30,6.5592
2021-12-01,6.5692
2021-12-02,6.5803
2021-12-03,6.5715
2021-12-04,6.5715
2021-12-05,6.5715
2021-12-06,6.5891
2021-12-07,6.5995
2021-12-08,6.5556
2021-12-09,6.5843
2021-12-10,6.5723
2021-12-11,6.5723
2021-12-12,6.5723
2021-12-13,6.5895
2021-12-14,6.6043
2021-12-15,6.587
2021-12-16,6.5632
2021-12-17,6.6164
2021-12-18,6.6164
2021-12-19,6.6164
2021-12-20,6.5934
2021-12-21,6.589
2021-12-22,6.5647
2021-12-23,6.5641
2021-12-24,6.5696
2021-12-25,6.5696
2021-12-26,6.5696
2021-12-27,6.5641
2021-12-28,6.5746
2021-12-29,6.5513
2021-12-30,6.5664
2021-12-31,6.5404
2022-01-01,6.5404
2022-01-02,6.5404
2022-01-03,6.5834
2022-01-04,6.5901
2022-01-05,6.5747
2022-01-06,6.5844
2022-01-07,6.548
2022-01-08,6.548
2022-01-09,6.548
2022-01-10,6.5678
2022-01-11,6.5463
2022-01-12,6.5031
2022-01-13,6.4962
2022-01-14,6.5219
2022-01-15,6.5219
2022-01-16,6.5219
2022-01-17,6.5234
2022-01-18,6.5711
2022-01-19,6.5617
2022-01-20,6.5802
2022-01-21,6.5617
2022-01-22,6.5617
2022-01-23,6.5617
2022-01-24,6.5722
2022-01-25,6.5852
2022-01-26,6.6209
2022-01-27,6.6783
2022-01-28,6.6763
2022-01-29,6.6763
2022-01-30,6.6763
2022-01-31,6.6233
2022-02-01,6.6007
2022-02-02,6.5819
2022-02-03,6.5046
2022-02-04,6.503
2022-02-05,6.503
2022-02-06,6.503
2022-02-07,6.5053
2022-02-08,6.5197
2022-02-09,6.5145
2022-02-10,6.5099
2022-02-11,6.5551
2022-02-12,6.5551
2022-02-13,6.5551
2022-02-14,6.5828
2022-02-15,6.553
2022-02-16,6.5422
2022-02-17,6.5477
2022-02-18,6.57
2022-02-19,6.57
2022-02-20,6.57
2022-02-21,6.5767
2022-02-22,6.5687
2022-02-23,6.5791
2022-02-24,6.6482
2022-02-25,6.602
2022-02-26,6.602
2022-02-27,6.602
2022-02-28,6.6297
2022-03-01,6.6857
2022-03-02,6.691
2022-03-03,6.7227
2022-03-04,6.8057
2022-03-05,6.8057
2022-03-06,6.8057
2022-03-07,6.8575
2022-03-08,6.8283
2022-03-09,6.7197
2022-03-10,6.7735
2022-03-11,6.8176
2022-03-12,6.8176
2022-03-13,6.8176
2022-03-14,6.8005
2022-03-15,6.7906
2022-03-16,6.7437
2022-03-17,6.7115
2022-03-18,6.7342
2022-03-19,6.7342
2022-03-20,6.7342
2022-03-21,6.7542
2022-03-22,6.7454
2022-03-23,6.76
2022-03-24,6.7652
2022-03-25,6.7748
2022-03-26,6.7748
2022-03-27,6.7748
2022-03-28,6.7726
2022-03-29,6.7092
2022-03-30,6.6656
2022-03-31,6.721
2022-04-01,6.735
2022-04-02,6.735
2022-04-03,6.735
2022-04-04,6.7788
2022-04-05,6.8202
2022-04-06,6.8257
2022-04-07,6.836
2022-04-08,6.8374
2022-04-09,6.8374
2022-04-10,6.8374
2022-04-11,6.8333
2022-04-12,6.8677
2022-04-13,6.8319
2022-04-14,6.8692
2022-04-15,6.8812
2022-04-16,6.8812
2022-04-17,6.8812
2022-04-18,6.8986
2022-04-19,6.8963
2022-04-20,6.8551
2022-04-21,6.8673
2022-04-22,6.8911
2022-04-23,6.8911
2022-04-24,6.8911
2022-04-25,6.9433
2022-04-26,6.9946
2022-04-27,7.0481
2022-04-28,7.0878
2022-04-29,7.0557
2022-04-30,7.0557
2022-05-01,7.0557
2022-05-02,7.0797
2022-05-03,7.071
2022-05-04,7.0048
2022-05-05,7.0577
2022-05-06,7.0532
2022-05-07,7.0532
2022-05-08,7.0532
2022-05-09,7.0431
2022-05-10,7.0648
2022-05-11,7.0758
2022-05-12,7.1676
2022-05-13,7.1452
2022-05-14,7.1452
2022-05-15,7.1452
2022-05-16,7.132
2022-05-17,7.0543
2022-05-18,7.1102
2022-05-19,7.0292
2022-05-20,7.0434
2022-05-21,7.0434
2022-05-22,7.0434
2022-05-23,6.96
2022-05-24,6.9292
2022-05-25,6.9647
2022-05-26,6.9377
2022-05-27,6.9297
2022-05-28,6.9297
2022-05-29,6.9297
2022-05-30,6.9035
2022-05-31,6.9306
2022-06-01,6.9856
2022-06-02,6.9209
2022-06-03,6.9389
2022-06-04,6.9389
2022-06-05,6.9389
2022-06-06,6.955
2022-06-07,6.95
2022-06-08,6.941
2022-06-09,7.0068
2022-06-10,7.0723
2022-06-11,7.0723
2022-06-12,7.0723
2022-06-13,7.1482
2022-06-14,7.1417
2022-06-15,7.1236
2022-06-16,7.0511
2022-06-17,7.0848
2022-06-18,7.0848
2022-06-19,7.0848
2022-06-20,7.0767
2022-06-21,7.0626
2022-06-22,7.0391
2022-06-23,7.0687
2022-06-24,7.0508
2022-06-25,7.0508
2022-06-26,7.0508
2022-06-27,7.0297
2022-06-28,7.0724
2022-06-29,7.1244
2022-06-30,7.0941
2022-07-01,7.144
2022-07-02,7.144
2022-07-03,7.144
2022-07-04,7.1391
2022-07-05,7.2474
2022-07-06,7.3079
2022-07-07,7.3231
2022-07-08,7.3068
2022-07-09,7.3068
2022-07-10,7.3068
2022-07-11,7.4103
2022-07-12,7.412
2022-07-13,7.3993
2022-07-14,7.4288
2022-07-15,7.3821
2022-07-16,7.3821
2022-07-17,7.3821
2022-07-18,7.3393
2022-07-19,7.2785
2022-07-20,7.3132
2022-07-21,7.2779
2022-07-22,7.2884
2022-07-23,7.2884
2022-07-24,7.2884
2022-07-25,7.284
2022-07-26,7.3572
2022-07-27,7.2972
2022-07-28,7.2999
2022-07-29,7.2823
2022-07-30,7.2823
2022-07-31,7.2823
2022-08-01,7.2544
2022-08-02,7.3221
2022-08-03,7.3211
2022-08-04,7.2622
2022-08-05,7.3077
2022-08-06,7.3077
2022-08-07,7.3077
2022-08-08,7.2978
2022-08-09,7.2857
2022-08-10,7.2238
2022-08-11,7.2084
2022-08-12,7.2492
2022-08-13,7.2492
2022-08-14,7.2492
2022-08-15,7.3198
2022-08-16,7.3126
2022-08-17,7.3064
2022-08-18,7.3723
2022-08-19,7.4079
2022-08-20,7.4079
2022-08-21,7.4079
2022-08-22,7.4801
2022-08-23,7.46
2022-08-24,7.4618
2022-08-25,7.4566
2022-08-26,7.463
2022-08-27,7.463
2022-08-28,7.463
2022-08-29,7.4393
2022-08-30,7.4268
2022-08-31,7.3978
2022-09-01,7.4782
2022-09-02,7.4716
2022-09-03,7.4716
2022-09-04,7.4716
2022-09-05,7.4899
2022-09-06,7.508
2022-09-07,7.432
2022-09-08,7.4383
2022-09-09,7.4052
2022-09-10,7.4052
2022-09-11,7.4052
2022-09-12,7.3463
2022-09-13,7.4584
2022-09-14,7.4506
2022-09-15,7.4356
2022-09-16,7.4243
2022-09-17,7.4243
2022-09-18,7.4243
2022-09-19,7.4191
2022-09-20,7.4581
2022-09-21,7.5591
2022-09-22,7.5594
2022-09-23,7.676
2022-09-24,7.676
2022-09-25,7.676
2022-09-26,7.7389
2022-09-27,7.7517
2022-09-28,7.6391
2022-09-29,7.5759
2022-09-30,7.5867
2022-10-01,7.5867
2022-10-02,7.5867
2022-10-03,7.569
2022-10-04,7.4479
2022-10-05,7.5281
2022-10-06,7.598
2022-10-07,7.6344
2022-10-08,7.6344
2022-10-09,7.6344
2022-10-10,7.6678
2022-10-11,7.6625
2022-10-12,7.6661
2022-10-13,7.6087
2022-10-14,7.6518
2022-10-15,7.6518
2022-10-16,7.6518
2022-10-17,7.5581
2022-10-18,7.5462
2022-10-19,7.6117
2022-10-20,7.6007
2022-10-21,7.5419
2022-10-22,7.5419
2022-10-23,7.5419
2022-10-24,7.5332
2022-10-25,7.4645
2022-10-26,7.3786
2022-10-27,7.4669
2022-10-28,7.4701
2022-10-29,7.4701
2022-10-30,7.4701
2022-10-31,7.533
2022-11-01,7.5353
2022-11-02,7.5808
2022-11-03,7.6339
2022-11-04,7.4723
2022-11-05,7.4723
2022-11-06,7.4723
2022-11-07,7.4235
2022-11-08,7.3841
