,USDCHF BGN Curncy
2019-08-22,0.9837
2019-08-23,0.9743
2019-08-24,0.9743
2019-08-25,0.9743
2019-08-26,0.9786
2019-08-27,0.9815
2019-08-28,0.9818
2019-08-29,0.9866
2019-08-30,0.9904
2019-08-31,0.9904
2019-09-01,0.9904
2019-09-02,0.9907
2019-09-03,0.9871
2019-09-04,0.9807
2019-09-05,0.9858
2019-09-06,0.9875
2019-09-07,0.9875
2019-09-08,0.9875
2019-09-09,0.9921
2019-09-10,0.9921
2019-09-11,0.9929
2019-09-12,0.9904
2019-09-13,0.9904
2019-09-14,0.9904
2019-09-15,0.9904
2019-09-16,0.9928
2019-09-17,0.9931
2019-09-18,0.9974
2019-09-19,0.9927
2019-09-20,0.9909
2019-09-21,0.9909
2019-09-22,0.9909
2019-09-23,0.9899
2019-09-24,0.9855
2019-09-25,0.9918
2019-09-26,0.9936
2019-09-27,0.9909
2019-09-28,0.9909
2019-09-29,0.9909
2019-09-30,0.9977
2019-10-01,0.9935
2019-10-02,0.9969
2019-10-03,0.9991
2019-10-04,0.9958
2019-10-05,0.9958
2019-10-06,0.9958
2019-10-07,0.9948
2019-10-08,0.9927
2019-10-09,0.9959
2019-10-10,0.997
2019-10-11,0.9974
2019-10-12,0.9974
2019-10-13,0.9974
2019-10-14,0.9973
2019-10-15,0.9988
2019-10-16,0.9953
2019-10-17,0.988
2019-10-18,0.9854
2019-10-19,0.9854
2019-10-20,0.9854
2019-10-21,0.9859
2019-10-22,0.9895
2019-10-23,0.9906
2019-10-24,0.9921
2019-10-25,0.9947
2019-10-26,0.9947
2019-10-27,0.9947
2019-10-28,0.9946
2019-10-29,0.994
2019-10-30,0.9894
2019-10-31,0.9864
2019-11-01,0.9857
2019-11-02,0.9857
2019-11-03,0.9857
2019-11-04,0.9879
2019-11-05,0.9929
2019-11-06,0.9928
2019-11-07,0.9951
2019-11-08,0.9974
2019-11-09,0.9974
2019-11-10,0.9974
2019-11-11,0.9934
2019-11-12,0.9931
2019-11-13,0.9901
2019-11-14,0.988
2019-11-15,0.99
2019-11-16,0.99
2019-11-17,0.99
2019-11-18,0.9896
2019-11-19,0.9905
2019-11-20,0.9909
2019-11-21,0.9931
2019-11-22,0.9976
2019-11-23,0.9976
2019-11-24,0.9976
2019-11-25,0.9965
2019-11-26,0.997
2019-11-27,0.9993
2019-11-28,0.9986
2019-11-29,1.0002
2019-11-30,1.0002
2019-12-01,1.0002
2019-12-02,0.9913
2019-12-03,0.9871
2019-12-04,0.9885
2019-12-05,0.9872
2019-12-06,0.9909
2019-12-07,0.9909
2019-12-08,0.9909
2019-12-09,0.9881
2019-12-10,0.9844
2019-12-11,0.9833
2019-12-12,0.985
2019-12-13,0.9842
2019-12-14,0.9842
2019-12-15,0.9842
2019-12-16,0.9824
2019-12-17,0.9809
2019-12-18,0.9804
2019-12-19,0.9785
2019-12-20,0.9828
2019-12-21,0.9828
2019-12-22,0.9828
2019-12-23,0.9819
2019-12-24,0.9803
2019-12-25,0.9804
2019-12-26,0.9811
2019-12-27,0.975
2019-12-28,0.975
2019-12-29,0.975
2019-12-30,0.9694
2019-12-31,0.9666
2020-01-01,0.967
2020-01-02,0.9715
2020-01-03,0.9729
2020-01-04,0.9729
2020-01-05,0.9729
2020-01-06,0.9684
2020-01-07,0.9702
2020-01-08,0.9739
2020-01-09,0.9732
2020-01-10,0.9726
2020-01-11,0.9726
2020-01-12,0.9726
2020-01-13,0.9707
2020-01-14,0.9674
2020-01-15,0.9641
2020-01-16,0.9647
2020-01-17,0.9679
2020-01-18,0.9679
2020-01-19,0.9679
2020-01-20,0.9684
2020-01-21,0.9687
2020-01-22,0.9678
2020-01-23,0.9689
2020-01-24,0.9716
2020-01-25,0.9716
2020-01-26,0.9716
2020-01-27,0.9696
2020-01-28,0.9731
2020-01-29,0.9732
2020-01-30,0.9695
2020-01-31,0.9634
2020-02-01,0.9634
2020-02-02,0.9634
2020-02-03,0.9659
2020-02-04,0.9692
2020-02-05,0.9735
2020-02-06,0.9748
2020-02-07,0.9777
2020-02-08,0.9777
2020-02-09,0.9777
2020-02-10,0.9773
2020-02-11,0.9759
2020-02-12,0.9782
2020-02-13,0.9793
2020-02-14,0.9823
2020-02-15,0.9823
2020-02-16,0.9823
2020-02-17,0.9808
2020-02-18,0.9832
2020-02-19,0.9841
2020-02-20,0.9841
2020-02-21,0.9782
2020-02-22,0.9782
2020-02-23,0.9782
2020-02-24,0.9791
2020-02-25,0.9761
2020-02-26,0.9768
2020-02-27,0.9677
2020-02-28,0.9649
2020-02-29,0.9649
2020-03-01,0.9649
2020-03-02,0.9593
2020-03-03,0.9564
2020-03-04,0.9566
2020-03-05,0.9456
2020-03-06,0.9383
2020-03-07,0.9383
2020-03-08,0.9383
2020-03-09,0.9252
2020-03-10,0.94
2020-03-11,0.9385
2020-03-12,0.9438
2020-03-13,0.9517
2020-03-14,0.9517
2020-03-15,0.9517
2020-03-16,0.947
2020-03-17,0.9613
2020-03-18,0.9683
2020-03-19,0.986
2020-03-20,0.9869
2020-03-21,0.9869
2020-03-22,0.9869
2020-03-23,0.9848
2020-03-24,0.9815
2020-03-25,0.9773
2020-03-26,0.962
2020-03-27,0.9517
2020-03-28,0.9517
2020-03-29,0.9517
2020-03-30,0.9583
2020-03-31,0.9611
2020-04-01,0.966
2020-04-02,0.974
2020-04-03,0.9773
2020-04-04,0.9773
2020-04-05,0.9773
2020-04-06,0.9788
2020-04-07,0.9694
2020-04-08,0.9718
2020-04-09,0.9661
2020-04-10,0.9662
2020-04-11,0.9662
2020-04-12,0.9662
2020-04-13,0.9674
2020-04-14,0.96
2020-04-15,0.9646
2020-04-16,0.9703
2020-04-17,0.9666
2020-04-18,0.9666
2020-04-19,0.9666
2020-04-20,0.968
2020-04-21,0.9698
2020-04-22,0.9713
2020-04-23,0.976
2020-04-24,0.973
2020-04-25,0.973
2020-04-26,0.973
2020-04-27,0.9752
2020-04-28,0.9752
2020-04-29,0.9737
2020-04-30,0.9653
2020-05-01,0.9614
2020-05-02,0.9614
2020-05-03,0.9614
2020-05-04,0.965
2020-05-05,0.9727
2020-05-06,0.9749
2020-05-07,0.9731
2020-05-08,0.9713
2020-05-09,0.9713
2020-05-10,0.9713
2020-05-11,0.973
2020-05-12,0.9695
2020-05-13,0.9721
2020-05-14,0.9731
2020-05-15,0.9715
2020-05-16,0.9715
2020-05-17,0.9715
2020-05-18,0.9712
2020-05-19,0.9713
2020-05-20,0.9651
2020-05-21,0.9705
2020-05-22,0.9712
2020-05-23,0.9712
2020-05-24,0.9712
2020-05-25,0.9719
2020-05-26,0.9656
2020-05-27,0.9684
2020-05-28,0.9642
2020-05-29,0.9616
2020-05-30,0.9616
2020-05-31,0.9616
2020-06-01,0.9609
2020-06-02,0.9624
2020-06-03,0.9612
2020-06-04,0.9555
2020-06-05,0.9623
2020-06-06,0.9623
2020-06-07,0.9623
2020-06-08,0.9576
2020-06-09,0.9508
2020-06-10,0.9438
2020-06-11,0.9442
2020-06-12,0.9524
2020-06-13,0.9524
2020-06-14,0.9524
2020-06-15,0.9492
2020-06-16,0.9513
2020-06-17,0.9487
2020-06-18,0.9514
2020-06-19,0.9523
2020-06-20,0.9523
2020-06-21,0.9523
2020-06-22,0.9477
2020-06-23,0.9449
2020-06-24,0.9479
2020-06-25,0.9485
2020-06-26,0.9477
2020-06-27,0.9477
2020-06-28,0.9477
2020-06-29,0.9512
2020-06-30,0.9473
2020-07-01,0.9458
2020-07-02,0.9453
2020-07-03,0.9458
2020-07-04,0.9458
2020-07-05,0.9458
2020-07-06,0.9422
2020-07-07,0.9424
2020-07-08,0.9383
2020-07-09,0.9401
2020-07-10,0.9412
2020-07-11,0.9412
2020-07-12,0.9412
2020-07-13,0.9416
2020-07-14,0.94
2020-07-15,0.9443
2020-07-16,0.9456
2020-07-17,0.9386
2020-07-18,0.9386
2020-07-19,0.9386
2020-07-20,0.9389
2020-07-21,0.9332
2020-07-22,0.9296
2020-07-23,0.9254
2020-07-24,0.9206
2020-07-25,0.9206
2020-07-26,0.9206
2020-07-27,0.9199
2020-07-28,0.9179
2020-07-29,0.9126
2020-07-30,0.9089
2020-07-31,0.9129
2020-08-01,0.9129
2020-08-02,0.9129
2020-08-03,0.9178
2020-08-04,0.9133
2020-08-05,0.9085
2020-08-06,0.9098
2020-08-07,0.9124
2020-08-08,0.9124
2020-08-09,0.9124
2020-08-10,0.9156
2020-08-11,0.9168
2020-08-12,0.9121
2020-08-13,0.9097
2020-08-14,0.9091
2020-08-15,0.9091
2020-08-16,0.9091
2020-08-17,0.9066
2020-08-18,0.9038
2020-08-19,0.9152
2020-08-20,0.9077
2020-08-21,0.9116
2020-08-22,0.9116
2020-08-23,0.9116
2020-08-24,0.9119
2020-08-25,0.9077
2020-08-26,0.9083
2020-08-27,0.909
2020-08-28,0.9042
2020-08-29,0.9042
2020-08-30,0.9042
2020-08-31,0.9037
2020-09-01,0.9094
2020-09-02,0.9107
2020-09-03,0.9094
2020-09-04,0.9135
2020-09-05,0.9135
2020-09-06,0.9135
2020-09-07,0.9161
2020-09-08,0.9178
2020-09-09,0.9124
2020-09-10,0.9106
2020-09-11,0.9089
2020-09-12,0.9089
2020-09-13,0.9089
2020-09-14,0.9084
2020-09-15,0.9081
2020-09-16,0.9094
2020-09-17,0.9083
2020-09-18,0.9116
2020-09-19,0.9116
2020-09-20,0.9116
2020-09-21,0.9145
2020-09-22,0.9198
2020-09-23,0.924
2020-09-24,0.9268
2020-09-25,0.9283
2020-09-26,0.9283
2020-09-27,0.9283
2020-09-28,0.9251
2020-09-29,0.9197
2020-09-30,0.9209
2020-10-01,0.9189
2020-10-02,0.9206
2020-10-03,0.9206
2020-10-04,0.9206
2020-10-05,0.9154
2020-10-06,0.918
2020-10-07,0.9174
2020-10-08,0.917
2020-10-09,0.9107
2020-10-10,0.9107
2020-10-11,0.9107
2020-10-12,0.9091
2020-10-13,0.915
2020-10-14,0.9137
2020-10-15,0.9146
2020-10-16,0.9149
2020-10-17,0.9149
2020-10-18,0.9149
2020-10-19,0.9099
2020-10-20,0.9071
2020-10-21,0.9055
2020-10-22,0.9071
2020-10-23,0.9044
2020-10-24,0.9044
2020-10-25,0.9044
2020-10-26,0.9078
2020-10-27,0.9087
2020-10-28,0.9105
2020-10-29,0.9152
2020-10-30,0.917
2020-10-31,0.917
2020-11-01,0.917
2020-11-02,0.919
2020-11-03,0.9127
2020-11-04,0.9119
2020-11-05,0.9047
2020-11-06,0.8995
2020-11-07,0.8995
2020-11-08,0.8995
2020-11-09,0.913
2020-11-10,0.9154
2020-11-11,0.9173
2020-11-12,0.9147
2020-11-13,0.9127
2020-11-14,0.9127
2020-11-15,0.9127
2020-11-16,0.9128
2020-11-17,0.9116
2020-11-18,0.9115
2020-11-19,0.911
2020-11-20,0.9113
2020-11-21,0.9113
2020-11-22,0.9113
2020-11-23,0.9129
2020-11-24,0.9113
2020-11-25,0.9083
2020-11-26,0.907
2020-11-27,0.9063
2020-11-28,0.9063
2020-11-29,0.9063
2020-11-30,0.9089
2020-12-01,0.8997
2020-12-02,0.8946
2020-12-03,0.8913
2020-12-04,0.8922
2020-12-05,0.8922
2020-12-06,0.8922
2020-12-07,0.8906
2020-12-08,0.8892
2020-12-09,0.8893
2020-12-10,0.886
2020-12-11,0.8902
2020-12-12,0.8902
2020-12-13,0.8902
2020-12-14,0.8867
2020-12-15,0.8857
2020-12-16,0.8854
2020-12-17,0.8847
2020-12-18,0.8837
2020-12-19,0.8837
2020-12-20,0.8837
2020-12-21,0.8857
2020-12-22,0.8896
2020-12-23,0.8884
2020-12-24,0.8911
2020-12-25,0.8898
2020-12-26,0.8898
2020-12-27,0.8898
2020-12-28,0.8893
2020-12-29,0.8842
2020-12-30,0.8813
2020-12-31,0.8852
2021-01-01,0.8861
2021-01-02,0.8861
2021-01-03,0.8861
2021-01-04,0.8815
2021-01-05,0.8784
2021-01-06,0.8785
2021-01-07,0.885
2021-01-08,0.8855
2021-01-09,0.8855
2021-01-10,0.8855
2021-01-11,0.8903
2021-01-12,0.8864
2021-01-13,0.8878
2021-01-14,0.8882
2021-01-15,0.891
2021-01-16,0.891
2021-01-17,0.891
2021-01-18,0.8908
2021-01-19,0.8886
2021-01-20,0.8897
2021-01-21,0.8853
2021-01-22,0.8856
2021-01-23,0.8856
2021-01-24,0.8856
2021-01-25,0.8885
2021-01-26,0.8869
2021-01-27,0.8888
2021-01-28,0.8888
2021-01-29,0.8903
2021-01-30,0.8903
2021-01-31,0.8903
2021-02-01,0.897
2021-02-02,0.8973
2021-02-03,0.8991
2021-02-04,0.9042
2021-02-05,0.899
2021-02-06,0.899
2021-02-07,0.899
2021-02-08,0.8989
2021-02-09,0.8923
2021-02-10,0.8904
2021-02-11,0.8901
2021-02-12,0.8919
2021-02-13,0.8919
2021-02-14,0.8919
2021-02-15,0.8903
2021-02-16,0.8925
2021-02-17,0.8989
2021-02-18,0.8959
2021-02-19,0.8963
2021-02-20,0.8963
2021-02-21,0.8963
2021-02-22,0.8961
2021-02-23,0.9051
2021-02-24,0.9065
2021-02-25,0.9048
2021-02-26,0.9085
2021-02-27,0.9085
2021-02-28,0.9085
2021-03-01,0.9152
2021-03-02,0.9148
2021-03-03,0.9199
2021-03-04,0.9287
2021-03-05,0.9292
2021-03-06,0.9292
2021-03-07,0.9292
2021-03-08,0.9362
2021-03-09,0.9277
2021-03-10,0.9298
2021-03-11,0.9241
2021-03-12,0.9302
2021-03-13,0.9302
2021-03-14,0.9302
2021-03-15,0.9281
2021-03-16,0.9247
2021-03-17,0.9227
2021-03-18,0.9273
2021-03-19,0.9288
2021-03-20,0.9288
2021-03-21,0.9288
2021-03-22,0.9233
2021-03-23,0.934
2021-03-24,0.9356
2021-03-25,0.9398
2021-03-26,0.9391
2021-03-27,0.9391
2021-03-28,0.9391
2021-03-29,0.9392
2021-03-30,0.9424
2021-03-31,0.9436
2021-04-01,0.9421
2021-04-02,0.9423
2021-04-03,0.9423
2021-04-04,0.9423
2021-04-05,0.9367
2021-04-06,0.9309
2021-04-07,0.9303
2021-04-08,0.9246
2021-04-09,0.9242
2021-04-10,0.9242
2021-04-11,0.9242
2021-04-12,0.9228
2021-04-13,0.9209
2021-04-14,0.9225
2021-04-15,0.9226
2021-04-16,0.9201
2021-04-17,0.9201
2021-04-18,0.9201
2021-04-19,0.9147
2021-04-20,0.9161
2021-04-21,0.917
2021-04-22,0.9173
2021-04-23,0.914
2021-04-24,0.914
2021-04-25,0.914
2021-04-26,0.9143
2021-04-27,0.9136
2021-04-28,0.9101
2021-04-29,0.9086
2021-04-30,0.9131
2021-05-01,0.9131
2021-05-02,0.9131
2021-05-03,0.9109
2021-05-04,0.9137
2021-05-05,0.913
2021-05-06,0.9073
2021-05-07,0.9008
2021-05-08,0.9008
2021-05-09,0.9008
2021-05-10,0.9011
2021-05-11,0.9037
2021-05-12,0.9093
2021-05-13,0.9064
2021-05-14,0.9014
2021-05-15,0.9014
2021-05-16,0.9014
2021-05-17,0.9033
2021-05-18,0.8978
2021-05-19,0.9042
2021-05-20,0.8973
2021-05-21,0.8979
2021-05-22,0.8979
2021-05-23,0.8979
2021-05-24,0.8972
2021-05-25,0.8955
2021-05-26,0.8982
2021-05-27,0.8968
2021-05-28,0.8999
2021-05-29,0.8999
2021-05-30,0.8999
2021-05-31,0.8989
2021-06-01,0.8973
2021-06-02,0.8979
2021-06-03,0.9035
2021-06-04,0.8994
2021-06-05,0.8994
2021-06-06,0.8994
2021-06-07,0.8977
2021-06-08,0.8968
2021-06-09,0.8957
2021-06-10,0.8945
2021-06-11,0.8983
2021-06-12,0.8983
2021-06-13,0.8983
2021-06-14,0.8999
2021-06-15,0.898
2021-06-16,0.9087
2021-06-17,0.9175
2021-06-18,0.9216
2021-06-19,0.9216
2021-06-20,0.9216
2021-06-21,0.9178
2021-06-22,0.918
2021-06-23,0.9185
2021-06-24,0.9179
2021-06-25,0.9173
2021-06-26,0.9173
2021-06-27,0.9173
2021-06-28,0.9195
2021-06-29,0.921
2021-06-30,0.925
2021-07-01,0.9255
2021-07-02,0.9209
2021-07-03,0.9209
2021-07-04,0.9209
2021-07-05,0.9221
2021-07-06,0.9242
2021-07-07,0.9255
2021-07-08,0.9154
2021-07-09,0.9147
2021-07-10,0.9147
2021-07-11,0.9147
2021-07-12,0.9151
2021-07-13,0.9183
2021-07-14,0.9153
2021-07-15,0.9178
2021-07-16,0.9194
2021-07-17,0.9194
2021-07-18,0.9194
2021-07-19,0.9175
2021-07-20,0.9217
2021-07-21,0.9176
2021-07-22,0.919
2021-07-23,0.9194
2021-07-24,0.9194
2021-07-25,0.9194
2021-07-26,0.9161
2021-07-27,0.9145
2021-07-28,0.9101
2021-07-29,0.9062
2021-07-30,0.9059
2021-07-31,0.9059
2021-08-01,0.9059
2021-08-02,0.9055
2021-08-03,0.9037
2021-08-04,0.9068
2021-08-05,0.907
2021-08-06,0.9148
2021-08-07,0.9148
2021-08-08,0.9148
2021-08-09,0.9201
2021-08-10,0.9223
2021-08-11,0.9219
2021-08-12,0.9233
2021-08-13,0.9156
2021-08-14,0.9156
2021-08-15,0.9156
2021-08-16,0.9121
2021-08-17,0.914
2021-08-18,0.917
2021-08-19,0.9189
2021-08-20,0.9171
2021-08-21,0.9171
2021-08-22,0.9171
2021-08-23,0.9124
2021-08-24,0.9126
2021-08-25,0.914
2021-08-26,0.9178
2021-08-27,0.9113
2021-08-28,0.9113
2021-08-29,0.9113
2021-08-30,0.9169
2021-08-31,0.9151
2021-09-01,0.9152
2021-09-02,0.9143
2021-09-03,0.9134
2021-09-04,0.9134
2021-09-05,0.9134
2021-09-06,0.9151
2021-09-07,0.9197
2021-09-08,0.9217
2021-09-09,0.917
2021-09-10,0.9176
2021-09-11,0.9176
2021-09-12,0.9176
2021-09-13,0.9217
2021-09-14,0.9204
2021-09-15,0.9198
2021-09-16,0.9277
2021-09-17,0.9323
2021-09-18,0.9323
2021-09-19,0.9323
2021-09-20,0.9276
2021-09-21,0.9236
2021-09-22,0.9257
2021-09-23,0.9241
2021-09-24,0.9248
2021-09-25,0.9248
2021-09-26,0.9248
2021-09-27,0.9258
2021-09-28,0.9295
2021-09-29,0.9343
2021-09-30,0.9317
2021-10-01,0.9311
2021-10-02,0.9311
2021-10-03,0.9311
2021-10-04,0.9251
2021-10-05,0.928
2021-10-06,0.9274
2021-10-07,0.9284
2021-10-08,0.9275
2021-10-09,0.9275
2021-10-10,0.9275
2021-10-11,0.9277
2021-10-12,0.9308
2021-10-13,0.9242
2021-10-14,0.9234
2021-10-15,0.9229
2021-10-16,0.9229
2021-10-17,0.9229
2021-10-18,0.9239
2021-10-19,0.923
2021-10-20,0.9189
2021-10-21,0.9182
2021-10-22,0.9158
2021-10-23,0.9158
2021-10-24,0.9158
2021-10-25,0.9199
2021-10-26,0.9201
2021-10-27,0.9182
2021-10-28,0.9118
2021-10-29,0.9161
2021-10-30,0.9161
2021-10-31,0.9161
2021-11-01,0.9091
2021-11-02,0.9146
2021-11-03,0.9118
2021-11-04,0.9127
2021-11-05,0.9127
2021-11-06,0.9127
2021-11-07,0.9127
2021-11-08,0.9133
2021-11-09,0.9112
2021-11-10,0.918
2021-11-11,0.9208
2021-11-12,0.9215
2021-11-13,0.9215
2021-11-14,0.9215
2021-11-15,0.9252
2021-11-16,0.93
2021-11-17,0.9286
2021-11-18,0.9259
2021-11-19,0.9278
2021-11-20,0.9278
2021-11-21,0.9278
2021-11-22,0.9327
2021-11-23,0.9329
2021-11-24,0.9345
2021-11-25,0.936
2021-11-26,0.9231
2021-11-27,0.9231
2021-11-28,0.9231
2021-11-29,0.9232
2021-11-30,0.9189
2021-12-01,0.92
2021-12-02,0.9203
2021-12-03,0.9172
2021-12-04,0.9172
2021-12-05,0.9172
2021-12-06,0.9254
2021-12-07,0.9254
2021-12-08,0.9206
2021-12-09,0.9236
2021-12-10,0.9213
2021-12-11,0.9213
2021-12-12,0.9213
2021-12-13,0.9228
2021-12-14,0.9237
2021-12-15,0.9251
2021-12-16,0.9193
2021-12-17,0.9234
2021-12-18,0.9234
2021-12-19,0.9234
2021-12-20,0.9211
2021-12-21,0.9236
2021-12-22,0.9199
2021-12-23,0.9185
2021-12-24,0.9191
2021-12-25,0.9191
2021-12-26,0.9191
2021-12-27,0.9176
2021-12-28,0.9175
2021-12-29,0.9147
2021-12-30,0.9136
2021-12-31,0.9129
2022-01-01,0.9129
2022-01-02,0.9129
2022-01-03,0.9192
2022-01-04,0.9161
2022-01-05,0.9169
2022-01-06,0.9212
2022-01-07,0.9188
2022-01-08,0.9188
2022-01-09,0.9188
2022-01-10,0.9273
2022-01-11,0.9234
2022-01-12,0.9143
2022-01-13,0.9111
2022-01-14,0.914
2022-01-15,0.914
2022-01-16,0.914
2022-01-17,0.914
2022-01-18,0.9174
2022-01-19,0.9162
2022-01-20,0.9169
2022-01-21,0.9115
2022-01-22,0.9115
2022-01-23,0.9115
2022-01-24,0.9137
2022-01-25,0.918
2022-01-26,0.9237
2022-01-27,0.9307
2022-01-28,0.9305
2022-01-29,0.9305
2022-01-30,0.9305
2022-01-31,0.9272
2022-02-01,0.9214
2022-02-02,0.9187
2022-02-03,0.9198
2022-02-04,0.9256
2022-02-05,0.9256
2022-02-06,0.9256
2022-02-07,0.9239
2022-02-08,0.9247
2022-02-09,0.9245
2022-02-10,0.9253
2022-02-11,0.9259
2022-02-12,0.9259
2022-02-13,0.9259
2022-02-14,0.9244
2022-02-15,0.9253
2022-02-16,0.9227
2022-02-17,0.9204
2022-02-18,0.9215
2022-02-19,0.9215
2022-02-20,0.9215
2022-02-21,0.9159
2022-02-22,0.9215
2022-02-23,0.9179
2022-02-24,0.9259
2022-02-25,0.9252
2022-02-26,0.9252
2022-02-27,0.9252
2022-02-28,0.9168
2022-03-01,0.9185
2022-03-02,0.9203
2022-03-03,0.9172
2022-03-04,0.9167
2022-03-05,0.9167
2022-03-06,0.9167
2022-03-07,0.9255
2022-03-08,0.9289
2022-03-09,0.9264
2022-03-10,0.9298
2022-03-11,0.9342
2022-03-12,0.9342
2022-03-13,0.9342
2022-03-14,0.9387
2022-03-15,0.9413
2022-03-16,0.9405
2022-03-17,0.9371
2022-03-18,0.9318
2022-03-19,0.9318
2022-03-20,0.9318
2022-03-21,0.9337
2022-03-22,0.9329
2022-03-23,0.9306
2022-03-24,0.9302
2022-03-25,0.93
2022-03-26,0.93
2022-03-27,0.93
2022-03-28,0.9343
2022-03-29,0.9314
2022-03-30,0.9232
2022-03-31,0.9225
2022-04-01,0.9264
2022-04-02,0.9264
2022-04-03,0.9264
2022-04-04,0.9263
2022-04-05,0.9296
2022-04-06,0.9332
2022-04-07,0.9338
2022-04-08,0.9343
2022-04-09,0.9343
2022-04-10,0.9343
2022-04-11,0.9309
2022-04-12,0.933
2022-04-13,0.9341
2022-04-14,0.9423
2022-04-15,0.9431
2022-04-16,0.9431
2022-04-17,0.9431
2022-04-18,0.9446
2022-04-19,0.9521
2022-04-20,0.9485
2022-04-21,0.9533
2022-04-22,0.9575
2022-04-23,0.9575
2022-04-24,0.9575
2022-04-25,0.9592
2022-04-26,0.9625
2022-04-27,0.9691
2022-04-28,0.972
2022-04-29,0.9718
2022-04-30,0.9718
2022-05-01,0.9718
2022-05-02,0.9779
2022-05-03,0.9784
2022-05-04,0.9722
2022-05-05,0.985
2022-05-06,0.989
2022-05-07,0.989
2022-05-08,0.989
2022-05-09,0.9939
2022-05-10,0.9959
2022-05-11,0.9944
2022-05-12,1.0032
2022-05-13,1.0012
2022-05-14,1.0012
2022-05-15,1.0012
2022-05-16,1.0023
2022-05-17,0.9935
2022-05-18,0.9882
2022-05-19,0.9722
2022-05-20,0.9746
2022-05-21,0.9746
2022-05-22,0.9746
2022-05-23,0.9658
2022-05-24,0.9601
2022-05-25,0.9617
2022-05-26,0.9599
2022-05-27,0.9568
2022-05-28,0.9568
2022-05-29,0.9568
2022-05-30,0.9573
2022-05-31,0.9595
2022-06-01,0.9632
2022-06-02,0.9581
2022-06-03,0.9621
2022-06-04,0.9621
2022-06-05,0.9621
2022-06-06,0.9708
2022-06-07,0.9729
2022-06-08,0.9785
2022-06-09,0.9802
2022-06-10,0.988
2022-06-11,0.988
2022-06-12,0.988
2022-06-13,0.9976
2022-06-14,1.0016
2022-06-15,0.9942
2022-06-16,0.9666
2022-06-17,0.9699
2022-06-18,0.9699
2022-06-19,0.9699
2022-06-20,0.9676
2022-06-21,0.9661
2022-06-22,0.9612
2022-06-23,0.9609
2022-06-24,0.9583
2022-06-25,0.9583
2022-06-26,0.9583
2022-06-27,0.9563
2022-06-28,0.9572
2022-06-29,0.955
2022-06-30,0.9551
2022-07-01,0.9611
2022-07-02,0.9611
2022-07-03,0.9611
2022-07-04,0.9612
2022-07-05,0.9685
2022-07-06,0.971
2022-07-07,0.9737
2022-07-08,0.9772
2022-07-09,0.9772
2022-07-10,0.9772
2022-07-11,0.9832
2022-07-12,0.9822
2022-07-13,0.9786
2022-07-14,0.9836
2022-07-15,0.9772
2022-07-16,0.9772
2022-07-17,0.9772
2022-07-18,0.9776
2022-07-19,0.9684
2022-07-20,0.9718
2022-07-21,0.9667
2022-07-22,0.9629
2022-07-23,0.9629
2022-07-24,0.9629
2022-07-25,0.9643
2022-07-26,0.9629
2022-07-27,0.9598
2022-07-28,0.9549
2022-07-29,0.9524
2022-07-30,0.9524
2022-07-31,0.9524
2022-08-01,0.9496
2022-08-02,0.9571
2022-08-03,0.961
2022-08-04,0.9554
2022-08-05,0.9615
2022-08-06,0.9615
2022-08-07,0.9615
2022-08-08,0.9551
2022-08-09,0.9537
2022-08-10,0.9427
2022-08-11,0.9416
2022-08-12,0.9416
2022-08-13,0.9416
2022-08-14,0.9416
2022-08-15,0.9457
2022-08-16,0.9496
2022-08-17,0.952
2022-08-18,0.9566
2022-08-19,0.9592
2022-08-20,0.9592
2022-08-21,0.9592
2022-08-22,0.9643
2022-08-23,0.9639
2022-08-24,0.9666
2022-08-25,0.9636
2022-08-26,0.9657
2022-08-27,0.9657
2022-08-28,0.9657
2022-08-29,0.9682
2022-08-30,0.9743
2022-08-31,0.9775
2022-09-01,0.9818
2022-09-02,0.9812
2022-09-03,0.9812
2022-09-04,0.9812
2022-09-05,0.9798
2022-09-06,0.9836
2022-09-07,0.9767
2022-09-08,0.9707
2022-09-09,0.9614
2022-09-10,0.9614
2022-09-11,0.9614
2022-09-12,0.9536
2022-09-13,0.9615
2022-09-14,0.9623
2022-09-15,0.9617
2022-09-16,0.965
2022-09-17,0.965
2022-09-18,0.965
2022-09-19,0.9645
2022-09-20,0.9641
2022-09-21,0.9664
2022-09-22,0.9782
2022-09-23,0.9818
2022-09-24,0.9818
2022-09-25,0.9818
2022-09-26,0.9937
2022-09-27,0.9917
2022-09-28,0.976
2022-09-29,0.9756
2022-09-30,0.987
2022-10-01,0.987
2022-10-02,0.987
2022-10-03,0.9923
2022-10-04,0.9797
2022-10-05,0.9838
2022-10-06,0.9907
2022-10-07,0.9944
2022-10-08,0.9944
2022-10-09,0.9944
2022-10-10,0.9997
2022-10-11,0.9975
2022-10-12,0.998
2022-10-13,0.9999
2022-10-14,1.0054
2022-10-15,1.0054
2022-10-16,1.0054
2022-10-17,0.9963
2022-10-18,0.9945
2022-10-19,1.0041
2022-10-20,1.0037
2022-10-21,0.9978
2022-10-22,0.9978
2022-10-23,0.9978
2022-10-24,1.0009
2022-10-25,0.995
2022-10-26,0.9862
2022-10-27,0.991
2022-10-28,0.9958
2022-10-29,0.9958
2022-10-30,0.9958
2022-10-31,1.0013
2022-11-01,0.9992
2022-11-02,1.0033
2022-11-03,1.0133
2022-11-04,0.9951
2022-11-05,0.9951
2022-11-06,0.9951
2022-11-07,0.9886
