,LIF CN Equity,LIF CN Equity,LIF CN Equity,LIF CN Equity,LIF CN Equity
2010-08-19,7.4455,7.4455,7.3428,7.3428,217708.0
2010-08-20,7.4366,7.4381,7.2164,7.2164,184880.0
2010-08-21,7.4366,7.4381,7.2164,7.2164,184880.0
2010-08-22,7.4366,7.4381,7.2164,7.2164,184880.0
2010-08-23,7.2878,7.3339,7.2238,7.2907,87022.0
2010-08-24,7.2893,7.3027,7.2089,7.2759,160876.0
2010-08-25,7.2907,7.2907,7.0824,7.0899,133318.0
2010-08-26,7.1196,7.1792,7.072,7.142,101760.0
2010-08-27,7.1345,7.2312,7.0438,7.0839,205310.0
2010-08-28,7.1345,7.2312,7.0438,7.0839,205310.0
2010-08-29,7.1345,7.2312,7.0438,7.0839,205310.0
2010-08-30,7.2283,7.2297,7.008,7.0601,145634.0
2010-08-31,7.0824,7.1687,6.7149,6.7923,705754.0
2010-09-01,6.8459,7.2164,6.8459,7.2164,281528.0
2010-09-02,7.2164,7.2565,7.1077,7.1777,221326.0
2010-09-03,7.203,7.4544,7.203,7.3726,287302.0
2010-09-04,7.203,7.4544,7.203,7.3726,287302.0
2010-09-05,7.203,7.4544,7.203,7.3726,287302.0
2010-09-06,7.203,7.4544,7.203,7.3726,287302.0
2010-09-07,7.3726,7.3726,7.2387,7.264,127300.0
2010-09-08,7.2402,7.3532,7.2164,7.2164,218206.0
2010-09-09,7.2833,7.2833,7.2164,7.2759,263364.0
2010-09-10,7.4038,7.6553,7.4038,7.6553,248222.0
2010-09-11,7.4038,7.6553,7.4038,7.6553,248222.0
2010-09-12,7.4038,7.6553,7.4038,7.6553,248222.0
2010-09-13,7.6553,7.8487,7.6062,7.8428,277756.0
2010-09-14,7.7684,7.8368,7.7222,7.7222,225134.0
2010-09-15,7.7237,7.8413,7.6062,7.6568,192496.0
2010-09-16,7.7014,7.7922,7.5883,7.7922,318230.0
2010-09-17,7.8115,7.8413,7.746,7.7684,369154.0
2010-09-18,7.8115,7.8413,7.746,7.7684,369154.0
2010-09-19,7.8115,7.8413,7.746,7.7684,369154.0
2010-09-20,7.7386,7.9945,7.7386,7.9186,269232.0
2010-09-21,7.9871,7.9871,7.7803,7.8264,205942.0
2010-09-22,7.8963,7.9186,7.7818,7.8963,132182.0
2010-09-23,7.8859,7.9216,7.8115,7.8264,80316.0
2010-09-24,7.8398,7.9722,7.8145,7.8934,110762.0
2010-09-25,7.8398,7.9722,7.8145,7.8934,110762.0
2010-09-26,7.8398,7.9722,7.8145,7.8934,110762.0
2010-09-27,7.9707,7.9975,7.8115,7.8487,77426.0
2010-09-28,7.9921,8.1134,7.8874,8.0755,208098.0
2010-09-29,8.0027,8.1892,7.8965,8.168,85102.0
2010-09-30,8.1513,8.2393,8.1028,8.2014,113678.0
2010-10-01,8.2044,8.4167,8.1741,8.2893,126732.0
2010-10-02,8.2044,8.4167,8.1741,8.2893,126732.0
2010-10-03,8.2044,8.4167,8.1741,8.2893,126732.0
2010-10-04,8.2393,8.2499,8.0376,8.1301,58032.0
2010-10-05,8.077,8.306,8.077,8.1634,114028.0
2010-10-06,8.1589,8.2575,8.0421,8.0922,188696.0
2010-10-07,8.1058,8.1483,7.9557,8.1346,104968.0
2010-10-08,8.1134,8.3242,8.1134,8.2696,150408.0
2010-10-09,8.1134,8.3242,8.1134,8.2696,150408.0
2010-10-10,8.1134,8.3242,8.1134,8.2696,150408.0
2010-10-11,8.1134,8.3242,8.1134,8.2696,150408.0
2010-10-12,8.2681,8.2681,8.1528,8.1528,183522.0
2010-10-13,8.2666,8.4758,8.2135,8.3788,106018.0
2010-10-14,8.4046,8.4925,8.3287,8.4925,160558.0
2010-10-15,8.4774,8.491,8.35,8.4774,89254.0
2010-10-16,8.4774,8.491,8.35,8.4774,89254.0
2010-10-17,8.4774,8.491,8.35,8.4774,89254.0
2010-10-18,8.4258,8.629,8.3742,8.5759,83982.0
2010-10-19,8.4925,8.4925,8.2423,8.4607,140654.0
2010-10-20,8.3879,8.6366,8.3439,8.6047,673618.0
2010-10-21,8.6442,8.6442,8.5304,8.532,112822.0
2010-10-22,8.5683,8.7094,8.5411,8.7094,270632.0
2010-10-23,8.5683,8.7094,8.5411,8.7094,270632.0
2010-10-24,8.5683,8.7094,8.5411,8.7094,270632.0
2010-10-25,8.902,9.0263,8.7973,8.9626,177412.0
2010-10-26,8.9672,9.0976,8.9202,9.0461,186736.0
2010-10-27,8.952,9.0749,8.952,9.0385,129584.0
2010-10-28,9.0915,9.175,9.0263,9.1659,258346.0
2010-10-29,9.0991,9.2811,9.0991,9.2811,134148.0
2010-10-30,9.0991,9.2811,9.0991,9.2811,134148.0
2010-10-31,9.0991,9.2811,9.0991,9.2811,134148.0
2010-11-01,9.1825,9.3721,9.1825,9.3721,240820.0
2010-11-02,9.3721,9.7861,9.3357,9.7057,241800.0
2010-11-03,9.7042,9.7998,9.5844,9.6936,247684.0
2010-11-04,9.7057,9.7634,9.6269,9.7057,370688.0
2010-11-05,9.6299,9.7816,9.6299,9.7209,200934.0
2010-11-06,9.6299,9.7816,9.6299,9.7209,200934.0
2010-11-07,9.6299,9.7816,9.6299,9.7209,200934.0
2010-11-08,9.6709,9.8013,9.6709,9.6815,112120.0
2010-11-09,9.6693,9.8331,9.6496,9.7588,379748.0
2010-11-10,9.6906,9.8104,9.6618,9.7361,158848.0
2010-11-11,9.5693,9.6678,9.3175,9.41,251068.0
2010-11-12,9.3281,9.4555,9.2508,9.2917,237464.0
2010-11-13,9.3281,9.4555,9.2508,9.2917,237464.0
2010-11-14,9.3281,9.4555,9.2508,9.2917,237464.0
2010-11-15,9.2917,9.4024,9.2053,9.3964,172942.0
2010-11-16,9.2508,9.3054,9.1249,9.1916,153228.0
2010-11-17,9.1173,9.3569,9.1173,9.3281,104522.0
2010-11-18,9.3327,9.5207,9.3327,9.504,388904.0
2010-11-19,9.5541,9.8089,9.4661,9.7816,111862.0
2010-11-20,9.5541,9.8089,9.4661,9.7816,111862.0
2010-11-21,9.5541,9.8089,9.4661,9.7816,111862.0
2010-11-22,9.7224,10.0545,9.7224,10.009,218308.0
2010-11-23,9.9332,9.9939,9.8028,9.9924,144030.0
2010-11-24,9.9332,10.0834,9.9287,10.0242,136258.0
2010-11-25,9.9848,10.1334,9.9848,10.0545,68452.0
2010-11-26,10.0545,10.4109,10.0545,10.1683,100640.0
2010-11-27,10.0545,10.4109,10.0545,10.1683,100640.0
2010-11-28,10.0545,10.4109,10.0545,10.1683,100640.0
2010-11-29,10.2441,10.4291,10.2441,10.3396,154074.0
2010-11-30,10.4231,10.5322,10.329,10.329,160090.0
2010-12-01,10.3139,10.4579,10.1895,10.2214,221732.0
2010-12-02,10.2729,10.3078,10.1759,10.2517,177034.0
2010-12-03,10.1652,10.4231,10.1455,10.4094,130434.0
2010-12-04,10.1652,10.4231,10.1455,10.4094,130434.0
2010-12-05,10.1652,10.4231,10.1455,10.4094,130434.0
2010-12-06,10.3275,10.5398,10.2426,10.5398,151428.0
2010-12-07,10.5717,10.5777,10.3351,10.4018,175354.0
2010-12-08,10.3275,10.4049,10.2942,10.3487,181320.0
2010-12-09,10.3503,10.3745,10.1546,10.1546,168288.0
2010-12-10,10.1577,10.2517,10.1152,10.1607,238604.0
2010-12-11,10.1577,10.2517,10.1152,10.1607,238604.0
2010-12-12,10.1577,10.2517,10.1152,10.1607,238604.0
2010-12-13,10.1774,10.5322,10.1774,10.4109,133368.0
2010-12-14,10.4913,10.6278,10.3154,10.3669,179688.0
2010-12-15,10.3882,10.5019,10.3381,10.3594,91178.0
2010-12-16,10.3366,10.4428,9.8968,9.959,179868.0
2010-12-17,9.9029,10.1243,9.7452,10.0894,255178.0
2010-12-18,9.9029,10.1243,9.7452,10.0894,255178.0
2010-12-19,9.9029,10.1243,9.7452,10.0894,255178.0
2010-12-20,10.1364,10.2168,9.9651,10.0075,121700.0
2010-12-21,10.0136,10.1379,10.009,10.0621,138030.0
2010-12-22,10.0136,10.2426,10.0136,10.2426,141424.0
2010-12-23,10.2365,10.4867,10.188,10.4564,158910.0
2010-12-24,10.4807,10.5171,10.4306,10.5171,71268.0
2010-12-25,10.4807,10.5171,10.4306,10.5171,71268.0
2010-12-26,10.4807,10.5171,10.4306,10.5171,71268.0
2010-12-27,10.4807,10.5171,10.4306,10.5171,71268.0
2010-12-28,10.4807,10.5171,10.4306,10.5171,71268.0
2010-12-29,10.4607,10.6575,10.4607,10.5607,62710.0
2010-12-30,10.5185,10.6465,10.4701,10.556,58018.0
2010-12-31,10.6606,10.6918,10.4998,10.4998,51292.0
2011-01-01,10.6606,10.6918,10.4998,10.4998,51292.0
2011-01-02,10.6606,10.6918,10.4998,10.4998,51292.0
2011-01-03,10.6606,10.6918,10.4998,10.4998,51292.0
2011-01-04,10.5638,10.5981,10.3046,10.4967,183210.0
2011-01-05,10.4998,10.5232,10.4373,10.4764,82178.0
2011-01-06,10.4639,10.5372,10.3842,10.4842,130662.0
2011-01-07,10.403,10.6013,10.3905,10.5357,73754.0
2011-01-08,10.403,10.6013,10.3905,10.5357,73754.0
2011-01-09,10.403,10.6013,10.3905,10.5357,73754.0
2011-01-10,10.5778,10.7605,10.4685,10.6871,146670.0
2011-01-11,10.6793,10.7168,10.6169,10.6684,89244.0
2011-01-12,10.9463,11.8347,10.9323,11.1305,388720.0
2011-01-13,11.1618,11.1618,10.9916,11.1165,120278.0
2011-01-14,11.1087,11.1305,10.9369,11.0041,199696.0
2011-01-15,11.1087,11.1305,10.9369,11.0041,199696.0
2011-01-16,11.1087,11.1305,10.9369,11.0041,199696.0
2011-01-17,10.9291,10.9947,10.8339,10.8979,67846.0
2011-01-18,10.965,11.2976,10.965,11.2039,146650.0
2011-01-19,11.1665,11.5287,11.1665,11.4053,195002.0
2011-01-20,11.2742,11.6161,11.1946,11.3038,262144.0
2011-01-21,11.2601,11.3038,10.9838,11.0228,175992.0
2011-01-22,11.2601,11.3038,10.9838,11.0228,175992.0
2011-01-23,11.2601,11.3038,10.9838,11.0228,175992.0
2011-01-24,11.0228,11.218,10.9838,11.218,100334.0
2011-01-25,11.104,11.3195,11.0259,11.3195,90264.0
2011-01-26,11.3195,11.5505,11.3195,11.46,75592.0
2011-01-27,11.46,11.5521,11.1758,11.1758,62054.0
2011-01-28,11.296,11.296,10.8136,10.8167,107170.0
2011-01-29,11.296,11.296,10.8136,10.8167,107170.0
2011-01-30,11.296,11.296,10.8136,10.8167,107170.0
2011-01-31,10.7746,11.1321,10.7746,10.8745,251816.0
2011-02-01,10.9338,11.015,10.812,11.015,214924.0
2011-02-02,10.9463,11.2414,10.9447,11.1711,129634.0
2011-02-03,11.1711,11.2976,11.0853,11.1836,158370.0
2011-02-04,11.3382,11.371,11.1555,11.1555,78776.0
2011-02-05,11.3382,11.371,11.1555,11.1555,78776.0
2011-02-06,11.3382,11.371,11.1555,11.1555,78776.0
2011-02-07,11.1727,11.3179,11.1727,11.2461,65262.0
2011-02-08,11.2211,11.3975,11.2211,11.3819,166350.0
2011-02-09,11.396,11.4756,11.1321,11.2055,133388.0
2011-02-10,11.2055,11.2055,10.9307,11.0618,122436.0
2011-02-11,10.9744,11.0806,10.9307,11.0509,59174.0
2011-02-12,10.9744,11.0806,10.9307,11.0509,59174.0
2011-02-13,10.9744,11.0806,10.9307,11.0509,59174.0
2011-02-14,11.0853,11.2383,11.0853,11.2039,133496.0
2011-02-15,11.2367,11.3429,11.1805,11.321,128836.0
2011-02-16,11.4334,11.4334,11.2461,11.4131,89108.0
2011-02-17,11.4209,11.4912,11.3304,11.4163,85292.0
2011-02-18,11.3835,11.4209,11.2804,11.3335,83486.0
2011-02-19,11.3835,11.4209,11.2804,11.3335,83486.0
2011-02-20,11.3835,11.4209,11.2804,11.3335,83486.0
2011-02-21,11.3835,11.4209,11.2804,11.3335,83486.0
2011-02-22,11.2804,11.3038,10.5872,10.7886,225150.0
2011-02-23,10.6996,10.9385,10.6949,10.7746,178908.0
2011-02-24,10.734,10.7574,10.4795,10.6216,122042.0
2011-02-25,10.7543,11.1883,10.7168,11.0931,100534.0
2011-02-26,10.7543,11.1883,10.7168,11.0931,100534.0
2011-02-27,10.7543,11.1883,10.7168,11.0931,100534.0
2011-02-28,11.0197,11.3195,11.0197,11.2414,91404.0
2011-03-01,11.2289,11.4366,11.2258,11.396,124784.0
2011-03-02,11.4022,11.6942,11.3382,11.5943,143834.0
2011-03-03,11.6239,11.9409,11.5552,11.7957,131900.0
2011-03-04,11.8675,12.2172,11.8675,12.0377,133862.0
2011-03-05,11.8675,12.2172,11.8675,12.0377,133862.0
2011-03-06,11.8675,12.2172,11.8675,12.0377,133862.0
2011-03-07,12.1766,12.2172,11.7098,11.7192,143388.0
2011-03-08,11.7879,11.8581,11.7098,11.8581,134176.0
2011-03-09,11.8487,11.8487,11.741,11.7879,197108.0
2011-03-10,11.741,11.741,11.257,11.2882,344278.0
2011-03-11,11.2398,11.2398,10.9369,11.1196,205696.0
2011-03-12,11.2398,11.2398,10.9369,11.1196,205696.0
2011-03-13,11.2398,11.2398,10.9369,11.1196,205696.0
