,AIR FP Equity
2010-10-19,-8.1137
2010-10-20,-8.1137
2010-10-21,-8.1137
2010-10-22,-8.1137
2010-10-23,-8.1137
2010-10-24,-8.1137
2010-10-25,-8.1137
2010-10-26,-8.1137
2010-10-27,-8.1137
2010-10-28,-8.1137
2010-10-29,-8.1137
2010-10-30,-8.1137
2010-10-31,-8.1137
2010-11-01,-8.1137
2010-11-02,-8.1137
2010-11-03,-8.1137
2010-11-04,-8.1137
2010-11-05,-8.1137
2010-11-06,-8.1137
2010-11-07,-8.1137
2010-11-08,-8.1137
2010-11-09,-8.1137
2010-11-10,-8.1137
2010-11-11,-8.1137
2010-11-12,-8.1137
2010-11-13,-8.1137
2010-11-14,-8.1137
2010-11-15,-8.1137
2010-11-16,-8.1137
2010-11-17,-8.1137
2010-11-18,-8.1137
2010-11-19,-8.1137
2010-11-20,-8.1137
2010-11-21,-8.1137
2010-11-22,-8.1137
2010-11-23,-8.1137
2010-11-24,-8.1137
2010-11-25,-8.1137
2010-11-26,-8.1137
2010-11-27,-8.1137
2010-11-28,-8.1137
2010-11-29,-8.1137
2010-11-30,-8.1137
2010-12-01,-8.1137
2010-12-02,-8.1137
2010-12-03,-8.1137
2010-12-04,-8.1137
2010-12-05,-8.1137
2010-12-06,-8.1137
2010-12-07,-8.1137
2010-12-08,-8.1137
2010-12-09,-8.1137
2010-12-10,-8.1137
2010-12-11,-8.1137
2010-12-12,-8.1137
2010-12-13,-8.1137
2010-12-14,-8.1137
2010-12-15,-8.1137
2010-12-16,-8.1137
2010-12-17,-8.1137
2010-12-18,-8.1137
2010-12-19,-8.1137
2010-12-20,-8.1137
2010-12-21,-8.1137
2010-12-22,-8.1137
2010-12-23,-8.1137
2010-12-24,-8.1137
2010-12-25,-8.1137
2010-12-26,-8.1137
2010-12-27,-8.1137
2010-12-28,-8.1137
2010-12-29,-8.1137
2010-12-30,-8.1137
2010-12-31,5.7081
2011-01-01,5.7081
2011-01-02,5.7081
2011-01-03,5.7081
2011-01-04,5.7081
2011-01-05,5.7081
2011-01-06,5.7081
2011-01-07,5.7081
2011-01-08,5.7081
2011-01-09,5.7081
2011-01-10,5.7081
2011-01-11,5.7081
2011-01-12,5.7081
2011-01-13,5.7081
2011-01-14,5.7081
2011-01-15,5.7081
2011-01-16,5.7081
2011-01-17,5.7081
2011-01-18,5.7081
2011-01-19,5.7081
2011-01-20,5.7081
2011-01-21,5.7081
2011-01-22,5.7081
2011-01-23,5.7081
2011-01-24,5.7081
2011-01-25,5.7081
2011-01-26,5.7081
2011-01-27,5.7081
2011-01-28,5.7081
2011-01-29,5.7081
2011-01-30,5.7081
2011-01-31,5.7081
2011-02-01,5.7081
2011-02-02,5.7081
2011-02-03,5.7081
2011-02-04,5.7081
2011-02-05,5.7081
2011-02-06,5.7081
2011-02-07,5.7081
2011-02-08,5.7081
2011-02-09,5.7081
2011-02-10,5.7081
2011-02-11,5.7081
2011-02-12,5.7081
2011-02-13,5.7081
2011-02-14,5.7081
2011-02-15,5.7081
2011-02-16,5.7081
2011-02-17,5.7081
2011-02-18,5.7081
2011-02-19,5.7081
2011-02-20,5.7081
2011-02-21,5.7081
2011-02-22,5.7081
2011-02-23,5.7081
2011-02-24,5.7081
2011-02-25,5.7081
2011-02-26,5.7081
2011-02-27,5.7081
2011-02-28,5.7081
2011-03-01,5.7081
2011-03-02,5.7081
2011-03-03,5.7081
2011-03-04,5.7081
2011-03-05,5.7081
2011-03-06,5.7081
2011-03-07,5.7081
2011-03-08,5.7081
2011-03-09,5.7081
2011-03-10,5.7081
2011-03-11,5.7081
2011-03-12,5.7081
2011-03-13,5.7081
2011-03-14,5.7081
2011-03-15,5.7081
2011-03-16,5.7081
2011-03-17,5.7081
2011-03-18,5.7081
2011-03-19,5.7081
2011-03-20,5.7081
2011-03-21,5.7081
2011-03-22,5.7081
2011-03-23,5.7081
2011-03-24,5.7081
2011-03-25,5.7081
2011-03-26,5.7081
2011-03-27,5.7081
2011-03-28,5.7081
2011-03-29,5.7081
2011-03-30,5.7081
2011-03-31,4.4978
2011-04-01,4.4978
2011-04-02,4.4978
2011-04-03,4.4978
2011-04-04,4.4978
2011-04-05,4.4978
2011-04-06,4.4978
2011-04-07,4.4978
2011-04-08,4.4978
2011-04-09,4.4978
2011-04-10,4.4978
2011-04-11,4.4978
2011-04-12,4.4978
2011-04-13,4.4978
2011-04-14,4.4978
2011-04-15,4.4978
2011-04-16,4.4978
2011-04-17,4.4978
2011-04-18,4.4978
2011-04-19,4.4978
2011-04-20,4.4978
2011-04-21,4.4978
2011-04-22,4.4978
2011-04-23,4.4978
2011-04-24,4.4978
2011-04-25,4.4978
2011-04-26,4.4978
2011-04-27,4.4978
2011-04-28,4.4978
2011-04-29,4.4978
2011-04-30,4.4978
2011-05-01,4.4978
2011-05-02,4.4978
2011-05-03,4.4978
2011-05-04,4.4978
2011-05-05,4.4978
2011-05-06,4.4978
2011-05-07,4.4978
2011-05-08,4.4978
2011-05-09,4.4978
2011-05-10,4.4978
2011-05-11,4.4978
2011-05-12,4.4978
2011-05-13,4.4978
2011-05-14,4.4978
2011-05-15,4.4978
2011-05-16,4.4978
2011-05-17,4.4978
2011-05-18,4.4978
2011-05-19,4.4978
2011-05-20,4.4978
2011-05-21,4.4978
2011-05-22,4.4978
2011-05-23,4.4978
2011-05-24,4.4978
2011-05-25,4.4978
2011-05-26,4.4978
2011-05-27,4.4978
2011-05-28,4.4978
2011-05-29,4.4978
2011-05-30,4.4978
2011-05-31,4.4978
2011-06-01,4.4978
2011-06-02,4.4978
2011-06-03,4.4978
2011-06-04,4.4978
2011-06-05,4.4978
2011-06-06,4.4978
2011-06-07,4.4978
2011-06-08,4.4978
2011-06-09,4.4978
2011-06-10,4.4978
2011-06-11,4.4978
2011-06-12,4.4978
2011-06-13,4.4978
2011-06-14,4.4978
2011-06-15,4.4978
2011-06-16,4.4978
2011-06-17,4.4978
2011-06-18,4.4978
2011-06-19,4.4978
2011-06-20,4.4978
2011-06-21,4.4978
2011-06-22,4.4978
2011-06-23,4.4978
2011-06-24,4.4978
2011-06-25,4.4978
2011-06-26,4.4978
2011-06-27,4.4978
2011-06-28,4.4978
2011-06-29,4.4978
2011-06-30,6.4284
2011-07-01,6.4284
2011-07-02,6.4284
2011-07-03,6.4284
2011-07-04,6.4284
2011-07-05,6.4284
2011-07-06,6.4284
2011-07-07,6.4284
2011-07-08,6.4284
2011-07-09,6.4284
2011-07-10,6.4284
2011-07-11,6.4284
2011-07-12,6.4284
2011-07-13,6.4284
2011-07-14,6.4284
2011-07-15,6.4284
2011-07-16,6.4284
2011-07-17,6.4284
2011-07-18,6.4284
2011-07-19,6.4284
2011-07-20,6.4284
2011-07-21,6.4284
2011-07-22,6.4284
2011-07-23,6.4284
2011-07-24,6.4284
2011-07-25,6.4284
2011-07-26,6.4284
2011-07-27,6.4284
2011-07-28,6.4284
2011-07-29,6.4284
2011-07-30,6.4284
2011-07-31,6.4284
2011-08-01,6.4284
2011-08-02,6.4284
2011-08-03,6.4284
2011-08-04,6.4284
2011-08-05,6.4284
2011-08-06,6.4284
2011-08-07,6.4284
2011-08-08,6.4284
2011-08-09,6.4284
2011-08-10,6.4284
2011-08-11,6.4284
2011-08-12,6.4284
2011-08-13,6.4284
2011-08-14,6.4284
2011-08-15,6.4284
2011-08-16,6.4284
2011-08-17,6.4284
2011-08-18,6.4284
2011-08-19,6.4284
2011-08-20,6.4284
2011-08-21,6.4284
2011-08-22,6.4284
2011-08-23,6.4284
2011-08-24,6.4284
2011-08-25,6.4284
2011-08-26,6.4284
2011-08-27,6.4284
2011-08-28,6.4284
2011-08-29,6.4284
2011-08-30,6.4284
2011-08-31,6.4284
2011-09-01,6.4284
2011-09-02,6.4284
2011-09-03,6.4284
2011-09-04,6.4284
2011-09-05,6.4284
2011-09-06,6.4284
2011-09-07,6.4284
2011-09-08,6.4284
2011-09-09,6.4284
2011-09-10,6.4284
2011-09-11,6.4284
2011-09-12,6.4284
2011-09-13,6.4284
2011-09-14,6.4284
2011-09-15,6.4284
2011-09-16,6.4284
2011-09-17,6.4284
2011-09-18,6.4284
2011-09-19,6.4284
2011-09-20,6.4284
2011-09-21,6.4284
2011-09-22,6.4284
2011-09-23,6.4284
2011-09-24,6.4284
2011-09-25,6.4284
2011-09-26,6.4284
2011-09-27,6.4284
2011-09-28,6.4284
2011-09-29,6.4284
2011-09-30,9.2575
2011-10-01,9.2575
2011-10-02,9.2575
2011-10-03,9.2575
2011-10-04,9.2575
2011-10-05,9.2575
2011-10-06,9.2575
2011-10-07,9.2575
2011-10-08,9.2575
2011-10-09,9.2575
2011-10-10,9.2575
2011-10-11,9.2575
2011-10-12,9.2575
2011-10-13,9.2575
2011-10-14,9.2575
2011-10-15,9.2575
2011-10-16,9.2575
2011-10-17,9.2575
2011-10-18,9.2575
2011-10-19,9.2575
2011-10-20,9.2575
2011-10-21,9.2575
2011-10-22,9.2575
2011-10-23,9.2575
2011-10-24,9.2575
2011-10-25,9.2575
2011-10-26,9.2575
2011-10-27,9.2575
2011-10-28,9.2575
2011-10-29,9.2575
2011-10-30,9.2575
2011-10-31,9.2575
2011-11-01,9.2575
2011-11-02,9.2575
2011-11-03,9.2575
2011-11-04,9.2575
2011-11-05,9.2575
2011-11-06,9.2575
2011-11-07,9.2575
2011-11-08,9.2575
2011-11-09,9.2575
2011-11-10,9.2575
2011-11-11,9.2575
2011-11-12,9.2575
2011-11-13,9.2575
2011-11-14,9.2575
2011-11-15,9.2575
2011-11-16,9.2575
2011-11-17,9.2575
2011-11-18,9.2575
2011-11-19,9.2575
2011-11-20,9.2575
2011-11-21,9.2575
2011-11-22,9.2575
2011-11-23,9.2575
2011-11-24,9.2575
2011-11-25,9.2575
2011-11-26,9.2575
2011-11-27,9.2575
2011-11-28,9.2575
2011-11-29,9.2575
2011-11-30,9.2575
2011-12-01,9.2575
2011-12-02,9.2575
2011-12-03,9.2575
2011-12-04,9.2575
2011-12-05,9.2575
2011-12-06,9.2575
2011-12-07,9.2575
2011-12-08,9.2575
2011-12-09,9.2575
2011-12-10,9.2575
2011-12-11,9.2575
2011-12-12,9.2575
2011-12-13,9.2575
2011-12-14,9.2575
2011-12-15,9.2575
2011-12-16,9.2575
2011-12-17,9.2575
2011-12-18,9.2575
2011-12-19,9.2575
2011-12-20,9.2575
2011-12-21,9.2575
2011-12-22,9.2575
2011-12-23,9.2575
2011-12-24,9.2575
2011-12-25,9.2575
2011-12-26,9.2575
2011-12-27,9.2575
2011-12-28,9.2575
2011-12-29,9.2575
2011-12-30,9.2575
2011-12-31,12.2435
2012-01-01,12.2435
2012-01-02,12.2435
2012-01-03,12.2435
2012-01-04,12.2435
2012-01-05,12.2435
2012-01-06,12.2435
2012-01-07,12.2435
2012-01-08,12.2435
2012-01-09,12.2435
2012-01-10,12.2435
2012-01-11,12.2435
2012-01-12,12.2435
2012-01-13,12.2435
2012-01-14,12.2435
2012-01-15,12.2435
2012-01-16,12.2435
2012-01-17,12.2435
2012-01-18,12.2435
2012-01-19,12.2435
2012-01-20,12.2435
2012-01-21,12.2435
2012-01-22,12.2435
2012-01-23,12.2435
2012-01-24,12.2435
2012-01-25,12.2435
2012-01-26,12.2435
2012-01-27,12.2435
2012-01-28,12.2435
2012-01-29,12.2435
2012-01-30,12.2435
2012-01-31,12.2435
2012-02-01,12.2435
2012-02-02,12.2435
2012-02-03,12.2435
2012-02-04,12.2435
2012-02-05,12.2435
2012-02-06,12.2435
2012-02-07,12.2435
2012-02-08,12.2435
2012-02-09,12.2435
2012-02-10,12.2435
2012-02-11,12.2435
2012-02-12,12.2435
2012-02-13,12.2435
2012-02-14,12.2435
2012-02-15,12.2435
2012-02-16,12.2435
2012-02-17,12.2435
2012-02-18,12.2435
2012-02-19,12.2435
2012-02-20,12.2435
2012-02-21,12.2435
2012-02-22,12.2435
2012-02-23,12.2435
2012-02-24,12.2435
2012-02-25,12.2435
2012-02-26,12.2435
2012-02-27,12.2435
2012-02-28,12.2435
2012-02-29,12.2435
2012-03-01,12.2435
2012-03-02,12.2435
2012-03-03,12.2435
2012-03-04,12.2435
2012-03-05,12.2435
2012-03-06,12.2435
2012-03-07,12.2435
2012-03-08,12.2435
2012-03-09,12.2435
2012-03-10,12.2435
2012-03-11,12.2435
2012-03-12,12.2435
2012-03-13,12.2435
2012-03-14,12.2435
2012-03-15,12.2435
2012-03-16,12.2435
2012-03-17,12.2435
2012-03-18,12.2435
2012-03-19,12.2435
2012-03-20,12.2435
2012-03-21,12.2435
2012-03-22,12.2435
2012-03-23,12.2435
2012-03-24,12.2435
2012-03-25,12.2435
2012-03-26,12.2435
2012-03-27,12.2435
2012-03-28,12.2435
2012-03-29,12.2435
2012-03-30,12.2435
2012-03-31,11.7027
2012-04-01,11.7027
2012-04-02,11.7027
2012-04-03,11.7027
2012-04-04,11.7027
2012-04-05,11.7027
2012-04-06,11.7027
2012-04-07,11.7027
2012-04-08,11.7027
2012-04-09,11.7027
2012-04-10,11.7027
2012-04-11,11.7027
2012-04-12,11.7027
2012-04-13,11.7027
2012-04-14,11.7027
2012-04-15,11.7027
2012-04-16,11.7027
2012-04-17,11.7027
2012-04-18,11.7027
2012-04-19,11.7027
2012-04-20,11.7027
2012-04-21,11.7027
2012-04-22,11.7027
2012-04-23,11.7027
2012-04-24,11.7027
2012-04-25,11.7027
2012-04-26,11.7027
2012-04-27,11.7027
2012-04-28,11.7027
2012-04-29,11.7027
2012-04-30,11.7027
2012-05-01,11.7027
2012-05-02,11.7027
2012-05-03,11.7027
2012-05-04,11.7027
2012-05-05,11.7027
2012-05-06,11.7027
2012-05-07,11.7027
2012-05-08,11.7027
2012-05-09,11.7027
2012-05-10,11.7027
2012-05-11,11.7027
2012-05-12,11.7027
2012-05-13,11.7027
2012-05-14,11.7027
2012-05-15,11.7027
2012-05-16,11.7027
2012-05-17,11.7027
2012-05-18,11.7027
2012-05-19,11.7027
2012-05-20,11.7027
2012-05-21,11.7027
2012-05-22,11.7027
2012-05-23,11.7027
2012-05-24,11.7027
2012-05-25,11.7027
2012-05-26,11.7027
2012-05-27,11.7027
2012-05-28,11.7027
2012-05-29,11.7027
2012-05-30,11.7027
2012-05-31,11.7027
2012-06-01,11.7027
2012-06-02,11.7027
2012-06-03,11.7027
2012-06-04,11.7027
2012-06-05,11.7027
2012-06-06,11.7027
2012-06-07,11.7027
2012-06-08,11.7027
2012-06-09,11.7027
2012-06-10,11.7027
2012-06-11,11.7027
2012-06-12,11.7027
2012-06-13,11.7027
2012-06-14,11.7027
2012-06-15,11.7027
2012-06-16,11.7027
2012-06-17,11.7027
2012-06-18,11.7027
2012-06-19,11.7027
2012-06-20,11.7027
2012-06-21,11.7027
2012-06-22,11.7027
2012-06-23,11.7027
2012-06-24,11.7027
2012-06-25,11.7027
2012-06-26,11.7027
2012-06-27,11.7027
2012-06-28,11.7027
2012-06-29,11.7027
2012-06-30,15.9317
2012-07-01,15.9317
2012-07-02,15.9317
2012-07-03,15.9317
2012-07-04,15.9317
2012-07-05,15.9317
2012-07-06,15.9317
2012-07-07,15.9317
2012-07-08,15.9317
2012-07-09,15.9317
2012-07-10,15.9317
2012-07-11,15.9317
2012-07-12,15.9317
2012-07-13,15.9317
2012-07-14,15.9317
2012-07-15,15.9317
2012-07-16,15.9317
2012-07-17,15.9317
2012-07-18,15.9317
2012-07-19,15.9317
2012-07-20,15.9317
2012-07-21,15.9317
2012-07-22,15.9317
2012-07-23,15.9317
2012-07-24,15.9317
2012-07-25,15.9317
2012-07-26,15.9317
2012-07-27,15.9317
2012-07-28,15.9317
2012-07-29,15.9317
2012-07-30,15.9317
2012-07-31,15.9317
2012-08-01,15.9317
2012-08-02,15.9317
2012-08-03,15.9317
2012-08-04,15.9317
2012-08-05,15.9317
2012-08-06,15.9317
2012-08-07,15.9317
2012-08-08,15.9317
2012-08-09,15.9317
2012-08-10,15.9317
2012-08-11,15.9317
2012-08-12,15.9317
2012-08-13,15.9317
2012-08-14,15.9317
2012-08-15,15.9317
2012-08-16,15.9317
2012-08-17,15.9317
2012-08-18,15.9317
2012-08-19,15.9317
2012-08-20,15.9317
2012-08-21,15.9317
2012-08-22,15.9317
2012-08-23,15.9317
2012-08-24,15.9317
2012-08-25,15.9317
2012-08-26,15.9317
2012-08-27,15.9317
2012-08-28,15.9317
2012-08-29,15.9317
2012-08-30,15.9317
2012-08-31,15.9317
2012-09-01,15.9317
2012-09-02,15.9317
2012-09-03,15.9317
2012-09-04,15.9317
2012-09-05,15.9317
2012-09-06,15.9317
2012-09-07,15.9317
2012-09-08,15.9317
2012-09-09,15.9317
2012-09-10,15.9317
2012-09-11,15.9317
2012-09-12,15.9317
2012-09-13,15.9317
2012-09-14,15.9317
2012-09-15,15.9317
2012-09-16,15.9317
2012-09-17,15.9317
2012-09-18,15.9317
2012-09-19,15.9317
2012-09-20,15.9317
2012-09-21,15.9317
2012-09-22,15.9317
2012-09-23,15.9317
2012-09-24,15.9317
2012-09-25,15.9317
2012-09-26,15.9317
2012-09-27,15.9317
2012-09-28,15.9317
2012-09-29,15.9317
2012-09-30,16.2262
2012-10-01,16.2262
2012-10-02,16.2262
2012-10-03,16.2262
2012-10-04,16.2262
2012-10-05,16.2262
2012-10-06,16.2262
2012-10-07,16.2262
2012-10-08,16.2262
2012-10-09,16.2262
2012-10-10,16.2262
2012-10-11,16.2262
2012-10-12,16.2262
2012-10-13,16.2262
2012-10-14,16.2262
2012-10-15,16.2262
2012-10-16,16.2262
2012-10-17,16.2262
2012-10-18,16.2262
2012-10-19,16.2262
2012-10-20,16.2262
2012-10-21,16.2262
2012-10-22,16.2262
2012-10-23,16.2262
2012-10-24,16.2262
2012-10-25,16.2262
2012-10-26,16.2262
2012-10-27,16.2262
2012-10-28,16.2262
2012-10-29,16.2262
2012-10-30,16.2262
2012-10-31,16.2262
2012-11-01,16.2262
2012-11-02,16.2262
2012-11-03,16.2262
2012-11-04,16.2262
2012-11-05,16.2262
2012-11-06,16.2262
2012-11-07,16.2262
2012-11-08,16.2262
2012-11-09,16.2262
2012-11-10,16.2262
2012-11-11,16.2262
2012-11-12,16.2262
2012-11-13,16.2262
2012-11-14,16.2262
2012-11-15,16.2262
2012-11-16,16.2262
2012-11-17,16.2262
2012-11-18,16.2262
2012-11-19,16.2262
2012-11-20,16.2262
2012-11-21,16.2262
2012-11-22,16.2262
2012-11-23,16.2262
2012-11-24,16.2262
2012-11-25,16.2262
2012-11-26,16.2262
2012-11-27,16.2262
2012-11-28,16.2262
2012-11-29,16.2262
2012-11-30,16.2262
2012-12-01,16.2262
2012-12-02,16.2262
2012-12-03,16.2262
2012-12-04,16.2262
2012-12-05,16.2262
2012-12-06,16.2262
2012-12-07,16.2262
2012-12-08,16.2262
2012-12-09,16.2262
2012-12-10,16.2262
2012-12-11,16.2262
2012-12-12,16.2262
2012-12-13,16.2262
2012-12-14,16.2262
2012-12-15,16.2262
2012-12-16,16.2262
2012-12-17,16.2262
2012-12-18,16.2262
2012-12-19,16.2262
2012-12-20,16.2262
2012-12-21,16.2262
2012-12-22,16.2262
2012-12-23,16.2262
2012-12-24,16.2262
2012-12-25,16.2262
2012-12-26,16.2262
2012-12-27,16.2262
2012-12-28,16.2262
2012-12-29,16.2262
2012-12-30,16.2262
2012-12-31,12.4306
2013-01-01,12.4306
2013-01-02,12.4306
2013-01-03,12.4306
2013-01-04,12.4306
2013-01-05,12.4306
2013-01-06,12.4306
2013-01-07,12.4306
2013-01-08,12.4306
2013-01-09,12.4306
2013-01-10,12.4306
2013-01-11,12.4306
2013-01-12,12.4306
2013-01-13,12.4306
2013-01-14,12.4306
2013-01-15,12.4306
2013-01-16,12.4306
2013-01-17,12.4306
2013-01-18,12.4306
2013-01-19,12.4306
2013-01-20,12.4306
2013-01-21,12.4306
2013-01-22,12.4306
2013-01-23,12.4306
2013-01-24,12.4306
2013-01-25,12.4306
2013-01-26,12.4306
2013-01-27,12.4306
2013-01-28,12.4306
2013-01-29,12.4306
2013-01-30,12.4306
2013-01-31,12.4306
2013-02-01,12.4306
2013-02-02,12.4306
2013-02-03,12.4306
2013-02-04,12.4306
2013-02-05,12.4306
2013-02-06,12.4306
