,WTB LN Equity,WTB LN Equity,WTB LN Equity,WTB LN Equity,WTB LN Equity
2010-05-21,872.548,879.836,851.347,869.236,1277399.0
2010-05-22,872.548,879.836,851.347,869.236,1277399.0
2010-05-23,872.548,879.836,851.347,869.236,1277399.0
2010-05-24,873.211,876.523,861.285,868.573,554484.0
2010-05-25,852.01,855.985,834.784,838.759,825362.0
2010-05-26,855.985,879.173,843.397,871.223,898017.0
2010-05-27,874.536,893.749,870.561,893.749,810317.0
2010-05-28,899.712,923.563,899.712,917.6,1082874.0
2010-05-29,899.712,923.563,899.712,917.6,1082874.0
2010-05-30,899.712,923.563,899.712,917.6,1082874.0
2010-05-31,899.712,923.563,899.712,917.6,1082874.0
2010-06-01,917.6,938.801,899.049,932.176,1011409.0
2010-06-02,928.863,930.851,907.662,928.2,744041.0
2010-06-03,948.076,949.401,939.463,942.114,534816.0
2010-06-04,938.138,948.076,919.588,922.9,513325.0
2010-06-05,938.138,948.076,919.588,922.9,513325.0
2010-06-06,938.138,948.076,919.588,922.9,513325.0
2010-06-07,914.287,918.263,902.362,906.337,513846.0
2010-06-08,907.0,907.0,882.486,890.436,616877.0
2010-06-09,901.699,910.312,889.111,910.312,571525.0
2010-06-10,905.675,936.151,903.024,934.163,838297.0
2010-06-11,940.788,945.426,926.213,928.2,930132.0
2010-06-12,940.788,945.426,926.213,928.2,930132.0
2010-06-13,940.788,945.426,926.213,928.2,930132.0
2010-06-14,942.776,961.327,942.114,961.327,704319.0
2010-06-15,956.027,997.766,956.027,985.178,905694.0
2010-06-16,996.441,997.766,977.89,984.515,421502.0
2010-06-17,987.828,987.828,974.577,979.878,739595.0
2010-06-18,977.89,986.503,977.227,978.553,1561336.0
2010-06-19,977.89,986.503,977.227,978.553,1561336.0
2010-06-20,977.89,986.503,977.227,978.553,1561336.0
2010-06-21,991.803,995.778,975.24,979.215,822089.0
2010-06-22,1011.016,1026.917,1001.078,1014.329,1486608.0
2010-06-23,999.091,1014.329,997.103,1007.704,669532.0
2010-06-24,1016.979,1026.917,980.54,983.853,886613.0
2010-06-25,988.49,989.815,977.89,981.865,594890.0
2010-06-26,988.49,989.815,977.89,981.865,594890.0
2010-06-27,988.49,989.815,977.89,981.865,594890.0
2010-06-28,990.478,994.453,978.553,991.141,693846.0
2010-06-29,975.24,979.878,948.739,948.739,909253.0
2010-06-30,948.076,952.051,926.875,933.501,1054786.0
2010-07-01,923.563,923.563,895.074,901.699,1156825.0
2010-07-02,905.675,911.637,897.062,905.675,650690.0
2010-07-03,905.675,911.637,897.062,905.675,650690.0
2010-07-04,905.675,911.637,897.062,905.675,650690.0
2010-07-05,912.962,914.95,903.024,909.65,314088.0
2010-07-06,914.287,931.513,908.987,919.588,811581.0
2010-07-07,910.975,915.612,892.424,907.662,1361646.0
2010-07-08,915.612,931.513,910.312,930.851,711341.0
2010-07-09,938.138,943.439,928.2,928.2,847316.0
2010-07-10,938.138,943.439,928.2,928.2,847316.0
2010-07-11,938.138,943.439,928.2,928.2,847316.0
2010-07-12,924.888,939.463,919.588,934.826,705524.0
2010-07-13,938.801,961.327,934.826,961.327,405609.0
2010-07-14,966.627,979.878,958.014,969.94,883942.0
2010-07-15,969.277,970.602,953.376,960.002,611415.0
2010-07-16,960.002,967.952,948.739,950.726,587861.0
2010-07-17,960.002,967.952,948.739,950.726,587861.0
2010-07-18,960.002,967.952,948.739,950.726,587861.0
2010-07-19,952.051,958.014,933.501,937.476,303973.0
2010-07-20,946.089,954.039,934.163,942.114,692732.0
2010-07-21,948.076,960.664,942.114,949.401,667917.0
2010-07-22,942.776,969.94,942.776,966.627,539050.0
2010-07-23,969.277,982.528,966.627,972.59,460942.0
2010-07-24,969.277,982.528,966.627,972.59,460942.0
2010-07-25,969.277,982.528,966.627,972.59,460942.0
2010-07-26,976.565,981.203,965.964,971.265,401454.0
2010-07-27,971.927,973.252,938.138,956.689,717999.0
2010-07-28,961.327,964.639,946.089,952.714,540509.0
2010-07-29,950.726,961.989,948.076,953.376,560140.0
2010-07-30,954.039,958.014,930.851,932.838,548930.0
2010-07-31,954.039,958.014,930.851,932.838,548930.0
2010-08-01,954.039,958.014,930.851,932.838,548930.0
2010-08-02,938.138,964.639,936.813,960.664,453432.0
2010-08-03,961.327,961.989,947.414,953.376,356566.0
2010-08-04,952.051,956.027,936.151,952.051,444638.0
2010-08-05,949.401,954.702,926.213,933.501,1302729.0
2010-08-06,938.138,979.215,933.501,956.027,1127009.0
2010-08-07,938.138,979.215,933.501,956.027,1127009.0
2010-08-08,938.138,979.215,933.501,956.027,1127009.0
2010-08-09,967.29,976.565,960.664,973.915,617317.0
2010-08-10,971.265,973.252,950.726,954.702,749628.0
2010-08-11,956.027,956.027,924.888,924.888,808669.0
2010-08-12,914.287,928.863,907.0,915.612,382374.0
2010-08-13,924.888,926.875,913.625,914.95,1686219.0
2010-08-14,924.888,926.875,913.625,914.95,1686219.0
2010-08-15,924.888,926.875,913.625,914.95,1686219.0
2010-08-16,918.925,918.925,899.049,908.325,662069.0
2010-08-17,910.312,924.225,910.312,922.9,790676.0
2010-08-18,922.9,931.513,917.6,925.55,335228.0
2010-08-19,932.838,944.764,921.575,927.538,535216.0
2010-08-20,926.875,933.501,902.362,910.975,857365.0
2010-08-21,926.875,933.501,902.362,910.975,857365.0
2010-08-22,926.875,933.501,902.362,910.975,857365.0
2010-08-23,914.95,920.913,906.337,914.287,395752.0
2010-08-24,912.3,918.925,901.699,913.625,511549.0
2010-08-25,910.975,918.263,897.724,906.337,702338.0
2010-08-26,911.637,924.888,908.325,915.612,375346.0
2010-08-27,916.275,930.851,910.975,929.526,583021.0
2010-08-28,916.275,930.851,910.975,929.526,583021.0
2010-08-29,916.275,930.851,910.975,929.526,583021.0
2010-08-30,916.275,930.851,910.975,929.526,583021.0
2010-08-31,919.588,929.526,914.287,924.888,697026.0
2010-09-01,925.55,968.615,925.55,967.952,753268.0
2010-09-02,963.314,1005.054,963.314,1003.729,1033381.0
2010-09-03,1005.054,1010.354,989.815,998.428,1455157.0
2010-09-04,1005.054,1010.354,989.815,998.428,1455157.0
2010-09-05,1005.054,1010.354,989.815,998.428,1455157.0
2010-09-06,999.753,1012.341,997.766,1001.741,591094.0
2010-09-07,1014.329,1018.304,984.515,994.453,1102045.0
2010-09-08,993.128,1002.403,976.565,999.753,1104020.0
2010-09-09,996.441,1021.617,996.441,1015.654,688291.0
2010-09-10,1017.642,1021.617,1002.403,1016.317,783129.0
2010-09-11,1017.642,1021.617,1002.403,1016.317,783129.0
2010-09-12,1017.642,1021.617,1002.403,1016.317,783129.0
2010-09-13,1022.942,1050.768,1015.654,1046.793,675505.0
2010-09-14,1047.455,1054.743,1038.18,1052.756,1693042.0
2010-09-15,1059.381,1059.381,1040.168,1050.105,1182400.0
2010-09-16,1053.418,1057.393,1037.517,1050.105,729364.0
2010-09-17,1064.019,1075.281,1054.081,1060.043,932693.0
2010-09-18,1064.019,1075.281,1054.081,1060.043,932693.0
2010-09-19,1064.019,1075.281,1054.081,1060.043,932693.0
2010-09-20,1067.994,1068.656,1055.406,1068.656,400746.0
2010-09-21,1070.644,1075.281,1054.081,1064.681,469906.0
2010-09-22,1069.981,1069.981,1036.855,1055.406,898072.0
2010-09-23,1067.331,1069.319,1037.517,1056.068,517294.0
2010-09-24,1054.081,1079.257,1051.43,1074.619,620792.0
2010-09-25,1054.081,1079.257,1051.43,1074.619,620792.0
2010-09-26,1054.081,1079.257,1051.43,1074.619,620792.0
2010-09-27,1079.919,1093.17,1075.944,1078.594,660759.0
2010-09-28,1079.919,1082.569,1064.019,1076.607,535484.0
2010-09-29,1075.944,1087.869,1071.306,1081.244,615080.0
2010-09-30,1081.244,1095.157,1068.656,1075.944,892001.0
2010-10-01,1083.232,1089.857,1073.294,1075.944,550485.0
2010-10-02,1083.232,1089.857,1073.294,1075.944,550485.0
2010-10-03,1083.232,1089.857,1073.294,1075.944,550485.0
2010-10-04,1073.294,1075.944,1064.019,1069.319,454855.0
2010-10-05,1072.631,1093.832,1069.319,1091.182,574230.0
2010-10-06,1093.832,1113.046,1093.832,1107.083,726866.0
2010-10-07,1105.095,1111.058,1093.832,1097.145,722983.0
2010-10-08,1093.17,1103.108,1088.532,1098.47,604464.0
2010-10-09,1093.17,1103.108,1088.532,1098.47,604464.0
2010-10-10,1093.17,1103.108,1088.532,1098.47,604464.0
2010-10-11,1108.408,1124.308,1106.42,1115.696,587432.0
2010-10-12,1113.046,1113.046,1093.17,1109.07,859184.0
2010-10-13,1109.733,1117.021,1107.083,1112.383,565762.0
2010-10-14,1119.008,1122.983,1100.457,1111.058,441412.0
2010-10-15,1121.658,1121.658,1101.783,1117.683,1247206.0
2010-10-16,1121.658,1121.658,1101.783,1117.683,1247206.0
2010-10-17,1121.658,1121.658,1101.783,1117.683,1247206.0
2010-10-18,1111.72,1128.946,1110.395,1121.658,790570.0
2010-10-19,1130.271,1146.172,1117.021,1144.847,1081131.0
2010-10-20,1136.234,1147.497,1121.658,1145.509,938764.0
2010-10-21,1145.509,1155.447,1134.246,1146.834,1241175.0
2010-10-22,1146.172,1152.135,1140.209,1148.159,779427.0
2010-10-23,1146.172,1152.135,1140.209,1148.159,779427.0
2010-10-24,1146.172,1152.135,1140.209,1148.159,779427.0
2010-10-25,1151.472,1161.41,1131.596,1145.509,1138183.0
2010-10-26,1144.184,1146.172,1132.259,1145.509,1090092.0
2010-10-27,1136.34,1141.675,1117.001,1124.337,749927.0
2010-10-28,1126.337,1145.01,1126.337,1130.339,477545.0
2010-10-29,1131.005,1140.342,1119.669,1129.672,734853.0
2010-10-30,1131.005,1140.342,1119.669,1129.672,734853.0
2010-10-31,1131.005,1140.342,1119.669,1129.672,734853.0
2010-11-01,1135.007,1143.676,1127.004,1139.008,581219.0
2010-11-02,1133.673,1154.346,1133.673,1151.011,648933.0
2010-11-03,1156.346,1159.014,1149.678,1153.679,884523.0
2010-11-04,1159.681,1179.687,1154.346,1178.353,1084075.0
2010-11-05,1175.019,1193.024,1173.685,1193.024,995621.0
2010-11-06,1175.019,1193.024,1173.685,1193.024,995621.0
2010-11-07,1175.019,1193.024,1173.685,1193.024,995621.0
2010-11-08,1193.024,1199.026,1184.355,1193.024,719347.0
2010-11-09,1191.023,1205.028,1187.689,1198.359,1435914.0
2010-11-10,1194.358,1198.359,1179.02,1179.687,1042584.0
2010-11-11,1185.022,1190.357,1169.684,1175.019,486603.0
2010-11-12,1167.016,1180.354,1153.012,1163.682,1071811.0
2010-11-13,1167.016,1180.354,1153.012,1163.682,1071811.0
2010-11-14,1167.016,1180.354,1153.012,1163.682,1071811.0
2010-11-15,1161.681,1163.682,1153.012,1156.346,793615.0
2010-11-16,1154.346,1154.346,1123.67,1127.671,1012005.0
2010-11-17,1124.337,1130.339,1111.666,1127.671,895387.0
2010-11-18,1134.34,1151.011,1134.34,1143.676,530109.0
2010-11-19,1143.009,1144.343,1130.339,1139.675,433767.0
2010-11-20,1143.009,1144.343,1130.339,1139.675,433767.0
2010-11-21,1143.009,1144.343,1130.339,1139.675,433767.0
2010-11-22,1152.345,1153.679,1129.672,1137.007,294905.0
2010-11-23,1134.34,1143.009,1118.335,1118.335,630359.0
2010-11-24,1124.337,1133.673,1113.0,1133.006,1355095.0
2010-11-25,1134.34,1167.683,1134.34,1167.016,655623.0
2010-11-26,1163.682,1164.349,1145.676,1162.348,377954.0
2010-11-27,1163.682,1164.349,1145.676,1162.348,377954.0
2010-11-28,1163.682,1164.349,1145.676,1162.348,377954.0
2010-11-29,1166.349,1166.349,1131.005,1131.672,572026.0
2010-11-30,1132.339,1137.007,1121.669,1126.337,791529.0
2010-12-01,1138.341,1150.345,1127.004,1149.678,521081.0
2010-12-02,1150.345,1196.358,1149.011,1194.358,1073978.0
2010-12-03,1197.025,1198.359,1163.682,1188.356,567701.0
2010-12-04,1197.025,1198.359,1163.682,1188.356,567701.0
2010-12-05,1197.025,1198.359,1163.682,1188.356,567701.0
2010-12-06,1189.69,1198.359,1181.687,1189.69,321522.0
2010-12-07,1192.357,1205.028,1189.69,1203.694,894832.0
2010-12-08,1209.696,1220.365,1203.694,1208.362,944067.0
2010-12-09,1205.028,1209.696,1173.685,1179.687,635812.0
2010-12-10,1185.688,1191.69,1171.017,1175.685,401875.0
2010-12-11,1185.688,1191.69,1171.017,1175.685,401875.0
2010-12-12,1185.688,1191.69,1171.017,1175.685,401875.0
2010-12-13,1178.353,1197.025,1177.686,1193.691,978963.0
2010-12-14,1203.694,1203.694,1155.013,1160.348,1319789.0
2010-12-15,1159.681,1189.69,1157.68,1183.021,1341849.0
2010-12-16,1187.689,1205.028,1186.355,1200.359,805051.0
2010-12-17,1200.359,1208.362,1195.691,1203.694,678524.0
2010-12-18,1200.359,1208.362,1195.691,1203.694,678524.0
2010-12-19,1200.359,1208.362,1195.691,1203.694,678524.0
2010-12-20,1207.028,1209.696,1192.357,1201.026,449635.0
2010-12-21,1201.693,1215.697,1199.026,1209.696,309149.0
2010-12-22,1207.028,1217.031,1202.36,1214.364,305167.0
2010-12-23,1216.364,1216.364,1205.694,1209.696,279374.0
2010-12-24,1210.362,1217.031,1208.362,1217.031,45001.0
2010-12-25,1210.362,1217.031,1208.362,1217.031,45001.0
2010-12-26,1210.362,1217.031,1208.362,1217.031,45001.0
2010-12-27,1210.362,1217.031,1208.362,1217.031,45001.0
2010-12-28,1210.362,1217.031,1208.362,1217.031,45001.0
2010-12-29,1219.032,1222.366,1207.028,1212.363,172794.0
2010-12-30,1213.03,1221.032,1206.361,1209.696,147476.0
2010-12-31,1216.364,1216.364,1193.691,1193.691,149488.0
2011-01-01,1216.364,1216.364,1193.691,1193.691,149488.0
2011-01-02,1216.364,1216.364,1193.691,1193.691,149488.0
2011-01-03,1216.364,1216.364,1193.691,1193.691,149488.0
2011-01-04,1170.351,1223.7,1153.679,1217.698,612270.0
2011-01-05,1215.031,1226.367,1208.362,1221.699,447188.0
2011-01-06,1219.032,1242.372,1215.697,1237.704,589688.0
2011-01-07,1239.038,1266.379,1231.702,1258.377,780730.0
2011-01-08,1239.038,1266.379,1231.702,1258.377,780730.0
2011-01-09,1239.038,1266.379,1231.702,1258.377,780730.0
2011-01-10,1258.377,1259.711,1241.705,1245.706,657430.0
2011-01-11,1251.708,1255.709,1245.706,1251.041,342985.0
2011-01-12,1250.374,1256.376,1247.707,1256.376,616384.0
2011-01-13,1253.042,1258.377,1235.037,1237.704,381939.0
2011-01-14,1239.705,1239.705,1220.365,1220.365,501662.0
2011-01-15,1239.705,1239.705,1220.365,1220.365,501662.0
2011-01-16,1239.705,1239.705,1220.365,1220.365,501662.0
2011-01-17,1221.699,1227.034,1212.363,1212.363,347341.0
2011-01-18,1213.03,1227.034,1212.363,1217.698,426833.0
2011-01-19,1223.7,1223.7,1189.69,1189.69,536296.0
2011-01-20,1188.356,1193.024,1150.345,1156.346,923031.0
2011-01-21,1161.681,1165.016,1144.343,1147.01,579059.0
2011-01-22,1161.681,1165.016,1144.343,1147.01,579059.0
2011-01-23,1161.681,1165.016,1144.343,1147.01,579059.0
2011-01-24,1176.352,1183.688,1157.68,1182.354,943910.0
2011-01-25,1189.023,1191.023,1171.017,1185.688,906940.0
2011-01-26,1189.69,1201.693,1187.022,1190.357,372131.0
2011-01-27,1187.022,1205.694,1183.688,1197.025,623036.0
2011-01-28,1197.025,1198.359,1167.683,1167.683,609300.0
2011-01-29,1197.025,1198.359,1167.683,1167.683,609300.0
2011-01-30,1197.025,1198.359,1167.683,1167.683,609300.0
2011-01-31,1161.014,1163.682,1148.344,1157.013,666451.0
2011-02-01,1161.014,1169.684,1151.678,1167.016,474065.0
2011-02-02,1167.016,1179.687,1167.016,1173.018,809888.0
2011-02-03,1173.685,1174.352,1160.348,1168.35,331513.0
2011-02-04,1168.35,1180.354,1167.683,1173.018,590816.0
2011-02-05,1168.35,1180.354,1167.683,1173.018,590816.0
2011-02-06,1168.35,1180.354,1167.683,1173.018,590816.0
2011-02-07,1174.352,1183.021,1166.349,1182.354,277047.0
2011-02-08,1178.353,1203.694,1172.351,1195.691,686490.0
2011-02-09,1200.359,1234.37,1200.359,1224.367,1262296.0
2011-02-10,1220.365,1229.702,1219.699,1225.034,878214.0
2011-02-11,1226.367,1249.708,1221.699,1227.701,681796.0
2011-02-12,1226.367,1249.708,1221.699,1227.701,681796.0
2011-02-13,1226.367,1249.708,1221.699,1227.701,681796.0
2011-02-14,1221.699,1232.369,1218.365,1224.367,624128.0
2011-02-15,1220.365,1247.707,1217.031,1242.372,686710.0
2011-02-16,1221.032,1245.04,1221.032,1240.371,367628.0
2011-02-17,1239.038,1243.039,1226.367,1226.367,545913.0
2011-02-18,1227.034,1237.037,1225.034,1229.035,307683.0
2011-02-19,1227.034,1237.037,1225.034,1229.035,307683.0
2011-02-20,1227.034,1237.037,1225.034,1229.035,307683.0
2011-02-21,1225.034,1240.371,1222.366,1223.033,683752.0
2011-02-22,1214.364,1224.367,1206.361,1217.698,774399.0
2011-02-23,1215.697,1217.031,1181.02,1187.022,1282882.0
2011-02-24,1181.687,1187.022,1166.349,1166.349,888972.0
2011-02-25,1179.02,1200.359,1173.685,1200.359,418554.0
2011-02-26,1179.02,1200.359,1173.685,1200.359,418554.0
2011-02-27,1179.02,1200.359,1173.685,1200.359,418554.0
2011-02-28,1197.025,1200.359,1174.352,1188.356,780510.0
2011-03-01,1196.358,1201.693,1149.678,1156.346,1377501.0
2011-03-02,1133.673,1150.345,1090.327,1096.328,2392674.0
2011-03-03,1098.329,1144.343,1098.329,1139.008,1437663.0
2011-03-04,1125.004,1149.011,1118.335,1119.669,1212616.0
2011-03-05,1125.004,1149.011,1118.335,1119.669,1212616.0
2011-03-06,1125.004,1149.011,1118.335,1119.669,1212616.0
2011-03-07,1119.669,1129.005,1108.332,1108.332,460278.0
2011-03-08,1108.999,1132.339,1107.665,1129.672,789366.0
2011-03-09,1133.006,1147.677,1113.667,1114.334,712376.0
2011-03-10,1106.998,1119.669,1104.331,1108.999,721454.0
2011-03-11,1101.663,1107.665,1090.993,1100.996,552573.0
2011-03-12,1101.663,1107.665,1090.993,1100.996,552573.0
2011-03-13,1101.663,1107.665,1090.993,1100.996,552573.0
2011-03-14,1100.33,1100.33,1077.656,1077.656,608634.0
2011-03-15,1059.651,1078.323,1039.645,1070.987,865314.0
2011-03-16,1072.321,1080.324,1054.316,1054.316,604748.0
2011-03-17,1060.984,1082.991,1044.98,1080.99,569375.0
2011-03-18,1082.324,1091.66,1072.321,1080.99,893118.0
2011-03-19,1082.324,1091.66,1072.321,1080.99,893118.0
2011-03-20,1082.324,1091.66,1072.321,1080.99,893118.0
2011-03-21,1092.994,1104.998,1086.325,1100.996,656540.0
2011-03-22,1103.664,1106.998,1093.661,1096.328,661833.0
2011-03-23,1088.993,1096.328,1078.323,1088.326,660676.0
2011-03-24,1086.325,1125.004,1086.325,1122.336,572931.0
2011-03-25,1127.671,1131.672,1112.333,1122.336,385581.0
2011-03-26,1127.671,1131.672,1112.333,1122.336,385581.0
2011-03-27,1127.671,1131.672,1112.333,1122.336,385581.0
2011-03-28,1125.67,1138.341,1108.332,1108.999,597174.0
2011-03-29,1114.334,1115.001,1100.996,1112.333,541215.0
2011-03-30,1118.335,1119.669,1105.664,1108.332,767453.0
2011-03-31,1111.666,1124.337,1100.33,1100.33,1136124.0
2011-04-01,1106.998,1119.669,1097.662,1108.999,572182.0
2011-04-02,1106.998,1119.669,1097.662,1108.999,572182.0
