,HWDN LN Equity,HWDN LN Equity,HWDN LN Equity,HWDN LN Equity,HWDN LN Equity
2010-03-31,62.592,62.592,59.451,60.59,9475979.0
2010-04-01,61.139,61.139,60.315,60.668,1925127.0
2010-04-02,61.139,61.139,60.315,60.668,1925127.0
2010-04-03,61.139,61.139,60.315,60.668,1925127.0
2010-04-04,61.139,61.139,60.315,60.668,1925127.0
2010-04-05,61.139,61.139,60.315,60.668,1925127.0
2010-04-06,61.532,61.532,60.511,60.825,1456716.0
2010-04-07,61.257,61.257,58.705,58.705,2090459.0
2010-04-08,58.901,59.333,57.409,58.508,2348812.0
2010-04-09,58.43,60.943,58.43,59.844,2175713.0
2010-04-10,58.43,60.943,58.43,59.844,2175713.0
2010-04-11,58.43,60.943,58.43,59.844,2175713.0
2010-04-12,60.629,60.865,60.001,60.59,673348.0
2010-04-13,61.257,61.65,60.786,60.786,2015215.0
2010-04-14,60.511,60.511,59.608,59.647,570210.0
2010-04-15,60.275,60.472,59.529,59.686,538018.0
2010-04-16,58.469,60.668,58.469,59.608,1339427.0
2010-04-17,58.469,60.668,58.469,59.608,1339427.0
2010-04-18,58.469,60.668,58.469,59.608,1339427.0
2010-04-19,59.844,60.865,59.412,59.726,301660.0
2010-04-20,60.865,62.239,59.804,60.982,1172683.0
2010-04-21,61.257,61.257,58.43,60.158,1314080.0
2010-04-22,60.118,61.414,59.726,60.04,802590.0
2010-04-23,60.433,63.417,60.433,62.317,1932164.0
2010-04-24,60.433,63.417,60.433,62.317,1932164.0
2010-04-25,60.433,63.417,60.433,62.317,1932164.0
2010-04-26,62.632,64.163,62.514,63.927,5386518.0
2010-04-27,62.828,63.731,61.414,61.414,1969259.0
2010-04-28,60.315,61.414,59.137,60.865,1651985.0
2010-04-29,61.257,66.362,61.257,64.045,8657511.0
2010-04-30,64.32,65.184,62.357,63.181,3536927.0
2010-05-01,64.32,65.184,62.357,63.181,3536927.0
2010-05-02,64.32,65.184,62.357,63.181,3536927.0
2010-05-03,64.32,65.184,62.357,63.181,3536927.0
2010-05-04,64.634,64.634,60.393,61.1,2281970.0
2010-05-05,61.218,61.493,59.019,61.061,1496178.0
2010-05-06,60.865,63.142,59.844,60.04,1383162.0
2010-05-07,59.372,59.569,53.404,56.113,4398671.0
2010-05-08,59.372,59.569,53.404,56.113,4398671.0
2010-05-09,59.372,59.569,53.404,56.113,4398671.0
2010-05-10,58.194,59.961,56.741,59.529,5674083.0
2010-05-11,59.686,59.686,57.527,58.587,1686536.0
2010-05-12,58.037,59.686,57.566,58.862,2589345.0
2010-05-13,59.608,60.747,58.783,60.04,742827.0
2010-05-14,59.333,60.433,56.545,57.409,2043418.0
2010-05-15,59.333,60.433,56.545,57.409,2043418.0
2010-05-16,59.333,60.433,56.545,57.409,2043418.0
2010-05-17,57.527,58.901,57.252,57.841,1162303.0
2010-05-18,57.37,58.351,56.584,57.488,2862385.0
2010-05-19,56.702,56.938,54.621,55.642,1091566.0
2010-05-20,55.524,56.427,53.05,53.561,2280786.0
2010-05-21,53.718,54.228,52.579,53.914,1610134.0
2010-05-22,53.718,54.228,52.579,53.914,1610134.0
2010-05-23,53.718,54.228,52.579,53.914,1610134.0
2010-05-24,54.935,55.171,53.325,54.621,879361.0
2010-05-25,53.286,54.542,52.579,53.993,902524.0
2010-05-26,54.189,54.935,53.011,53.207,1052905.0
2010-05-27,53.718,54.935,53.443,54.307,795361.0
2010-05-28,55.328,57.566,55.171,56.113,816018.0
2010-05-29,55.328,57.566,55.171,56.113,816018.0
2010-05-30,55.328,57.566,55.171,56.113,816018.0
2010-05-31,55.328,57.566,55.171,56.113,816018.0
2010-06-01,55.838,55.956,52.815,53.404,3558804.0
2010-06-02,53.404,54.582,52.461,53.404,1176794.0
2010-06-03,54.7,54.7,52.343,52.775,2450114.0
2010-06-04,53.247,53.836,51.283,51.872,1560995.0
2010-06-05,53.247,53.836,51.283,51.872,1560995.0
2010-06-06,53.247,53.836,51.283,51.872,1560995.0
2010-06-07,52.147,52.147,50.537,50.93,2845925.0
2010-06-08,51.912,51.912,47.121,47.749,4932007.0
2010-06-09,47.906,48.377,46.768,47.278,2618085.0
2010-06-10,47.357,48.692,47.042,47.631,1595330.0
2010-06-11,48.338,48.927,47.16,47.317,1966863.0
2010-06-12,48.338,48.927,47.16,47.317,1966863.0
2010-06-13,48.338,48.927,47.16,47.317,1966863.0
2010-06-14,48.181,48.966,46.885,47.239,2023331.0
2010-06-15,47.042,48.652,46.807,48.535,1616940.0
2010-06-16,49.163,49.477,48.142,48.142,1309874.0
2010-06-17,49.006,49.791,48.692,49.634,1687874.0
2010-06-18,49.477,51.754,49.477,51.48,2847194.0
2010-06-19,49.477,51.754,49.477,51.48,2847194.0
2010-06-20,49.477,51.754,49.477,51.48,2847194.0
2010-06-21,51.833,52.383,50.734,51.794,1307449.0
2010-06-22,51.794,52.461,51.126,51.794,2103053.0
2010-06-23,50.262,53.129,50.262,51.558,833736.0
2010-06-24,51.244,52.422,50.027,50.341,783055.0
2010-06-25,50.066,50.891,49.909,49.987,1339516.0
2010-06-26,50.066,50.891,49.909,49.987,1339516.0
2010-06-27,50.066,50.891,49.909,49.987,1339516.0
2010-06-28,49.752,50.027,48.809,49.477,1710458.0
2010-06-29,48.103,48.77,46.336,46.336,1006576.0
2010-06-30,46.1,46.571,44.333,44.569,1386103.0
2010-07-01,43.43,45.197,41.584,44.765,2043959.0
2010-07-02,44.726,46.414,44.569,46.257,2042433.0
2010-07-03,44.726,46.414,44.569,46.257,2042433.0
2010-07-04,44.726,46.414,44.569,46.257,2042433.0
2010-07-05,46.571,46.61,45.786,46.021,351185.0
2010-07-06,46.689,49.87,45.589,49.87,1983316.0
2010-07-07,48.652,50.184,48.652,50.184,786215.0
2010-07-08,50.773,51.165,50.066,50.459,393030.0
2010-07-09,50.302,50.969,49.83,49.83,365570.0
2010-07-10,50.302,50.969,49.83,49.83,365570.0
2010-07-11,50.302,50.969,49.83,49.83,365570.0
2010-07-12,50.851,51.165,49.673,50.93,483163.0
2010-07-13,51.126,55.956,51.126,55.603,1660661.0
2010-07-14,55.21,55.76,52.736,53.404,1516130.0
2010-07-15,52.775,54.582,52.383,53.443,1044445.0
2010-07-16,52.932,53.718,52.461,52.501,368995.0
2010-07-17,52.932,53.718,52.461,52.501,368995.0
2010-07-18,52.932,53.718,52.461,52.501,368995.0
2010-07-19,52.147,53.914,51.362,51.833,1184140.0
2010-07-20,53.953,53.953,49.595,50.066,1860300.0
2010-07-21,53.796,55.681,51.833,52.226,11136976.0
2010-07-22,52.815,52.893,52.265,52.383,3053225.0
2010-07-23,52.697,54.935,52.697,54.7,3286731.0
2010-07-24,52.697,54.935,52.697,54.7,3286731.0
2010-07-25,52.697,54.935,52.697,54.7,3286731.0
2010-07-26,55.603,56.584,55.092,55.76,2786169.0
2010-07-27,56.506,57.919,55.76,56.938,1525016.0
2010-07-28,57.37,57.409,54.739,55.485,601351.0
2010-07-29,56.388,58.037,55.917,57.173,2855730.0
2010-07-30,56.427,57.33,55.367,56.349,1256210.0
2010-07-31,56.427,57.33,55.367,56.349,1256210.0
2010-08-01,56.427,57.33,55.367,56.349,1256210.0
2010-08-02,56.545,57.566,56.27,57.056,1823610.0
2010-08-03,56.898,57.527,56.074,56.977,261251.0
2010-08-04,56.349,56.977,55.956,56.192,339809.0
2010-08-05,55.995,58.273,55.603,57.841,1507506.0
2010-08-06,58.234,58.234,52.972,52.972,1432263.0
2010-08-07,58.234,58.234,52.972,52.972,1432263.0
2010-08-08,58.234,58.234,52.972,52.972,1432263.0
2010-08-09,55.249,56.27,53.05,56.27,996210.0
2010-08-10,55.367,56.702,53.914,54.778,846124.0
2010-08-11,53.639,55.014,52.932,53.247,659060.0
2010-08-12,53.404,54.307,51.754,52.226,799060.0
2010-08-13,52.932,53.482,51.912,52.972,3501395.0
2010-08-14,52.932,53.482,51.912,52.972,3501395.0
2010-08-15,52.932,53.482,51.912,52.972,3501395.0
2010-08-16,53.286,53.875,52.815,53.207,859846.0
2010-08-17,53.639,54.228,52.854,53.914,544501.0
2010-08-18,53.639,53.953,52.343,53.482,490045.0
2010-08-19,53.6,54.503,53.011,53.168,657199.0
2010-08-20,53.207,53.286,52.658,53.09,1303922.0
2010-08-21,53.207,53.286,52.658,53.09,1303922.0
2010-08-22,53.207,53.286,52.658,53.09,1303922.0
2010-08-23,53.796,53.796,53.011,53.168,1023437.0
2010-08-24,53.247,53.247,50.262,50.773,1434883.0
2010-08-25,51.048,52.461,49.084,49.555,884958.0
2010-08-26,50.223,50.459,49.438,49.83,488901.0
2010-08-27,49.163,50.262,49.124,49.791,1125152.0
2010-08-28,49.163,50.262,49.124,49.791,1125152.0
2010-08-29,49.163,50.262,49.124,49.791,1125152.0
2010-08-30,49.163,50.262,49.124,49.791,1125152.0
2010-08-31,50.144,50.144,48.849,49.477,1363432.0
2010-09-01,50.459,51.48,49.516,51.48,2854691.0
2010-09-02,53.6,53.6,51.244,52.579,2769554.0
2010-09-03,53.168,53.364,51.912,53.168,367606.0
2010-09-04,53.168,53.364,51.912,53.168,367606.0
2010-09-05,53.168,53.364,51.912,53.168,367606.0
2010-09-06,53.718,54.189,52.618,53.325,428209.0
2010-09-07,53.482,54.15,52.658,53.286,709376.0
2010-09-08,52.697,53.521,52.186,53.286,661308.0
2010-09-09,52.932,55.917,52.932,55.681,638338.0
2010-09-10,52.932,56.467,52.932,56.467,1983197.0
2010-09-11,52.932,56.467,52.932,56.467,1983197.0
2010-09-12,52.932,56.467,52.932,56.467,1983197.0
2010-09-13,54.974,57.095,54.974,56.506,649930.0
2010-09-14,56.859,56.859,54.857,55.446,803535.0
2010-09-15,55.642,56.388,55.563,55.838,807109.0
2010-09-16,56.152,56.349,55.642,56.074,349891.0
2010-09-17,58.116,58.116,55.446,55.76,1959617.0
2010-09-18,58.116,58.116,55.446,55.76,1959617.0
2010-09-19,58.116,58.116,55.446,55.76,1959617.0
2010-09-20,56.584,57.762,55.289,57.762,280915.0
2010-09-21,58.901,59.097,57.762,59.097,851820.0
2010-09-22,58.901,59.647,57.723,58.901,664039.0
2010-09-23,60.001,60.59,55.799,57.33,486875.0
2010-09-24,57.527,58.116,55.446,57.684,427679.0
2010-09-25,57.527,58.116,55.446,57.684,427679.0
2010-09-26,57.527,58.116,55.446,57.684,427679.0
2010-09-27,58.155,60.393,58.155,59.647,2809318.0
2010-09-28,59.883,60.315,58.312,59.883,506564.0
2010-09-29,59.49,60.668,59.49,59.922,255185.0
2010-09-30,57.37,61.532,57.37,60.001,2317655.0
2010-10-01,60.275,60.668,57.723,59.412,1827845.0
2010-10-02,60.275,60.668,57.723,59.412,1827845.0
2010-10-03,60.275,60.668,57.723,59.412,1827845.0
2010-10-04,59.883,62.043,59.294,61.257,911358.0
2010-10-05,60.275,61.885,59.686,60.236,1029813.0
2010-10-06,61.689,61.689,58.94,61.375,682156.0
2010-10-07,60.865,63.574,60.511,60.865,774592.0
2010-10-08,61.139,61.139,59.726,59.844,239162.0
2010-10-09,61.139,61.139,59.726,59.844,239162.0
2010-10-10,61.139,61.139,59.726,59.844,239162.0
2010-10-11,60.629,61.728,59.647,61.375,1748650.0
2010-10-12,60.472,60.825,58.194,60.59,485754.0
2010-10-13,60.511,60.904,58.155,60.472,810488.0
2010-10-14,59.765,61.296,59.608,60.158,596123.0
2010-10-15,60.275,60.865,60.118,60.118,498010.0
2010-10-16,60.275,60.865,60.118,60.118,498010.0
2010-10-17,60.275,60.865,60.118,60.118,498010.0
2010-10-18,60.668,60.747,59.294,60.59,671580.0
2010-10-19,60.865,60.865,58.862,59.215,347351.0
2010-10-20,59.294,60.629,58.901,59.294,462413.0
2010-10-21,59.686,59.922,58.508,59.294,857419.0
2010-10-22,59.883,60.59,58.116,59.333,525511.0
2010-10-23,59.883,60.59,58.116,59.333,525511.0
2010-10-24,59.883,60.59,58.116,59.333,525511.0
2010-10-25,60.315,61.296,58.391,60.707,1604260.0
2010-10-26,60.079,61.218,60.04,60.472,391319.0
2010-10-27,59.883,60.865,59.608,59.765,283364.0
2010-10-28,60.158,61.257,60.001,60.55,557505.0
2010-10-29,59.883,61.139,59.883,61.061,672446.0
2010-10-30,59.883,61.139,59.883,61.061,672446.0
2010-10-31,59.883,61.139,59.883,61.061,672446.0
2010-11-01,60.472,61.728,60.472,61.65,1321178.0
2010-11-02,60.707,63.024,60.707,62.435,586462.0
2010-11-03,64.948,72.88,64.948,70.681,7207736.0
2010-11-04,70.681,73.352,70.289,72.723,2659165.0
2010-11-05,73.705,73.705,71.506,72.252,1668838.0
2010-11-06,73.705,73.705,71.506,72.252,1668838.0
2010-11-07,73.705,73.705,71.506,72.252,1668838.0
2010-11-08,72.016,73.116,72.016,72.645,853021.0
2010-11-09,72.134,73.705,71.31,72.291,2132905.0
2010-11-10,72.723,73.037,70.878,72.763,606151.0
2010-11-11,70.014,73.234,70.014,72.684,1334978.0
2010-11-12,70.092,71.31,69.503,71.035,2070313.0
2010-11-13,70.092,71.31,69.503,71.035,2070313.0
2010-11-14,70.092,71.31,69.503,71.035,2070313.0
2010-11-15,70.053,72.252,69.817,71.427,455789.0
2010-11-16,70.406,72.645,70.406,71.938,594124.0
2010-11-17,71.231,73.155,71.113,71.702,713740.0
2010-11-18,71.388,73.312,71.388,73.312,753191.0
2010-11-19,72.802,73.548,71.977,73.509,2293811.0
2010-11-20,72.802,73.548,71.977,73.509,2293811.0
2010-11-21,72.802,73.548,71.977,73.509,2293811.0
2010-11-22,73.155,74.804,72.645,73.43,3234014.0
2010-11-23,73.509,73.509,70.681,70.681,1145552.0
2010-11-24,70.76,73.705,70.76,72.488,980345.0
2010-11-25,72.841,74.372,71.859,73.352,4608912.0
2010-11-26,73.666,73.666,72.252,73.234,293656.0
2010-11-27,73.666,73.666,72.252,73.234,293656.0
2010-11-28,73.666,73.666,72.252,73.234,293656.0
2010-11-29,74.176,74.176,72.291,73.194,346772.0
2010-11-30,73.352,73.352,71.938,72.252,474146.0
2010-12-01,73.312,74.215,72.645,73.312,595116.0
2010-12-02,75.276,76.611,73.234,75.668,2050547.0
2010-12-03,76.375,77.278,75.158,75.786,950946.0
2010-12-04,76.375,77.278,75.158,75.786,950946.0
2010-12-05,76.375,77.278,75.158,75.786,950946.0
2010-12-06,76.14,76.964,74.687,76.729,976222.0
2010-12-07,77.749,77.749,76.257,77.2,1754120.0
2010-12-08,77.318,78.103,76.807,77.318,1582118.0
2010-12-09,76.964,77.553,76.65,77.278,2165504.0
2010-12-10,77.985,77.985,75.433,76.297,1058314.0
2010-12-11,77.985,77.985,75.433,76.297,1058314.0
2010-12-12,77.985,77.985,75.433,76.297,1058314.0
2010-12-13,76.729,77.003,73.862,76.532,1075087.0
2010-12-14,75.786,77.2,75.786,76.65,910208.0
2010-12-15,76.689,76.768,76.179,76.729,612731.0
2010-12-16,76.179,77.867,76.179,77.828,3297261.0
2010-12-17,78.142,78.496,76.964,78.26,1318328.0
2010-12-18,78.142,78.496,76.964,78.26,1318328.0
2010-12-19,78.142,78.496,76.964,78.26,1318328.0
2010-12-20,78.535,78.535,77.239,77.749,1030464.0
2010-12-21,75.865,78.928,75.511,78.299,1309249.0
2010-12-22,79.085,81.441,78.103,81.441,384765.0
2010-12-23,81.519,81.519,78.613,79.085,874270.0
2010-12-24,79.791,79.791,77.16,77.16,95045.0
2010-12-25,79.791,79.791,77.16,77.16,95045.0
2010-12-26,79.791,79.791,77.16,77.16,95045.0
2010-12-27,79.791,79.791,77.16,77.16,95045.0
2010-12-28,79.791,79.791,77.16,77.16,95045.0
2010-12-29,78.535,79.87,78.299,79.87,772443.0
2010-12-30,78.535,80.655,78.535,79.634,371710.0
2010-12-31,79.556,80.577,79.477,80.263,123553.0
2011-01-01,79.556,80.577,79.477,80.263,123553.0
2011-01-02,79.556,80.577,79.477,80.263,123553.0
2011-01-03,79.556,80.577,79.477,80.263,123553.0
2011-01-04,80.812,81.833,79.948,80.263,1085336.0
2011-01-05,80.498,83.64,80.184,82.462,2952235.0
2011-01-06,82.776,86.545,82.776,84.032,1176124.0
2011-01-07,84.582,84.818,83.404,83.64,2388836.0
2011-01-08,84.582,84.818,83.404,83.64,2388836.0
2011-01-09,84.582,84.818,83.404,83.64,2388836.0
2011-01-10,83.011,83.875,82.226,82.854,1258132.0
2011-01-11,88.352,94.242,87.723,91.179,5981535.0
2011-01-12,91.179,94.242,90.237,90.629,1879057.0
2011-01-13,90.472,91.179,90.315,90.315,1334355.0
2011-01-14,90.394,90.943,90.315,90.472,1291921.0
2011-01-15,90.394,90.943,90.315,90.472,1291921.0
2011-01-16,90.394,90.943,90.315,90.472,1291921.0
2011-01-17,91.257,91.807,90.708,90.865,454347.0
2011-01-18,90.551,90.865,90.315,90.315,1090399.0
2011-01-19,89.922,90.708,89.451,90.315,1250899.0
2011-01-20,89.53,90.315,88.901,89.059,2196714.0
2011-01-21,89.53,93.535,89.53,92.671,1446414.0
2011-01-22,89.53,93.535,89.53,92.671,1446414.0
2011-01-23,89.53,93.535,89.53,92.671,1446414.0
2011-01-24,92.043,93.456,91.179,91.179,4173538.0
2011-01-25,91.1,91.336,88.038,88.038,1153620.0
2011-01-26,88.116,93.378,88.116,92.985,2494987.0
2011-01-27,91.729,94.792,91.729,93.456,5105440.0
2011-01-28,96.362,96.362,91.415,91.886,549305.0
2011-01-29,96.362,96.362,91.415,91.886,549305.0
2011-01-30,96.362,96.362,91.415,91.886,549305.0
2011-01-31,89.765,92.043,87.488,92.043,624874.0
2011-02-01,91.729,92.671,90.629,92.671,2339002.0
2011-02-02,93.378,93.771,91.1,92.514,4366573.0
2011-02-03,92.907,93.378,91.493,91.807,6113230.0
2011-02-04,91.729,93.535,91.257,91.886,2412933.0
2011-02-05,91.729,93.535,91.257,91.886,2412933.0
2011-02-06,91.729,93.535,91.257,91.886,2412933.0
2011-02-07,91.1,94.477,91.1,94.477,583663.0
2011-02-08,94.242,94.477,93.456,93.535,676043.0
2011-02-09,94.399,94.792,92.357,93.849,1562281.0
2011-02-10,94.792,98.954,92.043,97.383,2249739.0
2011-02-11,96.676,97.776,95.813,97.619,967085.0
2011-02-12,96.676,97.776,95.813,97.619,967085.0
2011-02-13,96.676,97.776,95.813,97.619,967085.0
2011-02-14,96.755,100.21,95.655,99.896,906305.0
2011-02-15,99.347,100.682,98.797,99.975,762101.0
2011-02-16,98.011,100.839,97.54,100.132,721989.0
2011-02-17,99.19,100.839,98.247,98.797,1074032.0
2011-02-18,98.64,99.425,97.697,97.854,1465069.0
2011-02-19,98.64,99.425,97.697,97.854,1465069.0
2011-02-20,98.64,99.425,97.697,97.854,1465069.0
2011-02-21,98.169,98.169,96.362,96.362,516523.0
2011-02-22,96.991,97.069,92.907,95.97,1092136.0
2011-02-23,96.991,96.991,92.985,94.477,1278200.0
2011-02-24,93.142,93.614,89.53,90.315,2257093.0
2011-02-25,91.415,92.2,90.943,91.022,1222561.0
2011-02-26,91.415,92.2,90.943,91.022,1222561.0
2011-02-27,91.415,92.2,90.943,91.022,1222561.0
2011-02-28,91.886,91.886,90.315,90.786,1837464.0
2011-03-01,92.121,92.121,90.472,90.472,1304878.0
2011-03-02,91.964,94.32,89.53,91.1,1693782.0
2011-03-03,91.493,95.027,85.132,89.687,3167275.0
2011-03-04,89.53,92.985,89.53,90.551,1221109.0
2011-03-05,89.53,92.985,89.53,90.551,1221109.0
2011-03-06,89.53,92.985,89.53,90.551,1221109.0
2011-03-07,90.786,90.786,85.917,85.996,3171536.0
2011-03-08,85.996,87.959,84.032,87.959,2498242.0
2011-03-09,88.195,89.844,85.446,86.231,2775653.0
2011-03-10,86.231,86.231,82.305,82.462,2758861.0
2011-03-11,81.676,81.676,79.87,80.498,2421772.0
2011-03-12,81.676,81.676,79.87,80.498,2421772.0
2011-03-13,81.676,81.676,79.87,80.498,2421772.0
2011-03-14,79.556,81.284,79.477,80.184,1223803.0
2011-03-15,77.946,82.069,74.844,81.598,2349007.0
2011-03-16,81.284,82.383,78.77,79.399,1712994.0
2011-03-17,79.242,84.032,79.242,82.305,2061188.0
2011-03-18,82.069,84.661,82.069,83.09,2572646.0
2011-03-19,82.069,84.661,82.069,83.09,2572646.0
2011-03-20,82.069,84.661,82.069,83.09,2572646.0
2011-03-21,84.661,90.237,84.661,86.624,1872495.0
2011-03-22,86.624,86.624,84.032,84.582,1074692.0
2011-03-23,84.582,86.153,81.362,82.462,3264586.0
2011-03-24,82.619,85.603,82.619,85.21,4288178.0
2011-03-25,85.053,86.231,84.268,86.074,1918999.0
2011-03-26,85.053,86.231,84.268,86.074,1918999.0
2011-03-27,85.053,86.231,84.268,86.074,1918999.0
2011-03-28,85.367,89.216,85.367,86.153,837507.0
2011-03-29,85.996,86.938,84.111,86.074,817333.0
2011-03-30,86.86,86.86,84.661,85.367,1143201.0
2011-03-31,86.231,90.079,85.996,85.996,1271546.0
2011-04-01,87.017,87.488,85.917,87.252,1323619.0
2011-04-02,87.017,87.488,85.917,87.252,1323619.0
2011-04-03,87.017,87.488,85.917,87.252,1323619.0
2011-04-04,87.645,88.744,86.074,88.43,1212063.0
2011-04-05,88.509,88.666,85.682,86.545,1219204.0
2011-04-06,87.174,87.252,86.074,86.153,480322.0
2011-04-07,86.153,86.231,83.404,83.64,1126446.0
2011-04-08,84.503,84.582,82.697,84.268,1637013.0
2011-04-09,84.503,84.582,82.697,84.268,1637013.0
2011-04-10,84.503,84.582,82.697,84.268,1637013.0
2011-04-11,83.718,87.095,83.09,86.153,2555533.0
2011-04-12,85.21,86.624,84.818,86.31,1204340.0
2011-04-13,86.31,88.273,86.31,87.959,1011973.0
2011-04-14,87.959,89.373,87.488,88.666,1336518.0
2011-04-15,88.509,89.53,87.331,87.88,963898.0
2011-04-16,88.509,89.53,87.331,87.88,963898.0
2011-04-17,88.509,89.53,87.331,87.88,963898.0
2011-04-18,85.839,88.195,85.21,85.76,818064.0
2011-04-19,85.682,89.608,85.682,87.88,836232.0
2011-04-20,88.901,89.844,87.488,88.901,540221.0
2011-04-21,89.53,91.886,88.587,90.472,596930.0
2011-04-22,89.53,91.886,88.587,90.472,596930.0
2011-04-23,89.53,91.886,88.587,90.472,596930.0
2011-04-24,89.53,91.886,88.587,90.472,596930.0
2011-04-25,89.53,91.886,88.587,90.472,596930.0
2011-04-26,89.608,91.179,88.587,89.53,444853.0
2011-04-27,89.922,91.572,88.273,90.079,2291122.0
2011-04-28,91.964,91.964,85.524,86.86,16463735.0
