,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity
2010-03-08,265.33,265.635,259.789,263.138,1620557.0
2010-03-09,263.321,269.532,260.763,267.827,1013522.0
2010-03-10,270.567,283.904,270.506,277.936,2213871.0
2010-03-11,277.023,277.753,274.16,276.962,951766.0
2010-03-12,278.545,279.032,276.17,277.692,903348.0
2010-03-13,278.545,279.032,276.17,277.692,903348.0
2010-03-14,278.545,279.032,276.17,277.692,903348.0
2010-03-15,276.84,282.625,275.378,281.894,998966.0
2010-03-16,282.808,292.308,282.564,290.176,1027662.0
2010-03-17,291.455,296.631,291.151,293.526,1141028.0
2010-03-18,292.734,296.083,289.141,289.994,1346780.0
2010-03-19,292.43,297.18,284.696,286.157,2597291.0
2010-03-20,292.43,297.18,284.696,286.157,2597291.0
2010-03-21,292.43,297.18,284.696,286.157,2597291.0
2010-03-22,284.148,287.436,281.224,287.436,825977.0
2010-03-23,288.41,294.744,288.41,289.872,1250021.0
2010-03-24,288.289,291.09,286.462,288.045,1523011.0
2010-03-25,287.436,288.289,283.112,285.731,1602814.0
2010-03-26,285.365,286.218,280.494,282.564,1504874.0
2010-03-27,285.365,286.218,280.494,282.564,1504874.0
2010-03-28,285.365,286.218,280.494,282.564,1504874.0
2010-03-29,285.365,285.67,280.128,285.0,1405525.0
2010-03-30,286.218,286.218,281.224,282.564,1102904.0
2010-03-31,281.955,284.696,278.545,282.625,1095898.0
2010-04-01,285.0,287.436,282.503,285.67,3202166.0
2010-04-02,285.0,287.436,282.503,285.67,3202166.0
2010-04-03,285.0,287.436,282.503,285.67,3202166.0
2010-04-04,285.0,287.436,282.503,285.67,3202166.0
2010-04-05,285.0,287.436,282.503,285.67,3202166.0
2010-04-06,286.523,290.055,284.391,286.218,1157499.0
2010-04-07,287.314,288.349,284.878,285.731,2012809.0
2010-04-08,284.391,286.401,279.215,280.128,1494190.0
2010-04-09,282.93,284.513,280.006,283.173,1426669.0
2010-04-10,282.93,284.513,280.006,283.173,1426669.0
2010-04-11,282.93,284.513,280.006,283.173,1426669.0
2010-04-12,285.305,286.766,279.154,280.25,1024856.0
2010-04-13,279.458,280.372,273.612,274.526,1338200.0
2010-04-14,278.119,280.311,275.622,279.337,1181864.0
2010-04-15,280.067,282.503,277.997,280.433,1134618.0
2010-04-16,277.936,280.555,274.526,274.891,1165466.0
2010-04-17,277.936,280.555,274.526,274.891,1165466.0
2010-04-18,277.936,280.555,274.526,274.891,1165466.0
2010-04-19,274.282,279.093,269.958,276.353,1185512.0
2010-04-20,276.779,280.006,275.805,277.571,1114206.0
2010-04-21,279.87,285.363,279.87,284.561,965300.0
2010-04-22,283.944,290.98,277.586,279.499,2121120.0
2010-04-23,280.857,283.635,278.265,282.092,786007.0
2010-04-24,280.857,283.635,278.265,282.092,786007.0
2010-04-25,280.857,283.635,278.265,282.092,786007.0
2010-04-26,285.178,288.141,283.944,286.598,1060852.0
2010-04-27,284.191,285.302,277.833,277.833,1507151.0
2010-04-28,276.66,282.092,271.475,273.141,1479973.0
2010-04-29,275.919,282.524,271.598,281.907,1696669.0
2010-04-30,281.536,284.993,273.265,274.685,1576696.0
2010-05-01,281.536,284.993,273.265,274.685,1576696.0
2010-05-02,281.536,284.993,273.265,274.685,1576696.0
2010-05-03,281.536,284.993,273.265,274.685,1576696.0
2010-05-04,274.993,276.783,266.66,267.216,1433528.0
2010-05-05,266.784,270.796,260.734,263.944,1874948.0
2010-05-06,265.549,267.709,259.685,260.549,2078306.0
2010-05-07,254.623,255.858,242.772,245.611,3015248.0
2010-05-08,254.623,255.858,242.772,245.611,3015248.0
2010-05-09,254.623,255.858,242.772,245.611,3015248.0
2010-05-10,254.87,267.709,254.87,265.24,2047198.0
2010-05-11,262.401,268.388,261.969,264.747,1350102.0
2010-05-12,264.685,274.932,261.352,272.216,2136986.0
2010-05-13,272.709,279.931,272.154,273.327,1499122.0
2010-05-14,271.413,274.932,255.611,260.487,1331745.0
2010-05-15,271.413,274.932,255.611,260.487,1331745.0
2010-05-16,271.413,274.932,255.611,260.487,1331745.0
2010-05-17,257.031,269.191,257.031,262.771,996712.0
2010-05-18,265.858,275.302,265.858,272.833,1653397.0
2010-05-19,268.759,272.771,262.648,264.747,2417261.0
2010-05-20,266.043,268.388,244.13,250.364,1922860.0
2010-05-21,249.006,252.463,238.327,246.784,2127057.0
2010-05-22,249.006,252.463,238.327,246.784,2127057.0
2010-05-23,249.006,252.463,238.327,246.784,2127057.0
2010-05-24,247.031,250.858,243.08,245.92,1245634.0
2010-05-25,235.92,235.92,228.143,232.031,2042072.0
2010-05-26,234.932,251.846,234.068,246.414,2815665.0
2010-05-27,246.908,259.129,246.908,258.265,1675017.0
2010-05-28,258.574,264.438,258.265,258.327,2017065.0
2010-05-29,258.574,264.438,258.265,258.327,2017065.0
2010-05-30,258.574,264.438,258.265,258.327,2017065.0
2010-05-31,258.574,264.438,258.265,258.327,2017065.0
2010-06-01,257.833,257.833,244.871,253.018,1680807.0
2010-06-02,248.821,251.722,245.858,247.957,1889123.0
2010-06-03,253.08,254.315,246.722,247.587,1403605.0
2010-06-04,249.932,255.179,243.513,244.685,2143644.0
2010-06-05,249.932,255.179,243.513,244.685,2143644.0
2010-06-06,249.932,255.179,243.513,244.685,2143644.0
2010-06-07,243.759,245.056,238.945,240.673,1154656.0
2010-06-08,243.204,243.574,233.389,237.031,1752497.0
2010-06-09,238.142,240.673,236.29,240.056,1112786.0
2010-06-10,239.377,247.154,236.537,247.154,1245927.0
2010-06-11,250.117,253.327,247.772,251.228,2017723.0
2010-06-12,250.117,253.327,247.772,251.228,2017723.0
2010-06-13,250.117,253.327,247.772,251.228,2017723.0
2010-06-14,255.241,256.352,252.772,256.105,1597625.0
2010-06-15,254.376,255.796,251.537,252.957,1679817.0
2010-06-16,256.043,256.043,251.29,252.957,1464299.0
2010-06-17,254.006,258.883,252.648,257.401,1782184.0
2010-06-18,258.45,262.895,258.45,259.068,1984094.0
2010-06-19,258.45,262.895,258.45,259.068,1984094.0
2010-06-20,258.45,262.895,258.45,259.068,1984094.0
2010-06-21,262.895,269.808,262.771,267.277,1288139.0
2010-06-22,264.006,268.018,262.031,263.512,1275335.0
2010-06-23,259.685,262.277,255.488,257.031,1258186.0
2010-06-24,259.87,259.87,249.87,250.611,1110912.0
2010-06-25,250.056,252.833,242.155,242.278,1232590.0
2010-06-26,250.056,252.833,242.155,242.278,1232590.0
2010-06-27,250.056,252.833,242.155,242.278,1232590.0
2010-06-28,244.438,250.302,242.834,248.142,934846.0
2010-06-29,244.438,245.488,233.266,234.439,1429467.0
2010-06-30,236.476,239.192,230.92,237.093,2491553.0
2010-07-01,232.957,235.241,227.71,228.451,2359203.0
2010-07-02,230.056,233.019,227.093,229.007,1513749.0
2010-07-03,230.056,233.019,227.093,229.007,1513749.0
2010-07-04,230.056,233.019,227.093,229.007,1513749.0
2010-07-05,229.192,229.439,226.106,226.908,535592.0
2010-07-06,227.587,237.648,227.278,236.476,939726.0
2010-07-07,235.056,238.266,233.328,238.266,1679157.0
2010-07-08,241.414,248.142,241.167,246.784,1186009.0
2010-07-09,250.117,253.018,246.167,252.093,1101055.0
2010-07-10,250.117,253.018,246.167,252.093,1101055.0
2010-07-11,250.117,253.018,246.167,252.093,1101055.0
2010-07-12,251.414,252.463,247.833,248.451,1818284.0
2010-07-13,247.71,254.87,247.71,254.253,915151.0
2010-07-14,255.364,256.846,250.056,251.784,2084559.0
2010-07-15,252.772,254.253,250.302,252.586,1838333.0
2010-07-16,252.463,256.66,248.821,248.821,1045253.0
2010-07-17,252.463,256.66,248.821,248.821,1045253.0
2010-07-18,252.463,256.66,248.821,248.821,1045253.0
2010-07-19,249.377,249.87,245.673,246.414,737326.0
2010-07-20,249.068,249.253,243.266,245.735,1158055.0
2010-07-21,249.994,261.599,248.759,260.734,1684412.0
2010-07-22,257.216,271.413,257.216,269.746,2241238.0
2010-07-23,268.327,277.771,267.524,276.722,2643845.0
2010-07-24,268.327,277.771,267.524,276.722,2643845.0
2010-07-25,268.327,277.771,267.524,276.722,2643845.0
2010-07-26,277.894,280.734,273.574,278.018,1158306.0
2010-07-27,277.586,282.339,277.154,277.771,1661116.0
2010-07-28,278.635,280.055,274.191,275.425,1170535.0
2010-07-29,277.401,278.759,275.487,276.166,1042011.0
2010-07-30,277.894,282.894,275.734,278.08,1884909.0
2010-07-31,277.894,282.894,275.734,278.08,1884909.0
2010-08-01,277.894,282.894,275.734,278.08,1884909.0
2010-08-02,282.709,285.795,281.104,284.87,1150668.0
2010-08-03,283.141,286.66,281.845,284.437,1105346.0
2010-08-04,285.487,287.339,280.919,286.351,877830.0
2010-08-05,286.474,293.82,284.437,291.042,1653579.0
2010-08-06,293.696,294.684,287.524,289.808,896340.0
2010-08-07,293.696,294.684,287.524,289.808,896340.0
2010-08-08,293.696,294.684,287.524,289.808,896340.0
2010-08-09,293.573,296.659,291.042,296.104,578268.0
2010-08-10,293.635,297.77,288.697,289.561,1704477.0
2010-08-11,292.585,292.585,284.746,284.746,1067959.0
2010-08-12,285.672,285.672,277.833,282.709,943246.0
2010-08-13,287.771,287.956,283.82,286.598,854120.0
2010-08-14,287.771,287.956,283.82,286.598,854120.0
2010-08-15,287.771,287.956,283.82,286.598,854120.0
2010-08-16,289.931,289.931,285.549,288.697,594317.0
2010-08-17,290.61,300.857,289.19,300.857,1087301.0
2010-08-18,301.536,301.536,294.931,300.363,721977.0
2010-08-19,303.264,303.264,297.338,297.647,956646.0
2010-08-20,296.289,296.968,290.055,291.721,796790.0
2010-08-21,296.289,296.968,290.055,291.721,796790.0
2010-08-22,296.289,296.968,290.055,291.721,796790.0
2010-08-23,289.931,295.548,287.956,292.647,813931.0
2010-08-24,289.499,289.993,281.351,281.845,903967.0
2010-08-25,284.124,284.124,275.489,277.663,1050930.0
2010-08-26,281.204,282.074,274.558,280.086,1000390.0
2010-08-27,280.148,290.025,279.775,286.298,1473045.0
2010-08-28,280.148,290.025,279.775,286.298,1473045.0
2010-08-29,280.148,290.025,279.775,286.298,1473045.0
2010-08-30,280.148,290.025,279.775,286.298,1473045.0
2010-08-31,292.758,292.758,282.943,290.956,1475869.0
2010-09-01,294.124,301.951,294.124,301.951,1165704.0
2010-09-02,299.342,312.449,299.342,309.902,1308842.0
2010-09-03,312.449,312.449,306.299,309.467,1406572.0
2010-09-04,312.449,312.449,306.299,309.467,1406572.0
2010-09-05,312.449,312.449,306.299,309.467,1406572.0
2010-09-06,307.914,311.517,307.852,308.287,306473.0
2010-09-07,308.846,308.846,302.51,303.131,821180.0
2010-09-08,304.374,305.616,300.895,303.69,723820.0
2010-09-09,303.194,308.411,302.075,307.418,892296.0
2010-09-10,307.48,311.517,306.983,310.399,540833.0
2010-09-11,307.48,311.517,306.983,310.399,540833.0
2010-09-12,307.48,311.517,306.983,310.399,540833.0
2010-09-13,315.865,317.418,312.76,314.934,393530.0
2010-09-14,316.176,317.108,314.623,316.797,477666.0
2010-09-15,316.176,319.903,316.176,318.04,576938.0
2010-09-16,318.971,319.903,316.797,319.282,549061.0
2010-09-17,320.524,322.388,316.797,317.418,1919295.0
2010-09-18,320.524,322.388,316.797,317.418,1919295.0
2010-09-19,320.524,322.388,316.797,317.418,1919295.0
2010-09-20,317.108,319.282,308.722,317.418,738383.0
2010-09-21,318.661,318.661,310.026,310.896,1085360.0
2010-09-22,313.691,314.313,310.523,310.896,566146.0
2010-09-23,311.517,314.934,309.467,313.07,737217.0
2010-09-24,312.138,316.487,310.896,316.487,681942.0
2010-09-25,312.138,316.487,310.896,316.487,681942.0
2010-09-26,312.138,316.487,310.896,316.487,681942.0
2010-09-27,316.176,317.108,313.07,313.381,307848.0
2010-09-28,314.002,318.35,311.828,318.35,470479.0
2010-09-29,317.418,322.077,314.623,319.282,604134.0
2010-09-30,313.381,323.319,313.381,319.592,936141.0
2010-10-01,322.698,331.084,322.077,325.494,707033.0
2010-10-02,322.698,331.084,322.077,325.494,707033.0
2010-10-03,322.698,331.084,322.077,325.494,707033.0
2010-10-04,326.736,328.91,318.971,320.835,685520.0
2010-10-05,319.592,333.258,319.282,331.084,670760.0
2010-10-06,331.395,335.743,329.842,333.879,474573.0
2010-10-07,334.19,337.296,332.948,333.569,865343.0
2010-10-08,331.084,334.501,329.842,333.258,776861.0
2010-10-09,331.084,334.501,329.842,333.258,776861.0
2010-10-10,331.084,334.501,329.842,333.258,776861.0
2010-10-11,332.637,338.849,332.637,336.053,447768.0
2010-10-12,332.016,334.811,330.463,334.501,631851.0
2010-10-13,334.811,339.159,332.326,338.849,611987.0
2010-10-14,341.644,341.644,337.917,338.849,287896.0
2010-10-15,338.849,341.644,336.985,339.159,461566.0
2010-10-16,338.849,341.644,336.985,339.159,461566.0
2010-10-17,338.849,341.644,336.985,339.159,461566.0
2010-10-18,335.432,340.712,334.19,340.402,281098.0
2010-10-19,340.712,341.644,335.743,337.917,673026.0
2010-10-20,333.879,342.265,333.879,341.955,489329.0
2010-10-21,342.265,349.098,341.023,346.303,571197.0
2010-10-22,346.303,346.613,336.053,336.985,379603.0
2010-10-23,346.303,346.613,336.053,336.985,379603.0
2010-10-24,346.303,346.613,336.053,336.985,379603.0
2010-10-25,338.849,342.886,336.053,337.606,1496888.0
2010-10-26,335.743,339.47,332.948,334.811,515161.0
2010-10-27,331.395,332.637,325.183,325.804,352629.0
2010-10-28,329.221,329.221,312.138,323.009,491879.0
2010-10-29,322.077,325.494,320.214,323.009,411586.0
2010-10-30,322.077,325.494,320.214,323.009,411586.0
2010-10-31,322.077,325.494,320.214,323.009,411586.0
2010-11-01,328.599,334.501,317.418,318.661,694796.0
2010-11-02,326.115,326.425,320.835,325.494,518253.0
2010-11-03,327.357,327.668,321.456,323.63,725166.0
2010-11-04,328.599,328.599,316.176,317.729,574496.0
2010-11-05,319.592,320.524,314.623,320.524,886092.0
2010-11-06,319.592,320.524,314.623,320.524,886092.0
2010-11-07,319.592,320.524,314.623,320.524,886092.0
2010-11-08,319.592,321.767,315.865,316.797,386161.0
2010-11-09,318.661,328.91,318.661,326.425,491621.0
2010-11-10,329.531,332.326,315.555,316.487,718252.0
2010-11-11,319.903,319.903,306.113,306.113,847754.0
2010-11-12,301.889,311.207,301.889,309.343,2192926.0
2010-11-13,301.889,311.207,301.889,309.343,2192926.0
2010-11-14,301.889,311.207,301.889,309.343,2192926.0
2010-11-15,307.542,317.108,306.61,316.487,711486.0
2010-11-16,317.418,319.903,304.871,305.74,990507.0
2010-11-17,304.436,314.313,304.436,314.002,595256.0
2010-11-18,315.244,315.865,306.486,308.101,703419.0
2010-11-19,309.033,309.84,303.877,307.355,708108.0
2010-11-20,309.033,309.84,303.877,307.355,708108.0
2010-11-21,309.033,309.84,303.877,307.355,708108.0
2010-11-22,311.828,313.381,300.895,303.131,569219.0
2010-11-23,300.026,300.709,290.522,292.572,1437807.0
2010-11-24,291.578,296.671,285.18,295.739,2361301.0
2010-11-25,296.92,306.424,296.92,306.424,1113109.0
2010-11-26,301.951,304.436,300.026,301.951,1420470.0
2010-11-27,301.951,304.436,300.026,301.951,1420470.0
2010-11-28,301.951,304.436,300.026,301.951,1420470.0
2010-11-29,302.697,305.492,297.355,297.541,982084.0
2010-11-30,298.162,299.715,290.646,291.205,1257775.0
2010-12-01,292.82,297.851,284.931,296.92,2246121.0
2010-12-02,303.877,309.964,301.082,309.84,1078896.0
2010-12-03,310.585,314.313,307.728,311.517,867676.0
2010-12-04,310.585,314.313,307.728,311.517,867676.0
2010-12-05,310.585,314.313,307.728,311.517,867676.0
2010-12-06,312.449,313.381,307.48,308.225,540459.0
2010-12-07,306.299,312.138,305.616,307.914,1001201.0
2010-12-08,304.871,307.107,300.585,301.454,973958.0
2010-12-09,304.374,308.473,303.753,307.355,676067.0
2010-12-10,306.734,308.473,306.237,307.418,721113.0
2010-12-11,306.734,308.473,306.237,307.418,721113.0
2010-12-12,306.734,308.473,306.237,307.418,721113.0
2010-12-13,309.033,310.896,304.374,305.181,1130966.0
2010-12-14,307.231,308.97,300.026,308.97,991267.0
2010-12-15,307.914,310.523,305.057,307.293,646583.0
2010-12-16,306.61,307.045,292.509,295.491,751335.0
2010-12-17,300.336,304.995,299.094,300.336,1475010.0
2010-12-18,300.336,304.995,299.094,300.336,1475010.0
2010-12-19,300.336,304.995,299.094,300.336,1475010.0
2010-12-20,301.951,304.684,299.094,301.33,612474.0
2010-12-21,304.436,316.487,303.877,316.487,1103577.0
2010-12-22,316.176,324.872,316.176,318.971,626307.0
2010-12-23,319.592,320.524,317.418,318.04,271078.0
2010-12-24,316.487,318.04,309.902,314.313,21184.0
2010-12-25,316.487,318.04,309.902,314.313,21184.0
2010-12-26,316.487,318.04,309.902,314.313,21184.0
2010-12-27,316.487,318.04,309.902,314.313,21184.0
2010-12-28,316.487,318.04,309.902,314.313,21184.0
2010-12-29,310.585,325.494,310.585,323.941,396980.0
2010-12-30,325.804,329.221,321.145,321.767,433364.0
2010-12-31,323.319,324.872,318.971,318.971,121765.0
2011-01-01,323.319,324.872,318.971,318.971,121765.0
2011-01-02,323.319,324.872,318.971,318.971,121765.0
2011-01-03,323.319,324.872,318.971,318.971,121765.0
2011-01-04,327.357,328.599,321.145,327.668,744436.0
2011-01-05,326.425,328.599,323.941,327.978,624636.0
2011-01-06,327.047,327.668,322.388,322.698,445850.0
2011-01-07,323.63,324.562,318.35,322.077,599330.0
2011-01-08,323.63,324.562,318.35,322.077,599330.0
2011-01-09,323.63,324.562,318.35,322.077,599330.0
2011-01-10,319.282,319.903,312.138,313.07,518707.0
2011-01-11,316.176,322.077,314.623,318.35,711639.0
2011-01-12,319.903,325.494,318.661,323.319,393000.0
2011-01-13,322.388,327.978,320.214,327.978,530795.0
2011-01-14,326.425,330.152,325.804,328.599,622362.0
2011-01-15,326.425,330.152,325.804,328.599,622362.0
2011-01-16,326.425,330.152,325.804,328.599,622362.0
2011-01-17,328.599,328.91,326.736,328.289,160795.0
2011-01-18,331.395,331.395,322.698,324.251,586290.0
2011-01-19,325.804,325.804,315.555,315.555,400822.0
2011-01-20,315.555,316.487,306.921,306.921,830656.0
2011-01-21,309.716,311.828,302.075,304.25,1280723.0
2011-01-22,309.716,311.828,302.075,304.25,1280723.0
2011-01-23,309.716,311.828,302.075,304.25,1280723.0
2011-01-24,305.927,310.151,300.523,305.119,708796.0
2011-01-25,307.169,309.84,303.69,306.734,1902254.0
2011-01-26,307.604,314.313,305.802,313.381,924352.0
2011-01-27,320.214,329.221,314.623,326.736,1731077.0
2011-01-28,326.736,326.736,313.381,316.797,1233588.0
2011-01-29,326.736,326.736,313.381,316.797,1233588.0
2011-01-30,326.736,326.736,313.381,316.797,1233588.0
2011-01-31,315.865,317.108,307.293,316.797,631989.0
2011-02-01,318.35,322.388,314.623,319.903,682891.0
2011-02-02,323.009,327.668,320.524,323.009,892256.0
2011-02-03,323.941,324.872,316.797,318.661,659666.0
2011-02-04,319.592,326.425,319.592,326.115,1327448.0
2011-02-05,319.592,326.425,319.592,326.115,1327448.0
2011-02-06,319.592,326.425,319.592,326.115,1327448.0
2011-02-07,327.047,333.569,327.047,330.463,1100306.0
2011-02-08,329.221,330.463,317.729,321.767,1240380.0
2011-02-09,322.388,324.562,318.04,318.04,486955.0
2011-02-10,325.804,330.463,321.145,326.736,1389500.0
2011-02-11,326.115,328.289,322.077,327.978,492866.0
2011-02-12,326.115,328.289,322.077,327.978,492866.0
2011-02-13,326.115,328.289,322.077,327.978,492866.0
2011-02-14,330.463,332.016,327.978,331.084,543962.0
2011-02-15,329.531,336.675,328.599,335.743,875250.0
2011-02-16,337.296,337.296,332.637,334.811,540300.0
2011-02-17,333.879,337.606,331.395,332.326,728274.0
2011-02-18,333.569,334.19,328.599,332.326,471376.0
2011-02-19,333.569,334.19,328.599,332.326,471376.0
2011-02-20,333.569,334.19,328.599,332.326,471376.0
2011-02-21,332.326,342.886,332.326,339.47,1015558.0
2011-02-22,331.395,336.675,329.221,335.743,916369.0
2011-02-23,335.432,338.538,330.152,337.296,1527515.0
2011-02-24,336.985,337.296,329.221,332.326,929880.0
2011-02-25,334.811,341.333,333.569,340.091,443196.0
2011-02-26,334.811,341.333,333.569,340.091,443196.0
2011-02-27,334.811,341.333,333.569,340.091,443196.0
2011-02-28,340.091,345.06,332.948,340.712,682980.0
2011-03-01,343.818,347.545,340.402,341.644,758707.0
2011-03-02,337.917,341.023,329.221,333.879,1008851.0
2011-03-03,336.675,348.166,333.879,344.75,587621.0
2011-03-04,345.371,352.515,345.371,352.515,708472.0
2011-03-05,345.371,352.515,345.371,352.515,708472.0
2011-03-06,345.371,352.515,345.371,352.515,708472.0
2011-03-07,351.272,357.173,346.613,353.136,945306.0
2011-03-08,353.136,355.931,350.03,354.689,924435.0
2011-03-09,355.931,356.552,349.719,350.962,1086677.0
2011-03-10,344.75,349.719,340.091,341.333,803198.0
2011-03-11,340.091,345.992,338.228,343.508,572894.0
2011-03-12,340.091,345.992,338.228,343.508,572894.0
2011-03-13,340.091,345.992,338.228,343.508,572894.0
2011-03-14,342.265,346.613,341.644,344.75,770728.0
2011-03-15,336.675,339.159,327.668,336.675,1476276.0
2011-03-16,340.402,340.402,333.258,335.432,1112211.0
2011-03-17,336.985,347.235,335.743,344.129,748539.0
2011-03-18,346.924,348.787,339.159,342.265,1222435.0
2011-03-19,346.924,348.787,339.159,342.265,1222435.0
2011-03-20,346.924,348.787,339.159,342.265,1222435.0
2011-03-21,347.235,354.689,344.439,350.962,446726.0
2011-03-22,350.651,353.757,342.265,347.235,793965.0
2011-03-23,345.682,348.787,343.197,347.545,464208.0
2011-03-24,347.856,358.105,344.439,357.173,944072.0
2011-03-25,359.969,364.627,357.484,361.521,616106.0
2011-03-26,359.969,364.627,357.484,361.521,616106.0
2011-03-27,359.969,364.627,357.484,361.521,616106.0
2011-03-28,360.9,365.559,359.969,360.9,763142.0
2011-03-29,362.453,364.627,359.347,363.385,359433.0
2011-03-30,365.559,373.013,363.385,368.665,751990.0
2011-03-31,369.907,374.256,368.665,372.392,818623.0
2011-04-01,373.324,377.983,372.081,377.983,603890.0
2011-04-02,373.324,377.983,372.081,377.983,603890.0
2011-04-03,373.324,377.983,372.081,377.983,603890.0
2011-04-04,375.187,379.535,373.634,375.808,382825.0
2011-04-05,374.877,377.051,371.771,372.392,566214.0
2011-04-06,374.566,378.604,371.46,377.051,554607.0
2011-04-07,378.914,380.778,370.218,370.218,741827.0
2011-04-08,371.15,379.846,371.15,379.225,545027.0
2011-04-09,371.15,379.846,371.15,379.225,545027.0
2011-04-10,371.15,379.846,371.15,379.225,545027.0
2011-04-11,379.846,382.331,374.256,376.74,595397.0
2011-04-12,371.46,377.983,368.354,369.907,769700.0
2011-04-13,376.076,376.076,367.478,369.389,608036.0
2011-04-14,369.707,369.707,363.339,365.249,722598.0
2011-04-15,366.205,367.16,359.836,364.612,478842.0
2011-04-16,366.205,367.16,359.836,364.612,478842.0
2011-04-17,366.205,367.16,359.836,364.612,478842.0
2011-04-18,365.249,365.249,355.378,357.925,701052.0
2011-04-19,358.562,368.115,357.607,367.478,826856.0
2011-04-20,371.3,375.121,366.842,369.389,602098.0
2011-04-21,370.981,378.305,367.797,375.121,484861.0
2011-04-22,370.981,378.305,367.797,375.121,484861.0
2011-04-23,370.981,378.305,367.797,375.121,484861.0
2011-04-24,370.981,378.305,367.797,375.121,484861.0
2011-04-25,370.981,378.305,367.797,375.121,484861.0
2011-04-26,370.026,376.713,370.026,374.484,361884.0
2011-04-27,375.121,383.719,375.121,379.261,469310.0
2011-04-28,381.49,382.445,370.663,377.032,592727.0
2011-04-29,381.49,382.445,370.663,377.032,592727.0
2011-04-30,381.49,382.445,370.663,377.032,592727.0
2011-05-01,381.49,382.445,370.663,377.032,592727.0
