,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity
2016-12-04,1182.653,1198.462,1172.866,1193.945,1340625.0
2016-12-05,1192.439,1206.742,1184.158,1192.439,1224662.0
2016-12-06,1189.428,1202.978,1180.394,1199.967,1253958.0
2016-12-07,1193.945,1232.338,1193.945,1232.338,1764904.0
2016-12-08,1234.596,1234.596,1200.72,1230.832,2189260.0
2016-12-09,1224.81,1230.832,1206.742,1212.765,1267542.0
2016-12-10,1224.81,1230.832,1206.742,1212.765,1267542.0
2016-12-11,1224.81,1230.832,1206.742,1212.765,1267542.0
2016-12-12,1207.495,1211.259,1171.361,1172.866,1755234.0
2016-12-13,1179.642,1192.439,1169.102,1192.439,1942008.0
2016-12-14,1187.17,1187.17,1165.338,1166.844,1184036.0
2016-12-15,1160.821,1181.147,1151.788,1180.394,1738585.0
2016-12-16,1181.9,1190.934,1172.866,1174.372,1795637.0
2016-12-17,1181.9,1190.934,1172.866,1174.372,1795637.0
2016-12-18,1181.9,1190.934,1172.866,1174.372,1795637.0
2016-12-19,1181.147,1192.439,1177.383,1189.428,1097999.0
2016-12-20,1192.439,1207.495,1186.417,1193.945,974976.0
2016-12-21,1197.709,1198.462,1187.17,1193.945,851483.0
2016-12-22,1190.934,1205.99,1190.181,1205.99,664433.0
2016-12-23,1203.731,1208.248,1193.945,1208.248,222039.0
2016-12-24,1203.731,1208.248,1193.945,1208.248,222039.0
2016-12-25,1203.731,1208.248,1193.945,1208.248,222039.0
2016-12-26,1203.731,1208.248,1193.945,1208.248,222039.0
2016-12-27,1203.731,1208.248,1193.945,1208.248,222039.0
2016-12-28,1218.787,1250.405,1218.787,1250.405,1127817.0
2016-12-29,1251.158,1257.933,1246.641,1253.416,689051.0
2016-12-30,1251.158,1262.45,1240.619,1254.169,565901.0
2016-12-31,1251.158,1262.45,1240.619,1254.169,565901.0
2017-01-01,1251.158,1262.45,1240.619,1254.169,565901.0
2017-01-02,1251.158,1262.45,1240.619,1254.169,565901.0
2017-01-03,1249.652,1262.45,1246.641,1248.899,974602.0
2017-01-04,1249.652,1249.652,1232.338,1244.383,940218.0
2017-01-05,1245.135,1251.911,1231.585,1251.911,1138405.0
2017-01-06,1245.135,1250.405,1235.349,1239.866,900575.0
2017-01-07,1245.135,1250.405,1235.349,1239.866,900575.0
2017-01-08,1245.135,1250.405,1235.349,1239.866,900575.0
2017-01-09,1244.383,1248.899,1230.832,1240.619,980021.0
2017-01-10,1240.619,1257.18,1233.091,1252.663,1473429.0
2017-01-11,1247.394,1253.416,1237.607,1242.124,1098531.0
2017-01-12,1236.855,1311.382,1236.855,1311.382,2420666.0
2017-01-13,1329.449,1336.224,1316.652,1330.955,1629680.0
2017-01-14,1329.449,1336.224,1316.652,1330.955,1629680.0
2017-01-15,1329.449,1336.224,1316.652,1330.955,1629680.0
2017-01-16,1328.696,1336.977,1316.652,1319.663,1559211.0
2017-01-17,1323.427,1329.449,1304.607,1308.371,1327027.0
2017-01-18,1334.719,1337.73,1301.596,1327.944,1856455.0
2017-01-19,1335.472,1336.224,1309.124,1327.944,1771130.0
2017-01-20,1323.427,1352.033,1322.674,1346.764,1921337.0
2017-01-21,1323.427,1352.033,1322.674,1346.764,1921337.0
2017-01-22,1323.427,1352.033,1322.674,1346.764,1921337.0
2017-01-23,1340.741,1350.528,1340.741,1346.011,1745386.0
2017-01-24,1354.292,1364.831,1343.752,1356.55,1793327.0
2017-01-25,1358.056,1365.584,1346.764,1353.539,1458878.0
2017-01-26,1352.786,1352.786,1323.427,1333.213,1472942.0
2017-01-27,1330.955,1334.719,1317.404,1334.719,1479505.0
2017-01-28,1330.955,1334.719,1317.404,1334.719,1479505.0
2017-01-29,1330.955,1334.719,1317.404,1334.719,1479505.0
2017-01-30,1312.135,1321.921,1307.618,1320.416,2153117.0
2017-01-31,1321.921,1336.977,1318.157,1318.157,1613192.0
2017-02-01,1322.674,1324.18,1314.393,1319.663,1452473.0
2017-02-02,1315.899,1336.977,1304.607,1333.213,1936019.0
2017-02-03,1327.191,1339.236,1318.91,1329.449,1133950.0
2017-02-04,1327.191,1339.236,1318.91,1329.449,1133950.0
2017-02-05,1327.191,1339.236,1318.91,1329.449,1133950.0
2017-02-06,1333.966,1341.494,1324.18,1330.955,1091424.0
2017-02-07,1331.708,1339.988,1325.685,1332.46,1101688.0
2017-02-08,1328.696,1343.752,1322.674,1333.213,1935597.0
2017-02-09,1336.977,1359.561,1331.708,1349.775,1612182.0
2017-02-10,1372.359,1372.359,1353.539,1356.55,1607603.0
2017-02-11,1372.359,1372.359,1353.539,1356.55,1607603.0
2017-02-12,1372.359,1372.359,1353.539,1356.55,1607603.0
2017-02-13,1363.325,1377.629,1361.067,1369.348,1128036.0
2017-02-14,1372.359,1388.168,1367.842,1367.842,1398620.0
2017-02-15,1380.64,1382.898,1358.809,1377.629,1514384.0
2017-02-16,1375.37,1399.46,1367.089,1385.157,1704249.0
2017-02-17,1399.46,1409.999,1389.673,1399.46,1272193.0
2017-02-18,1399.46,1409.999,1389.673,1399.46,1272193.0
2017-02-19,1399.46,1409.999,1389.673,1399.46,1272193.0
2017-02-20,1398.707,1409.246,1397.954,1403.224,682356.0
2017-02-21,1398.707,1408.494,1397.201,1402.471,1039333.0
2017-02-22,1395.696,1400.965,1379.134,1382.898,1335248.0
2017-02-23,1394.19,1442.37,1394.19,1421.291,1913927.0
2017-02-24,1415.269,1418.28,1397.201,1403.977,2267171.0
2017-02-25,1415.269,1418.28,1397.201,1403.977,2267171.0
2017-02-26,1415.269,1418.28,1397.201,1403.977,2267171.0
2017-02-27,1409.999,1419.033,1403.977,1412.258,1510410.0
2017-02-28,1402.471,1415.269,1395.696,1414.516,1694000.0
2017-03-01,1414.516,1435.594,1405.482,1434.842,1784926.0
2017-03-02,1431.83,1455.167,1428.819,1450.65,1519894.0
2017-03-03,1443.875,1449.898,1438.606,1449.898,1232065.0
2017-03-04,1443.875,1449.898,1438.606,1449.898,1232065.0
2017-03-05,1443.875,1449.898,1438.606,1449.898,1232065.0
2017-03-06,1438.606,1448.392,1429.572,1437.1,964163.0
2017-03-07,1445.381,1460.437,1435.594,1437.853,1956640.0
2017-03-08,1437.853,1443.122,1428.819,1428.819,1386967.0
2017-03-09,1423.55,1423.55,1396.449,1405.482,2255845.0
2017-03-10,1404.73,1422.044,1399.46,1414.516,1435571.0
2017-03-11,1404.73,1422.044,1399.46,1414.516,1435571.0
2017-03-12,1404.73,1422.044,1399.46,1414.516,1435571.0
2017-03-13,1422.797,1430.325,1417.527,1422.797,1046990.0
2017-03-14,1421.291,1431.078,1414.516,1425.055,1254150.0
2017-03-15,1429.572,1441.617,1427.314,1439.358,1864305.0
2017-03-16,1460.437,1477.751,1449.898,1452.156,1598794.0
2017-03-17,1448.392,1457.426,1441.617,1456.673,1805618.0
2017-03-18,1448.392,1457.426,1441.617,1456.673,1805618.0
2017-03-19,1448.392,1457.426,1441.617,1456.673,1805618.0
2017-03-20,1448.392,1462.695,1448.392,1462.695,650529.0
2017-03-21,1464.201,1464.201,1446.886,1451.403,830289.0
2017-03-22,1441.617,1454.414,1436.347,1452.909,1202577.0
2017-03-23,1455.167,1462.695,1448.392,1461.19,954313.0
2017-03-24,1463.448,1464.201,1446.886,1452.156,1670656.0
2017-03-25,1463.448,1464.201,1446.886,1452.156,1670656.0
2017-03-26,1463.448,1464.201,1446.886,1452.156,1670656.0
2017-03-27,1457.426,1457.426,1435.594,1448.392,973276.0
2017-03-28,1454.414,1460.437,1437.853,1457.426,1267534.0
2017-03-29,1461.19,1469.471,1450.65,1467.212,823388.0
2017-03-30,1475.493,1489.043,1471.729,1488.291,1310900.0
2017-03-31,1468.718,1469.471,1448.392,1450.65,1798921.0
2017-04-01,1468.718,1469.471,1448.392,1450.65,1798921.0
2017-04-02,1468.718,1469.471,1448.392,1450.65,1798921.0
2017-04-03,1461.19,1483.021,1450.65,1471.729,1492353.0
2017-04-04,1474.74,1481.515,1464.201,1477.751,1093395.0
2017-04-05,1483.021,1488.291,1460.437,1460.437,1068169.0
2017-04-06,1449.145,1469.471,1445.381,1463.448,937716.0
2017-04-07,1452.156,1468.718,1449.898,1466.459,1055434.0
2017-04-08,1452.156,1468.718,1449.898,1466.459,1055434.0
2017-04-09,1452.156,1468.718,1449.898,1466.459,1055434.0
2017-04-10,1466.459,1482.268,1462.695,1471.729,688606.0
2017-04-11,1467.965,1495.066,1467.965,1485.279,1058330.0
2017-04-12,1489.043,1499.583,1468.718,1474.74,876516.0
2017-04-13,1469.471,1492.807,1459.684,1489.796,877064.0
2017-04-14,1469.471,1492.807,1459.684,1489.796,877064.0
2017-04-15,1469.471,1492.807,1459.684,1489.796,877064.0
2017-04-16,1469.471,1492.807,1459.684,1489.796,877064.0
2017-04-17,1469.471,1492.807,1459.684,1489.796,877064.0
2017-04-18,1482.268,1498.83,1464.201,1464.201,1293719.0
2017-04-19,1461.942,1471.729,1459.684,1464.954,1222786.0
2017-04-20,1468.775,1483.317,1462.652,1481.786,1003492.0
2017-04-21,1484.848,1511.636,1484.848,1487.909,1398377.0
2017-04-22,1484.848,1511.636,1484.848,1487.909,1398377.0
2017-04-23,1484.848,1511.636,1484.848,1487.909,1398377.0
2017-04-24,1503.217,1543.782,1503.217,1540.721,1023348.0
2017-04-25,1540.721,1549.14,1539.19,1543.782,1529204.0
2017-04-26,1538.425,1554.498,1533.067,1544.548,1233840.0
2017-04-27,1541.486,1550.671,1537.659,1541.486,1339506.0
2017-04-28,1543.017,1551.436,1531.536,1531.536,1200482.0
2017-04-29,1543.017,1551.436,1531.536,1531.536,1200482.0
2017-04-30,1543.017,1551.436,1531.536,1531.536,1200482.0
2017-05-01,1543.017,1551.436,1531.536,1531.536,1200482.0
2017-05-02,1537.659,1562.917,1533.067,1560.621,1010887.0
2017-05-03,1555.263,1557.559,1539.956,1553.732,1245781.0
2017-05-04,1552.202,1562.152,1536.894,1544.548,1494151.0
2017-05-05,1543.017,1564.448,1530.006,1564.448,1874316.0
2017-05-06,1543.017,1564.448,1530.006,1564.448,1874316.0
2017-05-07,1543.017,1564.448,1530.006,1564.448,1874316.0
2017-05-08,1569.04,1571.336,1536.129,1536.894,1473384.0
2017-05-09,1539.19,1549.14,1535.363,1548.375,1136310.0
2017-05-10,1553.732,1559.856,1542.252,1556.794,1124836.0
2017-05-11,1507.809,1532.302,1465.713,1530.771,3312392.0
2017-05-12,1542.252,1543.782,1520.056,1541.486,1159861.0
2017-05-13,1542.252,1543.782,1520.056,1541.486,1159861.0
2017-05-14,1542.252,1543.782,1520.056,1541.486,1159861.0
2017-05-15,1553.732,1563.682,1548.375,1563.682,1367616.0
2017-05-16,1568.275,1570.571,1550.671,1562.152,1199263.0
2017-05-17,1560.621,1564.448,1537.659,1549.14,1388569.0
2017-05-18,1552.202,1552.202,1485.613,1513.932,1803553.0
2017-05-19,1518.525,1522.352,1503.982,1515.463,1692462.0
2017-05-20,1518.525,1522.352,1503.982,1515.463,1692462.0
2017-05-21,1518.525,1522.352,1503.982,1515.463,1692462.0
2017-05-22,1521.586,1525.413,1503.982,1511.636,1347936.0
2017-05-23,1510.106,1530.006,1502.452,1526.179,2445609.0
2017-05-24,1523.117,1539.956,1520.821,1533.832,948468.0
2017-05-25,1539.19,1543.017,1528.475,1536.894,804986.0
2017-05-26,1539.19,1554.498,1538.425,1539.19,865883.0
2017-05-27,1539.19,1554.498,1538.425,1539.19,865883.0
2017-05-28,1539.19,1554.498,1538.425,1539.19,865883.0
2017-05-29,1539.19,1554.498,1538.425,1539.19,135.0
2017-05-30,1539.956,1549.14,1526.179,1545.313,1083910.0
2017-05-31,1549.14,1560.621,1545.313,1549.14,1283971.0
2017-06-01,1556.794,1569.806,1549.906,1569.806,1010015.0
2017-06-02,1570.571,1581.286,1569.04,1574.398,806294.0
2017-06-03,1570.571,1581.286,1569.04,1574.398,806294.0
2017-06-04,1570.571,1581.286,1569.04,1574.398,806294.0
2017-06-05,1574.398,1578.225,1569.04,1573.632,488543.0
2017-06-06,1574.398,1576.694,1555.263,1567.509,828764.0
2017-06-07,1560.621,1571.336,1549.14,1549.14,1499380.0
2017-06-08,1552.967,1552.967,1531.536,1546.079,1518168.0
2017-06-09,1553.732,1575.163,1553.732,1575.163,1068844.0
2017-06-10,1553.732,1575.163,1553.732,1575.163,1068844.0
2017-06-11,1553.732,1575.163,1553.732,1575.163,1068844.0
2017-06-12,1570.571,1575.929,1560.621,1571.336,794084.0
2017-06-13,1580.521,1588.175,1560.621,1562.917,1916997.0
2017-06-14,1568.275,1584.348,1560.621,1568.275,1453228.0
2017-06-15,1565.213,1569.806,1533.067,1538.425,1213416.0
2017-06-16,1546.079,1601.952,1540.721,1601.952,3989101.0
2017-06-17,1546.079,1601.952,1540.721,1601.952,3989101.0
2017-06-18,1546.079,1601.952,1540.721,1601.952,3989101.0
2017-06-19,1608.075,1623.383,1582.817,1619.556,1187198.0
2017-06-20,1618.79,1622.617,1592.002,1592.767,1022658.0
2017-06-21,1592.002,1618.025,1584.348,1611.136,1245765.0
2017-06-22,1608.84,1608.84,1565.213,1578.225,1111510.0
2017-06-23,1575.163,1586.644,1564.448,1575.163,1103496.0
2017-06-24,1575.163,1586.644,1564.448,1575.163,1103496.0
2017-06-25,1575.163,1586.644,1564.448,1575.163,1103496.0
2017-06-26,1579.756,1584.348,1554.498,1560.621,1811519.0
2017-06-27,1569.806,1570.571,1536.894,1546.844,1431107.0
2017-06-28,1543.782,1553.732,1531.536,1547.609,2076782.0
2017-06-29,1553.732,1563.682,1504.748,1516.994,2123821.0
2017-06-30,1514.698,1541.486,1513.167,1541.486,2156566.0
2017-07-01,1514.698,1541.486,1513.167,1541.486,2156566.0
2017-07-02,1514.698,1541.486,1513.167,1541.486,2156566.0
2017-07-03,1544.548,1556.794,1533.067,1543.782,2146787.0
2017-07-04,1534.598,1552.967,1534.598,1546.844,1045261.0
2017-07-05,1546.079,1556.029,1539.956,1548.375,1776984.0
2017-07-06,1548.375,1552.202,1509.34,1522.352,1706226.0
2017-07-07,1522.352,1530.771,1504.748,1530.771,1286088.0
2017-07-08,1522.352,1530.771,1504.748,1530.771,1286088.0
2017-07-09,1522.352,1530.771,1504.748,1530.771,1286088.0
2017-07-10,1542.252,1549.906,1530.006,1546.844,780732.0
2017-07-11,1552.967,1554.498,1520.056,1530.006,1358114.0
2017-07-12,1533.067,1547.609,1525.413,1537.659,1753431.0
2017-07-13,1538.425,1568.275,1535.363,1562.152,1358540.0
2017-07-14,1562.917,1575.163,1536.894,1540.721,1203304.0
2017-07-15,1562.917,1575.163,1536.894,1540.721,1203304.0
2017-07-16,1562.917,1575.163,1536.894,1540.721,1203304.0
2017-07-17,1543.017,1570.571,1543.017,1563.682,1052447.0
2017-07-18,1561.386,1562.917,1540.721,1549.14,1284171.0
2017-07-19,1550.671,1566.744,1546.844,1566.744,911283.0
2017-07-20,1570.571,1580.521,1556.794,1565.979,1077246.0
2017-07-21,1566.744,1578.99,1560.621,1571.336,866085.0
2017-07-22,1566.744,1578.99,1560.621,1571.336,866085.0
2017-07-23,1566.744,1578.99,1560.621,1571.336,866085.0
2017-07-24,1569.806,1570.571,1547.609,1552.967,1015653.0
2017-07-25,1561.386,1565.213,1536.894,1544.548,2268497.0
2017-07-26,1544.548,1572.102,1536.894,1569.806,960370.0
2017-07-27,1571.336,1586.644,1557.559,1563.682,2097108.0
2017-07-28,1550.671,1550.671,1530.006,1533.067,905896.0
2017-07-29,1550.671,1550.671,1530.006,1533.067,905896.0
2017-07-30,1550.671,1550.671,1530.006,1533.067,905896.0
2017-07-31,1539.956,1550.671,1523.117,1526.944,1139656.0
2017-08-01,1529.24,1542.252,1516.229,1530.006,1494106.0
2017-08-02,1535.363,1540.721,1527.709,1532.302,1055150.0
2017-08-03,1520.056,1540.721,1485.613,1490.971,2130046.0
2017-08-04,1491.736,1516.994,1477.194,1513.932,1732894.0
2017-08-05,1491.736,1516.994,1477.194,1513.932,1732894.0
2017-08-06,1491.736,1516.994,1477.194,1513.932,1732894.0
2017-08-07,1517.759,1530.771,1517.759,1526.179,1211596.0
2017-08-08,1524.648,1542.252,1522.352,1534.598,1047152.0
2017-08-09,1529.24,1529.24,1510.106,1518.525,1130627.0
2017-08-10,1516.994,1526.944,1514.698,1521.586,1630019.0
2017-08-11,1517.759,1533.067,1504.748,1526.944,1375511.0
2017-08-12,1517.759,1533.067,1504.748,1526.944,1375511.0
2017-08-13,1517.759,1533.067,1504.748,1526.944,1375511.0
2017-08-14,1531.536,1549.906,1531.536,1533.832,1076067.0
2017-08-15,1535.363,1549.14,1532.302,1535.363,743169.0
2017-08-16,1539.19,1571.336,1539.19,1563.682,1244198.0
2017-08-17,1562.152,1582.817,1562.152,1577.459,1077508.0
2017-08-18,1575.929,1598.125,1568.275,1582.817,1544805.0
2017-08-19,1575.929,1598.125,1568.275,1582.817,1544805.0
2017-08-20,1575.929,1598.125,1568.275,1582.817,1544805.0
2017-08-21,1574.398,1596.594,1574.398,1590.471,1063048.0
2017-08-22,1596.594,1614.198,1596.594,1606.544,928008.0
2017-08-23,1608.84,1616.494,1602.717,1605.779,838941.0
2017-08-24,1613.207,1630.96,1603.944,1624.785,851456.0
2017-08-25,1627.872,1639.45,1617.838,1617.838,779005.0
2017-08-26,1627.872,1639.45,1617.838,1617.838,779005.0
2017-08-27,1627.872,1639.45,1617.838,1617.838,779005.0
2017-08-28,1627.872,1639.45,1617.838,1617.838,779005.0
2017-08-29,1614.75,1614.75,1593.138,1603.944,1226107.0
2017-08-30,1607.803,1611.663,1592.366,1610.119,971711.0
2017-08-31,1617.838,1636.363,1613.207,1630.96,1502521.0
2017-09-01,1634.047,1647.169,1631.731,1639.45,1010793.0
2017-09-02,1634.047,1647.169,1631.731,1639.45,1010793.0
2017-09-03,1634.047,1647.169,1631.731,1639.45,1010793.0
2017-09-04,1629.416,1634.819,1610.119,1613.207,859433.0
2017-09-05,1611.663,1620.153,1599.313,1600.857,954341.0
2017-09-06,1596.225,1596.225,1569.21,1573.069,1149180.0
2017-09-07,1573.069,1584.647,1561.491,1565.351,1474949.0
2017-09-08,1556.088,1565.351,1551.457,1561.491,1203705.0
2017-09-09,1556.088,1565.351,1551.457,1561.491,1203705.0
2017-09-10,1556.088,1565.351,1551.457,1561.491,1203705.0
2017-09-11,1566.894,1586.191,1562.263,1582.332,1376029.0
2017-09-12,1592.366,1609.347,1587.735,1605.488,1869093.0
2017-09-13,1593.138,1604.716,1589.279,1592.366,1549694.0
2017-09-14,1593.91,1593.91,1566.894,1568.438,1411205.0
2017-09-15,1568.438,1568.438,1538.335,1551.457,2032221.0
2017-09-16,1568.438,1568.438,1538.335,1551.457,2032221.0
2017-09-17,1568.438,1568.438,1538.335,1551.457,2032221.0
2017-09-18,1553.001,1589.279,1553.001,1588.507,1495054.0
2017-09-19,1590.05,1591.594,1563.035,1568.438,1362894.0
2017-09-20,1568.438,1573.841,1556.088,1561.491,1213962.0
2017-09-21,1554.544,1572.297,1554.544,1562.263,951279.0
2017-09-22,1557.632,1573.841,1555.316,1571.526,927537.0
2017-09-23,1557.632,1573.841,1555.316,1571.526,927537.0
2017-09-24,1557.632,1573.841,1555.316,1571.526,927537.0
2017-09-25,1568.438,1575.385,1562.263,1566.894,620724.0
2017-09-26,1566.894,1566.894,1543.738,1552.229,1398503.0
2017-09-27,1555.316,1556.088,1535.248,1546.826,1081919.0
2017-09-28,1543.738,1543.738,1532.16,1539.107,1428237.0
2017-09-29,1547.598,1569.21,1540.651,1547.598,1886536.0
2017-09-30,1547.598,1569.21,1540.651,1547.598,1886536.0
2017-10-01,1547.598,1569.21,1540.651,1547.598,1886536.0
2017-10-02,1546.826,1593.138,1546.826,1593.138,2174999.0
2017-10-03,1596.997,1609.347,1596.225,1602.4,1309598.0
2017-10-04,1603.172,1644.081,1603.172,1635.591,2334215.0
2017-10-05,1640.994,1654.116,1638.678,1644.081,1813662.0
2017-10-06,1647.169,1655.659,1621.697,1631.731,1112084.0
2017-10-07,1647.169,1655.659,1621.697,1631.731,1112084.0
2017-10-08,1647.169,1655.659,1621.697,1631.731,1112084.0
2017-10-09,1621.697,1632.503,1617.066,1617.838,1280862.0
2017-10-10,1620.153,1623.241,1608.575,1612.435,1231914.0
2017-10-11,1505.145,1521.354,1469.639,1486.62,5875405.0
2017-10-12,1490.479,1509.776,1472.726,1501.286,2618688.0
2017-10-13,1498.97,1501.286,1473.498,1475.814,1945767.0
2017-10-14,1498.97,1501.286,1473.498,1475.814,1945767.0
2017-10-15,1498.97,1501.286,1473.498,1475.814,1945767.0
2017-10-16,1484.304,1487.392,1467.323,1467.323,1556213.0
2017-10-17,1466.551,1468.867,1449.57,1453.43,3111847.0
2017-10-18,1458.061,1479.673,1444.939,1470.411,2164945.0
2017-10-19,1468.095,1472.726,1452.658,1466.551,1553769.0
2017-10-20,1471.954,1471.954,1454.201,1458.833,1602872.0
2017-10-21,1471.954,1471.954,1454.201,1458.833,1602872.0
2017-10-22,1471.954,1471.954,1454.201,1458.833,1602872.0
2017-10-23,1458.833,1459.605,1448.027,1454.201,1122857.0
2017-10-24,1454.201,1454.201,1433.361,1436.449,2384543.0
2017-10-25,1440.308,1441.852,1409.433,1415.608,2052604.0
2017-10-26,1410.977,1430.274,1409.433,1426.414,2443986.0
2017-10-27,1430.274,1441.852,1413.292,1440.308,2123329.0
2017-10-28,1430.274,1441.852,1413.292,1440.308,2123329.0
2017-10-29,1430.274,1441.852,1413.292,1440.308,2123329.0
2017-10-30,1434.133,1438.764,1408.661,1411.749,1459316.0
2017-10-31,1407.889,1409.433,1390.136,1405.574,1467427.0
2017-11-01,1409.433,1429.502,1408.661,1417.152,3807410.0
2017-11-02,1421.783,1424.87,1410.977,1421.783,1141693.0
2017-11-03,1428.73,1434.133,1409.433,1412.521,1524761.0
2017-11-04,1428.73,1434.133,1409.433,1412.521,1524761.0
2017-11-05,1428.73,1434.133,1409.433,1412.521,1524761.0
2017-11-06,1415.608,1426.414,1412.521,1416.38,1087437.0
2017-11-07,1420.239,1421.011,1390.136,1391.68,1118490.0
2017-11-08,1420.239,1431.045,1409.433,1424.099,1892120.0
2017-11-09,1429.502,1433.361,1391.68,1391.68,1397672.0
2017-11-10,1400.171,1400.171,1383.961,1394.768,1190069.0
2017-11-11,1400.171,1400.171,1383.961,1394.768,1190069.0
2017-11-12,1400.171,1400.171,1383.961,1394.768,1190069.0
2017-11-13,1405.574,1405.574,1375.471,1384.733,1134846.0
2017-11-14,1386.277,1387.049,1366.98,1370.84,1278753.0
2017-11-15,1366.98,1370.84,1328.387,1328.387,2140266.0
2017-11-16,1344.596,1354.63,1339.965,1353.087,2077934.0
2017-11-17,1347.684,1347.684,1331.474,1345.368,2435628.0
2017-11-18,1347.684,1347.684,1331.474,1345.368,2435628.0
2017-11-19,1347.684,1347.684,1331.474,1345.368,2435628.0
2017-11-20,1345.368,1353.859,1337.649,1353.087,979249.0
2017-11-21,1349.999,1359.262,1339.965,1343.824,1433061.0
2017-11-22,1353.859,1366.208,1347.684,1347.684,1423865.0
2017-11-23,1349.227,1366.98,1348.455,1357.718,988550.0
2017-11-24,1359.262,1362.349,1346.912,1351.543,642883.0
2017-11-25,1359.262,1362.349,1346.912,1351.543,642883.0
2017-11-26,1359.262,1362.349,1346.912,1351.543,642883.0
2017-11-27,1339.193,1357.718,1338.421,1349.227,957654.0
2017-11-28,1352.315,1390.908,1349.999,1389.364,1866497.0
2017-11-29,1387.821,1395.539,1364.665,1365.437,1455846.0
2017-11-30,1363.121,1373.927,1354.63,1363.121,1586068.0
2017-12-01,1366.208,1366.208,1343.052,1343.052,1313632.0
2017-12-02,1366.208,1366.208,1343.052,1343.052,1313632.0
2017-12-03,1366.208,1366.208,1343.052,1343.052,1313632.0
2017-12-04,1353.859,1357.718,1319.124,1326.843,2117257.0
2017-12-05,1332.246,1339.965,1305.231,1311.406,1592597.0
2017-12-06,1304.459,1319.124,1301.371,1306.774,1295771.0
2017-12-07,1308.318,1325.299,1302.915,1309.09,1314665.0
2017-12-08,1306.774,1311.406,1299.828,1307.546,1301398.0
2017-12-09,1306.774,1311.406,1299.828,1307.546,1301398.0
2017-12-10,1306.774,1311.406,1299.828,1307.546,1301398.0
2017-12-11,1312.949,1345.368,1312.178,1333.018,1583285.0
2017-12-12,1339.193,1339.193,1318.353,1327.615,1495297.0
2017-12-13,1327.615,1334.562,1316.037,1330.702,1073960.0
2017-12-14,1329.159,1378.558,1326.843,1370.068,1923500.0
2017-12-15,1363.121,1403.258,1360.033,1403.258,3008619.0
2017-12-16,1363.121,1403.258,1360.033,1403.258,3008619.0
2017-12-17,1363.121,1403.258,1360.033,1403.258,3008619.0
2017-12-18,1420.239,1447.255,1418.696,1433.361,1898464.0
2017-12-19,1432.589,1434.133,1395.539,1410.205,1730969.0
2017-12-20,1423.327,1468.095,1420.239,1446.483,3981078.0
2017-12-21,1442.623,1461.92,1428.73,1454.973,1518418.0
2017-12-22,1445.711,1461.92,1441.08,1446.483,638137.0
2017-12-23,1445.711,1461.92,1441.08,1446.483,638137.0
2017-12-24,1445.711,1461.92,1441.08,1446.483,638137.0
2017-12-25,1445.711,1461.92,1441.08,1446.483,638137.0
2017-12-26,1445.711,1461.92,1441.08,1446.483,2407.0
2017-12-27,1456.517,1475.814,1436.449,1468.867,1007106.0
2017-12-28,1474.27,1488.164,1465.008,1476.586,886749.0
2017-12-29,1486.62,1498.97,1478.129,1490.479,466661.0
2017-12-30,1486.62,1498.97,1478.129,1490.479,466661.0
2017-12-31,1486.62,1498.97,1478.129,1490.479,466661.0
2018-01-01,1486.62,1498.97,1478.129,1490.479,466661.0
2018-01-02,1487.392,1497.426,1478.901,1492.023,828777.0
2018-01-03,1492.795,1495.111,1485.076,1490.479,1157223.0
2018-01-04,1493.181,1504.759,1488.936,1496.268,1400221.0
2018-01-05,1494.725,1495.111,1482.761,1488.55,1173927.0
2018-01-06,1494.725,1495.111,1482.761,1488.55,1173927.0
2018-01-07,1494.725,1495.111,1482.761,1488.55,1173927.0
2018-01-08,1489.707,1498.198,1473.884,1478.901,893502.0
2018-01-09,1481.989,1492.409,1472.726,1488.55,1221616.0
2018-01-10,1480.445,1481.217,1458.833,1464.236,2167404.0
2018-01-11,1470.797,1481.217,1466.937,1468.095,1078296.0
2018-01-12,1480.059,1510.162,1479.673,1484.69,1398167.0
2018-01-13,1480.059,1510.162,1479.673,1484.69,1398167.0
2018-01-14,1480.059,1510.162,1479.673,1484.69,1398167.0
2018-01-15,1492.795,1502.443,1488.164,1490.093,1039246.0
2018-01-16,1493.953,1513.249,1487.392,1495.111,1125160.0
2018-01-17,1492.795,1494.339,1467.709,1475.428,930605.0
2018-01-18,1478.515,1497.426,1473.498,1496.654,1745322.0
2018-01-19,1495.496,1526.757,1492.023,1521.74,1669653.0
2018-01-20,1495.496,1526.757,1492.023,1521.74,1669653.0
2018-01-21,1495.496,1526.757,1492.023,1521.74,1669653.0
2018-01-22,1511.32,1514.793,1494.339,1506.689,947885.0
2018-01-23,1508.618,1508.618,1479.673,1499.356,1180006.0
2018-01-24,1499.742,1503.987,1465.008,1465.78,1157677.0
2018-01-25,1469.253,1473.884,1443.009,1448.412,1469661.0
2018-01-26,1451.886,1468.481,1446.483,1462.692,875943.0
2018-01-27,1451.886,1468.481,1446.483,1462.692,875943.0
2018-01-28,1451.886,1468.481,1446.483,1462.692,875943.0
2018-01-29,1468.481,1483.918,1463.85,1477.358,1437150.0
2018-01-30,1466.937,1473.112,1455.359,1459.991,837319.0
2018-01-31,1458.061,1473.884,1447.255,1448.798,1258700.0
2018-02-01,1454.973,1477.744,1451.114,1461.92,1198613.0
