,AAL LN Equity,AAL LN Equity,AAL LN Equity,AAL LN Equity,AAL LN Equity
2010-04-12,1765.716,1774.871,1738.842,1741.205,2274982.0
2010-04-13,1725.553,1752.427,1720.532,1738.251,3649532.0
2010-04-14,1749.178,1769.555,1749.178,1761.582,3305064.0
2010-04-15,1757.447,1764.83,1727.915,1754.199,2482893.0
2010-04-16,1747.702,1768.669,1696.611,1702.222,6079838.0
2010-04-17,1747.702,1768.669,1696.611,1702.222,6079838.0
2010-04-18,1747.702,1768.669,1696.611,1702.222,6079838.0
2010-04-19,1692.772,1713.149,1670.328,1677.416,3458153.0
2010-04-20,1689.228,1714.035,1683.617,1695.135,2908054.0
2010-04-21,1692.477,1705.176,1652.313,1662.059,5874107.0
2010-04-22,1653.79,1698.088,1640.796,1653.79,5427999.0
2010-04-23,1666.784,1697.497,1650.837,1689.228,3769799.0
2010-04-24,1666.784,1697.497,1650.837,1689.228,3769799.0
2010-04-25,1666.784,1697.497,1650.837,1689.228,3769799.0
2010-04-26,1721.123,1737.07,1708.719,1735.003,4615798.0
2010-04-27,1724.667,1730.573,1654.381,1654.381,4632627.0
2010-04-28,1653.79,1680.369,1626.325,1658.22,6489361.0
2010-04-29,1674.758,1705.176,1646.407,1701.041,4921394.0
2010-04-30,1701.041,1720.827,1653.79,1657.038,6898827.0
2010-05-01,1701.041,1720.827,1653.79,1657.038,6898827.0
2010-05-02,1701.041,1720.827,1653.79,1657.038,6898827.0
2010-05-03,1701.041,1720.827,1653.79,1657.038,6898827.0
2010-05-04,1636.071,1662.65,1544.522,1544.522,11661198.0
2010-05-05,1553.381,1571.691,1489.297,1521.782,10400828.0
2010-05-06,1490.183,1553.677,1478.075,1503.472,7526539.0
2010-05-07,1467.739,1536.548,1437.616,1477.484,10343610.0
2010-05-08,1467.739,1536.548,1437.616,1477.484,10343610.0
2010-05-09,1467.739,1536.548,1437.616,1477.484,10343610.0
2010-05-10,1641.387,1641.682,1562.241,1625.439,9921850.0
2010-05-11,1605.062,1605.062,1543.34,1581.437,6596469.0
2010-05-12,1571.1,1600.632,1548.951,1589.41,5316656.0
2010-05-13,1603.881,1627.802,1588.229,1624.849,3418748.0
2010-05-14,1605.653,1613.922,1526.212,1537.729,5777588.0
2010-05-15,1605.653,1613.922,1526.212,1537.729,5777588.0
2010-05-16,1605.653,1613.922,1526.212,1537.729,5777588.0
2010-05-17,1520.305,1586.752,1520.305,1532.118,5990297.0
2010-05-18,1551.609,1581.732,1544.522,1570.51,4473477.0
2010-05-19,1530.346,1541.568,1470.396,1473.645,8941391.0
2010-05-20,1475.417,1506.13,1374.418,1426.984,10963524.0
2010-05-21,1431.414,1476.598,1406.312,1464.195,11751118.0
2010-05-22,1431.414,1476.598,1406.312,1464.195,11751118.0
2010-05-23,1431.414,1476.598,1406.312,1464.195,11751118.0
2010-05-24,1474.236,1501.996,1438.502,1493.136,6483400.0
2010-05-25,1448.247,1474.826,1419.306,1454.449,7871475.0
2010-05-26,1484.867,1558.402,1471.282,1528.574,7432084.0
2010-05-27,1550.133,1594.726,1547.475,1585.866,5716110.0
2010-05-28,1590.887,1614.512,1564.013,1571.691,5069335.0
2010-05-29,1590.887,1614.512,1564.013,1571.691,5069335.0
2010-05-30,1590.887,1614.512,1564.013,1571.691,5069335.0
2010-05-31,1590.887,1614.512,1564.013,1571.691,5069335.0
2010-06-01,1568.443,1579.074,1517.352,1563.717,5201371.0
2010-06-02,1518.534,1545.998,1515.876,1530.642,5984171.0
2010-06-03,1560.764,1582.027,1531.528,1538.615,5258219.0
2010-06-04,1536.253,1560.764,1476.008,1486.934,4967518.0
2010-06-05,1536.253,1560.764,1476.008,1486.934,4967518.0
2010-06-06,1536.253,1560.764,1476.008,1486.934,4967518.0
2010-06-07,1457.402,1480.733,1437.616,1451.791,5143035.0
2010-06-08,1459.174,1475.712,1427.575,1463.309,4886103.0
2010-06-09,1475.712,1502.586,1458.879,1499.338,4968329.0
2010-06-10,1485.753,1556.925,1475.122,1548.361,6668843.0
2010-06-11,1552.495,1558.697,1503.472,1521.782,4790818.0
2010-06-12,1552.495,1558.697,1503.472,1521.782,4790818.0
2010-06-13,1552.495,1558.697,1503.472,1521.782,4790818.0
2010-06-14,1546.294,1582.027,1546.294,1578.483,4771433.0
2010-06-15,1548.951,1593.249,1543.045,1584.095,3783552.0
2010-06-16,1594.726,1600.928,1563.127,1582.323,3885528.0
2010-06-17,1573.758,1602.995,1565.194,1578.483,4942688.0
2010-06-18,1579.96,1597.089,1555.153,1562.241,7547840.0
2010-06-19,1579.96,1597.089,1555.153,1562.241,7547840.0
2010-06-20,1579.96,1597.089,1555.153,1562.241,7547840.0
2010-06-21,1624.258,1639.91,1602.995,1616.284,4102621.0
2010-06-22,1586.457,1602.404,1573.168,1584.39,3741030.0
2010-06-23,1550.428,1602.404,1535.367,1548.066,3766469.0
2010-06-24,1562.831,1564.899,1493.431,1503.177,3583316.0
2010-06-25,1496.385,1512.922,1452.973,1461.832,3949287.0
2010-06-26,1496.385,1512.922,1452.973,1461.832,3949287.0
2010-06-27,1496.385,1512.922,1452.973,1461.832,3949287.0
2010-06-28,1470.987,1495.203,1459.174,1494.613,2793222.0
2010-06-29,1467.739,1467.739,1403.064,1410.447,5695326.0
2010-06-30,1413.104,1424.031,1364.672,1388.298,8363909.0
2010-07-01,1360.833,1385.935,1329.824,1341.637,6262623.0
2010-07-02,1358.47,1382.982,1346.362,1360.538,6037308.0
2010-07-03,1358.47,1382.982,1346.362,1360.538,6037308.0
2010-07-04,1358.47,1382.982,1346.362,1360.538,6037308.0
2010-07-05,1362.014,1367.625,1331.892,1331.892,2015304.0
2010-07-06,1339.275,1398.043,1339.275,1394.204,3759250.0
2010-07-07,1366.444,1398.634,1357.289,1397.157,4436587.0
2010-07-08,1415.467,1434.367,1405.426,1424.622,5889039.0
2010-07-09,1447.066,1455.335,1426.394,1430.528,4300824.0
2010-07-10,1447.066,1455.335,1426.394,1430.528,4300824.0
2010-07-11,1447.066,1455.335,1426.394,1430.528,4300824.0
2010-07-12,1430.824,1437.911,1403.654,1408.675,3937867.0
2010-07-13,1407.493,1452.087,1398.043,1426.099,4491646.0
2010-07-14,1431.71,1450.61,1405.131,1427.28,6940904.0
2010-07-15,1417.534,1432.891,1389.774,1397.452,3972344.0
2010-07-16,1397.748,1437.321,1379.438,1381.21,4878025.0
2010-07-17,1397.748,1437.321,1379.438,1381.21,4878025.0
2010-07-18,1397.748,1437.321,1379.438,1381.21,4878025.0
2010-07-19,1363.195,1408.675,1363.195,1389.774,3640275.0
2010-07-20,1403.654,1419.897,1369.102,1403.95,6726559.0
2010-07-21,1400.406,1450.019,1398.929,1422.85,9975463.0
2010-07-22,1415.762,1479.551,1409.561,1463.309,6411523.0
2010-07-23,1463.309,1499.338,1462.127,1489.888,5514465.0
2010-07-24,1463.309,1499.338,1462.127,1489.888,5514465.0
2010-07-25,1463.309,1499.338,1462.127,1489.888,5514465.0
2010-07-26,1504.063,1507.902,1480.733,1499.633,4191055.0
2010-07-27,1498.452,1519.42,1488.116,1496.975,4107218.0
2010-07-28,1506.13,1530.051,1493.431,1499.928,3058901.0
2010-07-29,1495.499,1525.326,1494.317,1500.814,4054249.0
2010-07-30,1472.168,1518.829,1472.168,1491.069,5468821.0
2010-07-31,1472.168,1518.829,1472.168,1491.069,5468821.0
2010-08-01,1472.168,1518.829,1472.168,1491.069,5468821.0
2010-08-02,1527.393,1551.609,1488.706,1551.609,4926940.0
2010-08-03,1546.589,1559.288,1524.735,1538.025,3175092.0
2010-08-04,1531.232,1543.045,1503.472,1527.984,2713800.0
2010-08-05,1535.367,1551.019,1514.694,1523.849,2517946.0
2010-08-06,1531.528,1535.071,1481.323,1494.908,5676092.0
2010-08-07,1531.528,1535.071,1481.323,1494.908,5676092.0
2010-08-08,1531.528,1535.071,1481.323,1494.908,5676092.0
2010-08-09,1510.265,1537.139,1490.774,1496.68,2290830.0
2010-08-10,1489.002,1505.835,1453.859,1460.946,4537872.0
2010-08-11,1420.783,1440.864,1388.002,1392.727,6295944.0
2010-08-12,1382.687,1412.809,1371.169,1403.654,6782366.0
2010-08-13,1418.125,1433.777,1388.002,1400.11,4411622.0
2010-08-14,1418.125,1433.777,1388.002,1400.11,4411622.0
2010-08-15,1418.125,1433.777,1388.002,1400.11,4411622.0
2010-08-16,1405.721,1428.756,1376.189,1422.85,3764217.0
2010-08-17,1419.897,1463.013,1419.897,1460.651,5171682.0
2010-08-18,1455.923,1458.598,1426.793,1439.277,3942278.0
2010-08-19,1456.815,1464.246,1400.338,1403.013,4629070.0
2010-08-20,1403.607,1414.308,1381.016,1391.123,3713571.0
2010-08-21,1403.607,1414.308,1381.016,1391.123,3713571.0
2010-08-22,1403.607,1414.308,1381.016,1391.123,3713571.0
2010-08-23,1401.527,1427.982,1391.123,1405.094,2618979.0
2010-08-24,1389.934,1393.204,1359.02,1379.233,5684075.0
2010-08-25,1372.396,1391.717,1324.242,1339.996,6702255.0
2010-08-26,1352.481,1374.477,1347.427,1368.532,3865217.0
2010-08-27,1367.937,1372.991,1331.673,1364.668,4054941.0
2010-08-28,1367.937,1372.991,1331.673,1364.668,4054941.0
2010-08-29,1367.937,1372.991,1331.673,1364.668,4054941.0
2010-08-30,1367.937,1372.991,1331.673,1364.668,4054941.0
2010-08-31,1349.508,1392.312,1342.671,1391.123,5330372.0
2010-09-01,1402.716,1460.382,1395.582,1460.382,5384319.0
2010-09-02,1449.978,1483.27,1449.086,1465.435,3046714.0
2010-09-03,1466.624,1504.969,1464.246,1492.782,3406259.0
2010-09-04,1466.624,1504.969,1464.246,1492.782,3406259.0
2010-09-05,1466.624,1504.969,1464.246,1492.782,3406259.0
2010-09-06,1499.321,1501.105,1481.784,1481.784,1922681.0
2010-09-07,1486.837,1486.837,1452.951,1462.76,3193633.0
2010-09-08,1455.329,1497.538,1438.98,1485.648,2954997.0
2010-09-09,1485.945,1522.804,1478.514,1508.239,3215172.0
2010-09-10,1507.644,1512.103,1479.703,1489.809,2108633.0
2010-09-11,1507.644,1512.103,1479.703,1489.809,2108633.0
2010-09-12,1507.644,1512.103,1479.703,1489.809,2108633.0
2010-09-13,1516.859,1540.342,1511.211,1537.964,2966090.0
2010-09-14,1541.233,1546.287,1511.211,1529.046,3721488.0
2010-09-15,1528.452,1537.072,1507.942,1515.967,3790666.0
2010-09-16,1508.239,1525.776,1488.62,1495.754,5152136.0
2010-09-17,1514.481,1520.426,1486.242,1495.457,6893913.0
2010-09-18,1514.481,1520.426,1486.242,1495.457,6893913.0
2010-09-19,1514.481,1520.426,1486.242,1495.457,6893913.0
2010-09-20,1504.077,1523.101,1493.079,1513.886,3990424.0
2010-09-21,1512.4,1531.127,1502.294,1503.78,2432323.0
2010-09-22,1505.861,1537.666,1491.89,1521.912,3637716.0
2010-09-23,1530.83,1537.369,1477.325,1516.264,4063385.0
2010-09-24,1494.268,1521.912,1466.624,1507.05,5772696.0
2010-09-25,1494.268,1521.912,1466.624,1507.05,5772696.0
2010-09-26,1494.268,1521.912,1466.624,1507.05,5772696.0
2010-09-27,1516.562,1526.371,1503.483,1504.672,2558389.0
2010-09-28,1494.863,1518.345,1480.0,1516.562,3973756.0
2010-09-29,1519.237,1532.613,1494.268,1504.969,3820496.0
2010-09-30,1496.646,1545.989,1487.431,1501.402,4848706.0
2010-10-01,1510.617,1537.666,1510.617,1527.857,4098197.0
2010-10-02,1510.617,1537.666,1510.617,1527.857,4098197.0
2010-10-03,1510.617,1537.666,1510.617,1527.857,4098197.0
2010-10-04,1527.857,1538.855,1508.239,1508.833,3391186.0
2010-10-05,1496.943,1576.011,1494.268,1570.364,5845478.0
2010-10-06,1584.632,1648.243,1584.632,1636.056,8002445.0
2010-10-07,1635.758,1641.406,1577.498,1584.037,5119656.0
2010-10-08,1591.171,1628.624,1565.608,1620.599,4723452.0
2010-10-09,1591.171,1628.624,1565.608,1620.599,4723452.0
2010-10-10,1591.171,1628.624,1565.608,1620.599,4723452.0
2010-10-11,1625.355,1647.648,1608.114,1624.463,3941100.0
2010-10-12,1606.331,1637.245,1592.657,1626.841,3985850.0
2010-10-13,1647.054,1717.502,1644.379,1714.529,6470372.0
2010-10-14,1716.61,1729.986,1693.127,1702.342,6700437.0
2010-10-15,1710.368,1718.988,1677.373,1704.126,4848233.0
2010-10-16,1710.368,1718.988,1677.373,1704.126,4848233.0
2010-10-17,1710.368,1718.988,1677.373,1704.126,4848233.0
2010-10-18,1683.318,1698.478,1666.375,1692.236,2512291.0
2010-10-19,1696.992,1706.206,1650.621,1653.593,4944225.0
2010-10-20,1650.324,1707.395,1650.324,1706.801,3567327.0
2010-10-21,1706.801,1759.116,1698.775,1749.902,6023622.0
2010-10-22,1744.551,1747.821,1714.826,1733.553,2211946.0
2010-10-23,1744.551,1747.821,1714.826,1733.553,2211946.0
2010-10-24,1744.551,1747.821,1714.826,1733.553,2211946.0
2010-10-25,1754.361,1778.14,1751.091,1772.79,2766064.0
2010-10-26,1758.225,1767.439,1720.474,1741.876,3388108.0
2010-10-27,1718.988,1718.988,1686.885,1700.559,3019531.0
2010-10-28,1728.797,1728.797,1704.423,1720.474,2474647.0
2010-10-29,1712.746,1749.01,1673.509,1728.797,3159190.0
2010-10-30,1712.746,1749.01,1673.509,1728.797,3159190.0
2010-10-31,1712.746,1749.01,1673.509,1728.797,3159190.0
2010-11-01,1738.904,1747.821,1697.883,1706.504,2780415.0
2010-11-02,1705.017,1743.362,1702.045,1738.012,2315243.0
2010-11-03,1753.469,1753.766,1708.881,1718.393,2746626.0
2010-11-04,1760.603,1794.786,1749.902,1762.683,5752442.0
2010-11-05,1777.546,1806.379,1742.173,1800.731,5961255.0
2010-11-06,1777.546,1806.379,1742.173,1800.731,5961255.0
2010-11-07,1777.546,1806.379,1742.173,1800.731,5961255.0
2010-11-08,1798.948,1800.731,1753.469,1757.036,3492650.0
2010-11-09,1756.739,1803.704,1748.416,1759.116,5231717.0
2010-11-10,1753.766,1783.194,1738.904,1756.739,4307303.0
2010-11-11,1780.816,1824.511,1763.872,1816.188,5484489.0
2010-11-12,1764.17,1804.001,1735.337,1790.625,6811218.0
2010-11-13,1764.17,1804.001,1735.337,1790.625,6811218.0
2010-11-14,1764.17,1804.001,1735.337,1790.625,6811218.0
2010-11-15,1774.573,1812.918,1760.305,1804.893,3488900.0
2010-11-16,1787.95,1787.95,1709.179,1716.015,5062369.0
2010-11-17,1710.368,1733.85,1707.395,1721.663,3354924.0
2010-11-18,1744.849,1762.386,1737.715,1758.522,3999509.0
2010-11-19,1763.872,1763.872,1717.799,1747.227,3329258.0
2010-11-20,1763.872,1763.872,1717.799,1747.227,3329258.0
2010-11-21,1763.872,1763.872,1717.799,1747.227,3329258.0
2010-11-22,1762.683,1773.682,1707.693,1717.502,2170416.0
2010-11-23,1702.045,1719.285,1684.507,1684.507,4401117.0
2010-11-24,1695.208,1737.715,1679.751,1728.797,2741939.0
2010-11-25,1729.986,1777.546,1728.203,1774.871,2335126.0
2010-11-26,1753.766,1759.414,1706.206,1726.716,3265169.0
2010-11-27,1753.766,1759.414,1706.206,1726.716,3265169.0
2010-11-28,1753.766,1759.414,1706.206,1726.716,3265169.0
2010-11-29,1742.173,1750.199,1677.076,1677.076,4033219.0
2010-11-30,1684.21,1700.559,1663.402,1676.779,3902425.0
2010-12-01,1697.883,1729.986,1697.289,1723.149,4553917.0
2010-12-02,1743.065,1783.491,1721.663,1783.194,4485213.0
2010-12-03,1781.41,1829.267,1772.493,1813.513,4290117.0
2010-12-04,1781.41,1829.267,1772.493,1813.513,4290117.0
2010-12-05,1781.41,1829.267,1772.493,1813.513,4290117.0
2010-12-06,1827.781,1841.454,1796.57,1820.35,2960582.0
2010-12-07,1820.35,1853.344,1798.651,1820.35,4057457.0
2010-12-08,1804.001,1824.214,1765.061,1765.953,4189860.0
2010-12-09,1795.678,1810.54,1761.494,1780.518,3645498.0
2010-12-10,1785.572,1815.891,1780.221,1799.84,4950509.0
2010-12-11,1785.572,1815.891,1780.221,1799.84,4950509.0
2010-12-12,1785.572,1815.891,1780.221,1799.84,4950509.0
2010-12-13,1814.702,1834.618,1811.432,1815.296,3627513.0
2010-12-14,1813.216,1831.051,1801.326,1831.051,2212868.0
2010-12-15,1836.996,1853.642,1822.728,1848.588,3321649.0
2010-12-16,1849.777,1866.72,1834.618,1856.911,3013463.0
2010-12-17,1867.018,1883.366,1833.726,1872.665,6480324.0
2010-12-18,1867.018,1883.366,1833.726,1872.665,6480324.0
2010-12-19,1867.018,1883.366,1833.726,1872.665,6480324.0
2010-12-20,1813.216,1879.205,1804.298,1867.612,4338124.0
2010-12-21,1885.15,1955.003,1875.638,1945.491,4441533.0
2010-12-22,1938.655,1977.0,1938.655,1967.785,2973202.0
2010-12-23,1972.244,1975.811,1954.111,1975.513,1615896.0
2010-12-24,1975.216,1975.216,1958.273,1966.001,279403.0
2010-12-25,1975.216,1975.216,1958.273,1966.001,279403.0
2010-12-26,1975.216,1975.216,1958.273,1966.001,279403.0
2010-12-27,1975.216,1975.216,1958.273,1966.001,279403.0
2010-12-28,1975.216,1975.216,1958.273,1966.001,279403.0
2010-12-29,1970.757,2008.211,1970.46,2006.724,1560038.0
2010-12-30,2004.346,2022.479,2004.346,2012.967,1589839.0
2010-12-31,2009.4,2018.02,1970.757,1982.945,1116187.0
2011-01-01,2009.4,2018.02,1970.757,1982.945,1116187.0
2011-01-02,2009.4,2018.02,1970.757,1982.945,1116187.0
2011-01-03,2009.4,2018.02,1970.757,1982.945,1116187.0
2011-01-04,2026.937,2062.013,2004.049,2025.451,4211967.0
2011-01-05,2020.695,2021.884,1960.651,1990.673,4596858.0
2011-01-06,1985.917,2015.345,1952.625,1967.488,3400598.0
2011-01-07,1961.84,1967.488,1930.034,1950.545,3137496.0
2011-01-08,1961.84,1967.488,1930.034,1950.545,3137496.0
2011-01-09,1961.84,1967.488,1930.034,1950.545,3137496.0
2011-01-10,1937.466,1941.627,1913.983,1918.144,3274284.0
2011-01-11,1930.034,1961.84,1928.845,1952.031,2886403.0
2011-01-12,1965.704,2019.209,1961.84,2019.209,3858382.0
2011-01-13,2009.4,2029.315,2003.455,2027.235,3437419.0
2011-01-14,2018.02,2023.073,1944.6,1961.84,4295440.0
2011-01-15,2018.02,2023.073,1944.6,1961.84,4295440.0
2011-01-16,2018.02,2023.073,1944.6,1961.84,4295440.0
2011-01-17,1964.812,1964.812,1935.682,1955.598,2160804.0
2011-01-18,1971.946,2002.266,1964.515,1973.73,2996938.0
2011-01-19,1987.998,1992.754,1910.713,1913.686,3004426.0
2011-01-20,1898.823,1909.524,1822.43,1823.322,7584241.0
2011-01-21,1837.59,1867.018,1814.405,1837.59,4260557.0
2011-01-22,1837.59,1867.018,1814.405,1837.59,4260557.0
2011-01-23,1837.59,1867.018,1814.405,1837.59,4260557.0
2011-01-24,1849.48,1869.99,1820.647,1858.397,3956425.0
2011-01-25,1858.992,1868.207,1824.808,1828.078,3549870.0
2011-01-26,1835.212,1900.31,1835.212,1875.935,6240986.0
2011-01-27,1884.258,1913.686,1864.937,1868.504,5052875.0
2011-01-28,1860.478,1860.478,1796.273,1801.92,4107713.0
2011-01-29,1860.478,1860.478,1796.273,1801.92,4107713.0
2011-01-30,1860.478,1860.478,1796.273,1801.92,4107713.0
2011-01-31,1794.786,1825.997,1766.845,1820.647,4075754.0
2011-02-01,1842.643,1886.636,1822.728,1882.772,5974515.0
2011-02-02,1895.851,1951.139,1886.339,1946.086,6306145.0
2011-02-03,1955.895,1961.543,1908.93,1926.17,4652878.0
2011-02-04,1940.735,1999.293,1920.82,1982.647,6564781.0
2011-02-05,1940.735,1999.293,1920.82,1982.647,6564781.0
2011-02-06,1940.735,1999.293,1920.82,1982.647,6564781.0
2011-02-07,1985.025,2027.829,1957.976,2027.829,6355845.0
2011-02-08,2020.695,2024.857,1966.596,2024.857,7952918.0
2011-02-09,2016.236,2021.29,1957.084,1960.354,4039598.0
2011-02-10,1955.3,1966.893,1935.088,1966.893,3674744.0
2011-02-11,1965.11,2037.341,1946.383,2034.071,4102502.0
2011-02-12,1965.11,2037.341,1946.383,2034.071,4102502.0
2011-02-13,1965.11,2037.341,1946.383,2034.071,4102502.0
2011-02-14,2056.959,2058.446,2008.805,2043.286,4058137.0
2011-02-15,2007.022,2014.75,1958.273,1965.704,3858196.0
2011-02-16,1970.757,1995.726,1957.678,1979.972,3405525.0
2011-02-17,1982.647,1989.781,1933.601,1959.165,3436843.0
2011-02-18,1967.488,1975.513,1891.095,1918.442,4842638.0
2011-02-19,1967.488,1975.513,1891.095,1918.442,4842638.0
2011-02-20,1967.488,1975.513,1891.095,1918.442,4842638.0
2011-02-21,1918.144,1943.708,1890.798,1893.473,2581302.0
2011-02-22,1883.961,1932.412,1853.939,1907.146,3119907.0
2011-02-23,1903.876,1904.174,1852.453,1852.453,3207984.0
2011-02-24,1842.941,1908.93,1835.212,1889.609,3728447.0
