,ITV LN Equity,ITV LN Equity,ITV LN Equity,ITV LN Equity,ITV LN Equity
2010-08-24,32.649,32.879,32.189,32.792,20978769.0
2010-08-25,32.907,32.907,31.557,31.815,19714452.0
2010-08-26,32.275,32.304,31.815,32.016,9375832.0
2010-08-27,31.758,32.275,31.7,32.074,13115871.0
2010-08-28,31.758,32.275,31.7,32.074,13115871.0
2010-08-29,31.758,32.275,31.7,32.074,13115871.0
2010-08-30,31.758,32.275,31.7,32.074,13115871.0
2010-08-31,31.643,32.218,31.01,32.189,20711563.0
2010-09-01,32.333,34.057,32.16,33.942,23062595.0
2010-09-02,33.655,34.574,33.281,33.971,20904088.0
2010-09-03,34.057,34.431,33.741,33.999,17368379.0
2010-09-04,34.057,34.431,33.741,33.999,17368379.0
2010-09-05,34.057,34.431,33.741,33.999,17368379.0
2010-09-06,32.764,34.086,32.764,33.655,13410271.0
2010-09-07,33.396,34.028,32.562,32.792,14535040.0
2010-09-08,32.562,33.166,32.246,32.907,14878326.0
2010-09-09,32.246,33.252,32.246,33.08,13433399.0
2010-09-10,33.655,33.683,33.022,33.338,14226037.0
2010-09-11,33.655,33.683,33.022,33.338,14226037.0
2010-09-12,33.655,33.683,33.022,33.338,14226037.0
2010-09-13,33.108,33.999,33.051,33.626,8398889.0
2010-09-14,33.77,33.827,32.994,33.137,12530746.0
2010-09-15,33.051,33.425,32.821,32.85,12391957.0
2010-09-16,32.994,32.994,32.419,32.677,12541236.0
2010-09-17,32.994,33.655,32.591,32.649,23713950.0
2010-09-18,32.994,33.655,32.591,32.649,23713950.0
2010-09-19,32.994,33.655,32.591,32.649,23713950.0
2010-09-20,32.649,33.453,32.591,33.195,14532448.0
2010-09-21,33.798,34.258,33.511,33.626,30587669.0
2010-09-22,33.884,33.884,32.706,32.706,15401398.0
2010-09-23,32.821,33.051,32.103,32.591,13790630.0
2010-09-24,33.051,34.028,32.505,33.884,24704691.0
2010-09-25,33.051,34.028,32.505,33.884,24704691.0
2010-09-26,33.051,34.028,32.505,33.884,24704691.0
2010-09-27,33.856,34.229,33.568,33.741,10870249.0
2010-09-28,34.143,34.143,33.166,33.798,9700376.0
2010-09-29,33.913,34.201,33.482,34.057,11345806.0
2010-09-30,33.971,34.89,33.77,34.287,32539269.0
2010-10-01,34.488,34.66,33.884,34.114,33169354.0
2010-10-02,34.488,34.66,33.884,34.114,33169354.0
2010-10-03,34.488,34.66,33.884,34.114,33169354.0
2010-10-04,34.258,34.373,33.827,33.884,23564614.0
2010-10-05,33.942,34.172,33.741,34.057,22717532.0
2010-10-06,34.114,35.551,34.114,35.379,39037743.0
2010-10-07,35.58,36.902,35.35,36.644,40690404.0
2010-10-08,36.758,36.988,35.81,36.442,24960798.0
2010-10-09,36.758,36.988,35.81,36.442,24960798.0
2010-10-10,36.758,36.988,35.81,36.442,24960798.0
2010-10-11,36.27,36.931,36.04,36.758,10792054.0
2010-10-12,36.644,36.96,36.529,36.615,9788511.0
2010-10-13,36.988,37.362,36.385,36.557,14523669.0
2010-10-14,36.615,36.988,35.551,36.184,14147114.0
2010-10-15,37.218,38.483,36.845,38.339,29958104.0
2010-10-16,37.218,38.483,36.845,38.339,29958104.0
2010-10-17,37.218,38.483,36.845,38.339,29958104.0
2010-10-18,38.023,38.397,37.592,37.649,15312203.0
2010-10-19,37.851,38.224,37.305,37.506,17577355.0
2010-10-20,37.161,37.477,36.845,37.075,11647918.0
2010-10-21,36.845,38.856,36.845,38.684,33835073.0
2010-10-22,38.54,39.115,38.54,38.943,18929110.0
2010-10-23,38.54,39.115,38.54,38.943,18929110.0
2010-10-24,38.54,39.115,38.54,38.943,18929110.0
2010-10-25,39.0,39.747,38.885,39.431,19988137.0
2010-10-26,39.115,39.632,38.54,38.713,15844022.0
2010-10-27,38.425,39.144,38.425,38.684,11973755.0
2010-10-28,39.115,39.46,38.655,38.943,16048976.0
2010-10-29,38.885,39.604,38.828,39.23,14829872.0
2010-10-30,38.885,39.604,38.828,39.23,14829872.0
2010-10-31,38.885,39.604,38.828,39.23,14829872.0
2010-11-01,39.374,39.604,38.971,39.374,6427912.0
2010-11-02,39.431,39.518,38.799,39.431,12933371.0
2010-11-03,39.661,40.552,39.489,39.949,15377901.0
2010-11-04,40.523,41.443,40.179,41.443,24928031.0
2010-11-05,41.472,41.673,40.523,40.782,12362529.0
2010-11-06,41.472,41.673,40.523,40.782,12362529.0
2010-11-07,41.472,41.673,40.523,40.782,12362529.0
2010-11-08,40.667,41.242,40.351,41.069,9770918.0
2010-11-09,41.184,41.96,40.753,41.069,12192129.0
2010-11-10,41.156,41.529,39.431,40.064,34377076.0
2010-11-11,40.782,40.897,39.546,39.977,19766594.0
2010-11-12,39.575,40.236,39.23,40.15,7445475.0
2010-11-13,39.575,40.236,39.23,40.15,7445475.0
2010-11-14,39.575,40.236,39.23,40.15,7445475.0
2010-11-15,40.725,41.271,40.322,40.84,17530063.0
2010-11-16,39.719,40.725,38.253,38.569,25482218.0
2010-11-17,38.569,39.403,38.425,39.374,19089475.0
2010-11-18,39.489,40.236,39.115,39.23,15838338.0
2010-11-19,39.23,39.431,38.425,39.259,12575971.0
2010-11-20,39.23,39.431,38.425,39.259,12575971.0
2010-11-21,39.23,39.431,38.425,39.259,12575971.0
2010-11-22,39.747,39.747,39.201,39.316,10939767.0
2010-11-23,39.086,39.862,38.54,38.914,11609563.0
2010-11-24,39.173,39.259,38.569,38.799,10995819.0
2010-11-25,38.914,39.316,38.569,39.259,6798320.0
2010-11-26,38.77,39.374,38.397,38.971,6490251.0
2010-11-27,38.77,39.374,38.397,38.971,6490251.0
2010-11-28,38.77,39.374,38.397,38.971,6490251.0
2010-11-29,39.115,39.661,38.425,38.569,12655947.0
2010-11-30,38.713,39.144,38.253,38.31,15331606.0
2010-12-01,38.627,39.489,38.368,38.971,15952581.0
2010-12-02,39.144,40.753,39.058,40.753,15214723.0
2010-12-03,40.552,40.983,39.776,40.638,8310802.0
2010-12-04,40.552,40.983,39.776,40.638,8310802.0
2010-12-05,40.552,40.983,39.776,40.638,8310802.0
2010-12-06,40.638,40.811,39.201,39.374,11385501.0
2010-12-07,39.489,40.84,39.489,40.725,11702357.0
2010-12-08,40.638,42.248,40.495,41.845,13617497.0
2010-12-09,43.11,43.11,41.673,41.903,14630235.0
2010-12-10,41.845,42.248,41.587,41.96,8482701.0
2010-12-11,41.845,42.248,41.587,41.96,8482701.0
2010-12-12,41.845,42.248,41.587,41.96,8482701.0
2010-12-13,42.075,42.995,41.96,42.65,13294941.0
2010-12-14,42.794,42.88,41.702,41.73,10556316.0
2010-12-15,41.702,41.788,40.926,41.041,10978202.0
2010-12-16,41.299,41.357,40.293,40.811,12025066.0
2010-12-17,40.926,42.248,40.868,41.443,15693067.0
2010-12-18,40.926,42.248,40.868,41.443,15693067.0
2010-12-19,40.926,42.248,40.868,41.443,15693067.0
2010-12-20,41.73,41.73,40.782,41.098,5477875.0
2010-12-21,40.983,41.271,40.696,41.156,4965603.0
2010-12-22,41.156,41.73,40.84,41.673,5523462.0
2010-12-23,41.673,41.845,41.213,41.242,3617331.0
2010-12-24,41.644,41.759,40.61,41.443,627114.0
2010-12-25,41.644,41.759,40.61,41.443,627114.0
2010-12-26,41.644,41.759,40.61,41.443,627114.0
2010-12-27,41.644,41.759,40.61,41.443,627114.0
2010-12-28,41.644,41.759,40.61,41.443,627114.0
2010-12-29,40.926,41.73,40.926,41.098,4216172.0
2010-12-30,40.983,41.932,40.667,41.127,3995874.0
2010-12-31,41.098,41.501,40.265,40.265,3019939.0
2011-01-01,41.098,41.501,40.265,40.265,3019939.0
2011-01-02,41.098,41.501,40.265,40.265,3019939.0
2011-01-03,41.098,41.501,40.265,40.265,3019939.0
2011-01-04,41.271,42.593,40.322,42.506,13824302.0
2011-01-05,42.277,42.593,41.041,41.386,14965323.0
2011-01-06,41.673,42.65,41.673,41.989,14751980.0
2011-01-07,42.075,42.506,41.644,41.673,7816678.0
2011-01-08,42.075,42.506,41.644,41.673,7816678.0
2011-01-09,42.075,42.506,41.644,41.673,7816678.0
2011-01-10,41.616,41.788,41.184,41.386,6601803.0
2011-01-11,41.616,42.305,41.529,42.104,10104828.0
2011-01-12,42.133,42.679,41.587,41.759,12545150.0
2011-01-13,41.96,43.254,41.73,42.765,15184046.0
2011-01-14,43.11,44.834,43.11,44.49,24145662.0
2011-01-15,43.11,44.834,43.11,44.49,24145662.0
2011-01-16,43.11,44.834,43.11,44.49,24145662.0
2011-01-17,44.547,44.863,44.058,44.691,12600446.0
2011-01-18,44.892,45.438,44.547,45.122,13427406.0
2011-01-19,45.409,45.409,44.317,44.547,9740541.0
2011-01-20,44.49,44.777,43.34,43.627,16259679.0
2011-01-21,43.972,44.145,43.139,43.225,16497031.0
2011-01-22,43.972,44.145,43.139,43.225,16497031.0
2011-01-23,43.972,44.145,43.139,43.225,16497031.0
2011-01-24,43.771,44.576,43.742,44.288,14872395.0
2011-01-25,44.202,44.777,43.512,43.771,11833974.0
2011-01-26,44.317,44.921,44.03,44.806,14933388.0
2011-01-27,44.604,47.335,44.604,46.041,20199424.0
2011-01-28,45.898,46.99,45.237,45.409,17511148.0
2011-01-29,45.898,46.99,45.237,45.409,17511148.0
2011-01-30,45.898,46.99,45.237,45.409,17511148.0
2011-01-31,45.179,45.294,44.03,44.662,16125549.0
2011-02-01,44.863,45.38,44.346,44.806,21490987.0
2011-02-02,44.949,45.725,44.633,44.921,14240412.0
2011-02-03,44.834,46.185,44.461,45.639,22085265.0
2011-02-04,45.783,48.312,45.783,48.312,26197990.0
2011-02-05,45.783,48.312,45.783,48.312,26197990.0
2011-02-06,45.783,48.312,45.783,48.312,26197990.0
2011-02-07,48.14,48.944,47.162,47.536,20265188.0
2011-02-08,47.737,48.657,47.277,47.708,19406362.0
2011-02-09,47.737,49.03,47.737,48.887,20687509.0
2011-02-10,48.887,49.289,48.053,48.887,23940203.0
2011-02-11,49.174,50.352,48.398,49.72,19835694.0
2011-02-12,49.174,50.352,48.398,49.72,19835694.0
2011-02-13,49.174,50.352,48.398,49.72,19835694.0
2011-02-14,49.72,50.611,49.72,50.18,14530447.0
2011-02-15,50.266,50.266,48.858,49.519,15470389.0
2011-02-16,49.433,49.605,48.915,49.002,18425920.0
2011-02-17,49.347,50.324,49.002,50.266,16207347.0
2011-02-18,50.123,50.238,49.088,49.634,17435544.0
2011-02-19,50.123,50.238,49.088,49.634,17435544.0
2011-02-20,50.123,50.238,49.088,49.634,17435544.0
2011-02-21,49.462,49.605,48.283,48.542,19151137.0
2011-02-22,49.605,49.663,48.053,48.686,14997961.0
2011-02-23,48.398,49.002,47.565,47.708,12906411.0
2011-02-24,47.22,48.657,46.875,47.45,16614390.0
2011-02-25,47.881,49.634,47.881,49.519,10240896.0
2011-02-26,47.881,49.634,47.881,49.519,10240896.0
2011-02-27,47.881,49.634,47.881,49.519,10240896.0
2011-02-28,49.347,50.439,49.26,50.123,11620669.0
2011-03-01,50.841,51.243,48.599,49.145,22004491.0
2011-03-02,50.582,54.089,50.352,53.715,65774427.0
2011-03-03,54.29,55.095,51.56,52.048,34226367.0
2011-03-04,52.134,53.456,52.077,52.853,19140371.0
2011-03-05,52.134,53.456,52.077,52.853,19140371.0
2011-03-06,52.134,53.456,52.077,52.853,19140371.0
2011-03-07,52.824,53.514,52.537,52.68,10825746.0
2011-03-08,52.882,53.313,51.416,51.761,19557662.0
2011-03-09,51.904,52.882,51.732,52.307,16399169.0
2011-03-10,51.991,52.019,49.749,50.008,24956555.0
2011-03-11,49.921,50.41,49.634,50.18,32702668.0
2011-03-12,49.921,50.41,49.634,50.18,32702668.0
2011-03-13,49.921,50.41,49.634,50.18,32702668.0
2011-03-14,49.577,50.439,49.203,49.433,21803156.0
2011-03-15,48.427,49.088,47.134,48.772,26095156.0
2011-03-16,48.973,49.375,47.306,47.306,23123147.0
2011-03-17,47.421,48.714,47.421,48.714,31430398.0
2011-03-18,48.714,50.065,48.714,50.065,158059350.0
2011-03-19,48.714,50.065,48.714,50.065,158059350.0
2011-03-20,48.714,50.065,48.714,50.065,158059350.0
2011-03-21,50.065,50.065,49.404,49.778,16074119.0
2011-03-22,49.864,49.979,48.657,48.686,26851058.0
2011-03-23,47.421,47.45,45.84,46.185,52712422.0
2011-03-24,46.214,47.45,46.041,47.421,34259067.0
2011-03-25,47.708,47.823,46.3,46.358,21670235.0
2011-03-26,47.708,47.823,46.3,46.358,21670235.0
2011-03-27,47.708,47.823,46.3,46.358,21670235.0
2011-03-28,46.501,46.789,46.128,46.329,13309099.0
2011-03-29,46.559,46.559,45.524,46.156,16663178.0
2011-03-30,46.53,46.731,45.869,46.243,16449919.0
2011-03-31,46.185,46.358,44.317,44.461,33650332.0
2011-04-01,44.806,45.237,44.547,45.151,20778491.0
2011-04-02,44.806,45.237,44.547,45.151,20778491.0
2011-04-03,44.806,45.237,44.547,45.151,20778491.0
2011-04-04,45.093,46.156,44.892,45.869,19222333.0
2011-04-05,45.898,45.955,44.748,44.863,18848487.0
2011-04-06,45.179,45.582,45.064,45.179,18624180.0
2011-04-07,45.266,45.754,43.512,43.599,22366510.0
2011-04-08,43.943,44.26,43.426,43.627,17516162.0
2011-04-09,43.943,44.26,43.426,43.627,17516162.0
2011-04-10,43.943,44.26,43.426,43.627,17516162.0
2011-04-11,43.484,44.231,42.823,43.972,20743110.0
2011-04-12,43.829,44.317,43.024,43.282,27981630.0
2011-04-13,43.369,43.627,42.823,43.311,21768579.0
2011-04-14,43.34,43.8,42.708,42.708,19056591.0
2011-04-15,42.823,42.823,41.616,42.392,21831137.0
2011-04-16,42.823,42.823,41.616,42.392,21831137.0
2011-04-17,42.823,42.823,41.616,42.392,21831137.0
2011-04-18,42.593,43.599,42.133,42.219,20761153.0
2011-04-19,42.334,43.024,42.277,42.736,12423131.0
2011-04-20,43.024,44.288,42.851,44.058,16889409.0
2011-04-21,44.116,44.662,42.708,42.823,24102233.0
2011-04-22,44.116,44.662,42.708,42.823,24102233.0
2011-04-23,44.116,44.662,42.708,42.823,24102233.0
