,RIO LN Equity,RIO LN Equity,RIO LN Equity,RIO LN Equity,RIO LN Equity
2010-02-12,1439.955,1459.524,1369.156,1409.832,13999236.0
2010-02-13,1439.955,1459.524,1369.156,1409.832,13999236.0
2010-02-14,1439.955,1459.524,1369.156,1409.832,13999236.0
2010-02-15,1440.615,1460.623,1433.579,1440.175,4657872.0
2010-02-16,1461.283,1484.37,1443.693,1476.674,7791486.0
2010-02-17,1495.143,1512.733,1483.27,1495.143,6851112.0
2010-02-18,1476.234,1519.11,1463.042,1513.173,5898834.0
2010-02-19,1484.589,1511.194,1479.312,1501.3,9612334.0
2010-02-20,1484.589,1511.194,1479.312,1501.3,9612334.0
2010-02-21,1484.589,1511.194,1479.312,1501.3,9612334.0
2010-02-22,1519.33,1542.196,1515.812,1524.826,6250424.0
2010-02-23,1534.501,1551.651,1480.632,1485.909,7897255.0
2010-02-24,1490.051,1503.579,1469.649,1491.382,6075518.0
2010-02-25,1469.427,1492.047,1422.412,1441.706,7352087.0
2010-02-26,1470.314,1496.926,1463.661,1492.047,6933497.0
2010-02-27,1470.314,1496.926,1463.661,1492.047,6933497.0
2010-02-28,1470.314,1496.926,1463.661,1492.047,6933497.0
2010-03-01,1533.517,1544.384,1508.68,1538.396,5693935.0
2010-03-02,1548.819,1581.863,1525.756,1575.875,5941758.0
2010-03-03,1582.084,1628.434,1563.9,1614.906,7322410.0
2010-03-04,1593.616,1612.688,1583.859,1598.717,4897251.0
2010-03-05,1612.023,1653.05,1609.362,1641.518,6908623.0
2010-03-06,1612.023,1653.05,1609.362,1641.518,6908623.0
2010-03-07,1612.023,1653.05,1609.362,1641.518,6908623.0
2010-03-08,1661.477,1673.674,1633.978,1650.167,4855877.0
2010-03-09,1645.51,1653.937,1608.475,1638.413,6727511.0
2010-03-10,1637.526,1676.335,1630.208,1667.686,5541185.0
2010-03-11,1658.372,1665.025,1611.358,1641.518,7091653.0
2010-03-12,1653.493,1662.364,1627.768,1644.844,7340827.0
2010-03-13,1653.493,1662.364,1627.768,1644.844,7340827.0
2010-03-14,1653.493,1662.364,1627.768,1644.844,7340827.0
2010-03-15,1633.756,1637.748,1616.68,1622.002,4478916.0
2010-03-16,1632.204,1651.276,1623.555,1641.961,4569458.0
2010-03-17,1658.372,1686.093,1650.61,1670.791,7482734.0
2010-03-18,1650.389,1669.017,1646.619,1654.159,5803204.0
2010-03-19,1649.945,1667.686,1616.237,1627.768,10027393.0
2010-03-20,1649.945,1667.686,1616.237,1627.768,10027393.0
2010-03-21,1649.945,1667.686,1616.237,1627.768,10027393.0
2010-03-22,1616.015,1654.38,1602.265,1654.38,5830902.0
2010-03-23,1662.364,1707.383,1655.711,1695.629,7633730.0
2010-03-24,1709.822,1737.765,1680.992,1719.802,6330897.0
2010-03-25,1717.362,1735.991,1706.274,1721.798,5511085.0
2010-03-26,1711.374,1729.781,1698.512,1713.37,5079539.0
2010-03-27,1711.374,1729.781,1698.512,1713.37,5079539.0
2010-03-28,1711.374,1729.781,1698.512,1713.37,5079539.0
2010-03-29,1725.346,1754.841,1723.572,1734.438,5003474.0
2010-03-30,1764.377,1779.013,1721.798,1728.451,5860958.0
2010-03-31,1713.814,1739.095,1712.705,1731.999,5347916.0
2010-04-01,1757.28,1789.436,1748.631,1777.017,5914419.0
2010-04-02,1757.28,1789.436,1748.631,1777.017,5914419.0
2010-04-03,1757.28,1789.436,1748.631,1777.017,5914419.0
2010-04-04,1757.28,1789.436,1748.631,1777.017,5914419.0
2010-04-05,1757.28,1789.436,1748.631,1777.017,5914419.0
2010-04-06,1787.219,1820.262,1774.578,1801.634,4792646.0
2010-04-07,1798.529,1803.629,1767.26,1769.921,4112451.0
2010-04-08,1754.175,1763.046,1720.91,1731.999,6238756.0
2010-04-09,1751.514,1768.59,1739.317,1751.514,4322684.0
2010-04-10,1751.514,1768.59,1739.317,1751.514,4322684.0
2010-04-11,1751.514,1768.59,1739.317,1751.514,4322684.0
2010-04-12,1768.369,1774.8,1726.233,1747.522,3487648.0
2010-04-13,1729.781,1740.648,1711.374,1719.802,5326665.0
2010-04-14,1745.305,1759.941,1737.986,1756.171,4678512.0
2010-04-15,1745.527,1756.171,1724.902,1753.288,4543368.0
2010-04-16,1718.693,1741.313,1679.884,1685.428,9182369.0
2010-04-17,1718.693,1741.313,1679.884,1685.428,9182369.0
2010-04-18,1718.693,1741.313,1679.884,1685.428,9182369.0
2010-04-19,1666.578,1697.181,1663.251,1682.545,5473641.0
2010-04-20,1706.274,1707.604,1680.992,1684.762,5478930.0
2010-04-21,1691.637,1696.516,1637.083,1637.083,8434577.0
2010-04-22,1627.768,1667.686,1599.382,1616.458,7566528.0
2010-04-23,1632.204,1666.134,1612.023,1658.816,5544366.0
2010-04-24,1632.204,1666.134,1612.023,1658.816,5544366.0
2010-04-25,1632.204,1666.134,1612.023,1658.816,5544366.0
2010-04-26,1695.407,1702.504,1660.146,1687.202,6644981.0
2010-04-27,1656.155,1662.808,1599.826,1599.826,7704019.0
2010-04-28,1590.068,1604.261,1546.38,1572.77,11448368.0
2010-04-29,1594.503,1594.947,1553.698,1567.004,7734150.0
2010-04-30,1565.895,1598.495,1481.402,1498.7,12274313.0
2010-05-01,1565.895,1598.495,1481.402,1498.7,12274313.0
2010-05-02,1565.895,1598.495,1481.402,1498.7,12274313.0
2010-05-03,1565.895,1598.495,1481.402,1498.7,12274313.0
2010-05-04,1428.178,1456.786,1389.813,1402.675,17769540.0
2010-05-05,1441.484,1460.113,1386.264,1414.65,15324559.0
2010-05-06,1388.26,1443.702,1366.305,1377.837,9462828.0
2010-05-07,1372.737,1457.673,1350.56,1387.151,15726088.0
2010-05-08,1372.737,1457.673,1350.56,1387.151,15726088.0
2010-05-09,1372.737,1457.673,1350.56,1387.151,15726088.0
2010-05-10,1474.749,1512.893,1464.104,1493.599,12784810.0
2010-05-11,1468.096,1471.201,1420.416,1461.665,8045432.0
2010-05-12,1450.355,1478.741,1432.392,1460.113,10539575.0
2010-05-13,1485.838,1507.571,1477.854,1507.127,7385378.0
2010-05-14,1498.922,1499.144,1411.989,1423.743,9705443.0
2010-05-15,1498.922,1499.144,1411.989,1423.743,9705443.0
2010-05-16,1498.922,1499.144,1411.989,1423.743,9705443.0
2010-05-17,1413.542,1437.936,1375.398,1381.385,10017014.0
2010-05-18,1410.215,1433.944,1397.574,1418.421,6925509.0
2010-05-19,1366.084,1370.741,1312.416,1323.726,14057037.0
2010-05-20,1303.102,1331.71,1220.161,1247.217,16015018.0
2010-05-21,1270.724,1299.554,1241.451,1290.239,15653801.0
2010-05-22,1270.724,1299.554,1241.451,1290.239,15653801.0
2010-05-23,1270.724,1299.554,1241.451,1290.239,15653801.0
2010-05-24,1308.424,1333.706,1287.356,1312.638,9320210.0
2010-05-25,1248.547,1284.695,1239.676,1266.732,9063561.0
2010-05-26,1319.513,1384.712,1311.529,1359.209,14925959.0
2010-05-27,1380.498,1424.852,1379.39,1414.207,9288079.0
2010-05-28,1434.831,1445.476,1405.78,1414.429,8686966.0
2010-05-29,1434.831,1445.476,1405.78,1414.429,8686966.0
2010-05-30,1434.831,1445.476,1405.78,1414.429,8686966.0
2010-05-31,1434.831,1445.476,1405.78,1414.429,8686966.0
2010-06-01,1412.655,1412.655,1370.962,1398.018,6875081.0
2010-06-02,1368.523,1392.03,1356.991,1391.809,6894410.0
2010-06-03,1428.178,1447.028,1398.462,1406.445,7158934.0
2010-06-04,1406.002,1426.404,1351.225,1382.051,9774445.0
2010-06-05,1406.002,1426.404,1351.225,1382.051,9774445.0
2010-06-06,1406.002,1426.404,1351.225,1382.051,9774445.0
2010-06-07,1324.17,1376.95,1317.738,1353.665,9041320.0
2010-06-08,1357.435,1367.192,1319.069,1358.1,7574349.0
2010-06-09,1372.737,1395.8,1351.89,1395.8,6489441.0
2010-06-10,1391.809,1463.439,1383.825,1446.807,9434385.0
2010-06-11,1440.819,1456.343,1403.562,1425.739,9379649.0
2010-06-12,1440.819,1456.343,1403.562,1425.739,9379649.0
2010-06-13,1440.819,1456.343,1403.562,1425.739,9379649.0
2010-06-14,1448.137,1473.862,1447.472,1468.983,4731221.0
2010-06-15,1443.702,1482.511,1441.484,1477.632,4718847.0
2010-06-16,1498.035,1503.579,1470.757,1480.959,5793472.0
2010-06-17,1475.636,1500.918,1458.339,1472.532,7126344.0
2010-06-18,1482.733,1502.027,1466.987,1474.749,8689484.0
2010-06-19,1482.733,1502.027,1466.987,1474.749,8689484.0
2010-06-20,1482.733,1502.027,1466.987,1474.749,8689484.0
2010-06-21,1531.078,1565.008,1530.191,1547.932,8156657.0
2010-06-22,1516.885,1532.852,1511.563,1527.973,5199279.0
2010-06-23,1484.507,1552.811,1484.507,1503.579,8128197.0
2010-06-24,1521.32,1524.425,1445.033,1455.677,6077673.0
2010-06-25,1453.016,1468.762,1402.897,1414.429,5063349.0
2010-06-26,1453.016,1468.762,1402.897,1414.429,5063349.0
2010-06-27,1453.016,1468.762,1402.897,1414.429,5063349.0
2010-06-28,1428.4,1448.803,1409.106,1444.145,4001962.0
2010-06-29,1401.788,1406.889,1349.008,1351.89,8753011.0
2010-06-30,1359.652,1359.652,1306.65,1316.63,8489640.0
2010-07-01,1303.989,1326.166,1270.724,1288.243,7984726.0
2010-07-02,1303.989,1339.472,1290.683,1301.549,7142766.0
2010-07-03,1303.989,1339.472,1290.683,1301.549,7142766.0
2010-07-04,1303.989,1339.472,1290.683,1301.549,7142766.0
2010-07-05,1303.989,1306.65,1269.615,1277.599,1843296.0
2010-07-06,1293.122,1352.556,1286.026,1352.556,4917608.0
2010-07-07,1325.278,1347.455,1311.085,1346.568,4944140.0
2010-07-08,1369.632,1386.708,1353.886,1363.201,4959427.0
2010-07-09,1397.131,1419.751,1386.486,1407.11,6981798.0
2010-07-10,1397.131,1419.751,1386.486,1407.11,6981798.0
2010-07-11,1397.131,1419.751,1386.486,1407.11,6981798.0
2010-07-12,1421.525,1424.63,1370.519,1376.063,5080449.0
2010-07-13,1368.967,1406.002,1355.882,1390.478,4505689.0
2010-07-14,1397.131,1411.768,1366.527,1390.256,5481046.0
2010-07-15,1374.511,1381.607,1334.593,1344.129,5816012.0
2010-07-16,1337.254,1386.264,1329.714,1332.819,8834660.0
2010-07-17,1337.254,1386.264,1329.714,1332.819,8834660.0
2010-07-18,1337.254,1386.264,1329.714,1332.819,8834660.0
2010-07-19,1322.839,1368.301,1319.956,1352.112,4198460.0
2010-07-20,1373.18,1416.425,1351.89,1407.332,8884500.0
2010-07-21,1414.872,1459.669,1412.876,1440.375,6524086.0
2010-07-22,1423.299,1483.176,1417.533,1470.092,5731412.0
2010-07-23,1463.661,1488.055,1459.226,1479.406,5418488.0
2010-07-24,1463.661,1488.055,1459.226,1479.406,5418488.0
2010-07-25,1463.661,1488.055,1459.226,1479.406,5418488.0
2010-07-26,1483.62,1490.938,1455.899,1485.838,6879762.0
2010-07-27,1478.963,1525.534,1471.645,1488.277,7484216.0
2010-07-28,1491.382,1524.869,1485.838,1502.47,5453511.0
2010-07-29,1517.994,1522.207,1486.725,1488.055,4153748.0
2010-07-30,1479.85,1488.721,1453.681,1465.657,5460305.0
2010-07-31,1479.85,1488.721,1453.681,1465.657,5460305.0
2010-08-01,1479.85,1488.721,1453.681,1465.657,5460305.0
2010-08-02,1489.608,1533.739,1480.959,1530.191,5437867.0
2010-08-03,1525.756,1537.731,1506.462,1522.873,3655896.0
2010-08-04,1522.873,1527.973,1491.16,1513.337,3991139.0
2010-08-05,1532.63,1549.485,1503.579,1521.32,4921833.0
2010-08-06,1543.497,1568.557,1511.563,1521.764,6690838.0
2010-08-07,1543.497,1568.557,1511.563,1521.764,6690838.0
2010-08-08,1543.497,1568.557,1511.563,1521.764,6690838.0
2010-08-09,1540.392,1563.678,1520.877,1532.63,4264000.0
2010-08-10,1518.437,1522.429,1489.829,1502.47,4477995.0
2010-08-11,1476.847,1488.029,1450.459,1456.273,5526550.0
2010-08-12,1444.645,1469.467,1418.033,1460.522,5218982.0
2010-08-13,1489.37,1492.278,1454.932,1465.666,5649976.0
2010-08-14,1489.37,1492.278,1454.932,1465.666,5649976.0
2010-08-15,1489.37,1492.278,1454.932,1465.666,5649976.0
2010-08-16,1472.375,1491.159,1449.788,1479.083,2762416.0
2010-08-17,1489.37,1523.362,1483.78,1523.362,9175102.0
2010-08-18,1530.518,1534.096,1491.607,1506.366,6319235.0
2010-08-19,1522.468,1529.624,1471.48,1471.48,6505753.0
2010-08-20,1474.387,1487.358,1452.695,1469.02,5781425.0
2010-08-21,1474.387,1487.358,1452.695,1469.02,5781425.0
2010-08-22,1474.387,1487.358,1452.695,1469.02,5781425.0
2010-08-23,1477.742,1504.13,1469.244,1477.294,3554943.0
2010-08-24,1453.59,1453.59,1399.248,1414.007,7086576.0
2010-08-25,1409.758,1424.294,1366.374,1388.737,7155509.0
2010-08-26,1414.902,1431.898,1406.851,1420.94,4944775.0
2010-08-27,1415.573,1446.657,1403.273,1441.737,3553991.0
2010-08-28,1415.573,1446.657,1403.273,1441.737,3553991.0
2010-08-29,1415.573,1446.657,1403.273,1441.737,3553991.0
2010-08-30,1415.573,1446.657,1403.273,1441.737,3553991.0
2010-08-31,1426.754,1480.649,1422.505,1475.953,6469242.0
2010-09-01,1498.092,1567.641,1485.792,1565.852,8302202.0
2010-09-02,1556.459,1573.008,1543.936,1557.801,5924590.0
2010-09-03,1563.392,1597.16,1550.645,1581.506,4829396.0
2010-09-04,1563.392,1597.16,1550.645,1581.506,4829396.0
2010-09-05,1563.392,1597.16,1550.645,1581.506,4829396.0
2010-09-06,1595.594,1598.949,1566.523,1569.877,2751291.0
2010-09-07,1554.223,1561.826,1528.282,1541.923,5612089.0
2010-09-08,1536.109,1560.932,1510.392,1552.21,6889188.0
2010-09-09,1554.67,1602.974,1539.911,1583.295,7947493.0
2010-09-10,1583.295,1587.32,1559.366,1578.822,3454597.0
2010-09-11,1583.295,1587.32,1559.366,1578.822,3454597.0
2010-09-12,1583.295,1587.32,1559.366,1578.822,3454597.0
2010-09-13,1607.223,1621.983,1601.632,1618.852,4601412.0
2010-09-14,1621.312,1634.953,1609.236,1619.97,5544244.0
2010-09-15,1617.51,1623.772,1591.122,1597.831,5359611.0
2010-09-16,1589.556,1601.632,1574.35,1598.278,5457232.0
2010-09-17,1613.261,1634.506,1589.556,1591.122,9858976.0
2010-09-18,1613.261,1634.506,1589.556,1591.122,9858976.0
2010-09-19,1613.261,1634.506,1589.556,1591.122,9858976.0
2010-09-20,1596.712,1622.206,1596.712,1611.919,4311784.0
2010-09-21,1606.776,1631.151,1596.712,1596.712,4746818.0
2010-09-22,1615.497,1648.147,1596.265,1633.611,7565974.0
2010-09-23,1636.966,1650.383,1596.265,1633.835,4825491.0
2010-09-24,1612.814,1668.497,1604.092,1652.843,8381800.0
2010-09-25,1612.814,1668.497,1604.092,1652.843,8381800.0
2010-09-26,1612.814,1668.497,1604.092,1652.843,8381800.0
2010-09-27,1668.05,1669.616,1639.873,1656.421,3656188.0
2010-09-28,1641.438,1681.692,1630.257,1677.666,5679952.0
2010-09-29,1683.928,1695.109,1665.814,1682.586,4895299.0
2010-09-30,1666.485,1710.763,1661.341,1664.248,5187784.0
2010-10-01,1672.746,1702.042,1662.907,1678.784,3311780.0
2010-10-02,1672.746,1702.042,1662.907,1678.784,3311780.0
2010-10-03,1672.746,1702.042,1662.907,1678.784,3311780.0
2010-10-04,1685.94,1687.059,1650.16,1653.514,4161161.0
2010-10-05,1645.687,1699.582,1638.307,1696.004,5849135.0
2010-10-06,1716.13,1757.278,1710.316,1755.936,7748864.0
2010-10-07,1754.147,1765.552,1722.168,1728.654,5105795.0
2010-10-08,1741.177,1762.422,1712.105,1760.409,5154513.0
2010-10-09,1741.177,1762.422,1712.105,1760.409,5154513.0
2010-10-10,1741.177,1762.422,1712.105,1760.409,5154513.0
2010-10-11,1771.143,1778.299,1738.717,1740.953,4442625.0
2010-10-12,1725.523,1734.468,1702.936,1727.312,4868736.0
2010-10-13,1748.557,1812.515,1748.557,1806.029,7595215.0
2010-10-14,1807.371,1855.675,1806.477,1849.19,10634545.0
2010-10-15,1847.177,1862.831,1827.498,1852.992,5903443.0
2010-10-16,1847.177,1862.831,1827.498,1852.992,5903443.0
2010-10-17,1847.177,1862.831,1827.498,1852.992,5903443.0
2010-10-18,1824.814,1833.089,1802.004,1824.814,4338080.0
2010-10-19,1821.236,1824.591,1760.856,1765.776,8127398.0
2010-10-20,1780.088,1814.08,1773.603,1814.08,6708467.0
2010-10-21,1803.346,1869.764,1797.308,1837.337,6178687.0
2010-10-22,1831.97,1842.257,1807.818,1835.548,3735726.0
2010-10-23,1831.97,1842.257,1807.818,1835.548,3735726.0
2010-10-24,1831.97,1842.257,1807.818,1835.548,3735726.0
2010-10-25,1880.274,1901.519,1878.485,1882.063,4646905.0
2010-10-26,1867.751,1878.485,1835.772,1860.148,4523144.0
2010-10-27,1820.342,1829.287,1801.78,1812.515,6503953.0
2010-10-28,1851.65,1853.886,1817.658,1836.219,3917709.0
2010-10-29,1820.565,1823.025,1777.628,1805.135,4841880.0
2010-10-30,1820.565,1823.025,1777.628,1805.135,4841880.0
2010-10-31,1820.565,1823.025,1777.628,1805.135,4841880.0
2010-11-01,1833.759,1841.586,1805.358,1824.814,3392898.0
2010-11-02,1824.814,1859.253,1815.869,1852.544,3447181.0
2010-11-03,1872.0,1872.0,1826.156,1837.561,4438563.0
2010-11-04,1878.932,1933.945,1878.485,1925.671,8050928.0
2010-11-05,1954.519,1967.937,1922.54,1943.785,6159460.0
2010-11-06,1954.519,1967.937,1922.54,1943.785,6159460.0
2010-11-07,1954.519,1967.937,1922.54,1943.785,6159460.0
2010-11-08,1946.245,1955.637,1920.751,1937.076,3828903.0
2010-11-09,1937.076,2002.599,1935.511,1992.089,6448024.0
2010-11-10,1966.819,1970.844,1923.658,1937.971,5404710.0
2010-11-11,1974.199,1978.671,1935.063,1968.608,5038861.0
2010-11-12,1911.359,1960.557,1879.38,1929.473,6311961.0
2010-11-13,1911.359,1960.557,1879.38,1929.473,6311961.0
2010-11-14,1911.359,1960.557,1879.38,1929.473,6311961.0
2010-11-15,1905.544,1955.637,1889.667,1936.405,3883690.0
2010-11-16,1905.321,1914.266,1837.561,1842.705,8060489.0
2010-11-17,1835.101,1875.354,1817.658,1855.004,5157044.0
2010-11-18,1881.392,1917.62,1875.578,1914.937,5019899.0
2010-11-19,1895.034,1901.295,1858.806,1891.903,5976237.0
2010-11-20,1895.034,1901.295,1858.806,1891.903,5976237.0
2010-11-21,1895.034,1901.295,1858.806,1891.903,5976237.0
2010-11-22,1914.266,1921.198,1860.595,1871.776,3412086.0
2010-11-23,1822.578,1858.359,1815.422,1820.342,6364836.0
2010-11-24,1838.008,1875.354,1816.316,1868.869,5202046.0
2010-11-25,1867.304,1910.241,1857.017,1909.57,3075867.0
2010-11-26,1878.485,1886.76,1840.468,1869.093,3420126.0
2010-11-27,1878.485,1886.76,1840.468,1869.093,3420126.0
2010-11-28,1878.485,1886.76,1840.468,1869.093,3420126.0
2010-11-29,1883.405,1898.835,1808.266,1808.266,5427120.0
2010-11-30,1833.312,1846.059,1800.439,1824.591,5404806.0
2010-12-01,1853.439,1893.916,1838.456,1881.616,6536238.0
2010-12-02,1912.03,1974.646,1906.663,1974.646,6186547.0
2010-12-03,1966.372,1992.089,1946.021,1975.093,4971666.0
2010-12-04,1966.372,1992.089,1946.021,1975.093,4971666.0
2010-12-05,1966.372,1992.089,1946.021,1975.093,4971666.0
2010-12-06,1956.755,2004.612,1953.848,1993.207,4522570.0
2010-12-07,1990.076,2053.811,1967.937,2014.899,6480952.0
2010-12-08,1990.523,2007.296,1950.27,1954.519,5791730.0
2010-12-09,1985.827,2000.81,1939.983,1959.663,6080639.0
2010-12-10,1964.806,1975.988,1933.051,1966.595,3911434.0
2010-12-11,1964.806,1975.988,1933.051,1966.595,3911434.0
2010-12-12,1964.806,1975.988,1933.051,1966.595,3911434.0
2010-12-13,1980.907,2008.637,1975.764,2003.27,2934738.0
2010-12-14,1994.325,2007.296,1973.528,1985.827,3421178.0
2010-12-15,1985.827,1991.418,1952.73,1981.355,3576342.0
2010-12-16,1985.827,2007.967,1950.047,1970.844,3759999.0
2010-12-17,1984.933,1992.983,1949.599,1975.988,8887866.0
2010-12-18,1984.933,1992.983,1949.599,1975.988,8887866.0
2010-12-19,1984.933,1992.983,1949.599,1975.988,8887866.0
2010-12-20,1963.241,1999.916,1963.241,1977.777,2180556.0
2010-12-21,2012.663,2031.895,2002.152,2029.211,3007591.0
2010-12-22,2031.0,2051.798,2016.241,2048.22,2992722.0
2010-12-23,2056.718,2061.19,2020.043,2028.317,2122798.0
2010-12-24,2035.026,2045.313,2023.621,2045.313,330394.0
2010-12-25,2035.026,2045.313,2023.621,2045.313,330394.0
2010-12-26,2035.026,2045.313,2023.621,2045.313,330394.0
2010-12-27,2035.026,2045.313,2023.621,2045.313,330394.0
2010-12-28,2035.026,2045.313,2023.621,2045.313,330394.0
2010-12-29,2005.954,2037.038,2005.954,2036.144,1902549.0
2010-12-30,2033.908,2067.005,2033.908,2050.232,1607362.0
2010-12-31,2063.65,2066.334,2006.625,2006.625,1275856.0
2011-01-01,2063.65,2066.334,2006.625,2006.625,1275856.0
2011-01-02,2063.65,2066.334,2006.625,2006.625,1275856.0
2011-01-03,2063.65,2066.334,2006.625,2006.625,1275856.0
2011-01-04,2064.097,2064.097,2005.507,2013.557,4042861.0
2011-01-05,1998.574,2010.874,1966.595,2002.152,6040162.0
2011-01-06,1999.469,2037.262,1971.962,1984.485,3087908.0
2011-01-07,1990.747,1995.667,1958.321,1979.789,4571235.0
2011-01-08,1990.747,1995.667,1958.321,1979.789,4571235.0
2011-01-09,1990.747,1995.667,1958.321,1979.789,4571235.0
2011-01-10,1961.452,1967.042,1941.101,1963.017,3454985.0
2011-01-11,1963.464,1997.903,1961.452,1988.511,4201074.0
2011-01-12,2003.718,2032.118,1994.996,2031.671,4820580.0
2011-01-13,2042.182,2045.536,2003.941,2014.228,4159731.0
2011-01-14,2007.743,2018.477,1963.688,1984.038,4478057.0
2011-01-15,2007.743,2018.477,1963.688,1984.038,4478057.0
2011-01-16,2007.743,2018.477,1963.688,1984.038,4478057.0
2011-01-17,1976.882,1976.882,1947.363,1961.004,3023963.0
2011-01-18,2001.481,2012.215,1979.566,1990.3,4807906.0
2011-01-19,2010.65,2010.874,1951.612,1956.755,4896898.0
2011-01-20,1948.705,1948.705,1880.051,1895.034,7804735.0
2011-01-21,1913.595,1933.722,1883.181,1897.717,5627101.0
2011-01-22,1913.595,1933.722,1883.181,1897.717,5627101.0
2011-01-23,1913.595,1933.722,1883.181,1897.717,5627101.0
2011-01-24,1918.291,1948.258,1893.692,1944.456,5120895.0
2011-01-25,1961.004,1969.726,1910.241,1918.738,4928235.0
2011-01-26,1938.194,1983.815,1925.671,1967.937,6523152.0
2011-01-27,1977.106,2003.047,1965.477,1974.199,6256293.0
2011-01-28,1946.021,1958.992,1910.241,1914.937,6035545.0
2011-01-29,1946.021,1958.992,1910.241,1914.937,6035545.0
2011-01-30,1946.021,1958.992,1910.241,1914.937,6035545.0
2011-01-31,1909.346,1929.249,1879.156,1914.266,5972245.0
2011-02-01,1938.865,1963.017,1931.933,1942.89,5976239.0
2011-02-02,1970.397,2016.017,1961.899,2016.017,6001951.0
2011-02-03,2019.372,2027.199,1986.498,2009.979,4129273.0
2011-02-04,2009.979,2033.013,1998.35,2011.321,3644349.0
2011-02-05,2009.979,2033.013,1998.35,2011.321,3644349.0
2011-02-06,2009.979,2033.013,1998.35,2011.321,3644349.0
2011-02-07,2022.055,2068.57,2000.587,2068.57,6257593.0
2011-02-08,2061.861,2107.482,2039.498,2107.482,7349098.0
2011-02-09,2101.22,2109.941,2079.975,2083.777,5158492.0
2011-02-10,2061.861,2075.279,2014.228,2034.578,8742831.0
2011-02-11,2028.54,2078.633,2002.376,2067.899,4599784.0
2011-02-12,2028.54,2078.633,2002.376,2067.899,4599784.0
2011-02-13,2028.54,2078.633,2002.376,2067.899,4599784.0
2011-02-14,2070.806,2103.233,2054.481,2094.064,4980542.0
2011-02-15,2069.688,2075.279,2027.422,2035.026,4592673.0
2011-02-16,2017.806,2044.642,2010.874,2021.608,5410902.0
2011-02-17,2055.6,2055.6,1978.224,2011.992,6214282.0
2011-02-18,2005.059,2016.241,1956.755,1966.595,6621522.0
2011-02-19,2005.059,2016.241,1956.755,1966.595,6621522.0
2011-02-20,2005.059,2016.241,1956.755,1966.595,6621522.0
2011-02-21,1963.464,1971.739,1923.658,1928.355,4551120.0
2011-02-22,1923.211,1973.528,1893.245,1941.325,4986992.0
2011-02-23,1947.81,1947.81,1881.616,1881.616,5214571.0
2011-02-24,1877.591,1889.219,1852.992,1865.067,9294727.0
