,NXT LN Equity,NXT LN Equity,NXT LN Equity,NXT LN Equity,NXT LN Equity
2010-04-03,1324.742,1332.674,1318.03,1332.064,837674.0
2010-04-04,1324.742,1332.674,1318.03,1332.064,837674.0
2010-04-05,1324.742,1332.674,1318.03,1332.064,837674.0
2010-04-06,1338.776,1353.421,1330.844,1347.929,907169.0
2010-04-07,1371.117,1387.592,1364.405,1374.778,1703912.0
2010-04-08,1371.727,1375.999,1352.201,1367.456,1466074.0
2010-04-09,1382.101,1396.745,1369.897,1385.762,786196.0
2010-04-10,1382.101,1396.745,1369.897,1385.762,786196.0
2010-04-11,1382.101,1396.745,1369.897,1385.762,786196.0
2010-04-12,1384.541,1405.898,1384.541,1405.288,951583.0
2010-04-13,1403.457,1432.747,1398.576,1417.492,1492080.0
2010-04-14,1422.984,1424.814,1396.745,1398.576,1622976.0
2010-04-15,1399.796,1403.457,1381.49,1394.305,1215157.0
2010-04-16,1391.254,1404.678,1378.439,1384.541,1130369.0
2010-04-17,1391.254,1404.678,1378.439,1384.541,1130369.0
2010-04-18,1391.254,1404.678,1378.439,1384.541,1130369.0
2010-04-19,1383.321,1394.915,1377.219,1393.084,1045775.0
2010-04-20,1399.186,1413.831,1393.694,1412.61,1101127.0
2010-04-21,1415.661,1415.661,1389.423,1393.084,1326424.0
2010-04-22,1402.847,1414.441,1386.982,1401.017,1046542.0
2010-04-23,1407.729,1434.578,1401.017,1430.306,901918.0
2010-04-24,1407.729,1434.578,1401.017,1430.306,901918.0
2010-04-25,1407.729,1434.578,1401.017,1430.306,901918.0
2010-04-26,1440.069,1440.069,1418.712,1424.814,918828.0
2010-04-27,1422.374,1429.086,1396.745,1396.745,1071882.0
2010-04-28,1389.423,1396.745,1363.795,1368.066,1354590.0
2010-04-29,1379.05,1394.915,1368.066,1386.982,953041.0
2010-04-30,1391.864,1406.508,1380.88,1400.406,1524343.0
2010-05-01,1391.864,1406.508,1380.88,1400.406,1524343.0
2010-05-02,1391.864,1406.508,1380.88,1400.406,1524343.0
2010-05-03,1391.864,1406.508,1380.88,1400.406,1524343.0
2010-05-04,1415.051,1415.661,1364.405,1377.219,1617755.0
2010-05-05,1341.217,1348.54,1313.758,1330.844,2351506.0
2010-05-06,1325.962,1379.66,1318.03,1338.166,2988299.0
2010-05-07,1308.266,1336.946,1271.044,1297.893,3510680.0
2010-05-08,1308.266,1336.946,1271.044,1297.893,3510680.0
2010-05-09,1308.266,1336.946,1271.044,1297.893,3510680.0
2010-05-10,1338.166,1363.795,1320.47,1363.795,1689699.0
2010-05-11,1349.76,1362.574,1325.962,1338.166,2205452.0
2010-05-12,1331.454,1366.846,1325.962,1355.862,1452134.0
2010-05-13,1358.303,1377.219,1355.862,1372.948,839199.0
2010-05-14,1363.184,1363.184,1313.148,1318.64,1772961.0
2010-05-15,1363.184,1363.184,1313.148,1318.64,1772961.0
2010-05-16,1363.184,1363.184,1313.148,1318.64,1772961.0
2010-05-17,1305.826,1334.505,1293.011,1311.928,1044855.0
2010-05-18,1321.691,1333.285,1314.368,1322.911,949908.0
2010-05-19,1302.164,1309.487,1256.4,1266.773,1877335.0
2010-05-20,1271.044,1288.13,1216.126,1231.381,2176767.0
2010-05-21,1231.381,1272.875,1225.279,1256.4,2608884.0
2010-05-22,1231.381,1272.875,1225.279,1256.4,2608884.0
2010-05-23,1231.381,1272.875,1225.279,1256.4,2608884.0
2010-05-24,1261.891,1275.316,1240.534,1253.349,1243612.0
2010-05-25,1224.059,1245.416,1202.702,1229.551,2443327.0
2010-05-26,1247.044,1258.29,1222.053,1238.922,2185516.0
2010-05-27,1237.673,1282.656,1230.8,1280.157,1688548.0
2010-05-28,1294.527,1324.516,1283.906,1298.9,1516938.0
2010-05-29,1294.527,1324.516,1283.906,1298.9,1516938.0
2010-05-30,1294.527,1324.516,1283.906,1298.9,1516938.0
2010-05-31,1294.527,1324.516,1283.906,1298.9,1516938.0
2010-06-01,1298.276,1314.52,1269.536,1303.899,895652.0
2010-06-02,1287.654,1303.899,1280.782,1300.775,968878.0
2010-06-03,1315.144,1325.141,1307.647,1312.021,836300.0
2010-06-04,1307.647,1322.642,1282.656,1301.399,1486503.0
2010-06-05,1307.647,1322.642,1282.656,1301.399,1486503.0
2010-06-06,1307.647,1322.642,1282.656,1301.399,1486503.0
2010-06-07,1273.285,1295.152,1270.786,1284.531,955524.0
2010-06-08,1288.279,1291.403,1260.789,1275.784,1194767.0
2010-06-09,1282.032,1303.274,1272.66,1303.274,565820.0
2010-06-10,1291.403,1327.015,1271.41,1323.891,1552823.0
2010-06-11,1333.888,1335.137,1313.27,1322.642,635925.0
2010-06-12,1333.888,1335.137,1313.27,1322.642,635925.0
2010-06-13,1333.888,1335.137,1313.27,1322.642,635925.0
2010-06-14,1335.762,1343.884,1325.141,1335.762,793857.0
2010-06-15,1319.518,1345.133,1315.144,1344.509,997756.0
2010-06-16,1358.254,1358.254,1321.392,1330.764,1666128.0
2010-06-17,1327.015,1339.511,1322.017,1330.764,1677975.0
2010-06-18,1338.886,1348.882,1332.013,1343.259,1475803.0
2010-06-19,1338.886,1348.882,1332.013,1343.259,1475803.0
2010-06-20,1338.886,1348.882,1332.013,1343.259,1475803.0
2010-06-21,1362.002,1367.001,1332.638,1338.886,1517508.0
2010-06-22,1334.512,1384.494,1318.268,1355.755,2910016.0
2010-06-23,1343.259,1375.747,1338.261,1368.25,877098.0
2010-06-24,1380.121,1380.121,1343.259,1348.257,1110781.0
2010-06-25,1330.139,1340.135,1318.268,1323.266,1771996.0
2010-06-26,1330.139,1340.135,1318.268,1323.266,1771996.0
2010-06-27,1330.139,1340.135,1318.268,1323.266,1771996.0
2010-06-28,1327.015,1330.764,1292.653,1315.144,1851357.0
2010-06-29,1298.9,1308.897,1260.165,1263.913,2360805.0
2010-06-30,1264.538,1268.911,1248.294,1255.166,1394900.0
2010-07-01,1239.547,1244.545,1202.686,1235.174,1954659.0
2010-07-02,1244.545,1253.917,1225.177,1242.671,1062225.0
2010-07-03,1244.545,1253.917,1225.177,1242.671,1062225.0
2010-07-04,1244.545,1253.917,1225.177,1242.671,1062225.0
2010-07-05,1250.168,1265.163,1245.17,1258.29,534686.0
2010-07-06,1267.037,1298.276,1253.917,1297.651,1437128.0
2010-07-07,1284.531,1299.525,1264.538,1296.401,992709.0
2010-07-08,1303.274,1312.021,1284.531,1293.277,785024.0
2010-07-09,1296.401,1297.651,1278.283,1285.78,669541.0
2010-07-10,1296.401,1297.651,1278.283,1285.78,669541.0
2010-07-11,1296.401,1297.651,1278.283,1285.78,669541.0
2010-07-12,1281.407,1298.276,1277.658,1297.026,506325.0
2010-07-13,1293.902,1317.019,1293.902,1313.895,529117.0
2010-07-14,1321.392,1323.891,1292.028,1315.144,920977.0
2010-07-15,1312.021,1316.394,1292.028,1297.651,839430.0
2010-07-16,1303.274,1320.767,1292.653,1293.277,983601.0
2010-07-17,1303.274,1320.767,1292.653,1293.277,983601.0
2010-07-18,1303.274,1320.767,1292.653,1293.277,983601.0
2010-07-19,1287.03,1298.9,1273.285,1273.91,672692.0
2010-07-20,1279.532,1293.902,1273.285,1292.028,1493732.0
2010-07-21,1305.148,1335.137,1302.024,1333.263,1204707.0
2010-07-22,1330.139,1365.126,1327.015,1365.126,1438274.0
2010-07-23,1366.376,1380.121,1358.878,1368.25,850984.0
2010-07-24,1366.376,1380.121,1358.878,1368.25,850984.0
2010-07-25,1366.376,1380.121,1358.878,1368.25,850984.0
2010-07-26,1376.372,1383.245,1358.878,1375.747,730834.0
2010-07-27,1383.869,1384.494,1356.379,1362.002,694795.0
2010-07-28,1367.001,1374.498,1352.006,1353.256,1099194.0
2010-07-29,1352.006,1360.753,1343.259,1350.132,577389.0
2010-07-30,1348.882,1357.629,1341.385,1343.259,717523.0
2010-07-31,1348.882,1357.629,1341.385,1343.259,717523.0
2010-08-01,1348.882,1357.629,1341.385,1343.259,717523.0
2010-08-02,1349.507,1380.121,1347.633,1375.747,881482.0
2010-08-03,1369.5,1376.997,1352.006,1373.873,628747.0
2010-08-04,1299.525,1305.148,1259.54,1267.662,5491398.0
2010-08-05,1265.787,1274.534,1233.299,1250.793,1963546.0
2010-08-06,1252.043,1273.285,1250.793,1258.29,927363.0
2010-08-07,1252.043,1273.285,1250.793,1258.29,927363.0
2010-08-08,1252.043,1273.285,1250.793,1258.29,927363.0
2010-08-09,1275.159,1285.155,1269.536,1279.532,518223.0
2010-08-10,1278.283,1280.782,1259.54,1264.538,1034389.0
2010-08-11,1260.165,1262.664,1217.68,1218.305,1474797.0
2010-08-12,1221.429,1238.298,1219.554,1228.301,1510340.0
2010-08-13,1238.298,1238.298,1198.312,1202.061,1075951.0
2010-08-14,1238.298,1238.298,1198.312,1202.061,1075951.0
2010-08-15,1238.298,1238.298,1198.312,1202.061,1075951.0
2010-08-16,1210.183,1220.804,1198.937,1213.307,798395.0
2010-08-17,1218.305,1229.551,1208.933,1221.429,798044.0
2010-08-18,1218.305,1243.296,1212.057,1234.549,959839.0
2010-08-19,1238.922,1248.919,1218.305,1220.179,792075.0
2010-08-20,1220.804,1238.922,1214.556,1220.804,943904.0
2010-08-21,1220.804,1238.922,1214.556,1220.804,943904.0
2010-08-22,1220.804,1238.922,1214.556,1220.804,943904.0
2010-08-23,1228.926,1238.922,1217.68,1230.8,470930.0
2010-08-24,1227.052,1235.798,1135.21,1214.556,1564521.0
2010-08-25,1210.808,1217.68,1195.813,1207.059,510266.0
2010-08-26,1223.303,1237.048,1207.059,1235.798,1206603.0
2010-08-27,1228.301,1243.296,1220.804,1242.046,664058.0
2010-08-28,1228.301,1243.296,1220.804,1242.046,664058.0
2010-08-29,1228.301,1243.296,1220.804,1242.046,664058.0
2010-08-30,1228.301,1243.296,1220.804,1242.046,664058.0
2010-08-31,1221.429,1242.671,1221.429,1237.048,874286.0
2010-09-01,1244.545,1267.662,1232.675,1267.037,1354380.0
2010-09-02,1265.787,1278.908,1255.791,1274.534,776842.0
2010-09-03,1280.782,1297.026,1274.534,1282.656,630811.0
2010-09-04,1280.782,1297.026,1274.534,1282.656,630811.0
2010-09-05,1280.782,1297.026,1274.534,1282.656,630811.0
2010-09-06,1289.529,1293.902,1281.407,1282.032,375478.0
2010-09-07,1280.157,1282.656,1261.414,1270.161,638934.0
2010-09-08,1261.414,1277.033,1257.041,1273.91,519211.0
2010-09-09,1264.538,1285.78,1264.538,1274.534,614160.0
2010-09-10,1268.287,1282.032,1266.412,1272.66,887816.0
2010-09-11,1268.287,1282.032,1266.412,1272.66,887816.0
2010-09-12,1268.287,1282.032,1266.412,1272.66,887816.0
2010-09-13,1277.033,1307.022,1272.66,1301.399,831916.0
2010-09-14,1292.653,1302.649,1273.91,1274.534,968845.0
2010-09-15,1283.906,1370.749,1275.784,1359.503,3442559.0
2010-09-16,1357.004,1368.25,1343.259,1355.755,1184898.0
2010-09-17,1365.126,1376.997,1350.132,1353.88,1069702.0
2010-09-18,1365.126,1376.997,1350.132,1353.88,1069702.0
2010-09-19,1365.126,1376.997,1350.132,1353.88,1069702.0
2010-09-20,1362.627,1381.995,1360.128,1376.372,1066935.0
2010-09-21,1374.498,1401.988,1372.623,1374.498,928342.0
2010-09-22,1380.745,1380.745,1343.884,1360.753,927374.0
2010-09-23,1365.126,1370.124,1335.762,1355.13,1024775.0
2010-09-24,1355.13,1396.365,1352.631,1386.368,693643.0
2010-09-25,1355.13,1396.365,1352.631,1386.368,693643.0
2010-09-26,1355.13,1396.365,1352.631,1386.368,693643.0
2010-09-27,1393.241,1393.241,1364.501,1374.498,784868.0
2010-09-28,1367.625,1395.115,1362.627,1393.241,1045980.0
2010-09-29,1383.869,1398.239,1378.246,1391.367,1035897.0
2010-09-30,1381.37,1406.361,1371.999,1384.494,1024569.0
2010-10-01,1390.742,1399.489,1373.873,1391.367,994444.0
2010-10-02,1390.742,1399.489,1373.873,1391.367,994444.0
2010-10-03,1390.742,1399.489,1373.873,1391.367,994444.0
2010-10-04,1393.241,1404.487,1370.749,1393.866,805455.0
2010-10-05,1394.49,1420.106,1390.742,1412.609,817747.0
2010-10-06,1421.356,1425.729,1394.49,1413.234,779998.0
2010-10-07,1417.607,1423.855,1396.99,1410.735,956245.0
2010-10-08,1406.361,1408.86,1377.622,1386.368,1049202.0
2010-10-09,1406.361,1408.86,1377.622,1386.368,1049202.0
2010-10-10,1406.361,1408.86,1377.622,1386.368,1049202.0
2010-10-11,1381.37,1396.99,1381.37,1393.866,390071.0
2010-10-12,1386.368,1391.367,1368.25,1386.368,1048486.0
2010-10-13,1391.991,1414.483,1390.742,1409.485,722226.0
2010-10-14,1408.86,1413.234,1388.868,1393.866,626859.0
2010-10-15,1404.487,1407.611,1386.993,1407.611,950970.0
2010-10-16,1404.487,1407.611,1386.993,1407.611,950970.0
2010-10-17,1404.487,1407.611,1386.993,1407.611,950970.0
2010-10-18,1400.738,1409.485,1391.991,1408.235,627087.0
2010-10-19,1412.609,1414.483,1391.367,1399.489,777378.0
2010-10-20,1397.614,1405.736,1389.492,1404.487,496005.0
2010-10-21,1403.237,1425.729,1398.864,1420.731,890174.0
2010-10-22,1421.98,1452.594,1420.731,1445.097,1298094.0
2010-10-23,1421.98,1452.594,1420.731,1445.097,1298094.0
2010-10-24,1421.98,1452.594,1420.731,1445.097,1298094.0
2010-10-25,1450.095,1475.086,1443.223,1444.472,888978.0
2010-10-26,1437.6,1450.72,1426.354,1440.724,565248.0
2010-10-27,1431.977,1436.975,1412.609,1420.106,822092.0
2010-10-28,1427.603,1433.226,1415.108,1426.979,865111.0
2010-10-29,1421.98,1436.975,1383.245,1427.603,1080639.0
2010-10-30,1421.98,1436.975,1383.245,1427.603,1080639.0
2010-10-31,1421.98,1436.975,1383.245,1427.603,1080639.0
2010-11-01,1431.977,1434.476,1391.367,1398.864,1066964.0
2010-11-02,1393.241,1398.864,1367.625,1392.616,1475414.0
2010-11-03,1355.755,1365.126,1328.889,1362.002,2911246.0
2010-11-04,1374.498,1381.37,1315.144,1332.638,2194911.0
2010-11-05,1325.766,1343.259,1319.518,1334.512,884836.0
2010-11-06,1325.766,1343.259,1319.518,1334.512,884836.0
2010-11-07,1325.766,1343.259,1319.518,1334.512,884836.0
2010-11-08,1336.387,1338.886,1325.766,1333.263,636904.0
2010-11-09,1327.015,1351.381,1322.642,1337.011,1031718.0
2010-11-10,1337.011,1338.261,1314.52,1323.266,1275784.0
2010-11-11,1325.141,1330.139,1317.019,1329.514,1068962.0
2010-11-12,1312.645,1341.385,1308.897,1338.261,1081958.0
2010-11-13,1312.645,1341.385,1308.897,1338.261,1081958.0
2010-11-14,1312.645,1341.385,1308.897,1338.261,1081958.0
2010-11-15,1331.389,1348.257,1326.39,1347.633,603304.0
2010-11-16,1343.259,1346.383,1316.394,1317.019,1141243.0
2010-11-17,1312.645,1325.766,1296.401,1298.276,858995.0
2010-11-18,1302.024,1311.396,1293.277,1301.399,1099644.0
2010-11-19,1304.523,1308.897,1283.906,1293.902,914536.0
2010-11-20,1304.523,1308.897,1283.906,1293.902,914536.0
2010-11-21,1304.523,1308.897,1283.906,1293.902,914536.0
2010-11-22,1305.148,1311.396,1283.906,1288.904,582987.0
2010-11-23,1282.032,1302.024,1278.283,1283.906,1069199.0
2010-11-24,1290.23,1323.118,1278.213,1314.264,1326402.0
2010-11-25,1315.529,1334.503,1307.307,1326.28,782700.0
2010-11-26,1319.323,1319.956,1303.512,1312.999,501668.0
2010-11-27,1319.323,1319.956,1303.512,1312.999,501668.0
2010-11-28,1319.323,1319.956,1303.512,1312.999,501668.0
2010-11-29,1316.793,1321.221,1268.726,1274.418,1129028.0
2010-11-30,1273.786,1283.905,1267.461,1271.256,1178176.0
2010-12-01,1278.213,1285.17,1268.726,1275.051,1359851.0
2010-12-02,1281.375,1310.469,1274.418,1308.571,878673.0
2010-12-03,1309.204,1321.853,1300.349,1306.042,905039.0
2010-12-04,1309.204,1321.853,1300.349,1306.042,905039.0
2010-12-05,1309.204,1321.853,1300.349,1306.042,905039.0
2010-12-06,1309.836,1315.529,1301.614,1304.144,533047.0
2010-12-07,1310.469,1326.28,1308.571,1309.836,816025.0
2010-12-08,1308.571,1312.999,1300.349,1302.879,670427.0
2010-12-09,1312.366,1312.366,1261.137,1271.888,1097185.0
2010-12-10,1281.375,1287.7,1275.683,1283.905,494742.0
2010-12-11,1281.375,1287.7,1275.683,1283.905,494742.0
2010-12-12,1281.375,1287.7,1275.683,1283.905,494742.0
2010-12-13,1289.597,1294.657,1264.299,1279.478,912342.0
2010-12-14,1279.478,1284.538,1272.521,1275.683,770466.0
2010-12-15,1275.051,1275.051,1263.666,1269.359,670579.0
2010-12-16,1271.256,1282.64,1264.299,1278.846,869322.0
2010-12-17,1287.068,1288.333,1253.547,1255.444,1372147.0
2010-12-18,1287.068,1288.333,1253.547,1255.444,1372147.0
2010-12-19,1287.068,1288.333,1253.547,1255.444,1372147.0
2010-12-20,1254.812,1254.812,1226.983,1244.692,1149236.0
2010-12-21,1247.222,1255.444,1235.838,1242.163,740422.0
2010-12-22,1244.692,1264.299,1244.692,1246.59,461115.0
2010-12-23,1252.914,1270.623,1246.59,1269.359,769103.0
2010-12-24,1269.359,1294.657,1268.094,1294.657,48892.0
2010-12-25,1269.359,1294.657,1268.094,1294.657,48892.0
2010-12-26,1269.359,1294.657,1268.094,1294.657,48892.0
2010-12-27,1269.359,1294.657,1268.094,1294.657,48892.0
2010-12-28,1269.359,1294.657,1268.094,1294.657,48892.0
2010-12-29,1296.555,1308.571,1264.931,1268.726,352261.0
2010-12-30,1269.359,1275.051,1261.137,1261.137,247425.0
2010-12-31,1266.829,1271.256,1249.12,1249.12,161336.0
2011-01-01,1266.829,1271.256,1249.12,1249.12,161336.0
2011-01-02,1266.829,1271.256,1249.12,1249.12,161336.0
2011-01-03,1266.829,1271.256,1249.12,1249.12,161336.0
2011-01-04,1266.196,1290.23,1266.196,1274.418,2001390.0
2011-01-05,1283.905,1338.93,1263.666,1330.075,3215403.0
2011-01-06,1334.503,1346.519,1311.734,1311.734,1075857.0
2011-01-07,1331.34,1331.34,1312.366,1319.956,953109.0
2011-01-08,1331.34,1331.34,1312.366,1319.956,953109.0
2011-01-09,1331.34,1331.34,1312.366,1319.956,953109.0
2011-01-10,1323.751,1326.28,1303.512,1306.042,543305.0
2011-01-11,1312.366,1312.366,1287.7,1296.555,934974.0
2011-01-12,1302.247,1302.247,1284.538,1298.452,516830.0
2011-01-13,1302.879,1325.648,1296.555,1324.383,1137299.0
2011-01-14,1326.28,1338.297,1319.323,1338.297,957391.0
2011-01-15,1326.28,1338.297,1319.323,1338.297,957391.0
2011-01-16,1326.28,1338.297,1319.323,1338.297,957391.0
2011-01-17,1340.827,1340.827,1322.486,1328.178,736913.0
2011-01-18,1336.4,1366.126,1332.605,1361.699,747377.0
2011-01-19,1362.331,1362.331,1337.665,1349.682,1181562.0
2011-01-20,1356.006,1359.801,1337.665,1350.947,1359185.0
2011-01-21,1354.741,1362.331,1342.092,1356.006,1031853.0
2011-01-22,1354.741,1362.331,1342.092,1356.006,1031853.0
2011-01-23,1354.741,1362.331,1342.092,1356.006,1031853.0
2011-01-24,1359.801,1369.921,1353.477,1354.741,556407.0
2011-01-25,1359.801,1362.963,1302.247,1312.366,1382059.0
2011-01-26,1326.28,1331.973,1308.571,1318.691,955434.0
2011-01-27,1317.426,1317.426,1281.375,1282.64,1153119.0
2011-01-28,1282.008,1283.273,1253.547,1261.137,1382881.0
2011-01-29,1282.008,1283.273,1253.547,1261.137,1382881.0
2011-01-30,1282.008,1283.273,1253.547,1261.137,1382881.0
2011-01-31,1258.607,1260.504,1244.692,1250.385,1303694.0
2011-02-01,1256.077,1276.948,1252.914,1275.051,1016335.0
2011-02-02,1276.316,1290.862,1267.461,1283.273,1143434.0
2011-02-03,1285.803,1288.965,1251.017,1265.564,1614979.0
2011-02-04,1271.888,1278.846,1245.957,1257.974,1020543.0
2011-02-05,1271.888,1278.846,1245.957,1257.974,1020543.0
2011-02-06,1271.888,1278.846,1245.957,1257.974,1020543.0
2011-02-07,1261.769,1266.196,1254.812,1263.666,816527.0
2011-02-08,1272.521,1289.597,1261.769,1289.597,1163293.0
2011-02-09,1293.392,1307.939,1290.23,1299.717,668364.0
2011-02-10,1299.717,1309.204,1283.273,1304.777,813925.0
2011-02-11,1305.409,1305.409,1258.607,1264.931,2041923.0
2011-02-12,1305.409,1305.409,1258.607,1264.931,2041923.0
2011-02-13,1305.409,1305.409,1258.607,1264.931,2041923.0
2011-02-14,1271.256,1271.256,1257.974,1264.931,410664.0
2011-02-15,1264.931,1268.094,1248.487,1264.931,587036.0
2011-02-16,1267.461,1273.786,1253.547,1263.034,560786.0
2011-02-17,1261.137,1266.196,1241.53,1244.06,976053.0
2011-02-18,1244.06,1268.094,1237.103,1268.094,983633.0
2011-02-19,1244.06,1268.094,1237.103,1268.094,983633.0
2011-02-20,1244.06,1268.094,1237.103,1268.094,983633.0
2011-02-21,1269.359,1273.153,1245.957,1253.547,464496.0
2011-02-22,1263.666,1275.051,1245.325,1266.829,1166018.0
2011-02-23,1264.931,1269.359,1251.65,1254.179,1199938.0
2011-02-24,1247.855,1256.077,1238.368,1254.179,703291.0
2011-02-25,1261.769,1288.965,1250.385,1280.11,927295.0
2011-02-26,1261.769,1288.965,1250.385,1280.11,927295.0
2011-02-27,1261.769,1288.965,1250.385,1280.11,927295.0
2011-02-28,1275.683,1277.581,1247.222,1249.752,1187649.0
2011-03-01,1259.239,1259.239,1211.804,1226.983,1802248.0
2011-03-02,1218.129,1223.189,1204.847,1216.864,1549863.0
