,RDW LN Equity,RDW LN Equity,RDW LN Equity,RDW LN Equity,RDW LN Equity
2010-06-01,90.955,90.955,88.823,90.244,1091125.0
2010-06-02,89.107,93.868,88.539,93.726,1172391.0
2010-06-03,93.797,96.64,93.797,96.071,3052723.0
2010-06-04,96.924,97.279,93.158,94.295,3524977.0
2010-06-05,96.924,97.279,93.158,94.295,3524977.0
2010-06-06,96.924,97.279,93.158,94.295,3524977.0
2010-06-07,95.147,95.218,88.752,88.752,500811.0
2010-06-08,89.463,89.463,81.291,84.062,1125439.0
2010-06-09,85.91,86.052,83.138,84.275,424115.0
2010-06-10,82.712,86.336,81.291,86.052,436663.0
2010-06-11,86.976,89.178,85.768,85.981,519326.0
2010-06-12,86.976,89.178,85.768,85.981,519326.0
2010-06-13,86.976,89.178,85.768,85.981,519326.0
2010-06-14,85.27,86.336,84.204,85.27,346076.0
2010-06-15,84.133,87.402,83.423,84.844,417418.0
2010-06-16,84.773,85.412,81.788,83.494,1184529.0
2010-06-17,84.702,84.702,82.428,83.138,415735.0
2010-06-18,84.773,89.534,84.275,87.828,1086295.0
2010-06-19,84.773,89.534,84.275,87.828,1086295.0
2010-06-20,84.773,89.534,84.275,87.828,1086295.0
2010-06-21,89.818,90.458,87.331,87.473,328168.0
2010-06-22,87.047,90.955,84.702,90.244,527321.0
2010-06-23,88.681,90.671,87.189,88.113,248166.0
2010-06-24,90.173,92.731,87.615,89.96,887292.0
2010-06-25,89.178,92.163,86.194,88.255,334096.0
2010-06-26,89.178,92.163,86.194,88.255,334096.0
2010-06-27,89.178,92.163,86.194,88.255,334096.0
2010-06-28,87.544,89.96,87.047,89.96,534546.0
2010-06-29,86.905,88.113,83.92,84.702,429970.0
2010-06-30,83.138,83.138,79.088,80.225,1343135.0
2010-07-01,79.443,79.941,72.48,76.246,1389761.0
2010-07-02,77.099,78.164,76.317,76.601,581023.0
2010-07-03,77.099,78.164,76.317,76.601,581023.0
2010-07-04,77.099,78.164,76.317,76.601,581023.0
2010-07-05,76.033,77.027,75.251,76.672,704796.0
2010-07-06,78.307,79.586,78.307,79.586,608206.0
2010-07-07,77.596,79.159,77.454,78.946,748419.0
2010-07-08,79.586,80.722,78.52,80.509,1079306.0
2010-07-09,77.454,79.23,76.956,78.022,1496988.0
2010-07-10,77.454,79.23,76.956,78.022,1496988.0
2010-07-11,77.454,79.23,76.956,78.022,1496988.0
2010-07-12,78.804,79.586,77.312,77.88,334132.0
2010-07-13,77.596,79.088,77.027,79.017,519033.0
2010-07-14,79.586,80.438,74.185,76.672,2319497.0
2010-07-15,75.606,78.093,74.398,76.743,962711.0
2010-07-16,76.672,77.312,73.972,74.043,877463.0
2010-07-17,76.672,77.312,73.972,74.043,877463.0
2010-07-18,76.672,77.312,73.972,74.043,877463.0
2010-07-19,73.19,73.546,69.815,69.815,568795.0
2010-07-20,70.81,71.769,67.648,69.282,523051.0
2010-07-21,70.241,70.383,69.282,69.957,575170.0
2010-07-22,70.206,72.977,69.815,72.835,562576.0
2010-07-23,72.195,74.185,72.195,73.83,548848.0
2010-07-24,72.195,74.185,72.195,73.83,548848.0
2010-07-25,72.195,74.185,72.195,73.83,548848.0
2010-07-26,74.754,75.109,73.759,74.683,472393.0
2010-07-27,75.891,76.53,74.683,76.246,636648.0
2010-07-28,76.246,76.601,75.322,75.962,1170346.0
2010-07-29,76.53,76.743,75.748,76.672,720946.0
2010-07-30,76.956,77.454,75.18,76.104,4743725.0
2010-07-31,76.956,77.454,75.18,76.104,4743725.0
2010-08-01,76.956,77.454,75.18,76.104,4743725.0
2010-08-02,76.175,81.788,76.175,80.794,541669.0
2010-08-03,80.012,81.504,75.606,78.662,596051.0
2010-08-04,78.804,82.783,77.596,82.215,665671.0
2010-08-05,82.712,87.473,82.57,86.691,1527799.0
2010-08-06,87.402,93.726,86.834,88.681,1084687.0
2010-08-07,87.402,93.726,86.834,88.681,1084687.0
2010-08-08,87.402,93.726,86.834,88.681,1084687.0
2010-08-09,90.173,90.742,89.392,90.102,431728.0
2010-08-10,90.458,90.955,83.494,83.849,1237620.0
2010-08-11,82.783,82.783,79.941,80.936,822338.0
2010-08-12,79.586,79.941,76.317,79.799,452434.0
2010-08-13,80.296,81.93,78.235,78.52,320368.0
2010-08-14,80.296,81.93,78.235,78.52,320368.0
2010-08-15,80.296,81.93,78.235,78.52,320368.0
2010-08-16,78.307,79.728,75.891,77.312,478406.0
2010-08-17,76.814,78.804,76.743,77.738,420179.0
2010-08-18,78.164,78.307,76.175,76.175,586405.0
2010-08-19,77.241,77.241,74.611,74.967,792981.0
2010-08-20,75.322,75.322,71.698,72.48,870103.0
2010-08-21,75.322,75.322,71.698,72.48,870103.0
2010-08-22,75.322,75.322,71.698,72.48,870103.0
2010-08-23,73.119,73.119,71.485,72.764,956196.0
2010-08-24,72.48,72.693,68.927,69.993,1106587.0
2010-08-25,70.632,72.835,68.571,69.318,632217.0
2010-08-26,70.49,72.409,69.637,72.409,848672.0
2010-08-27,71.769,73.901,71.201,73.83,715036.0
2010-08-28,71.769,73.901,71.201,73.83,715036.0
2010-08-29,71.769,73.901,71.201,73.83,715036.0
2010-08-30,71.769,73.901,71.201,73.83,715036.0
2010-08-31,71.059,76.104,71.059,76.033,963609.0
2010-09-01,78.52,84.56,77.738,83.92,1996756.0
2010-09-02,85.981,88.823,84.204,86.123,1087027.0
2010-09-03,85.554,87.97,84.631,86.976,611583.0
2010-09-04,85.554,87.97,84.631,86.976,611583.0
2010-09-05,85.554,87.97,84.631,86.976,611583.0
2010-09-06,88.326,88.965,87.189,87.97,373384.0
2010-09-07,87.118,90.386,86.336,90.244,700952.0
2010-09-08,89.178,93.797,86.549,92.589,1189849.0
2010-09-09,94.01,94.01,86.549,92.66,5136110.0
2010-09-10,90.884,96.569,90.884,95.29,2199355.0
2010-09-11,90.884,96.569,90.884,95.29,2199355.0
2010-09-12,90.884,96.569,90.884,95.29,2199355.0
2010-09-13,96.497,98.274,95.005,96.071,909381.0
2010-09-14,95.858,95.858,91.026,91.594,1098334.0
2010-09-15,91.95,93.797,91.666,92.376,937885.0
2010-09-16,92.092,92.589,88.539,89.605,353823.0
2010-09-17,91.097,93.797,89.605,92.234,898186.0
2010-09-18,91.097,93.797,89.605,92.234,898186.0
2010-09-19,91.097,93.797,89.605,92.234,898186.0
2010-09-20,93.513,94.65,89.676,93.797,406570.0
2010-09-21,97.279,97.279,92.021,92.376,827772.0
2010-09-22,93.442,93.442,90.529,92.447,376819.0
2010-09-23,93.868,93.868,90.529,92.376,370598.0
2010-09-24,92.66,92.66,90.884,92.021,651684.0
2010-09-25,92.66,92.66,90.884,92.021,651684.0
2010-09-26,92.66,92.66,90.884,92.021,651684.0
2010-09-27,91.523,93.726,90.244,90.244,504317.0
2010-09-28,90.884,91.808,88.61,90.244,4430078.0
2010-09-29,91.381,91.381,88.042,88.823,571965.0
2010-09-30,89.534,92.518,86.123,88.042,512626.0
2010-10-01,88.894,89.392,86.976,88.326,366636.0
2010-10-02,88.894,89.392,86.976,88.326,366636.0
2010-10-03,88.894,89.392,86.976,88.326,366636.0
2010-10-04,88.965,88.965,87.331,87.402,116902.0
2010-10-05,88.468,89.605,87.544,89.036,237749.0
2010-10-06,90.031,94.082,88.894,89.534,824565.0
2010-10-07,89.534,89.534,87.402,88.823,782181.0
2010-10-08,88.965,88.965,86.052,87.118,3218466.0
2010-10-09,88.965,88.965,86.052,87.118,3218466.0
2010-10-10,88.965,88.965,86.052,87.118,3218466.0
2010-10-11,87.331,88.539,86.407,87.615,208668.0
2010-10-12,87.899,89.747,85.91,88.113,621762.0
2010-10-13,87.402,88.113,85.981,87.402,324916.0
2010-10-14,88.113,88.894,84.418,85.412,281168.0
2010-10-15,86.123,86.691,84.418,84.418,197324.0
2010-10-16,86.123,86.691,84.418,84.418,197324.0
2010-10-17,86.123,86.691,84.418,84.418,197324.0
2010-10-18,85.839,86.549,84.204,85.626,540279.0
2010-10-19,84.56,85.412,81.717,82.428,1708557.0
2010-10-20,81.22,83.565,79.941,81.291,342742.0
2010-10-21,80.865,85.199,80.225,82.57,239440.0
2010-10-22,82.57,85.412,79.657,83.778,341208.0
2010-10-23,82.57,85.412,79.657,83.778,341208.0
2010-10-24,82.57,85.412,79.657,83.778,341208.0
2010-10-25,83.423,83.423,81.007,82.499,307632.0
2010-10-26,81.717,85.199,81.291,83.21,227626.0
2010-10-27,82.428,83.281,81.362,82.57,1309471.0
2010-10-28,82.073,84.56,80.58,81.22,344870.0
2010-10-29,79.799,81.717,78.449,78.52,241204.0
2010-10-30,79.799,81.717,78.449,78.52,241204.0
2010-10-31,79.799,81.717,78.449,78.52,241204.0
2010-11-01,78.378,79.23,75.891,78.164,549048.0
2010-11-02,78.449,79.088,77.454,78.52,230254.0
2010-11-03,78.378,78.591,75.18,77.525,687617.0
2010-11-04,78.164,81.362,78.164,79.586,699355.0
2010-11-05,75.748,80.367,75.748,78.449,388942.0
2010-11-06,75.748,80.367,75.748,78.449,388942.0
2010-11-07,75.748,80.367,75.748,78.449,388942.0
2010-11-08,79.941,79.941,76.743,76.956,947292.0
2010-11-09,77.454,78.946,76.388,77.454,226915.0
2010-11-10,78.022,78.093,76.317,76.317,181711.0
2010-11-11,73.048,75.535,73.048,73.19,736261.0
2010-11-12,72.48,74.256,72.48,73.403,416852.0
2010-11-13,72.48,74.256,72.48,73.403,416852.0
2010-11-14,72.48,74.256,72.48,73.403,416852.0
2010-11-15,73.546,76.672,73.546,73.901,261922.0
2010-11-16,72.764,73.19,69.033,69.886,594345.0
2010-11-17,69.033,72.977,69.033,70.703,586326.0
2010-11-18,70.348,74.825,70.348,74.825,191960.0
2010-11-19,75.322,76.53,74.754,76.033,378053.0
2010-11-20,75.322,76.53,74.754,76.033,378053.0
2010-11-21,75.322,76.53,74.754,76.033,378053.0
2010-11-22,77.383,79.586,73.546,73.546,198143.0
2010-11-23,73.546,74.114,73.119,73.19,274248.0
2010-11-24,73.972,76.317,73.83,74.896,1110393.0
2010-11-25,75.962,79.372,75.18,78.235,419634.0
2010-11-26,77.738,78.449,76.814,77.454,284332.0
2010-11-27,77.738,78.449,76.814,77.454,284332.0
2010-11-28,77.738,78.449,76.814,77.454,284332.0
2010-11-29,78.733,79.515,74.611,74.967,245815.0
2010-11-30,75.393,75.393,74.185,74.185,241744.0
2010-12-01,75.606,76.743,74.256,75.251,225250.0
2010-12-02,78.164,80.794,76.672,80.225,528118.0
2010-12-03,79.301,84.844,79.301,84.489,684037.0
2010-12-04,79.301,84.844,79.301,84.489,684037.0
2010-12-05,79.301,84.844,79.301,84.489,684037.0
2010-12-06,84.56,86.194,79.87,86.194,377510.0
2010-12-07,87.047,92.589,87.047,91.879,959095.0
2010-12-08,92.234,93.726,86.691,91.666,618872.0
2010-12-09,91.666,95.929,90.173,94.792,502499.0
2010-12-10,91.523,96.64,91.523,96.284,355075.0
2010-12-11,91.523,96.64,91.523,96.284,355075.0
2010-12-12,91.523,96.64,91.523,96.284,355075.0
2010-12-13,95.574,96.426,90.529,91.026,290845.0
2010-12-14,93.442,97.279,92.447,94.65,278894.0
2010-12-15,95.716,95.716,91.097,93.797,212642.0
2010-12-16,91.594,97.777,91.594,94.579,205266.0
2010-12-17,93.797,97.279,92.66,94.437,716620.0
2010-12-18,93.797,97.279,92.66,94.437,716620.0
2010-12-19,93.797,97.279,92.66,94.437,716620.0
2010-12-20,93.016,96.0,90.102,94.082,271187.0
2010-12-21,92.731,95.787,91.879,95.361,87857.0
2010-12-22,95.929,96.497,93.868,94.224,162176.0
2010-12-23,91.666,95.574,91.666,94.863,215493.0
2010-12-24,96.64,96.64,92.66,94.508,29868.0
2010-12-25,96.64,96.64,92.66,94.508,29868.0
2010-12-26,96.64,96.64,92.66,94.508,29868.0
2010-12-27,96.64,96.64,92.66,94.508,29868.0
2010-12-28,96.64,96.64,92.66,94.508,29868.0
2010-12-29,91.239,98.771,87.473,98.771,307578.0
2010-12-30,97.066,98.985,93.726,97.279,139528.0
2010-12-31,97.705,99.269,94.01,96.355,107151.0
2011-01-01,97.705,99.269,94.01,96.355,107151.0
2011-01-02,97.705,99.269,94.01,96.355,107151.0
2011-01-03,97.705,99.269,94.01,96.355,107151.0
2011-01-04,99.411,100.121,96.355,98.061,5173412.0
2011-01-05,98.487,98.558,95.147,97.777,212630.0
2011-01-06,98.061,98.771,96.853,97.634,264000.0
2011-01-07,95.503,95.929,92.802,93.3,427854.0
2011-01-08,95.503,95.929,92.802,93.3,427854.0
2011-01-09,95.503,95.929,92.802,93.3,427854.0
2011-01-10,94.295,97.777,90.742,92.376,222623.0
2011-01-11,93.797,93.797,90.813,93.371,337418.0
2011-01-12,93.726,93.939,89.747,90.244,319586.0
2011-01-13,91.737,92.163,89.107,90.529,290426.0
2011-01-14,90.955,93.655,90.955,92.447,406806.0
2011-01-15,90.955,93.655,90.955,92.447,406806.0
2011-01-16,90.955,93.655,90.955,92.447,406806.0
2011-01-17,92.376,93.087,90.529,92.376,171262.0
2011-01-18,88.823,94.437,88.823,93.726,233457.0
2011-01-19,93.442,93.442,90.529,91.594,228939.0
2011-01-20,92.376,92.376,88.255,90.813,568530.0
2011-01-21,89.321,91.381,88.894,90.244,147176.0
2011-01-22,89.321,91.381,88.894,90.244,147176.0
2011-01-23,89.321,91.381,88.894,90.244,147176.0
2011-01-24,90.102,92.376,88.184,89.178,101310.0
2011-01-25,88.681,89.534,85.839,89.534,180598.0
2011-01-26,89.605,91.31,89.605,91.31,208176.0
2011-01-27,88.113,90.244,87.899,88.042,608837.0
2011-01-28,89.107,89.107,82.925,84.346,652273.0
2011-01-29,89.107,89.107,82.925,84.346,652273.0
2011-01-30,89.107,89.107,82.925,84.346,652273.0
2011-01-31,83.707,84.346,82.428,84.346,161081.0
2011-02-01,83.991,86.265,82.428,83.21,266671.0
2011-02-02,82.57,84.418,82.57,82.783,148716.0
2011-02-03,82.428,84.56,81.859,83.21,302656.0
2011-02-04,83.565,85.91,83.565,84.986,198847.0
2011-02-05,83.565,85.91,83.565,84.986,198847.0
2011-02-06,83.565,85.91,83.565,84.986,198847.0
2011-02-07,85.981,86.762,85.27,86.62,726407.0
2011-02-08,88.113,91.594,86.905,91.381,291748.0
2011-02-09,91.381,92.021,89.889,91.523,443422.0
2011-02-10,91.523,93.016,88.823,92.589,277063.0
2011-02-11,91.594,95.005,90.884,93.371,342755.0
2011-02-12,91.594,95.005,90.884,93.371,342755.0
2011-02-13,91.594,95.005,90.884,93.371,342755.0
2011-02-14,92.731,94.863,92.376,92.518,318271.0
2011-02-15,91.097,92.945,90.955,92.589,141440.0
2011-02-16,93.655,95.361,92.447,94.508,321615.0
2011-02-17,94.508,96.0,91.026,92.874,1093005.0
2011-02-18,93.087,93.087,90.671,92.376,561175.0
2011-02-19,93.087,93.087,90.671,92.376,561175.0
2011-02-20,93.087,93.087,90.671,92.376,561175.0
2011-02-21,91.381,92.021,90.742,91.31,142064.0
2011-02-22,90.955,91.239,87.544,90.884,232313.0
2011-02-23,89.889,91.31,88.539,91.31,308510.0
2011-02-24,89.818,90.955,88.539,90.955,264882.0
2011-02-25,90.244,92.802,87.331,92.447,168848.0
2011-02-26,90.244,92.802,87.331,92.447,168848.0
2011-02-27,90.244,92.802,87.331,92.447,168848.0
2011-02-28,89.605,98.7,89.605,96.142,354006.0
2011-03-01,96.284,96.497,90.315,90.386,385485.0
2011-03-02,93.726,93.726,87.97,89.321,290930.0
2011-03-03,89.747,91.879,87.402,89.178,205887.0
2011-03-04,89.676,92.305,89.676,90.386,153228.0
2011-03-05,89.676,92.305,89.676,90.386,153228.0
2011-03-06,89.676,92.305,89.676,90.386,153228.0
2011-03-07,90.955,91.026,88.042,90.315,188493.0
2011-03-08,90.031,91.026,85.554,89.818,172939.0
2011-03-09,90.955,92.092,88.965,92.092,265061.0
2011-03-10,96.497,96.497,86.052,89.25,215324.0
2011-03-11,87.331,88.468,84.204,85.057,340050.0
2011-03-12,87.331,88.468,84.204,85.057,340050.0
2011-03-13,87.331,88.468,84.204,85.057,340050.0
2011-03-14,89.107,89.107,84.418,85.768,204950.0
2011-03-15,82.428,85.981,81.717,82.996,341310.0
2011-03-16,81.007,83.991,81.007,82.712,209691.0
2011-03-17,83.352,86.052,81.788,85.412,390430.0
2011-03-18,87.899,88.184,84.133,84.133,635796.0
2011-03-19,87.899,88.184,84.133,84.133,635796.0
2011-03-20,87.899,88.184,84.133,84.133,635796.0
2011-03-21,88.255,90.884,85.626,90.173,282543.0
2011-03-22,91.097,91.31,87.97,89.25,340466.0
2011-03-23,93.087,93.087,90.386,92.163,296083.0
2011-03-24,89.321,96.782,89.321,96.782,604647.0
2011-03-25,98.913,98.913,91.381,92.092,599388.0
2011-03-26,98.913,98.913,91.381,92.092,599388.0
2011-03-27,98.913,98.913,91.381,92.092,599388.0
2011-03-28,95.858,95.858,89.178,89.392,578615.0
2011-03-29,88.61,92.021,86.691,92.021,331191.0
2011-03-30,91.239,93.229,88.965,90.529,329898.0
2011-03-31,89.818,90.458,86.407,88.823,644300.0
2011-04-01,89.818,90.244,85.27,89.25,505559.0
2011-04-02,89.818,90.244,85.27,89.25,505559.0
2011-04-03,89.818,90.244,85.27,89.25,505559.0
2011-04-04,89.676,90.458,86.762,90.173,207716.0
2011-04-05,90.173,90.173,86.691,88.184,224917.0
2011-04-06,85.27,89.676,85.057,89.534,504958.0
2011-04-07,92.163,92.163,87.473,87.473,166697.0
2011-04-08,89.818,89.818,84.489,86.691,302868.0
2011-04-09,89.818,89.818,84.489,86.691,302868.0
2011-04-10,89.818,89.818,84.489,86.691,302868.0
2011-04-11,85.057,88.255,83.636,83.778,490923.0
2011-04-12,83.92,85.981,82.215,85.128,665951.0
2011-04-13,86.834,87.828,84.631,85.483,143050.0
2011-04-14,87.97,87.97,84.346,84.915,145067.0
2011-04-15,87.402,87.402,83.423,84.56,194588.0
2011-04-16,87.402,87.402,83.423,84.56,194588.0
2011-04-17,87.402,87.402,83.423,84.56,194588.0
2011-04-18,86.194,86.194,83.707,84.275,206467.0
2011-04-19,85.981,86.691,83.849,86.478,265894.0
2011-04-20,82.215,90.244,82.215,89.747,321378.0
2011-04-21,92.66,92.66,87.047,89.463,183981.0
2011-04-22,92.66,92.66,87.047,89.463,183981.0
2011-04-23,92.66,92.66,87.047,89.463,183981.0
2011-04-24,92.66,92.66,87.047,89.463,183981.0
2011-04-25,92.66,92.66,87.047,89.463,183981.0
2011-04-26,93.442,93.442,88.042,92.021,208257.0
2011-04-27,91.666,93.584,90.6,93.3,427461.0
2011-04-28,89.036,95.147,89.036,93.371,153624.0
2011-04-29,89.036,95.147,89.036,93.371,153624.0
2011-04-30,89.036,95.147,89.036,93.371,153624.0
2011-05-01,89.036,95.147,89.036,93.371,153624.0
2011-05-02,89.036,95.147,89.036,93.371,153624.0
2011-05-03,95.361,95.361,92.447,93.371,259608.0
2011-05-04,91.523,94.508,91.523,92.305,217524.0
2011-05-05,95.503,96.142,89.25,89.889,439144.0
2011-05-06,93.797,93.797,86.905,90.102,330430.0
2011-05-07,93.797,93.797,86.905,90.102,330430.0
