,PFC LN Equity,PFC LN Equity,PFC LN Equity,PFC LN Equity,PFC LN Equity
2010-02-18,615.574,619.16,606.012,617.367,987278.0
2010-02-19,611.391,625.136,610.793,625.136,1288757.0
2010-02-20,611.391,625.136,610.793,625.136,1288757.0
2010-02-21,611.391,625.136,610.793,625.136,1288757.0
2010-02-22,623.941,640.675,623.343,632.308,882174.0
2010-02-23,632.906,636.492,614.379,616.769,1061363.0
2010-02-24,619.16,620.355,611.988,616.172,721820.0
2010-02-25,612.586,613.781,595.553,597.645,1048720.0
2010-02-26,601.231,614.379,599.438,613.781,2078053.0
2010-02-27,601.231,614.379,599.438,613.781,2078053.0
2010-02-28,601.231,614.379,599.438,613.781,2078053.0
2010-03-01,617.965,636.492,616.172,636.492,1084320.0
2010-03-02,637.687,642.468,633.503,642.468,1098605.0
2010-03-03,639.48,656.214,638.882,654.421,726734.0
2010-03-04,652.628,662.19,637.687,649.042,1418120.0
2010-03-05,647.249,654.421,628.722,640.675,1929782.0
2010-03-06,647.249,654.421,628.722,640.675,1929782.0
2010-03-07,647.249,654.421,628.722,640.675,1929782.0
2010-03-08,645.456,674.143,628.722,666.972,2733839.0
2010-03-09,669.96,674.741,660.995,666.374,1192519.0
2010-03-10,677.729,698.647,672.35,694.463,2420899.0
2010-03-11,695.061,723.15,692.073,717.771,1918340.0
2010-03-12,721.357,742.872,710.6,741.08,2175719.0
2010-03-13,721.357,742.872,710.6,741.08,2175719.0
2010-03-14,721.357,742.872,710.6,741.08,2175719.0
2010-03-15,736.298,743.47,721.357,724.345,1632075.0
2010-03-16,726.138,731.517,715.978,718.369,1250412.0
2010-03-17,719.564,733.31,719.564,726.736,1447497.0
2010-03-18,718.967,729.724,716.576,718.967,904956.0
2010-03-19,711.197,721.955,703.428,708.209,1696362.0
2010-03-20,711.197,721.955,703.428,708.209,1696362.0
2010-03-21,711.197,721.955,703.428,708.209,1696362.0
2010-03-22,701.037,709.404,696.256,708.807,782379.0
2010-03-23,705.221,735.701,705.221,733.908,1125568.0
2010-03-24,733.31,751.837,732.712,750.044,1250180.0
2010-03-25,749.447,754.825,744.665,751.837,1232604.0
2010-03-26,751.837,756.618,748.251,755.423,743169.0
2010-03-27,751.837,756.618,748.251,755.423,743169.0
2010-03-28,751.837,756.618,748.251,755.423,743169.0
2010-03-29,757.814,762.595,743.47,751.239,1556256.0
2010-03-30,753.032,753.032,730.92,730.92,740470.0
2010-03-31,730.322,733.31,715.381,718.369,1909258.0
2010-04-01,720.76,773.352,718.369,768.571,1927129.0
2010-04-02,720.76,773.352,718.369,768.571,1927129.0
2010-04-03,720.76,773.352,718.369,768.571,1927129.0
2010-04-04,720.76,773.352,718.369,768.571,1927129.0
2010-04-05,720.76,773.352,718.369,768.571,1927129.0
2010-04-06,785.061,818.041,774.714,818.041,1400996.0
2010-04-07,821.921,821.921,782.474,784.414,1531700.0
2010-04-08,783.121,788.941,772.127,785.061,1147851.0
2010-04-09,788.294,802.521,787.648,797.348,709071.0
2010-04-10,788.294,802.521,787.648,797.348,709071.0
2010-04-11,788.294,802.521,787.648,797.348,709071.0
2010-04-12,799.934,802.521,787.001,789.588,509831.0
2010-04-13,792.174,792.821,776.654,781.181,925143.0
2010-04-14,788.941,794.114,780.534,792.174,721342.0
2010-04-15,790.881,815.455,790.881,815.455,1184212.0
2010-04-16,808.988,815.455,803.168,804.461,1179860.0
2010-04-17,808.988,815.455,803.168,804.461,1179860.0
2010-04-18,808.988,815.455,803.168,804.461,1179860.0
2010-04-19,804.461,804.461,788.294,794.761,624442.0
2010-04-20,791.528,799.934,777.301,797.348,1280552.0
2010-04-21,802.818,808.061,778.57,781.847,1577228.0
2010-04-22,785.123,789.711,761.53,762.186,1190943.0
2010-04-23,766.773,780.536,762.186,773.327,931250.0
2010-04-24,766.773,780.536,762.186,773.327,931250.0
2010-04-25,766.773,780.536,762.186,773.327,931250.0
2010-04-26,770.05,792.988,767.429,785.779,1164909.0
2010-04-27,783.813,783.813,749.734,752.355,2284760.0
2010-04-28,749.078,754.977,730.073,735.971,1904294.0
2010-04-29,738.593,761.53,732.694,758.253,863981.0
2010-04-30,759.564,767.429,744.491,745.146,1128031.0
2010-05-01,759.564,767.429,744.491,745.146,1128031.0
2010-05-02,759.564,767.429,744.491,745.146,1128031.0
2010-05-03,759.564,767.429,744.491,745.146,1128031.0
2010-05-04,745.802,754.977,719.587,720.898,1667224.0
2010-05-05,715.655,726.141,695.994,703.858,1563583.0
2010-05-06,697.96,722.864,685.508,704.514,1229339.0
2010-05-07,675.023,695.994,646.842,670.435,2517102.0
2010-05-08,675.023,695.994,646.842,670.435,2517102.0
2010-05-09,675.023,695.994,646.842,670.435,2517102.0
2010-05-10,694.683,723.519,682.232,720.243,1559868.0
2010-05-11,718.276,721.553,703.203,718.932,1001758.0
2010-05-12,716.966,746.457,707.135,742.525,1692663.0
2010-05-13,740.559,753.666,739.248,751.045,881932.0
2010-05-14,748.423,749.734,720.243,722.864,1353377.0
2010-05-15,748.423,749.734,720.243,722.864,1353377.0
2010-05-16,748.423,749.734,720.243,722.864,1353377.0
2010-05-17,719.587,730.073,713.034,716.31,1164635.0
2010-05-18,726.141,738.593,721.553,737.282,1169383.0
2010-05-19,723.519,730.073,688.13,688.785,1283203.0
2010-05-20,690.096,715.0,662.571,673.056,1448655.0
2010-05-21,667.158,686.819,659.949,683.542,3163931.0
2010-05-22,667.158,686.819,659.949,683.542,3163931.0
2010-05-23,667.158,686.819,659.949,683.542,3163931.0
2010-05-24,688.13,692.717,668.469,679.61,1215224.0
2010-05-25,661.915,667.158,648.153,656.672,1909404.0
2010-05-26,665.847,707.791,661.26,702.548,4569459.0
2010-05-27,709.757,728.762,704.514,724.175,1611134.0
2010-05-28,728.762,743.18,721.553,737.937,1837234.0
2010-05-29,728.762,743.18,721.553,737.937,1837234.0
2010-05-30,728.762,743.18,721.553,737.937,1837234.0
2010-05-31,728.762,743.18,721.553,737.937,1837234.0
2010-06-01,721.553,764.807,721.553,755.632,1707574.0
2010-06-02,745.146,751.045,737.937,747.112,983037.0
2010-06-03,753.666,787.089,753.666,785.779,1358212.0
2010-06-04,786.434,798.231,778.57,779.88,1614335.0
2010-06-05,786.434,798.231,778.57,779.88,1614335.0
2010-06-06,786.434,798.231,778.57,779.88,1614335.0
2010-06-07,760.875,785.779,760.875,781.191,1440220.0
2010-06-08,785.779,789.055,761.53,769.395,1147483.0
2010-06-09,777.914,801.507,773.982,801.507,1782139.0
2010-06-10,799.541,823.134,796.264,817.236,1549883.0
2010-06-11,823.134,831.654,811.338,827.066,1030038.0
2010-06-12,823.134,831.654,811.338,827.066,1030038.0
2010-06-13,823.134,831.654,811.338,827.066,1030038.0
2010-06-14,832.965,844.761,830.999,843.451,1280900.0
2010-06-15,833.62,842.795,823.134,835.586,1652834.0
2010-06-16,839.518,845.417,832.965,843.451,1188028.0
2010-06-17,834.275,835.586,818.547,821.824,1840325.0
2010-06-18,825.1,830.343,811.993,813.959,1697465.0
2010-06-19,825.1,830.343,811.993,813.959,1697465.0
2010-06-20,825.1,830.343,811.993,813.959,1697465.0
2010-06-21,836.897,844.106,830.343,836.242,902629.0
2010-06-22,832.965,834.931,815.27,823.134,987891.0
2010-06-23,819.857,833.62,813.959,819.857,931516.0
2010-06-24,829.688,829.688,797.575,801.507,1041617.0
2010-06-25,799.541,811.993,795.609,799.541,805786.0
2010-06-26,799.541,811.993,795.609,799.541,805786.0
2010-06-27,799.541,811.993,795.609,799.541,805786.0
2010-06-28,806.75,814.615,797.575,808.061,605674.0
2010-06-29,802.163,802.163,760.22,760.22,841109.0
2010-06-30,764.152,781.191,758.253,777.259,1813445.0
2010-07-01,768.739,773.982,743.18,747.768,1039135.0
2010-07-02,752.355,773.327,747.768,768.084,909543.0
2010-07-03,752.355,773.327,747.768,768.084,909543.0
2010-07-04,752.355,773.327,747.768,768.084,909543.0
2010-07-05,771.361,771.361,761.53,762.841,378995.0
2010-07-06,765.462,788.4,765.462,782.502,764119.0
2010-07-07,782.502,792.332,775.293,792.332,1193500.0
2010-07-08,804.129,819.857,800.852,816.581,1320892.0
2010-07-09,823.134,825.756,809.372,810.027,797281.0
2010-07-10,823.134,825.756,809.372,810.027,797281.0
2010-07-11,823.134,825.756,809.372,810.027,797281.0
2010-07-12,816.581,834.931,801.507,823.134,1164261.0
2010-07-13,830.343,851.97,822.479,851.97,1339952.0
2010-07-14,850.004,857.213,829.033,834.275,846403.0
2010-07-15,831.654,849.349,827.722,847.383,1094284.0
2010-07-16,854.592,863.111,838.208,839.518,1441017.0
2010-07-17,854.592,863.111,838.208,839.518,1441017.0
2010-07-18,854.592,863.111,838.208,839.518,1441017.0
2010-07-19,835.586,844.761,825.756,833.62,700104.0
2010-07-20,842.795,842.795,815.27,827.066,979497.0
2010-07-21,830.999,852.626,830.999,842.14,801881.0
2010-07-22,834.275,874.908,834.275,873.597,915254.0
2010-07-23,875.563,888.015,869.665,886.704,1307193.0
2010-07-24,875.563,888.015,869.665,886.704,1307193.0
2010-07-25,875.563,888.015,869.665,886.704,1307193.0
2010-07-26,898.501,899.156,877.529,881.461,920272.0
2010-07-27,882.117,886.049,861.801,865.077,811957.0
2010-07-28,867.699,874.908,838.208,843.451,1397381.0
2010-07-29,842.14,854.592,834.275,834.275,681816.0
2010-07-30,825.756,835.586,813.304,819.202,1255026.0
2010-07-31,825.756,835.586,813.304,819.202,1255026.0
2010-08-01,825.756,835.586,813.304,819.202,1255026.0
2010-08-02,826.411,870.32,823.79,870.32,1882973.0
2010-08-03,870.976,870.976,847.383,851.315,764115.0
2010-08-04,846.727,874.908,839.518,868.354,930747.0
2010-08-05,872.942,875.563,862.456,865.077,854290.0
2010-08-06,871.631,874.253,848.038,853.281,671283.0
2010-08-07,871.631,874.253,848.038,853.281,671283.0
2010-08-08,871.631,874.253,848.038,853.281,671283.0
2010-08-09,867.044,875.563,860.49,863.767,559205.0
2010-08-10,863.767,867.044,848.038,859.179,1175219.0
2010-08-11,855.247,858.524,829.033,836.242,857354.0
2010-08-12,840.829,844.106,819.202,833.62,880016.0
2010-08-13,834.931,848.038,825.756,846.072,612252.0
2010-08-14,834.931,848.038,825.756,846.072,612252.0
2010-08-15,834.931,848.038,825.756,846.072,612252.0
2010-08-16,851.97,857.213,841.484,853.936,499750.0
2010-08-17,855.247,888.015,849.349,884.083,816469.0
2010-08-18,878.84,889.326,878.84,884.738,653732.0
2010-08-19,887.36,895.879,876.219,878.185,1031399.0
2010-08-20,874.253,894.569,874.253,892.603,826010.0
2010-08-21,874.253,894.569,874.253,892.603,826010.0
2010-08-22,874.253,894.569,874.253,892.603,826010.0
2010-08-23,901.122,935.857,889.326,924.06,1694996.0
2010-08-24,908.987,927.337,907.676,912.263,1316489.0
2010-08-25,912.919,916.196,871.631,888.015,1294556.0
2010-08-26,889.981,905.71,889.981,897.846,1566086.0
2010-08-27,889.981,910.297,889.981,908.331,914196.0
2010-08-28,889.981,910.297,889.981,908.331,914196.0
2010-08-29,889.981,910.297,889.981,908.331,914196.0
2010-08-30,889.981,910.297,889.981,908.331,914196.0
2010-08-31,890.637,918.162,890.637,918.162,1201018.0
2010-09-01,929.958,933.235,908.987,926.026,1365037.0
2010-09-02,926.026,947.653,910.297,930.614,2022895.0
2010-09-03,935.201,945.032,928.648,937.167,815431.0
2010-09-04,935.201,945.032,928.648,937.167,815431.0
2010-09-05,935.201,945.032,928.648,937.167,815431.0
2010-09-06,942.41,942.41,926.681,928.648,651486.0
2010-09-07,929.303,930.614,909.642,920.783,675636.0
2010-09-08,915.54,920.128,904.399,909.642,1606232.0
2010-09-09,905.055,914.885,902.433,908.331,1620059.0
2010-09-10,907.676,911.608,896.535,897.19,885137.0
2010-09-11,907.676,911.608,896.535,897.19,885137.0
2010-09-12,907.676,911.608,896.535,897.19,885137.0
2010-09-13,910.297,910.297,896.535,899.156,1139852.0
2010-09-14,899.812,927.992,899.156,924.06,1584908.0
2010-09-15,924.06,927.337,901.778,907.676,1021686.0
2010-09-16,910.297,914.23,899.156,907.676,777828.0
2010-09-17,919.472,930.614,905.71,914.23,1705251.0
2010-09-18,919.472,930.614,905.71,914.23,1705251.0
2010-09-19,919.472,930.614,905.71,914.23,1705251.0
2010-09-20,918.817,924.06,914.23,922.094,678570.0
2010-09-21,924.06,930.614,920.783,922.749,1073237.0
2010-09-22,927.285,928.604,900.904,902.883,987064.0
2010-09-23,907.499,921.349,904.202,921.349,1380186.0
2010-09-24,920.69,933.221,912.776,930.583,721248.0
2010-09-25,920.69,933.221,912.776,930.583,721248.0
2010-09-26,920.69,933.221,912.776,930.583,721248.0
2010-09-27,929.264,933.221,913.435,917.392,644387.0
2010-09-28,917.392,920.03,903.542,915.414,1014039.0
2010-09-29,915.414,922.668,889.692,901.564,1217375.0
2010-09-30,900.245,920.03,887.714,905.521,1946070.0
2010-10-01,908.819,919.371,896.947,918.052,1387050.0
2010-10-02,908.819,919.371,896.947,918.052,1387050.0
2010-10-03,908.819,919.371,896.947,918.052,1387050.0
2010-10-04,918.711,924.647,912.116,916.733,606996.0
2010-10-05,914.095,922.009,906.84,920.03,1051090.0
2010-10-06,927.285,943.773,922.009,938.497,1042180.0
2010-10-07,941.795,945.752,926.626,929.923,1166082.0
2010-10-08,931.242,933.221,915.414,918.711,1239045.0
2010-10-09,931.242,933.221,915.414,918.711,1239045.0
2010-10-10,931.242,933.221,915.414,918.711,1239045.0
2010-10-11,917.392,945.752,917.392,941.795,970964.0
2010-10-12,931.902,933.221,916.733,932.561,1256091.0
2010-10-13,949.709,984.004,945.092,972.132,1736389.0
2010-10-14,969.494,980.706,956.963,963.559,1570853.0
2010-10-15,966.197,966.197,952.347,959.602,1275819.0
2010-10-16,966.197,966.197,952.347,959.602,1275819.0
2010-10-17,966.197,966.197,952.347,959.602,1275819.0
2010-10-18,956.304,974.111,954.325,968.835,1439050.0
2010-10-19,968.835,974.111,961.58,966.197,1045710.0
2010-10-20,958.283,978.068,958.283,976.09,1030249.0
2010-10-21,971.473,993.897,971.473,979.387,2126503.0
2010-10-22,966.197,975.43,962.899,969.494,832011.0
2010-10-23,966.197,975.43,962.899,969.494,832011.0
2010-10-24,966.197,975.43,962.899,969.494,832011.0
2010-10-25,977.409,978.068,963.559,966.856,1660109.0
2010-10-26,967.516,969.494,957.623,963.559,805082.0
2010-10-27,960.921,976.09,956.963,960.921,1229562.0
2010-10-28,965.537,971.473,957.623,962.24,824998.0
2010-10-29,958.283,966.856,957.623,964.878,1152962.0
2010-10-30,958.283,966.856,957.623,964.878,1152962.0
2010-10-31,958.283,966.856,957.623,964.878,1152962.0
2010-11-01,977.409,981.366,965.537,973.451,858222.0
2010-11-02,970.154,979.387,970.154,975.43,710050.0
2010-11-03,983.344,984.663,972.792,978.068,601661.0
2010-11-04,981.366,1008.406,979.387,1005.768,1546683.0
2010-11-05,1005.768,1013.682,1003.13,1010.385,754111.0
2010-11-06,1005.768,1013.682,1003.13,1010.385,754111.0
2010-11-07,1005.768,1013.682,1003.13,1010.385,754111.0
2010-11-08,1013.023,1014.342,1000.492,1004.449,682498.0
2010-11-09,999.173,1018.958,999.173,1015.661,477549.0
2010-11-10,1015.661,1016.32,999.173,1003.789,562866.0
2010-11-11,1009.066,1015.661,996.535,1001.811,824032.0
2010-11-12,991.259,993.897,967.516,984.663,887512.0
2010-11-13,991.259,993.897,967.516,984.663,887512.0
2010-11-14,991.259,993.897,967.516,984.663,887512.0
2010-11-15,981.366,1011.044,977.409,1008.406,715703.0
2010-11-16,1003.789,1009.725,978.068,980.047,617086.0
2010-11-17,979.387,983.344,974.111,978.068,1254700.0
2010-11-18,983.344,993.897,981.366,989.28,851771.0
2010-11-19,992.578,992.578,967.516,976.749,750669.0
2010-11-20,992.578,992.578,967.516,976.749,750669.0
2010-11-21,992.578,992.578,967.516,976.749,750669.0
2010-11-22,989.28,989.28,959.602,962.899,460806.0
2010-11-23,957.623,960.261,941.135,941.135,756969.0
2010-11-24,941.795,959.602,932.561,956.304,815656.0
2010-11-25,958.283,970.154,951.687,967.516,321112.0
2010-11-26,963.559,981.366,962.24,974.111,893486.0
2010-11-27,963.559,981.366,962.24,974.111,893486.0
2010-11-28,963.559,981.366,962.24,974.111,893486.0
2010-11-29,976.09,978.068,918.052,918.052,1497606.0
2010-11-30,923.328,932.561,917.392,917.392,1225878.0
2010-12-01,925.307,959.602,923.328,956.304,1129682.0
2010-12-02,961.58,990.599,961.58,983.344,1154033.0
2010-12-03,987.301,991.918,977.409,989.28,1270525.0
2010-12-04,987.301,991.918,977.409,989.28,1270525.0
2010-12-05,987.301,991.918,977.409,989.28,1270525.0
2010-12-06,989.939,995.875,984.663,989.28,929752.0
2010-12-07,994.556,1013.682,988.62,1000.492,914172.0
2010-12-08,995.216,1005.768,972.132,978.728,1192961.0
2010-12-09,984.004,993.237,957.623,960.921,1001133.0
2010-12-10,961.58,963.559,950.368,951.687,643306.0
2010-12-11,961.58,963.559,950.368,951.687,643306.0
2010-12-12,961.58,963.559,950.368,951.687,643306.0
2010-12-13,953.666,985.982,953.666,984.663,666468.0
2010-12-14,985.323,986.642,969.494,974.111,1008051.0
2010-12-15,972.792,978.068,956.304,975.43,920494.0
2010-12-16,975.43,989.939,972.792,982.685,805559.0
2010-12-17,982.685,997.854,979.387,997.854,1341098.0
2010-12-18,982.685,997.854,979.387,997.854,1341098.0
2010-12-19,982.685,997.854,979.387,997.854,1341098.0
2010-12-20,1004.449,1024.894,999.173,1022.915,696555.0
2010-12-21,1028.192,1033.468,1017.639,1026.213,524556.0
2010-12-22,1025.554,1053.913,1022.256,1042.042,762090.0
2010-12-23,1047.318,1048.637,1040.723,1043.361,266971.0
2010-12-24,1042.701,1047.977,1034.787,1038.744,79533.0
2010-12-25,1042.701,1047.977,1034.787,1038.744,79533.0
2010-12-26,1042.701,1047.977,1034.787,1038.744,79533.0
2010-12-27,1042.701,1047.977,1034.787,1038.744,79533.0
2010-12-28,1042.701,1047.977,1034.787,1038.744,79533.0
2010-12-29,1037.425,1048.637,1033.468,1044.68,345465.0
2010-12-30,1043.361,1060.508,1041.382,1055.891,475667.0
2010-12-31,1061.827,1062.487,1046.658,1046.658,224821.0
2011-01-01,1061.827,1062.487,1046.658,1046.658,224821.0
2011-01-02,1061.827,1062.487,1046.658,1046.658,224821.0
2011-01-03,1061.827,1062.487,1046.658,1046.658,224821.0
2011-01-04,1073.699,1098.101,1058.53,1069.741,1224432.0
2011-01-05,1064.465,1087.548,1061.168,1087.548,823543.0
2011-01-06,1082.932,1084.91,1068.422,1071.72,893945.0
2011-01-07,1066.444,1078.975,1053.913,1060.508,1184453.0
2011-01-08,1066.444,1078.975,1053.913,1060.508,1184453.0
2011-01-09,1066.444,1078.975,1053.913,1060.508,1184453.0
2011-01-10,1054.572,1077.656,1054.572,1076.996,478103.0
2011-01-11,1083.591,1119.205,1081.613,1111.291,1005998.0
2011-01-12,1110.632,1113.929,1084.251,1093.484,1006400.0
2011-01-13,1094.144,1094.144,1076.337,1079.634,607527.0
2011-01-14,1079.634,1079.634,1057.87,1065.125,662056.0
2011-01-15,1079.634,1079.634,1057.87,1065.125,662056.0
2011-01-16,1079.634,1079.634,1057.87,1065.125,662056.0
2011-01-17,1067.103,1077.656,1063.146,1067.103,386036.0
2011-01-18,1069.741,1112.61,1069.741,1111.291,1064004.0
2011-01-19,1117.227,1117.227,1065.784,1065.784,954854.0
2011-01-20,1073.699,1078.315,1047.318,1047.318,1244016.0
2011-01-21,1050.615,1057.211,1033.468,1043.361,1564400.0
2011-01-22,1050.615,1057.211,1033.468,1043.361,1564400.0
2011-01-23,1050.615,1057.211,1033.468,1043.361,1564400.0
2011-01-24,1055.232,1062.487,1035.446,1042.042,833244.0
2011-01-25,1045.339,1048.637,1011.044,1012.363,1333407.0
2011-01-26,1024.894,1051.275,1022.915,1042.042,1033969.0
2011-01-27,1039.403,1067.763,1039.403,1063.146,829396.0
2011-01-28,1057.211,1059.849,1022.915,1022.915,807606.0
2011-01-29,1057.211,1059.849,1022.915,1022.915,807606.0
2011-01-30,1057.211,1059.849,1022.915,1022.915,807606.0
2011-01-31,1020.277,1037.425,1003.789,1032.808,927336.0
2011-02-01,1045.999,1073.699,1034.127,1060.508,1445174.0
2011-02-02,1049.956,1063.806,1049.296,1050.615,1313644.0
2011-02-03,1050.615,1057.87,1023.575,1032.808,1263474.0
2011-02-04,1036.106,1038.084,1019.618,1022.256,627016.0
2011-02-05,1036.106,1038.084,1019.618,1022.256,627016.0
2011-02-06,1036.106,1038.084,1019.618,1022.256,627016.0
2011-02-07,1020.937,1030.17,1014.342,1022.256,781286.0
2011-02-08,1018.958,1020.937,995.875,1000.492,1028416.0
2011-02-09,1002.47,1029.511,998.513,1014.342,943462.0
2011-02-10,1014.342,1024.235,996.535,1013.023,875428.0
2011-02-11,1007.087,1020.277,999.173,1013.682,744427.0
2011-02-12,1007.087,1020.277,999.173,1013.682,744427.0
2011-02-13,1007.087,1020.277,999.173,1013.682,744427.0
2011-02-14,1022.256,1051.934,1020.937,1039.403,1108522.0
2011-02-15,1044.68,1044.68,1018.958,1022.256,1310915.0
2011-02-16,1027.532,1030.17,1003.789,1011.044,711968.0
2011-02-17,1016.98,1016.98,989.939,997.854,669057.0
2011-02-18,997.194,997.194,947.73,952.347,2071539.0
2011-02-19,997.194,997.194,947.73,952.347,2071539.0
2011-02-20,997.194,997.194,947.73,952.347,2071539.0
2011-02-21,951.687,956.304,939.816,941.135,1797366.0
2011-02-22,939.816,945.092,923.328,937.837,1157705.0
2011-02-23,929.923,933.221,905.521,909.478,1968611.0
2011-02-24,907.499,917.392,900.904,911.457,1358730.0
2011-02-25,923.328,928.604,905.521,908.819,899256.0
2011-02-26,923.328,928.604,905.521,908.819,899256.0
2011-02-27,923.328,928.604,905.521,908.819,899256.0
2011-02-28,911.457,922.668,909.478,918.711,927975.0
2011-03-01,924.647,962.899,920.69,954.985,1996702.0
2011-03-02,945.092,947.071,927.945,933.88,1396379.0
2011-03-03,929.923,941.795,924.647,936.518,2405258.0
2011-03-04,952.347,973.451,940.475,966.856,2395411.0
2011-03-05,952.347,973.451,940.475,966.856,2395411.0
2011-03-06,952.347,973.451,940.475,966.856,2395411.0
2011-03-07,966.197,982.685,955.644,972.792,1611242.0
2011-03-08,968.175,974.771,953.666,958.942,1224466.0
2011-03-09,962.899,964.218,949.709,952.347,1034071.0
2011-03-10,949.049,949.049,914.095,918.052,1102240.0
2011-03-11,913.435,920.69,902.883,917.392,1460837.0
2011-03-12,913.435,920.69,902.883,917.392,1460837.0
2011-03-13,913.435,920.69,902.883,917.392,1460837.0
2011-03-14,912.776,931.902,909.478,922.009,994091.0
2011-03-15,907.499,912.116,858.695,911.457,2363422.0
2011-03-16,910.138,916.733,891.011,894.309,1942834.0
2011-03-17,898.266,922.668,896.947,920.69,838230.0
2011-03-18,925.307,949.049,925.307,940.475,1610546.0
2011-03-19,925.307,949.049,925.307,940.475,1610546.0
2011-03-20,925.307,949.049,925.307,940.475,1610546.0
2011-03-21,945.752,959.602,926.626,929.923,769614.0
2011-03-22,929.923,931.242,898.926,914.754,1517684.0
2011-03-23,912.776,929.923,910.797,929.923,1020088.0
2011-03-24,925.307,931.902,920.69,926.626,930998.0
2011-03-25,929.264,940.475,927.285,935.859,583180.0
2011-03-26,929.264,940.475,927.285,935.859,583180.0
2011-03-27,929.264,940.475,927.285,935.859,583180.0
2011-03-28,939.156,945.752,934.54,941.135,608212.0
2011-03-29,939.816,946.411,925.307,942.454,875524.0
2011-03-30,944.433,962.24,941.795,962.24,1003584.0
2011-03-31,959.602,995.875,958.942,982.025,2102543.0
2011-04-01,987.961,1000.492,982.025,999.832,824305.0
2011-04-02,987.961,1000.492,982.025,999.832,824305.0
2011-04-03,987.961,1000.492,982.025,999.832,824305.0
2011-04-04,997.854,1015.661,989.28,1003.13,740654.0
2011-04-05,999.832,1016.98,999.173,1014.342,627322.0
2011-04-06,1014.342,1019.618,1008.406,1013.023,1245968.0
2011-04-07,1010.385,1018.958,1009.066,1011.044,657963.0
2011-04-08,1015.001,1018.299,1009.725,1016.32,1432022.0
2011-04-09,1015.001,1018.299,1009.725,1016.32,1432022.0
2011-04-10,1015.001,1018.299,1009.725,1016.32,1432022.0
2011-04-11,1016.32,1020.277,1012.363,1016.32,950641.0
2011-04-12,1013.023,1014.342,1002.47,1007.087,1261719.0
2011-04-13,1009.725,1016.98,995.875,998.513,935303.0
2011-04-14,999.173,1005.108,983.344,993.237,1019995.0
2011-04-15,995.875,1005.108,987.301,996.535,847564.0
2011-04-16,995.875,1005.108,987.301,996.535,847564.0
2011-04-17,995.875,1005.108,987.301,996.535,847564.0
2011-04-18,997.854,999.832,974.771,979.387,826075.0
2011-04-19,984.004,991.259,976.09,990.599,660209.0
