,PFC LN Equity,PFC LN Equity,PFC LN Equity,PFC LN Equity,PFC LN Equity
2016-12-28,703.873,711.559,701.041,707.109,874408.0
2016-12-29,702.255,708.323,699.828,705.086,643017.0
2016-12-30,701.041,707.109,699.423,703.064,477932.0
2016-12-31,701.041,707.109,699.423,703.064,477932.0
2017-01-01,701.041,707.109,699.423,703.064,477932.0
2017-01-02,701.041,707.109,699.423,703.064,477932.0
2017-01-03,710.345,729.762,705.491,726.526,2192491.0
2017-01-04,721.267,726.122,713.986,719.245,1554991.0
2017-01-05,710.345,735.426,703.873,732.594,2989483.0
2017-01-06,730.976,743.112,723.695,727.335,1437856.0
2017-01-07,730.976,743.112,723.695,727.335,1437856.0
2017-01-08,730.976,743.112,723.695,727.335,1437856.0
2017-01-09,732.19,752.416,732.19,750.393,2170220.0
2017-01-10,760.506,760.506,747.966,751.202,2375990.0
2017-01-11,749.989,758.079,746.752,753.225,1534823.0
2017-01-12,749.18,771.024,748.371,759.697,1911292.0
2017-01-13,760.911,767.788,752.416,761.72,1476358.0
2017-01-14,760.911,767.788,752.416,761.72,1476358.0
2017-01-15,760.911,767.788,752.416,761.72,1476358.0
2017-01-16,756.866,764.147,747.966,757.27,1059673.0
2017-01-17,752.82,754.438,737.448,748.775,1432973.0
2017-01-18,745.539,756.056,734.617,745.134,4005635.0
2017-01-19,741.494,747.157,738.257,742.707,1606102.0
2017-01-20,759.697,765.361,749.989,760.102,1891633.0
2017-01-21,759.697,765.361,749.989,760.102,1891633.0
2017-01-22,759.697,765.361,749.989,760.102,1891633.0
2017-01-23,754.034,754.843,743.112,745.539,1455061.0
2017-01-24,748.371,762.933,745.943,760.102,1571149.0
2017-01-25,762.933,771.833,762.124,763.338,4284256.0
2017-01-26,764.956,770.215,753.629,758.888,1847249.0
2017-01-27,758.484,766.574,756.866,765.361,1421073.0
2017-01-28,758.484,766.574,756.866,765.361,1421073.0
2017-01-29,758.484,766.574,756.866,765.361,1421073.0
2017-01-30,766.17,766.17,743.921,745.134,1689019.0
2017-01-31,745.134,754.034,740.28,741.898,2145371.0
2017-02-01,743.921,747.561,737.853,741.898,1724082.0
2017-02-02,744.73,751.202,737.044,737.044,1258161.0
2017-02-03,742.707,742.707,730.571,735.426,1442976.0
2017-02-04,742.707,742.707,730.571,735.426,1442976.0
2017-02-05,742.707,742.707,730.571,735.426,1442976.0
2017-02-06,741.089,741.089,722.885,723.29,1914019.0
2017-02-07,724.908,739.875,718.84,737.853,2458396.0
2017-02-08,737.853,737.853,701.446,703.873,2674829.0
2017-02-09,708.323,718.84,703.873,718.84,1803626.0
2017-02-10,717.627,726.526,715.199,721.672,1412116.0
2017-02-11,717.627,726.526,715.199,721.672,1412116.0
2017-02-12,717.627,726.526,715.199,721.672,1412116.0
2017-02-13,723.695,725.313,712.772,717.627,1888695.0
2017-02-14,714.795,724.099,712.368,716.413,2454630.0
2017-02-15,716.413,721.267,707.918,708.727,1520788.0
2017-02-16,707.514,716.009,706.3,707.109,1400145.0
2017-02-17,708.323,713.177,698.614,703.468,1543283.0
2017-02-18,708.323,713.177,698.614,703.468,1543283.0
2017-02-19,708.323,713.177,698.614,703.468,1543283.0
2017-02-20,705.491,711.154,703.064,703.468,696898.0
2017-02-21,712.772,715.199,668.679,707.514,3581857.0
2017-02-22,716.818,739.471,712.368,720.054,3793680.0
2017-02-23,720.863,721.672,689.31,690.523,4571982.0
2017-02-24,689.31,696.591,685.265,692.951,2611299.0
2017-02-25,689.31,696.591,685.265,692.951,2611299.0
2017-02-26,689.31,696.591,685.265,692.951,2611299.0
2017-02-27,700.637,710.345,693.355,707.514,2861655.0
2017-02-28,709.132,722.076,700.232,721.267,3247118.0
2017-03-01,728.144,738.257,720.458,731.785,2407738.0
2017-03-02,732.19,750.798,731.785,748.775,2696794.0
2017-03-03,739.471,760.506,739.471,758.484,4196517.0
2017-03-04,739.471,760.506,739.471,758.484,4196517.0
2017-03-05,739.471,760.506,739.471,758.484,4196517.0
2017-03-06,756.866,761.315,741.089,745.134,2969364.0
2017-03-07,746.752,756.461,743.516,754.843,3084458.0
2017-03-08,754.438,762.124,752.416,754.438,2050284.0
2017-03-09,746.348,753.225,718.031,732.19,3955301.0
2017-03-10,738.257,748.775,730.571,741.898,4270297.0
2017-03-11,738.257,748.775,730.571,741.898,4270297.0
2017-03-12,738.257,748.775,730.571,741.898,4270297.0
2017-03-13,772.642,772.642,751.607,755.247,3266432.0
2017-03-14,753.225,758.888,723.695,727.335,4505469.0
2017-03-15,729.762,747.157,729.762,746.348,2860747.0
2017-03-16,752.416,760.506,736.639,743.112,2255737.0
2017-03-17,743.112,749.989,735.021,737.448,1691962.0
2017-03-18,743.112,749.989,735.021,737.448,1691962.0
2017-03-19,743.112,749.989,735.021,737.448,1691962.0
2017-03-20,736.639,741.898,730.167,740.28,4316741.0
2017-03-21,743.921,750.798,735.426,739.066,1389549.0
2017-03-22,735.021,735.021,721.672,726.931,1573901.0
2017-03-23,725.717,742.303,724.504,741.494,1512624.0
2017-03-24,740.28,740.28,727.74,739.471,1535847.0
2017-03-25,740.28,740.28,727.74,739.471,1535847.0
2017-03-26,740.28,740.28,727.74,739.471,1535847.0
2017-03-27,734.617,734.617,720.054,727.335,1177806.0
2017-03-28,729.358,751.202,724.504,749.18,2273414.0
2017-03-29,749.989,758.079,739.066,754.034,2271614.0
2017-03-30,756.461,761.315,750.393,761.315,1343678.0
2017-03-31,759.697,759.697,742.707,743.516,1573504.0
2017-04-01,759.697,759.697,742.707,743.516,1573504.0
2017-04-02,759.697,759.697,742.707,743.516,1573504.0
2017-04-03,747.966,757.675,742.303,742.303,1589556.0
2017-04-04,739.875,749.584,738.662,746.752,1465382.0
2017-04-05,742.303,744.325,715.604,720.458,5710355.0
2017-04-06,717.627,728.953,713.177,725.313,2161557.0
2017-04-07,722.885,723.695,711.154,718.436,2025009.0
2017-04-08,722.885,723.695,711.154,718.436,2025009.0
2017-04-09,722.885,723.695,711.154,718.436,2025009.0
2017-04-10,722.481,725.313,714.39,716.009,1944114.0
2017-04-11,710.75,725.717,710.75,717.627,2224742.0
2017-04-12,722.481,729.762,719.245,721.267,1781039.0
2017-04-13,717.627,722.076,712.368,716.009,1491738.0
2017-04-14,717.627,722.076,712.368,716.009,1491738.0
2017-04-15,717.627,722.076,712.368,716.009,1491738.0
2017-04-16,717.627,722.076,712.368,716.009,1491738.0
2017-04-17,717.627,722.076,712.368,716.009,1491738.0
2017-04-18,714.39,716.818,698.209,699.828,1895955.0
2017-04-19,694.569,714.39,688.905,705.086,2535600.0
2017-04-20,710.778,717.937,688.882,695.198,3750991.0
2017-04-21,693.093,700.672,688.882,690.567,1667132.0
2017-04-22,693.093,700.672,688.882,690.567,1667132.0
2017-04-23,693.093,700.672,688.882,690.567,1667132.0
2017-04-24,705.304,705.304,692.672,697.304,2674196.0
2017-04-25,698.567,720.042,696.462,712.463,1672714.0
2017-04-26,712.884,724.674,708.673,720.463,1599415.0
2017-04-27,714.568,715.831,688.461,692.251,2468068.0
2017-04-28,695.198,695.198,685.935,685.935,1573737.0
2017-04-29,695.198,695.198,685.935,685.935,1573737.0
2017-04-30,695.198,695.198,685.935,685.935,1573737.0
2017-05-01,695.198,695.198,685.935,685.935,1573737.0
2017-05-02,689.724,700.672,673.302,692.251,2219457.0
2017-05-03,688.461,695.619,680.04,693.514,1907631.0
2017-05-04,694.356,696.462,661.091,661.091,3563696.0
2017-05-05,654.775,679.197,639.616,675.829,2878827.0
2017-05-06,654.775,679.197,639.616,675.829,2878827.0
2017-05-07,654.775,679.197,639.616,675.829,2878827.0
2017-05-08,678.355,684.25,664.881,675.829,1888063.0
2017-05-09,675.829,683.829,673.723,677.513,1584091.0
2017-05-10,677.513,690.145,675.829,685.093,2097281.0
2017-05-11,688.04,693.514,679.197,685.935,2245035.0
2017-05-12,684.671,688.882,574.77,589.508,10415455.0
2017-05-13,684.671,688.882,574.77,589.508,10415455.0
2017-05-14,684.671,688.882,574.77,589.508,10415455.0
2017-05-15,582.771,592.456,565.086,583.613,6197508.0
2017-05-16,583.613,590.771,576.034,590.771,4581633.0
2017-05-17,585.718,593.719,584.034,590.771,2687920.0
2017-05-18,588.245,588.245,554.559,557.085,5871806.0
2017-05-19,554.559,564.664,545.716,552.032,5824763.0
2017-05-20,554.559,564.664,545.716,552.032,5824763.0
2017-05-21,554.559,564.664,545.716,552.032,5824763.0
2017-05-22,557.506,561.296,542.768,544.032,3603551.0
2017-05-23,540.663,544.453,532.242,532.242,2811902.0
2017-05-24,527.61,529.715,508.24,517.925,4571739.0
2017-05-25,460.658,469.501,337.704,362.8,23522236.0
2017-05-26,362.8,366.758,323.05,327.598,19017729.0
2017-05-27,362.8,366.758,323.05,327.598,19017729.0
2017-05-28,362.8,366.758,323.05,327.598,19017729.0
2017-05-29,362.8,366.758,323.05,327.598,19017729.0
2017-05-30,333.325,345.283,318.84,333.662,14405457.0
2017-05-31,335.514,335.935,317.324,320.019,12595305.0
2017-06-01,320.019,320.103,296.017,316.313,10272314.0
2017-06-02,317.492,324.061,309.323,313.281,5936920.0
2017-06-03,317.492,324.061,309.323,313.281,5936920.0
2017-06-04,317.492,324.061,309.323,313.281,5936920.0
2017-06-05,316.145,317.492,307.892,312.608,4379697.0
2017-06-06,310.418,316.145,296.691,297.028,6159182.0
2017-06-07,301.239,301.239,292.48,293.912,5601745.0
2017-06-08,296.607,313.618,293.575,306.039,7737128.0
2017-06-09,316.65,316.818,297.533,297.954,6197062.0
2017-06-10,316.65,316.818,297.533,297.954,6197062.0
2017-06-11,316.65,316.818,297.533,297.954,6197062.0
2017-06-12,296.775,322.292,290.712,321.535,8094466.0
2017-06-13,325.493,341.072,324.398,333.577,10439749.0
2017-06-14,335.009,343.852,331.556,341.157,9852912.0
2017-06-15,350.336,373.664,347.389,354.547,11782371.0
2017-06-16,356.231,364.484,343.683,347.726,8831191.0
2017-06-17,356.231,364.484,343.683,347.726,8831191.0
2017-06-18,356.231,364.484,343.683,347.726,8831191.0
2017-06-19,351.684,360.358,346.294,349.157,4057367.0
2017-06-20,349.494,350.757,338.293,343.683,4221007.0
2017-06-21,343.599,345.873,332.735,345.283,4871933.0
2017-06-22,342.083,355.305,336.862,352.105,4119494.0
2017-06-23,351.263,359.179,347.136,355.305,4664760.0
2017-06-24,351.263,359.179,347.136,355.305,4664760.0
2017-06-25,351.263,359.179,347.136,355.305,4664760.0
2017-06-26,358.842,373.159,352.105,358.758,5015383.0
2017-06-27,357.326,367.348,345.789,351.684,4902937.0
2017-06-28,355.389,369.453,349.241,368.106,9464405.0
2017-06-29,375.18,378.296,368.695,377.285,6417082.0
2017-06-30,374.674,385.454,365.663,372.232,6113295.0
2017-07-01,374.674,385.454,365.663,372.232,6113295.0
2017-07-02,374.674,385.454,365.663,372.232,6113295.0
2017-07-03,374.759,389.159,373.159,387.812,4359641.0
2017-07-04,384.359,399.097,379.727,392.949,4436791.0
2017-07-05,393.707,397.497,382.928,383.096,4348280.0
2017-07-06,382.085,388.486,377.706,384.78,3888028.0
2017-07-07,384.78,384.78,363.137,371.643,5636568.0
2017-07-08,384.78,384.78,363.137,371.643,5636568.0
2017-07-09,384.78,384.78,363.137,371.643,5636568.0
2017-07-10,376.106,377.875,364.737,368.19,3371140.0
2017-07-11,370.801,375.769,362.379,373.159,3675243.0
2017-07-12,377.285,391.686,371.558,376.359,4784759.0
2017-07-13,374.927,377.622,367.432,375.769,4523130.0
2017-07-14,378.043,382.843,370.801,378.717,3022334.0
2017-07-15,378.043,382.843,370.801,378.717,3022334.0
2017-07-16,378.043,382.843,370.801,378.717,3022334.0
2017-07-17,381.749,390.254,380.401,387.644,4495472.0
2017-07-18,384.107,402.297,382.675,394.128,4253010.0
2017-07-19,394.044,397.244,386.97,396.402,3387194.0
2017-07-20,399.434,401.034,394.044,395.981,3600329.0
2017-07-21,396.655,399.265,391.265,397.497,3114858.0
2017-07-22,396.655,399.265,391.265,397.497,3114858.0
2017-07-23,396.655,399.265,391.265,397.497,3114858.0
2017-07-24,394.97,398.592,384.022,386.633,3384088.0
2017-07-25,386.38,389.496,374.759,380.485,4207232.0
2017-07-26,384.528,398.255,383.349,385.791,5083708.0
2017-07-27,385.959,393.454,378.296,379.98,4619680.0
2017-07-28,379.98,384.022,371.474,382.422,4108292.0
2017-07-29,379.98,384.022,371.474,382.422,4108292.0
2017-07-30,379.98,384.022,371.474,382.422,4108292.0
2017-07-31,384.275,390.339,375.769,376.443,3461194.0
2017-08-01,380.738,384.696,373.832,378.043,3146663.0
2017-08-02,380.738,380.738,370.885,374.085,4549047.0
2017-08-03,375.011,378.211,370.632,374.001,3135928.0
2017-08-04,371.895,408.445,371.895,406.761,12049997.0
2017-08-05,371.895,408.445,371.895,406.761,12049997.0
2017-08-06,371.895,408.445,371.895,406.761,12049997.0
2017-08-07,406.087,411.477,393.033,393.202,4564184.0
2017-08-08,395.813,397.581,382.759,393.707,3013239.0
2017-08-09,389.075,393.454,385.37,386.801,3144415.0
2017-08-10,388.149,392.444,381.327,386.044,2892291.0
2017-08-11,383.18,385.286,370.548,372.401,4798733.0
2017-08-12,383.18,385.286,370.548,372.401,4798733.0
2017-08-13,383.18,385.286,370.548,372.401,4798733.0
2017-08-14,373.411,376.696,360.526,370.548,4184562.0
2017-08-15,368.695,368.695,350.336,353.789,4952598.0
2017-08-16,358.084,362.884,356.484,361.621,3281320.0
2017-08-17,360.695,361.537,349.831,353.284,2791783.0
2017-08-18,352.694,353.621,345.873,351.599,1955765.0
2017-08-19,352.694,353.621,345.873,351.599,1955765.0
2017-08-20,352.694,353.621,345.873,351.599,1955765.0
2017-08-21,352.189,364.737,352.189,364.737,3345806.0
2017-08-22,366.59,373.917,361.368,372.485,3834589.0
2017-08-23,374.338,374.674,362.716,370.548,2318317.0
2017-08-24,369.958,371.39,355.389,355.389,4766467.0
2017-08-25,355.221,365.663,355.221,360.526,2717031.0
2017-08-26,355.221,365.663,355.221,360.526,2717031.0
2017-08-27,355.221,365.663,355.221,360.526,2717031.0
2017-08-28,355.221,365.663,355.221,360.526,2717031.0
2017-08-29,352.778,360.442,352.442,356.4,4056209.0
2017-08-30,378.969,380.317,345.283,348.231,7820448.0
2017-08-31,347.389,356.231,336.441,352.357,50775834.0
2017-09-01,341.83,349.915,339.051,340.062,7728964.0
2017-09-02,341.83,349.915,339.051,340.062,7728964.0
2017-09-03,341.83,349.915,339.051,340.062,7728964.0
2017-09-04,341.662,345.704,336.441,344.441,5805242.0
2017-09-05,350.505,352.863,342.42,346.21,5417242.0
2017-09-06,354.126,376.864,349.578,375.853,10582761.0
2017-09-07,376.106,385.201,369.79,382.506,5800192.0
2017-09-08,381.412,382.254,370.464,371.053,3803336.0
2017-09-09,381.412,382.254,370.464,371.053,3803336.0
2017-09-10,381.412,382.254,370.464,371.053,3803336.0
2017-09-11,373.159,378.717,368.274,369.032,2445860.0
2017-09-12,371.39,377.285,367.685,371.474,5174903.0
2017-09-13,371.39,374.253,367.095,371.137,3264714.0
2017-09-14,370.716,377.79,370.548,377.117,3424510.0
2017-09-15,381.412,385.622,371.474,372.653,12798907.0
2017-09-16,381.412,385.622,371.474,372.653,12798907.0
2017-09-17,381.412,385.622,371.474,372.653,12798907.0
2017-09-18,373.159,378.633,369.874,375.853,3083685.0
2017-09-19,377.369,384.696,374.674,382.085,3262623.0
2017-09-20,383.77,384.78,375.18,377.201,3046610.0
2017-09-21,378.535,385.33,368.902,368.902,4855392.0
2017-09-22,370.364,376.471,368.299,373.976,2477737.0
2017-09-23,370.364,376.471,368.299,373.976,2477737.0
2017-09-24,370.364,376.471,368.299,373.976,2477737.0
2017-09-25,373.202,396.511,372.858,391.006,3497689.0
2017-09-26,390.662,399.952,386.534,387.308,3693097.0
2017-09-27,390.146,393.329,387.738,391.436,2838873.0
2017-09-28,393.243,396.425,390.92,394.791,3438194.0
2017-09-29,401.758,401.758,386.62,387.05,3118781.0
2017-09-30,401.758,401.758,386.62,387.05,3118781.0
2017-10-01,401.758,401.758,386.62,387.05,3118781.0
2017-10-02,387.05,392.211,376.901,380.255,3382346.0
2017-10-03,380.943,383.867,375.954,381.201,2524501.0
2017-10-04,380.255,384.039,373.804,377.761,4499505.0
2017-10-05,376.298,382.663,374.578,376.729,4493369.0
2017-10-06,377.331,383.265,370.02,370.02,4510536.0
2017-10-07,377.331,383.265,370.02,370.02,4510536.0
2017-10-08,377.331,383.265,370.02,370.02,4510536.0
2017-10-09,370.45,377.331,369.848,370.278,3202501.0
2017-10-10,371.052,378.707,369.848,373.546,2247037.0
2017-10-11,374.664,375.094,370.02,370.02,2656628.0
2017-10-12,370.88,372.944,363.655,364.343,2499020.0
2017-10-13,366.063,369.59,362.365,362.365,2254405.0
2017-10-14,366.063,369.59,362.365,362.365,2254405.0
2017-10-15,366.063,369.59,362.365,362.365,2254405.0
2017-10-16,365.461,373.976,364.687,366.665,2653750.0
2017-10-17,372.514,372.514,360.558,361.763,3656355.0
2017-10-18,362.967,363.139,357.634,358.924,2497552.0
2017-10-19,359.784,361.591,352.645,356.086,2902325.0
2017-10-20,359.354,379.395,354.108,357.634,4770985.0
2017-10-21,359.354,379.395,354.108,357.634,4770985.0
2017-10-22,359.354,379.395,354.108,357.634,4770985.0
2017-10-23,356.516,365.977,350.323,359.096,4217946.0
2017-10-24,358.064,365.891,358.064,361.763,2339314.0
2017-10-25,360.558,361.591,349.463,349.721,2632109.0
2017-10-26,351.785,353.506,346.195,348.689,2064226.0
2017-10-27,348.259,359.354,347.141,354.538,3163682.0
2017-10-28,348.259,359.354,347.141,354.538,3163682.0
2017-10-29,348.259,359.354,347.141,354.538,3163682.0
2017-10-30,356.946,366.493,353.075,362.107,2593098.0
2017-10-31,357.032,365.547,356.774,360.644,2339156.0
2017-11-01,361.935,371.998,361.247,363.053,3425615.0
2017-11-02,362.451,376.384,359.268,376.384,3935329.0
2017-11-03,376.126,381.631,372.686,379.567,2976125.0
2017-11-04,376.126,381.631,372.686,379.567,2976125.0
2017-11-05,376.126,381.631,372.686,379.567,2976125.0
2017-11-06,380.341,394.791,377.503,383.437,3858485.0
2017-11-07,386.878,395.221,383.953,385.846,3418318.0
2017-11-08,387.05,393.071,378.965,379.739,3841759.0
2017-11-09,380.599,383.609,370.106,378.535,3735716.0
2017-11-10,377.675,377.675,356.946,364.085,5719533.0
2017-11-11,377.675,377.675,356.946,364.085,5719533.0
2017-11-12,377.675,377.675,356.946,364.085,5719533.0
2017-11-13,369.848,373.546,356.86,357.892,4222990.0
2017-11-14,357.978,358.322,351.785,353.592,2655577.0
2017-11-15,350.925,352.043,340.862,341.722,4937330.0
2017-11-16,341.98,352.473,341.722,349.979,5765942.0
2017-11-17,358.666,378.277,354.366,370.708,10812279.0
2017-11-18,358.666,378.277,354.366,370.708,10812279.0
2017-11-19,358.666,378.277,354.366,370.708,10812279.0
2017-11-20,368.988,379.911,366.149,374.32,3684737.0
2017-11-21,374.664,382.405,372.6,379.911,3386920.0
2017-11-22,380.255,386.19,378.191,382.577,1790684.0
2017-11-23,381.201,388.684,378.621,380.857,2069622.0
2017-11-24,380.341,384.9,375.008,375.266,1163331.0
2017-11-25,380.341,384.9,375.008,375.266,1163331.0
2017-11-26,380.341,384.9,375.008,375.266,1163331.0
2017-11-27,375.094,375.094,369.246,371.826,1420040.0
2017-11-28,371.826,375.438,369.332,371.826,1151010.0
2017-11-29,372.17,379.825,367.009,375.696,1592054.0
2017-11-30,374.922,376.126,360.386,361.763,3435487.0
2017-12-01,363.053,374.32,356.086,371.826,2408849.0
2017-12-02,363.053,374.32,356.086,371.826,2408849.0
2017-12-03,363.053,374.32,356.086,371.826,2408849.0
2017-12-04,375.696,380.943,373.03,380.771,2822434.0
2017-12-05,381.545,384.298,376.04,376.04,1335936.0
2017-12-06,375.352,375.352,362.881,362.967,2008545.0
2017-12-07,360.902,369.332,355.484,359.956,3909199.0
2017-12-08,360.472,363.483,357.204,360.3,1612658.0
2017-12-09,360.472,363.483,357.204,360.3,1612658.0
2017-12-10,360.472,363.483,357.204,360.3,1612658.0
2017-12-11,363.311,374.75,359.612,374.148,1971463.0
2017-12-12,373.89,390.146,373.116,388.426,4129026.0
2017-12-13,386.964,398.059,386.964,391.608,2817912.0
2017-12-14,390.662,391.436,375.266,387.996,2952724.0
2017-12-15,388.426,396.855,385.33,390.834,2088556.0
2017-12-16,388.426,396.855,385.33,390.834,2088556.0
2017-12-17,388.426,396.855,385.33,390.834,2088556.0
2017-12-18,393.931,404.252,393.329,400.726,2814866.0
2017-12-19,400.382,413.627,398.317,406.402,3068805.0
2017-12-20,406.918,415.778,402.532,412.337,3118047.0
2017-12-21,413.197,421.454,411.219,417.584,2585859.0
2017-12-22,418.272,425.325,416.552,421.626,1130656.0
2017-12-23,418.272,425.325,416.552,421.626,1130656.0
2017-12-24,418.272,425.325,416.552,421.626,1130656.0
2017-12-25,418.272,425.325,416.552,421.626,1130656.0
2017-12-26,418.272,425.325,416.552,421.626,1130656.0
2017-12-27,423.175,434.356,422.142,430.055,2342022.0
2017-12-28,431.776,439.947,428.335,430.916,1941512.0
2017-12-29,428.765,438.657,428.765,438.657,930691.0
2017-12-30,428.765,438.657,428.765,438.657,930691.0
2017-12-31,428.765,438.657,428.765,438.657,930691.0
2018-01-01,428.765,438.657,428.765,438.657,930691.0
2018-01-02,440.893,443.989,437.796,440.377,3789031.0
2018-01-03,441.237,444.161,439.689,443.473,2817057.0
2018-01-04,445.709,450.01,442.957,443.989,2982011.0
2018-01-05,443.817,449.322,439.517,448.634,2925398.0
2018-01-06,443.817,449.322,439.517,448.634,2925398.0
2018-01-07,443.817,449.322,439.517,448.634,2925398.0
2018-01-08,449.494,451.73,444.505,444.677,1985343.0
2018-01-09,446.742,448.118,442.269,445.021,2565277.0
2018-01-10,446.398,447.258,440.549,445.021,1957678.0
2018-01-11,443.817,450.526,439.517,450.526,3558489.0
2018-01-12,450.526,473.233,447.946,465.836,3742476.0
2018-01-13,450.526,473.233,447.946,465.836,3742476.0
2018-01-14,450.526,473.233,447.946,465.836,3742476.0
2018-01-15,471.513,484.758,464.804,482.522,2125329.0
2018-01-16,483.554,494.22,471.169,474.781,3606713.0
2018-01-17,472.373,473.577,462.224,471.685,1851337.0
2018-01-18,471.169,475.297,461.707,467.556,1437385.0
2018-01-19,466.524,475.985,463.944,471.169,1469654.0
2018-01-20,466.524,475.985,463.944,471.169,1469654.0
2018-01-21,466.524,475.985,463.944,471.169,1469654.0
2018-01-22,467.728,484.414,467.384,482.694,1650889.0
2018-01-23,481.834,504.713,481.834,488.027,3402103.0
2018-01-24,485.791,497.488,481.834,483.726,2398074.0
2018-01-25,483.898,487.855,469.276,472.373,2267488.0
2018-01-26,473.921,475.985,463.6,463.6,1558061.0
2018-01-27,473.921,475.985,463.6,463.6,1558061.0
2018-01-28,473.921,475.985,463.6,463.6,1558061.0
2018-01-29,468.244,471.513,463.084,464.46,1389051.0
2018-01-30,464.46,464.632,451.042,452.074,1592939.0
2018-01-31,450.87,459.127,447.43,455.515,2539988.0
2018-02-01,458.095,468.244,456.891,463.084,2134689.0
2018-02-02,466.18,472.889,452.074,452.074,1664780.0
2018-02-03,466.18,472.889,452.074,452.074,1664780.0
2018-02-04,466.18,472.889,452.074,452.074,1664780.0
2018-02-05,449.666,450.354,429.109,432.636,3636850.0
2018-02-06,417.24,417.584,377.589,401.672,9986461.0
2018-02-07,407.521,418.788,392.125,392.125,3916537.0
2018-02-08,388.426,394.791,358.494,358.494,6635603.0
2018-02-09,354.022,368.299,348.173,351.011,5188145.0
2018-02-10,354.022,368.299,348.173,351.011,5188145.0
2018-02-11,354.022,368.299,348.173,351.011,5188145.0
2018-02-12,356.344,369.848,352.989,361.935,3730420.0
2018-02-13,363.225,370.45,346.625,347.399,3885466.0
2018-02-14,351.011,357.118,345.076,354.968,2652052.0
2018-02-15,364.343,369.418,347.141,350.409,2848231.0
2018-02-16,355.226,357.892,349.549,356.946,1963562.0
2018-02-17,355.226,357.892,349.549,356.946,1963562.0
2018-02-18,355.226,357.892,349.549,356.946,1963562.0
2018-02-19,360.386,368.471,358.58,358.58,1717202.0
2018-02-20,362.107,369.848,358.924,368.127,2431964.0
2018-02-21,366.493,366.493,357.376,358.236,2394131.0
2018-02-22,354.108,367.955,351.785,367.955,2714041.0
2018-02-23,364.859,372.858,359.612,367.783,2846655.0
2018-02-24,364.859,372.858,359.612,367.783,2846655.0
2018-02-25,364.859,372.858,359.612,367.783,2846655.0
2018-02-26,369.16,379.481,367.267,376.557,1909292.0
2018-02-27,379.309,395.651,379.309,390.146,2482550.0
2018-02-28,387.738,402.876,381.889,388.684,2772268.0
2018-03-01,406.832,406.918,359.784,368.73,7886563.0
2018-03-02,365.203,398.317,365.203,379.653,6556962.0
2018-03-03,365.203,398.317,365.203,379.653,6556962.0
2018-03-04,365.203,398.317,365.203,379.653,6556962.0
2018-03-05,380.943,386.104,368.471,379.997,2672848.0
2018-03-06,393.157,399.521,388.168,398.489,3918590.0
2018-03-07,397.199,402.188,387.222,402.188,2550328.0
2018-03-08,399.866,412.595,395.565,406.316,2018907.0
2018-03-09,405.112,421.11,405.112,420.594,2436385.0
2018-03-10,405.112,421.11,405.112,420.594,2436385.0
2018-03-11,405.112,421.11,405.112,420.594,2436385.0
2018-03-12,424.293,434.012,420.938,428.937,2634137.0
2018-03-13,428.163,437.28,425.411,428.593,2781274.0
2018-03-14,427.131,427.131,407.09,410.961,2940265.0
2018-03-15,412.767,420.336,408.037,411.563,1726244.0
2018-03-16,410.359,418.788,401.5,418.272,4924235.0
2018-03-17,410.359,418.788,401.5,418.272,4924235.0
2018-03-18,410.359,418.788,401.5,418.272,4924235.0
2018-03-19,418.272,426.529,407.262,418.874,2246080.0
2018-03-20,421.196,427.217,417.928,423.261,2331686.0
2018-03-21,425.927,437.108,424.809,435.388,3986301.0
2018-03-22,434.528,450.526,433.152,441.753,4554562.0
2018-03-23,437.624,444.505,427.303,438.657,2727241.0
2018-03-24,437.624,444.505,427.303,438.657,2727241.0
2018-03-25,437.624,444.505,427.303,438.657,2727241.0
2018-03-26,439.173,460.503,439.173,455.859,4402847.0
2018-03-27,462.912,462.912,440.893,443.301,2934462.0
2018-03-28,439.861,440.205,429.367,436.936,2260839.0
2018-03-29,437.624,446.57,430.743,435.904,2729678.0
2018-03-30,437.624,446.57,430.743,435.904,2729678.0
2018-03-31,437.624,446.57,430.743,435.904,2729678.0
2018-04-01,437.624,446.57,430.743,435.904,2729678.0
2018-04-02,437.624,446.57,430.743,435.904,2729678.0
2018-04-03,439.517,451.042,429.023,447.258,4087857.0
2018-04-04,446.742,453.622,434.528,443.129,2499101.0
2018-04-05,446.914,457.235,444.677,457.235,3319510.0
2018-04-06,455.859,469.104,451.902,457.063,3166834.0
2018-04-07,455.859,469.104,451.902,457.063,3166834.0
2018-04-08,455.859,469.104,451.902,457.063,3166834.0
2018-04-09,457.407,461.363,440.721,446.398,2382380.0
2018-04-10,449.322,466.524,447.946,466.008,2780843.0
2018-04-11,464.46,484.414,464.46,480.458,4003095.0
2018-04-12,480.974,485.963,477.706,481.662,2320289.0
2018-04-13,482.866,482.866,475.985,477.362,1929115.0
2018-04-14,482.866,482.866,475.985,477.362,1929115.0
2018-04-15,482.866,482.866,475.985,477.362,1929115.0
2018-04-16,477.362,484.414,476.673,480.286,1643498.0
2018-04-17,479.942,483.898,477.017,478.738,1579993.0
2018-04-18,480.802,499.208,479.942,498.176,2486588.0
2018-04-19,500.584,514.174,494.564,501.101,3284264.0
2018-04-20,501.445,515.722,499.724,515.722,2997605.0
2018-04-21,501.445,515.722,499.724,515.722,2997605.0
2018-04-22,501.445,515.722,499.724,515.722,2997605.0
