,KAZ LN Equity,KAZ LN Equity,KAZ LN Equity,KAZ LN Equity,KAZ LN Equity
2010-04-03,1357.136,1413.794,1357.136,1400.515,2203993.0
2010-04-04,1357.136,1413.794,1357.136,1400.515,2203993.0
2010-04-05,1357.136,1413.794,1357.136,1400.515,2203993.0
2010-04-06,1408.482,1446.549,1403.17,1443.008,1430059.0
2010-04-07,1435.041,1440.352,1412.023,1419.106,1915842.0
2010-04-08,1403.17,1403.17,1364.218,1378.383,1911230.0
2010-04-09,1395.203,1416.45,1394.318,1408.482,1495255.0
2010-04-10,1395.203,1416.45,1394.318,1408.482,1495255.0
2010-04-11,1395.203,1416.45,1394.318,1408.482,1495255.0
2010-04-12,1415.564,1425.303,1383.694,1396.088,2168042.0
2010-04-13,1388.121,1395.203,1350.054,1351.824,4409517.0
2010-04-14,1368.645,1389.006,1363.333,1377.497,1400320.0
2010-04-15,1375.727,1387.235,1361.562,1378.383,1298763.0
2010-04-16,1366.874,1372.186,1319.069,1326.151,3494025.0
2010-04-17,1366.874,1372.186,1319.069,1326.151,3494025.0
2010-04-18,1366.874,1372.186,1319.069,1326.151,3494025.0
2010-04-19,1322.61,1322.61,1283.658,1304.904,2421494.0
2010-04-20,1304.904,1332.348,1304.904,1310.216,2818164.0
2010-04-21,1310.094,1318.093,1286.985,1288.762,3421102.0
2010-04-22,1286.985,1309.205,1255.877,1262.098,3312341.0
2010-04-23,1269.209,1294.984,1250.544,1270.986,2236971.0
2010-04-24,1269.209,1294.984,1250.544,1270.986,2236971.0
2010-04-25,1269.209,1294.984,1250.544,1270.986,2236971.0
2010-04-26,1299.428,1320.759,1287.874,1315.426,1902390.0
2010-04-27,1308.316,1308.316,1234.545,1234.545,2378736.0
2010-04-28,1228.324,1244.322,1195.438,1225.657,4474679.0
2010-04-29,1263.876,1282.541,1225.657,1272.764,3362980.0
2010-04-30,1276.319,1323.426,1239.878,1247.877,3302699.0
2010-05-01,1276.319,1323.426,1239.878,1247.877,3302699.0
2010-05-02,1276.319,1323.426,1239.878,1247.877,3302699.0
2010-05-03,1276.319,1323.426,1239.878,1247.877,3302699.0
2010-05-04,1218.547,1254.099,1153.664,1155.442,5058580.0
2010-05-05,1170.552,1174.107,1061.229,1101.225,6981279.0
2010-05-06,1084.338,1140.332,1064.784,1079.005,3748429.0
2010-05-07,1039.898,1099.448,1025.677,1063.896,5864406.0
2010-05-08,1039.898,1099.448,1025.677,1063.896,5864406.0
2010-05-09,1039.898,1099.448,1025.677,1063.896,5864406.0
2010-05-10,1190.994,1190.994,1125.223,1177.662,4365778.0
2010-05-11,1148.332,1160.775,1103.003,1128.778,2900922.0
2010-05-12,1122.556,1160.775,1114.557,1149.22,2892157.0
2010-05-13,1165.219,1183.884,1154.553,1180.329,1807375.0
2010-05-14,1165.219,1168.774,1092.337,1098.559,2762747.0
2010-05-15,1165.219,1168.774,1092.337,1098.559,2762747.0
2010-05-16,1165.219,1168.774,1092.337,1098.559,2762747.0
2010-05-17,1081.672,1122.556,1057.674,1067.451,2977660.0
2010-05-18,1084.338,1110.113,1079.894,1084.338,2506818.0
2010-05-19,1058.563,1058.563,998.124,1011.456,4321426.0
2010-05-20,1000.791,1030.121,931.464,967.905,5787582.0
2010-05-21,957.239,996.347,941.241,989.236,7753826.0
2010-05-22,957.239,996.347,941.241,989.236,7753826.0
2010-05-23,957.239,996.347,941.241,989.236,7753826.0
2010-05-24,1008.79,1020.344,962.572,1000.791,3883704.0
2010-05-25,959.017,967.905,926.131,952.795,3715738.0
2010-05-26,995.458,1033.676,985.681,1021.233,3810173.0
2010-05-27,1035.454,1071.895,1034.565,1062.118,2644133.0
2010-05-28,1077.228,1089.671,1049.675,1053.23,2638984.0
2010-05-29,1077.228,1089.671,1049.675,1053.23,2638984.0
2010-05-30,1077.228,1089.671,1049.675,1053.23,2638984.0
2010-05-31,1077.228,1089.671,1049.675,1053.23,2638984.0
2010-06-01,1028.343,1042.564,1005.235,1036.343,2293016.0
2010-06-02,1016.789,1031.01,1002.568,1030.121,2153015.0
2010-06-03,1064.784,1079.894,1039.898,1047.008,2506887.0
2010-06-04,1044.342,1057.674,987.459,994.569,1968276.0
2010-06-05,1044.342,1057.674,987.459,994.569,1968276.0
2010-06-06,1044.342,1057.674,987.459,994.569,1968276.0
2010-06-07,965.239,984.792,942.13,954.573,2004985.0
2010-06-08,964.35,976.793,919.91,941.241,3597939.0
2010-06-09,954.573,988.347,947.463,983.015,3610619.0
2010-06-10,979.459,1029.232,964.35,1016.789,4174501.0
2010-06-11,1026.566,1032.787,994.569,1007.901,1927070.0
2010-06-12,1026.566,1032.787,994.569,1007.901,1927070.0
2010-06-13,1026.566,1032.787,994.569,1007.901,1927070.0
2010-06-14,1026.566,1055.008,1021.233,1051.452,1332922.0
2010-06-15,1039.898,1069.228,1036.343,1060.34,1140847.0
2010-06-16,1066.562,1075.45,1047.897,1060.34,1307950.0
2010-06-17,1054.119,1069.228,1040.787,1048.786,1441210.0
2010-06-18,1053.23,1067.451,1045.231,1061.229,1926806.0
2010-06-19,1053.23,1067.451,1045.231,1061.229,1926806.0
2010-06-20,1053.23,1067.451,1045.231,1061.229,1926806.0
2010-06-21,1087.893,1124.334,1081.672,1097.67,2240243.0
2010-06-22,1083.449,1083.449,1051.452,1063.007,1455975.0
2010-06-23,1040.787,1075.45,1030.121,1039.009,1147114.0
2010-06-24,1049.675,1055.896,980.348,986.57,2337196.0
2010-06-25,983.015,995.458,942.13,948.351,1843565.0
2010-06-26,983.015,995.458,942.13,948.351,1843565.0
2010-06-27,983.015,995.458,942.13,948.351,1843565.0
2010-06-28,956.351,978.571,938.574,966.127,2144755.0
2010-06-29,966.127,966.127,914.577,917.243,2855987.0
2010-06-30,916.354,919.91,879.469,883.469,3533580.0
2010-07-01,868.804,884.358,849.25,857.694,3398978.0
2010-07-02,880.358,902.134,865.248,875.025,2302178.0
2010-07-03,880.358,902.134,865.248,875.025,2302178.0
2010-07-04,880.358,902.134,865.248,875.025,2302178.0
2010-07-05,890.579,895.023,859.027,859.916,1267162.0
2010-07-06,867.026,921.687,867.026,921.687,2035168.0
2010-07-07,910.133,923.465,875.914,922.576,3267901.0
2010-07-08,941.241,949.24,926.131,943.018,2666796.0
2010-07-09,951.907,972.349,943.018,967.016,2149866.0
2010-07-10,951.907,972.349,943.018,967.016,2149866.0
2010-07-11,951.907,972.349,943.018,967.016,2149866.0
2010-07-12,965.239,969.683,935.908,939.463,1711494.0
2010-07-13,935.908,967.905,927.909,959.017,1381109.0
2010-07-14,963.461,972.349,932.353,951.907,1681022.0
2010-07-15,946.574,948.351,920.798,934.13,2711597.0
2010-07-16,940.352,952.795,903.911,910.133,2911362.0
2010-07-17,940.352,952.795,903.911,910.133,2911362.0
2010-07-18,940.352,952.795,903.911,910.133,2911362.0
2010-07-19,900.356,921.687,895.023,903.911,2111345.0
2010-07-20,893.246,921.687,880.802,919.021,3021007.0
2010-07-21,932.353,988.347,932.353,983.015,4279513.0
2010-07-22,975.015,1038.12,968.794,1033.676,4196267.0
2010-07-23,1034.565,1064.784,1028.343,1053.23,2766966.0
2010-07-24,1034.565,1064.784,1028.343,1053.23,2766966.0
2010-07-25,1034.565,1064.784,1028.343,1053.23,2766966.0
2010-07-26,1065.673,1086.116,1053.23,1069.228,2325951.0
2010-07-27,1064.784,1098.559,1063.896,1080.783,3780833.0
2010-07-28,1093.226,1107.447,1059.452,1063.896,2439572.0
2010-07-29,1071.006,1109.224,1063.007,1084.338,2405639.0
2010-07-30,1086.116,1093.226,1063.007,1080.783,2383429.0
2010-07-31,1086.116,1093.226,1063.007,1080.783,2383429.0
2010-08-01,1086.116,1093.226,1063.007,1080.783,2383429.0
2010-08-02,1101.225,1136.777,1082.56,1135.888,2576697.0
2010-08-03,1135.0,1135.0,1111.891,1121.668,2149345.0
2010-08-04,1112.78,1137.666,1088.782,1125.223,1484527.0
2010-08-05,1121.668,1146.554,1104.78,1122.556,1931652.0
2010-08-06,1128.778,1155.442,1117.224,1127.0,2142387.0
2010-08-07,1128.778,1155.442,1117.224,1127.0,2142387.0
2010-08-08,1128.778,1155.442,1117.224,1127.0,2142387.0
2010-08-09,1137.666,1159.886,1125.223,1131.444,1322380.0
2010-08-10,1120.779,1120.779,1086.116,1103.003,1922074.0
2010-08-11,1089.671,1089.671,1036.343,1038.12,2194474.0
2010-08-12,1031.01,1047.008,1007.012,1039.898,2080403.0
2010-08-13,1048.786,1064.784,1015.9,1027.455,1373250.0
2010-08-14,1048.786,1064.784,1015.9,1027.455,1373250.0
2010-08-15,1048.786,1064.784,1015.9,1027.455,1373250.0
2010-08-16,1033.676,1052.341,1023.011,1045.231,861574.0
2010-08-17,1055.008,1087.004,1055.008,1083.449,1590533.0
2010-08-18,1084.338,1087.893,1063.007,1069.228,1558218.0
2010-08-19,1075.45,1089.671,1052.341,1055.896,2380818.0
2010-08-20,1051.452,1058.563,1011.456,1014.123,2124427.0
2010-08-21,1051.452,1058.563,1011.456,1014.123,2124427.0
2010-08-22,1051.452,1058.563,1011.456,1014.123,2124427.0
2010-08-23,1020.344,1039.898,1015.9,1020.344,1213953.0
2010-08-24,1009.679,1009.679,959.017,980.348,1898565.0
2010-08-25,978.571,990.125,943.907,953.684,2085980.0
2010-08-26,975.015,1007.012,973.238,1003.457,2675441.0
2010-08-27,1000.791,1015.011,976.793,1011.456,1873518.0
2010-08-28,1000.791,1015.011,976.793,1011.456,1873518.0
2010-08-29,1000.791,1015.011,976.793,1011.456,1873518.0
2010-08-30,1000.791,1015.011,976.793,1011.456,1873518.0
2010-08-31,987.459,1027.455,975.015,1027.455,1861779.0
2010-09-01,1039.898,1098.559,1034.565,1098.559,2763327.0
2010-09-02,1088.782,1119.89,1085.227,1108.336,2538080.0
2010-09-03,1111.002,1153.664,1102.114,1142.11,2534273.0
2010-09-04,1111.002,1153.664,1102.114,1142.11,2534273.0
2010-09-05,1111.002,1153.664,1102.114,1142.11,2534273.0
2010-09-06,1151.887,1155.442,1127.0,1127.0,878358.0
2010-09-07,1113.668,1122.556,1099.448,1107.447,1306625.0
2010-09-08,1096.671,1145.709,1089.538,1138.576,1850622.0
2010-09-09,1128.768,1167.107,1126.985,1154.625,1616903.0
2010-09-10,1151.058,1171.565,1144.817,1145.709,1445341.0
2010-09-11,1151.058,1171.565,1144.817,1145.709,1445341.0
2010-09-12,1151.058,1171.565,1144.817,1145.709,1445341.0
2010-09-13,1166.216,1205.446,1159.974,1205.446,2244186.0
2010-09-14,1200.096,1220.603,1193.855,1215.254,2519102.0
2010-09-15,1215.254,1223.278,1191.18,1208.121,1538273.0
2010-09-16,1203.663,1220.603,1192.964,1217.037,1094687.0
2010-09-17,1237.544,1257.159,1231.303,1237.544,2620862.0
2010-09-18,1237.544,1257.159,1231.303,1237.544,2620862.0
2010-09-19,1237.544,1257.159,1231.303,1237.544,2620862.0
2010-09-20,1244.677,1251.809,1222.387,1250.026,1152025.0
2010-09-21,1244.677,1268.75,1243.785,1248.243,1699079.0
2010-09-22,1256.267,1291.04,1237.544,1284.799,1826185.0
2010-09-23,1294.606,1295.498,1233.977,1273.208,2488450.0
2010-09-24,1246.46,1271.425,1219.712,1266.967,3180496.0
2010-09-25,1246.46,1271.425,1219.712,1266.967,3180496.0
2010-09-26,1246.46,1271.425,1219.712,1266.967,3180496.0
2010-09-27,1263.4,1297.281,1263.4,1285.69,1897867.0
2010-09-28,1272.316,1304.414,1258.942,1301.739,2143471.0
2010-09-29,1309.764,1316.896,1283.015,1299.064,1567174.0
2010-09-30,1285.69,1326.704,1278.557,1294.606,1866097.0
2010-10-01,1301.739,1315.113,1287.473,1302.631,1846916.0
2010-10-02,1301.739,1315.113,1287.473,1302.631,1846916.0
2010-10-03,1301.739,1315.113,1287.473,1302.631,1846916.0
2010-10-04,1304.414,1313.33,1266.075,1268.75,1630139.0
2010-10-05,1236.652,1276.774,1211.687,1272.316,3636554.0
2010-10-06,1279.449,1329.379,1275.883,1322.246,2134796.0
2010-10-07,1291.931,1292.823,1241.11,1248.243,7143048.0
2010-10-08,1250.026,1259.834,1218.82,1252.701,2339153.0
2010-10-09,1250.026,1259.834,1218.82,1252.701,2339153.0
2010-10-10,1250.026,1259.834,1218.82,1252.701,2339153.0
2010-10-11,1251.809,1263.4,1242.002,1253.593,3310769.0
2010-10-12,1239.327,1239.327,1211.687,1225.953,2977703.0
2010-10-13,1244.677,1257.159,1241.11,1252.701,7864816.0
2010-10-14,1257.159,1277.666,1250.026,1263.4,2964674.0
2010-10-15,1261.617,1266.075,1212.579,1233.977,2845054.0
2010-10-16,1261.617,1266.075,1212.579,1233.977,2845054.0
2010-10-17,1261.617,1266.075,1212.579,1233.977,2845054.0
2010-10-18,1219.712,1224.17,1201.88,1211.687,2509074.0
2010-10-19,1228.628,1230.411,1169.782,1175.132,2809113.0
2010-10-20,1168.89,1192.072,1155.516,1180.481,3075326.0
2010-10-21,1178.698,1211.687,1163.541,1192.964,3257070.0
2010-10-22,1188.506,1201.88,1179.59,1188.506,1914053.0
2010-10-23,1188.506,1201.88,1179.59,1188.506,1914053.0
2010-10-24,1188.506,1201.88,1179.59,1188.506,1914053.0
2010-10-25,1212.579,1241.11,1203.663,1230.411,1908861.0
2010-10-26,1248.243,1264.292,1215.254,1240.219,2720727.0
2010-10-27,1228.628,1229.519,1171.565,1177.806,3312333.0
2010-10-28,1207.229,1208.121,1168.89,1182.264,1442054.0
2010-10-29,1191.18,1192.964,1163.541,1173.348,3339312.0
2010-10-30,1191.18,1192.964,1163.541,1173.348,3339312.0
2010-10-31,1191.18,1192.964,1163.541,1173.348,3339312.0
2010-11-01,1194.747,1216.145,1188.506,1193.855,1850823.0
2010-11-02,1194.747,1239.327,1192.964,1235.761,2532810.0
2010-11-03,1240.219,1242.002,1212.579,1220.603,1132198.0
2010-11-04,1253.593,1306.197,1243.785,1303.522,2972635.0
2010-11-05,1315.113,1337.403,1263.4,1334.728,3153241.0
2010-11-06,1315.113,1337.403,1263.4,1334.728,3153241.0
2010-11-07,1315.113,1337.403,1263.4,1334.728,3153241.0
2010-11-08,1322.246,1346.319,1316.005,1343.644,1663329.0
2010-11-09,1341.861,1400.707,1333.837,1384.658,1920610.0
2010-11-10,1373.067,1373.067,1316.005,1332.054,2084243.0
2010-11-11,1361.476,1398.032,1355.235,1382.875,2814123.0
2010-11-12,1340.078,1361.476,1308.872,1335.62,2512569.0
2010-11-13,1340.078,1361.476,1308.872,1335.62,2512569.0
2010-11-14,1340.078,1361.476,1308.872,1335.62,2512569.0
2010-11-15,1328.487,1362.368,1304.414,1349.886,1507082.0
2010-11-16,1332.945,1332.945,1261.617,1266.967,3001887.0
2010-11-17,1258.051,1291.04,1242.002,1271.425,2540893.0
2010-11-18,1291.931,1317.788,1290.148,1310.655,2276555.0
2010-11-19,1309.764,1309.764,1276.774,1292.823,1816927.0
2010-11-20,1309.764,1309.764,1276.774,1292.823,1816927.0
2010-11-21,1309.764,1309.764,1276.774,1292.823,1816927.0
2010-11-22,1316.005,1328.487,1275.883,1283.907,1598950.0
2010-11-23,1261.617,1267.858,1240.219,1240.219,1872149.0
2010-11-24,1260.725,1299.064,1246.46,1291.931,2174064.0
2010-11-25,1297.281,1311.547,1283.907,1307.98,1500523.0
2010-11-26,1289.257,1303.522,1261.617,1274.991,1957314.0
2010-11-27,1289.257,1303.522,1261.617,1274.991,1957314.0
2010-11-28,1289.257,1303.522,1261.617,1274.991,1957314.0
2010-11-29,1283.907,1299.064,1242.002,1243.785,2290686.0
2010-11-30,1258.942,1261.617,1216.145,1235.761,2155620.0
2010-12-01,1258.051,1311.547,1251.809,1301.739,2575569.0
2010-12-02,1320.463,1336.512,1293.715,1325.812,2800316.0
2010-12-03,1329.379,1361.476,1313.33,1347.211,1734003.0
2010-12-04,1329.379,1361.476,1313.33,1347.211,1734003.0
2010-12-05,1329.379,1361.476,1313.33,1347.211,1734003.0
2010-12-06,1353.452,1365.043,1335.62,1358.802,1439342.0
2010-12-07,1365.934,1422.105,1364.151,1385.55,3144088.0
2010-12-08,1365.043,1377.525,1348.994,1357.91,1918993.0
2010-12-09,1377.525,1397.141,1335.62,1348.102,1387262.0
2010-12-10,1358.802,1373.067,1339.186,1363.26,884132.0
2010-12-11,1358.802,1373.067,1339.186,1363.26,884132.0
2010-12-12,1358.802,1373.067,1339.186,1363.26,884132.0
2010-12-13,1378.417,1422.105,1378.417,1419.431,1652260.0
2010-12-14,1413.189,1422.997,1398.032,1409.623,1066971.0
2010-12-15,1404.273,1411.406,1364.151,1406.057,1781889.0
2010-12-16,1405.165,1417.647,1381.092,1403.382,1385330.0
2010-12-17,1417.647,1433.696,1390.008,1411.406,1475487.0
2010-12-18,1417.647,1433.696,1390.008,1411.406,1475487.0
2010-12-19,1417.647,1433.696,1390.008,1411.406,1475487.0
2010-12-20,1400.707,1430.13,1398.924,1406.948,1056981.0
2010-12-21,1423.889,1458.661,1416.756,1437.263,1688453.0
2010-12-22,1438.154,1457.769,1419.431,1455.986,926848.0
2010-12-23,1460.444,1460.444,1436.371,1438.154,658982.0
2010-12-24,1434.588,1442.612,1420.322,1435.479,56829.0
2010-12-25,1434.588,1442.612,1420.322,1435.479,56829.0
2010-12-26,1434.588,1442.612,1420.322,1435.479,56829.0
2010-12-27,1434.588,1442.612,1420.322,1435.479,56829.0
2010-12-28,1434.588,1442.612,1420.322,1435.479,56829.0
2010-12-29,1436.371,1460.444,1429.238,1460.444,416561.0
2010-12-30,1459.553,1468.469,1447.962,1459.553,450614.0
2010-12-31,1454.203,1462.227,1439.046,1439.046,177556.0
2011-01-01,1454.203,1462.227,1439.046,1439.046,177556.0
2011-01-02,1454.203,1462.227,1439.046,1439.046,177556.0
2011-01-03,1454.203,1462.227,1439.046,1439.046,177556.0
2011-01-04,1503.241,1515.724,1460.444,1470.252,1369240.0
2011-01-05,1462.227,1464.011,1422.997,1447.962,1930013.0
2011-01-06,1447.962,1478.276,1423.889,1443.504,1388817.0
2011-01-07,1443.504,1445.287,1407.84,1418.539,1523909.0
2011-01-08,1443.504,1445.287,1407.84,1418.539,1523909.0
2011-01-09,1443.504,1445.287,1407.84,1418.539,1523909.0
2011-01-10,1404.273,1406.948,1360.585,1383.766,1700334.0
2011-01-11,1395.357,1449.745,1390.008,1437.263,1506449.0
2011-01-12,1462.227,1495.217,1453.311,1489.867,2163136.0
2011-01-13,1497.0,1505.916,1480.06,1481.843,1339098.0
2011-01-14,1476.493,1480.06,1437.263,1462.227,1550117.0
2011-01-15,1476.493,1480.06,1437.263,1462.227,1550117.0
2011-01-16,1476.493,1480.06,1437.263,1462.227,1550117.0
2011-01-17,1462.227,1464.902,1426.563,1440.829,976781.0
2011-01-18,1462.227,1494.325,1457.769,1484.518,1424098.0
2011-01-19,1497.892,1507.699,1437.263,1446.179,1306371.0
2011-01-20,1438.154,1441.721,1368.609,1371.284,3164633.0
2011-01-21,1382.875,1407.84,1356.127,1376.634,2031046.0
2011-01-22,1382.875,1407.84,1356.127,1376.634,2031046.0
2011-01-23,1382.875,1407.84,1356.127,1376.634,2031046.0
2011-01-24,1387.333,1396.249,1361.476,1389.116,1369062.0
2011-01-25,1396.249,1396.249,1330.27,1337.403,1972752.0
2011-01-26,1346.319,1387.333,1340.078,1366.826,1520247.0
2011-01-27,1384.658,1414.973,1371.284,1373.959,1702216.0
2011-01-28,1369.501,1373.959,1329.379,1341.861,2155388.0
2011-01-29,1369.501,1373.959,1329.379,1341.861,2155388.0
2011-01-30,1369.501,1373.959,1329.379,1341.861,2155388.0
2011-01-31,1330.27,1357.018,1316.005,1342.753,1571101.0
2011-02-01,1364.151,1412.298,1362.368,1406.948,1982222.0
2011-02-02,1422.105,1448.853,1403.382,1421.214,1508623.0
2011-02-03,1422.105,1433.696,1403.382,1421.214,1015395.0
2011-02-04,1431.913,1455.986,1420.322,1435.479,1149261.0
2011-02-05,1431.913,1455.986,1420.322,1435.479,1149261.0
2011-02-06,1431.913,1455.986,1420.322,1435.479,1149261.0
2011-02-07,1441.721,1458.661,1425.672,1454.203,855290.0
2011-02-08,1454.203,1462.227,1412.298,1446.179,1409860.0
2011-02-09,1438.154,1443.504,1394.466,1398.924,1836439.0
2011-02-10,1397.141,1403.382,1365.043,1380.2,1284284.0
2011-02-11,1395.357,1402.49,1357.018,1389.116,1629042.0
2011-02-12,1395.357,1402.49,1357.018,1389.116,1629042.0
2011-02-13,1395.357,1402.49,1357.018,1389.116,1629042.0
2011-02-14,1385.55,1419.431,1370.392,1407.84,1323012.0
2011-02-15,1388.225,1393.574,1364.151,1371.284,1484241.0
2011-02-16,1378.417,1401.599,1359.693,1371.284,1355288.0
2011-02-17,1378.417,1381.983,1332.945,1341.861,1626658.0
2011-02-18,1345.428,1347.211,1311.547,1320.463,1522516.0
2011-02-19,1345.428,1347.211,1311.547,1320.463,1522516.0
2011-02-20,1345.428,1347.211,1311.547,1320.463,1522516.0
2011-02-21,1322.246,1334.728,1291.04,1294.606,1356258.0
2011-02-22,1291.04,1304.414,1266.967,1291.04,1955780.0
2011-02-23,1284.799,1288.365,1242.002,1242.002,2114524.0
2011-02-24,1239.327,1252.701,1219.712,1249.135,2625529.0
2011-02-25,1268.75,1299.064,1268.75,1276.774,2184725.0
2011-02-26,1268.75,1299.064,1268.75,1276.774,2184725.0
2011-02-27,1268.75,1299.064,1268.75,1276.774,2184725.0
2011-02-28,1283.907,1294.606,1274.099,1287.473,2176695.0
2011-03-01,1301.739,1324.029,1258.942,1272.316,1542284.0
