,SMWH LN Equity,SMWH LN Equity,SMWH LN Equity,SMWH LN Equity,SMWH LN Equity
2010-03-27,346.344,347.689,342.167,347.618,410911.0
2010-03-28,346.344,347.689,342.167,347.618,410911.0
2010-03-29,349.6,350.592,345.14,349.742,647168.0
2010-03-30,348.751,349.53,342.521,342.521,289145.0
2010-03-31,344.928,348.114,340.68,344.007,361336.0
2010-04-01,347.264,352.716,347.264,352.716,244906.0
2010-04-02,347.264,352.716,347.264,352.716,244906.0
2010-04-03,347.264,352.716,347.264,352.716,244906.0
2010-04-04,347.264,352.716,347.264,352.716,244906.0
2010-04-05,347.264,352.716,347.264,352.716,244906.0
2010-04-06,354.698,355.76,349.317,350.096,162780.0
2010-04-07,349.105,350.875,344.857,345.707,150915.0
2010-04-08,343.937,344.857,332.397,344.22,273923.0
2010-04-09,346.485,348.68,344.149,347.335,102611.0
2010-04-10,346.485,348.68,344.149,347.335,102611.0
2010-04-11,346.485,348.68,344.149,347.335,102611.0
2010-04-12,350.662,353.494,348.609,349.954,131964.0
2010-04-13,348.114,355.052,348.114,352.928,397027.0
2010-04-14,354.698,358.946,353.99,355.406,202849.0
2010-04-15,357.53,358.238,352.857,353.99,234828.0
2010-04-16,353.494,358.946,351.866,354.698,215919.0
2010-04-17,353.494,358.946,351.866,354.698,215919.0
2010-04-18,353.494,358.946,351.866,354.698,215919.0
2010-04-19,353.99,358.946,349.034,353.353,504690.0
2010-04-20,355.76,367.442,354.698,359.3,323742.0
2010-04-21,362.486,368.149,360.362,364.256,261033.0
2010-04-22,364.61,364.61,355.76,357.53,731650.0
2010-04-23,357.53,363.194,355.052,361.07,361803.0
2010-04-24,357.53,363.194,355.052,361.07,361803.0
2010-04-25,357.53,363.194,355.052,361.07,361803.0
2010-04-26,358.946,366.026,355.052,355.052,377921.0
2010-04-27,354.344,356.114,351.512,351.512,316143.0
2010-04-28,348.326,355.76,348.326,353.282,338827.0
2010-04-29,351.512,356.114,351.512,356.114,183582.0
2010-04-30,357.53,359.654,355.406,356.114,421510.0
2010-05-01,357.53,359.654,355.406,356.114,421510.0
2010-05-02,357.53,359.654,355.406,356.114,421510.0
2010-05-03,357.53,359.654,355.406,356.114,421510.0
2010-05-04,360.716,361.424,353.99,354.344,249591.0
2010-05-05,351.724,356.468,347.264,347.476,397120.0
2010-05-06,344.857,352.645,340.467,340.467,418590.0
2010-05-07,332.963,336.644,317.883,323.476,492448.0
2010-05-08,332.963,336.644,317.883,323.476,492448.0
2010-05-09,332.963,336.644,317.883,323.476,492448.0
2010-05-10,332.751,343.583,331.547,340.538,407082.0
2010-05-11,337.069,339.264,332.892,336.857,271765.0
2010-05-12,333.6,342.804,333.6,341.529,296357.0
2010-05-13,344.574,346.91,339.972,345.069,373339.0
2010-05-14,342.45,346.769,336.857,343.37,497210.0
2010-05-15,342.45,346.769,336.857,343.37,497210.0
2010-05-16,342.45,346.769,336.857,343.37,497210.0
2010-05-17,338.485,342.308,335.228,335.795,357539.0
2010-05-18,338.627,342.662,334.308,336.715,373673.0
2010-05-19,333.918,339.225,324.165,324.954,557051.0
2010-05-20,326.746,332.842,313.981,316.563,392003.0
2010-05-21,316.849,320.507,309.964,319.073,1119313.0
2010-05-22,316.849,320.507,309.964,319.073,1119313.0
2010-05-23,316.849,320.507,309.964,319.073,1119313.0
2010-05-24,323.949,324.451,320.794,321.798,243806.0
2010-05-25,315.63,318.499,312.618,315.917,267444.0
2010-05-26,322.443,322.443,318.642,318.642,291699.0
2010-05-27,318.642,322.515,316.276,319.79,326933.0
2010-05-28,319.862,327.679,319.862,320.866,257222.0
2010-05-29,319.862,327.679,319.862,320.866,257222.0
2010-05-30,319.862,327.679,319.862,320.866,257222.0
2010-05-31,319.862,327.679,319.862,320.866,257222.0
2010-06-01,318.427,320.005,308.172,314.339,331048.0
2010-06-02,315.415,320.292,310.108,318.714,188820.0
2010-06-03,322.587,323.949,319.073,323.949,263023.0
2010-06-04,323.878,323.878,312.475,318.427,331900.0
2010-06-05,323.878,323.878,312.475,318.427,331900.0
2010-06-06,323.878,323.878,312.475,318.427,331900.0
2010-06-07,318.427,334.42,312.618,325.599,490238.0
2010-06-08,326.316,326.316,310.682,311.973,639907.0
2010-06-09,316.204,316.849,308.028,310.61,290152.0
2010-06-10,312.475,313.694,306.665,312.116,704255.0
2010-06-11,315.128,317.567,312.331,316.491,929677.0
2010-06-12,315.128,317.567,312.331,316.491,929677.0
2010-06-13,315.128,317.567,312.331,316.491,929677.0
2010-06-14,316.347,316.347,307.526,311.112,221846.0
2010-06-15,313.192,319.001,310.825,314.483,473561.0
2010-06-16,313.981,315.917,308.745,309.821,384998.0
2010-06-17,305.375,313.837,305.375,312.618,425657.0
2010-06-18,317.997,317.997,309.534,313.048,632964.0
2010-06-19,317.997,317.997,309.534,313.048,632964.0
2010-06-20,317.997,317.997,309.534,313.048,632964.0
2010-06-21,315.128,317.423,309.534,312.188,196259.0
2010-06-22,308.315,316.778,303.868,311.973,472625.0
2010-06-23,312.618,313.192,309.678,310.466,149210.0
2010-06-24,313.335,313.981,305.159,306.522,168214.0
2010-06-25,299.852,302.864,292.394,299.852,662892.0
2010-06-26,299.852,302.864,292.394,299.852,662892.0
2010-06-27,299.852,302.864,292.394,299.852,662892.0
2010-06-28,299.279,299.279,294.832,297.557,324022.0
2010-06-29,294.115,299.565,294.043,296.553,554405.0
2010-06-30,299.494,299.494,290.457,293.541,385646.0
2010-07-01,288.521,294.187,284.003,287.589,245230.0
2010-07-02,291.39,296.984,286.943,294.76,177541.0
2010-07-03,291.39,296.984,286.943,294.76,177541.0
2010-07-04,291.39,296.984,286.943,294.76,177541.0
2010-07-05,292.896,296.625,292.035,295.477,118096.0
2010-07-06,298.49,299.35,295.477,296.768,76749.0
2010-07-07,292.68,299.709,291.031,299.063,342520.0
2010-07-08,302.004,304.227,294.904,297.557,218712.0
2010-07-09,295.693,296.195,292.035,292.68,250345.0
2010-07-10,295.693,296.195,292.035,292.68,250345.0
2010-07-11,295.693,296.195,292.035,292.68,250345.0
2010-07-12,292.107,295.979,290.959,295.621,252929.0
2010-07-13,294.617,299.207,294.617,299.207,338527.0
2010-07-14,298.274,304.084,298.274,303.366,672108.0
2010-07-15,304.155,304.801,301.358,303.653,228181.0
2010-07-16,302.864,304.801,300.641,302.793,248714.0
2010-07-17,302.864,304.801,300.641,302.793,248714.0
2010-07-18,302.864,304.801,300.641,302.793,248714.0
2010-07-19,305.088,305.805,301.215,304.084,285411.0
2010-07-20,302.506,304.801,300.139,301.215,344936.0
2010-07-21,305.948,306.952,301.215,305.518,189420.0
2010-07-22,302.793,306.522,302.649,305.518,238731.0
2010-07-23,305.231,309.247,304.873,307.311,313394.0
2010-07-24,305.231,309.247,304.873,307.311,313394.0
2010-07-25,305.231,309.247,304.873,307.311,313394.0
2010-07-26,310.753,311.327,306.952,308.745,79518.0
2010-07-27,312.116,312.259,304.729,306.307,144673.0
2010-07-28,305.231,306.092,303.868,305.016,175485.0
2010-07-29,303.008,306.522,300.928,302.004,156068.0
2010-07-30,300.354,307.167,300.354,304.586,336418.0
2010-07-31,300.354,307.167,300.354,304.586,336418.0
2010-08-01,300.354,307.167,300.354,304.586,336418.0
2010-08-02,308.674,311.184,306.881,307.526,226038.0
2010-08-03,308.172,308.96,301.502,306.737,96850.0
2010-08-04,305.303,306.235,301.215,304.873,128980.0
2010-08-05,304.657,306.163,300.569,300.569,131380.0
2010-08-06,300.426,302.864,296.912,298.776,94592.0
2010-08-07,300.426,302.864,296.912,298.776,94592.0
2010-08-08,300.426,302.864,296.912,298.776,94592.0
2010-08-09,303.653,305.303,302.291,304.084,60137.0
2010-08-10,303.366,304.586,298.131,299.709,77546.0
2010-08-11,297.772,298.705,288.664,291.246,196737.0
2010-08-12,291.246,298.92,289.095,291.031,163187.0
2010-08-13,293.9,296.123,289.381,291.533,123997.0
2010-08-14,293.9,296.123,289.381,291.533,123997.0
2010-08-15,293.9,296.123,289.381,291.533,123997.0
2010-08-16,293.111,295.047,289.381,291.031,101448.0
2010-08-17,294.33,298.705,288.593,290.314,119387.0
2010-08-18,285.939,290.314,281.277,285.58,165052.0
2010-08-19,285.796,289.597,282.855,286.513,209557.0
2010-08-20,287.23,291.246,284.361,287.875,123916.0
2010-08-21,287.23,291.246,284.361,287.875,123916.0
2010-08-22,287.23,291.246,284.361,287.875,123916.0
2010-08-23,289.525,294.545,289.525,291.82,114045.0
2010-08-24,292.035,292.035,287.804,289.453,107162.0
2010-08-25,290.099,291.605,287.589,291.533,201135.0
2010-08-26,293.254,293.685,289.883,291.103,142804.0
2010-08-27,289.31,294.617,289.31,293.111,269816.0
2010-08-28,289.31,294.617,289.31,293.111,269816.0
2010-08-29,289.31,294.617,289.31,293.111,269816.0
2010-08-30,289.31,294.617,289.31,293.111,269816.0
2010-08-31,290.457,292.824,290.457,292.322,92101.0
2010-09-01,291.82,298.418,291.748,296.84,205285.0
2010-09-02,295.477,297.629,294.545,296.553,180226.0
2010-09-03,297.557,310.969,297.557,301.932,136242.0
2010-09-04,297.557,310.969,297.557,301.932,136242.0
2010-09-05,297.557,310.969,297.557,301.932,136242.0
2010-09-06,303.582,313.55,303.582,311.973,180919.0
2010-09-07,314.698,315.558,308.172,309.749,179760.0
2010-09-08,313.335,319.144,302.434,308.028,476987.0
2010-09-09,303.868,310.538,297.342,302.649,498024.0
2010-09-10,299.279,310.466,299.279,309.678,147522.0
2010-09-11,299.279,310.466,299.279,309.678,147522.0
2010-09-12,299.279,310.466,299.279,309.678,147522.0
2010-09-13,310.61,334.205,309.462,317.351,420096.0
2010-09-14,319.431,319.431,310.323,313.263,98534.0
2010-09-15,312.188,317.925,310.61,315.558,199210.0
2010-09-16,316.993,319.503,310.466,311.901,280277.0
2010-09-17,314.626,314.626,309.893,312.259,449837.0
2010-09-18,314.626,314.626,309.893,312.259,449837.0
2010-09-19,314.626,314.626,309.893,312.259,449837.0
2010-09-20,315.702,320.579,311.901,319.862,258995.0
2010-09-21,319.431,324.093,319.431,320.507,346291.0
2010-09-22,322.659,325.958,315.845,322.3,252443.0
2010-09-23,324.021,324.308,318.14,321.152,206263.0
2010-09-24,322.659,322.659,319.718,321.583,106659.0
2010-09-25,322.659,322.659,319.718,321.583,106659.0
2010-09-26,322.659,322.659,319.718,321.583,106659.0
2010-09-27,324.595,326.316,321.368,322.659,147025.0
2010-09-28,323.161,323.232,317.28,322.73,132517.0
2010-09-29,324.523,324.523,319.001,321.368,66627.0
2010-09-30,322.157,330.332,320.65,325.025,336307.0
2010-10-01,325.384,330.045,320.937,322.013,125384.0
2010-10-02,325.384,330.045,320.937,322.013,125384.0
2010-10-03,325.384,330.045,320.937,322.013,125384.0
2010-10-04,323.519,323.519,319.718,319.718,224783.0
2010-10-05,321.081,322.802,315.558,318.212,290099.0
2010-10-06,321.511,322.085,316.132,321.296,158354.0
2010-10-07,323.017,327.464,320.579,321.296,197092.0
2010-10-08,323.519,329.974,320.866,329.615,458208.0
2010-10-09,323.519,329.974,320.866,329.615,458208.0
2010-10-10,323.519,329.974,320.866,329.615,458208.0
2010-10-11,327.966,334.062,327.966,332.484,239109.0
2010-10-12,328.826,330.332,324.165,326.244,309462.0
2010-10-13,324.021,328.755,324.021,326.316,141366.0
2010-10-14,334.994,348.19,334.922,344.246,1118383.0
2010-10-15,337.791,345.967,337.791,343.528,475982.0
2010-10-16,337.791,345.967,337.791,343.528,475982.0
2010-10-17,337.791,345.967,337.791,343.528,475982.0
2010-10-18,345.537,351.991,341.807,345.752,457698.0
2010-10-19,348.836,349.266,343.815,347.114,259425.0
2010-10-20,345.034,345.823,340.66,342.955,159485.0
2010-10-21,343.887,347.114,336.07,345.608,483531.0
2010-10-22,343.6,347.114,343.6,346.971,366093.0
2010-10-23,343.6,347.114,343.6,346.971,366093.0
2010-10-24,343.6,347.114,343.6,346.971,366093.0
2010-10-25,345.895,352.063,345.895,347.186,395032.0
2010-10-26,347.545,349.768,343.098,348.262,390514.0
2010-10-27,348.836,351.274,344.461,345.967,236597.0
2010-10-28,347.831,350.126,344.891,347.831,245336.0
2010-10-29,348.405,348.405,345.034,347.401,251924.0
2010-10-30,348.405,348.405,345.034,347.401,251924.0
2010-10-31,348.405,348.405,345.034,347.401,251924.0
2010-11-01,349.122,349.624,342.453,345.178,264531.0
2010-11-02,345.608,350.485,343.528,348.692,270496.0
2010-11-03,346.11,349.266,344.102,344.174,200840.0
2010-11-04,349.194,349.194,344.532,346.827,152015.0
2010-11-05,348.405,351.489,341.735,343.098,307191.0
2010-11-06,348.405,351.489,341.735,343.098,307191.0
2010-11-07,348.405,351.489,341.735,343.098,307191.0
2010-11-08,342.883,344.532,337.863,341.664,206972.0
2010-11-09,339.082,340.301,334.062,335.855,240553.0
2010-11-10,336.213,338.436,334.492,335.281,195398.0
2010-11-11,337.074,337.432,331.05,331.552,529455.0
2010-11-12,331.408,331.408,326.89,329.543,357021.0
2010-11-13,331.408,331.408,326.89,329.543,357021.0
2010-11-14,331.408,331.408,326.89,329.543,357021.0
2010-11-15,328.468,335.353,326.962,334.205,367120.0
2010-11-16,334.205,337.432,325.24,325.456,260550.0
2010-11-17,324.523,335.209,322.515,333.488,306208.0
2010-11-18,337.576,338.365,333.99,335.711,277695.0
2010-11-19,337.217,342.022,336.93,340.66,613196.0
2010-11-20,337.217,342.022,336.93,340.66,613196.0
2010-11-21,337.217,342.022,336.93,340.66,613196.0
2010-11-22,343.672,346.039,338.508,340.947,205559.0
2010-11-23,339.943,345.106,339.225,341.807,333953.0
2010-11-24,341.52,341.52,339.225,340.588,420435.0
2010-11-25,340.301,342.309,338.58,340.731,618432.0
2010-11-26,339.799,344.532,339.799,340.803,582449.0
2010-11-27,339.799,344.532,339.799,340.803,582449.0
2010-11-28,339.799,344.532,339.799,340.803,582449.0
2010-11-29,344.461,344.461,338.293,339.584,319864.0
2010-11-30,340.947,341.807,335.783,338.867,393330.0
2010-12-01,342.094,348.62,337.934,344.532,2245998.0
2010-12-02,347.831,360.382,345.393,358.231,680131.0
2010-12-03,358.948,366.478,356.151,361.458,316219.0
2010-12-04,358.948,366.478,356.151,361.458,316219.0
2010-12-05,358.948,366.478,356.151,361.458,316219.0
2010-12-06,361.099,366.478,361.099,364.685,292343.0
2010-12-07,367.195,375.084,366.12,372.574,449727.0
2010-12-08,370.781,375.801,367.195,369.705,408093.0
2010-12-09,371.498,371.498,358.517,362.175,321647.0
2010-12-10,362.534,368.988,360.382,368.63,253653.0
2010-12-11,362.534,368.988,360.382,368.63,253653.0
2010-12-12,362.534,368.988,360.382,368.63,253653.0
2010-12-13,366.837,372.216,365.044,370.423,164530.0
2010-12-14,368.271,377.594,368.271,375.084,250310.0
2010-12-15,375.084,376.519,368.988,370.423,193958.0
2010-12-16,366.478,370.064,361.458,364.327,296425.0
2010-12-17,362.175,365.044,358.948,363.968,474268.0
2010-12-18,362.175,365.044,358.948,363.968,474268.0
2010-12-19,362.175,365.044,358.948,363.968,474268.0
2010-12-20,361.099,364.685,357.513,360.024,174844.0
2010-12-21,358.517,361.816,357.585,358.015,131692.0
2010-12-22,357.513,359.665,351.417,359.665,351836.0
2010-12-23,362.175,362.175,358.374,362.175,118393.0
2010-12-24,361.816,361.816,357.585,360.024,27770.0
2010-12-25,361.816,361.816,357.585,360.024,27770.0
2010-12-26,361.816,361.816,357.585,360.024,27770.0
2010-12-27,361.816,361.816,357.585,360.024,27770.0
2010-12-28,361.816,361.816,357.585,360.024,27770.0
2010-12-29,355.577,364.685,353.282,355.147,200012.0
2010-12-30,354.86,354.86,346.182,350.485,203979.0
2010-12-31,352.063,352.063,348.549,349.266,43563.0
2011-01-01,352.063,352.063,348.549,349.266,43563.0
2011-01-02,352.063,352.063,348.549,349.266,43563.0
2011-01-03,352.063,352.063,348.549,349.266,43563.0
2011-01-04,350.772,360.024,350.772,360.024,366989.0
2011-01-05,363.412,363.412,348.678,355.677,510897.0
2011-01-06,355.824,358.771,351.109,351.404,189744.0
2011-01-07,349.12,358.624,348.163,355.972,368429.0
2011-01-08,349.12,358.624,348.163,355.972,368429.0
2011-01-09,349.12,358.624,348.163,355.972,368429.0
2011-01-10,356.561,358.182,350.152,353.393,112017.0
2011-01-11,355.309,355.309,351.257,353.835,237951.0
2011-01-12,359.95,368.717,354.646,361.718,502939.0
2011-01-13,362.086,365.107,358.624,362.823,277782.0
2011-01-14,362.676,369.085,360.981,361.644,512940.0
2011-01-15,362.676,369.085,360.981,361.644,512940.0
2011-01-16,362.676,369.085,360.981,361.644,512940.0
2011-01-17,361.939,364.591,359.803,362.749,189037.0
2011-01-18,363.854,368.717,363.191,367.611,374328.0
2011-01-19,367.98,367.98,364.149,365.991,318774.0
2011-01-20,363.781,367.538,353.099,355.456,283924.0
2011-01-21,355.456,365.549,350.446,352.878,220636.0
2011-01-22,355.456,365.549,350.446,352.878,220636.0
2011-01-23,355.456,365.549,350.446,352.878,220636.0
2011-01-24,354.056,357.961,351.773,353.172,127881.0
2011-01-25,354.572,361.276,352.288,354.204,369192.0
2011-01-26,359.213,362.455,352.067,355.309,1326291.0
2011-01-27,356.561,358.403,343.595,347.647,702222.0
2011-01-28,348.31,348.31,338.88,339.985,736419.0
2011-01-29,348.31,348.31,338.88,339.985,736419.0
2011-01-30,348.31,348.31,338.88,339.985,736419.0
2011-01-31,339.322,344.774,337.26,341.09,595909.0
2011-02-01,342.711,342.711,336.891,340.796,564808.0
2011-02-02,341.459,343.301,332.987,336.891,683583.0
2011-02-03,337.407,338.954,334.681,337.849,565819.0
2011-02-04,339.691,341.974,337.628,341.974,700456.0
2011-02-05,339.691,341.974,337.628,341.974,700456.0
2011-02-06,339.691,341.974,337.628,341.974,700456.0
2011-02-07,340.501,345.437,339.912,344.332,549943.0
2011-02-08,345.732,346.763,340.354,346.763,785181.0
2011-02-09,347.647,350.004,343.964,347.279,841720.0
2011-02-10,344.774,353.688,342.711,351.994,4273511.0
2011-02-11,351.109,361.939,346.984,350.52,1465083.0
2011-02-12,351.109,361.939,346.984,350.52,1465083.0
2011-02-13,351.109,361.939,346.984,350.52,1465083.0
2011-02-14,348.531,352.583,346.395,351.404,409248.0
2011-02-15,351.404,353.614,348.678,351.404,2036522.0
2011-02-16,349.636,352.362,347.573,350.815,281375.0
2011-02-17,351.773,353.614,346.763,350.299,335187.0
2011-02-18,350.078,354.646,346.026,349.857,279331.0
2011-02-19,350.078,354.646,346.026,349.857,279331.0
2011-02-20,350.078,354.646,346.026,349.857,279331.0
2011-02-21,349.194,350.888,344.553,344.921,91335.0
2011-02-22,346.174,346.174,337.923,340.206,1177998.0
2011-02-23,338.512,345.511,338.512,340.943,374206.0
2011-02-24,338.88,341.238,334.607,337.186,271303.0
2011-02-25,337.112,341.606,332.618,337.849,365193.0
2011-02-26,337.112,341.606,332.618,337.849,365193.0
2011-02-27,337.112,341.606,332.618,337.849,365193.0
2011-02-28,337.702,343.301,334.239,338.88,461122.0
2011-03-01,338.88,343.522,338.365,338.88,515145.0
2011-03-02,335.713,342.122,335.713,340.943,457337.0
2011-03-03,341.238,341.311,334.902,337.039,380249.0
2011-03-04,344.479,353.614,341.827,344.406,509146.0
2011-03-05,344.479,353.614,341.827,344.406,509146.0
2011-03-06,344.479,353.614,341.827,344.406,509146.0
2011-03-07,344.037,348.236,336.818,343.301,356146.0
2011-03-08,344.111,344.332,331.882,337.775,663149.0
2011-03-09,337.849,344.774,334.165,336.155,324389.0
2011-03-10,335.418,338.438,328.346,331.955,351152.0
2011-03-11,331.145,336.818,330.482,331.513,179320.0
2011-03-12,331.145,336.818,330.482,331.513,179320.0
2011-03-13,331.145,336.818,330.482,331.513,179320.0
2011-03-14,329.524,331.145,328.198,328.64,692154.0
2011-03-15,323.631,327.83,322.968,325.251,354759.0
2011-03-16,327.83,334.755,324.367,324.367,459992.0
2011-03-17,325.03,332.25,324.883,328.567,354365.0
2011-03-18,328.64,334.755,328.64,332.324,675778.0
2011-03-19,328.64,334.755,328.64,332.324,675778.0
2011-03-20,328.64,334.755,328.64,332.324,675778.0
2011-03-21,334.755,342.637,330.777,338.438,426591.0
2011-03-22,338.07,342.195,333.208,333.208,251166.0
2011-03-23,333.06,334.534,329.303,331.219,686658.0
2011-03-24,332.618,338.144,332.618,335.271,565267.0
2011-03-25,335.86,337.628,330.04,332.176,409286.0
2011-03-26,335.86,337.628,330.04,332.176,409286.0
2011-03-27,335.86,337.628,330.04,332.176,409286.0
2011-03-28,333.429,334.976,332.618,334.46,322852.0
2011-03-29,335.123,344.037,334.828,337.628,349106.0
2011-03-30,338.807,338.88,327.83,327.83,1404774.0
2011-03-31,328.125,328.125,319.579,319.579,558472.0
2011-04-01,322.01,326.946,320.242,324.073,525310.0
2011-04-02,322.01,326.946,320.242,324.073,525310.0
2011-04-03,322.01,326.946,320.242,324.073,525310.0
2011-04-04,324.146,324.441,319.505,323.999,309823.0
2011-04-05,324.146,328.125,321.421,322.526,431852.0
2011-04-06,324.146,329.672,323.631,326.283,599371.0
2011-04-07,325.988,328.051,321.494,325.841,396534.0
2011-04-08,327.093,331.513,326.946,330.85,287176.0
2011-04-09,327.093,331.513,326.946,330.85,287176.0
2011-04-10,327.093,331.513,326.946,330.85,287176.0
2011-04-11,330.556,333.797,330.556,332.103,273959.0
2011-04-12,332.545,338.659,330.04,334.165,338065.0
2011-04-13,336.007,336.007,330.85,332.029,393529.0
2011-04-14,335.05,367.169,334.607,350.004,2062764.0
2011-04-15,350.594,354.498,343.964,346.91,855831.0
2011-04-16,350.594,354.498,343.964,346.91,855831.0
2011-04-17,350.594,354.498,343.964,346.91,855831.0
2011-04-18,346.763,349.783,344.258,346.763,453262.0
2011-04-19,348.384,348.384,342.269,346.247,387460.0
2011-04-20,343.89,351.33,341.017,346.984,947810.0
2011-04-21,348.384,349.783,344.479,346.174,389705.0
2011-04-22,348.384,349.783,344.479,346.174,389705.0
2011-04-23,348.384,349.783,344.479,346.174,389705.0
2011-04-24,348.384,349.783,344.479,346.174,389705.0
2011-04-25,348.384,349.783,344.479,346.174,389705.0
2011-04-26,347.573,348.089,344.406,345.584,620688.0
2011-04-27,346.247,348.015,341.827,345.069,698543.0
2011-04-28,345.142,346.984,345.142,346.247,374530.0
2011-04-29,345.142,346.984,345.142,346.247,374530.0
2011-04-30,345.142,346.984,345.142,346.247,374530.0
2011-05-01,345.142,346.984,345.142,346.247,374530.0
2011-05-02,345.142,346.984,345.142,346.247,374530.0
2011-05-03,346.763,351.699,344.479,346.174,849671.0
2011-05-04,347.647,349.783,344.332,345.879,644281.0
2011-05-05,346.468,348.678,345.363,347.647,333688.0
2011-05-06,347.794,353.393,345.511,353.393,614312.0
2011-05-07,347.794,353.393,345.511,353.393,614312.0
2011-05-08,347.794,353.393,345.511,353.393,614312.0
2011-05-09,352.73,365.254,352.73,363.486,697075.0
