,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity
2020-08-28,302.287,311.102,300.524,308.698,977822.0
2020-08-29,302.287,311.102,300.524,308.698,977822.0
2020-08-30,302.287,311.102,300.524,308.698,977822.0
2020-08-31,302.287,311.102,300.524,308.698,977822.0
2020-09-01,309.82,310.621,299.241,299.241,666542.0
2020-09-02,302.928,305.332,298.119,302.287,685977.0
2020-09-03,306.935,309.018,304.21,304.37,932808.0
2020-09-04,306.935,313.025,302.447,302.447,211824.0
2020-09-05,306.935,313.025,302.447,302.447,211824.0
2020-09-06,306.935,313.025,302.447,302.447,211824.0
2020-09-07,305.332,308.538,303.409,308.538,202692.0
2020-09-08,305.973,311.583,304.05,310.781,262004.0
2020-09-09,318.795,322.001,312.545,312.705,387415.0
2020-09-10,306.133,317.032,302.287,305.653,355828.0
2020-09-11,301.646,314.147,301.646,305.653,267523.0
2020-09-12,301.646,314.147,301.646,305.653,267523.0
2020-09-13,301.646,314.147,301.646,305.653,267523.0
2020-09-14,310.781,310.781,303.889,306.454,317332.0
2020-09-15,298.44,311.743,298.44,304.691,279698.0
2020-09-16,308.377,308.538,301.485,304.691,341679.0
2020-09-17,310.14,310.14,300.844,305.332,235814.0
2020-09-18,309.98,309.98,295.555,296.517,779173.0
2020-09-19,309.98,309.98,295.555,296.517,779173.0
2020-09-20,309.98,309.98,295.555,296.517,779173.0
2020-09-21,295.234,297.639,283.374,291.227,385535.0
2020-09-22,297.158,297.158,287.701,289.464,370691.0
2020-09-23,299.402,301.325,290.426,297.799,346774.0
2020-09-24,293.471,297.639,288.663,289.304,361790.0
2020-09-25,299.882,299.882,283.053,290.105,200533.0
2020-09-26,299.882,299.882,283.053,290.105,200533.0
2020-09-27,299.882,299.882,283.053,290.105,200533.0
2020-09-28,295.074,299.241,292.189,295.395,485570.0
2020-09-29,294.593,297.959,293.471,297.959,205935.0
2020-09-30,293.471,304.37,293.471,300.043,506764.0
2020-10-01,308.057,308.057,296.677,300.043,436190.0
2020-10-02,297.158,299.882,291.708,299.241,269892.0
2020-10-03,297.158,299.882,291.708,299.241,269892.0
2020-10-04,297.158,299.882,291.708,299.241,269892.0
2020-10-05,300.684,309.82,300.363,304.691,237237.0
2020-10-06,304.851,314.147,304.37,312.545,532587.0
2020-10-07,313.987,316.552,309.98,313.987,240042.0
2020-10-08,314.788,324.886,314.468,317.193,383128.0
2020-10-09,317.673,320.879,313.346,320.558,886436.0
2020-10-10,317.673,320.879,313.346,320.558,886436.0
2020-10-11,317.673,320.879,313.346,320.558,886436.0
2020-10-12,321.2,336.586,319.757,333.381,416070.0
2020-10-13,334.182,334.182,327.29,329.534,460105.0
2020-10-14,344.6,356.301,321.36,332.74,448843.0
2020-10-15,329.534,329.534,313.827,321.2,554033.0
2020-10-16,311.743,322.642,310.461,312.224,390126.0
2020-10-17,311.743,322.642,310.461,312.224,390126.0
2020-10-18,311.743,322.642,310.461,312.224,390126.0
2020-10-19,304.691,320.719,304.691,320.398,303512.0
2020-10-20,317.994,328.733,316.712,322.802,318930.0
2020-10-21,317.834,329.694,317.834,320.558,323185.0
2020-10-22,313.506,321.841,312.865,314.468,317043.0
2020-10-23,314.468,320.558,314.308,316.712,252551.0
2020-10-24,314.468,320.558,314.308,316.712,252551.0
2020-10-25,314.468,320.558,314.308,316.712,252551.0
2020-10-26,316.872,318.154,306.614,306.614,266012.0
2020-10-27,306.935,307.095,297.158,298.119,281238.0
2020-10-28,290.426,293.792,284.015,285.618,311209.0
2020-10-29,284.496,292.99,284.496,288.503,293761.0
2020-10-30,284.816,290.747,284.496,286.579,316893.0
2020-10-31,284.816,290.747,284.496,286.579,316893.0
2020-11-01,284.816,290.747,284.496,286.579,316893.0
2020-11-02,294.273,294.273,283.855,285.618,386864.0
2020-11-03,290.586,290.586,286.098,286.9,185332.0
2020-11-04,281.771,289.464,281.771,286.74,280951.0
2020-11-05,288.663,295.234,285.297,290.907,476155.0
2020-11-06,299.081,299.081,284.977,286.419,325825.0
2020-11-07,299.081,299.081,284.977,286.419,325825.0
2020-11-08,299.081,299.081,284.977,286.419,325825.0
2020-11-09,290.586,324.405,286.9,317.994,573555.0
2020-11-10,328.092,332.74,320.558,330.175,476956.0
2020-11-11,335.464,335.464,313.506,330.336,833012.0
2020-11-12,329.534,341.235,323.604,334.823,479101.0
2020-11-13,324.565,343.478,324.565,338.991,638320.0
2020-11-14,324.565,343.478,324.565,338.991,638320.0
2020-11-15,324.565,343.478,324.565,338.991,638320.0
2020-11-16,346.043,358.224,341.395,356.301,1185277.0
2020-11-17,347.005,364.475,347.005,364.475,1096451.0
2020-11-18,353.095,364.635,350.851,354.858,497782.0
2020-11-19,351.813,354.377,343.318,348.607,530603.0
2020-11-20,352.614,352.614,338.991,343.799,567021.0
2020-11-21,352.614,352.614,338.991,343.799,567021.0
2020-11-22,352.614,352.614,338.991,343.799,567021.0
2020-11-23,346.363,351.973,344.28,350.05,1724206.0
2020-11-24,341.876,360.147,341.876,355.019,483061.0
2020-11-25,354.057,358.384,351.492,355.019,588343.0
2020-11-26,357.102,357.102,339.151,341.074,315577.0
2020-11-27,348.768,348.768,329.374,339.471,815633.0
2020-11-28,348.768,348.768,329.374,339.471,815633.0
2020-11-29,348.768,348.768,329.374,339.471,815633.0
2020-11-30,338.991,345.402,330.496,332.259,594528.0
2020-12-01,344.12,346.684,334.503,343.478,553075.0
2020-12-02,344.761,349.729,339.792,347.325,580204.0
2020-12-03,345.883,362.231,344.761,359.346,439965.0
2020-12-04,367.841,367.841,358.545,360.949,614445.0
2020-12-05,367.841,367.841,358.545,360.949,614445.0
2020-12-06,367.841,367.841,358.545,360.949,614445.0
2020-12-07,363.353,364.635,350.691,354.217,257891.0
2020-12-08,346.524,356.301,346.524,349.89,295825.0
2020-12-09,357.583,357.583,349.248,351.813,260042.0
2020-12-10,352.454,352.935,345.562,349.088,376994.0
2020-12-11,352.614,356.14,346.684,351.012,637468.0
2020-12-12,352.614,356.14,346.684,351.012,637468.0
2020-12-13,352.614,356.14,346.684,351.012,637468.0
2020-12-14,346.203,358.705,346.203,349.248,384764.0
2020-12-15,350.851,353.416,347.325,350.531,379834.0
2020-12-16,355.019,358.224,351.332,354.217,468139.0
2020-12-17,355.179,365.757,353.897,359.987,464322.0
2020-12-18,363.834,365.116,357.262,362.231,844330.0
2020-12-19,363.834,365.116,357.262,362.231,844330.0
2020-12-20,363.834,365.116,357.262,362.231,844330.0
2020-12-21,353.095,357.102,344.12,355.339,281005.0
2020-12-22,365.437,365.437,352.454,356.301,263016.0
2020-12-23,357.743,361.75,354.858,359.987,181967.0
2020-12-24,362.552,372.97,361.43,372.649,96943.0
2020-12-25,362.552,372.97,361.43,372.649,96943.0
2020-12-26,362.552,372.97,361.43,372.649,96943.0
2020-12-27,362.552,372.97,361.43,372.649,96943.0
2020-12-28,362.552,372.97,361.43,372.649,96943.0
2020-12-29,363.193,379.702,363.193,372.81,475582.0
2020-12-30,369.123,373.771,364.315,365.757,171863.0
2020-12-31,362.231,364.315,356.942,358.545,265094.0
2021-01-01,362.231,364.315,356.942,358.545,265094.0
2021-01-02,362.231,364.315,356.942,358.545,265094.0
2021-01-03,362.231,364.315,356.942,358.545,265094.0
2021-01-04,367.2,371.207,359.346,363.353,315763.0
2021-01-05,361.109,369.604,361.109,364.956,350588.0
2021-01-06,368.963,377.938,362.872,377.938,404700.0
2021-01-07,368.322,383.709,368.322,380.182,361994.0
2021-01-08,380.182,382.587,376.175,379.381,1019177.0
2021-01-09,380.182,382.587,376.175,379.381,1019177.0
2021-01-10,380.182,382.587,376.175,379.381,1019177.0
2021-01-11,386.273,386.273,365.276,365.276,415259.0
2021-01-12,365.437,368.642,364.635,367.039,274229.0
2021-01-13,359.026,363.994,347.325,356.782,645613.0
2021-01-14,352.775,360.628,350.05,359.026,657957.0
2021-01-15,351.492,357.904,351.492,357.262,423137.0
2021-01-16,351.492,357.904,351.492,357.262,423137.0
2021-01-17,351.492,357.904,351.492,357.262,423137.0
2021-01-18,346.363,361.269,346.363,356.942,229880.0
2021-01-19,365.437,365.437,356.461,356.942,251356.0
2021-01-20,352.775,362.552,352.775,359.506,142966.0
2021-01-21,359.667,363.032,357.262,362.712,248870.0
2021-01-22,358.224,362.391,355.66,359.186,267526.0
2021-01-23,358.224,362.391,355.66,359.186,267526.0
2021-01-24,358.224,362.391,355.66,359.186,267526.0
2021-01-25,368.322,368.322,352.775,353.736,741224.0
2021-01-26,348.607,358.064,347.005,355.66,165709.0
2021-01-27,359.827,359.827,351.973,358.384,263661.0
2021-01-28,354.858,360.468,351.492,359.186,280917.0
2021-01-29,353.576,362.231,352.134,360.468,504649.0
2021-01-30,353.576,362.231,352.134,360.468,504649.0
2021-01-31,353.576,362.231,352.134,360.468,504649.0
2021-02-01,360.147,367.2,359.827,366.719,254523.0
2021-02-02,360.949,371.527,360.949,366.559,305988.0
2021-02-03,372.649,372.649,365.437,367.36,261349.0
2021-02-04,370.886,371.688,365.116,368.322,231367.0
2021-02-05,373.13,373.13,364.475,367.841,358584.0
2021-02-06,373.13,373.13,364.475,367.841,358584.0
2021-02-07,373.13,373.13,364.475,367.841,358584.0
2021-02-08,376.977,376.977,363.353,370.245,223226.0
2021-02-09,379.862,379.862,369.283,376.175,335387.0
2021-02-10,383.388,383.388,372.168,377.458,240866.0
2021-02-11,375.534,384.67,374.573,384.67,327027.0
2021-02-12,383.067,391.883,380.823,386.113,272870.0
2021-02-13,383.067,391.883,380.823,386.113,272870.0
2021-02-14,383.067,391.883,380.823,386.113,272870.0
2021-02-15,380.182,401.099,380.182,398.614,315860.0
2021-02-16,402.301,406.308,400.057,401.5,258272.0
2021-02-17,400.057,401.099,392.043,392.203,201026.0
2021-02-18,388.998,391.722,383.228,384.991,226599.0
2021-02-19,374.573,393.005,374.573,392.844,168796.0
2021-02-20,374.573,393.005,374.573,392.844,168796.0
2021-02-21,374.573,393.005,374.573,392.844,168796.0
2021-02-22,387.235,390.28,383.869,389.959,193044.0
2021-02-23,378.74,399.736,378.74,398.614,246877.0
2021-02-24,389.158,403.102,389.158,398.775,365583.0
2021-02-25,392.684,403.904,390.601,392.364,295393.0
2021-02-26,386.594,390.44,383.228,383.228,1527276.0
2021-02-27,386.594,390.44,383.228,383.228,1527276.0
2021-02-28,386.594,390.44,383.228,383.228,1527276.0
2021-03-01,384.67,390.761,382.587,388.677,2729376.0
2021-03-02,400.217,400.217,388.196,390.12,896850.0
2021-03-03,394.768,398.775,388.036,392.684,1429028.0
2021-03-04,397.653,397.653,386.273,388.196,586677.0
2021-03-05,382.907,385.472,377.618,378.9,461110.0
2021-03-06,382.907,385.472,377.618,378.9,461110.0
2021-03-07,382.907,385.472,377.618,378.9,461110.0
2021-03-08,386.594,386.594,379.06,386.433,867647.0
2021-03-09,388.998,394.447,382.426,389.479,1890469.0
2021-03-10,395.088,395.088,377.618,379.862,650159.0
2021-03-11,388.837,388.837,378.259,380.984,858040.0
2021-03-12,370.245,384.67,370.245,384.67,330672.0
2021-03-13,370.245,384.67,370.245,384.67,330672.0
2021-03-14,370.245,384.67,370.245,384.67,330672.0
2021-03-15,384.67,390.44,379.221,381.785,811296.0
2021-03-16,383.067,389.639,378.74,386.914,272561.0
2021-03-17,388.998,393.005,384.51,390.921,1323906.0
2021-03-18,381.945,393.165,381.945,390.12,1350591.0
2021-03-19,399.416,399.416,386.113,386.754,1567505.0
2021-03-20,399.416,399.416,386.113,386.754,1567505.0
2021-03-21,399.416,399.416,386.113,386.754,1567505.0
2021-03-22,397.653,397.653,381.785,385.632,239027.0
2021-03-23,380.823,386.273,378.58,378.58,847841.0
2021-03-24,370.566,379.541,370.566,376.015,1486319.0
2021-03-25,385.632,385.632,369.604,374.092,359655.0
2021-03-26,374.573,380.022,374.573,375.855,2201005.0
2021-03-27,374.573,380.022,374.573,375.855,2201005.0
2021-03-28,374.573,380.022,374.573,375.855,2201005.0
2021-03-29,380.663,382.907,373.931,374.893,407414.0
2021-03-30,378.259,381.785,375.855,381.304,234890.0
2021-03-31,379.862,381.465,376.656,376.656,1120098.0
2021-04-01,383.067,384.83,376.175,383.388,480770.0
2021-04-02,383.067,384.83,376.175,383.388,480770.0
2021-04-03,383.067,384.83,376.175,383.388,480770.0
2021-04-04,383.067,384.83,376.175,383.388,480770.0
2021-04-05,383.067,384.83,376.175,383.388,480770.0
2021-04-06,377.938,394.768,377.938,387.876,342445.0
2021-04-07,395.729,395.729,385.952,389.158,240956.0
2021-04-08,393.646,401.9,390.12,401.099,534431.0
2021-04-09,425.141,449.183,425.141,444.775,2318752.0
2021-04-10,425.141,449.183,425.141,444.775,2318752.0
2021-04-11,425.141,449.183,425.141,444.775,2318752.0
2021-04-12,443.573,446.778,429.548,432.754,818289.0
2021-04-13,436.761,440.367,430.35,433.155,576883.0
2021-04-14,424.339,436.36,424.339,436.36,442479.0
2021-04-15,439.165,441.97,436.36,439.165,474737.0
2021-04-16,426.343,440.768,426.343,440.367,585007.0
2021-04-17,426.343,440.768,426.343,440.367,585007.0
2021-04-18,426.343,440.768,426.343,440.367,585007.0
2021-04-19,428.346,447.179,428.346,435.96,697669.0
2021-04-20,448.782,448.782,427.545,428.346,480132.0
2021-04-21,430.35,431.151,419.13,430.75,584301.0
2021-04-22,441.569,441.569,431.151,440.768,466286.0
2021-04-23,445.576,445.576,437.562,444.374,374891.0
2021-04-24,445.576,445.576,437.562,444.374,374891.0
2021-04-25,445.576,445.576,437.562,444.374,374891.0
2021-04-26,433.155,450.385,433.155,447.98,451307.0
2021-04-27,448.782,448.782,441.97,446.778,246107.0
2021-04-28,440.367,449.984,440.367,446.378,242983.0
2021-04-29,443.573,446.778,441.97,444.374,240223.0
2021-04-30,448.782,451.186,443.573,449.183,565692.0
2021-05-01,448.782,451.186,443.573,449.183,565692.0
2021-05-02,448.782,451.186,443.573,449.183,565692.0
2021-05-03,448.782,451.186,443.573,449.183,565692.0
2021-05-04,451.987,456.796,446.378,452.789,2024946.0
2021-05-05,445.576,455.994,445.576,452.789,453189.0
2021-05-06,455.994,456.796,446.778,453.19,546440.0
2021-05-07,454.792,479.235,453.59,478.033,716321.0
2021-05-08,454.792,479.235,453.59,478.033,716321.0
2021-05-09,454.792,479.235,453.59,478.033,716321.0
2021-05-10,465.211,483.643,465.211,480.838,716983.0
2021-05-11,470.82,475.228,466.413,472.022,1001574.0
2021-05-12,474.026,480.838,469.618,478.834,1310792.0
2021-05-13,467.615,476.831,466.813,473.625,399001.0
2021-05-14,476.43,478.434,469.618,474.026,275959.0
2021-05-15,476.43,478.434,469.618,474.026,275959.0
2021-05-16,476.43,478.434,469.618,474.026,275959.0
2021-05-17,460.803,477.632,460.803,476.029,497493.0
2021-05-18,478.033,481.639,473.224,474.427,474526.0
2021-05-19,465.211,475.228,465.211,475.228,484528.0
2021-05-20,470.42,484.444,470.42,484.444,1240512.0
2021-05-21,474.427,488.451,472.423,474.026,1240950.0
2021-05-22,474.427,488.451,472.423,474.026,1240950.0
2021-05-23,474.427,488.451,472.423,474.026,1240950.0
2021-05-24,473.625,475.228,450.785,461.204,610677.0
2021-05-25,447.58,478.033,447.58,469.618,593587.0
2021-05-26,457.998,472.824,457.998,468.015,617433.0
2021-05-27,468.817,471.221,466.413,467.615,846256.0
2021-05-28,466.813,482.841,466.413,480.036,624116.0
2021-05-29,466.813,482.841,466.413,480.036,624116.0
2021-05-30,466.813,482.841,466.413,480.036,624116.0
2021-05-31,466.813,482.841,466.413,480.036,624116.0
2021-06-01,494.461,494.461,479.636,481.238,842774.0
2021-06-02,485.646,486.848,479.235,482.04,327598.0
2021-06-03,471.221,484.444,471.221,483.643,726587.0
2021-06-04,488.852,488.852,477.231,477.231,232703.0
2021-06-05,488.852,488.852,477.231,477.231,232703.0
2021-06-06,488.852,488.852,477.231,477.231,232703.0
2021-06-07,480.036,488.451,476.029,488.05,236180.0
2021-06-08,478.434,492.458,478.434,490.054,687420.0
2021-06-09,482.441,493.66,482.441,492.458,1707663.0
2021-06-10,492.458,495.263,479.636,479.636,720485.0
2021-06-11,470.42,486.848,470.42,481.639,1136842.0
2021-06-12,470.42,486.848,470.42,481.639,1136842.0
2021-06-13,470.42,486.848,470.42,481.639,1136842.0
2021-06-14,480.838,488.852,480.838,484.845,457845.0
2021-06-15,475.228,484.043,464.008,472.022,884495.0
2021-06-16,476.43,479.636,467.615,476.43,575733.0
2021-06-17,468.416,480.036,466.012,469.217,521659.0
2021-06-18,478.834,478.834,459.2,461.204,977718.0
2021-06-19,478.834,478.834,459.2,461.204,977718.0
2021-06-20,478.834,478.834,459.2,461.204,977718.0
2021-06-21,452.388,464.008,452.388,464.008,482476.0
2021-06-22,465.211,470.42,458.799,470.42,865764.0
2021-06-23,474.026,476.029,468.015,473.625,1191758.0
2021-06-24,475.629,476.831,472.824,475.629,894627.0
2021-06-25,474.827,477.632,472.022,472.824,682185.0
2021-06-26,474.827,477.632,472.022,472.824,682185.0
2021-06-27,474.827,477.632,472.022,472.824,682185.0
2021-06-28,462.806,476.43,462.806,474.827,401372.0
2021-06-29,462.806,471.622,457.197,460.803,800309.0
2021-06-30,471.221,471.221,447.98,447.98,1033173.0
2021-07-01,459.2,460.402,445.977,459.601,617298.0
2021-07-02,468.817,468.817,455.994,455.994,304671.0
2021-07-03,468.817,468.817,455.994,455.994,304671.0
2021-07-04,468.817,468.817,455.994,455.994,304671.0
2021-07-05,445.576,467.615,445.576,466.012,292038.0
2021-07-06,455.193,470.019,455.193,461.204,390342.0
2021-07-07,474.427,490.054,471.221,474.827,967734.0
2021-07-08,480.838,480.838,464.81,468.416,623925.0
2021-07-09,468.416,478.033,468.416,476.43,1056647.0
2021-07-10,468.416,478.033,468.416,476.43,1056647.0
2021-07-11,468.416,478.033,468.416,476.43,1056647.0
2021-07-12,490.054,491.256,476.029,479.636,579720.0
2021-07-13,472.824,487.65,472.824,486.848,380465.0
2021-07-14,474.026,492.057,474.026,488.852,788143.0
2021-07-15,501.674,501.674,483.242,486.848,1301551.0
2021-07-16,490.454,502.876,487.65,491.256,849092.0
2021-07-17,490.454,502.876,487.65,491.256,849092.0
2021-07-18,490.454,502.876,487.65,491.256,849092.0
2021-07-19,487.65,489.252,478.033,481.238,852519.0
2021-07-20,486.448,486.448,479.235,482.04,503783.0
2021-07-21,480.838,486.848,478.434,479.235,521460.0
2021-07-22,472.824,484.043,472.824,483.242,509441.0
2021-07-23,494.061,496.064,486.047,496.064,737253.0
2021-07-24,494.061,496.064,486.047,496.064,737253.0
2021-07-25,494.061,496.064,486.047,496.064,737253.0
2021-07-26,493.66,499.671,493.259,496.866,686701.0
2021-07-27,509.688,509.688,484.043,496.866,481865.0
2021-07-28,501.674,504.88,492.859,496.064,502657.0
2021-07-29,499.27,502.876,496.064,500.873,209189.0
2021-07-30,500.873,503.277,492.859,492.859,317009.0
2021-07-31,500.873,503.277,492.859,492.859,317009.0
2021-08-01,500.873,503.277,492.859,492.859,317009.0
2021-08-02,483.643,502.075,483.643,497.266,344790.0
2021-08-03,493.259,503.277,493.259,499.671,327838.0
2021-08-04,498.869,503.277,489.252,489.252,713936.0
2021-08-05,480.838,496.465,480.838,496.465,327389.0
2021-08-06,500.873,501.273,493.259,499.27,555317.0
2021-08-07,500.873,501.273,493.259,499.27,555317.0
2021-08-08,500.873,501.273,493.259,499.27,555317.0
2021-08-09,488.852,491.256,468.416,483.242,719912.0
2021-08-10,487.249,490.054,476.831,476.831,495871.0
2021-08-11,470.42,482.04,470.42,474.026,274196.0
2021-08-12,463.207,474.827,463.207,472.022,209177.0
2021-08-13,460.402,474.427,460.402,473.625,196699.0
2021-08-14,460.402,474.427,460.402,473.625,196699.0
2021-08-15,460.402,474.427,460.402,473.625,196699.0
2021-08-16,463.207,477.231,463.207,473.625,224080.0
2021-08-17,471.221,476.831,471.221,474.026,228936.0
2021-08-18,476.43,484.444,474.427,484.444,347806.0
2021-08-19,478.434,489.653,474.427,487.65,334588.0
2021-08-20,486.448,491.657,483.242,489.252,191494.0
2021-08-21,486.448,491.657,483.242,489.252,191494.0
2021-08-22,486.448,491.657,483.242,489.252,191494.0
2021-08-23,476.831,496.465,476.831,494.061,210408.0
2021-08-24,500.873,500.873,488.05,489.653,549076.0
2021-08-25,491.657,498.869,488.852,496.465,831038.0
2021-08-26,482.04,500.472,482.04,500.472,413605.0
2021-08-27,500.873,506.883,498.869,506.883,320754.0
2021-08-28,500.873,506.883,498.869,506.883,320754.0
2021-08-29,500.873,506.883,498.869,506.883,320754.0
2021-08-30,500.873,506.883,498.869,506.883,320754.0
2021-08-31,514.096,514.096,498.468,504.88,857798.0
2021-09-01,493.259,513.695,493.259,508.887,386855.0
2021-09-02,508.223,526.344,508.223,526.344,371952.0
2021-09-03,524.237,526.344,514.966,515.808,297399.0
2021-09-04,524.237,526.344,514.966,515.808,297399.0
2021-09-05,524.237,526.344,514.966,515.808,297399.0
2021-09-06,526.765,526.765,513.701,522.13,229320.0
2021-09-07,530.136,530.136,518.758,520.444,189595.0
2021-09-08,509.909,521.708,509.909,519.18,293887.0
2021-09-09,517.915,535.193,515.387,532.243,805265.0
2021-09-10,537.722,546.571,535.193,536.458,483526.0
2021-09-11,537.722,546.571,535.193,536.458,483526.0
2021-09-12,537.722,546.571,535.193,536.458,483526.0
2021-09-13,535.615,545.729,535.615,545.307,506980.0
2021-09-14,542.779,546.15,538.143,540.672,778557.0
2021-09-15,541.093,544.464,538.986,544.043,364665.0
2021-09-16,544.043,548.678,539.407,548.678,230568.0
2021-09-17,539.407,551.628,538.143,538.143,613488.0
2021-09-18,539.407,551.628,538.143,538.143,613488.0
2021-09-19,539.407,551.628,538.143,538.143,613488.0
2021-09-20,552.05,552.05,526.765,537.3,198942.0
2021-09-21,541.936,541.936,531.822,536.036,197695.0
2021-09-22,529.294,545.307,529.294,544.886,327935.0
2021-09-23,549.521,551.207,542.779,548.678,285680.0
2021-09-24,545.729,552.05,544.464,548.257,341884.0
2021-09-25,545.729,552.05,544.464,548.257,341884.0
2021-09-26,545.729,552.05,544.464,548.257,341884.0
2021-09-27,552.893,552.893,542.779,542.779,293684.0
2021-09-28,541.936,541.936,525.501,530.558,281398.0
2021-09-29,520.865,537.3,520.865,526.344,709141.0
2021-09-30,513.701,530.136,513.701,523.394,460208.0
2021-10-01,521.708,522.551,515.808,520.444,162126.0
2021-10-02,521.708,522.551,515.808,520.444,162126.0
2021-10-03,521.708,522.551,515.808,520.444,162126.0
2021-10-04,522.551,522.551,510.751,512.437,297012.0
2021-10-05,506.959,518.758,503.166,516.23,377695.0
2021-10-06,535.193,561.321,533.929,556.685,883722.0
2021-10-07,561.742,575.649,555.843,571.013,1011127.0
2021-10-08,571.013,577.756,568.485,572.699,480780.0
2021-10-09,571.013,577.756,568.485,572.699,480780.0
2021-10-10,571.013,577.756,568.485,572.699,480780.0
2021-10-11,572.278,572.278,546.571,550.786,505648.0
2021-10-12,542.779,553.735,542.779,545.729,382911.0
2021-10-13,555.421,560.899,540.25,560.478,764241.0
2021-10-14,560.478,579.863,560.478,573.542,992738.0
2021-10-15,581.549,581.549,563.428,567.221,440637.0
2021-10-16,581.549,581.549,563.428,567.221,440637.0
2021-10-17,581.549,581.549,563.428,567.221,440637.0
2021-10-18,556.685,563.007,555.421,556.685,413157.0
2021-10-19,557.95,563.849,555.0,561.742,723413.0
2021-10-20,568.906,568.906,552.471,556.685,229651.0
2021-10-21,543.2,557.528,543.2,550.786,232722.0
2021-10-22,556.264,561.321,547.836,557.107,937095.0
2021-10-23,556.264,561.321,547.836,557.107,937095.0
2021-10-24,556.264,561.321,547.836,557.107,937095.0
2021-10-25,549.521,560.899,549.521,555.0,218723.0
2021-10-26,568.063,568.063,552.471,561.321,204418.0
2021-10-27,544.886,564.692,544.886,563.428,386179.0
2021-10-28,564.692,576.492,563.007,563.007,520246.0
2021-10-29,557.107,562.164,550.786,559.635,517753.0
2021-10-30,557.107,562.164,550.786,559.635,517753.0
2021-10-31,557.107,562.164,550.786,559.635,517753.0
2021-11-01,557.107,573.963,557.107,560.057,546979.0
2021-11-02,579.02,579.02,550.364,551.628,276172.0
2021-11-03,554.157,558.371,551.207,557.107,612936.0
2021-11-04,564.692,571.435,554.578,571.435,519355.0
2021-11-05,568.485,581.97,561.742,565.114,427255.0
2021-11-06,568.485,581.97,561.742,565.114,427255.0
2021-11-07,568.485,581.97,561.742,565.114,427255.0
2021-11-08,579.02,579.02,565.535,568.906,207695.0
2021-11-09,569.749,569.749,539.829,544.464,364221.0
2021-11-10,545.729,547.836,535.615,547.836,612058.0
2021-11-11,557.95,557.95,544.886,553.735,179723.0
2021-11-12,551.207,561.321,548.678,558.792,561394.0
2021-11-13,551.207,561.321,548.678,558.792,561394.0
2021-11-14,551.207,561.321,548.678,558.792,561394.0
2021-11-15,568.906,568.906,555.421,558.792,251429.0
2021-11-16,544.886,558.371,544.886,551.628,774203.0
2021-11-17,547.414,566.378,547.414,563.428,1550103.0
2021-11-18,560.899,570.592,559.214,569.328,606881.0
2021-11-19,570.171,570.171,563.849,563.849,233764.0
2021-11-20,570.171,570.171,563.849,563.849,233764.0
2021-11-21,570.171,570.171,563.849,563.849,233764.0
2021-11-22,568.906,568.906,563.849,565.535,159736.0
2021-11-23,552.05,564.271,552.05,553.735,215821.0
2021-11-24,545.729,560.478,545.729,557.95,227885.0
2021-11-25,554.157,563.007,550.364,561.321,224644.0
2021-11-26,546.993,551.207,534.772,534.772,198481.0
2021-11-27,546.993,551.207,534.772,534.772,198481.0
2021-11-28,546.993,551.207,534.772,534.772,198481.0
2021-11-29,541.093,545.729,530.979,533.929,243540.0
2021-11-30,525.501,536.458,521.287,531.401,554510.0
2021-12-01,544.464,553.314,535.193,552.893,899799.0
2021-12-02,542.779,554.578,542.779,549.1,335678.0
2021-12-03,563.849,563.849,548.257,550.364,229396.0
2021-12-04,563.849,563.849,548.257,550.364,229396.0
2021-12-05,563.849,563.849,548.257,550.364,229396.0
2021-12-06,555.843,556.264,549.1,550.364,174506.0
2021-12-07,563.428,576.492,557.107,571.435,685481.0
2021-12-08,575.227,575.227,557.107,557.107,314028.0
2021-12-09,568.063,568.063,545.729,549.943,466216.0
2021-12-10,544.886,548.257,540.25,542.357,519784.0
2021-12-11,544.886,548.257,540.25,542.357,519784.0
2021-12-12,544.886,548.257,540.25,542.357,519784.0
2021-12-13,542.357,550.364,531.822,533.508,263412.0
2021-12-14,546.15,546.15,524.658,524.658,703191.0
2021-12-15,521.708,529.294,521.708,525.079,416986.0
2021-12-16,533.086,545.307,533.086,533.508,532780.0
2021-12-17,538.565,538.565,524.237,529.294,595487.0
2021-12-18,538.565,538.565,524.237,529.294,595487.0
2021-12-19,538.565,538.565,524.237,529.294,595487.0
2021-12-20,516.651,524.658,516.651,523.394,189066.0
2021-12-21,530.136,530.979,524.658,530.136,233650.0
2021-12-22,525.922,531.401,525.922,530.558,186541.0
2021-12-23,538.143,543.622,530.136,542.779,1199451.0
2021-12-24,549.943,549.943,535.615,537.3,92848.0
2021-12-25,549.943,549.943,535.615,537.3,92848.0
2021-12-26,549.943,549.943,535.615,537.3,92848.0
2021-12-27,549.943,549.943,535.615,537.3,92848.0
2021-12-28,549.943,549.943,535.615,537.3,92848.0
2021-12-29,537.722,561.742,537.722,558.792,528819.0
2021-12-30,564.692,564.692,548.257,550.364,209608.0
2021-12-31,550.786,552.471,533.929,533.929,142855.0
2022-01-01,550.786,552.471,533.929,533.929,142855.0
2022-01-02,550.786,552.471,533.929,533.929,142855.0
2022-01-03,550.786,552.471,533.929,533.929,142855.0
2022-01-04,548.257,560.057,544.464,551.628,563857.0
2022-01-05,539.407,553.314,539.407,541.936,213605.0
