,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity
2012-09-28,214.122,215.127,209.392,210.338,1118275.0
2012-09-29,214.122,215.127,209.392,210.338,1118275.0
2012-09-30,214.122,215.127,209.392,210.338,1118275.0
2012-10-01,208.742,212.23,208.742,211.875,1149338.0
2012-10-02,210.811,214.003,209.924,212.762,4392267.0
2012-10-03,212.171,213.708,211.048,211.521,870063.0
2012-10-04,213.117,215.068,211.521,215.068,3378298.0
2012-10-05,215.777,219.383,214.89,215.836,1269291.0
2012-10-06,215.777,219.383,214.89,215.836,1269291.0
2012-10-07,215.777,219.383,214.89,215.836,1269291.0
2012-10-08,203.954,216.486,203.244,214.595,2118527.0
2012-10-09,214.654,216.132,211.58,212.171,1032391.0
2012-10-10,211.402,212.23,210.811,211.402,721331.0
2012-10-11,209.865,212.289,208.683,210.752,2989270.0
2012-10-12,209.747,211.639,209.511,210.516,611051.0
2012-10-13,209.747,211.639,209.511,210.516,611051.0
2012-10-14,209.747,211.639,209.511,210.516,611051.0
2012-10-15,210.397,212.112,210.338,211.698,715766.0
2012-10-16,212.644,214.89,211.816,212.88,662834.0
2012-10-17,212.88,216.959,212.644,216.959,572234.0
2012-10-18,215.895,224.231,215.836,223.167,847324.0
2012-10-19,222.635,223.403,219.738,221.098,768810.0
2012-10-20,222.635,223.403,219.738,221.098,768810.0
2012-10-21,222.635,223.403,219.738,221.098,768810.0
2012-10-22,220.625,226.714,219.856,224.408,1315630.0
2012-10-23,224.999,224.999,215.895,215.954,1665223.0
2012-10-24,216.723,218.555,214.772,217.018,1594153.0
2012-10-25,217.255,218.378,216.368,217.787,778925.0
2012-10-26,215.6,218.496,215.6,216.427,927645.0
2012-10-27,215.6,218.496,215.6,216.427,927645.0
2012-10-28,215.6,218.496,215.6,216.427,927645.0
2012-10-29,217.905,217.905,214.299,214.358,2186238.0
2012-10-30,214.536,215.245,212.939,214.476,444228.0
2012-10-31,214.417,214.772,212.348,213.058,742540.0
2012-11-01,212.289,215.304,211.343,215.127,718060.0
2012-11-02,215.245,217.728,214.595,217.314,693410.0
2012-11-03,215.245,217.728,214.595,217.314,693410.0
2012-11-04,215.245,217.728,214.595,217.314,693410.0
2012-11-05,213.176,216.427,212.585,214.063,538385.0
2012-11-06,214.003,222.339,214.003,221.393,1130530.0
2012-11-07,223.285,225.058,217.018,217.018,900595.0
2012-11-08,215.836,218.733,211.757,211.757,940641.0
2012-11-09,216.013,223.58,215.777,216.664,1655405.0
2012-11-10,216.013,223.58,215.777,216.664,1655405.0
2012-11-11,216.013,223.58,215.777,216.664,1655405.0
2012-11-12,216.841,218.733,215.954,215.954,433928.0
2012-11-13,215.6,216.9,211.107,212.053,979712.0
2012-11-14,212.112,213.058,209.333,209.333,659960.0
2012-11-15,208.092,209.57,206.259,207.678,687852.0
2012-11-16,207.028,209.511,205.845,206.791,450045.0
2012-11-17,207.028,209.511,205.845,206.791,450045.0
2012-11-18,207.028,209.511,205.845,206.791,450045.0
2012-11-19,209.038,209.038,206.673,208.092,599239.0
2012-11-20,207.382,208.033,206.614,207.796,593239.0
2012-11-21,207.914,208.387,204.19,204.781,604287.0
2012-11-22,205.313,207.146,204.722,207.087,422514.0
2012-11-23,207.974,209.156,205.845,208.683,514904.0
2012-11-24,207.974,209.156,205.845,208.683,514904.0
2012-11-25,207.974,209.156,205.845,208.683,514904.0
2012-11-26,206.909,208.092,204.663,205.077,314211.0
2012-11-27,206.082,208.092,204.131,207.974,549501.0
2012-11-28,207.678,209.038,204.249,207.382,556686.0
2012-11-29,208.624,213.117,207.796,211.639,1767725.0
2012-11-30,212.407,213.235,210.634,210.634,1196565.0
2012-12-01,212.407,213.235,210.634,210.634,1196565.0
2012-12-02,212.407,213.235,210.634,210.634,1196565.0
2012-12-03,212.112,214.181,211.107,213.294,638911.0
2012-12-04,212.88,215.6,212.112,214.003,509335.0
2012-12-05,215.127,217.373,212.703,214.181,722754.0
2012-12-06,213.944,217.61,213.885,214.772,715080.0
2012-12-07,214.536,217.314,214.24,216.723,571712.0
2012-12-08,214.536,217.314,214.24,216.723,571712.0
2012-12-09,214.536,217.314,214.24,216.723,571712.0
2012-12-10,217.61,221.925,216.9,221.689,871610.0
2012-12-11,222.28,225.354,222.28,223.285,949021.0
2012-12-12,223.876,226.655,221.57,223.167,1075274.0
2012-12-13,226.891,230.97,226.477,228.724,1116448.0
2012-12-14,230.497,236.586,230.32,233.512,1439586.0
2012-12-15,230.497,236.586,230.32,233.512,1439586.0
2012-12-16,230.497,236.586,230.32,233.512,1439586.0
2012-12-17,233.512,235.581,230.674,231.325,1025772.0
2012-12-18,232.33,239.542,232.093,235.995,1117745.0
2012-12-19,237.059,237.059,235.108,235.345,598641.0
2012-12-20,234.34,236.764,234.162,236.113,705716.0
2012-12-21,235.463,235.759,232.271,232.98,892324.0
2012-12-22,235.463,235.759,232.271,232.98,892324.0
2012-12-23,235.463,235.759,232.271,232.98,892324.0
2012-12-24,234.399,235.818,231.029,235.818,90020.0
2012-12-25,234.399,235.818,231.029,235.818,90020.0
2012-12-26,234.399,235.818,231.029,235.818,90020.0
2012-12-27,233.157,237.296,233.157,235.345,280907.0
2012-12-28,235.345,236.113,231.916,233.157,265963.0
2012-12-29,235.345,236.113,231.916,233.157,265963.0
2012-12-30,235.345,236.113,231.916,233.157,265963.0
2012-12-31,232.566,234.99,230.852,233.512,131149.0
2013-01-01,232.566,234.99,230.852,233.512,131149.0
2013-01-02,237.473,244.626,235.286,243.148,1002436.0
2013-01-03,243.917,246.459,242.675,246.4,430292.0
2013-01-04,246.222,248.291,242.793,248.291,416536.0
2013-01-05,246.222,248.291,242.793,248.291,416536.0
2013-01-06,246.222,248.291,242.793,248.291,416536.0
2013-01-07,247.759,248.114,244.922,245.158,646916.0
2013-01-08,244.685,244.685,229.019,235.759,1926107.0
2013-01-09,236.823,237.65,235.877,237.591,1634535.0
2013-01-10,237.059,242.675,236.823,241.197,1175559.0
2013-01-11,241.493,242.439,237.532,239.187,754859.0
2013-01-12,241.493,242.439,237.532,239.187,754859.0
2013-01-13,241.493,242.439,237.532,239.187,754859.0
2013-01-14,240.015,240.488,235.936,238.123,996305.0
2013-01-15,239.956,241.788,238.241,239.424,1041023.0
2013-01-16,239.01,241.848,236.468,239.01,528487.0
2013-01-17,238.301,239.365,237.65,238.241,615312.0
2013-01-18,239.424,240.547,237.946,238.241,1560351.0
2013-01-19,239.424,240.547,237.946,238.241,1560351.0
2013-01-20,239.424,240.547,237.946,238.241,1560351.0
2013-01-21,238.596,239.838,238.241,238.36,826740.0
2013-01-22,237.946,239.778,237.296,238.833,1131865.0
2013-01-23,241.138,246.459,240.547,240.547,1203095.0
2013-01-24,241.729,243.562,240.783,242.084,461185.0
2013-01-25,241.848,244.094,240.783,242.793,441013.0
2013-01-26,241.848,244.094,240.783,242.793,441013.0
2013-01-27,241.848,244.094,240.783,242.793,441013.0
2013-01-28,242.793,243.562,240.961,242.084,372154.0
2013-01-29,242.202,242.557,237.059,241.67,428859.0
2013-01-30,241.197,244.803,239.483,244.035,566945.0
2013-01-31,243.266,244.212,239.956,240.724,757906.0
2013-02-01,240.724,247.937,240.724,246.991,759411.0
2013-02-02,240.724,247.937,240.724,246.991,759411.0
2013-02-03,240.724,247.937,240.724,246.991,759411.0
2013-02-04,245.572,245.572,242.143,242.912,499914.0
2013-02-05,242.025,246.4,240.547,243.739,540615.0
2013-02-06,244.626,250.183,244.271,250.065,761535.0
2013-02-07,250.479,252.252,245.454,245.454,599566.0
2013-02-08,246.459,247.937,245.513,246.873,388991.0
2013-02-09,246.459,247.937,245.513,246.873,388991.0
2013-02-10,246.459,247.937,245.513,246.873,388991.0
2013-02-11,246.695,247.7,243.148,244.035,491953.0
2013-02-12,243.562,245.217,241.552,243.917,772980.0
2013-02-13,244.094,246.518,243.148,245.335,437925.0
2013-02-14,244.094,246.4,241.611,241.848,815787.0
2013-02-15,241.788,245.572,240.606,243.621,617381.0
2013-02-16,241.788,245.572,240.606,243.621,617381.0
2013-02-17,241.788,245.572,240.606,243.621,617381.0
2013-02-18,243.798,244.567,242.38,243.444,428952.0
2013-02-19,244.094,247.286,242.971,245.335,478911.0
2013-02-20,245.572,249.474,243.976,249.474,943500.0
2013-02-21,247.818,248.055,244.212,245.808,617529.0
2013-02-22,246.518,255.444,245.04,254.321,1277375.0
2013-02-23,246.518,255.444,245.04,254.321,1277375.0
2013-02-24,246.518,255.444,245.04,254.321,1277375.0
2013-02-25,256.154,257.1,253.553,255.385,670059.0
2013-02-26,250.833,254.972,249.119,250.656,848978.0
2013-02-27,251.129,252.37,249.06,252.075,702504.0
2013-02-28,253.021,254.144,250.774,253.789,925096.0
2013-03-01,253.612,261.12,252.193,258.696,1221350.0
2013-03-02,253.612,261.12,252.193,258.696,1221350.0
2013-03-03,253.612,261.12,252.193,258.696,1221350.0
2013-03-04,255.208,261.593,252.962,258.578,945058.0
2013-03-05,261.593,274.953,261.593,265.376,2849295.0
2013-03-06,267.623,268.982,263.366,264.253,1110935.0
2013-03-07,266.44,267.386,263.484,264.549,689786.0
2013-03-08,267.386,269.101,266.145,267.091,556003.0
2013-03-09,267.386,269.101,266.145,267.091,556003.0
2013-03-10,267.386,269.101,266.145,267.091,556003.0
2013-03-11,264.43,264.549,255.977,261.356,2180075.0
2013-03-12,260.588,264.312,258.223,262.834,1044550.0
2013-03-13,262.125,263.011,259.642,262.125,1160147.0
2013-03-14,262.361,264.016,261.179,263.898,986109.0
2013-03-15,264.253,267.859,263.13,265.494,978708.0
2013-03-16,264.253,267.859,263.13,265.494,978708.0
2013-03-17,264.253,267.859,263.13,265.494,978708.0
2013-03-18,260.942,262.716,258.282,261.888,772090.0
2013-03-19,260.706,263.189,259.997,262.598,1322738.0
2013-03-20,263.071,263.662,261.061,262.657,604390.0
2013-03-21,262.42,262.479,252.193,252.902,1238182.0
2013-03-22,251.838,254.203,250.065,250.538,690810.0
2013-03-23,251.838,254.203,250.065,250.538,690810.0
2013-03-24,251.838,254.203,250.065,250.538,690810.0
2013-03-25,252.193,255.622,251.72,252.548,753864.0
2013-03-26,252.843,255.385,252.43,252.725,738543.0
2013-03-27,252.193,255.208,245.808,245.808,725983.0
2013-03-28,245.335,250.538,245.04,249.355,905228.0
2013-03-29,245.335,250.538,245.04,249.355,905228.0
2013-03-30,245.335,250.538,245.04,249.355,905228.0
2013-03-31,245.335,250.538,245.04,249.355,905228.0
2013-04-01,245.335,250.538,245.04,249.355,905228.0
2013-04-02,248.291,251.838,244.449,247.996,739250.0
2013-04-03,247.345,249.355,244.685,244.744,1282068.0
2013-04-04,244.922,247.759,243.621,244.508,785172.0
2013-04-05,244.803,244.803,236.823,237.355,962160.0
2013-04-06,244.803,244.803,236.823,237.355,962160.0
2013-04-07,244.803,244.803,236.823,237.355,962160.0
2013-04-08,238.833,241.611,236.764,238.064,727134.0
2013-04-09,239.306,239.306,227.719,229.374,1810834.0
2013-04-10,230.556,237.059,229.965,236.586,953150.0
2013-04-11,237.355,242.084,237.296,241.197,1196357.0
2013-04-12,241.197,241.197,237.887,239.424,925012.0
2013-04-13,241.197,241.197,237.887,239.424,925012.0
2013-04-14,241.197,241.197,237.887,239.424,925012.0
2013-04-15,238.892,240.251,232.389,234.872,745557.0
2013-04-16,228.192,229.374,216.191,223.108,4423633.0
2013-04-17,221.63,222.28,214.063,214.24,2014835.0
2013-04-18,214.299,215.541,210.456,211.048,2637333.0
2013-04-19,211.994,214.181,208.86,210.456,2188492.0
2013-04-20,211.994,214.181,208.86,210.456,2188492.0
2013-04-21,211.994,214.181,208.86,210.456,2188492.0
2013-04-22,211.225,213.412,209.511,211.994,1473819.0
2013-04-23,211.994,221.57,210.989,218.083,2483885.0
2013-04-24,218.201,220.684,216.486,218.142,1427599.0
2013-04-25,218.378,222.753,217.787,219.442,1770938.0
2013-04-26,219.797,220.684,217.255,220.093,719243.0
2013-04-27,219.797,220.684,217.255,220.093,719243.0
2013-04-28,219.797,220.684,217.255,220.093,719243.0
2013-04-29,221.866,223.285,220.329,221.63,1415717.0
2013-04-30,222.694,223.344,218.378,220.27,1856261.0
2013-05-01,221.984,222.043,217.787,221.098,400832.0
2013-05-02,220.92,220.92,214.949,216.841,906700.0
2013-05-03,217.551,225.117,216.841,223.758,673110.0
2013-05-04,217.551,225.117,216.841,223.758,673110.0
2013-05-05,217.551,225.117,216.841,223.758,673110.0
2013-05-06,217.551,225.117,216.841,223.758,673110.0
2013-05-07,223.935,226.004,222.635,223.935,529281.0
2013-05-08,224.231,225.827,223.58,224.645,771265.0
2013-05-09,224.704,227.837,222.339,227.719,1023169.0
2013-05-10,227.423,227.955,225.59,227.068,446501.0
2013-05-11,227.423,227.955,225.59,227.068,446501.0
2013-05-12,227.423,227.955,225.59,227.068,446501.0
2013-05-13,226.773,232.507,226.241,230.734,730353.0
2013-05-14,231.443,233.689,230.083,232.212,593539.0
2013-05-15,231.798,234.635,230.615,232.684,402164.0
2013-05-16,230.97,234.044,230.734,233.157,349233.0
2013-05-17,232.389,234.931,231.561,232.389,383804.0
2013-05-18,232.389,234.931,231.561,232.389,383804.0
2013-05-19,232.389,234.931,231.561,232.389,383804.0
2013-05-20,230.852,232.625,230.734,232.566,297641.0
2013-05-21,231.916,236.941,231.916,234.931,545007.0
2013-05-22,235.683,238.028,233.097,235.021,573173.0
2013-05-23,230.871,235.021,227.504,228.586,932746.0
2013-05-24,226.06,229.969,225.88,226.481,572660.0
2013-05-25,226.06,229.969,225.88,226.481,572660.0
2013-05-26,226.06,229.969,225.88,226.481,572660.0
2013-05-27,226.06,229.969,225.88,226.481,572660.0
2013-05-28,222.572,231.473,222.572,230.33,837913.0
2013-05-29,228.346,230.631,227.804,228.105,423401.0
2013-05-30,227.323,231.954,226.602,231.834,415448.0
2013-05-31,231.413,232.856,228.526,231.413,828683.0
2013-06-01,231.413,232.856,228.526,231.413,828683.0
2013-06-02,231.413,232.856,228.526,231.413,828683.0
2013-06-03,229.067,230.511,228.286,229.248,543711.0
2013-06-04,229.308,230.691,229.067,229.548,545830.0
2013-06-05,228.526,230.511,228.105,228.526,709874.0
2013-06-06,228.466,229.488,226.902,226.962,599060.0
2013-06-07,226.722,231.713,221.971,231.232,701626.0
2013-06-08,226.722,231.713,221.971,231.232,701626.0
2013-06-09,226.722,231.713,221.971,231.232,701626.0
2013-06-10,231.954,231.954,227.023,229.428,658504.0
2013-06-11,228.887,229.007,223.114,224.377,769885.0
2013-06-12,224.136,227.865,224.136,226.06,621288.0
2013-06-13,223.294,226.722,221.069,226.602,498454.0
2013-06-14,228.105,229.548,225.279,227.203,481783.0
2013-06-15,228.105,229.548,225.279,227.203,481783.0
2013-06-16,228.105,229.548,225.279,227.203,481783.0
2013-06-17,228.286,230.511,227.083,229.067,510456.0
2013-06-18,228.767,230.03,224.136,225.399,645616.0
2013-06-19,226.0,227.744,224.557,227.323,733623.0
2013-06-20,224.858,225.88,220.888,222.151,477818.0
2013-06-21,221.67,225.519,221.43,222.452,1986705.0
2013-06-22,221.67,225.519,221.43,222.452,1986705.0
2013-06-23,221.67,225.519,221.43,222.452,1986705.0
2013-06-24,222.151,222.151,218.363,220.227,826346.0
2013-06-25,221.249,223.234,220.287,222.873,791338.0
2013-06-26,224.617,225.038,222.212,223.234,568098.0
2013-06-27,222.151,225.459,221.911,224.256,500881.0
2013-06-28,224.918,226.06,221.73,223.114,775569.0
2013-06-29,224.918,226.06,221.73,223.114,775569.0
2013-06-30,224.918,226.06,221.73,223.114,775569.0
2013-07-01,224.858,233.698,223.715,233.698,833483.0
2013-07-02,234.179,234.961,230.992,231.292,494832.0
2013-07-03,229.969,230.631,224.256,228.586,1213716.0
2013-07-04,231.172,239.531,230.39,238.148,802257.0
2013-07-05,237.848,240.073,233.818,233.818,757596.0
2013-07-06,237.848,240.073,233.818,233.818,757596.0
2013-07-07,237.848,240.073,233.818,233.818,757596.0
2013-07-08,235.683,242.659,235.081,240.614,778268.0
2013-07-09,243.08,249.274,241.997,246.868,750276.0
2013-07-10,245.786,248.191,241.757,247.169,686705.0
2013-07-11,250.176,254.506,249.093,251.078,914176.0
2013-07-12,251.138,256.37,250.898,253.784,755443.0
2013-07-13,251.138,256.37,250.898,253.784,755443.0
2013-07-14,251.138,256.37,250.898,253.784,755443.0
2013-07-15,254.927,260.82,254.807,258.595,1392513.0
2013-07-16,262.083,265.992,255.588,255.588,1988910.0
2013-07-17,253.604,256.791,253.243,254.626,874751.0
2013-07-18,254.085,255.288,250.777,253.784,1875944.0
2013-07-19,252.822,260.46,252.762,259.798,796977.0
2013-07-20,252.822,260.46,252.762,259.798,796977.0
2013-07-21,252.822,260.46,252.762,259.798,796977.0
2013-07-22,255.588,261.602,255.588,261.542,612933.0
2013-07-23,261.542,261.542,257.813,259.678,589326.0
2013-07-24,259.377,263.587,257.212,263.587,544907.0
2013-07-25,262.324,266.293,261.482,264.91,730820.0
2013-07-26,264.91,265.271,259.557,260.159,501804.0
2013-07-27,264.91,265.271,259.557,260.159,501804.0
2013-07-28,264.91,265.271,259.557,260.159,501804.0
2013-07-29,261.362,262.023,258.174,260.039,295631.0
2013-07-30,260.399,264.128,259.918,263.466,221893.0
2013-07-31,261.602,269.42,261.602,268.518,652534.0
2013-08-01,269.12,273.389,268.879,272.668,903765.0
2013-08-02,272.547,277.84,272.066,275.434,1793934.0
2013-08-03,272.547,277.84,272.066,275.434,1793934.0
2013-08-04,272.547,277.84,272.066,275.434,1793934.0
2013-08-05,276.156,277.479,275.855,276.697,581490.0
2013-08-06,275.374,279.644,275.374,277.96,917258.0
2013-08-07,278.2,282.41,275.975,277.96,637395.0
2013-08-08,278.501,285.297,278.501,285.297,598656.0
2013-08-09,285.958,286.56,282.951,283.793,763855.0
2013-08-10,285.958,286.56,282.951,283.793,763855.0
2013-08-11,285.958,286.56,282.951,283.793,763855.0
2013-08-12,284.094,284.996,280.666,282.049,664499.0
2013-08-13,280.847,283.252,266.353,270.743,1822845.0
2013-08-14,270.202,280.185,270.142,278.561,864630.0
2013-08-15,280.185,281.749,274.051,275.675,746200.0
2013-08-16,275.374,277.9,272.006,276.637,677742.0
2013-08-17,275.374,277.9,272.006,276.637,677742.0
2013-08-18,275.374,277.9,272.006,276.637,677742.0
2013-08-19,276.998,278.561,275.434,277.659,527301.0
2013-08-20,276.396,279.944,275.073,279.584,767321.0
2013-08-21,281.087,282.17,278.922,280.726,783373.0
2013-08-22,279.944,284.154,279.944,281.448,793794.0
2013-08-23,282.891,284.154,281.448,283.372,515770.0
2013-08-24,282.891,284.154,281.448,283.372,515770.0
2013-08-25,282.891,284.154,281.448,283.372,515770.0
2013-08-26,282.891,284.154,281.448,283.372,515770.0
2013-08-27,282.711,283.673,280.426,281.328,980139.0
2013-08-28,279.343,279.343,270.623,273.87,1146355.0
2013-08-29,274.532,279.644,274.532,278.742,969417.0
2013-08-30,279.523,281.809,276.276,278.381,963576.0
2013-08-31,279.523,281.809,276.276,278.381,963576.0
2013-09-01,279.523,281.809,276.276,278.381,963576.0
2013-09-02,279.523,279.704,274.412,276.035,707074.0
2013-09-03,273.389,281.809,273.389,279.644,697322.0
2013-09-04,279.735,283.489,276.101,283.489,515715.0
2013-09-05,285.548,292.029,285.367,289.606,733641.0
2013-09-06,288.395,294.875,286.881,291.06,560373.0
2013-09-07,288.395,294.875,286.881,291.06,560373.0
2013-09-08,288.395,294.875,286.881,291.06,560373.0
2013-09-09,291.483,292.695,289.0,290.575,391542.0
2013-09-10,290.696,300.507,290.696,300.386,2776865.0
2013-09-11,300.447,306.139,300.447,304.323,752872.0
2013-09-12,304.02,307.048,298.569,303.717,645577.0
2013-09-13,307.351,308.259,302.627,303.414,743930.0
2013-09-14,307.351,308.259,302.627,303.414,743930.0
2013-09-15,307.351,308.259,302.627,303.414,743930.0
2013-09-16,305.837,305.837,303.717,303.717,487310.0
2013-09-17,304.02,304.02,300.204,300.386,440522.0
2013-09-18,301.355,302.142,297.237,298.388,663558.0
2013-09-19,302.809,304.928,298.388,298.993,522112.0
2013-09-20,299.114,301.173,298.145,298.63,643297.0
2013-09-21,299.114,301.173,298.145,298.63,643297.0
2013-09-22,299.114,301.173,298.145,298.63,643297.0
2013-09-23,299.538,299.538,294.269,295.057,297212.0
2013-09-24,295.299,297.116,292.816,295.662,641833.0
2013-09-25,294.693,297.782,293.543,296.268,478648.0
2013-09-26,297.6,298.751,292.876,293.603,399853.0
2013-09-27,299.175,303.717,296.389,296.873,664345.0
2013-09-28,299.175,303.717,296.389,296.873,664345.0
2013-09-29,299.175,303.717,296.389,296.873,664345.0
2013-09-30,296.752,299.114,293.179,298.145,940616.0
2013-10-01,297.903,303.414,297.903,302.809,562834.0
2013-10-02,302.324,302.385,298.69,301.779,461164.0
2013-10-03,302.445,303.414,298.751,299.478,251558.0
2013-10-04,300.871,302.809,298.206,301.294,865179.0
2013-10-05,300.871,302.809,298.206,301.294,865179.0
2013-10-06,300.871,302.809,298.206,301.294,865179.0
2013-10-07,299.78,299.962,295.541,295.844,329613.0
2013-10-08,295.299,298.751,293.724,293.724,426790.0
2013-10-09,292.937,293.906,289.122,289.969,521886.0
2013-10-10,292.15,300.083,290.999,298.206,502630.0
2013-10-11,299.659,300.871,297.479,299.478,656409.0
2013-10-12,299.659,300.871,297.479,299.478,656409.0
2013-10-13,299.659,300.871,297.479,299.478,656409.0
2013-10-14,287.668,288.395,276.161,284.64,2131066.0
2013-10-15,286.396,291.181,284.882,287.002,990458.0
2013-10-16,285.306,286.699,281.43,285.548,438248.0
2013-10-17,283.187,288.577,280.158,283.065,309346.0
2013-10-18,284.701,287.184,283.429,285.851,446352.0
2013-10-19,284.701,287.184,283.429,285.851,446352.0
2013-10-20,284.701,287.184,283.429,285.851,446352.0
2013-10-21,287.002,290.938,286.215,290.938,350510.0
2013-10-22,290.393,292.029,289.0,290.636,430008.0
2013-10-23,290.696,294.088,289.969,292.695,707829.0
2013-10-24,292.574,293.603,289.424,291.847,422485.0
2013-10-25,290.454,290.878,285.912,285.912,313413.0
2013-10-26,290.454,290.878,285.912,285.912,313413.0
2013-10-27,290.454,290.878,285.912,285.912,313413.0
2013-10-28,286.033,286.881,282.46,283.489,347478.0
2013-10-29,281.975,288.94,281.854,288.94,338665.0
2013-10-30,288.758,292.21,288.758,291.483,250287.0
2013-10-31,289.909,295.42,289.909,293.482,962479.0
2013-11-01,293.179,294.875,290.636,291.665,352245.0
2013-11-02,293.179,294.875,290.636,291.665,352245.0
2013-11-03,293.179,294.875,290.636,291.665,352245.0
2013-11-04,291.786,293.785,289.243,289.424,441404.0
2013-11-05,289.243,289.364,284.64,286.517,324847.0
2013-11-06,289.0,294.027,287.789,293.724,749309.0
2013-11-07,294.935,294.935,291.06,291.12,408238.0
2013-11-08,289.485,291.06,288.879,291.06,742471.0
2013-11-09,289.485,291.06,288.879,291.06,742471.0
2013-11-10,289.485,291.06,288.879,291.06,742471.0
2013-11-11,293.119,297.661,290.757,296.268,525712.0
2013-11-12,295.359,298.388,293.785,294.633,459440.0
2013-11-13,292.392,294.572,287.365,288.274,267191.0
2013-11-14,290.091,292.331,285.609,286.639,345139.0
2013-11-15,287.85,290.272,286.215,289.243,383667.0
2013-11-16,287.85,290.272,286.215,289.243,383667.0
2013-11-17,287.85,290.272,286.215,289.243,383667.0
2013-11-18,289.243,293.24,286.699,292.634,279940.0
2013-11-19,290.878,292.15,288.031,288.819,467786.0
2013-11-20,287.729,288.274,278.402,279.856,1729317.0
2013-11-21,280.037,281.188,275.616,276.464,674392.0
2013-11-22,275.859,278.766,275.556,277.009,376687.0
2013-11-23,275.859,278.766,275.556,277.009,376687.0
2013-11-24,275.859,278.766,275.556,277.009,376687.0
2013-11-25,278.887,278.887,273.86,275.132,750150.0
2013-11-26,274.223,278.099,274.223,277.675,563822.0
2013-11-27,278.463,283.247,277.615,282.46,340076.0
2013-11-28,284.034,284.034,279.008,279.008,172920.0
2013-11-29,278.099,289.727,276.282,287.668,721451.0
2013-11-30,278.099,289.727,276.282,287.668,721451.0
2013-12-01,278.099,289.727,276.282,287.668,721451.0
2013-12-02,287.002,288.94,283.489,288.395,769297.0
2013-12-03,288.879,289.727,277.494,278.523,445680.0
2013-12-04,279.795,280.158,274.042,274.284,557281.0
2013-12-05,271.861,275.677,271.801,274.102,381776.0
2013-12-06,277.373,281.188,271.68,281.188,408965.0
2013-12-07,277.373,281.188,271.68,281.188,408965.0
2013-12-08,277.373,281.188,271.68,281.188,408965.0
2013-12-09,281.309,285.851,281.309,283.792,378503.0
2013-12-10,282.884,291.423,282.884,283.671,522670.0
2013-12-11,283.187,283.913,280.34,280.703,651609.0
2013-12-12,279.129,279.129,274.405,275.616,278474.0
2013-12-13,275.556,279.25,275.556,278.463,164536.0
2013-12-14,275.556,279.25,275.556,278.463,164536.0
2013-12-15,275.556,279.25,275.556,278.463,164536.0
2013-12-16,279.916,282.46,277.494,281.551,269381.0
2013-12-17,281.491,281.854,277.373,280.158,514565.0
2013-12-18,280.522,281.612,279.189,279.613,233328.0
2013-12-19,283.429,284.216,280.764,281.612,267473.0
2013-12-20,280.28,281.612,279.432,281.006,1364999.0
2013-12-21,280.28,281.612,279.432,281.006,1364999.0
2013-12-22,280.28,281.612,279.432,281.006,1364999.0
2013-12-23,279.856,283.187,279.856,281.612,1157740.0
2013-12-24,281.612,288.274,281.612,287.729,263067.0
2013-12-25,281.612,288.274,281.612,287.729,263067.0
2013-12-26,281.612,288.274,281.612,287.729,263067.0
2013-12-27,290.454,294.39,288.698,293.724,1034584.0
2013-12-28,290.454,294.39,288.698,293.724,1034584.0
2013-12-29,290.454,294.39,288.698,293.724,1034584.0
2013-12-30,292.695,294.935,292.029,292.271,487887.0
2013-12-31,293.724,297.721,293.724,295.541,172745.0
2014-01-01,293.724,297.721,293.724,295.541,172745.0
2014-01-02,297.964,298.933,292.937,294.451,428135.0
2014-01-03,293.3,297.661,292.089,295.541,279580.0
2014-01-04,293.3,297.661,292.089,295.541,279580.0
2014-01-05,293.3,297.661,292.089,295.541,279580.0
2014-01-06,295.541,296.995,295.057,295.057,311961.0
2014-01-07,297.116,297.116,292.513,295.481,270999.0
2014-01-08,297.055,297.055,293.058,293.724,222014.0
2014-01-09,294.814,296.752,292.816,294.875,973558.0
2014-01-10,294.209,296.692,293.845,295.238,568522.0
2014-01-11,294.209,296.692,293.845,295.238,568522.0
2014-01-12,294.209,296.692,293.845,295.238,568522.0
2014-01-13,293.906,296.631,293.482,296.207,478354.0
2014-01-14,288.334,292.15,283.308,289.485,1716605.0
2014-01-15,291.302,291.362,288.274,290.091,697933.0
2014-01-16,292.513,292.513,286.76,287.85,663360.0
2014-01-17,289.485,290.333,286.941,287.608,515677.0
2014-01-18,289.485,290.333,286.941,287.608,515677.0
2014-01-19,289.485,290.333,286.941,287.608,515677.0
2014-01-20,289.061,289.061,286.093,286.517,411461.0
2014-01-21,285.791,287.547,284.64,285.246,591415.0
2014-01-22,286.154,287.365,281.794,282.218,432514.0
2014-01-23,284.761,284.761,276.161,277.494,780717.0
2014-01-24,278.584,279.311,269.076,269.076,598819.0
2014-01-25,278.584,279.311,269.076,269.076,598819.0
2014-01-26,278.584,279.311,269.076,269.076,598819.0
2014-01-27,268.107,268.955,257.932,264.957,1490864.0
2014-01-28,264.957,272.649,264.957,271.983,532988.0
2014-01-29,274.89,277.554,270.226,272.649,670664.0
2014-01-30,273.497,273.497,267.501,269.863,366096.0
2014-01-31,270.59,271.801,265.503,269.621,714599.0
2014-02-01,270.59,271.801,265.503,269.621,714599.0
2014-02-02,270.59,271.801,265.503,269.621,714599.0
2014-02-03,263.019,272.83,263.019,267.683,680256.0
