,PSN LN Equity,PSN LN Equity,PSN LN Equity,PSN LN Equity,PSN LN Equity
2010-03-18,200.216,202.698,199.241,200.704,2185645.0
2010-03-19,200.704,207.794,197.513,202.742,3364071.0
2010-03-20,200.704,207.794,197.513,202.742,3364071.0
2010-03-21,200.704,207.794,197.513,202.742,3364071.0
2010-03-22,205.623,205.623,198.843,202.388,2670227.0
2010-03-23,201.59,205.977,196.981,197.646,2621501.0
2010-03-24,198.754,207.927,198.754,203.717,4745743.0
2010-03-25,204.914,210.409,204.914,208.149,2207398.0
2010-03-26,207.395,207.927,205.977,206.509,2126379.0
2010-03-27,207.395,207.927,205.977,206.509,2126379.0
2010-03-28,207.395,207.927,205.977,206.509,2126379.0
2010-03-29,206.465,207.218,203.806,204.293,1332387.0
2010-03-30,204.736,206.864,203.762,203.806,2663164.0
2010-03-31,202.521,209.257,202.521,206.287,2501026.0
2010-04-01,206.908,212.802,206.908,211.384,2060394.0
2010-04-02,206.908,212.802,206.908,211.384,2060394.0
2010-04-03,206.908,212.802,206.908,211.384,2060394.0
2010-04-04,206.908,212.802,206.908,211.384,2060394.0
2010-04-05,206.908,212.802,206.908,211.384,2060394.0
2010-04-06,212.27,212.403,209.301,210.054,1726203.0
2010-04-07,210.497,211.694,209.257,209.966,1141668.0
2010-04-08,209.7,210.63,205.977,206.509,1997435.0
2010-04-09,208.636,208.636,205.623,206.731,1144698.0
2010-04-10,208.636,208.636,205.623,206.731,1144698.0
2010-04-11,208.636,208.636,205.623,206.731,1144698.0
2010-04-12,208.104,208.282,204.914,205.49,1179178.0
2010-04-13,205.933,205.933,202.388,203.806,1458657.0
2010-04-14,205.002,205.623,202.742,202.964,1780382.0
2010-04-15,203.097,204.958,196.848,198.532,2800451.0
2010-04-16,198.222,203.673,197.602,199.552,2104085.0
2010-04-17,198.222,203.673,197.602,199.552,2104085.0
2010-04-18,198.222,203.673,197.602,199.552,2104085.0
2010-04-19,199.374,200.394,195.962,198.975,1188790.0
2010-04-20,199.862,206.155,199.862,204.471,2224772.0
2010-04-21,204.471,206.775,201.945,206.376,1908448.0
2010-04-22,212.713,216.436,206.908,212.713,4036887.0
2010-04-23,213.245,221.133,211.339,220.823,4088079.0
2010-04-24,213.245,221.133,211.339,220.823,4088079.0
2010-04-25,213.245,221.133,211.339,220.823,4088079.0
2010-04-26,224.235,230.439,222.019,224.9,2625745.0
2010-04-27,224.014,226.008,215.727,215.727,1585763.0
2010-04-28,214.929,216.746,210.542,213.732,2439448.0
2010-04-29,214.84,217.677,213.865,214.796,1622627.0
2010-04-30,215.594,217.942,210.232,211.074,1686545.0
2010-05-01,215.594,217.942,210.232,211.074,1686545.0
2010-05-02,215.594,217.942,210.232,211.074,1686545.0
2010-05-03,215.594,217.942,210.232,211.074,1686545.0
2010-05-04,213.245,213.245,201.413,202.831,2815261.0
2010-05-05,202.033,204.471,196.848,201.191,2327466.0
2010-05-06,200.394,204.781,195.164,196.228,3295187.0
2010-05-07,190.6,194.633,182.535,185.459,4390812.0
2010-05-08,190.6,194.633,182.535,185.459,4390812.0
2010-05-09,190.6,194.633,182.535,185.459,4390812.0
2010-05-10,191.043,198.71,189.935,197.557,3051696.0
2010-05-11,195.386,196.848,188.827,193.702,2012847.0
2010-05-12,193.924,202.787,192.949,201.147,2605682.0
2010-05-13,203.894,208.592,201.634,206.066,2028797.0
2010-05-14,205.224,205.889,197.026,198.798,2177758.0
2010-05-15,205.224,205.889,197.026,198.798,2177758.0
2010-05-16,205.224,205.889,197.026,198.798,2177758.0
2010-05-17,196.848,200.97,194.101,195.031,2018746.0
2010-05-18,197.247,200.394,196.184,198.001,2465637.0
2010-05-19,196.45,196.848,190.157,190.511,2305779.0
2010-05-20,191.087,195.608,180.053,182.535,2901225.0
2010-05-21,182.756,186.035,178.723,183.465,3078709.0
2010-05-22,182.756,186.035,178.723,183.465,3078709.0
2010-05-23,182.756,186.035,178.723,183.465,3078709.0
2010-05-24,182.313,186.922,180.452,182.357,2011953.0
2010-05-25,177.881,178.812,171.278,171.456,3188978.0
2010-05-26,173.982,177.616,171.544,174.248,4661405.0
2010-05-27,177.217,182.978,174.513,182.978,2970981.0
2010-05-28,183.642,186.479,180.806,180.806,3262494.0
2010-05-29,183.642,186.479,180.806,180.806,3262494.0
2010-05-30,183.642,186.479,180.806,180.806,3262494.0
2010-05-31,183.642,186.479,180.806,180.806,3262494.0
2010-06-01,178.192,181.471,176.109,180.319,1753525.0
2010-06-02,177.97,179.743,175.001,177.483,1437825.0
2010-06-03,180.407,182.535,179.388,180.186,2335998.0
2010-06-04,180.053,182.313,171.722,172.519,2232005.0
2010-06-05,180.053,182.313,171.722,172.519,2232005.0
2010-06-06,180.053,182.313,171.722,172.519,2232005.0
2010-06-07,170.259,172.386,166.492,167.866,1743585.0
2010-06-08,169.329,170.481,157.496,159.313,4016546.0
2010-06-09,160.067,162.859,156.876,161.396,2659406.0
2010-06-10,159.446,160.554,156.654,160.022,2927154.0
2010-06-11,160.466,165.695,160.466,162.46,2754927.0
2010-06-12,160.466,165.695,160.466,162.46,2754927.0
2010-06-13,160.466,165.695,160.466,162.46,2754927.0
2010-06-14,163.036,164.41,159.624,161.485,1549657.0
2010-06-15,160.82,163.302,159.491,163.213,2896516.0
2010-06-16,164.941,166.492,160.864,161.44,2124769.0
2010-06-17,161.751,163.435,160.421,161.839,1704098.0
2010-06-18,162.681,167.246,161.396,166.537,2837158.0
2010-06-19,162.681,167.246,161.396,166.537,2837158.0
2010-06-20,162.681,167.246,161.396,166.537,2837158.0
2010-06-21,168.841,170.569,163.656,164.631,2117043.0
2010-06-22,163.789,171.323,161.751,169.107,3433307.0
2010-06-23,168.354,172.12,167.068,169.905,2472214.0
2010-06-24,171.589,176.508,169.993,171.722,2350344.0
2010-06-25,172.962,172.962,168.487,168.62,2206464.0
2010-06-26,172.962,172.962,168.487,168.62,2206464.0
2010-06-27,172.962,172.962,168.487,168.62,2206464.0
2010-06-28,170.304,173.361,167.733,171.411,1905047.0
2010-06-29,167.246,168.575,159.801,159.978,2726503.0
2010-06-30,160.598,161.13,153.198,155.103,2473242.0
2010-07-01,152.134,155.281,150.76,151.602,2560201.0
2010-07-02,152.267,153.73,151.647,152.09,1703725.0
2010-07-03,152.267,153.73,151.647,152.09,1703725.0
2010-07-04,152.267,153.73,151.647,152.09,1703725.0
2010-07-05,152.179,154.837,150.805,154.439,1143523.0
2010-07-06,157.807,165.296,157.629,164.055,3081719.0
2010-07-07,163.612,166.005,161.352,166.005,2287158.0
2010-07-08,167.29,172.652,166.182,171.943,2750217.0
2010-07-09,171.013,172.12,167.423,171.234,2647227.0
2010-07-10,171.013,172.12,167.423,171.234,2647227.0
2010-07-11,171.013,172.12,167.423,171.234,2647227.0
2010-07-12,170.747,173.583,170.747,172.12,2444746.0
2010-07-13,172.12,176.729,171.145,176.729,1728272.0
2010-07-14,177.66,180.983,171.722,172.829,2899347.0
2010-07-15,171.722,174.957,168.841,170.924,2564039.0
2010-07-16,170.259,170.791,167.334,167.334,1860655.0
2010-07-17,170.259,170.791,167.334,167.334,1860655.0
2010-07-18,170.259,170.791,167.334,167.334,1860655.0
2010-07-19,167.733,168.398,159.491,159.668,2926969.0
2010-07-20,160.067,160.687,155.768,156.477,3072815.0
2010-07-21,157.363,160.421,157.053,157.674,3674374.0
2010-07-22,156.389,162.859,155.148,162.859,1922136.0
2010-07-23,163.213,164.41,161.928,163.656,1898137.0
2010-07-24,163.213,164.41,161.928,163.656,1898137.0
2010-07-25,163.213,164.41,161.928,163.656,1898137.0
2010-07-26,165.739,166.625,162.415,164.099,1246400.0
2010-07-27,165.296,167.423,162.903,163.833,1394423.0
2010-07-28,160.51,162.327,157.053,157.851,2912477.0
2010-07-29,159.313,161.928,157.009,160.111,2228390.0
2010-07-30,160.022,162.061,155.679,156.477,1968309.0
2010-07-31,160.022,162.061,155.679,156.477,1968309.0
2010-08-01,160.022,162.061,155.679,156.477,1968309.0
2010-08-02,158.427,166.98,158.383,166.271,2854842.0
2010-08-03,167.113,171.899,166.581,168.265,2329969.0
2010-08-04,168.797,170.747,165.828,169.949,1552350.0
2010-08-05,169.24,174.159,169.24,173.228,1178758.0
2010-08-06,174.558,175.134,170.171,170.658,2240975.0
2010-08-07,174.558,175.134,170.171,170.658,2240975.0
2010-08-08,174.558,175.134,170.171,170.658,2240975.0
2010-08-09,171.411,174.336,171.367,174.07,1175759.0
2010-08-10,172.519,172.829,164.543,165.473,2004166.0
2010-08-11,165.163,165.385,159.801,159.845,2666126.0
2010-08-12,158.914,160.244,151.691,154.04,3905346.0
2010-08-13,155.812,157.275,152.444,153.685,1240115.0
2010-08-14,155.812,157.275,152.444,153.685,1240115.0
2010-08-15,155.812,157.275,152.444,153.685,1240115.0
2010-08-16,153.73,155.945,151.514,152.622,1357235.0
2010-08-17,153.951,154.66,151.824,153.464,1959759.0
2010-08-18,153.331,153.907,151.868,152.444,918381.0
2010-08-19,153.597,154.173,150.893,151.602,2158899.0
2010-08-20,152.179,152.179,148.855,150.007,1609765.0
2010-08-21,152.179,152.179,148.855,150.007,1609765.0
2010-08-22,152.179,152.179,148.855,150.007,1609765.0
2010-08-23,151.292,154.66,148.988,153.597,2196112.0
2010-08-24,157.762,159.535,151.913,154.261,3953579.0
2010-08-25,154.572,157.984,152.001,153.907,3142872.0
2010-08-26,156.787,161.928,155.99,161.706,2870700.0
2010-08-27,161.839,164.011,159.845,162.637,4167605.0
2010-08-28,161.839,164.011,159.845,162.637,4167605.0
2010-08-29,161.839,164.011,159.845,162.637,4167605.0
2010-08-30,161.839,164.011,159.845,162.637,4167605.0
2010-08-31,159.313,161.706,156.876,160.953,1788068.0
2010-09-01,162.194,167.645,162.061,167.556,2013071.0
2010-09-02,167.379,175.843,167.068,173.627,3547646.0
2010-09-03,173.583,174.868,170.835,173.982,2217387.0
2010-09-04,173.583,174.868,170.835,173.982,2217387.0
2010-09-05,173.583,174.868,170.835,173.982,2217387.0
2010-09-06,174.336,175.932,172.386,175.887,1612784.0
2010-09-07,175.355,177.217,173.849,175.799,3227337.0
2010-09-08,174.203,174.292,170.791,172.475,2867600.0
2010-09-09,170.924,177.128,170.924,177.128,2327857.0
2010-09-10,177.527,180.983,176.375,180.718,1311343.0
2010-09-11,177.527,180.983,176.375,180.718,1311343.0
2010-09-12,177.527,180.983,176.375,180.718,1311343.0
2010-09-13,183.332,183.908,180.673,182.357,1422557.0
2010-09-14,181.427,181.56,175.932,176.818,3163409.0
2010-09-15,177.881,178.325,175.533,176.951,2370034.0
2010-09-16,176.242,179.122,174.824,176.064,1252820.0
2010-09-17,176.685,177.97,175.843,176.951,2510933.0
2010-09-18,176.685,177.97,175.843,176.951,2510933.0
2010-09-19,176.685,177.97,175.843,176.951,2510933.0
2010-09-20,176.862,178.945,176.641,178.945,1319541.0
2010-09-21,179.477,182.18,178.945,180.186,1441703.0
2010-09-22,181.693,181.693,176.375,176.552,2017234.0
2010-09-23,178.147,178.147,174.336,176.774,1255570.0
2010-09-24,176.641,180.363,176.641,180.141,983202.0
2010-09-25,176.641,180.363,176.641,180.141,983202.0
2010-09-26,176.641,180.363,176.641,180.141,983202.0
2010-09-27,180.851,183.155,178.856,179.255,1115706.0
2010-09-28,180.496,182.712,178.192,179.211,4995190.0
2010-09-29,180.762,181.028,177.305,178.369,1597949.0
2010-09-30,177.97,179.92,175.045,176.995,1800929.0
2010-10-01,178.103,178.945,173.095,174.248,1519709.0
2010-10-02,178.103,178.945,173.095,174.248,1519709.0
2010-10-03,178.103,178.945,173.095,174.248,1519709.0
2010-10-04,174.558,175.666,172.12,173.494,1320425.0
2010-10-05,173.804,175.887,171.943,174.602,1612835.0
2010-10-06,175.843,177.35,172.564,174.115,1975526.0
2010-10-07,174.735,174.735,166.847,166.847,5113628.0
2010-10-08,167.29,167.29,160.51,165.916,4162335.0
2010-10-09,167.29,167.29,160.51,165.916,4162335.0
2010-10-10,167.29,167.29,160.51,165.916,4162335.0
2010-10-11,167.29,169.417,165.961,167.6,1729206.0
2010-10-12,167.113,167.113,163.435,163.701,1603367.0
2010-10-13,165.473,169.417,163.612,169.151,2270250.0
2010-10-14,170.259,172.652,168.974,169.373,2089669.0
2010-10-15,169.417,172.342,166.714,167.733,1430180.0
2010-10-16,169.417,172.342,166.714,167.733,1430180.0
2010-10-17,169.417,172.342,166.714,167.733,1430180.0
2010-10-18,166.404,171.234,166.404,171.145,1998416.0
2010-10-19,171.855,171.899,163.302,163.966,3881635.0
2010-10-20,164.144,164.144,157.053,159.535,2855798.0
2010-10-21,159.668,161.086,158.471,158.914,2279201.0
2010-10-22,158.87,159.225,157.585,158.028,1455827.0
2010-10-23,158.87,159.225,157.585,158.028,1455827.0
2010-10-24,158.87,159.225,157.585,158.028,1455827.0
2010-10-25,158.826,160.022,155.502,158.338,2135052.0
2010-10-26,158.294,159.624,158.072,158.604,2214199.0
2010-10-27,158.737,159.889,156.167,156.654,1965463.0
2010-10-28,158.427,158.427,153.863,154.572,1920009.0
2010-10-29,154.882,154.97,150.938,151.115,2238162.0
2010-10-30,154.882,154.97,150.938,151.115,2238162.0
2010-10-31,154.882,154.97,150.938,151.115,2238162.0
2010-11-01,153.286,153.286,149.564,150.495,2611878.0
2010-11-02,150.672,152.444,149.653,152.001,2534026.0
2010-11-03,153.745,155.622,150.213,150.437,4160416.0
2010-11-04,151.957,164.787,151.197,161.926,4965228.0
2010-11-05,161.479,166.888,160.451,161.345,1996926.0
2010-11-06,161.479,166.888,160.451,161.345,1996926.0
2010-11-07,161.479,166.888,160.451,161.345,1996926.0
2010-11-08,161.837,164.832,160.451,162.373,1329902.0
2010-11-09,162.731,166.888,161.747,166.307,1266067.0
2010-11-10,166.531,169.884,163.848,165.771,2134103.0
2010-11-11,167.201,168.14,160.764,161.032,1174068.0
2010-11-12,159.87,161.568,158.037,161.032,1632723.0
2010-11-13,159.87,161.568,158.037,161.032,1632723.0
2010-11-14,159.87,161.568,158.037,161.032,1632723.0
2010-11-15,162.999,164.743,158.171,159.735,1367338.0
2010-11-16,159.378,162.641,158.752,159.422,2345074.0
2010-11-17,158.662,160.272,154.237,156.651,1585966.0
2010-11-18,158.931,160.808,158.215,159.735,1048837.0
2010-11-19,160.406,160.585,157.545,157.813,987199.0
2010-11-20,160.406,160.585,157.545,157.813,987199.0
2010-11-21,160.406,160.585,157.545,157.813,987199.0
2010-11-22,159.825,161.837,156.293,156.919,1275663.0
2010-11-23,156.874,157.008,151.241,151.286,2568035.0
2010-11-24,152.135,157.59,151.912,156.83,1754627.0
2010-11-25,156.561,160.54,156.472,160.361,846764.0
2010-11-26,158.26,162.284,158.26,160.764,644831.0
2010-11-27,158.26,162.284,158.26,160.764,644831.0
2010-11-28,158.26,162.284,158.26,160.764,644831.0
2010-11-29,161.39,163.848,154.281,154.281,1319975.0
2010-11-30,155.354,156.159,150.615,151.375,1454607.0
2010-12-01,152.851,154.818,150.705,154.371,1305813.0
2010-12-02,156.204,166.441,155.98,166.441,3360671.0
2010-12-03,166.039,173.639,165.637,169.124,2277124.0
2010-12-04,166.039,173.639,165.637,169.124,2277124.0
2010-12-05,166.039,173.639,165.637,169.124,2277124.0
2010-12-06,169.66,171.985,168.9,171.091,889237.0
2010-12-07,171.583,186.559,170.42,186.157,5159000.0
2010-12-08,184.994,186.872,182.357,183.43,1794847.0
2010-12-09,185.397,201.178,185.173,191.075,3400368.0
2010-12-10,192.058,192.058,184.682,186.783,1733299.0
2010-12-11,192.058,192.058,184.682,186.783,1733299.0
2010-12-12,192.058,192.058,184.682,186.783,1733299.0
2010-12-13,187.543,189.376,181.373,181.91,1565967.0
2010-12-14,182.983,191.075,180.881,190.985,2301613.0
2010-12-15,189.599,189.778,183.922,183.922,914078.0
2010-12-16,183.787,188.124,183.787,185.084,768687.0
2010-12-17,186.738,188.705,183.162,184.458,1418206.0
2010-12-18,186.738,188.705,183.162,184.458,1418206.0
2010-12-19,186.738,188.705,183.162,184.458,1418206.0
2010-12-20,184.413,184.413,180.658,182.804,854995.0
2010-12-21,183.027,185.442,181.329,184.369,910481.0
2010-12-22,184.413,186.783,183.564,186.157,540710.0
2010-12-23,187.543,189.912,187.319,187.364,620585.0
2010-12-24,187.274,187.453,182.446,183.34,95212.0
2010-12-25,187.274,187.453,182.446,183.34,95212.0
2010-12-26,187.274,187.453,182.446,183.34,95212.0
2010-12-27,187.274,187.453,182.446,183.34,95212.0
2010-12-28,187.274,187.453,182.446,183.34,95212.0
2010-12-29,181.954,191.209,181.954,190.583,1587271.0
2010-12-30,189.689,190.94,186.917,190.002,475328.0
2010-12-31,185.978,190.985,185.978,186.336,240005.0
2011-01-01,185.978,190.985,185.978,186.336,240005.0
2011-01-02,185.978,190.985,185.978,186.336,240005.0
2011-01-03,185.978,190.985,185.978,186.336,240005.0
2011-01-04,186.738,194.74,186.738,192.147,1798837.0
2011-01-05,191.611,199.3,189.152,198.317,1783259.0
2011-01-06,198.719,201.625,197.691,201.402,1500294.0
2011-01-07,200.776,201.223,195.679,195.679,1649971.0
2011-01-08,200.776,201.223,195.679,195.679,1649971.0
2011-01-09,200.776,201.223,195.679,195.679,1649971.0
2011-01-10,197.915,199.524,194.785,195.59,1203826.0
2011-01-11,197.78,198.228,195.009,196.886,926804.0
2011-01-12,197.512,199.39,191.477,193.176,1261584.0
2011-01-13,194.025,197.512,193.086,194.919,1048808.0
2011-01-14,194.875,197.602,193.131,195.679,1491861.0
2011-01-15,194.875,197.602,193.131,195.679,1491861.0
2011-01-16,194.875,197.602,193.131,195.679,1491861.0
2011-01-17,195.411,196.708,194.472,194.785,649061.0
2011-01-18,196.305,206.319,196.26,205.246,1905059.0
2011-01-19,206.364,207.839,197.244,198.004,2002674.0
2011-01-20,197.468,198.496,188.705,190.002,3414524.0
2011-01-21,190.94,191.477,183.43,188.705,2081107.0
2011-01-22,190.94,191.477,183.43,188.705,2081107.0
2011-01-23,190.94,191.477,183.43,188.705,2081107.0
2011-01-24,189.197,191.7,187.051,189.465,1496861.0
2011-01-25,190.627,190.851,185.844,187.453,1077221.0
2011-01-26,187.945,191.253,187.766,189.107,1059471.0
2011-01-27,188.795,190.627,187.23,187.274,1414480.0
2011-01-28,186.783,186.872,178.646,179.809,1916318.0
2011-01-29,186.783,186.872,178.646,179.809,1916318.0
2011-01-30,186.783,186.872,178.646,179.809,1916318.0
2011-01-31,179.049,184.994,176.858,182.67,2270406.0
2011-02-01,183.474,185.531,179.361,180.837,975402.0
2011-02-02,182.267,184.279,178.78,179.898,920889.0
2011-02-03,180.166,181.06,176.992,178.378,933884.0
2011-02-04,179.674,189.107,179.496,187.99,1520423.0
2011-02-05,179.674,189.107,179.496,187.99,1520423.0
2011-02-06,179.674,189.107,179.496,187.99,1520423.0
2011-02-07,189.107,194.74,186.738,192.416,1233421.0
2011-02-08,192.907,196.216,191.835,195.59,1456459.0
2011-02-09,194.338,195.232,191.075,193.623,1314578.0
2011-02-10,193.176,195.813,191.477,194.293,996906.0
2011-02-11,194.517,198.988,193.176,198.853,1141343.0
2011-02-12,194.517,198.988,193.176,198.853,1141343.0
2011-02-13,194.517,198.988,193.176,198.853,1141343.0
2011-02-14,201.223,203.413,195.053,195.187,1378635.0
2011-02-15,195.411,196.708,190.449,193.802,1603159.0
2011-02-16,193.533,195.679,191.611,194.025,915045.0
2011-02-17,194.472,197.512,193.176,196.305,985635.0
2011-02-18,196.26,198.004,193.667,196.708,856198.0
2011-02-19,196.26,198.004,193.667,196.708,856198.0
2011-02-20,196.26,198.004,193.667,196.708,856198.0
2011-02-21,195.813,197.915,195.724,195.948,944076.0
2011-02-22,195.679,197.199,189.778,195.411,1340511.0
2011-02-23,194.964,198.63,193.757,197.87,1260608.0
2011-02-24,197.155,200.82,194.651,199.345,1704507.0
2011-02-25,202.072,209.27,201.133,207.079,1765508.0
2011-02-26,202.072,209.27,201.133,207.079,1765508.0
2011-02-27,202.072,209.27,201.133,207.079,1765508.0
2011-02-28,208.018,213.472,205.023,210.298,3159814.0
2011-03-01,214.501,214.501,199.524,202.028,3626120.0
2011-03-02,199.256,204.308,195.635,201.446,2801553.0
2011-03-03,201.849,203.324,198.451,201.625,1892002.0
2011-03-04,202.966,206.409,201.089,205.604,1593535.0
2011-03-05,202.966,206.409,201.089,205.604,1593535.0
2011-03-06,202.966,206.409,201.089,205.604,1593535.0
2011-03-07,205.425,207.213,203.413,204.442,1816296.0
2011-03-08,206.319,206.409,202.028,204.799,1623301.0
2011-03-09,205.649,208.599,204.084,207.795,1803237.0
2011-03-10,206.588,206.588,201.178,203.458,1500191.0
2011-03-11,202.385,204.933,195.769,196.976,1804744.0
2011-03-12,202.385,204.933,195.769,196.976,1804744.0
2011-03-13,202.385,204.933,195.769,196.976,1804744.0
2011-03-14,196.708,201.402,195.679,196.886,825614.0
2011-03-15,192.684,195.366,188.258,194.562,1498147.0
2011-03-16,194.472,196.797,188.437,189.644,1567058.0
2011-03-17,190.091,200.91,190.091,199.926,1713141.0
2011-03-18,200.329,204.263,199.524,201.133,1723522.0
2011-03-19,200.329,204.263,199.524,201.133,1723522.0
2011-03-20,200.329,204.263,199.524,201.133,1723522.0
2011-03-21,203.771,204.933,202.072,204.084,1457843.0
2011-03-22,203.637,204.486,201.715,203.19,974750.0
2011-03-23,203.011,207.079,202.117,206.588,1449698.0
2011-03-24,206.722,218.882,204.621,214.143,2627350.0
2011-03-25,215.35,215.35,208.242,209.091,968291.0
2011-03-26,215.35,215.35,208.242,209.091,968291.0
2011-03-27,215.35,215.35,208.242,209.091,968291.0
2011-03-28,208.286,210.254,207.348,208.152,597487.0
2011-03-29,209.359,209.359,204.889,206.275,1179495.0
2011-03-30,208.331,210.119,200.82,202.519,1813753.0
2011-03-31,203.056,205.738,198.943,198.943,1876129.0
2011-04-01,200.463,201.983,194.472,201.983,1429061.0
2011-04-02,200.463,201.983,194.472,201.983,1429061.0
2011-04-03,200.463,201.983,194.472,201.983,1429061.0
2011-04-04,201.759,208.242,200.195,207.169,1607117.0
2011-04-05,205.246,207.973,204.531,207.348,1048290.0
2011-04-06,207.124,210.388,204.218,206.632,1934121.0
2011-04-07,207.571,207.571,202.296,204.531,933449.0
2011-04-08,206.185,206.99,202.117,206.766,1194456.0
2011-04-09,206.185,206.99,202.117,206.766,1194456.0
2011-04-10,206.185,206.99,202.117,206.766,1194456.0
2011-04-11,206.811,207.124,197.691,198.228,1553624.0
2011-04-12,196.708,200.597,195.456,196.797,1867553.0
2011-04-13,198.228,201.491,197.02,198.183,2050504.0
2011-04-14,197.915,200.776,197.02,199.703,1500201.0
2011-04-15,200.597,202.296,199.256,200.686,1249887.0
2011-04-16,200.597,202.296,199.256,200.686,1249887.0
2011-04-17,200.597,202.296,199.256,200.686,1249887.0
2011-04-18,200.686,201.223,195.635,197.244,939752.0
2011-04-19,198.719,205.515,198.675,204.352,1633565.0
2011-04-20,209.806,211.148,206.051,207.705,1404383.0
2011-04-21,212.31,212.31,207.213,210.075,1180998.0
2011-04-22,212.31,212.31,207.213,210.075,1180998.0
2011-04-23,212.31,212.31,207.213,210.075,1180998.0
2011-04-24,212.31,212.31,207.213,210.075,1180998.0
2011-04-25,212.31,212.31,207.213,210.075,1180998.0
