,CSX US Equity
2023-06-23,1.45
2023-06-24,1.45
2023-06-25,1.45
2023-06-26,1.434
2023-06-27,1.419
2023-06-28,1.414
2023-06-29,1.402
2023-06-30,1.392
2023-07-01,1.392
2023-07-02,1.392
2023-07-03,1.383
2023-07-04,1.383
2023-07-05,1.402
2023-07-06,1.401
2023-07-07,1.408
2023-07-08,1.408
2023-07-09,1.408
2023-07-10,1.395
2023-07-11,1.406
2023-07-12,1.416
2023-07-13,1.408
2023-07-14,1.412
2023-07-15,1.412
2023-07-16,1.412
2023-07-17,1.429
2023-07-18,1.407
2023-07-19,1.405
2023-07-20,1.424
2023-07-21,1.475
2023-07-22,1.475
2023-07-23,1.475
2023-07-24,1.466
2023-07-25,1.438
2023-07-26,1.447
2023-07-27,1.444
2023-07-28,1.411
2023-07-29,1.411
2023-07-30,1.411
2023-07-31,1.431
2023-08-01,1.432
2023-08-02,1.447
2023-08-03,1.449
2023-08-04,1.513
2023-08-05,1.513
2023-08-06,1.513
2023-08-07,1.5
2023-08-08,1.523
2023-08-09,1.533
2023-08-10,1.542
2023-08-11,1.551
2023-08-12,1.551
2023-08-13,1.551
2023-08-14,1.547
2023-08-15,1.575
2023-08-16,1.579
2023-08-17,1.575
2023-08-18,1.545
2023-08-19,1.545
2023-08-20,1.545
2023-08-21,1.553
2023-08-22,1.563
2023-08-23,1.538
2023-08-24,1.56
2023-08-25,1.543
2023-08-26,1.543
2023-08-27,1.543
2023-08-28,1.535
2023-08-29,1.541
2023-08-30,1.536
2023-08-31,1.563
2023-09-01,1.541
2023-09-02,1.541
2023-09-03,1.541
2023-09-04,1.541
2023-09-05,1.578
2023-09-06,1.588
2023-09-07,1.601
2023-09-08,1.576
2023-09-09,1.576
2023-09-10,1.576
2023-09-11,1.564
2023-09-12,1.543
2023-09-13,1.548
2023-09-14,1.521
2023-09-15,1.53
2023-09-16,1.53
2023-09-17,1.53
2023-09-18,1.515
2023-09-19,1.524
2023-09-20,1.505
2023-09-21,1.528
2023-09-22,1.52
2023-09-23,1.52
2023-09-24,1.52
2023-09-25,1.522
2023-09-26,1.548
2023-09-27,1.566
2023-09-28,1.551
2023-09-29,1.542
2023-09-30,1.542
2023-10-01,1.542
2023-10-02,1.546
2023-10-03,1.534
2023-10-04,1.53
2023-10-05,1.552
2023-10-06,1.527
2023-10-07,1.527
2023-10-08,1.527
2023-10-09,1.519
2023-10-10,1.497
2023-10-11,1.494
2023-10-12,1.515
2023-10-13,1.516
2023-10-14,1.516
2023-10-15,1.516
2023-10-16,1.503
2023-10-17,1.505
2023-10-18,1.539
2023-10-19,1.546
2023-10-20,1.532
2023-10-21,1.532
2023-10-22,1.532
2023-10-23,1.559
2023-10-24,1.584
2023-10-25,1.588
2023-10-26,1.589
2023-10-27,1.608
2023-10-28,1.608
2023-10-29,1.608
2023-10-30,1.599
2023-10-31,1.575
2023-11-01,1.59
2023-11-02,1.544
2023-11-03,1.55
2023-11-04,1.55
2023-11-05,1.55
2023-11-06,1.551
2023-11-07,1.552
2023-11-08,1.551
2023-11-09,1.561
2023-11-10,1.535
2023-11-11,1.535
2023-11-12,1.535
2023-11-13,1.547
2023-11-14,1.514
2023-11-15,1.52
2023-11-16,1.504
2023-11-17,1.49
2023-11-18,1.49
2023-11-19,1.49
2023-11-20,1.469
2023-11-21,1.461
2023-11-22,1.447
2023-11-23,1.447
2023-11-24,1.443
2023-11-25,1.443
2023-11-26,1.443
2023-11-27,1.475
2023-11-28,1.47
2023-11-29,1.48
2023-11-30,1.454
2023-12-01,1.406
2023-12-02,1.406
2023-12-03,1.406
2023-12-04,1.395
2023-12-05,1.41
2023-12-06,1.404
2023-12-07,1.404
2023-12-08,1.446
2023-12-09,1.446
2023-12-10,1.446
2023-12-11,1.435
2023-12-12,1.434
2023-12-13,1.434
2023-12-14,1.408
2023-12-15,1.401
2023-12-16,1.401
2023-12-17,1.401
2023-12-18,1.388
2023-12-19,1.378
2023-12-20,1.387
2023-12-21,1.383
2023-12-22,1.376
2023-12-23,1.376
2023-12-24,1.376
2023-12-25,1.376
2023-12-26,1.363
2023-12-27,1.375
2023-12-28,1.372
2023-12-29,1.374
2023-12-30,1.374
2023-12-31,1.374
2024-01-01,1.374
2024-01-02,1.376
2024-01-03,1.375
2024-01-04,1.372
2024-01-05,1.376
2024-01-06,1.376
2024-01-07,1.376
2024-01-08,1.377
2024-01-09,1.38
2024-01-10,1.376
2024-01-11,1.381
2024-01-12,1.37
2024-01-13,1.37
2024-01-14,1.37
2024-01-15,1.37
2024-01-16,1.375
2024-01-17,1.389
2024-01-18,1.386
2024-01-19,1.382
2024-01-20,1.382
2024-01-21,1.382
2024-01-22,1.374
2024-01-23,1.369
2024-01-24,1.4
2024-01-25,1.37
2024-01-26,1.355
2024-01-27,1.355
2024-01-28,1.355
2024-01-29,1.342
2024-01-30,1.332
2024-01-31,1.338
2024-02-01,1.305
2024-02-02,1.296
2024-02-03,1.296
2024-02-04,1.296
2024-02-05,1.289
2024-02-06,1.279
2024-02-07,1.283
2024-02-08,1.28
2024-02-09,1.286
2024-02-10,1.286
2024-02-11,1.286
2024-02-12,1.29
2024-02-13,1.299
2024-02-14,1.285
2024-02-15,1.282
2024-02-16,1.292
2024-02-17,1.292
2024-02-18,1.292
2024-02-19,1.292
2024-02-20,1.287
2024-02-21,1.279
2024-02-22,1.252
2024-02-23,1.238
2024-02-24,1.238
2024-02-25,1.238
2024-02-26,1.243
2024-02-27,1.255
2024-02-28,1.261
2024-02-29,1.252
2024-03-01,1.242
2024-03-02,1.242
2024-03-03,1.242
2024-03-04,1.238
2024-03-05,1.242
2024-03-06,1.244
2024-03-07,1.25
2024-03-08,1.241
2024-03-09,1.241
2024-03-10,1.241
2024-03-11,1.246
2024-03-12,1.253
2024-03-13,1.255
2024-03-14,1.28
2024-03-15,1.282
2024-03-16,1.282
2024-03-17,1.282
2024-03-18,1.27
2024-03-19,1.282
2024-03-20,1.26
2024-03-21,1.26
2024-03-22,1.277
2024-03-23,1.277
2024-03-24,1.277
2024-03-25,1.295
2024-03-26,1.32
2024-03-27,1.295
2024-03-28,1.287
2024-03-29,1.287
2024-03-30,1.287
2024-03-31,1.287
2024-04-01,1.308
2024-04-02,1.317
2024-04-03,1.321
2024-04-04,1.332
2024-04-05,1.325
2024-04-06,1.325
2024-04-07,1.325
2024-04-08,1.334
