,VCTR US Equity
2023-06-23,4.662
2023-06-24,4.662
2023-06-25,4.662
2023-06-26,4.63
2023-06-27,4.581
2023-06-28,4.545
2023-06-29,4.502
2023-06-30,4.532
2023-07-01,4.532
2023-07-02,4.532
2023-07-03,4.423
2023-07-04,4.423
2023-07-05,4.544
2023-07-06,4.551
2023-07-07,4.521
2023-07-08,4.521
2023-07-09,4.521
2023-07-10,4.371
2023-07-11,4.277
2023-07-12,4.297
2023-07-13,4.281
2023-07-14,4.277
2023-07-15,4.277
2023-07-16,4.277
2023-07-17,4.322
2023-07-18,4.191
2023-07-19,4.157
2023-07-20,4.192
2023-07-21,4.231
2023-07-22,4.231
2023-07-23,4.231
2023-07-24,4.211
2023-07-25,4.229
2023-07-26,4.257
2023-07-27,4.334
2023-07-28,4.331
2023-07-29,4.331
2023-07-30,4.331
2023-07-31,4.342
2023-08-01,4.343
2023-08-02,4.403
2023-08-03,4.422
2023-08-04,4.33
2023-08-05,4.33
2023-08-06,4.33
2023-08-07,4.331
2023-08-08,4.4
2023-08-09,4.318
2023-08-10,4.335
2023-08-11,4.313
2023-08-12,4.313
2023-08-13,4.313
2023-08-14,4.318
2023-08-15,4.296
2023-08-16,4.326
2023-08-17,4.322
2023-08-18,4.313
2023-08-19,4.313
2023-08-20,4.313
2023-08-21,4.327
2023-08-22,4.422
2023-08-23,4.344
2023-08-24,4.335
2023-08-25,4.322
2023-08-26,4.322
2023-08-27,4.322
2023-08-28,4.277
2023-08-29,4.246
2023-08-30,4.203
2023-08-31,4.183
2023-09-01,4.198
2023-09-02,4.198
2023-09-03,4.198
2023-09-04,4.198
2023-09-05,4.339
2023-09-06,4.305
2023-09-07,4.323
2023-09-08,4.249
2023-09-09,4.249
2023-09-10,4.249
2023-09-11,4.215
2023-09-12,4.167
2023-09-13,4.213
2023-09-14,4.245
2023-09-15,4.302
2023-09-16,4.302
2023-09-17,4.302
2023-09-18,4.271
2023-09-19,4.261
2023-09-20,4.292
2023-09-21,4.265
2023-09-22,4.227
2023-09-23,4.227
2023-09-24,4.227
2023-09-25,4.213
2023-09-26,4.278
2023-09-27,4.257
2023-09-28,4.211
2023-09-29,4.277
2023-09-30,4.277
2023-10-01,4.277
2023-10-02,4.317
2023-10-03,4.446
2023-10-04,4.421
2023-10-05,4.367
2023-10-06,4.461
2023-10-07,4.461
2023-10-08,4.461
2023-10-09,4.413
2023-10-10,4.481
2023-10-11,4.534
2023-10-12,4.632
2023-10-13,4.638
2023-10-14,4.638
2023-10-15,4.638
2023-10-16,4.632
2023-10-17,4.675
2023-10-18,4.812
2023-10-19,4.86
2023-10-20,4.885
2023-10-21,4.885
2023-10-22,4.885
2023-10-23,4.942
2023-10-24,4.898
2023-10-25,4.939
2023-10-26,4.798
2023-10-27,4.865
2023-10-28,4.865
2023-10-29,4.865
2023-10-30,4.842
2023-10-31,4.84
2023-11-01,4.732
2023-11-02,4.605
2023-11-03,4.319
2023-11-04,4.319
2023-11-05,4.319
2023-11-06,4.442
2023-11-07,4.468
2023-11-08,4.622
2023-11-09,4.611
2023-11-10,4.524
2023-11-11,4.524
2023-11-12,4.524
2023-11-13,4.539
2023-11-14,4.392
2023-11-15,4.313
2023-11-16,4.386
2023-11-17,4.306
2023-11-18,4.306
2023-11-19,4.306
2023-11-20,4.272
2023-11-21,4.276
2023-11-22,4.219
2023-11-23,4.219
2023-11-24,4.326
2023-11-25,4.326
2023-11-26,4.326
2023-11-27,4.456
2023-11-28,4.403
2023-11-29,4.414
2023-11-30,4.34
2023-12-01,4.289
2023-12-02,4.289
2023-12-03,4.289
2023-12-04,4.258
2023-12-05,4.209
2023-12-06,4.267
2023-12-07,4.251
2023-12-08,4.206
2023-12-09,4.206
2023-12-10,4.206
2023-12-11,4.155
2023-12-12,4.126
2023-12-13,4.165
2023-12-14,3.981
2023-12-15,4.021
2023-12-16,4.021
2023-12-17,4.021
2023-12-18,4.048
2023-12-19,3.948
2023-12-20,4.057
2023-12-21,4.04
2023-12-22,4.026
2023-12-23,4.026
2023-12-24,4.026
2023-12-25,4.026
2023-12-26,3.985
2023-12-27,3.953
2023-12-28,3.943
2023-12-29,4.012
2023-12-30,4.012
2023-12-31,4.012
2024-01-01,4.012
2024-01-02,4.095
2024-01-03,4.16
2024-01-04,4.118
2024-01-05,4.158
2024-01-06,4.158
2024-01-07,4.158
2024-01-08,4.094
2024-01-09,4.215
2024-01-10,4.188
2024-01-11,4.095
2024-01-12,4.072
2024-01-13,4.072
2024-01-14,4.072
2024-01-15,4.072
2024-01-16,4.082
2024-01-17,4.064
2024-01-18,4.021
2024-01-19,3.952
2024-01-20,3.952
2024-01-21,3.952
2024-01-22,3.925
2024-01-23,4.032
2024-01-24,4.04
2024-01-25,4.027
2024-01-26,3.997
2024-01-27,3.997
2024-01-28,3.997
2024-01-29,4.009
2024-01-30,3.985
2024-01-31,4.099
2024-02-01,4.028
2024-02-02,4.028
2024-02-03,4.028
2024-02-04,4.028
2024-02-05,4.008
2024-02-06,4.03
2024-02-07,3.939
2024-02-08,3.962
2024-02-09,3.703
2024-02-10,3.703
2024-02-11,3.703
2024-02-12,3.677
2024-02-13,3.927
2024-02-14,3.814
2024-02-15,3.752
2024-02-16,3.74
2024-02-17,3.74
2024-02-18,3.74
2024-02-19,3.74
2024-02-20,3.74
2024-02-21,3.713
2024-02-22,3.658
2024-02-23,3.607
2024-02-24,3.607
2024-02-25,3.607
2024-02-26,3.607
2024-02-27,3.597
2024-02-28,3.616
2024-02-29,3.566
2024-03-01,3.555
2024-03-02,3.555
2024-03-03,3.555
2024-03-04,3.521
2024-03-05,3.513
2024-03-06,3.507
2024-03-07,3.455
2024-03-08,3.424
2024-03-09,3.424
2024-03-10,3.424
2024-03-11,3.434
2024-03-12,3.405
2024-03-13,3.389
2024-03-14,3.426
2024-03-15,3.384
2024-03-16,3.384
2024-03-17,3.384
2024-03-18,3.368
2024-03-19,3.325
2024-03-20,3.287
2024-03-21,3.261
2024-03-22,3.273
2024-03-23,3.273
2024-03-24,3.273
2024-03-25,3.258
2024-03-26,3.249
2024-03-27,3.204
2024-03-28,3.203
2024-03-29,3.203
2024-03-30,3.203
2024-03-31,3.203
2024-04-01,3.264
2024-04-02,3.241
2024-04-03,3.182
2024-04-04,3.201
2024-04-05,3.157
2024-04-06,3.157
2024-04-07,3.157
2024-04-08,3.101
