,ROK US Equity
2023-06-23,1.621
2023-06-24,1.621
2023-06-25,1.621
2023-06-26,1.597
2023-06-27,1.574
2023-06-28,1.581
2023-06-29,1.566
2023-06-30,1.542
2023-07-01,1.542
2023-07-02,1.542
2023-07-03,1.542
2023-07-04,1.542
2023-07-05,1.553
2023-07-06,1.565
2023-07-07,1.561
2023-07-08,1.561
2023-07-09,1.561
2023-07-10,1.513
2023-07-11,1.502
2023-07-12,1.498
2023-07-13,1.485
2023-07-14,1.491
2023-07-15,1.491
2023-07-16,1.491
2023-07-17,1.485
2023-07-18,1.466
2023-07-19,1.479
2023-07-20,1.485
2023-07-21,1.509
2023-07-22,1.509
2023-07-23,1.509
2023-07-24,1.504
2023-07-25,1.505
2023-07-26,1.523
2023-07-27,1.54
2023-07-28,1.526
2023-07-29,1.526
2023-07-30,1.526
2023-07-31,1.512
2023-08-01,1.634
2023-08-02,1.671
2023-08-03,1.683
2023-08-04,1.701
2023-08-05,1.701
2023-08-06,1.701
2023-08-07,1.638
2023-08-08,1.662
2023-08-09,1.671
2023-08-10,1.697
2023-08-11,1.708
2023-08-12,1.708
2023-08-13,1.708
2023-08-14,1.691
2023-08-15,1.699
2023-08-16,1.714
2023-08-17,1.735
2023-08-18,1.735
2023-08-19,1.735
2023-08-20,1.735
2023-08-21,1.727
2023-08-22,1.728
2023-08-23,1.7
2023-08-24,1.695
2023-08-25,1.668
2023-08-26,1.668
2023-08-27,1.668
2023-08-28,1.637
2023-08-29,1.594
2023-08-30,1.635
2023-08-31,1.622
2023-09-01,1.612
2023-09-02,1.612
2023-09-03,1.612
2023-09-04,1.612
2023-09-05,1.648
2023-09-06,1.63
2023-09-07,1.663
2023-09-08,1.705
2023-09-09,1.705
2023-09-10,1.705
2023-09-11,1.722
2023-09-12,1.751
2023-09-13,1.773
2023-09-14,1.763
2023-09-15,1.775
2023-09-16,1.775
2023-09-17,1.775
2023-09-18,1.753
2023-09-19,1.759
2023-09-20,1.775
2023-09-21,1.815
2023-09-22,1.799
2023-09-23,1.799
2023-09-24,1.799
2023-09-25,1.78
2023-09-26,1.814
2023-09-27,1.777
2023-09-28,1.767
2023-09-29,1.771
2023-09-30,1.771
2023-10-01,1.771
2023-10-02,1.777
2023-10-03,1.775
2023-10-04,1.747
2023-10-05,1.762
2023-10-06,1.737
2023-10-07,1.737
2023-10-08,1.737
2023-10-09,1.736
2023-10-10,1.729
2023-10-11,1.681
2023-10-12,1.681
2023-10-13,1.749
2023-10-14,1.749
2023-10-15,1.749
2023-10-16,1.732
2023-10-17,1.739
2023-10-18,1.834
2023-10-19,1.861
2023-10-20,1.899
2023-10-21,1.899
2023-10-22,1.899
2023-10-23,1.894
2023-10-24,1.901
2023-10-25,1.919
2023-10-26,1.924
2023-10-27,1.929
2023-10-28,1.929
2023-10-29,1.929
2023-10-30,1.918
2023-10-31,1.923
2023-11-01,1.893
2023-11-02,1.954
2023-11-03,1.925
2023-11-04,1.925
2023-11-05,1.925
2023-11-06,1.963
2023-11-07,1.975
2023-11-08,1.974
2023-11-09,1.972
2023-11-10,1.957
2023-11-11,1.957
2023-11-12,1.957
2023-11-13,1.935
2023-11-14,1.891
2023-11-15,1.872
2023-11-16,1.853
2023-11-17,1.837
2023-11-18,1.837
2023-11-19,1.837
2023-11-20,1.865
2023-11-21,1.877
2023-11-22,1.853
2023-11-23,1.853
2023-11-24,1.852
2023-11-25,1.852
2023-11-26,1.852
2023-11-27,1.865
2023-11-28,1.878
2023-11-29,1.869
2023-11-30,1.835
2023-12-01,1.796
2023-12-02,1.796
2023-12-03,1.796
2023-12-04,1.809
2023-12-05,1.838
2023-12-06,1.818
2023-12-07,1.825
2023-12-08,1.821
2023-12-09,1.821
2023-12-10,1.821
2023-12-11,1.813
2023-12-12,1.788
2023-12-13,1.738
2023-12-14,1.649
2023-12-15,1.664
2023-12-16,1.664
2023-12-17,1.664
2023-12-18,1.659
2023-12-19,1.632
2023-12-20,1.669
2023-12-21,1.651
2023-12-22,1.646
2023-12-23,1.646
2023-12-24,1.646
2023-12-25,1.646
2023-12-26,1.629
2023-12-27,1.628
2023-12-28,1.631
2023-12-29,1.632
2023-12-30,1.632
2023-12-31,1.632
2024-01-01,1.632
2024-01-02,1.644
2024-01-03,1.66
2024-01-04,1.656
2024-01-05,1.654
2024-01-06,1.654
2024-01-07,1.654
2024-01-08,1.648
2024-01-09,1.665
2024-01-10,1.67
2024-01-11,1.653
2024-01-12,1.656
2024-01-13,1.656
2024-01-14,1.656
2024-01-15,1.656
2024-01-16,1.691
2024-01-17,1.703
2024-01-18,1.676
2024-01-19,1.657
2024-01-20,1.657
2024-01-21,1.657
2024-01-22,1.646
2024-01-23,1.653
2024-01-24,1.674
2024-01-25,1.653
2024-01-26,1.66
2024-01-27,1.66
2024-01-28,1.66
2024-01-29,1.651
2024-01-30,1.637
2024-01-31,1.986
2024-02-01,1.918
2024-02-02,1.882
2024-02-03,1.882
2024-02-04,1.882
2024-02-05,1.894
2024-02-06,1.94
2024-02-07,1.875
2024-02-08,1.81
2024-02-09,1.779
2024-02-10,1.779
2024-02-11,1.779
2024-02-12,1.796
2024-02-13,1.812
2024-02-14,1.802
2024-02-15,1.792
2024-02-16,1.795
2024-02-17,1.795
2024-02-18,1.795
2024-02-19,1.795
2024-02-20,1.842
2024-02-21,1.829
2024-02-22,1.802
2024-02-23,1.79
2024-02-24,1.79
2024-02-25,1.79
2024-02-26,1.808
2024-02-27,1.787
2024-02-28,1.753
2024-02-29,1.762
2024-03-01,1.737
2024-03-02,1.737
2024-03-03,1.737
2024-03-04,1.743
2024-03-05,1.746
2024-03-06,1.725
2024-03-07,1.707
2024-03-08,1.705
2024-03-09,1.705
2024-03-10,1.705
2024-03-11,1.763
2024-03-12,1.769
2024-03-13,1.766
2024-03-14,1.794
2024-03-15,1.788
2024-03-16,1.788
2024-03-17,1.788
2024-03-18,1.805
2024-03-19,1.805
2024-03-20,1.782
2024-03-21,1.731
2024-03-22,1.754
2024-03-23,1.754
2024-03-24,1.754
2024-03-25,1.778
2024-03-26,1.766
2024-03-27,1.725
2024-03-28,1.724
2024-03-29,1.724
2024-03-30,1.724
2024-03-31,1.724
2024-04-01,1.772
2024-04-02,1.792
2024-04-03,1.794
2024-04-04,1.817
2024-04-05,1.798
2024-04-06,1.798
2024-04-07,1.798
2024-04-08,1.781
