,WEC US Equity
2020-08-15,3.957
2020-08-16,3.957
2020-08-17,3.918
2020-08-18,3.927
2020-08-19,3.935
2020-08-20,3.954
2020-08-21,3.924
2020-08-22,3.924
2020-08-23,3.924
2020-08-24,3.913
2020-08-25,3.911
2020-08-26,3.922
2020-08-27,3.908
2020-08-28,3.855
2020-08-29,3.855
2020-08-30,3.855
2020-08-31,3.837
2020-09-01,3.857
2020-09-02,3.705
2020-09-03,3.746
2020-09-04,3.741
2020-09-05,3.741
2020-09-06,3.741
2020-09-07,3.741
2020-09-08,3.776
2020-09-09,3.692
2020-09-10,3.762
2020-09-11,3.763
2020-09-12,3.763
2020-09-13,3.763
2020-09-14,3.715
2020-09-15,3.641
2020-09-16,3.655
2020-09-17,3.757
2020-09-18,3.806
2020-09-19,3.806
2020-09-20,3.806
2020-09-21,3.806
2020-09-22,3.785
2020-09-23,3.88
2020-09-24,3.841
2020-09-25,3.749
2020-09-26,3.749
2020-09-27,3.749
2020-09-28,3.742
2020-09-29,3.735
2020-09-30,3.726
2020-10-01,3.675
2020-10-02,3.695
2020-10-03,3.695
2020-10-04,3.695
2020-10-05,3.679
2020-10-06,3.665
2020-10-07,3.682
2020-10-08,3.646
2020-10-09,3.631
2020-10-10,3.631
2020-10-11,3.631
2020-10-12,3.617
2020-10-13,3.643
2020-10-14,3.625
2020-10-15,3.612
2020-10-16,3.554
2020-10-17,3.554
2020-10-18,3.554
2020-10-19,3.595
2020-10-20,3.587
2020-10-21,3.57
2020-10-22,3.546
2020-10-23,3.533
2020-10-24,3.533
2020-10-25,3.533
2020-10-26,3.531
2020-10-27,3.522
2020-10-28,3.618
2020-10-29,3.594
2020-10-30,3.593
2020-10-31,3.593
2020-11-01,3.593
2020-11-02,3.503
2020-11-03,3.465
2020-11-04,3.549
2020-11-05,3.556
2020-11-06,3.529
2020-11-07,3.529
2020-11-08,3.529
2020-11-09,3.479
2020-11-10,3.446
2020-11-11,3.46
2020-11-12,3.505
2020-11-13,3.516
2020-11-14,3.516
2020-11-15,3.516
2020-11-16,3.452
2020-11-17,3.584
2020-11-18,3.7
2020-11-19,3.746
2020-11-20,3.725
2020-11-21,3.725
2020-11-22,3.725
2020-11-23,3.737
2020-11-24,3.72
2020-11-25,3.729
2020-11-26,3.729
2020-11-27,3.739
2020-11-28,3.739
2020-11-29,3.739
2020-11-30,3.77
2020-12-01,3.745
2020-12-02,3.738
2020-12-03,3.793
2020-12-04,3.837
2020-12-05,3.837
2020-12-06,3.837
2020-12-07,3.822
2020-12-08,3.831
2020-12-09,3.86
2020-12-10,3.892
2020-12-11,3.881
2020-12-12,3.881
2020-12-13,3.881
2020-12-14,3.909
2020-12-15,3.853
2020-12-16,3.897
2020-12-17,3.899
2020-12-18,3.937
2020-12-19,3.937
2020-12-20,3.937
2020-12-21,3.992
2020-12-22,4.018
2020-12-23,4.054
2020-12-24,4.02
2020-12-25,4.02
2020-12-26,4.02
2020-12-27,4.02
2020-12-28,3.974
2020-12-29,3.981
2020-12-30,3.971
2020-12-31,3.907
2021-01-01,3.907
2021-01-02,3.907
2021-01-03,3.907
2021-01-04,3.978
2021-01-05,3.991
2021-01-06,3.941
2021-01-07,4.074
2021-01-08,4.088
2021-01-09,4.088
2021-01-10,4.088
2021-01-11,4.134
2021-01-12,4.222
2021-01-13,4.097
2021-01-14,4.151
2021-01-15,4.065
2021-01-16,4.065
2021-01-17,4.065
2021-01-18,4.065
2021-01-19,4.103
2021-01-20,4.074
2021-01-21,4.114
2021-01-22,4.135
2021-01-23,4.135
2021-01-24,4.135
2021-01-25,4.04
2021-01-26,4.044
2021-01-27,3.977
2021-01-28,4.037
2021-01-29,4.064
2021-01-30,4.064
2021-01-31,4.064
2021-02-01,4.08
2021-02-02,4.116
2021-02-03,4.146
2021-02-04,4.185
2021-02-05,4.182
2021-02-06,4.182
2021-02-07,4.182
2021-02-08,4.263
2021-02-09,4.249
2021-02-10,4.227
2021-02-11,4.291
2021-02-12,4.337
2021-02-13,4.337
2021-02-14,4.337
2021-02-15,4.337
2021-02-16,4.437
2021-02-17,4.391
2021-02-18,4.315
2021-02-19,4.323
2021-02-20,4.323
2021-02-21,4.323
2021-02-22,4.385
2021-02-23,4.282
2021-02-24,4.391
2021-02-25,4.399
2021-02-26,4.462
2021-02-27,4.462
2021-02-28,4.462
2021-03-01,4.346
2021-03-02,4.333
2021-03-03,4.374
2021-03-04,4.373
2021-03-05,4.259
2021-03-06,4.259
2021-03-07,4.259
2021-03-08,4.168
2021-03-09,4.147
2021-03-10,4.116
2021-03-11,4.133
2021-03-12,4.057
2021-03-13,4.057
2021-03-14,4.057
2021-03-15,4.038
2021-03-16,4.039
2021-03-17,4.105
2021-03-18,4.078
2021-03-19,4.042
2021-03-20,4.042
2021-03-21,4.042
2021-03-22,4.045
2021-03-23,3.887
2021-03-24,3.904
2021-03-25,3.852
2021-03-26,3.859
2021-03-27,3.859
2021-03-28,3.859
2021-03-29,3.787
2021-03-30,3.844
2021-03-31,3.836
2021-04-01,3.853
2021-04-02,3.853
2021-04-03,3.853
2021-04-04,3.853
2021-04-05,3.833
2021-04-06,3.833
2021-04-07,3.849
2021-04-08,3.872
2021-04-09,3.893
2021-04-10,3.893
2021-04-11,3.893
2021-04-12,3.868
2021-04-13,3.823
2021-04-14,3.826
2021-04-15,3.748
2021-04-16,3.708
2021-04-17,3.708
2021-04-18,3.708
2021-04-19,3.713
2021-04-20,3.626
2021-04-21,3.696
2021-04-22,3.701
2021-04-23,3.715
2021-04-24,3.715
2021-04-25,3.715
2021-04-26,3.753
2021-04-27,3.786
2021-04-28,3.798
2021-04-29,3.755
2021-04-30,3.7
2021-05-01,3.7
2021-05-02,3.7
2021-05-03,3.669
2021-05-04,3.675
2021-05-05,3.725
2021-05-06,3.672
2021-05-07,3.684
2021-05-08,3.684
2021-05-09,3.684
2021-05-10,3.624
2021-05-11,3.73
2021-05-12,3.785
2021-05-13,3.726
2021-05-14,3.712
2021-05-15,3.712
2021-05-16,3.712
2021-05-17,3.729
2021-05-18,3.743
2021-05-19,3.764
2021-05-20,3.739
2021-05-21,3.711
2021-05-22,3.711
2021-05-23,3.711
2021-05-24,3.745
2021-05-25,3.799
2021-05-26,3.808
2021-05-27,3.834
2021-05-28,3.811
2021-05-29,3.811
2021-05-30,3.811
2021-05-31,3.811
2021-06-01,3.849
2021-06-02,3.841
2021-06-03,3.814
2021-06-04,3.824
2021-06-05,3.824
2021-06-06,3.824
2021-06-07,3.825
2021-06-08,3.893
2021-06-09,3.852
2021-06-10,3.843
2021-06-11,3.852
2021-06-12,3.852
2021-06-13,3.852
2021-06-14,3.861
2021-06-15,3.844
2021-06-16,3.893
2021-06-17,3.874
2021-06-18,4.002
2021-06-19,4.002
2021-06-20,4.002
2021-06-21,3.947
2021-06-22,3.969
2021-06-23,4.022
2021-06-24,4.017
2021-06-25,3.972
2021-06-26,3.972
2021-06-27,3.972
2021-06-28,3.934
2021-06-29,4.02
2021-06-30,4.023
2021-07-01,3.968
2021-07-02,3.977
2021-07-03,3.977
2021-07-04,3.977
2021-07-05,3.977
2021-07-06,3.947
2021-07-07,3.9
2021-07-08,3.882
2021-07-09,3.898
2021-07-10,3.898
2021-07-11,3.898
2021-07-12,3.876
2021-07-13,3.909
2021-07-14,3.856
2021-07-15,3.791
2021-07-16,3.764
2021-07-17,3.764
2021-07-18,3.764
2021-07-19,3.812
2021-07-20,3.829
2021-07-21,3.9
2021-07-22,3.884
2021-07-23,3.82
2021-07-24,3.82
2021-07-25,3.82
2021-07-26,3.815
2021-07-27,3.722
2021-07-28,3.803
2021-07-29,3.798
2021-07-30,3.815
2021-07-31,3.815
2021-08-01,3.815
2021-08-02,3.793
2021-08-03,3.759
2021-08-04,3.75
2021-08-05,3.725
2021-08-06,3.732
2021-08-07,3.732
2021-08-08,3.732
2021-08-09,3.731
2021-08-10,3.74
2021-08-11,3.728
2021-08-12,3.733
2021-08-13,3.707
2021-08-14,3.707
2021-08-15,3.707
2021-08-16,3.67
2021-08-17,3.663
2021-08-18,3.698
2021-08-19,3.678
2021-08-20,3.655
2021-08-21,3.655
2021-08-22,3.655
2021-08-23,3.723
2021-08-24,3.776
2021-08-25,3.768
2021-08-26,3.779
2021-08-27,3.778
2021-08-28,3.778
2021-08-29,3.778
2021-08-30,3.754
2021-08-31,3.775
2021-09-01,3.726
2021-09-02,3.691
2021-09-03,3.719
2021-09-04,3.719
2021-09-05,3.719
2021-09-06,3.719
2021-09-07,3.799
2021-09-08,3.706
2021-09-09,3.722
2021-09-10,3.766
2021-09-11,3.766
2021-09-12,3.766
2021-09-13,3.814
2021-09-14,3.825
2021-09-15,3.883
2021-09-16,3.902
2021-09-17,3.937
2021-09-18,3.937
2021-09-19,3.937
2021-09-20,3.927
2021-09-21,3.91
2021-09-22,3.917
2021-09-23,3.958
2021-09-24,3.97
2021-09-25,3.97
2021-09-26,3.97
2021-09-27,4.045
2021-09-28,4.071
2021-09-29,4.014
2021-09-30,4.051
2021-10-01,4.078
2021-10-02,4.078
2021-10-03,4.078
2021-10-04,3.998
2021-10-05,4.02
2021-10-06,3.945
2021-10-07,3.983
2021-10-08,4.023
2021-10-09,4.023
2021-10-10,4.023
2021-10-11,4.092
2021-10-12,4.069
2021-10-13,4.016
2021-10-14,3.967
2021-10-15,3.96
2021-10-16,3.96
2021-10-17,3.96
2021-10-18,4.015
2021-10-19,3.958
2021-10-20,3.906
2021-10-21,3.9
2021-10-22,3.881
2021-10-23,3.881
2021-10-24,3.881
2021-10-25,3.935
2021-10-26,3.919
2021-10-27,3.953
2021-10-28,3.93
2021-10-29,3.949
2021-10-30,3.949
2021-10-31,3.949
2021-11-01,3.937
2021-11-02,3.919
2021-11-03,3.969
2021-11-04,3.975
2021-11-05,3.925
2021-11-06,3.925
2021-11-07,3.925
2021-11-08,4.01
2021-11-09,3.972
2021-11-10,3.905
2021-11-11,3.975
2021-11-12,3.988
2021-11-13,3.988
2021-11-14,3.988
2021-11-15,3.909
2021-11-16,3.926
2021-11-17,3.898
2021-11-18,3.927
2021-11-19,3.91
2021-11-20,3.91
2021-11-21,3.91
2021-11-22,3.868
2021-11-23,3.89
2021-11-24,3.903
2021-11-25,3.903
2021-11-26,3.97
2021-11-27,3.97
2021-11-28,3.97
2021-11-29,3.911
2021-11-30,4.071
2021-12-01,4.036
2021-12-02,3.982
2021-12-03,3.884
2021-12-04,3.884
2021-12-05,3.884
2021-12-06,3.838
2021-12-07,3.835
2021-12-08,3.832
2021-12-09,3.823
2021-12-10,3.796
2021-12-11,3.796
2021-12-12,3.796
2021-12-13,3.731
2021-12-14,3.745
2021-12-15,3.659
2021-12-16,3.608
2021-12-17,3.685
2021-12-18,3.685
2021-12-19,3.685
2021-12-20,3.686
2021-12-21,3.746
2021-12-22,3.744
2021-12-23,3.749
2021-12-24,3.749
2021-12-25,3.749
2021-12-26,3.749
2021-12-27,3.724
2021-12-28,3.677
2021-12-29,3.661
2021-12-30,3.654
2021-12-31,3.655
2022-01-01,3.655
2022-01-02,3.655
2022-01-03,3.693
2022-01-04,3.702
2022-01-05,3.66
2022-01-06,3.683
2022-01-07,3.65
2022-01-08,3.65
2022-01-09,3.65
2022-01-10,3.662
2022-01-11,3.723
2022-01-12,3.712
2022-01-13,3.652
2022-01-14,3.691
2022-01-15,3.691
2022-01-16,3.691
2022-01-17,3.691
2022-01-18,3.71
2022-01-19,3.7
2022-01-20,3.675
2022-01-21,3.663
2022-01-22,3.663
2022-01-23,3.663
2022-01-24,3.736
2022-01-25,3.751
2022-01-26,3.776
2022-01-27,3.736
2022-01-28,3.68
2022-01-29,3.68
2022-01-30,3.68
2022-01-31,3.662
2022-02-01,3.735
2022-02-02,3.697
2022-02-03,3.722
2022-02-04,3.757
2022-02-05,3.757
2022-02-06,3.757
2022-02-07,3.754
2022-02-08,3.764
2022-02-09,3.77
2022-02-10,3.865
2022-02-11,3.868
2022-02-12,3.868
2022-02-13,3.868
2022-02-14,3.936
2022-02-15,3.968
2022-02-16,3.959
2022-02-17,3.947
2022-02-18,3.92
2022-02-19,3.92
2022-02-20,3.92
2022-02-21,3.92
2022-02-22,3.929
2022-02-23,3.993
2022-02-24,3.978
2022-02-25,3.883
2022-02-26,3.883
2022-02-27,3.883
2022-02-28,3.882
2022-03-01,3.95
2022-03-02,3.894
2022-03-03,3.816
2022-03-04,3.729
2022-03-05,3.729
2022-03-06,3.729
2022-03-07,3.689
2022-03-08,3.746
2022-03-09,3.803
2022-03-10,3.764
2022-03-11,3.752
2022-03-12,3.752
2022-03-13,3.752
2022-03-14,3.749
2022-03-15,3.717
2022-03-16,3.717
2022-03-17,3.671
2022-03-18,3.714
2022-03-19,3.714
2022-03-20,3.714
2022-03-21,3.674
2022-03-22,3.687
2022-03-23,3.682
2022-03-24,3.639
2022-03-25,3.545
2022-03-26,3.545
2022-03-27,3.545
2022-03-28,3.536
2022-03-29,3.514
2022-03-30,3.475
2022-03-31,3.492
2022-04-01,3.446
2022-04-02,3.446
2022-04-03,3.446
2022-04-04,3.468
2022-04-05,3.426
2022-04-06,3.355
2022-04-07,3.36
2022-04-08,3.338
2022-04-09,3.338
2022-04-10,3.338
2022-04-11,3.365
2022-04-12,3.341
2022-04-13,3.38
2022-04-14,3.38
2022-04-15,3.38
2022-04-16,3.38
2022-04-17,3.38
2022-04-18,3.392
2022-04-19,3.337
2022-04-20,3.309
2022-04-21,3.298
2022-04-22,3.355
2022-04-23,3.355
2022-04-24,3.355
2022-04-25,3.397
2022-04-26,3.406
2022-04-27,3.424
2022-04-28,3.401
2022-04-29,3.494
2022-04-30,3.494
2022-05-01,3.494
2022-05-02,3.488
2022-05-03,3.497
2022-05-04,3.428
2022-05-05,3.445
2022-05-06,3.459
2022-05-07,3.459
2022-05-08,3.459
2022-05-09,3.416
2022-05-10,3.459
2022-05-11,3.422
2022-05-12,3.429
2022-05-13,3.386
2022-05-14,3.386
2022-05-15,3.386
2022-05-16,3.364
2022-05-17,3.342
2022-05-18,3.391
2022-05-19,3.36
2022-05-20,3.338
2022-05-21,3.338
2022-05-22,3.338
2022-05-23,3.292
2022-05-24,3.193
2022-05-25,3.273
2022-05-26,3.286
2022-05-27,3.251
2022-05-28,3.251
2022-05-29,3.251
2022-05-30,3.251
2022-05-31,3.296
2022-06-01,3.309
2022-06-02,3.303
2022-06-03,3.324
2022-06-04,3.324
2022-06-05,3.324
2022-06-06,3.32
2022-06-07,3.285
2022-06-08,3.371
2022-06-09,3.487
2022-06-10,3.495
2022-06-11,3.495
2022-06-12,3.495
2022-06-13,3.631
2022-06-14,3.768
2022-06-15,3.775
2022-06-16,3.803
2022-06-17,3.838
2022-06-18,3.838
2022-06-19,3.838
2022-06-20,3.838
2022-06-21,3.774
2022-06-22,3.715
2022-06-23,3.638
2022-06-24,3.57
2022-06-25,3.57
2022-06-26,3.57
2022-06-27,3.494
2022-06-28,3.499
2022-06-29,3.493
2022-06-30,3.447
2022-07-01,3.381
2022-07-02,3.381
2022-07-03,3.381
2022-07-04,3.381
2022-07-05,3.509
2022-07-06,3.425
2022-07-07,3.475
2022-07-08,3.486
2022-07-09,3.486
2022-07-10,3.486
2022-07-11,3.449
2022-07-12,3.453
2022-07-13,3.464
2022-07-14,3.465
2022-07-15,3.443
2022-07-16,3.443
2022-07-17,3.443
2022-07-18,3.51
2022-07-19,3.501
2022-07-20,3.608
2022-07-21,3.604
2022-07-22,3.544
2022-07-23,3.544
2022-07-24,3.544
2022-07-25,3.505
2022-07-26,3.446
2022-07-27,3.452
2022-07-28,3.368
2022-07-29,3.341
2022-07-30,3.341
2022-07-31,3.341
2022-08-01,3.339
2022-08-02,3.346
2022-08-03,3.333
2022-08-04,3.34
2022-08-05,3.364
2022-08-06,3.364
2022-08-07,3.364
2022-08-08,3.336
2022-08-09,3.297
2022-08-10,3.298
2022-08-11,3.302
2022-08-12,3.261
2022-08-13,3.261
2022-08-14,3.261
2022-08-15,3.241
2022-08-16,3.219
2022-08-17,3.22
2022-08-18,3.209
2022-08-19,3.201
2022-08-20,3.201
2022-08-21,3.201
2022-08-22,3.228
2022-08-23,3.253
2022-08-24,3.256
2022-08-25,3.245
2022-08-26,3.289
2022-08-27,3.289
2022-08-28,3.289
2022-08-29,3.277
2022-08-30,3.331
2022-08-31,3.342
2022-09-01,3.294
2022-09-02,3.346
2022-09-03,3.346
2022-09-04,3.346
2022-09-05,3.346
2022-09-06,3.344
2022-09-07,3.245
2022-09-08,3.251
2022-09-09,3.238
2022-09-10,3.238
2022-09-11,3.238
2022-09-12,3.212
2022-09-13,3.318
2022-09-14,3.298
2022-09-15,3.408
2022-09-16,3.401
2022-09-17,3.401
2022-09-18,3.401
2022-09-19,3.368
2022-09-20,3.412
2022-09-21,3.447
2022-09-22,3.439
2022-09-23,3.459
2022-09-24,3.459
2022-09-25,3.459
2022-09-26,3.543
2022-09-27,3.635
2022-09-28,3.602
2022-09-29,3.752
2022-09-30,3.852
2022-10-01,3.852
2022-10-02,3.852
2022-10-03,3.72
2022-10-04,3.7
2022-10-05,3.804
2022-10-06,3.981
2022-10-07,4.03
2022-10-08,4.03
2022-10-09,4.03
2022-10-10,4.038
2022-10-11,4.044
2022-10-12,4.189
2022-10-13,4.066
2022-10-14,4.092
2022-10-15,4.092
2022-10-16,4.092
2022-10-17,4.028
2022-10-18,3.93
2022-10-19,3.976
2022-10-20,4.038
2022-10-21,3.981
2022-10-22,3.981
2022-10-23,3.981
2022-10-24,3.976
2022-10-25,3.931
2022-10-26,3.917
2022-10-27,3.888
2022-10-28,3.766
2022-10-29,3.766
2022-10-30,3.766
2022-10-31,3.777
2022-11-01,3.752
2022-11-02,3.823
2022-11-03,3.819
2022-11-04,3.777
2022-11-05,3.777
2022-11-06,3.777
2022-11-07,3.83
2022-11-08,3.775
2022-11-09,3.821
2022-11-10,3.637
2022-11-11,3.676
2022-11-12,3.676
2022-11-13,3.676
2022-11-14,3.701
2022-11-15,3.672
2022-11-16,3.627
2022-11-17,3.681
2022-11-18,3.578
2022-11-19,3.578
2022-11-20,3.578
2022-11-21,3.54
2022-11-22,3.525
2022-11-23,3.492
2022-11-24,3.492
2022-11-25,3.471
2022-11-26,3.471
2022-11-27,3.471
2022-11-28,3.511
2022-11-29,3.531
2022-11-30,3.454
2022-12-01,3.494
2022-12-02,3.538
2022-12-03,3.538
2022-12-04,3.538
2022-12-05,3.606
2022-12-06,3.562
2022-12-07,3.593
2022-12-08,3.553
2022-12-09,3.551
2022-12-10,3.551
2022-12-11,3.551
2022-12-12,3.473
2022-12-13,3.434
2022-12-14,3.473
2022-12-15,3.515
2022-12-16,3.568
2022-12-17,3.568
2022-12-18,3.568
2022-12-19,3.601
2022-12-20,3.598
2022-12-21,3.576
2022-12-22,3.588
2022-12-23,3.554
2022-12-24,3.554
2022-12-25,3.554
2022-12-26,3.554
2022-12-27,3.545
2022-12-28,3.58
2022-12-29,3.567
2022-12-30,3.63
2022-12-31,3.63
2023-01-01,3.63
2023-01-02,3.63
2023-01-03,3.614
2023-01-04,3.591
2023-01-05,3.683
2023-01-06,3.591
2023-01-07,3.591
2023-01-08,3.591
2023-01-09,3.524
2023-01-10,3.519
2023-01-11,3.466
2023-01-12,3.514
2023-01-13,3.554
2023-01-14,3.554
2023-01-15,3.554
2023-01-16,3.554
2023-01-17,3.581
2023-01-18,3.678
2023-01-19,3.707
2023-01-20,3.656
2023-01-21,3.656
2023-01-22,3.656
2023-01-23,3.675
2023-01-24,3.688
2023-01-25,3.693
2023-01-26,3.689
2023-01-27,3.692
2023-01-28,3.692
2023-01-29,3.692
2023-01-30,3.698
2023-01-31,3.644
2023-02-01,3.609
2023-02-02,3.616
2023-02-03,3.671
2023-02-04,3.671
2023-02-05,3.671
2023-02-06,3.661
2023-02-07,3.687
2023-02-08,3.747
2023-02-09,3.778
2023-02-10,3.682
2023-02-11,3.682
2023-02-12,3.682
2023-02-13,3.66
2023-02-14,3.714
2023-02-15,3.698
2023-02-16,3.736
2023-02-17,3.685
2023-02-18,3.685
2023-02-19,3.685
2023-02-20,3.685
2023-02-21,3.741
2023-02-22,3.755
2023-02-23,3.757
2023-02-24,3.76
2023-02-25,3.76
2023-02-26,3.76
2023-02-27,3.803
2023-02-28,3.863
2023-03-01,3.956
2023-03-02,3.891
2023-03-03,3.823
2023-03-04,3.823
2023-03-05,3.823
2023-03-06,3.812
2023-03-07,3.854
2023-03-08,3.837
2023-03-09,3.854
2023-03-10,3.906
2023-03-11,3.906
2023-03-12,3.906
2023-03-13,3.752
2023-03-14,3.705
2023-03-15,3.617
2023-03-16,3.61
2023-03-17,3.634
2023-03-18,3.634
2023-03-19,3.634
2023-03-20,3.622
2023-03-21,3.726
2023-03-22,3.779
2023-03-23,3.808
2023-03-24,3.674
2023-03-25,3.674
2023-03-26,3.674
2023-03-27,3.69
2023-03-28,3.674
2023-03-29,3.63
2023-03-30,3.626
2023-03-31,3.613
2023-04-01,3.613
2023-04-02,3.613
2023-04-03,3.633
2023-04-04,3.613
2023-04-05,3.482
2023-04-06,3.472
2023-04-07,3.472
2023-04-08,3.472
2023-04-09,3.472
2023-04-10,3.482
2023-04-11,3.477
2023-04-12,3.489
2023-04-13,3.496
2023-04-14,3.541
2023-04-15,3.541
2023-04-16,3.541
2023-04-17,3.553
2023-04-18,3.581
2023-04-19,3.544
2023-04-20,3.54
2023-04-21,3.533
2023-04-22,3.533
2023-04-23,3.533
2023-04-24,3.508
2023-04-25,3.491
2023-04-26,3.579
2023-04-27,3.552
2023-04-28,3.565
2023-04-29,3.565
2023-04-30,3.565
2023-05-01,3.574
2023-05-02,3.6
2023-05-03,3.637
2023-05-04,3.596
2023-05-05,3.571
2023-05-06,3.571
2023-05-07,3.571
2023-05-08,3.608
2023-05-09,3.631
2023-05-10,3.592
2023-05-11,3.624
2023-05-12,3.622
2023-05-13,3.622
2023-05-14,3.622
2023-05-15,3.684
2023-05-16,3.774
2023-05-17,3.81
2023-05-18,3.807
2023-05-19,3.782
2023-05-20,3.782
2023-05-21,3.782
2023-05-22,3.784
2023-05-23,3.829
2023-05-24,3.863
2023-05-25,3.924
2023-05-26,3.916
2023-05-27,3.916
2023-05-28,3.916
2023-05-29,3.916
2023-05-30,3.935
2023-05-31,3.896
2023-06-01,3.948
2023-06-02,3.908
2023-06-03,3.908
2023-06-04,3.908
2023-06-05,3.878
2023-06-06,3.881
2023-06-07,3.796
2023-06-08,3.755
2023-06-09,3.778
2023-06-10,3.778
2023-06-11,3.778
2023-06-12,3.783
2023-06-13,3.763
2023-06-14,3.753
2023-06-15,3.71
2023-06-16,3.716
2023-06-17,3.716
2023-06-18,3.716
2023-06-19,3.716
2023-06-20,3.774
2023-06-21,3.746
2023-06-22,3.806
2023-06-23,3.865
2023-06-24,3.865
2023-06-25,3.865
2023-06-26,3.821
2023-06-27,3.831
