,AEP US Equity
2023-06-28,4.42
2023-06-29,4.33
2023-06-30,4.282
2023-07-01,4.282
2023-07-02,4.282
2023-07-03,4.226
2023-07-04,4.226
2023-07-05,4.209
2023-07-06,4.243
2023-07-07,4.296
2023-07-08,4.296
2023-07-09,4.296
2023-07-10,4.293
2023-07-11,4.209
2023-07-12,4.15
2023-07-13,4.149
2023-07-14,4.151
2023-07-15,4.151
2023-07-16,4.151
2023-07-17,4.236
2023-07-18,4.28
2023-07-19,4.245
2023-07-20,4.197
2023-07-21,4.144
2023-07-22,4.144
2023-07-23,4.144
2023-07-24,4.159
2023-07-25,4.162
2023-07-26,4.159
2023-07-27,4.274
2023-07-28,4.266
2023-07-29,4.266
2023-07-30,4.266
2023-07-31,4.3
2023-08-01,4.336
2023-08-02,4.312
2023-08-03,4.444
2023-08-04,4.485
2023-08-05,4.485
2023-08-06,4.485
2023-08-07,4.505
2023-08-08,4.508
2023-08-09,4.468
2023-08-10,4.448
2023-08-11,4.446
2023-08-12,4.446
2023-08-13,4.446
2023-08-14,4.508
2023-08-15,4.559
2023-08-16,4.554
2023-08-17,4.578
2023-08-18,4.564
2023-08-19,4.564
2023-08-20,4.564
2023-08-21,4.59
2023-08-22,4.592
2023-08-23,4.545
2023-08-24,4.58
2023-08-25,4.551
2023-08-26,4.551
2023-08-27,4.551
2023-08-28,4.558
2023-08-29,4.534
2023-08-30,4.545
2023-08-31,4.605
2023-09-01,4.647
2023-09-02,4.647
2023-09-03,4.647
2023-09-04,4.647
2023-09-05,4.74
2023-09-06,4.719
2023-09-07,4.66
2023-09-08,4.636
2023-09-09,4.636
2023-09-10,4.636
2023-09-11,4.634
2023-09-12,4.633
2023-09-13,4.545
2023-09-14,4.473
2023-09-15,4.504
2023-09-16,4.504
2023-09-17,4.504
2023-09-18,4.494
2023-09-19,4.503
2023-09-20,4.481
2023-09-21,4.513
2023-09-22,4.554
2023-09-23,4.554
2023-09-24,4.554
2023-09-25,4.582
2023-09-26,4.723
2023-09-27,4.752
2023-09-28,4.828
2023-09-29,4.793
2023-09-30,4.793
2023-10-01,4.793
2023-10-02,5.018
2023-10-03,4.951
2023-10-04,4.919
2023-10-05,5.054
2023-10-06,4.994
2023-10-07,4.994
2023-10-08,4.994
2023-10-09,4.894
2023-10-10,4.857
2023-10-11,4.789
2023-10-12,4.905
2023-10-13,4.84
2023-10-14,4.84
2023-10-15,4.84
2023-10-16,4.739
2023-10-17,4.785
2023-10-18,4.816
2023-10-19,4.865
2023-10-20,4.936
2023-10-21,4.936
2023-10-22,4.936
2023-10-23,4.936
2023-10-24,4.844
2023-10-25,4.804
2023-10-26,4.778
2023-10-27,4.832
2023-10-28,4.832
2023-10-29,4.832
2023-10-30,4.801
2023-10-31,4.793
2023-11-01,4.734
2023-11-02,4.569
2023-11-03,4.563
2023-11-04,4.563
2023-11-05,4.563
2023-11-06,4.59
2023-11-07,4.614
2023-11-08,4.662
2023-11-09,4.662
2023-11-10,4.636
2023-11-11,4.636
2023-11-12,4.636
2023-11-13,4.801
2023-11-14,4.653
2023-11-15,4.707
2023-11-16,4.655
2023-11-17,4.654
2023-11-18,4.654
2023-11-19,4.654
2023-11-20,4.666
2023-11-21,4.616
2023-11-22,4.603
2023-11-23,4.603
2023-11-24,4.589
2023-11-25,4.589
2023-11-26,4.589
2023-11-27,4.586
2023-11-28,4.518
2023-11-29,4.547
2023-11-30,4.528
2023-12-01,4.474
2023-12-02,4.474
2023-12-03,4.474
2023-12-04,4.495
2023-12-05,4.542
2023-12-06,4.482
2023-12-07,4.484
2023-12-08,4.515
2023-12-09,4.515
2023-12-10,4.515
2023-12-11,4.468
2023-12-12,4.495
2023-12-13,4.303
2023-12-14,4.34
2023-12-15,4.398
2023-12-16,4.398
2023-12-17,4.398
2023-12-18,4.425
2023-12-19,4.4
2023-12-20,4.5
2023-12-21,4.515
2023-12-22,4.496
2023-12-23,4.496
2023-12-24,4.496
2023-12-25,4.496
2023-12-26,4.477
2023-12-27,4.472
2023-12-28,4.444
2023-12-29,4.45
2023-12-30,4.45
2023-12-31,4.45
2024-01-01,4.45
2024-01-02,4.336
2024-01-03,4.326
2024-01-04,4.326
2024-01-05,4.291
2024-01-06,4.291
2024-01-07,4.291
2024-01-08,4.268
2024-01-09,4.296
2024-01-10,4.376
2024-01-11,4.493
2024-01-12,4.433
2024-01-13,4.433
2024-01-14,4.433
2024-01-15,4.433
2024-01-16,4.46
2024-01-17,4.53
2024-01-18,4.619
2024-01-19,4.644
2024-01-20,4.644
2024-01-21,4.644
2024-01-22,4.66
2024-01-23,4.618
2024-01-24,4.685
2024-01-25,4.619
2024-01-26,4.634
2024-01-27,4.634
2024-01-28,4.634
2024-01-29,4.602
2024-01-30,4.598
2024-01-31,4.616
2024-02-01,4.526
2024-02-02,4.587
2024-02-03,4.587
2024-02-04,4.587
2024-02-05,4.697
2024-02-06,4.671
2024-02-07,4.664
2024-02-08,4.696
2024-02-09,4.652
2024-02-10,4.652
2024-02-11,4.652
2024-02-12,4.596
2024-02-13,4.527
2024-02-14,4.525
2024-02-15,4.383
2024-02-16,4.384
2024-02-17,4.384
2024-02-18,4.384
2024-02-19,4.384
2024-02-20,4.409
2024-02-21,4.319
2024-02-22,4.349
2024-02-23,4.325
2024-02-24,4.325
2024-02-25,4.325
2024-02-26,4.415
2024-02-27,4.245
2024-02-28,4.28
2024-02-29,4.186
2024-03-01,4.196
2024-03-02,4.196
2024-03-03,4.196
2024-03-04,4.214
2024-03-05,4.259
2024-03-06,4.266
2024-03-07,4.257
2024-03-08,4.266
2024-03-09,4.266
2024-03-10,4.266
2024-03-11,4.266
2024-03-12,4.283
2024-03-13,4.304
2024-03-14,4.364
2024-03-15,4.35
2024-03-16,4.35
2024-03-17,4.35
2024-03-18,4.348
2024-03-19,4.287
2024-03-20,4.311
2024-03-21,4.298
2024-03-22,4.306
2024-03-23,4.306
2024-03-24,4.306
2024-03-25,4.31
2024-03-26,4.331
2024-03-27,4.212
2024-03-28,4.149
2024-03-29,4.149
2024-03-30,4.149
2024-03-31,4.149
2024-04-01,4.224
2024-04-02,4.192
2024-04-03,4.252
2024-04-04,4.271
2024-04-05,4.272
2024-04-06,4.272
2024-04-07,4.272
2024-04-08,4.255
