,NI US Equity
2023-06-24,4.08
2023-06-25,4.08
2023-06-26,4.001
2023-06-27,3.973
2023-06-28,4.019
2023-06-29,4.013
2023-06-30,3.986
2023-07-01,3.986
2023-07-02,3.986
2023-07-03,3.976
2023-07-04,3.976
2023-07-05,3.91
2023-07-06,3.932
2023-07-07,3.962
2023-07-08,3.962
2023-07-09,3.962
2023-07-10,4.007
2023-07-11,3.956
2023-07-12,3.884
2023-07-13,3.872
2023-07-14,3.902
2023-07-15,3.902
2023-07-16,3.902
2023-07-17,3.969
2023-07-18,3.995
2023-07-19,3.936
2023-07-20,3.891
2023-07-21,3.883
2023-07-22,3.883
2023-07-23,3.883
2023-07-24,3.901
2023-07-25,3.892
2023-07-26,3.849
2023-07-27,3.911
2023-07-28,3.908
2023-07-29,3.908
2023-07-30,3.908
2023-07-31,3.896
2023-08-01,3.947
2023-08-02,3.914
2023-08-03,4.024
2023-08-04,4.091
2023-08-05,4.091
2023-08-06,4.091
2023-08-07,4.067
2023-08-08,4.056
2023-08-09,4.02
2023-08-10,4.058
2023-08-11,4.042
2023-08-12,4.042
2023-08-13,4.042
2023-08-14,4.091
2023-08-15,4.157
2023-08-16,4.136
2023-08-17,4.14
2023-08-18,4.102
2023-08-19,4.102
2023-08-20,4.102
2023-08-21,4.118
2023-08-22,4.113
2023-08-23,4.09
2023-08-24,4.119
2023-08-25,4.08
2023-08-26,4.08
2023-08-27,4.08
2023-08-28,4.077
2023-08-29,4.055
2023-08-30,4.055
2023-08-31,4.053
2023-09-01,4.13
2023-09-02,4.13
2023-09-03,4.13
2023-09-04,4.13
2023-09-05,4.18
2023-09-06,4.161
2023-09-07,4.083
2023-09-08,4.059
2023-09-09,4.059
2023-09-10,4.059
2023-09-11,4.043
2023-09-12,4.035
2023-09-13,3.994
2023-09-14,3.947
2023-09-15,3.957
2023-09-16,3.957
2023-09-17,3.957
2023-09-18,3.974
2023-09-19,3.974
2023-09-20,3.968
2023-09-21,4.046
2023-09-22,4.102
2023-09-23,4.102
2023-09-24,4.102
2023-09-25,4.1
2023-09-26,4.253
2023-09-27,4.348
2023-09-28,4.45
2023-09-29,4.436
2023-09-30,4.436
2023-10-01,4.436
2023-10-02,4.723
2023-10-03,4.569
2023-10-04,4.56
2023-10-05,4.594
2023-10-06,4.452
2023-10-07,4.452
2023-10-08,4.452
2023-10-09,4.355
2023-10-10,4.3
2023-10-11,4.203
2023-10-12,4.312
2023-10-13,4.247
2023-10-14,4.247
2023-10-15,4.247
2023-10-16,4.193
2023-10-17,4.194
2023-10-18,4.218
2023-10-19,4.275
2023-10-20,4.345
2023-10-21,4.345
2023-10-22,4.345
2023-10-23,4.44
2023-10-24,4.343
2023-10-25,4.33
2023-10-26,4.261
2023-10-27,4.357
2023-10-28,4.357
2023-10-29,4.357
2023-10-30,4.319
2023-10-31,4.312
2023-11-01,4.275
2023-11-02,4.208
2023-11-03,4.218
2023-11-04,4.218
2023-11-05,4.218
2023-11-06,4.29
2023-11-07,4.329
2023-11-08,4.343
2023-11-09,4.371
2023-11-10,4.34
2023-11-11,4.34
2023-11-12,4.34
2023-11-13,4.373
2023-11-14,4.178
2023-11-15,4.213
2023-11-16,4.21
2023-11-17,4.16
2023-11-18,4.16
2023-11-19,4.16
2023-11-20,4.163
2023-11-21,4.171
2023-11-22,4.142
2023-11-23,4.142
2023-11-24,4.157
2023-11-25,4.157
2023-11-26,4.157
2023-11-27,4.141
2023-11-28,4.144
2023-11-29,4.203
2023-11-30,4.231
2023-12-01,4.141
2023-12-02,4.141
2023-12-03,4.141
2023-12-04,4.092
2023-12-05,4.139
2023-12-06,4.096
2023-12-07,4.093
2023-12-08,4.114
2023-12-09,4.114
2023-12-10,4.114
2023-12-11,4.107
2023-12-12,4.132
2023-12-13,3.999
2023-12-14,4.051
2023-12-15,4.082
2023-12-16,4.082
2023-12-17,4.082
2023-12-18,4.096
2023-12-19,4.073
2023-12-20,4.144
2023-12-21,4.151
2023-12-22,4.118
2023-12-23,4.118
2023-12-24,4.118
2023-12-25,4.118
2023-12-26,4.09
2023-12-27,4.113
2023-12-28,4.071
2023-12-29,4.071
2023-12-30,4.071
2023-12-31,4.071
2024-01-01,4.071
2024-01-02,4.002
2024-01-03,4.02
2024-01-04,4.024
2024-01-05,3.997
2024-01-06,3.997
2024-01-07,3.997
2024-01-08,3.961
2024-01-09,3.986
2024-01-10,3.957
2024-01-11,4.083
2024-01-12,4.046
2024-01-13,4.046
2024-01-14,4.046
2024-01-15,4.046
2024-01-16,4.117
2024-01-17,4.171
2024-01-18,4.218
2024-01-19,4.226
2024-01-20,4.226
2024-01-21,4.226
2024-01-22,4.228
2024-01-23,4.209
2024-01-24,4.281
2024-01-25,4.217
2024-01-26,4.174
2024-01-27,4.174
2024-01-28,4.174
2024-01-29,4.131
2024-01-30,4.126
2024-01-31,4.15
2024-02-01,4.09
2024-02-02,4.168
2024-02-03,4.168
2024-02-04,4.168
2024-02-05,4.226
2024-02-06,4.254
2024-02-07,4.253
2024-02-08,4.258
2024-02-09,4.226
2024-02-10,4.226
2024-02-11,4.226
2024-02-12,4.163
2024-02-13,4.221
2024-02-14,4.204
2024-02-15,4.109
2024-02-16,4.12
2024-02-17,4.12
2024-02-18,4.12
2024-02-19,4.12
2024-02-20,4.101
2024-02-21,4.053
2024-02-22,4.082
2024-02-23,4.07
2024-02-24,4.07
2024-02-25,4.07
2024-02-26,4.135
2024-02-27,4.085
2024-02-28,4.112
2024-02-29,4.079
2024-03-01,4.068
2024-03-02,4.068
2024-03-03,4.068
2024-03-04,3.995
2024-03-05,3.998
2024-03-06,3.956
2024-03-07,3.941
2024-03-08,3.936
2024-03-09,3.936
2024-03-10,3.936
2024-03-11,3.925
2024-03-12,3.963
2024-03-13,3.989
2024-03-14,4.033
2024-03-15,4.011
2024-03-16,4.011
2024-03-17,4.011
2024-03-18,3.989
2024-03-19,3.961
2024-03-20,3.958
2024-03-21,3.923
2024-03-22,3.923
2024-03-23,3.923
2024-03-24,3.923
2024-03-25,3.915
2024-03-26,3.941
2024-03-27,3.871
2024-03-28,3.843
2024-03-29,3.843
2024-03-30,3.843
2024-03-31,3.843
2024-04-01,3.854
2024-04-02,3.851
2024-04-03,3.873
2024-04-04,3.898
2024-04-05,3.895
2024-04-06,3.895
2024-04-07,3.895
2024-04-08,3.858
