,AL US Equity
2021-05-21,1.327
2021-05-22,1.327
2021-05-23,1.327
2021-05-24,1.319
2021-05-25,1.321
2021-05-26,1.28
2021-05-27,1.281
2021-05-28,1.281
2021-05-29,1.281
2021-05-30,1.281
2021-05-31,1.281
2021-06-01,1.251
2021-06-02,1.271
2021-06-03,1.291
2021-06-04,1.292
2021-06-05,1.292
2021-06-06,1.292
2021-06-07,1.286
2021-06-08,1.271
2021-06-09,1.304
2021-06-10,1.316
2021-06-11,1.299
2021-06-12,1.299
2021-06-13,1.299
2021-06-14,1.313
2021-06-15,1.301
2021-06-16,1.326
2021-06-17,1.371
2021-06-18,1.418
2021-06-19,1.418
2021-06-20,1.418
2021-06-21,1.364
2021-06-22,1.379
2021-06-23,1.383
2021-06-24,1.354
2021-06-25,1.351
2021-06-26,1.351
2021-06-27,1.351
2021-06-28,1.41
2021-06-29,1.44
2021-06-30,1.44
2021-07-01,1.417
2021-07-02,1.423
2021-07-03,1.423
2021-07-04,1.423
2021-07-05,1.423
2021-07-06,1.464
2021-07-07,1.461
2021-07-08,1.475
2021-07-09,1.423
2021-07-10,1.423
2021-07-11,1.423
2021-07-12,1.427
2021-07-13,1.455
2021-07-14,1.458
2021-07-15,1.448
2021-07-16,1.492
2021-07-17,1.492
2021-07-18,1.492
2021-07-19,1.543
2021-07-20,1.458
2021-07-21,1.433
2021-07-22,1.455
2021-07-23,1.46
2021-07-24,1.46
2021-07-25,1.46
2021-07-26,1.447
2021-07-27,1.453
2021-07-28,1.43
2021-07-29,1.413
2021-07-30,1.419
2021-07-31,1.419
2021-08-01,1.419
2021-08-02,1.427
2021-08-03,1.414
2021-08-04,1.427
2021-08-05,1.391
2021-08-06,1.412
2021-08-07,1.412
2021-08-08,1.412
2021-08-09,1.44
2021-08-10,1.413
2021-08-11,1.382
2021-08-12,1.381
2021-08-13,1.382
2021-08-14,1.382
2021-08-15,1.382
2021-08-16,1.394
2021-08-17,1.416
2021-08-18,1.452
2021-08-19,1.498
2021-08-20,1.501
2021-08-21,1.501
2021-08-22,1.501
2021-08-23,1.505
2021-08-24,1.468
2021-08-25,1.455
2021-08-26,1.518
2021-08-27,1.489
2021-08-28,1.489
2021-08-29,1.489
2021-08-30,1.509
2021-08-31,1.512
2021-09-01,1.523
2021-09-02,1.498
2021-09-03,1.481
2021-09-04,1.481
2021-09-05,1.481
2021-09-06,1.481
2021-09-07,1.516
2021-09-08,1.541
2021-09-09,1.516
2021-09-10,1.558
2021-09-11,1.558
2021-09-12,1.558
2021-09-13,1.527
2021-09-14,1.544
2021-09-15,1.529
2021-09-16,1.546
2021-09-17,1.583
2021-09-18,1.583
2021-09-19,1.583
2021-09-20,1.585
2021-09-21,1.629
2021-09-22,1.601
2021-09-23,1.544
2021-09-24,1.543
2021-09-25,1.543
2021-09-26,1.543
2021-09-27,1.508
2021-09-28,1.501
2021-09-29,1.499
2021-09-30,1.521
2021-10-01,1.434
2021-10-02,1.434
2021-10-03,1.434
2021-10-04,1.473
2021-10-05,1.454
2021-10-06,1.433
2021-10-07,1.428
2021-10-08,1.43
2021-10-09,1.43
2021-10-10,1.43
2021-10-11,1.44
2021-10-12,1.435
2021-10-13,1.432
2021-10-14,1.425
2021-10-15,1.416
2021-10-16,1.416
2021-10-17,1.416
2021-10-18,1.428
2021-10-19,1.446
2021-10-20,1.427
2021-10-21,1.438
2021-10-22,1.434
2021-10-23,1.434
2021-10-24,1.434
2021-10-25,1.43
2021-10-26,1.415
2021-10-27,1.463
2021-10-28,1.46
2021-10-29,1.494
2021-10-30,1.494
2021-10-31,1.494
2021-11-01,1.405
2021-11-02,1.371
2021-11-03,1.345
2021-11-04,1.394
2021-11-05,1.222
2021-11-06,1.222
2021-11-07,1.222
2021-11-08,1.206
2021-11-09,1.205
2021-11-10,1.218
2021-11-11,1.253
2021-11-12,1.262
2021-11-13,1.262
2021-11-14,1.262
2021-11-15,1.273
2021-11-16,1.29
2021-11-17,1.299
2021-11-18,1.315
2021-11-19,1.351
2021-11-20,1.351
2021-11-21,1.351
2021-11-22,1.329
2021-11-23,1.31
2021-11-24,1.326
2021-11-25,1.326
2021-11-26,1.456
2021-11-27,1.456
2021-11-28,1.456
2021-11-29,1.445
2021-11-30,1.474
2021-12-01,1.515
2021-12-02,1.435
2021-12-03,1.463
2021-12-04,1.463
2021-12-05,1.463
2021-12-06,1.406
2021-12-07,1.374
2021-12-08,1.339
2021-12-09,1.345
2021-12-10,1.345
2021-12-11,1.345
2021-12-12,1.345
2021-12-13,1.386
2021-12-14,1.421
2021-12-15,1.417
2021-12-16,1.424
2021-12-17,1.434
2021-12-18,1.434
2021-12-19,1.434
2021-12-20,1.46
2021-12-21,1.377
2021-12-22,1.361
2021-12-23,1.358
2021-12-24,1.358
2021-12-25,1.358
2021-12-26,1.358
2021-12-27,1.339
2021-12-28,1.342
2021-12-29,1.35
2021-12-30,1.355
2021-12-31,1.347
2022-01-01,1.347
2022-01-02,1.347
2022-01-03,1.323
2022-01-04,1.31
2022-01-05,1.321
2022-01-06,1.301
2022-01-07,1.29
2022-01-08,1.29
2022-01-09,1.29
2022-01-10,1.286
2022-01-11,1.302
2022-01-12,1.308
2022-01-13,1.331
2022-01-14,1.339
2022-01-15,1.339
2022-01-16,1.339
2022-01-17,1.339
2022-01-18,1.36
2022-01-19,1.807
2022-01-20,1.844
2022-01-21,1.902
2022-01-22,1.902
2022-01-23,1.902
2022-01-24,1.896
2022-01-25,1.944
2022-01-26,1.971
2022-01-27,2.009
2022-01-28,1.983
2022-01-29,1.983
2022-01-30,1.983
2022-01-31,1.943
2022-02-01,1.916
2022-02-02,1.927
2022-02-03,1.978
2022-02-04,1.973
2022-02-05,1.973
2022-02-06,1.973
2022-02-07,1.948
2022-02-08,1.868
2022-02-09,1.82
2022-02-10,1.832
2022-02-11,1.876
2022-02-12,1.876
2022-02-13,1.876
2022-02-14,1.869
2022-02-15,1.782
2022-02-16,1.763
2022-02-17,1.81
2022-02-18,1.719
2022-02-19,1.719
2022-02-20,1.719
2022-02-21,1.719
2022-02-22,1.727
2022-02-23,1.746
2022-02-24,1.764
2022-02-25,1.719
2022-02-26,1.719
2022-02-27,1.719
2022-02-28,1.852
2022-03-01,1.975
2022-03-02,1.894
2022-03-03,1.978
2022-03-04,2.117
2022-03-05,2.117
2022-03-06,2.117
2022-03-07,2.302
2022-03-08,2.171
2022-03-09,2.154
2022-03-10,2.154
2022-03-11,2.067
2022-03-12,2.067
2022-03-13,2.067
2022-03-14,2.539
2022-03-15,2.445
2022-03-16,2.357
2022-03-17,2.338
2022-03-18,2.305
2022-03-19,2.305
2022-03-20,2.305
2022-03-21,2.306
2022-03-22,2.244
2022-03-23,2.259
2022-03-24,2.216
2022-03-25,2.172
2022-03-26,2.172
2022-03-27,2.172
2022-03-28,2.155
2022-03-29,2.148
2022-03-30,2.181
2022-03-31,2.175
2022-04-01,2.188
2022-04-02,2.188
2022-04-03,2.188
2022-04-04,2.207
2022-04-05,2.255
2022-04-06,2.283
2022-04-07,2.299
2022-04-08,2.325
2022-04-09,2.325
2022-04-10,2.325
2022-04-11,2.312
2022-04-12,2.334
2022-04-13,2.268
2022-04-14,2.241
2022-04-15,2.241
2022-04-16,2.241
2022-04-17,2.241
2022-04-18,2.232
2022-04-19,2.143
2022-04-20,2.133
2022-04-21,2.144
2022-04-22,2.19
2022-04-23,2.19
2022-04-24,2.19
2022-04-25,2.219
2022-04-26,2.337
2022-04-27,2.376
2022-04-28,2.328
2022-04-29,2.411
2022-04-30,2.411
2022-05-01,2.411
2022-05-02,2.426
2022-05-03,2.392
2022-05-04,2.36
2022-05-05,2.406
2022-05-06,2.527
2022-05-07,2.527
2022-05-08,2.527
2022-05-09,2.814
2022-05-10,2.636
2022-05-11,2.719
2022-05-12,2.825
2022-05-13,2.656
2022-05-14,2.656
2022-05-15,2.656
2022-05-16,2.699
2022-05-17,2.557
2022-05-18,2.643
2022-05-19,2.654
2022-05-20,2.661
2022-05-21,2.661
2022-05-22,2.661
2022-05-23,2.634
2022-05-24,2.73
2022-05-25,2.68
2022-05-26,2.584
2022-05-27,2.515
2022-05-28,2.515
2022-05-29,2.515
2022-05-30,2.515
2022-05-31,2.546
2022-06-01,2.576
2022-06-02,2.486
2022-06-03,2.551
2022-06-04,2.551
2022-06-05,2.551
2022-06-06,2.534
2022-06-07,2.507
2022-06-08,2.549
2022-06-09,2.617
2022-06-10,2.791
2022-06-11,2.791
2022-06-12,2.791
2022-06-13,2.957
2022-06-14,3.006
2022-06-15,2.926
2022-06-16,3.47
2022-06-17,3.389
2022-06-18,3.389
2022-06-19,3.389
2022-06-20,3.389
2022-06-21,3.324
2022-06-22,3.35
2022-06-23,3.453
2022-06-24,3.168
2022-06-25,3.168
2022-06-26,3.168
2022-06-27,3.199
2022-06-28,3.189
2022-06-29,3.174
2022-06-30,3.129
2022-07-01,3.118
2022-07-02,3.118
2022-07-03,3.118
2022-07-04,3.118
2022-07-05,3.175
2022-07-06,3.239
2022-07-07,3.161
2022-07-08,3.115
2022-07-09,3.115
2022-07-10,3.115
2022-07-11,3.184
2022-07-12,3.118
2022-07-13,3.203
2022-07-14,3.224
2022-07-15,3.106
2022-07-16,3.106
2022-07-17,3.106
2022-07-18,3.07
2022-07-19,2.982
2022-07-20,2.934
2022-07-21,2.937
2022-07-22,2.982
2022-07-23,2.982
2022-07-24,2.982
2022-07-25,2.993
2022-07-26,3.033
2022-07-27,2.952
2022-07-28,2.911
2022-07-29,2.818
2022-07-30,2.818
2022-07-31,2.818
2022-08-01,2.816
2022-08-02,2.848
2022-08-03,2.79
2022-08-04,2.759
2022-08-05,2.72
2022-08-06,2.72
2022-08-07,2.72
2022-08-08,2.741
2022-08-09,2.753
2022-08-10,2.705
2022-08-11,2.65
2022-08-12,2.599
2022-08-13,2.599
2022-08-14,2.599
2022-08-15,2.583
2022-08-16,2.531
2022-08-17,2.587
2022-08-18,2.595
2022-08-19,2.688
2022-08-20,2.688
2022-08-21,2.688
2022-08-22,2.786
2022-08-23,2.764
2022-08-24,2.739
2022-08-25,2.675
2022-08-26,2.778
2022-08-27,2.778
2022-08-28,2.778
2022-08-29,2.795
2022-08-30,2.819
2022-08-31,2.862
2022-09-01,2.901
2022-09-02,2.625
2022-09-03,2.625
2022-09-04,2.625
2022-09-05,2.625
2022-09-06,2.605
2022-09-07,2.572
2022-09-08,2.566
2022-09-09,2.5
2022-09-10,2.5
2022-09-11,2.5
2022-09-12,2.461
2022-09-13,2.592
2022-09-14,2.605
2022-09-15,2.621
2022-09-16,2.775
2022-09-17,2.775
2022-09-18,2.775
2022-09-19,2.684
2022-09-20,2.728
2022-09-21,2.815
2022-09-22,2.913
2022-09-23,2.996
2022-09-24,2.996
2022-09-25,2.996
2022-09-26,3.138
2022-09-27,3.058
2022-09-28,2.962
2022-09-29,3.003
2022-09-30,3.047
2022-10-01,3.047
2022-10-02,3.047
2022-10-03,2.954
2022-10-04,2.803
2022-10-05,2.846
2022-10-06,2.875
2022-10-07,2.92
2022-10-08,2.92
2022-10-09,2.92
2022-10-10,2.923
2022-10-11,3.03
2022-10-12,2.993
2022-10-13,2.925
2022-10-14,2.99
2022-10-15,2.99
2022-10-16,2.99
2022-10-17,2.75
2022-10-18,2.696
2022-10-19,2.748
2022-10-20,2.743
2022-10-21,2.251
2022-10-22,2.251
2022-10-23,2.251
2022-10-24,2.27
2022-10-25,2.209
2022-10-26,2.217
2022-10-27,2.191
2022-10-28,2.177
2022-10-29,2.177
2022-10-30,2.177
2022-10-31,2.161
2022-11-01,2.138
2022-11-02,2.199
2022-11-03,2.199
2022-11-04,2.171
2022-11-05,2.171
2022-11-06,2.171
2022-11-07,2.147
2022-11-08,2.136
2022-11-09,2.192
2022-11-10,2.086
2022-11-11,2.021
2022-11-12,2.021
2022-11-13,2.021
2022-11-14,2.028
2022-11-15,2.037
2022-11-16,2.085
2022-11-17,2.075
2022-11-18,2.056
2022-11-19,2.056
2022-11-20,2.056
2022-11-21,2.073
2022-11-22,2.016
2022-11-23,1.994
2022-11-24,1.994
2022-11-25,1.984
2022-11-26,1.984
2022-11-27,1.984
2022-11-28,2.033
2022-11-29,2.01
2022-11-30,1.974
2022-12-01,1.96
2022-12-02,1.951
2022-12-03,1.951
2022-12-04,1.951
2022-12-05,1.985
2022-12-06,1.985
2022-12-07,2.012
2022-12-08,2.006
2022-12-09,1.996
2022-12-10,1.996
2022-12-11,1.996
2022-12-12,1.977
2022-12-13,1.963
2022-12-14,1.952
2022-12-15,2.011
2022-12-16,2.02
2022-12-17,2.02
2022-12-18,2.02
2022-12-19,2.071
2022-12-20,2.036
2022-12-21,2.01
2022-12-22,2.054
2022-12-23,2.031
2022-12-24,2.031
2022-12-25,2.031
2022-12-26,2.031
2022-12-27,1.989
2022-12-28,2.034
2022-12-29,1.979
2022-12-30,1.974
2022-12-31,1.974
2023-01-01,1.974
2023-01-02,1.974
2023-01-03,1.942
2023-01-04,1.86
2023-01-05,1.862
2023-01-06,1.881
2023-01-07,1.881
2023-01-08,1.881
2023-01-09,1.818
2023-01-10,1.795
2023-01-11,1.825
2023-01-12,1.784
2023-01-13,1.779
2023-01-14,1.779
2023-01-15,1.779
2023-01-16,1.779
2023-01-17,1.788
2023-01-18,1.798
2023-01-19,1.802
2023-01-20,1.758
2023-01-21,1.758
2023-01-22,1.758
2023-01-23,1.747
2023-01-24,1.755
2023-01-25,1.752
2023-01-26,1.734
2023-01-27,1.734
2023-01-28,1.734
2023-01-29,1.734
2023-01-30,1.751
2023-01-31,1.721
2023-02-01,1.702
2023-02-02,1.705
2023-02-03,1.73
2023-02-04,1.73
2023-02-05,1.73
2023-02-06,1.755
2023-02-07,1.731
2023-02-08,1.759
2023-02-09,1.783
2023-02-10,1.783
2023-02-11,1.783
2023-02-12,1.783
2023-02-13,1.765
2023-02-14,1.745
2023-02-15,1.728
2023-02-16,1.784
2023-02-17,1.85
2023-02-18,1.85
2023-02-19,1.85
2023-02-20,1.85
2023-02-21,1.888
2023-02-22,1.858
2023-02-23,1.838
2023-02-24,1.853
2023-02-25,1.853
2023-02-26,1.853
2023-02-27,1.854
2023-02-28,1.843
2023-03-01,1.838
2023-03-02,1.863
2023-03-03,1.854
2023-03-04,1.854
2023-03-05,1.854
2023-03-06,1.907
2023-03-07,1.921
2023-03-08,1.947
2023-03-09,2.034
2023-03-10,2.058
2023-03-11,2.058
2023-03-12,2.058
2023-03-13,2.107
2023-03-14,2.064
2023-03-15,2.123
2023-03-16,2.109
2023-03-17,2.201
2023-03-18,2.201
2023-03-19,2.201
2023-03-20,2.161
2023-03-21,2.114
2023-03-22,2.163
2023-03-23,2.195
2023-03-24,2.222
2023-03-25,2.222
2023-03-26,2.222
2023-03-27,2.18
2023-03-28,2.177
2023-03-29,2.157
2023-03-30,2.107
2023-03-31,2.067
2023-04-01,2.067
2023-04-02,2.067
2023-04-03,2.093
2023-04-04,2.114
2023-04-05,2.136
2023-04-06,2.093
2023-04-07,2.093
2023-04-08,2.093
2023-04-09,2.093
2023-04-10,2.072
2023-04-11,2.087
2023-04-12,2.051
2023-04-13,2.045
2023-04-14,2.059
2023-04-15,2.059
2023-04-16,2.059
2023-04-17,2.044
2023-04-18,2.035
2023-04-19,2.046
2023-04-20,2.084
2023-04-21,2.068
2023-04-22,2.068
2023-04-23,2.068
2023-04-24,2.088
2023-04-25,2.123
2023-04-26,2.122
2023-04-27,2.061
2023-04-28,2.034
2023-04-29,2.034
2023-04-30,2.034
2023-05-01,2.063
2023-05-02,2.135
2023-05-03,2.184
2023-05-04,2.274
2023-05-05,2.191
2023-05-06,2.191
2023-05-07,2.191
2023-05-08,2.208
2023-05-09,2.175
2023-05-10,2.182
2023-05-11,2.172
2023-05-12,2.176
2023-05-13,2.176
2023-05-14,2.176
2023-05-15,2.088
2023-05-16,2.124
2023-05-17,2.068
2023-05-18,2.059
2023-05-19,2.073
2023-05-20,2.073
2023-05-21,2.073
2023-05-22,2.066
2023-05-23,2.053
2023-05-24,2.105
2023-05-25,2.07
2023-05-26,2.088
2023-05-27,2.088
2023-05-28,2.088
2023-05-29,2.088
2023-05-30,2.103
2023-05-31,2.135
2023-06-01,2.076
2023-06-02,2.016
2023-06-03,2.016
2023-06-04,2.016
2023-06-05,2.017
2023-06-06,1.987
2023-06-07,1.922
2023-06-08,1.898
2023-06-09,1.904
2023-06-10,1.904
2023-06-11,1.904
2023-06-12,1.87
2023-06-13,1.874
2023-06-14,1.898
2023-06-15,1.87
2023-06-16,1.908
2023-06-17,1.908
2023-06-18,1.908
2023-06-19,1.908
2023-06-20,1.933
2023-06-21,1.933
2023-06-22,1.93
2023-06-23,1.97
