,NUE US Equity
2023-06-23,1.33
2023-06-24,1.33
2023-06-25,1.33
2023-06-26,1.316
2023-06-27,1.272
2023-06-28,1.269
2023-06-29,1.248
2023-06-30,1.243
2023-07-01,1.243
2023-07-02,1.243
2023-07-03,1.231
2023-07-04,1.231
2023-07-05,1.27
2023-07-06,1.273
2023-07-07,1.259
2023-07-08,1.259
2023-07-09,1.259
2023-07-10,1.242
2023-07-11,1.211
2023-07-12,1.201
2023-07-13,1.204
2023-07-14,1.224
2023-07-15,1.224
2023-07-16,1.224
2023-07-17,1.216
2023-07-18,1.188
2023-07-19,1.218
2023-07-20,1.226
2023-07-21,1.242
2023-07-22,1.242
2023-07-23,1.242
2023-07-24,1.221
2023-07-25,1.177
2023-07-26,1.206
2023-07-27,1.21
2023-07-28,1.206
2023-07-29,1.206
2023-07-30,1.206
2023-07-31,1.184
2023-08-01,1.178
2023-08-02,1.201
2023-08-03,1.186
2023-08-04,1.215
2023-08-05,1.215
2023-08-06,1.215
2023-08-07,1.204
2023-08-08,1.199
2023-08-09,1.203
2023-08-10,1.225
2023-08-11,1.224
2023-08-12,1.224
2023-08-13,1.224
2023-08-14,1.184
2023-08-15,1.204
2023-08-16,1.209
2023-08-17,1.213
2023-08-18,1.21
2023-08-19,1.21
2023-08-20,1.21
2023-08-21,1.215
2023-08-22,1.21
2023-08-23,1.22
2023-08-24,1.235
2023-08-25,1.232
2023-08-26,1.232
2023-08-27,1.232
2023-08-28,1.22
2023-08-29,1.187
2023-08-30,1.197
2023-08-31,1.184
2023-09-01,1.204
2023-09-02,1.204
2023-09-03,1.204
2023-09-04,1.204
2023-09-05,1.221
2023-09-06,1.232
2023-09-07,1.23
2023-09-08,1.26
2023-09-09,1.26
2023-09-10,1.26
2023-09-11,1.273
2023-09-12,1.275
2023-09-13,1.29
2023-09-14,1.255
2023-09-15,1.337
2023-09-16,1.337
2023-09-17,1.337
2023-09-18,1.342
2023-09-19,1.312
2023-09-20,1.336
2023-09-21,1.37
2023-09-22,1.356
2023-09-23,1.356
2023-09-24,1.356
2023-09-25,1.337
2023-09-26,1.368
2023-09-27,1.333
2023-09-28,1.311
2023-09-29,1.323
2023-09-30,1.323
2023-10-01,1.323
2023-10-02,1.337
2023-10-03,1.327
2023-10-04,1.318
2023-10-05,1.323
2023-10-06,1.316
2023-10-07,1.316
2023-10-08,1.316
2023-10-09,1.329
2023-10-10,1.327
2023-10-11,1.336
2023-10-12,1.402
2023-10-13,1.407
2023-10-14,1.407
2023-10-15,1.407
2023-10-16,1.389
2023-10-17,1.382
2023-10-18,1.424
2023-10-19,1.438
2023-10-20,1.462
2023-10-21,1.462
2023-10-22,1.462
2023-10-23,1.471
2023-10-24,1.405
2023-10-25,1.429
2023-10-26,1.394
2023-10-27,1.396
2023-10-28,1.396
2023-10-29,1.396
2023-10-30,1.388
2023-10-31,1.399
2023-11-01,1.397
2023-11-02,1.367
2023-11-03,1.357
2023-11-04,1.357
2023-11-05,1.357
2023-11-06,1.35
2023-11-07,1.365
2023-11-08,1.351
2023-11-09,1.367
2023-11-10,1.354
2023-11-11,1.354
2023-11-12,1.354
2023-11-13,1.352
2023-11-14,1.334
2023-11-15,1.32
2023-11-16,1.334
2023-11-17,1.319
2023-11-18,1.319
2023-11-19,1.319
2023-11-20,1.316
2023-11-21,1.31
2023-11-22,1.313
2023-11-23,1.313
2023-11-24,1.315
2023-11-25,1.315
2023-11-26,1.315
2023-11-27,1.282
2023-11-28,1.283
2023-11-29,1.262
2023-11-30,1.216
2023-12-01,1.213
2023-12-02,1.213
2023-12-03,1.213
2023-12-04,1.235
2023-12-05,1.247
2023-12-06,1.274
2023-12-07,1.266
2023-12-08,1.275
2023-12-09,1.275
2023-12-10,1.275
2023-12-11,1.256
2023-12-12,1.262
2023-12-13,1.24
2023-12-14,1.216
2023-12-15,1.202
2023-12-16,1.202
2023-12-17,1.202
2023-12-18,1.193
2023-12-19,1.168
2023-12-20,1.183
2023-12-21,1.177
2023-12-22,1.167
2023-12-23,1.167
2023-12-24,1.167
2023-12-25,1.167
2023-12-26,1.166
2023-12-27,1.168
2023-12-28,1.183
2023-12-29,1.19
2023-12-30,1.19
2023-12-31,1.19
2024-01-01,1.19
2024-01-02,1.181
2024-01-03,1.173
2024-01-04,1.204
2024-01-05,1.215
2024-01-06,1.215
2024-01-07,1.215
2024-01-08,1.206
2024-01-09,1.246
2024-01-10,1.233
2024-01-11,1.243
2024-01-12,1.245
2024-01-13,1.245
2024-01-14,1.245
2024-01-15,1.245
2024-01-16,1.23
2024-01-17,1.243
2024-01-18,1.263
2024-01-19,1.26
2024-01-20,1.26
2024-01-21,1.26
2024-01-22,1.233
2024-01-23,1.223
2024-01-24,1.217
2024-01-25,1.203
2024-01-26,1.2
2024-01-27,1.2
2024-01-28,1.2
2024-01-29,1.189
2024-01-30,1.118
2024-01-31,1.13
2024-02-01,1.138
2024-02-02,1.158
2024-02-03,1.158
2024-02-04,1.158
2024-02-05,1.164
2024-02-06,1.171
2024-02-07,1.14
2024-02-08,1.14
2024-02-09,1.138
2024-02-10,1.138
2024-02-11,1.138
2024-02-12,1.147
2024-02-13,1.189
2024-02-14,1.179
2024-02-15,1.145
2024-02-16,1.15
2024-02-17,1.15
2024-02-18,1.15
2024-02-19,1.15
2024-02-20,1.16
2024-02-21,1.157
2024-02-22,1.143
2024-02-23,1.123
2024-02-24,1.123
2024-02-25,1.123
2024-02-26,1.114
2024-02-27,1.105
2024-02-28,1.11
2024-02-29,1.11
2024-03-01,1.119
2024-03-02,1.119
2024-03-03,1.119
2024-03-04,1.147
2024-03-05,1.161
2024-03-06,1.162
2024-03-07,1.151
2024-03-08,1.155
2024-03-09,1.155
2024-03-10,1.155
2024-03-11,1.161
2024-03-12,1.174
2024-03-13,1.162
2024-03-14,1.179
2024-03-15,1.139
2024-03-16,1.139
2024-03-17,1.139
2024-03-18,1.131
2024-03-19,1.124
2024-03-20,1.11
2024-03-21,1.093
2024-03-22,1.104
2024-03-23,1.104
2024-03-24,1.104
2024-03-25,1.098
2024-03-26,1.106
2024-03-27,1.078
2024-03-28,1.082
2024-03-29,1.082
2024-03-30,1.082
2024-03-31,1.082
2024-04-01,1.071
2024-04-02,1.079
2024-04-03,1.07
2024-04-04,1.075
2024-04-05,1.065
2024-04-06,1.065
2024-04-07,1.065
2024-04-08,1.066
