,UPS US Equity
2021-03-23,3.704
2021-03-24,3.703
2021-03-25,3.627
2021-03-26,3.525
2021-03-27,3.525
2021-03-28,3.525
2021-03-29,3.521
2021-03-30,3.511
2021-03-31,3.483
2021-04-01,3.457
2021-04-02,3.457
2021-04-03,3.457
2021-04-04,3.457
2021-04-05,3.443
2021-04-06,3.423
2021-04-07,3.443
2021-04-08,3.422
2021-04-09,3.365
2021-04-10,3.365
2021-04-11,3.365
2021-04-12,3.316
2021-04-13,3.3
2021-04-14,3.36
2021-04-15,3.296
2021-04-16,3.295
2021-04-17,3.295
2021-04-18,3.295
2021-04-19,3.325
2021-04-20,3.295
2021-04-21,3.316
2021-04-22,3.309
2021-04-23,3.282
2021-04-24,3.282
2021-04-25,3.282
2021-04-26,3.341
2021-04-27,3.026
2021-04-28,2.961
2021-04-29,2.883
2021-04-30,2.881
2021-05-01,2.881
2021-05-02,2.881
2021-05-03,2.768
2021-05-04,2.741
2021-05-05,2.738
2021-05-06,2.735
2021-05-07,2.701
2021-05-08,2.701
2021-05-09,2.701
2021-05-10,2.718
2021-05-11,2.74
2021-05-12,2.788
2021-05-13,2.723
2021-05-14,2.714
2021-05-15,2.714
2021-05-16,2.714
2021-05-17,2.716
2021-05-18,2.745
2021-05-19,2.74
2021-05-20,2.745
2021-05-21,2.759
2021-05-22,2.759
2021-05-23,2.759
2021-05-24,2.739
2021-05-25,2.764
2021-05-26,2.734
2021-05-27,2.747
2021-05-28,2.724
2021-05-29,2.724
2021-05-30,2.724
2021-05-31,2.724
2021-06-01,2.741
2021-06-02,2.759
2021-06-03,2.758
2021-06-04,2.775
2021-06-05,2.775
2021-06-06,2.775
2021-06-07,2.745
2021-06-08,2.787
2021-06-09,3.096
2021-06-10,3.064
2021-06-11,3.077
2021-06-12,3.077
2021-06-13,3.077
2021-06-14,3.109
2021-06-15,3.09
2021-06-16,3.12
2021-06-17,3.157
2021-06-18,3.162
2021-06-19,3.162
2021-06-20,3.162
2021-06-21,3.075
2021-06-22,3.044
2021-06-23,3.065
2021-06-24,3.034
2021-06-25,3.041
2021-06-26,3.041
2021-06-27,3.041
2021-06-28,3.047
2021-06-29,3.012
2021-06-30,3.007
2021-07-01,2.974
2021-07-02,2.956
2021-07-03,2.956
2021-07-04,2.956
2021-07-05,2.956
2021-07-06,2.959
2021-07-07,2.918
2021-07-08,2.948
2021-07-09,2.923
2021-07-10,2.923
2021-07-11,2.923
2021-07-12,2.931
2021-07-13,2.96
2021-07-14,2.956
2021-07-15,2.937
2021-07-16,2.969
2021-07-17,2.969
2021-07-18,2.969
2021-07-19,2.958
2021-07-20,2.943
2021-07-21,2.943
2021-07-22,2.932
2021-07-23,2.954
2021-07-24,2.954
2021-07-25,2.954
2021-07-26,2.979
2021-07-27,3.195
2021-07-28,3.247
2021-07-29,3.251
2021-07-30,3.259
2021-07-31,3.259
2021-08-01,3.259
2021-08-02,3.249
2021-08-03,3.212
2021-08-04,3.269
2021-08-05,3.275
2021-08-06,3.238
2021-08-07,3.238
2021-08-08,3.238
2021-08-09,3.265
2021-08-10,3.272
2021-08-11,3.241
2021-08-12,3.221
2021-08-13,3.215
2021-08-14,3.215
2021-08-15,3.215
2021-08-16,3.164
2021-08-17,3.153
2021-08-18,3.201
2021-08-19,3.214
2021-08-20,3.21
2021-08-21,3.21
2021-08-22,3.21
2021-08-23,3.214
2021-08-24,3.21
2021-08-25,3.216
2021-08-26,3.225
2021-08-27,3.209
2021-08-28,3.209
2021-08-29,3.209
2021-08-30,3.198
2021-08-31,3.171
2021-09-01,3.159
2021-09-02,3.13
2021-09-03,3.144
2021-09-04,3.144
2021-09-05,3.144
2021-09-06,3.144
2021-09-07,3.172
2021-09-08,3.188
2021-09-09,3.282
2021-09-10,3.21
2021-09-11,3.21
2021-09-12,3.21
2021-09-13,3.191
2021-09-14,3.248
2021-09-15,3.208
2021-09-16,3.215
2021-09-17,3.264
2021-09-18,3.264
2021-09-19,3.264
2021-09-20,3.276
2021-09-21,3.27
2021-09-22,3.348
2021-09-23,3.321
2021-09-24,3.299
2021-09-25,3.299
2021-09-26,3.299
2021-09-27,3.32
2021-09-28,3.322
2021-09-29,3.358
2021-09-30,3.407
2021-10-01,3.418
2021-10-02,3.418
2021-10-03,3.418
2021-10-04,3.477
2021-10-05,3.453
2021-10-06,3.433
2021-10-07,3.416
2021-10-08,3.381
2021-10-09,3.381
2021-10-10,3.381
2021-10-11,3.413
2021-10-12,3.409
2021-10-13,3.37
2021-10-14,3.241
2021-10-15,3.202
2021-10-16,3.202
2021-10-17,3.202
2021-10-18,3.208
2021-10-19,3.201
2021-10-20,3.177
2021-10-21,3.11
2021-10-22,3.044
2021-10-23,3.044
2021-10-24,3.044
2021-10-25,3.042
2021-10-26,2.845
2021-10-27,2.923
2021-10-28,2.9
2021-10-29,2.906
2021-10-30,2.906
2021-10-31,2.906
2021-11-01,2.941
2021-11-02,2.966
2021-11-03,2.916
2021-11-04,2.944
2021-11-05,2.979
2021-11-06,2.979
2021-11-07,2.979
2021-11-08,2.964
2021-11-09,2.955
2021-11-10,2.931
2021-11-11,2.908
2021-11-12,2.91
2021-11-13,2.91
2021-11-14,2.91
2021-11-15,2.933
2021-11-16,2.928
2021-11-17,2.985
2021-11-18,2.99
2021-11-19,2.961
2021-11-20,2.961
2021-11-21,2.961
2021-11-22,2.927
2021-11-23,2.914
2021-11-24,2.961
2021-11-25,2.961
2021-11-26,3.007
2021-11-27,3.007
2021-11-28,3.007
2021-11-29,3.017
2021-11-30,3.112
2021-12-01,3.18
2021-12-02,3.088
2021-12-03,3.075
2021-12-04,3.075
2021-12-05,3.075
2021-12-06,3.055
2021-12-07,3.006
2021-12-08,2.945
2021-12-09,2.919
2021-12-10,2.883
2021-12-11,2.883
2021-12-12,2.883
2021-12-13,2.922
2021-12-14,2.959
2021-12-15,2.93
2021-12-16,2.899
2021-12-17,2.918
2021-12-18,2.918
2021-12-19,2.918
2021-12-20,2.978
2021-12-21,2.911
2021-12-22,2.892
2021-12-23,2.841
2021-12-24,2.841
2021-12-25,2.841
2021-12-26,2.841
2021-12-27,2.803
2021-12-28,2.808
2021-12-29,2.809
2021-12-30,2.818
2021-12-31,2.813
2022-01-01,2.813
2022-01-02,2.813
2022-01-03,2.824
2022-01-04,2.774
2022-01-05,2.81
2022-01-06,2.783
2022-01-07,2.763
2022-01-08,2.763
2022-01-09,2.763
2022-01-10,2.847
2022-01-11,2.853
2022-01-12,2.854
2022-01-13,2.864
2022-01-14,2.919
2022-01-15,2.919
2022-01-16,2.919
2022-01-17,2.919
2022-01-18,2.932
2022-01-19,2.959
2022-01-20,2.98
2022-01-21,2.985
2022-01-22,2.985
2022-01-23,2.985
2022-01-24,2.953
2022-01-25,2.985
2022-01-26,3.029
2022-01-27,3.094
2022-01-28,3.041
2022-01-29,3.041
2022-01-30,3.041
2022-01-31,2.981
2022-02-01,3.03
2022-02-02,3.036
2022-02-03,3.081
2022-02-04,3.138
2022-02-05,3.138
2022-02-06,3.138
2022-02-07,3.135
2022-02-08,3.133
2022-02-09,3.135
2022-02-10,3.197
2022-02-11,3.305
2022-02-12,3.305
2022-02-13,3.305
2022-02-14,3.297
2022-02-15,3.247
2022-02-16,3.277
2022-02-17,3.348
2022-02-18,3.345
2022-02-19,3.345
2022-02-20,3.345
2022-02-21,3.345
2022-02-22,3.352
2022-02-23,3.425
2022-02-24,3.381
2022-02-25,3.338
2022-02-26,3.338
2022-02-27,3.338
2022-02-28,3.33
2022-03-01,3.409
2022-03-02,3.314
2022-03-03,3.299
2022-03-04,3.331
2022-03-05,3.331
2022-03-06,3.331
2022-03-07,3.483
2022-03-08,3.445
2022-03-09,3.389
2022-03-10,3.382
2022-03-11,3.437
2022-03-12,3.437
2022-03-13,3.437
2022-03-14,3.43
2022-03-15,3.328
2022-03-16,3.216
2022-03-17,3.152
2022-03-18,3.188
2022-03-19,3.188
2022-03-20,3.188
2022-03-21,3.206
2022-03-22,3.208
2022-03-23,3.266
2022-03-24,3.264
2022-03-25,3.254
2022-03-26,3.254
2022-03-27,3.254
2022-03-28,3.192
2022-03-29,3.15
2022-03-30,3.182
2022-03-31,3.267
2022-04-01,3.391
2022-04-02,3.391
2022-04-03,3.391
2022-04-04,3.42
2022-04-05,3.559
2022-04-06,3.61
2022-04-07,3.642
2022-04-08,3.641
2022-04-09,3.641
2022-04-10,3.641
2022-04-11,3.643
2022-04-12,3.7
2022-04-13,3.681
2022-04-14,3.698
2022-04-15,3.698
2022-04-16,3.698
2022-04-17,3.698
2022-04-18,3.715
2022-04-19,3.646
2022-04-20,3.607
2022-04-21,3.638
2022-04-22,3.67
2022-04-23,3.67
2022-04-24,3.67
2022-04-25,3.622
2022-04-26,3.746
2022-04-27,3.678
2022-04-28,3.62
2022-04-29,3.825
2022-04-30,3.825
2022-05-01,3.825
2022-05-02,3.854
2022-05-03,3.864
2022-05-04,3.745
2022-05-05,3.829
2022-05-06,3.826
2022-05-07,3.826
2022-05-08,3.826
2022-05-09,3.794
2022-05-10,3.782
2022-05-11,3.879
2022-05-12,3.853
2022-05-13,3.833
2022-05-14,3.833
2022-05-15,3.833
2022-05-16,3.796
2022-05-17,3.727
2022-05-18,3.963
2022-05-19,4.077
2022-05-20,3.99
2022-05-21,3.99
2022-05-22,3.99
2022-05-23,3.914
2022-05-24,3.92
2022-05-25,3.925
2022-05-26,3.811
2022-05-27,3.724
2022-05-28,3.724
2022-05-29,3.724
2022-05-30,3.724
2022-05-31,3.73
2022-06-01,3.772
2022-06-02,3.693
2022-06-03,3.665
2022-06-04,3.665
2022-06-05,3.665
2022-06-06,3.633
2022-06-07,3.665
2022-06-08,3.788
2022-06-09,3.85
2022-06-10,3.928
2022-06-11,3.928
2022-06-12,3.928
2022-06-13,3.936
2022-06-14,3.903
2022-06-15,3.835
2022-06-16,3.917
2022-06-17,3.943
2022-06-18,3.943
2022-06-19,3.943
2022-06-20,3.943
2022-06-21,3.865
2022-06-22,3.829
2022-06-23,3.776
2022-06-24,3.68
2022-06-25,3.68
2022-06-26,3.68
2022-06-27,3.724
2022-06-28,3.764
2022-06-29,3.738
2022-06-30,3.709
2022-07-01,3.66
2022-07-02,3.66
2022-07-03,3.66
2022-07-04,3.66
2022-07-05,3.668
2022-07-06,3.657
2022-07-07,3.637
2022-07-08,3.652
2022-07-09,3.652
2022-07-10,3.652
2022-07-11,3.666
2022-07-12,3.773
2022-07-13,3.804
2022-07-14,3.796
2022-07-15,3.707
2022-07-16,3.707
2022-07-17,3.707
2022-07-18,3.758
2022-07-19,3.642
2022-07-20,3.622
2022-07-21,3.619
2022-07-22,3.6
2022-07-23,3.6
2022-07-24,3.6
2022-07-25,3.602
2022-07-26,3.741
2022-07-27,3.709
2022-07-28,3.624
2022-07-29,3.5
2022-07-30,3.5
2022-07-31,3.5
2022-08-01,3.492
2022-08-02,3.525
2022-08-03,3.527
2022-08-04,3.507
2022-08-05,3.467
2022-08-06,3.467
2022-08-07,3.467
2022-08-08,3.461
2022-08-09,3.451
2022-08-10,3.353
2022-08-11,3.32
2022-08-12,3.288
2022-08-13,3.288
2022-08-14,3.288
2022-08-15,3.272
2022-08-16,3.264
2022-08-17,3.286
2022-08-18,3.238
2022-08-19,3.232
2022-08-20,3.232
2022-08-21,3.232
2022-08-22,3.263
2022-08-23,3.281
2022-08-24,3.317
2022-08-25,3.286
2022-08-26,3.386
2022-08-27,3.386
2022-08-28,3.386
2022-08-29,3.415
2022-08-30,3.453
2022-08-31,3.463
2022-09-01,3.426
2022-09-02,3.436
2022-09-03,3.436
2022-09-04,3.436
2022-09-05,3.436
2022-09-06,3.387
2022-09-07,3.381
2022-09-08,3.384
2022-09-09,3.34
2022-09-10,3.34
2022-09-11,3.34
2022-09-12,3.289
2022-09-13,3.416
2022-09-14,3.447
2022-09-15,3.558
2022-09-16,3.756
2022-09-17,3.756
2022-09-18,3.756
2022-09-19,3.687
2022-09-20,3.778
2022-09-21,3.818
2022-09-22,3.954
2022-09-23,4.039
2022-09-24,4.039
2022-09-25,4.039
2022-09-26,4.103
2022-09-27,4.028
2022-09-28,3.971
2022-09-29,4.015
2022-09-30,4.109
2022-10-01,4.109
2022-10-02,4.109
2022-10-03,4.139
2022-10-04,3.996
2022-10-05,4.019
2022-10-06,4.076
2022-10-07,4.241
2022-10-08,4.241
2022-10-09,4.241
2022-10-10,4.225
2022-10-11,4.233
2022-10-12,4.252
2022-10-13,4.144
2022-10-14,4.194
2022-10-15,4.194
2022-10-16,4.194
2022-10-17,4.117
2022-10-18,4.061
2022-10-19,4.09
2022-10-20,4.213
2022-10-21,4.096
2022-10-22,4.096
2022-10-23,4.096
2022-10-24,4.047
2022-10-25,4.026
2022-10-26,3.978
2022-10-27,4.038
2022-10-28,4.02
2022-10-29,4.02
2022-10-30,4.02
2022-10-31,4.006
2022-11-01,4.023
2022-11-02,4.092
2022-11-03,4.106
2022-11-04,4.065
2022-11-05,4.065
2022-11-06,4.065
2022-11-07,3.967
2022-11-08,3.975
2022-11-09,4.091
2022-11-10,3.857
2022-11-11,3.73
2022-11-12,3.73
2022-11-13,3.73
2022-11-14,3.739
2022-11-15,3.663
2022-11-16,3.754
2022-11-17,3.775
2022-11-18,3.714
2022-11-19,3.714
2022-11-20,3.714
2022-11-21,3.68
2022-11-22,3.637
2022-11-23,3.635
2022-11-24,3.635
2022-11-25,3.642
2022-11-26,3.642
2022-11-27,3.642
2022-11-28,3.695
2022-11-29,3.595
2022-11-30,3.503
2022-12-01,3.485
2022-12-02,3.5
2022-12-03,3.5
2022-12-04,3.5
2022-12-05,3.659
2022-12-06,3.785
2022-12-07,3.795
2022-12-08,3.69
2022-12-09,3.731
2022-12-10,3.731
2022-12-11,3.731
2022-12-12,3.631
2022-12-13,3.605
2022-12-14,3.596
2022-12-15,3.658
2022-12-16,3.72
2022-12-17,3.72
2022-12-18,3.72
2022-12-19,3.715
2022-12-20,3.817
2022-12-21,3.752
2022-12-22,3.774
2022-12-23,3.745
2022-12-24,3.745
2022-12-25,3.745
2022-12-26,3.745
2022-12-27,3.746
2022-12-28,3.818
2022-12-29,3.771
2022-12-30,3.813
2022-12-31,3.813
2023-01-01,3.813
2023-01-02,3.813
2023-01-03,3.783
2023-01-04,3.744
2023-01-05,3.814
2023-01-06,3.734
2023-01-07,3.734
2023-01-08,3.734
2023-01-09,3.678
2023-01-10,3.738
2023-01-11,3.665
2023-01-12,3.651
2023-01-13,3.667
2023-01-14,3.667
2023-01-15,3.667
2023-01-16,3.667
2023-01-17,3.731
2023-01-18,3.779
2023-01-19,3.791
2023-01-20,3.755
2023-01-21,3.755
2023-01-22,3.755
2023-01-23,3.702
2023-01-24,3.712
2023-01-25,3.765
2023-01-26,3.718
2023-01-27,3.669
2023-01-28,3.669
2023-01-29,3.669
2023-01-30,3.767
2023-01-31,3.704
2023-02-01,3.699
2023-02-02,3.577
2023-02-03,3.57
2023-02-04,3.57
2023-02-05,3.57
2023-02-06,3.637
2023-02-07,3.646
2023-02-08,3.684
2023-02-09,3.716
2023-02-10,3.706
2023-02-11,3.706
2023-02-12,3.706
2023-02-13,3.663
2023-02-14,3.69
2023-02-15,3.689
2023-02-16,3.714
2023-02-17,3.729
2023-02-18,3.729
2023-02-19,3.729
2023-02-20,3.729
2023-02-21,3.828
2023-02-22,3.868
2023-02-23,3.797
2023-02-24,3.792
2023-02-25,3.792
2023-02-26,3.792
2023-02-27,3.749
2023-02-28,3.744
2023-03-01,3.732
2023-03-02,3.708
2023-03-03,3.691
2023-03-04,3.691
2023-03-05,3.691
2023-03-06,3.675
2023-03-07,3.74
2023-03-08,3.719
2023-03-09,3.748
2023-03-10,3.769
2023-03-11,3.769
2023-03-12,3.769
2023-03-13,3.755
2023-03-14,3.697
2023-03-15,3.711
2023-03-16,3.641
2023-03-17,3.663
2023-03-18,3.663
2023-03-19,3.663
2023-03-20,3.731
2023-03-21,3.665
2023-03-22,3.689
2023-03-23,3.694
2023-03-24,3.679
2023-03-25,3.679
2023-03-26,3.679
2023-03-27,3.654
2023-03-28,3.648
2023-03-29,3.577
2023-03-30,3.584
2023-03-31,3.53
2023-04-01,3.53
2023-04-02,3.53
2023-04-03,3.535
2023-04-04,3.592
2023-04-05,3.615
2023-04-06,3.631
2023-04-07,3.631
2023-04-08,3.631
2023-04-09,3.631
2023-04-10,3.599
2023-04-11,3.558
2023-04-12,3.607
2023-04-13,3.585
2023-04-14,3.55
2023-04-15,3.55
2023-04-16,3.55
2023-04-17,3.543
2023-04-18,3.527
2023-04-19,3.493
2023-04-20,3.512
2023-04-21,3.508
2023-04-22,3.508
2023-04-23,3.508
2023-04-24,3.496
2023-04-25,3.858
2023-04-26,3.888
2023-04-27,3.774
2023-04-28,3.716
2023-04-29,3.716
2023-04-30,3.716
2023-05-01,3.667
2023-05-02,3.757
2023-05-03,3.8
2023-05-04,3.856
2023-05-05,3.802
2023-05-06,3.802
2023-05-07,3.802
2023-05-08,3.832
2023-05-09,3.878
2023-05-10,3.91
2023-05-11,3.941
2023-05-12,3.944
2023-05-13,3.944
2023-05-14,3.944
2023-05-15,3.947
2023-05-16,4.0
2023-05-17,3.889
2023-05-18,3.897
2023-05-19,3.899
2023-05-20,3.899
2023-05-21,3.899
2023-05-22,3.886
2023-05-23,3.925
2023-05-24,3.974
2023-05-25,3.892
2023-05-26,3.885
2023-05-27,3.885
2023-05-28,3.885
2023-05-29,3.885
2023-05-30,3.926
2023-05-31,3.991
2023-06-01,3.971
2023-06-02,3.917
2023-06-03,3.917
2023-06-04,3.917
2023-06-05,3.971
2023-06-06,3.977
2023-06-07,3.887
2023-06-08,3.887
2023-06-09,3.964
2023-06-10,3.964
2023-06-11,3.964
2023-06-12,3.956
2023-06-13,3.924
2023-06-14,3.879
2023-06-15,3.79
2023-06-16,3.799
2023-06-17,3.799
2023-06-18,3.799
2023-06-19,3.799
2023-06-20,3.827
2023-06-21,3.907
2023-06-22,3.959
