,CLR US Equity
2021-06-04,5.685
2021-06-05,5.685
2021-06-06,5.685
2021-06-07,5.664
2021-06-08,5.579
2021-06-09,5.648
2021-06-10,5.675
2021-06-11,5.637
2021-06-12,5.637
2021-06-13,5.637
2021-06-14,5.658
2021-06-15,5.444
2021-06-16,5.477
2021-06-17,1.312
2021-06-18,1.319
2021-06-19,1.319
2021-06-20,1.319
2021-06-21,1.231
2021-06-22,1.211
2021-06-23,1.2
2021-06-24,1.184
2021-06-25,1.141
2021-06-26,1.141
2021-06-27,1.141
2021-06-28,1.227
2021-06-29,1.213
2021-06-30,1.182
2021-07-01,1.126
2021-07-02,1.148
2021-07-03,1.148
2021-07-04,1.148
2021-07-05,1.148
2021-07-06,1.204
2021-07-07,1.224
2021-07-08,1.203
2021-07-09,1.172
2021-07-10,1.172
2021-07-11,1.172
2021-07-12,1.177
2021-07-13,1.176
2021-07-14,1.253
2021-07-15,1.27
2021-07-16,1.333
2021-07-17,1.333
2021-07-18,1.333
2021-07-19,1.404
2021-07-20,1.371
2021-07-21,1.29
2021-07-22,1.301
2021-07-23,1.307
2021-07-24,1.307
2021-07-25,1.307
2021-07-26,1.271
2021-07-27,1.313
2021-07-28,1.295
2021-07-29,1.303
2021-07-30,1.317
2021-07-31,1.317
2021-08-01,1.317
2021-08-02,1.335
2021-08-03,1.295
2021-08-04,1.37
2021-08-05,1.29
2021-08-06,1.51
2021-08-07,1.51
2021-08-08,1.51
2021-08-09,1.518
2021-08-10,1.65
2021-08-11,1.641
2021-08-12,1.619
2021-08-13,1.668
2021-08-14,1.668
2021-08-15,1.668
2021-08-16,1.74
2021-08-17,1.741
2021-08-18,1.788
2021-08-19,1.823
2021-08-20,1.805
2021-08-21,1.805
2021-08-22,1.805
2021-08-23,1.686
2021-08-24,1.633
2021-08-25,1.631
2021-08-26,1.664
2021-08-27,1.589
2021-08-28,1.589
2021-08-29,1.589
2021-08-30,1.594
2021-08-31,1.554
2021-09-01,1.588
2021-09-02,1.577
2021-09-03,1.587
2021-09-04,1.587
2021-09-05,1.587
2021-09-06,1.587
2021-09-07,1.637
2021-09-08,1.635
2021-09-09,1.63
2021-09-10,1.582
2021-09-11,1.582
2021-09-12,1.582
2021-09-13,1.528
2021-09-14,1.548
2021-09-15,1.431
2021-09-16,1.411
2021-09-17,1.455
2021-09-18,1.455
2021-09-19,1.455
2021-09-20,1.496
2021-09-21,1.49
2021-09-22,1.437
2021-09-23,1.377
2021-09-24,1.381
2021-09-25,1.381
2021-09-26,1.381
2021-09-27,1.297
2021-09-28,1.308
2021-09-29,1.311
2021-09-30,1.323
2021-10-01,1.289
2021-10-02,1.289
2021-10-03,1.289
2021-10-04,1.228
2021-10-05,1.207
2021-10-06,1.234
2021-10-07,1.19
2021-10-08,1.143
2021-10-09,1.143
2021-10-10,1.143
2021-10-11,1.133
2021-10-12,1.136
2021-10-13,1.166
2021-10-14,1.167
2021-10-15,1.171
2021-10-16,1.171
2021-10-17,1.171
2021-10-18,1.17
2021-10-19,1.185
2021-10-20,1.188
2021-10-21,1.226
2021-10-22,1.189
2021-10-23,1.189
2021-10-24,1.189
2021-10-25,1.178
2021-10-26,1.174
2021-10-27,1.258
2021-10-28,1.247
2021-10-29,1.251
2021-10-30,1.251
2021-10-31,1.251
2021-11-01,1.227
2021-11-02,1.229
2021-11-03,1.301
2021-11-04,1.367
2021-11-05,1.323
2021-11-06,1.323
2021-11-07,1.323
2021-11-08,1.474
2021-11-09,1.462
2021-11-10,1.5
2021-11-11,1.49
2021-11-12,1.716
2021-11-13,1.716
2021-11-14,1.716
2021-11-15,1.688
2021-11-16,1.706
2021-11-17,1.744
2021-11-18,1.716
2021-11-19,1.797
2021-11-20,1.797
2021-11-21,1.797
2021-11-22,1.773
2021-11-23,1.638
2021-11-24,1.642
2021-11-25,1.642
2021-11-26,1.784
2021-11-27,1.784
2021-11-28,1.784
2021-11-29,1.744
2021-11-30,1.828
2021-12-01,1.899
2021-12-02,1.847
2021-12-03,1.885
2021-12-04,1.885
2021-12-05,1.885
2021-12-06,1.837
2021-12-07,1.738
2021-12-08,1.747
2021-12-09,1.771
2021-12-10,1.765
2021-12-11,1.765
2021-12-12,1.765
2021-12-13,1.842
2021-12-14,1.887
2021-12-15,1.867
2021-12-16,1.873
2021-12-17,1.885
2021-12-18,1.885
2021-12-19,1.885
2021-12-20,1.899
2021-12-21,1.781
2021-12-22,1.78
2021-12-23,1.804
2021-12-24,1.804
2021-12-25,1.804
2021-12-26,1.804
2021-12-27,1.739
2021-12-28,1.775
2021-12-29,1.792
2021-12-30,1.817
2021-12-31,1.811
2022-01-01,1.811
2022-01-02,1.811
2022-01-03,1.755
2022-01-04,1.693
2022-01-05,1.742
2022-01-06,1.615
2022-01-07,1.641
2022-01-08,1.641
2022-01-09,1.641
2022-01-10,1.665
2022-01-11,1.578
2022-01-12,1.579
2022-01-13,1.81
2022-01-14,1.744
2022-01-15,1.744
2022-01-16,1.744
2022-01-17,1.744
2022-01-18,1.749
2022-01-19,1.759
2022-01-20,1.809
2022-01-21,1.892
2022-01-22,1.892
2022-01-23,1.892
2022-01-24,1.849
2022-01-25,1.696
2022-01-26,1.707
2022-01-27,1.748
2022-01-28,1.754
2022-01-29,1.754
2022-01-30,1.754
2022-01-31,1.756
2022-02-01,1.66
2022-02-02,1.656
2022-02-03,1.65
2022-02-04,1.593
2022-02-05,1.593
2022-02-06,1.593
2022-02-07,1.597
2022-02-08,1.664
2022-02-09,1.642
2022-02-10,1.711
2022-02-11,1.597
2022-02-12,1.597
2022-02-13,1.597
2022-02-14,1.781
2022-02-15,1.882
2022-02-16,1.851
2022-02-17,1.852
2022-02-18,2.023
2022-02-19,2.023
2022-02-20,2.023
2022-02-21,2.023
2022-02-22,2.076
2022-02-23,2.062
2022-02-24,2.067
2022-02-25,2.04
2022-02-26,2.04
2022-02-27,2.04
2022-02-28,1.926
2022-03-01,1.855
2022-03-02,1.799
2022-03-03,1.837
2022-03-04,1.753
2022-03-05,1.753
2022-03-06,1.753
2022-03-07,1.826
2022-03-08,1.873
2022-03-09,1.884
2022-03-10,1.851
2022-03-11,1.891
2022-03-12,1.891
2022-03-13,1.891
2022-03-14,3.022
2022-03-15,3.041
2022-03-16,3.027
2022-03-17,2.837
2022-03-18,2.883
2022-03-19,2.883
2022-03-20,2.883
2022-03-21,2.733
2022-03-22,3.035
2022-03-23,2.951
2022-03-24,2.981
2022-03-25,2.882
2022-03-26,2.882
2022-03-27,2.882
2022-03-28,2.773
2022-03-29,2.6
2022-03-30,2.458
2022-03-31,2.515
2022-04-01,2.453
2022-04-02,2.453
2022-04-03,2.453
2022-04-04,2.46
2022-04-05,2.521
2022-04-06,2.593
2022-04-07,2.532
2022-04-08,2.446
2022-04-09,2.446
2022-04-10,2.446
2022-04-11,2.516
2022-04-12,2.435
2022-04-13,2.344
2022-04-14,2.409
2022-04-15,2.409
2022-04-16,2.409
2022-04-17,2.409
2022-04-18,2.319
2022-04-19,2.37
2022-04-20,2.343
2022-04-21,2.449
2022-04-22,2.504
2022-04-23,2.504
2022-04-24,2.504
2022-04-25,2.602
2022-04-26,2.658
2022-04-27,1.894
2022-04-28,1.869
2022-04-29,1.948
2022-04-30,1.948
2022-05-01,1.948
2022-05-02,1.992
2022-05-03,1.953
2022-05-04,1.864
2022-05-05,1.877
2022-05-06,1.834
2022-05-07,1.834
2022-05-08,1.834
2022-05-09,2.072
2022-05-10,2.036
2022-05-11,2.024
2022-05-12,2.007
2022-05-13,1.97
2022-05-14,1.97
2022-05-15,1.97
2022-05-16,1.917
2022-05-17,2.482
2022-05-18,2.582
2022-05-19,2.578
2022-05-20,2.544
2022-05-21,2.544
2022-05-22,2.544
2022-05-23,2.404
2022-05-24,2.472
2022-05-25,2.371
2022-05-26,2.301
2022-05-27,2.203
2022-05-28,2.203
2022-05-29,2.203
2022-05-30,2.203
2022-05-31,2.234
2022-06-01,2.204
2022-06-02,2.249
2022-06-03,2.2
2022-06-04,2.2
2022-06-05,2.2
2022-06-06,2.49
2022-06-07,2.43
2022-06-08,2.431
2022-06-09,2.451
2022-06-10,2.505
2022-06-11,2.505
2022-06-12,2.505
2022-06-13,2.737
2022-06-14,2.379
2022-06-15,2.466
2022-06-16,2.54
2022-06-17,2.682
2022-06-18,2.682
2022-06-19,2.682
2022-06-20,2.682
2022-06-21,2.648
2022-06-22,2.714
2022-06-23,2.749
2022-06-24,2.584
2022-06-25,2.584
2022-06-26,2.584
2022-06-27,2.505
2022-06-28,2.49
2022-06-29,2.544
2022-06-30,2.579
2022-07-01,2.505
2022-07-02,2.505
2022-07-03,2.505
2022-07-04,2.505
2022-07-05,2.566
2022-07-06,2.606
2022-07-07,2.54
2022-07-08,2.523
2022-07-09,2.523
2022-07-10,2.523
2022-07-11,2.54
2022-07-12,2.613
2022-07-13,2.599
2022-07-14,2.606
2022-07-15,2.605
2022-07-16,2.605
2022-07-17,2.605
2022-07-18,2.543
2022-07-19,2.484
2022-07-20,2.473
2022-07-21,2.538
2022-07-22,2.592
2022-07-23,2.592
2022-07-24,2.592
2022-07-25,2.506
2022-07-26,2.504
2022-07-27,2.45
2022-07-28,2.446
2022-07-29,2.388
2022-07-30,2.388
2022-07-31,2.388
2022-08-01,2.422
2022-08-02,2.426
2022-08-03,2.458
2022-08-04,2.527
2022-08-05,2.463
2022-08-06,2.463
2022-08-07,2.463
2022-08-08,2.477
2022-08-09,2.426
2022-08-10,2.422
2022-08-11,2.389
2022-08-12,2.387
2022-08-13,2.387
2022-08-14,2.387
2022-08-15,2.407
2022-08-16,2.423
2022-08-17,2.4
2022-08-18,2.321
2022-08-19,2.354
2022-08-20,2.354
2022-08-21,2.354
2022-08-22,2.332
2022-08-23,2.291
2022-08-24,2.259
2022-08-25,2.269
2022-08-26,2.292
2022-08-27,2.292
2022-08-28,2.292
2022-08-29,2.343
2022-08-30,2.419
2022-08-31,2.426
2022-09-01,2.478
2022-09-02,2.428
2022-09-03,2.428
2022-09-04,2.428
2022-09-05,2.428
2022-09-06,2.459
2022-09-07,2.47
2022-09-08,2.433
2022-09-09,2.401
2022-09-10,2.401
2022-09-11,2.401
2022-09-12,2.383
2022-09-13,2.422
2022-09-14,2.35
2022-09-15,2.383
2022-09-16,2.418
2022-09-17,2.418
2022-09-18,2.418
2022-09-19,2.404
2022-09-20,2.424
2022-09-21,2.445
2022-09-22,2.37
2022-09-23,2.512
2022-09-24,2.512
2022-09-25,2.512
2022-09-26,2.568
2022-09-27,2.526
2022-09-28,2.402
2022-09-29,2.334
2022-09-30,2.326
2022-10-01,2.326
2022-10-02,2.326
2022-10-03,2.276
2022-10-04,2.228
2022-10-05,2.231
2022-10-06,2.228
2022-10-07,2.23
2022-10-08,2.23
2022-10-09,2.23
2022-10-10,2.26
2022-10-11,2.251
2022-10-12,2.24
2022-10-13,2.206
2022-10-14,2.278
2022-10-15,2.278
2022-10-16,2.278
2022-10-17,2.119
2022-10-18,2.4
2022-10-19,2.55
2022-10-20,2.542
2022-10-21,2.535
2022-10-22,2.535
2022-10-23,2.535
2022-10-24,2.819
2022-10-25,2.538
2022-10-26,2.819
2022-10-27,2.819
2022-10-28,2.816
2022-10-29,2.816
2022-10-30,2.816
2022-10-31,2.816
2022-11-01,2.817
2022-11-02,2.816
2022-11-03,2.813
2022-11-04,2.809
2022-11-05,2.809
2022-11-06,2.809
2022-11-07,2.81
2022-11-08,2.812
2022-11-09,3.072
2022-11-10,3.07
2022-11-11,3.064
2022-11-12,3.064
2022-11-13,3.064
2022-11-14,3.065
2022-11-15,3.069
2022-11-16,3.067
2022-11-17,3.065
2022-11-18,3.063
2022-11-19,3.063
2022-11-20,3.063
2022-11-21,3.062
2022-11-22,3.837
2022-11-23,3.837
2022-11-24,3.837
2022-11-25,3.837
2022-11-26,3.837
2022-11-27,3.837
2022-11-28,3.837
2022-11-29,3.837
2022-11-30,3.837
2022-12-01,3.837
2022-12-02,3.837
2022-12-03,3.837
2022-12-04,3.837
2022-12-05,3.837
2022-12-06,3.837
2022-12-07,3.837
2022-12-08,3.837
2022-12-09,3.837
2022-12-10,3.837
2022-12-11,3.837
2022-12-12,3.837
2022-12-13,3.837
2022-12-14,3.837
2022-12-15,3.837
2022-12-16,3.837
2022-12-17,3.837
2022-12-18,3.837
2022-12-19,3.837
2022-12-20,3.837
2022-12-21,3.837
2022-12-22,3.837
2022-12-23,3.837
2022-12-24,3.837
2022-12-25,3.837
2022-12-26,3.837
2022-12-27,3.837
2022-12-28,3.837
2022-12-29,3.837
2022-12-30,3.837
2022-12-31,3.837
2023-01-01,3.837
2023-01-02,3.837
2023-01-03,3.837
2023-01-04,3.837
2023-01-05,3.837
2023-01-06,3.837
2023-01-07,3.837
2023-01-08,3.837
2023-01-09,3.837
2023-01-10,3.837
2023-01-11,3.837
2023-01-12,3.837
2023-01-13,3.837
2023-01-14,3.837
2023-01-15,3.837
2023-01-16,3.837
2023-01-17,3.837
2023-01-18,3.837
2023-01-19,3.837
2023-01-20,3.837
2023-01-21,3.837
2023-01-22,3.837
2023-01-23,3.837
2023-01-24,3.837
2023-01-25,3.837
2023-01-26,3.837
2023-01-27,3.837
2023-01-28,3.837
2023-01-29,3.837
2023-01-30,3.837
2023-01-31,3.837
2023-02-01,3.837
2023-02-02,3.837
2023-02-03,3.837
2023-02-04,3.837
2023-02-05,3.837
2023-02-06,3.837
2023-02-07,3.837
2023-02-08,3.837
2023-02-09,3.837
2023-02-10,3.837
2023-02-11,3.837
2023-02-12,3.837
2023-02-13,3.837
2023-02-14,3.837
2023-02-15,3.837
2023-02-16,3.837
2023-02-17,3.837
2023-02-18,3.837
2023-02-19,3.837
2023-02-20,3.837
2023-02-21,3.837
2023-02-22,3.837
2023-02-23,3.837
2023-02-24,3.837
2023-02-25,3.837
2023-02-26,3.837
2023-02-27,3.837
2023-02-28,3.837
2023-03-01,3.837
2023-03-02,3.837
2023-03-03,3.837
2023-03-04,3.837
2023-03-05,3.837
2023-03-06,3.837
2023-03-07,3.837
2023-03-08,3.837
2023-03-09,3.837
2023-03-10,3.837
2023-03-11,3.837
2023-03-12,3.837
2023-03-13,3.837
2023-03-14,3.837
2023-03-15,3.837
2023-03-16,3.837
2023-03-17,3.837
2023-03-18,3.837
2023-03-19,3.837
2023-03-20,3.837
2023-03-21,3.837
2023-03-22,3.837
2023-03-23,3.837
2023-03-24,3.837
2023-03-25,3.837
2023-03-26,3.837
2023-03-27,3.837
2023-03-28,3.837
2023-03-29,3.837
2023-03-30,3.837
2023-03-31,3.837
2023-04-01,3.837
2023-04-02,3.837
2023-04-03,3.837
2023-04-04,3.837
2023-04-05,3.837
2023-04-06,3.837
2023-04-07,3.837
2023-04-08,3.837
2023-04-09,3.837
2023-04-10,3.837
2023-04-11,3.837
2023-04-12,3.837
2023-04-13,3.837
2023-04-14,3.837
2023-04-15,3.837
2023-04-16,3.837
2023-04-17,3.837
2023-04-18,3.837
2023-04-19,3.837
2023-04-20,3.837
2023-04-21,3.837
2023-04-22,3.837
2023-04-23,3.837
2023-04-24,3.837
2023-04-25,3.837
2023-04-26,3.837
2023-04-27,3.837
2023-04-28,3.837
2023-04-29,3.837
2023-04-30,3.837
2023-05-01,3.837
2023-05-02,3.837
2023-05-03,3.837
2023-05-04,3.837
2023-05-05,3.837
2023-05-06,3.837
2023-05-07,3.837
2023-05-08,3.837
2023-05-09,3.837
2023-05-10,3.837
2023-05-11,3.837
2023-05-12,3.837
2023-05-13,3.837
2023-05-14,3.837
2023-05-15,3.837
2023-05-16,3.837
2023-05-17,3.837
2023-05-18,3.837
2023-05-19,3.837
2023-05-20,3.837
2023-05-21,3.837
2023-05-22,3.837
2023-05-23,3.837
2023-05-24,3.837
2023-05-25,3.837
2023-05-26,3.837
2023-05-27,3.837
2023-05-28,3.837
2023-05-29,3.837
2023-05-30,3.837
2023-05-31,3.837
2023-06-01,3.837
2023-06-02,3.837
2023-06-03,3.837
2023-06-04,3.837
2023-06-05,3.837
2023-06-06,3.837
2023-06-07,3.837
2023-06-08,3.837
2023-06-09,3.837
2023-06-10,3.837
2023-06-11,3.837
2023-06-12,3.837
2023-06-13,3.837
2023-06-14,3.837
2023-06-15,3.837
2023-06-16,3.837
2023-06-17,3.837
2023-06-18,3.837
2023-06-19,3.837
2023-06-20,3.837
2023-06-21,3.837
2023-06-22,3.837
