,ZBH US Equity
2023-06-23,0.706
2023-06-24,0.706
2023-06-25,0.706
2023-06-26,0.712
2023-06-27,0.702
2023-06-28,0.706
2023-06-29,0.7
2023-06-30,0.698
2023-07-01,0.698
2023-07-02,0.698
2023-07-03,0.713
2023-07-04,0.713
2023-07-05,0.714
2023-07-06,0.72
2023-07-07,0.721
2023-07-08,0.721
2023-07-09,0.721
2023-07-10,0.713
2023-07-11,0.71
2023-07-12,0.712
2023-07-13,0.71
2023-07-14,0.714
2023-07-15,0.714
2023-07-16,0.714
2023-07-17,0.722
2023-07-18,0.721
2023-07-19,0.722
2023-07-20,0.712
2023-07-21,0.714
2023-07-22,0.714
2023-07-23,0.714
2023-07-24,0.721
2023-07-25,0.724
2023-07-26,0.716
2023-07-27,0.727
2023-07-28,0.729
2023-07-29,0.729
2023-07-30,0.729
2023-07-31,0.736
2023-08-01,0.767
2023-08-02,0.791
2023-08-03,0.807
2023-08-04,0.802
2023-08-05,0.802
2023-08-06,0.802
2023-08-07,0.806
2023-08-08,0.811
2023-08-09,0.809
2023-08-10,0.811
2023-08-11,0.817
2023-08-12,0.817
2023-08-13,0.817
2023-08-14,0.816
2023-08-15,0.824
2023-08-16,0.834
2023-08-17,0.845
2023-08-18,0.847
2023-08-19,0.847
2023-08-20,0.847
2023-08-21,0.838
2023-08-22,0.872
2023-08-23,0.879
2023-08-24,0.883
2023-08-25,0.876
2023-08-26,0.876
2023-08-27,0.876
2023-08-28,0.859
2023-08-29,0.846
2023-08-30,0.839
2023-08-31,0.847
2023-09-01,0.848
2023-09-02,0.848
2023-09-03,0.848
2023-09-04,0.848
2023-09-05,0.86
2023-09-06,0.826
2023-09-07,0.841
2023-09-08,0.84
2023-09-09,0.84
2023-09-10,0.84
2023-09-11,0.827
2023-09-12,0.84
2023-09-13,0.846
2023-09-14,0.839
2023-09-15,0.841
2023-09-16,0.841
2023-09-17,0.841
2023-09-18,0.836
2023-09-19,0.839
2023-09-20,0.848
2023-09-21,0.866
2023-09-22,0.873
2023-09-23,0.873
2023-09-24,0.873
2023-09-25,0.869
2023-09-26,0.907
2023-09-27,0.921
2023-09-28,0.905
2023-09-29,0.907
2023-09-30,0.907
2023-10-01,0.907
2023-10-02,0.914
2023-10-03,0.923
2023-10-04,0.928
2023-10-05,0.931
2023-10-06,0.918
2023-10-07,0.918
2023-10-08,0.918
2023-10-09,0.92
2023-10-10,0.907
2023-10-11,0.966
2023-10-12,0.991
2023-10-13,0.976
2023-10-14,0.976
2023-10-15,0.976
2023-10-16,0.969
2023-10-17,0.955
2023-10-18,0.959
2023-10-19,0.971
2023-10-20,0.974
2023-10-21,0.974
2023-10-22,0.974
2023-10-23,0.968
2023-10-24,0.971
2023-10-25,0.982
2023-10-26,0.987
2023-10-27,0.986
2023-10-28,0.986
2023-10-29,0.986
2023-10-30,0.984
2023-10-31,0.975
2023-11-01,0.969
2023-11-02,0.924
2023-11-03,0.936
2023-11-04,0.936
2023-11-05,0.936
2023-11-06,0.931
2023-11-07,0.961
2023-11-08,0.97
2023-11-09,0.977
2023-11-10,0.962
2023-11-11,0.962
2023-11-12,0.962
2023-11-13,0.966
2023-11-14,0.946
2023-11-15,0.925
2023-11-16,0.912
2023-11-17,0.911
2023-11-18,0.911
2023-11-19,0.911
2023-11-20,0.904
2023-11-21,0.901
2023-11-22,0.893
2023-11-23,0.893
2023-11-24,0.897
2023-11-25,0.897
2023-11-26,0.897
2023-11-27,0.893
2023-11-28,0.899
2023-11-29,0.893
2023-11-30,0.874
2023-12-01,0.862
2023-12-02,0.862
2023-12-03,0.862
2023-12-04,0.87
2023-12-05,0.878
2023-12-06,0.876
2023-12-07,0.867
2023-12-08,0.867
2023-12-09,0.867
2023-12-10,0.867
2023-12-11,0.862
2023-12-12,0.866
2023-12-13,0.863
2023-12-14,0.858
2023-12-15,0.857
2023-12-16,0.857
2023-12-17,0.857
2023-12-18,0.856
2023-12-19,0.848
2023-12-20,0.847
2023-12-21,0.85
2023-12-22,0.844
2023-12-23,0.844
2023-12-24,0.844
2023-12-25,0.844
2023-12-26,0.836
2023-12-27,0.838
2023-12-28,0.834
2023-12-29,0.834
2023-12-30,0.834
2023-12-31,0.834
2024-01-01,0.834
2024-01-02,0.836
2024-01-03,0.842
2024-01-04,0.844
2024-01-05,0.846
2024-01-06,0.846
2024-01-07,0.846
2024-01-08,0.832
2024-01-09,0.833
2024-01-10,0.824
2024-01-11,0.829
2024-01-12,0.825
2024-01-13,0.825
2024-01-14,0.825
2024-01-15,0.825
2024-01-16,0.828
2024-01-17,0.83
2024-01-18,0.82
2024-01-19,0.823
2024-01-20,0.823
2024-01-21,0.823
2024-01-22,0.828
2024-01-23,0.838
2024-01-24,0.842
2024-01-25,0.832
2024-01-26,0.834
2024-01-27,0.834
2024-01-28,0.834
2024-01-29,0.826
2024-01-30,0.829
2024-01-31,0.808
2024-02-01,0.798
2024-02-02,0.803
2024-02-03,0.803
2024-02-04,0.803
2024-02-05,0.81
2024-02-06,0.795
2024-02-07,0.796
2024-02-08,0.824
2024-02-09,0.826
2024-02-10,0.826
2024-02-11,0.826
2024-02-12,0.806
2024-02-13,0.824
2024-02-14,0.833
2024-02-15,0.816
2024-02-16,0.814
2024-02-17,0.814
2024-02-18,0.814
2024-02-19,0.814
2024-02-20,0.812
2024-02-21,0.791
2024-02-22,0.79
2024-02-23,0.786
2024-02-24,0.786
2024-02-25,0.786
2024-02-26,0.8
2024-02-27,0.803
2024-02-28,0.818
2024-02-29,0.816
2024-03-01,0.818
2024-03-02,0.818
2024-03-03,0.818
2024-03-04,0.809
2024-03-05,0.813
2024-03-06,0.807
2024-03-07,0.797
2024-03-08,0.801
2024-03-09,0.801
2024-03-10,0.801
2024-03-11,0.793
2024-03-12,0.792
2024-03-13,0.802
2024-03-14,0.807
2024-03-15,0.811
2024-03-16,0.811
2024-03-17,0.811
2024-03-18,0.806
2024-03-19,0.801
2024-03-20,0.802
2024-03-21,0.799
2024-03-22,0.798
2024-03-23,0.798
2024-03-24,0.798
2024-03-25,0.793
2024-03-26,0.794
2024-03-27,0.764
2024-03-28,0.768
2024-03-29,0.768
2024-03-30,0.768
2024-03-31,0.768
2024-04-01,0.781
2024-04-02,0.789
2024-04-03,0.779
2024-04-04,0.794
2024-04-05,0.796
2024-04-06,0.796
2024-04-07,0.796
2024-04-08,0.8
