,ED US Equity
2023-06-28,3.829
2023-06-29,3.852
2023-06-30,3.816
2023-07-01,3.816
2023-07-02,3.816
2023-07-03,3.789
2023-07-04,3.789
2023-07-05,3.716
2023-07-06,3.743
2023-07-07,3.749
2023-07-08,3.749
2023-07-09,3.749
2023-07-10,3.775
2023-07-11,3.723
2023-07-12,3.701
2023-07-13,3.674
2023-07-14,3.701
2023-07-15,3.701
2023-07-16,3.701
2023-07-17,3.727
2023-07-18,3.739
2023-07-19,3.685
2023-07-20,3.591
2023-07-21,3.546
2023-07-22,3.546
2023-07-23,3.546
2023-07-24,3.546
2023-07-25,3.525
2023-07-26,3.532
2023-07-27,3.597
2023-07-28,3.601
2023-07-29,3.601
2023-07-30,3.601
2023-07-31,3.63
2023-08-01,3.69
2023-08-02,3.69
2023-08-03,3.812
2023-08-04,3.857
2023-08-05,3.857
2023-08-06,3.857
2023-08-07,3.801
2023-08-08,3.778
2023-08-09,3.787
2023-08-10,3.81
2023-08-11,3.793
2023-08-12,3.793
2023-08-13,3.793
2023-08-14,3.846
2023-08-15,3.893
2023-08-16,3.843
2023-08-17,3.868
2023-08-18,3.822
2023-08-19,3.822
2023-08-20,3.822
2023-08-21,3.848
2023-08-22,3.818
2023-08-23,3.79
2023-08-24,3.815
2023-08-25,3.797
2023-08-26,3.797
2023-08-27,3.797
2023-08-28,3.804
2023-08-29,3.788
2023-08-30,3.799
2023-08-31,3.836
2023-09-01,3.865
2023-09-02,3.865
2023-09-03,3.865
2023-09-04,3.865
2023-09-05,3.959
2023-09-06,3.946
2023-09-07,3.869
2023-09-08,3.837
2023-09-09,3.837
2023-09-10,3.837
2023-09-11,3.817
2023-09-12,3.797
2023-09-13,3.745
2023-09-14,3.707
2023-09-15,3.743
2023-09-16,3.743
2023-09-17,3.743
2023-09-18,3.74
2023-09-19,3.757
2023-09-20,3.743
2023-09-21,3.769
2023-09-22,3.771
2023-09-23,3.771
2023-09-24,3.771
2023-09-25,3.796
2023-09-26,3.899
2023-09-27,3.953
2023-09-28,4.006
2023-09-29,4.004
2023-09-30,4.004
2023-10-01,4.004
2023-10-02,4.196
2023-10-03,4.117
2023-10-04,4.068
2023-10-05,4.041
2023-10-06,3.966
2023-10-07,3.966
2023-10-08,3.966
2023-10-09,3.912
2023-10-10,3.887
2023-10-11,3.872
2023-10-12,3.92
2023-10-13,3.891
2023-10-14,3.891
2023-10-15,3.891
2023-10-16,3.863
2023-10-17,3.853
2023-10-18,3.88
2023-10-19,3.907
2023-10-20,3.934
2023-10-21,3.934
2023-10-22,3.934
2023-10-23,3.955
2023-10-24,3.893
2023-10-25,3.878
2023-10-26,3.835
2023-10-27,3.915
2023-10-28,3.915
2023-10-29,3.915
2023-10-30,3.915
2023-10-31,3.901
2023-11-01,3.841
2023-11-02,3.795
2023-11-03,3.799
2023-11-04,3.799
2023-11-05,3.799
2023-11-06,3.779
2023-11-07,3.824
2023-11-08,3.859
2023-11-09,3.834
2023-11-10,3.83
2023-11-11,3.83
2023-11-12,3.83
2023-11-13,3.872
2023-11-14,3.746
2023-11-15,3.744
2023-11-16,3.72
2023-11-17,3.711
2023-11-18,3.711
2023-11-19,3.711
2023-11-20,3.728
2023-11-21,3.747
2023-11-22,3.746
2023-11-23,3.746
2023-11-24,3.727
2023-11-25,3.727
2023-11-26,3.727
2023-11-27,3.739
2023-11-28,3.734
2023-11-29,3.77
2023-11-30,3.763
2023-12-01,3.698
2023-12-02,3.698
2023-12-03,3.698
2023-12-04,3.686
2023-12-05,3.718
2023-12-06,3.699
2023-12-07,3.668
2023-12-08,3.703
2023-12-09,3.703
2023-12-10,3.703
2023-12-11,3.69
2023-12-12,3.696
2023-12-13,3.606
2023-12-14,3.695
2023-12-15,3.78
2023-12-16,3.78
2023-12-17,3.78
2023-12-18,3.774
2023-12-19,3.761
2023-12-20,3.801
2023-12-21,3.807
2023-12-22,3.787
2023-12-23,3.787
2023-12-24,3.787
2023-12-25,3.787
2023-12-26,3.763
2023-12-27,3.782
2023-12-28,3.747
2023-12-29,3.734
2023-12-30,3.734
2023-12-31,3.734
2024-01-01,3.734
2024-01-02,3.675
2024-01-03,3.652
2024-01-04,3.642
2024-01-05,3.643
2024-01-06,3.643
2024-01-07,3.643
2024-01-08,3.631
2024-01-09,3.636
2024-01-10,3.612
2024-01-11,3.733
2024-01-12,3.718
2024-01-13,3.718
2024-01-14,3.718
2024-01-15,3.718
2024-01-16,3.721
2024-01-17,3.762
2024-01-18,3.807
2024-01-19,3.787
2024-01-20,3.787
2024-01-21,3.787
2024-01-22,3.815
2024-01-23,3.818
2024-01-24,3.853
2024-01-25,3.795
2024-01-26,3.772
2024-01-27,3.772
2024-01-28,3.772
2024-01-29,3.748
2024-01-30,3.744
2024-01-31,3.723
2024-02-01,3.648
2024-02-02,3.715
2024-02-03,3.715
2024-02-04,3.715
2024-02-05,3.78
2024-02-06,3.776
2024-02-07,3.788
2024-02-08,3.823
2024-02-09,3.806
2024-02-10,3.806
2024-02-11,3.806
2024-02-12,3.789
2024-02-13,3.874
2024-02-14,3.867
2024-02-15,3.806
2024-02-16,3.814
2024-02-17,3.814
2024-02-18,3.814
2024-02-19,3.814
2024-02-20,3.795
2024-02-21,3.751
2024-02-22,3.781
2024-02-23,3.78
2024-02-24,3.78
2024-02-25,3.78
2024-02-26,3.856
2024-02-27,3.826
2024-02-28,3.836
2024-02-29,3.811
2024-03-01,3.82
2024-03-02,3.82
2024-03-03,3.82
2024-03-04,3.729
2024-03-05,3.735
2024-03-06,3.699
2024-03-07,3.696
2024-03-08,3.686
2024-03-09,3.686
2024-03-10,3.686
2024-03-11,3.659
2024-03-12,3.694
2024-03-13,3.709
2024-03-14,3.746
2024-03-15,3.735
2024-03-16,3.735
2024-03-17,3.735
2024-03-18,3.733
2024-03-19,3.706
2024-03-20,3.734
2024-03-21,3.751
2024-03-22,3.753
2024-03-23,3.753
2024-03-24,3.753
2024-03-25,3.757
2024-03-26,3.802
2024-03-27,3.692
2024-03-28,3.661
2024-03-29,3.661
2024-03-30,3.661
2024-03-31,3.661
2024-04-01,3.681
2024-04-02,3.67
2024-04-03,3.699
2024-04-04,3.687
2024-04-05,3.712
2024-04-06,3.712
2024-04-07,3.712
2024-04-08,3.673
