,ROP US Equity
2021-01-29,0.929
2021-01-30,0.929
2021-01-31,0.929
2021-02-01,0.932
2021-02-02,0.916
2021-02-03,0.908
2021-02-04,0.903
2021-02-05,0.9
2021-02-06,0.9
2021-02-07,0.9
2021-02-08,0.896
2021-02-09,0.903
2021-02-10,0.907
2021-02-11,0.912
2021-02-12,0.921
2021-02-13,0.921
2021-02-14,0.921
2021-02-15,0.921
2021-02-16,0.95
2021-02-17,0.942
2021-02-18,0.922
2021-02-19,0.938
2021-02-20,0.938
2021-02-21,0.938
2021-02-22,0.95
2021-02-23,0.94
2021-02-24,0.963
2021-02-25,0.962
2021-02-26,0.944
2021-02-27,0.944
2021-02-28,0.944
2021-03-01,0.926
2021-03-02,0.935
2021-03-03,0.937
2021-03-04,0.959
2021-03-05,0.946
2021-03-06,0.946
2021-03-07,0.946
2021-03-08,0.925
2021-03-09,0.915
2021-03-10,0.923
2021-03-11,0.92
2021-03-12,0.923
2021-03-13,0.923
2021-03-14,0.923
2021-03-15,0.912
2021-03-16,0.919
2021-03-17,0.906
2021-03-18,0.888
2021-03-19,0.903
2021-03-20,0.903
2021-03-21,0.903
2021-03-22,0.888
2021-03-23,0.881
2021-03-24,0.877
2021-03-25,0.884
2021-03-26,0.869
2021-03-27,0.869
2021-03-28,0.869
2021-03-29,0.873
2021-03-30,0.885
2021-03-31,0.884
2021-04-01,0.868
2021-04-02,0.868
2021-04-03,0.868
2021-04-04,0.868
2021-04-05,0.858
2021-04-06,0.857
2021-04-07,0.858
2021-04-08,0.851
2021-04-09,0.844
2021-04-10,0.844
2021-04-11,0.844
2021-04-12,0.836
2021-04-13,0.844
2021-04-14,0.85
2021-04-15,0.838
2021-04-16,0.841
2021-04-17,0.841
2021-04-18,0.841
2021-04-19,0.837
2021-04-20,0.835
2021-04-21,0.829
2021-04-22,0.826
2021-04-23,0.82
2021-04-24,0.82
2021-04-25,0.82
2021-04-26,0.823
2021-04-27,0.75
2021-04-28,0.758
2021-04-29,0.752
2021-04-30,0.751
2021-05-01,0.751
2021-05-02,0.751
2021-05-03,0.753
2021-05-04,0.748
2021-05-05,0.745
2021-05-06,0.752
2021-05-07,0.755
2021-05-08,0.755
2021-05-09,0.755
2021-05-10,0.755
2021-05-11,0.761
2021-05-12,0.781
2021-05-13,0.767
2021-05-14,0.765
2021-05-15,0.765
2021-05-16,0.765
2021-05-17,0.774
2021-05-18,0.775
2021-05-19,0.778
2021-05-20,0.767
2021-05-21,0.762
2021-05-22,0.762
2021-05-23,0.762
2021-05-24,0.755
2021-05-25,0.752
2021-05-26,0.755
2021-05-27,0.749
2021-05-28,0.745
2021-05-29,0.745
2021-05-30,0.745
2021-05-31,0.745
2021-06-01,0.748
2021-06-02,0.746
2021-06-03,0.75
2021-06-04,0.743
2021-06-05,0.743
2021-06-06,0.743
2021-06-07,0.751
2021-06-08,0.746
2021-06-09,0.744
2021-06-10,0.739
2021-06-11,0.73
2021-06-12,0.73
2021-06-13,0.73
2021-06-14,0.722
2021-06-15,0.725
2021-06-16,0.739
2021-06-17,0.737
2021-06-18,0.746
2021-06-19,0.746
2021-06-20,0.746
2021-06-21,0.732
2021-06-22,0.729
2021-06-23,0.733
2021-06-24,0.727
2021-06-25,0.72
2021-06-26,0.72
2021-06-27,0.72
2021-06-28,0.717
2021-06-29,0.717
2021-06-30,0.713
2021-07-01,0.713
2021-07-02,0.71
2021-07-03,0.71
2021-07-04,0.71
2021-07-05,0.71
2021-07-06,0.707
2021-07-07,0.695
2021-07-08,0.705
2021-07-09,0.696
2021-07-10,0.696
2021-07-11,0.696
2021-07-12,0.694
2021-07-13,0.695
2021-07-14,0.689
2021-07-15,0.688
2021-07-16,0.689
2021-07-17,0.689
2021-07-18,0.689
2021-07-19,0.695
2021-07-20,0.681
2021-07-21,0.678
2021-07-22,0.681
2021-07-23,0.651
2021-07-24,0.651
2021-07-25,0.651
2021-07-26,0.66
2021-07-27,0.655
2021-07-28,0.662
2021-07-29,0.657
2021-07-30,0.658
2021-07-31,0.658
2021-08-01,0.658
2021-08-02,0.662
2021-08-03,0.656
2021-08-04,0.659
2021-08-05,0.66
2021-08-06,0.662
2021-08-07,0.662
2021-08-08,0.662
2021-08-09,0.666
2021-08-10,0.674
2021-08-11,0.672
2021-08-12,0.674
2021-08-13,0.672
2021-08-14,0.672
2021-08-15,0.672
2021-08-16,0.666
2021-08-17,0.665
2021-08-18,0.676
2021-08-19,0.677
2021-08-20,0.673
2021-08-21,0.673
2021-08-22,0.673
2021-08-23,0.67
2021-08-24,0.674
2021-08-25,0.674
2021-08-26,0.676
2021-08-27,0.675
2021-08-28,0.675
2021-08-29,0.675
2021-08-30,0.669
2021-08-31,0.668
2021-09-01,0.669
2021-09-02,0.664
2021-09-03,0.664
2021-09-04,0.664
2021-09-05,0.664
2021-09-06,0.664
2021-09-07,0.678
2021-09-08,0.67
2021-09-09,0.675
2021-09-10,0.682
2021-09-11,0.682
2021-09-12,0.682
2021-09-13,0.685
2021-09-14,0.689
2021-09-15,0.68
2021-09-16,0.682
2021-09-17,0.692
2021-09-18,0.692
2021-09-19,0.692
2021-09-20,0.7
2021-09-21,0.705
2021-09-22,0.701
2021-09-23,0.698
2021-09-24,0.693
2021-09-25,0.693
2021-09-26,0.693
2021-09-27,0.7
2021-09-28,0.713
2021-09-29,0.709
2021-09-30,0.724
2021-10-01,0.722
2021-10-02,0.722
2021-10-03,0.722
2021-10-04,0.725
2021-10-05,0.712
2021-10-06,0.701
2021-10-07,0.702
2021-10-08,0.705
2021-10-09,0.705
2021-10-10,0.705
2021-10-11,0.704
2021-10-12,0.704
2021-10-13,0.697
2021-10-14,0.688
2021-10-15,0.681
2021-10-16,0.681
2021-10-17,0.681
2021-10-18,0.709
2021-10-19,0.701
2021-10-20,0.7
2021-10-21,0.691
2021-10-22,0.682
2021-10-23,0.682
2021-10-24,0.682
2021-10-25,0.686
2021-10-26,0.686
2021-10-27,0.696
2021-10-28,0.688
2021-10-29,0.686
2021-10-30,0.686
2021-10-31,0.686
2021-11-01,0.699
2021-11-02,0.699
2021-11-03,0.7
2021-11-04,0.687
2021-11-05,0.691
2021-11-06,0.691
2021-11-07,0.691
2021-11-08,0.685
2021-11-09,0.684
2021-11-10,0.689
2021-11-11,0.699
2021-11-12,0.687
2021-11-13,0.687
2021-11-14,0.687
2021-11-15,0.689
2021-11-16,0.68
2021-11-17,0.682
2021-11-18,0.688
2021-11-19,0.672
2021-11-20,0.672
2021-11-21,0.672
2021-11-22,0.679
2021-11-23,0.689
2021-11-24,0.691
2021-11-25,0.691
2021-11-26,0.704
2021-11-27,0.704
2021-11-28,0.704
2021-11-29,0.665
2021-11-30,0.69
2021-12-01,0.697
2021-12-02,0.686
2021-12-03,0.687
2021-12-04,0.687
2021-12-05,0.687
2021-12-06,0.678
2021-12-07,0.679
2021-12-08,0.679
2021-12-09,0.685
2021-12-10,0.677
2021-12-11,0.677
2021-12-12,0.677
2021-12-13,0.673
2021-12-14,0.687
2021-12-15,0.639
2021-12-16,0.629
2021-12-17,0.637
2021-12-18,0.637
2021-12-19,0.637
2021-12-20,0.649
2021-12-21,0.642
2021-12-22,0.641
2021-12-23,0.633
2021-12-24,0.633
2021-12-25,0.633
2021-12-26,0.633
2021-12-27,0.621
2021-12-28,0.616
2021-12-29,0.617
2021-12-30,0.619
2021-12-31,0.616
2022-01-01,0.616
2022-01-02,0.616
2022-01-03,0.638
2022-01-04,0.644
2022-01-05,0.649
2022-01-06,0.643
2022-01-07,0.656
2022-01-08,0.656
2022-01-09,0.656
2022-01-10,0.671
2022-01-11,0.661
2022-01-12,0.655
2022-01-13,0.667
2022-01-14,0.679
2022-01-15,0.679
2022-01-16,0.679
2022-01-17,0.679
2022-01-18,0.683
2022-01-19,0.687
2022-01-20,0.692
2022-01-21,0.695
2022-01-22,0.695
2022-01-23,0.695
2022-01-24,0.7
2022-01-25,0.711
2022-01-26,0.713
2022-01-27,0.718
2022-01-28,0.699
2022-01-29,0.699
2022-01-30,0.699
2022-01-31,0.696
2022-02-01,0.688
2022-02-02,0.675
2022-02-03,0.661
2022-02-04,0.677
2022-02-05,0.677
2022-02-06,0.677
2022-02-07,0.684
2022-02-08,0.68
2022-02-09,0.659
2022-02-10,0.677
2022-02-11,0.684
2022-02-12,0.684
2022-02-13,0.684
2022-02-14,0.677
2022-02-15,0.677
2022-02-16,0.673
2022-02-17,0.683
2022-02-18,0.68
2022-02-19,0.68
2022-02-20,0.68
2022-02-21,0.68
2022-02-22,0.682
2022-02-23,0.697
2022-02-24,0.674
2022-02-25,0.668
2022-02-26,0.668
2022-02-27,0.668
2022-02-28,0.668
2022-03-01,0.671
2022-03-02,0.667
2022-03-03,0.665
2022-03-04,0.658
2022-03-05,0.658
2022-03-06,0.658
2022-03-07,0.672
2022-03-08,0.683
2022-03-09,0.675
2022-03-10,0.686
2022-03-11,0.692
2022-03-12,0.692
2022-03-13,0.692
2022-03-14,0.688
2022-03-15,0.671
2022-03-16,0.66
2022-03-17,0.648
2022-03-18,0.642
2022-03-19,0.642
2022-03-20,0.642
2022-03-21,0.65
2022-03-22,0.649
2022-03-23,0.651
2022-03-24,0.652
2022-03-25,0.646
2022-03-26,0.646
2022-03-27,0.646
2022-03-28,0.637
2022-03-29,0.631
2022-03-30,0.629
2022-03-31,0.637
2022-04-01,0.631
2022-04-02,0.631
2022-04-03,0.631
2022-04-04,0.625
2022-04-05,0.63
2022-04-06,0.627
2022-04-07,0.619
2022-04-08,0.623
2022-04-09,0.623
2022-04-10,0.623
2022-04-11,0.625
2022-04-12,0.639
2022-04-13,0.641
2022-04-14,0.655
2022-04-15,0.655
2022-04-16,0.655
2022-04-17,0.655
2022-04-18,0.662
2022-04-19,0.653
2022-04-20,0.644
2022-04-21,0.644
2022-04-22,0.665
2022-04-23,0.665
2022-04-24,0.665
2022-04-25,0.664
2022-04-26,0.638
2022-04-27,0.635
2022-04-28,0.624
2022-04-29,0.642
2022-04-30,0.642
2022-05-01,0.642
2022-05-02,0.656
2022-05-03,0.668
2022-05-04,0.649
2022-05-05,0.68
2022-05-06,0.686
2022-05-07,0.686
2022-05-08,0.686
2022-05-09,0.696
2022-05-10,0.706
2022-05-11,0.709
2022-05-12,0.709
2022-05-13,0.707
2022-05-14,0.707
2022-05-15,0.707
2022-05-16,0.708
2022-05-17,0.703
2022-05-18,0.739
2022-05-19,0.736
2022-05-20,0.729
2022-05-21,0.729
2022-05-22,0.729
2022-05-23,0.718
2022-05-24,0.712
2022-05-25,0.715
2022-05-26,0.703
2022-05-27,0.685
2022-05-28,0.685
2022-05-29,0.685
2022-05-30,0.685
2022-05-31,0.688
2022-06-01,0.707
2022-06-02,0.68
2022-06-03,0.694
2022-06-04,0.694
2022-06-05,0.694
2022-06-06,0.709
2022-06-07,0.704
2022-06-08,0.721
2022-06-09,0.742
2022-06-10,0.768
2022-06-11,0.768
2022-06-12,0.768
2022-06-13,0.779
2022-06-14,0.793
2022-06-15,0.785
2022-06-16,0.811
2022-06-17,0.805
2022-06-18,0.805
2022-06-19,0.805
2022-06-20,0.805
2022-06-21,0.789
2022-06-22,0.787
2022-06-23,0.765
2022-06-24,0.74
2022-06-25,0.74
2022-06-26,0.74
2022-06-27,0.757
2022-06-28,0.77
2022-06-29,0.767
2022-06-30,0.765
2022-07-01,0.753
2022-07-02,0.753
2022-07-03,0.753
2022-07-04,0.753
2022-07-05,0.751
2022-07-06,0.746
2022-07-07,0.749
2022-07-08,0.74
2022-07-09,0.74
2022-07-10,0.74
2022-07-11,0.749
2022-07-12,0.761
2022-07-13,0.773
2022-07-14,0.767
2022-07-15,0.753
2022-07-16,0.753
2022-07-17,0.753
2022-07-18,0.759
2022-07-19,0.736
2022-07-20,0.729
2022-07-21,0.721
2022-07-22,0.738
2022-07-23,0.738
2022-07-24,0.738
2022-07-25,0.733
2022-07-26,0.72
2022-07-27,0.708
2022-07-28,0.68
2022-07-29,0.678
2022-07-30,0.678
2022-07-31,0.678
2022-08-01,0.685
2022-08-02,0.695
2022-08-03,0.698
2022-08-04,0.696
2022-08-05,0.694
2022-08-06,0.694
2022-08-07,0.694
2022-08-08,0.696
2022-08-09,0.699
2022-08-10,0.684
2022-08-11,0.692
2022-08-12,0.688
2022-08-13,0.688
2022-08-14,0.688
2022-08-15,0.688
2022-08-16,0.692
2022-08-17,0.696
2022-08-18,0.697
2022-08-19,0.707
2022-08-20,0.707
2022-08-21,0.707
2022-08-22,0.726
2022-08-23,0.735
2022-08-24,0.732
2022-08-25,0.722
2022-08-26,0.748
2022-08-27,0.748
2022-08-28,0.748
2022-08-29,0.749
2022-08-30,0.751
2022-08-31,0.761
2022-09-01,0.755
2022-09-02,0.763
2022-09-03,0.763
2022-09-04,0.763
2022-09-05,0.763
2022-09-06,0.771
2022-09-07,0.752
2022-09-08,0.75
2022-09-09,0.746
2022-09-10,0.746
2022-09-11,0.746
2022-09-12,0.748
2022-09-13,0.774
2022-09-14,0.772
2022-09-15,0.797
2022-09-16,0.801
2022-09-17,0.801
2022-09-18,0.801
2022-09-19,0.8
2022-09-20,0.808
2022-09-21,0.822
2022-09-22,0.815
2022-09-23,0.809
2022-09-24,0.809
2022-09-25,0.809
2022-09-26,0.811
2022-09-27,0.834
2022-09-28,0.826
2022-09-29,0.834
2022-09-30,0.851
2022-10-01,0.851
2022-10-02,0.851
2022-10-03,0.822
2022-10-04,0.805
2022-10-05,0.803
2022-10-06,0.803
2022-10-07,0.827
2022-10-08,0.827
2022-10-09,0.827
2022-10-10,0.837
2022-10-11,0.839
2022-10-12,0.835
2022-10-13,0.824
2022-10-14,0.841
2022-10-15,0.841
2022-10-16,0.841
2022-10-17,0.823
2022-10-18,0.814
2022-10-19,0.822
2022-10-20,0.831
2022-10-21,0.824
2022-10-22,0.824
2022-10-23,0.824
2022-10-24,0.819
2022-10-25,0.808
2022-10-26,0.781
2022-10-27,0.758
2022-10-28,0.733
2022-10-29,0.733
2022-10-30,0.733
2022-10-31,0.732
2022-11-01,0.733
2022-11-02,0.753
2022-11-03,0.763
2022-11-04,0.766
2022-11-05,0.766
2022-11-06,0.766
2022-11-07,0.735
2022-11-08,0.728
2022-11-09,0.729
2022-11-10,0.692
2022-11-11,0.692
2022-11-12,0.692
2022-11-13,0.692
2022-11-14,0.701
2022-11-15,0.696
2022-11-16,0.703
2022-11-17,0.706
2022-11-18,0.701
2022-11-19,0.701
2022-11-20,0.701
2022-11-21,0.698
2022-11-22,0.701
2022-11-23,0.7
2022-11-24,0.7
2022-11-25,0.695
2022-11-26,0.695
2022-11-27,0.695
2022-11-28,0.715
2022-11-29,0.695
2022-11-30,0.674
2022-12-01,0.669
2022-12-02,0.67
2022-12-03,0.67
2022-12-04,0.67
2022-12-05,0.681
2022-12-06,0.685
2022-12-07,0.685
2022-12-08,0.686
2022-12-09,0.69
2022-12-10,0.69
2022-12-11,0.69
2022-12-12,0.676
2022-12-13,0.67
2022-12-14,0.678
2022-12-15,0.693
2022-12-16,0.701
2022-12-17,0.701
2022-12-18,0.701
2022-12-19,0.703
2022-12-20,0.701
2022-12-21,0.691
2022-12-22,0.694
2022-12-23,0.692
2022-12-24,0.692
2022-12-25,0.692
2022-12-26,0.692
2022-12-27,0.687
2022-12-28,0.698
2022-12-29,0.681
2022-12-30,0.689
2022-12-31,0.689
2023-01-01,0.689
2023-01-02,0.689
2023-01-03,0.685
2023-01-04,0.672
2023-01-05,0.682
2023-01-06,0.669
2023-01-07,0.669
2023-01-08,0.669
2023-01-09,0.67
2023-01-10,0.67
2023-01-11,0.657
2023-01-12,0.661
2023-01-13,0.661
2023-01-14,0.661
2023-01-15,0.661
2023-01-16,0.661
2023-01-17,0.67
2023-01-18,0.681
2023-01-19,0.69
2023-01-20,0.675
2023-01-21,0.675
2023-01-22,0.675
2023-01-23,0.673
2023-01-24,0.668
2023-01-25,0.671
2023-01-26,0.671
2023-01-27,0.675
2023-01-28,0.675
2023-01-29,0.675
2023-01-30,0.695
2023-01-31,0.68
2023-02-01,0.668
2023-02-02,0.67
2023-02-03,0.674
2023-02-04,0.674
2023-02-05,0.674
2023-02-06,0.674
2023-02-07,0.667
2023-02-08,0.678
2023-02-09,0.676
2023-02-10,0.67
2023-02-11,0.67
2023-02-12,0.67
2023-02-13,0.667
2023-02-14,0.671
2023-02-15,0.679
2023-02-16,0.677
2023-02-17,0.67
2023-02-18,0.67
2023-02-19,0.67
2023-02-20,0.67
2023-02-21,0.677
2023-02-22,0.679
2023-02-23,0.665
2023-02-24,0.669
2023-02-25,0.669
2023-02-26,0.669
2023-02-27,0.668
2023-02-28,0.666
2023-03-01,0.68
2023-03-02,0.671
2023-03-03,0.666
2023-03-04,0.666
2023-03-05,0.666
2023-03-06,0.668
2023-03-07,0.679
2023-03-08,0.675
2023-03-09,0.678
2023-03-10,0.682
2023-03-11,0.682
2023-03-12,0.682
2023-03-13,0.68
2023-03-14,0.669
2023-03-15,0.681
2023-03-16,0.669
2023-03-17,0.673
2023-03-18,0.673
2023-03-19,0.673
2023-03-20,0.663
2023-03-21,0.665
2023-03-22,0.67
2023-03-23,0.675
2023-03-24,0.668
2023-03-25,0.668
2023-03-26,0.668
2023-03-27,0.668
2023-03-28,0.665
2023-03-29,0.661
2023-03-30,0.657
2023-03-31,0.652
2023-04-01,0.652
2023-04-02,0.652
2023-04-03,0.652
2023-04-04,0.657
2023-04-05,0.656
2023-04-06,0.658
2023-04-07,0.658
2023-04-08,0.658
2023-04-09,0.658
2023-04-10,0.657
2023-04-11,0.654
2023-04-12,0.648
2023-04-13,0.648
2023-04-14,0.652
2023-04-15,0.652
2023-04-16,0.652
2023-04-17,0.648
2023-04-18,0.649
2023-04-19,0.647
2023-04-20,0.647
2023-04-21,0.644
2023-04-22,0.644
2023-04-23,0.644
2023-04-24,0.641
2023-04-25,0.656
2023-04-26,0.665
2023-04-27,0.632
2023-04-28,0.633
2023-04-29,0.633
2023-04-30,0.633
2023-05-01,0.628
2023-05-02,0.625
2023-05-03,0.631
2023-05-04,0.635
2023-05-05,0.628
2023-05-06,0.628
2023-05-07,0.628
2023-05-08,0.628
2023-05-09,0.629
2023-05-10,0.627
2023-05-11,0.628
2023-05-12,0.623
2023-05-13,0.623
2023-05-14,0.623
2023-05-15,0.623
2023-05-16,0.626
2023-05-17,0.633
2023-05-18,0.628
2023-05-19,0.629
2023-05-20,0.629
2023-05-21,0.629
2023-05-22,0.629
2023-05-23,0.64
2023-05-24,0.651
2023-05-25,0.64
2023-05-26,0.64
2023-05-27,0.64
2023-05-28,0.64
2023-05-29,0.64
2023-05-30,0.637
2023-05-31,0.634
2023-06-01,0.636
2023-06-02,0.627
2023-06-03,0.627
2023-06-04,0.627
2023-06-05,0.633
2023-06-06,0.634
2023-06-07,0.639
2023-06-08,0.632
2023-06-09,0.633
2023-06-10,0.633
2023-06-11,0.633
2023-06-12,0.63
2023-06-13,0.627
2023-06-14,0.626
2023-06-15,0.62
2023-06-16,0.623
2023-06-17,0.623
2023-06-18,0.623
2023-06-19,0.623
2023-06-20,0.627
2023-06-21,0.626
2023-06-22,0.619
