,LVS US Equity
2023-06-23,0.751
2023-06-24,0.751
2023-06-25,0.751
2023-06-26,0.741
2023-06-27,0.735
2023-06-28,0.745
2023-06-29,0.749
2023-06-30,0.741
2023-07-01,0.741
2023-07-02,0.741
2023-07-03,0.734
2023-07-04,0.734
2023-07-05,0.777
2023-07-06,0.786
2023-07-07,0.772
2023-07-08,0.772
2023-07-09,0.772
2023-07-10,0.82
2023-07-11,0.808
2023-07-12,0.797
2023-07-13,0.786
2023-07-14,0.775
2023-07-15,0.775
2023-07-16,0.775
2023-07-17,0.795
2023-07-18,0.875
2023-07-19,1.061
2023-07-20,1.217
2023-07-21,1.191
2023-07-22,1.191
2023-07-23,1.191
2023-07-24,1.179
2023-07-25,1.162
2023-07-26,1.138
2023-07-27,1.143
2023-07-28,1.126
2023-07-29,1.126
2023-07-30,1.126
2023-07-31,1.115
2023-08-01,1.126
2023-08-02,1.148
2023-08-03,1.148
2023-08-04,1.151
2023-08-05,1.151
2023-08-06,1.151
2023-08-07,1.143
2023-08-08,1.155
2023-08-09,1.169
2023-08-10,1.157
2023-08-11,1.178
2023-08-12,1.178
2023-08-13,1.178
2023-08-14,1.191
2023-08-15,1.216
2023-08-16,1.239
2023-08-17,1.242
2023-08-18,1.245
2023-08-19,1.245
2023-08-20,1.245
2023-08-21,1.253
2023-08-22,1.243
2023-08-23,1.231
2023-08-24,1.245
2023-08-25,1.263
2023-08-26,1.263
2023-08-27,1.263
2023-08-28,1.234
2023-08-29,1.217
2023-08-30,1.21
2023-08-31,1.211
2023-09-01,1.209
2023-09-02,1.209
2023-09-03,1.209
2023-09-04,1.209
2023-09-05,1.263
2023-09-06,1.267
2023-09-07,1.335
2023-09-08,1.359
2023-09-09,1.359
2023-09-10,1.359
2023-09-11,1.359
2023-09-12,1.356
2023-09-13,1.36
2023-09-14,1.358
2023-09-15,1.363
2023-09-16,1.363
2023-09-17,1.363
2023-09-18,1.353
2023-09-19,1.366
2023-09-20,1.387
2023-09-21,1.449
2023-09-22,1.451
2023-09-23,1.451
2023-09-24,1.451
2023-09-25,1.465
2023-09-26,1.467
2023-09-27,1.439
2023-09-28,1.458
2023-09-29,1.449
2023-09-30,1.449
2023-10-01,1.449
2023-10-02,1.454
2023-10-03,1.485
2023-10-04,1.669
2023-10-05,1.673
2023-10-06,1.621
2023-10-07,1.621
2023-10-08,1.621
2023-10-09,1.614
2023-10-10,1.593
2023-10-11,1.586
2023-10-12,1.606
2023-10-13,1.648
2023-10-14,1.648
2023-10-15,1.648
2023-10-16,1.49
2023-10-17,1.493
2023-10-18,1.51
2023-10-19,1.521
2023-10-20,1.539
2023-10-21,1.539
2023-10-22,1.539
2023-10-23,1.502
2023-10-24,1.464
2023-10-25,1.463
2023-10-26,1.453
2023-10-27,1.605
2023-10-28,1.605
2023-10-29,1.605
2023-10-30,1.579
2023-10-31,1.591
2023-11-01,1.616
2023-11-02,1.551
2023-11-03,1.546
2023-11-04,1.546
2023-11-05,1.546
2023-11-06,1.529
2023-11-07,1.557
2023-11-08,1.562
2023-11-09,1.57
2023-11-10,1.575
2023-11-11,1.575
2023-11-12,1.575
2023-11-13,1.579
2023-11-14,1.52
2023-11-15,1.526
2023-11-16,1.531
2023-11-17,1.532
2023-11-18,1.532
2023-11-19,1.532
2023-11-20,1.526
2023-11-21,1.521
2023-11-22,1.526
2023-11-23,1.526
2023-11-24,1.537
2023-11-25,1.537
2023-11-26,1.537
2023-11-27,1.549
2023-11-28,1.569
2023-11-29,1.659
2023-11-30,1.63
2023-12-01,1.607
2023-12-02,1.607
2023-12-03,1.607
2023-12-04,1.648
2023-12-05,1.676
2023-12-06,1.677
2023-12-07,1.677
2023-12-08,1.621
2023-12-09,1.621
2023-12-10,1.621
2023-12-11,1.579
2023-12-12,1.572
2023-12-13,1.546
2023-12-14,1.547
2023-12-15,1.571
2023-12-16,1.571
2023-12-17,1.571
2023-12-18,1.575
2023-12-19,1.527
2023-12-20,1.581
2023-12-21,1.541
2023-12-22,1.537
2023-12-23,1.537
2023-12-24,1.537
2023-12-25,1.537
2023-12-26,1.533
2023-12-27,1.549
2023-12-28,1.532
2023-12-29,1.528
2023-12-30,1.528
2023-12-31,1.528
2024-01-01,1.528
2024-01-02,1.465
2024-01-03,1.484
2024-01-04,1.496
2024-01-05,1.48
2024-01-06,1.48
2024-01-07,1.48
2024-01-08,1.452
2024-01-09,1.504
2024-01-10,1.526
2024-01-11,1.512
2024-01-12,1.516
2024-01-13,1.516
2024-01-14,1.516
2024-01-15,1.516
2024-01-16,1.533
2024-01-17,1.559
2024-01-18,1.519
2024-01-19,1.539
2024-01-20,1.539
2024-01-21,1.539
2024-01-22,1.569
2024-01-23,1.534
2024-01-24,1.804
2024-01-25,1.662
2024-01-26,1.666
2024-01-27,1.666
2024-01-28,1.666
2024-01-29,1.653
2024-01-30,1.683
2024-01-31,1.703
2024-02-01,1.639
2024-02-02,1.651
2024-02-03,1.651
2024-02-04,1.651
2024-02-05,1.624
2024-02-06,1.591
2024-02-07,1.573
2024-02-08,1.548
2024-02-09,1.548
2024-02-10,1.548
2024-02-11,1.548
2024-02-12,1.524
2024-02-13,1.532
2024-02-14,1.514
2024-02-15,1.501
2024-02-16,1.493
2024-02-17,1.493
2024-02-18,1.493
2024-02-19,1.493
2024-02-20,1.555
2024-02-21,1.542
2024-02-22,1.538
2024-02-23,1.507
2024-02-24,1.507
2024-02-25,1.507
2024-02-26,1.53
2024-02-27,1.545
2024-02-28,1.539
2024-02-29,1.513
2024-03-01,1.609
2024-03-02,1.609
2024-03-03,1.609
2024-03-04,1.627
2024-03-05,1.621
2024-03-06,1.631
2024-03-07,1.602
2024-03-08,1.602
2024-03-09,1.602
2024-03-10,1.602
2024-03-11,1.555
2024-03-12,1.545
2024-03-13,1.533
2024-03-14,1.562
2024-03-15,1.603
2024-03-16,1.603
2024-03-17,1.603
2024-03-18,1.616
2024-03-19,1.611
2024-03-20,1.618
2024-03-21,1.625
2024-03-22,1.633
2024-03-23,1.633
2024-03-24,1.633
2024-03-25,1.626
2024-03-26,1.609
2024-03-27,1.589
2024-03-28,1.582
2024-03-29,1.582
2024-03-30,1.582
2024-03-31,1.582
2024-04-01,1.538
2024-04-02,1.546
2024-04-03,1.516
2024-04-04,1.555
2024-04-05,1.538
2024-04-06,1.538
2024-04-07,1.538
2024-04-08,1.56
