,HES US Equity
2023-06-24,1.49
2023-06-25,1.49
2023-06-26,1.453
2023-06-27,1.476
2023-06-28,1.468
2023-06-29,1.465
2023-06-30,1.442
2023-07-01,1.442
2023-07-02,1.442
2023-07-03,1.427
2023-07-04,1.427
2023-07-05,1.459
2023-07-06,1.507
2023-07-07,1.459
2023-07-08,1.459
2023-07-09,1.459
2023-07-10,1.442
2023-07-11,1.409
2023-07-12,1.392
2023-07-13,1.403
2023-07-14,1.45
2023-07-15,1.45
2023-07-16,1.45
2023-07-17,1.458
2023-07-18,1.435
2023-07-19,1.429
2023-07-20,1.397
2023-07-21,1.4
2023-07-22,1.4
2023-07-23,1.4
2023-07-24,1.367
2023-07-25,1.351
2023-07-26,1.349
2023-07-27,1.345
2023-07-28,1.335
2023-07-29,1.335
2023-07-30,1.335
2023-07-31,1.312
2023-08-01,1.313
2023-08-02,1.332
2023-08-03,1.31
2023-08-04,1.301
2023-08-05,1.301
2023-08-06,1.301
2023-08-07,1.311
2023-08-08,1.297
2023-08-09,1.272
2023-08-10,1.271
2023-08-11,1.262
2023-08-12,1.262
2023-08-13,1.262
2023-08-14,1.266
2023-08-15,1.279
2023-08-16,1.303
2023-08-17,1.29
2023-08-18,1.272
2023-08-19,1.272
2023-08-20,1.272
2023-08-21,1.288
2023-08-22,1.302
2023-08-23,1.312
2023-08-24,1.319
2023-08-25,1.292
2023-08-26,1.292
2023-08-27,1.292
2023-08-28,1.268
2023-08-29,1.258
2023-08-30,1.258
2023-08-31,1.287
2023-09-01,1.273
2023-09-02,1.273
2023-09-03,1.273
2023-09-04,1.273
2023-09-05,1.268
2023-09-06,1.268
2023-09-07,1.264
2023-09-08,1.247
2023-09-09,1.247
2023-09-10,1.247
2023-09-11,1.267
2023-09-12,1.234
2023-09-13,1.24
2023-09-14,1.206
2023-09-15,1.237
2023-09-16,1.237
2023-09-17,1.237
2023-09-18,1.22
2023-09-19,1.247
2023-09-20,1.269
2023-09-21,1.314
2023-09-22,1.321
2023-09-23,1.321
2023-09-24,1.321
2023-09-25,1.306
2023-09-26,1.305
2023-09-27,1.255
2023-09-28,1.266
2023-09-29,1.297
2023-09-30,1.297
2023-10-01,1.297
2023-10-02,1.33
2023-10-03,1.327
2023-10-04,1.385
2023-10-05,1.398
2023-10-06,1.362
2023-10-07,1.362
2023-10-08,1.362
2023-10-09,1.293
2023-10-10,1.291
2023-10-11,1.28
2023-10-12,1.279
2023-10-13,1.242
2023-10-14,1.242
2023-10-15,1.242
2023-10-16,1.239
2023-10-17,1.244
2023-10-18,1.237
2023-10-19,1.229
2023-10-20,1.252
2023-10-21,1.252
2023-10-22,1.252
2023-10-23,1.265
2023-10-24,1.318
2023-10-25,1.325
2023-10-26,1.336
2023-10-27,1.428
2023-10-28,1.428
2023-10-29,1.428
2023-10-30,1.41
2023-10-31,1.417
2023-11-01,1.438
2023-11-02,1.36
2023-11-03,1.377
2023-11-04,1.377
2023-11-05,1.377
2023-11-06,1.382
2023-11-07,1.409
2023-11-08,1.431
2023-11-09,1.437
2023-11-10,1.422
2023-11-11,1.422
2023-11-12,1.422
2023-11-13,1.412
2023-11-14,1.401
2023-11-15,1.397
2023-11-16,1.424
2023-11-17,1.394
2023-11-18,1.394
2023-11-19,1.394
2023-11-20,1.394
2023-11-21,1.396
2023-11-22,1.395
2023-11-23,1.395
2023-11-24,1.385
2023-11-25,1.385
2023-11-26,1.385
2023-11-27,1.271
2023-11-28,1.262
2023-11-29,1.316
2023-11-30,1.307
2023-12-01,1.302
2023-12-02,1.302
2023-12-03,1.302
2023-12-04,1.296
2023-12-05,1.327
2023-12-06,1.348
2023-12-07,1.389
2023-12-08,1.366
2023-12-09,1.366
2023-12-10,1.366
2023-12-11,1.349
2023-12-12,1.425
2023-12-13,1.405
2023-12-14,1.35
2023-12-15,1.332
2023-12-16,1.332
2023-12-17,1.332
2023-12-18,1.321
2023-12-19,1.309
2023-12-20,1.309
2023-12-21,1.306
2023-12-22,1.302
2023-12-23,1.302
2023-12-24,1.302
2023-12-25,1.302
2023-12-26,1.284
2023-12-27,1.285
2023-12-28,1.319
2023-12-29,1.324
2023-12-30,1.324
2023-12-31,1.324
2024-01-01,1.324
2024-01-02,1.318
2024-01-03,1.291
2024-01-04,1.309
2024-01-05,1.353
2024-01-06,1.353
2024-01-07,1.353
2024-01-08,1.349
2024-01-09,1.384
2024-01-10,1.397
2024-01-11,1.388
2024-01-12,1.369
2024-01-13,1.369
2024-01-14,1.369
2024-01-15,1.369
2024-01-16,1.403
2024-01-17,1.364
2024-01-18,1.374
2024-01-19,1.38
2024-01-20,1.38
2024-01-21,1.38
2024-01-22,1.358
2024-01-23,1.316
2024-01-24,1.289
2024-01-25,1.255
2024-01-26,1.253
2024-01-27,1.253
2024-01-28,1.253
2024-01-29,1.265
2024-01-30,1.245
2024-01-31,1.271
2024-02-01,1.262
2024-02-02,1.224
2024-02-03,1.224
2024-02-04,1.224
2024-02-05,1.209
2024-02-06,1.204
2024-02-07,1.211
2024-02-08,1.202
2024-02-09,1.237
2024-02-10,1.237
2024-02-11,1.237
2024-02-12,1.225
2024-02-13,1.23
2024-02-14,1.232
2024-02-15,1.188
2024-02-16,1.184
2024-02-17,1.184
2024-02-18,1.184
2024-02-19,1.184
2024-02-20,1.199
2024-02-21,1.184
2024-02-22,1.175
2024-02-23,1.179
2024-02-24,1.179
2024-02-25,1.179
2024-02-26,1.172
2024-02-27,1.21
2024-02-28,1.209
2024-02-29,1.206
2024-03-01,1.186
2024-03-02,1.186
2024-03-03,1.186
2024-03-04,1.207
2024-03-05,1.201
2024-03-06,1.229
2024-03-07,1.218
2024-03-08,1.213
2024-03-09,1.213
2024-03-10,1.213
2024-03-11,1.196
2024-03-12,1.199
2024-03-13,1.213
2024-03-14,1.2
2024-03-15,1.255
2024-03-16,1.255
2024-03-17,1.255
2024-03-18,1.261
2024-03-19,1.246
2024-03-20,1.268
2024-03-21,1.268
2024-03-22,1.266
2024-03-23,1.266
2024-03-24,1.266
2024-03-25,1.251
2024-03-26,1.266
2024-03-27,1.258
2024-03-28,1.229
2024-03-29,1.229
2024-03-30,1.229
2024-03-31,1.229
2024-04-01,1.212
2024-04-02,1.206
2024-04-03,1.201
2024-04-04,1.202
2024-04-05,1.191
2024-04-06,1.191
2024-04-07,1.191
2024-04-08,1.204
