,PNC US Equity
2020-10-31,7.2
2020-11-01,7.2
2020-11-02,7.039
2020-11-03,6.747
2020-11-04,7.138
2020-11-05,6.875
2020-11-06,7.025
2020-11-07,7.025
2020-11-08,7.025
2020-11-09,6.295
2020-11-10,6.356
2020-11-11,6.422
2020-11-12,6.658
2020-11-13,6.561
2020-11-14,6.561
2020-11-15,6.561
2020-11-16,6.379
2020-11-17,6.349
2020-11-18,6.23
2020-11-19,6.182
2020-11-20,6.25
2020-11-21,6.25
2020-11-22,6.25
2020-11-23,6.027
2020-11-24,5.75
2020-11-25,5.728
2020-11-26,5.728
2020-11-27,5.763
2020-11-28,5.763
2020-11-29,5.763
2020-11-30,5.835
2020-12-01,5.725
2020-12-02,5.698
2020-12-03,5.703
2020-12-04,5.652
2020-12-05,5.652
2020-12-06,5.652
2020-12-07,5.681
2020-12-08,5.696
2020-12-09,5.622
2020-12-10,5.595
2020-12-11,5.608
2020-12-12,5.608
2020-12-13,5.608
2020-12-14,5.681
2020-12-15,5.627
2020-12-16,5.546
2020-12-17,5.555
2020-12-18,5.559
2020-12-19,5.559
2020-12-20,5.559
2020-12-21,5.571
2020-12-22,5.605
2020-12-23,5.491
2020-12-24,5.512
2020-12-25,5.512
2020-12-26,5.512
2020-12-27,5.512
2020-12-28,5.497
2020-12-29,5.561
2020-12-30,5.484
2020-12-31,5.407
2021-01-01,5.407
2021-01-02,5.407
2021-01-03,5.407
2021-01-04,5.401
2021-01-05,5.43
2021-01-06,5.147
2021-01-07,5.067
2021-01-08,5.092
2021-01-09,5.092
2021-01-10,5.092
2021-01-11,5.054
2021-01-12,4.981
2021-01-13,5.063
2021-01-14,4.988
2021-01-15,5.168
2021-01-16,5.168
2021-01-17,5.168
2021-01-18,5.168
2021-01-19,5.127
2021-01-20,5.119
2021-01-21,5.204
2021-01-22,5.242
2021-01-23,5.242
2021-01-24,5.242
2021-01-25,5.316
2021-01-26,5.402
2021-01-27,5.538
2021-01-28,5.412
2021-01-29,5.573
2021-01-30,5.573
2021-01-31,5.573
2021-02-01,5.484
2021-02-02,5.318
2021-02-03,5.255
2021-02-04,5.105
2021-02-05,5.096
2021-02-06,5.096
2021-02-07,5.096
2021-02-08,5.037
2021-02-09,5.058
2021-02-10,4.996
2021-02-11,5.021
2021-02-12,4.929
2021-02-13,4.929
2021-02-14,4.929
2021-02-15,4.929
2021-02-16,4.707
2021-02-17,4.774
2021-02-18,4.792
2021-02-19,4.694
2021-02-20,4.694
2021-02-21,4.694
2021-02-22,4.691
2021-02-23,4.617
2021-02-24,4.481
2021-02-25,4.616
2021-02-26,4.751
2021-02-27,4.751
2021-02-28,4.751
2021-03-01,4.621
2021-03-02,4.621
2021-03-03,4.614
2021-03-04,4.635
2021-03-05,4.533
2021-03-06,4.533
2021-03-07,4.533
2021-03-08,4.473
2021-03-09,4.607
2021-03-10,4.499
2021-03-11,4.521
2021-03-12,4.409
2021-03-13,4.409
2021-03-14,4.409
2021-03-15,4.48
2021-03-16,4.53
2021-03-17,4.483
2021-03-18,4.447
2021-03-19,4.55
2021-03-20,4.55
2021-03-21,4.55
2021-03-22,4.671
2021-03-23,4.722
2021-03-24,4.698
2021-03-25,4.519
2021-03-26,4.451
2021-03-27,4.451
2021-03-28,4.451
2021-03-29,4.584
2021-03-30,4.503
2021-03-31,4.56
2021-04-01,4.508
2021-04-02,4.508
2021-04-03,4.508
2021-04-04,4.508
2021-04-05,4.474
2021-04-06,4.509
2021-04-07,4.487
2021-04-08,4.491
2021-04-09,4.438
2021-04-10,4.438
2021-04-11,4.438
2021-04-12,4.424
2021-04-13,4.503
2021-04-14,4.46
2021-04-15,4.547
2021-04-16,4.443
2021-04-17,4.443
2021-04-18,4.443
2021-04-19,4.472
2021-04-20,4.628
2021-04-21,4.538
2021-04-22,4.571
2021-04-23,4.464
2021-04-24,4.464
2021-04-25,4.464
2021-04-26,4.409
2021-04-27,4.329
2021-04-28,4.29
2021-04-29,4.201
2021-04-30,4.251
2021-05-01,4.251
2021-05-02,4.251
2021-05-03,4.224
2021-05-04,4.111
2021-05-05,4.084
2021-05-06,4.01
2021-05-07,3.995
2021-05-08,3.995
2021-05-09,3.995
2021-05-10,4.002
2021-05-11,4.096
2021-05-12,4.174
2021-05-13,4.054
2021-05-14,3.986
2021-05-15,3.986
2021-05-16,3.986
2021-05-17,3.993
2021-05-18,4.098
2021-05-19,4.12
2021-05-20,4.16
2021-05-21,4.107
2021-05-22,4.107
2021-05-23,4.107
2021-05-24,4.097
2021-05-25,4.146
2021-05-26,4.141
2021-05-27,4.094
2021-05-28,4.082
2021-05-29,4.082
2021-05-30,4.082
2021-05-31,4.082
2021-06-01,4.058
2021-06-02,4.067
2021-06-03,4.057
2021-06-04,4.096
2021-06-05,4.096
2021-06-06,4.096
2021-06-07,4.115
2021-06-08,4.094
2021-06-09,4.165
2021-06-10,4.21
2021-06-11,4.2
2021-06-12,4.2
2021-06-13,4.2
2021-06-14,4.247
2021-06-15,4.199
2021-06-16,4.18
2021-06-17,4.356
2021-06-18,4.456
2021-06-19,4.456
2021-06-20,4.456
2021-06-21,4.316
2021-06-22,4.321
2021-06-23,4.293
2021-06-24,4.201
2021-06-25,4.11
2021-06-26,4.11
2021-06-27,4.11
2021-06-28,4.148
2021-06-29,4.172
2021-06-30,4.166
2021-07-01,4.145
2021-07-02,4.122
2021-07-03,4.122
2021-07-04,4.122
2021-07-05,4.122
2021-07-06,4.228
2021-07-07,4.259
2021-07-08,4.337
2021-07-09,4.19
2021-07-10,4.19
2021-07-11,4.19
2021-07-12,4.141
2021-07-13,4.199
2021-07-14,4.22
2021-07-15,4.166
2021-07-16,4.304
2021-07-17,4.304
2021-07-18,4.304
2021-07-19,4.44
2021-07-20,4.347
2021-07-21,4.27
2021-07-22,4.344
2021-07-23,4.313
2021-07-24,4.313
2021-07-25,4.313
2021-07-26,4.278
2021-07-27,4.284
2021-07-28,4.296
2021-07-29,4.264
2021-07-30,4.328
2021-07-31,4.328
2021-08-01,4.328
2021-08-02,4.343
2021-08-03,4.237
2021-08-04,4.267
2021-08-05,4.229
2021-08-06,4.149
2021-08-07,4.149
2021-08-08,4.149
2021-08-09,4.155
2021-08-10,4.118
2021-08-11,4.071
2021-08-12,4.082
2021-08-13,4.147
2021-08-14,4.147
2021-08-15,4.147
2021-08-16,4.163
2021-08-17,4.205
2021-08-18,4.254
2021-08-19,4.282
2021-08-20,4.248
2021-08-21,4.248
2021-08-22,4.248
2021-08-23,4.215
2021-08-24,4.188
2021-08-25,4.109
2021-08-26,4.133
2021-08-27,4.059
2021-08-28,4.059
2021-08-29,4.059
2021-08-30,4.142
2021-08-31,4.131
2021-09-01,4.166
2021-09-02,4.118
2021-09-03,4.122
2021-09-04,4.122
2021-09-05,4.122
2021-09-06,4.122
2021-09-07,4.107
2021-09-08,4.118
2021-09-09,4.106
2021-09-10,4.119
2021-09-11,4.119
2021-09-12,4.119
2021-09-13,4.06
2021-09-14,4.191
2021-09-15,4.151
2021-09-16,4.157
2021-09-17,4.179
2021-09-18,4.179
2021-09-19,4.179
2021-09-20,4.275
2021-09-21,4.291
2021-09-22,4.207
2021-09-23,4.077
2021-09-24,4.059
2021-09-25,4.059
2021-09-26,4.059
2021-09-27,3.943
2021-09-28,3.993
2021-09-29,3.998
2021-09-30,3.723
2021-10-01,3.672
2021-10-02,3.672
2021-10-03,3.672
2021-10-04,3.677
2021-10-05,3.633
2021-10-06,3.627
2021-10-07,3.609
2021-10-08,3.592
2021-10-09,3.592
2021-10-10,3.592
2021-10-11,3.622
2021-10-12,3.582
2021-10-13,3.61
2021-10-14,3.574
2021-10-15,3.635
2021-10-16,3.635
2021-10-17,3.635
2021-10-18,3.604
2021-10-19,3.499
2021-10-20,3.401
2021-10-21,3.402
2021-10-22,3.35
2021-10-23,3.35
2021-10-24,3.35
2021-10-25,3.342
2021-10-26,3.35
2021-10-27,3.399
2021-10-28,3.397
2021-10-29,3.43
2021-10-30,3.43
2021-10-31,3.43
2021-11-01,3.436
2021-11-02,3.445
2021-11-03,3.403
2021-11-04,3.485
2021-11-05,3.495
2021-11-06,3.495
2021-11-07,3.495
2021-11-08,3.477
2021-11-09,3.496
2021-11-10,3.524
2021-11-11,3.52
2021-11-12,3.555
2021-11-13,3.555
2021-11-14,3.555
2021-11-15,3.534
2021-11-16,3.521
2021-11-17,3.575
2021-11-18,3.602
2021-11-19,3.63
2021-11-20,3.63
2021-11-21,3.63
2021-11-22,3.545
2021-11-23,3.462
2021-11-24,3.469
2021-11-25,3.469
2021-11-26,3.617
2021-11-27,3.617
2021-11-28,3.617
2021-11-29,3.603
2021-11-30,3.674
2021-12-01,3.223
2021-12-02,3.12
2021-12-03,3.241
2021-12-04,3.241
2021-12-05,3.241
2021-12-06,3.205
2021-12-07,3.152
2021-12-08,3.171
2021-12-09,3.193
2021-12-10,3.18
2021-12-11,3.18
2021-12-12,3.18
2021-12-13,3.266
2021-12-14,3.224
2021-12-15,3.236
2021-12-16,3.176
2021-12-17,3.249
2021-12-18,3.249
2021-12-19,3.249
2021-12-20,3.328
2021-12-21,3.255
2021-12-22,3.251
2021-12-23,3.238
2021-12-24,3.238
2021-12-25,3.238
2021-12-26,3.238
2021-12-27,3.187
2021-12-28,3.186
2021-12-29,3.185
2021-12-30,3.189
2021-12-31,3.196
2022-01-01,3.196
2022-01-02,3.196
2022-01-03,3.078
2022-01-04,2.969
2022-01-05,3.018
2022-01-06,2.906
2022-01-07,2.865
2022-01-08,2.865
2022-01-09,2.865
2022-01-10,2.881
2022-01-11,2.863
2022-01-12,2.849
2022-01-13,2.83
2022-01-14,2.868
2022-01-15,2.868
2022-01-16,2.868
2022-01-17,2.868
2022-01-18,2.994
2022-01-19,3.213
2022-01-20,3.238
2022-01-21,3.333
2022-01-22,3.333
2022-01-23,3.333
2022-01-24,3.282
2022-01-25,3.503
2022-01-26,3.473
2022-01-27,3.49
2022-01-28,3.436
2022-01-29,3.436
2022-01-30,3.436
2022-01-31,3.473
2022-02-01,3.411
2022-02-02,3.393
2022-02-03,3.439
2022-02-04,3.401
2022-02-05,3.401
2022-02-06,3.401
2022-02-07,3.411
2022-02-08,3.385
2022-02-09,3.394
2022-02-10,3.396
2022-02-11,3.45
2022-02-12,3.45
2022-02-13,3.45
2022-02-14,3.497
2022-02-15,3.453
2022-02-16,3.43
2022-02-17,3.554
2022-02-18,3.556
2022-02-19,3.556
2022-02-20,3.556
2022-02-21,3.556
2022-02-22,3.523
2022-02-23,3.595
2022-02-24,3.657
2022-02-25,3.53
2022-02-26,3.53
2022-02-27,3.53
2022-02-28,3.678
2022-03-01,3.915
2022-03-02,3.783
2022-03-03,3.825
2022-03-04,3.964
2022-03-05,3.964
2022-03-06,3.964
2022-03-07,4.101
2022-03-08,4.036
2022-03-09,3.924
2022-03-10,3.962
2022-03-11,4.023
2022-03-12,4.023
2022-03-13,4.023
2022-03-14,3.997
2022-03-15,3.956
2022-03-16,3.809
2022-03-17,3.796
2022-03-18,3.798
2022-03-19,3.798
2022-03-20,3.798
2022-03-21,3.797
2022-03-22,3.713
2022-03-23,3.804
2022-03-24,3.792
2022-03-25,3.73
2022-03-26,3.73
2022-03-27,3.73
2022-03-28,3.764
2022-03-29,3.776
2022-03-30,3.842
2022-03-31,3.973
2022-04-01,4.046
2022-04-02,4.046
2022-04-03,4.046
2022-04-04,4.06
2022-04-05,4.093
2022-04-06,4.125
2022-04-07,4.116
2022-04-08,4.027
2022-04-09,4.027
2022-04-10,4.027
2022-04-11,4.043
2022-04-12,3.968
2022-04-13,3.997
2022-04-14,4.114
2022-04-15,4.114
2022-04-16,4.114
2022-04-17,4.114
2022-04-18,4.14
2022-04-19,4.086
2022-04-20,4.05
2022-04-21,4.097
2022-04-22,4.199
2022-04-23,4.199
2022-04-24,4.199
2022-04-25,4.218
2022-04-26,4.374
2022-04-27,4.349
2022-04-28,4.332
2022-04-29,4.462
2022-04-30,4.462
2022-05-01,4.462
2022-05-02,4.424
2022-05-03,4.368
2022-05-04,4.266
2022-05-05,4.389
2022-05-06,4.448
2022-05-07,4.448
2022-05-08,4.448
2022-05-09,4.528
2022-05-10,4.58
2022-05-11,4.637
2022-05-12,4.653
2022-05-13,4.708
2022-05-14,4.708
2022-05-15,4.708
2022-05-16,4.773
2022-05-17,4.62
2022-05-18,4.753
2022-05-19,4.789
2022-05-20,4.752
2022-05-21,4.752
2022-05-22,4.752
2022-05-23,4.57
2022-05-24,4.54
2022-05-25,4.421
2022-05-26,4.285
2022-05-27,4.234
2022-05-28,4.234
2022-05-29,4.234
2022-05-30,4.234
2022-05-31,4.225
2022-06-01,4.298
2022-06-02,4.223
2022-06-03,4.277
2022-06-04,4.277
2022-06-05,4.277
2022-06-06,4.282
2022-06-07,4.279
2022-06-08,4.362
2022-06-09,4.547
2022-06-10,4.681
2022-06-11,4.681
2022-06-12,4.681
2022-06-13,4.765
2022-06-14,4.761
2022-06-15,4.736
2022-06-16,4.893
2022-06-17,4.81
2022-06-18,4.81
2022-06-19,4.81
2022-06-20,4.81
2022-06-21,4.736
2022-06-22,4.732
2022-06-23,4.757
2022-06-24,4.551
2022-06-25,4.551
2022-06-26,4.551
2022-06-27,4.591
2022-06-28,4.639
2022-06-29,4.71
2022-06-30,4.636
2022-07-01,4.535
2022-07-02,4.535
2022-07-03,4.535
2022-07-04,4.535
2022-07-05,4.541
2022-07-06,4.571
2022-07-07,4.507
2022-07-08,4.532
2022-07-09,4.532
2022-07-10,4.532
2022-07-11,4.565
2022-07-12,4.613
2022-07-13,4.696
2022-07-14,4.796
2022-07-15,4.727
2022-07-16,4.727
2022-07-17,4.727
2022-07-18,4.698
2022-07-19,4.536
2022-07-20,4.537
2022-07-21,4.496
2022-07-22,4.492
2022-07-23,4.492
2022-07-24,4.492
2022-07-25,4.412
2022-07-26,4.493
2022-07-27,4.458
2022-07-28,4.461
2022-07-29,4.379
2022-07-30,4.379
2022-07-31,4.379
2022-08-01,4.376
2022-08-02,4.45
2022-08-03,4.395
2022-08-04,4.429
2022-08-05,4.35
2022-08-06,4.35
2022-08-07,4.35
2022-08-08,4.376
2022-08-09,4.38
2022-08-10,4.288
2022-08-11,4.226
2022-08-12,4.161
2022-08-13,4.161
2022-08-14,4.161
2022-08-15,4.178
2022-08-16,4.151
2022-08-17,4.192
2022-08-18,4.188
2022-08-19,4.255
2022-08-20,4.255
2022-08-21,4.255
2022-08-22,4.365
2022-08-23,4.365
2022-08-24,4.341
2022-08-25,4.302
2022-08-26,4.48
2022-08-27,4.48
2022-08-28,4.48
2022-08-29,4.538
2022-08-30,4.562
2022-08-31,4.599
2022-09-01,4.586
2022-09-02,4.621
2022-09-03,4.621
2022-09-04,4.621
2022-09-05,4.621
2022-09-06,4.647
2022-09-07,4.553
2022-09-08,4.462
2022-09-09,4.395
2022-09-10,4.395
2022-09-11,4.395
2022-09-12,4.344
2022-09-13,4.491
2022-09-14,4.448
2022-09-15,4.376
2022-09-16,4.409
2022-09-17,4.409
2022-09-18,4.409
2022-09-19,4.37
2022-09-20,4.409
2022-09-21,4.559
2022-09-22,4.67
2022-09-23,4.755
2022-09-24,4.755
2022-09-25,4.755
2022-09-26,4.856
2022-09-27,4.847
2022-09-28,4.733
2022-09-29,4.722
2022-09-30,4.763
2022-10-01,4.763
2022-10-02,4.763
2022-10-03,4.69
2022-10-04,4.491
2022-10-05,4.53
2022-10-06,4.633
2022-10-07,4.767
2022-10-08,4.767
2022-10-09,4.767
2022-10-10,4.782
2022-10-11,4.912
2022-10-12,4.964
2022-10-13,4.742
2022-10-14,4.797
2022-10-15,4.797
2022-10-16,4.797
2022-10-17,4.637
2022-10-18,4.628
2022-10-19,4.764
2022-10-20,4.883
2022-10-21,4.621
2022-10-22,4.621
2022-10-23,4.621
2022-10-24,4.504
2022-10-25,4.427
2022-10-26,4.468
2022-10-27,4.488
2022-10-28,4.437
2022-10-29,4.437
2022-10-30,4.437
2022-10-31,4.465
2022-11-01,4.466
2022-11-02,4.553
2022-11-03,4.714
2022-11-04,4.617
2022-11-05,4.617
2022-11-06,4.617
2022-11-07,4.612
2022-11-08,4.555
2022-11-09,4.646
2022-11-10,4.41
2022-11-11,4.36
2022-11-12,4.36
2022-11-13,4.36
2022-11-14,4.425
2022-11-15,4.403
2022-11-16,4.466
2022-11-17,4.546
2022-11-18,4.479
2022-11-19,4.479
2022-11-20,4.479
2022-11-21,4.438
2022-11-22,4.376
2022-11-23,4.336
2022-11-24,4.336
2022-11-25,4.306
2022-11-26,4.306
2022-11-27,4.306
2022-11-28,4.439
2022-11-29,4.392
2022-11-30,4.29
2022-12-01,4.38
2022-12-02,4.396
2022-12-03,4.396
2022-12-04,4.396
2022-12-05,4.715
2022-12-06,4.732
2022-12-07,4.633
2022-12-08,4.656
2022-12-09,4.664
2022-12-10,4.664
2022-12-11,4.664
2022-12-12,4.586
2022-12-13,4.665
2022-12-14,4.803
2022-12-15,4.785
2022-12-16,4.778
2022-12-17,4.778
2022-12-18,4.778
2022-12-19,4.785
2022-12-20,4.737
2022-12-21,4.669
2022-12-22,4.657
2022-12-23,4.635
2022-12-24,4.635
2022-12-25,4.635
2022-12-26,4.635
2022-12-27,4.607
2022-12-28,4.61
2022-12-29,4.553
2022-12-30,4.55
2022-12-31,4.55
2023-01-01,4.55
2023-01-02,4.55
2023-01-03,4.505
2023-01-04,4.389
2023-01-05,4.509
2023-01-06,4.376
2023-01-07,4.376
2023-01-08,4.376
2023-01-09,4.373
2023-01-10,4.347
2023-01-11,4.324
2023-01-12,4.248
2023-01-13,4.334
2023-01-14,4.334
2023-01-15,4.334
2023-01-16,4.334
2023-01-17,4.391
2023-01-18,4.697
2023-01-19,4.825
2023-01-20,4.612
2023-01-21,4.612
2023-01-22,4.612
2023-01-23,4.482
2023-01-24,4.508
2023-01-25,4.459
2023-01-26,4.411
2023-01-27,4.377
2023-01-28,4.377
2023-01-29,4.377
2023-01-30,4.385
2023-01-31,4.317
2023-02-01,4.334
2023-02-02,4.298
2023-02-03,4.318
2023-02-04,4.318
2023-02-05,4.318
2023-02-06,4.382
2023-02-07,4.383
2023-02-08,4.421
2023-02-09,4.495
2023-02-10,4.482
2023-02-11,4.482
2023-02-12,4.482
2023-02-13,4.437
2023-02-14,4.432
2023-02-15,4.464
2023-02-16,4.512
2023-02-17,4.491
2023-02-18,4.491
2023-02-19,4.491
2023-02-20,4.491
2023-02-21,4.581
2023-02-22,4.557
2023-02-23,4.505
2023-02-24,4.494
2023-02-25,4.494
2023-02-26,4.494
2023-02-27,4.516
2023-02-28,4.51
2023-03-01,4.589
2023-03-02,4.74
2023-03-03,4.658
2023-03-04,4.658
2023-03-05,4.658
2023-03-06,4.665
2023-03-07,4.887
2023-03-08,4.907
2023-03-09,5.166
2023-03-10,5.192
2023-03-11,5.192
2023-03-12,5.192
2023-03-13,5.476
2023-03-14,5.456
2023-03-15,5.695
2023-03-16,5.473
2023-03-17,5.73
2023-03-18,5.73
2023-03-19,5.73
2023-03-20,5.567
2023-03-21,5.386
2023-03-22,5.699
2023-03-23,5.804
2023-03-24,5.71
2023-03-25,5.71
2023-03-26,5.71
2023-03-27,5.67
2023-03-28,5.588
2023-03-29,5.499
2023-03-30,5.581
2023-03-31,5.578
2023-04-01,5.578
2023-04-02,5.578
2023-04-03,5.671
2023-04-04,5.771
2023-04-05,5.806
2023-04-06,5.781
2023-04-07,5.781
2023-04-08,5.781
2023-04-09,5.781
2023-04-10,5.759
2023-04-11,5.753
2023-04-12,5.879
2023-04-13,5.796
2023-04-14,5.737
2023-04-15,5.737
2023-04-16,5.737
2023-04-17,5.488
2023-04-18,5.502
2023-04-19,5.348
2023-04-20,5.465
2023-04-21,5.564
2023-04-22,5.564
2023-04-23,5.564
2023-04-24,5.524
2023-04-25,5.549
2023-04-26,5.369
2023-04-27,5.362
2023-04-28,5.27
2023-04-29,5.27
2023-04-30,5.27
2023-05-01,5.627
2023-05-02,5.762
2023-05-03,5.885
2023-05-04,6.041
2023-05-05,5.909
2023-05-06,5.909
2023-05-07,5.909
2023-05-08,5.868
2023-05-09,5.933
2023-05-10,6.023
2023-05-11,6.083
2023-05-12,6.144
2023-05-13,6.144
2023-05-14,6.144
2023-05-15,6.031
2023-05-16,6.145
2023-05-17,5.75
2023-05-18,5.707
2023-05-19,5.776
2023-05-20,5.776
2023-05-21,5.776
2023-05-22,5.683
2023-05-23,5.633
2023-05-24,5.691
2023-05-25,5.751
2023-05-26,5.762
2023-05-27,5.762
2023-05-28,5.762
2023-05-29,5.762
2023-05-30,5.758
2023-05-31,5.908
2023-06-01,5.715
2023-06-02,5.538
2023-06-03,5.538
2023-06-04,5.538
2023-06-05,5.554
2023-06-06,5.418
2023-06-07,5.368
2023-06-08,5.313
2023-06-09,5.311
2023-06-10,5.311
2023-06-11,5.311
2023-06-12,5.374
2023-06-13,5.312
2023-06-14,5.41
2023-06-15,5.315
2023-06-16,5.302
2023-06-17,5.302
2023-06-18,5.302
2023-06-19,5.302
2023-06-20,5.386
2023-06-21,5.378
2023-06-22,5.518
