,CG US Equity
2023-06-24,5.131
2023-06-25,5.131
2023-06-26,5.062
2023-06-27,4.967
2023-06-28,4.934
2023-06-29,4.856
2023-06-30,4.818
2023-07-01,4.818
2023-07-02,4.818
2023-07-03,4.757
2023-07-04,4.757
2023-07-05,4.844
2023-07-06,4.932
2023-07-07,4.852
2023-07-08,4.852
2023-07-09,4.852
2023-07-10,4.804
2023-07-11,4.737
2023-07-12,4.639
2023-07-13,4.461
2023-07-14,4.503
2023-07-15,4.503
2023-07-16,4.503
2023-07-17,4.505
2023-07-18,4.405
2023-07-19,4.299
2023-07-20,4.362
2023-07-21,4.427
2023-07-22,4.427
2023-07-23,4.427
2023-07-24,4.449
2023-07-25,4.409
2023-07-26,4.391
2023-07-27,4.477
2023-07-28,4.352
2023-07-29,4.352
2023-07-30,4.352
2023-07-31,4.307
2023-08-01,4.331
2023-08-02,4.684
2023-08-03,4.869
2023-08-04,4.787
2023-08-05,4.787
2023-08-06,4.787
2023-08-07,4.682
2023-08-08,4.812
2023-08-09,4.854
2023-08-10,4.815
2023-08-11,4.828
2023-08-12,4.828
2023-08-13,4.828
2023-08-14,4.87
2023-08-15,5.02
2023-08-16,5.108
2023-08-17,5.172
2023-08-18,5.137
2023-08-19,5.137
2023-08-20,5.137
2023-08-21,5.195
2023-08-22,5.223
2023-08-23,5.077
2023-08-24,5.096
2023-08-25,5.075
2023-08-26,5.075
2023-08-27,5.075
2023-08-28,5.013
2023-08-29,4.818
2023-08-30,4.738
2023-08-31,4.703
2023-09-01,4.676
2023-09-02,4.676
2023-09-03,4.676
2023-09-04,4.676
2023-09-05,4.672
2023-09-06,4.727
2023-09-07,4.765
2023-09-08,4.722
2023-09-09,4.722
2023-09-10,4.722
2023-09-11,4.718
2023-09-12,4.649
2023-09-13,4.75
2023-09-14,4.675
2023-09-15,4.553
2023-09-16,4.553
2023-09-17,4.553
2023-09-18,4.632
2023-09-19,4.705
2023-09-20,4.778
2023-09-21,5.014
2023-09-22,5.019
2023-09-23,5.019
2023-09-24,5.019
2023-09-25,4.989
2023-09-26,5.147
2023-09-27,5.147
2023-09-28,5.053
2023-09-29,5.065
2023-09-30,5.065
2023-10-01,5.065
2023-10-02,5.082
2023-10-03,5.17
2023-10-04,5.099
2023-10-05,5.166
2023-10-06,5.163
2023-10-07,5.163
2023-10-08,5.163
2023-10-09,5.14
2023-10-10,5.052
2023-10-11,5.023
2023-10-12,5.131
2023-10-13,5.224
2023-10-14,5.224
2023-10-15,5.224
2023-10-16,5.121
2023-10-17,5.079
2023-10-18,5.293
2023-10-19,5.562
2023-10-20,5.524
2023-10-21,5.524
2023-10-22,5.524
2023-10-23,5.5
2023-10-24,5.42
2023-10-25,5.558
2023-10-26,5.5
2023-10-27,5.55
2023-10-28,5.55
2023-10-29,5.55
2023-10-30,5.508
2023-10-31,5.562
2023-11-01,5.558
2023-11-02,5.311
2023-11-03,5.213
2023-11-04,5.213
2023-11-05,5.213
2023-11-06,5.296
2023-11-07,5.215
2023-11-08,5.092
2023-11-09,5.118
2023-11-10,5.079
2023-11-11,5.079
2023-11-12,5.079
2023-11-13,5.104
2023-11-14,4.818
2023-11-15,4.82
2023-11-16,4.875
2023-11-17,4.812
2023-11-18,4.812
2023-11-19,4.812
2023-11-20,4.755
2023-11-21,4.724
2023-11-22,4.68
2023-11-23,4.68
2023-11-24,4.654
2023-11-25,4.654
2023-11-26,4.654
2023-11-27,4.619
2023-11-28,4.403
2023-11-29,4.391
2023-11-30,4.422
2023-12-01,4.309
2023-12-02,4.309
2023-12-03,4.309
2023-12-04,4.255
2023-12-05,4.282
2023-12-06,4.271
2023-12-07,4.177
2023-12-08,4.105
2023-12-09,4.105
2023-12-10,4.105
2023-12-11,4.122
2023-12-12,4.108
2023-12-13,3.897
2023-12-14,3.61
2023-12-15,3.623
2023-12-16,3.623
2023-12-17,3.623
2023-12-18,3.627
2023-12-19,3.655
2023-12-20,3.762
2023-12-21,3.705
2023-12-22,3.725
2023-12-23,3.725
2023-12-24,3.725
2023-12-25,3.725
2023-12-26,3.708
2023-12-27,3.636
2023-12-28,3.635
2023-12-29,3.725
2023-12-30,3.725
2023-12-31,3.725
2024-01-01,3.725
2024-01-02,3.791
2024-01-03,3.885
2024-01-04,3.898
2024-01-05,3.859
2024-01-06,3.859
2024-01-07,3.859
2024-01-08,3.807
2024-01-09,3.868
2024-01-10,3.856
2024-01-11,3.878
2024-01-12,3.869
2024-01-13,3.869
2024-01-14,3.869
2024-01-15,3.869
2024-01-16,3.961
2024-01-17,3.944
2024-01-18,3.924
2024-01-19,3.833
2024-01-20,3.833
2024-01-21,3.833
2024-01-22,3.816
2024-01-23,3.844
2024-01-24,3.833
2024-01-25,3.718
2024-01-26,3.751
2024-01-27,3.751
2024-01-28,3.751
2024-01-29,3.702
2024-01-30,3.736
2024-01-31,3.805
2024-02-01,3.753
2024-02-02,3.719
2024-02-03,3.719
2024-02-04,3.719
2024-02-05,3.778
2024-02-06,3.74
2024-02-07,3.408
2024-02-08,3.31
2024-02-09,3.372
2024-02-10,3.372
2024-02-11,3.372
2024-02-12,3.332
2024-02-13,3.545
2024-02-14,3.493
2024-02-15,3.419
2024-02-16,3.441
2024-02-17,3.441
2024-02-18,3.441
2024-02-19,3.441
2024-02-20,3.466
2024-02-21,3.44
2024-02-22,3.383
2024-02-23,3.409
2024-02-24,3.409
2024-02-25,3.409
2024-02-26,3.466
2024-02-27,3.396
2024-02-28,3.38
2024-02-29,3.32
2024-03-01,3.337
2024-03-02,3.337
2024-03-03,3.337
2024-03-04,3.311
2024-03-05,3.303
2024-03-06,3.261
2024-03-07,3.196
2024-03-08,3.214
2024-03-09,3.214
2024-03-10,3.214
2024-03-11,3.25
2024-03-12,3.237
2024-03-13,3.282
2024-03-14,3.371
2024-03-15,3.396
2024-03-16,3.396
2024-03-17,3.396
2024-03-18,3.364
2024-03-19,3.35
2024-03-20,3.264
2024-03-21,3.195
2024-03-22,3.262
2024-03-23,3.262
2024-03-24,3.262
2024-03-25,3.259
2024-03-26,3.26
2024-03-27,3.236
2024-03-28,3.227
2024-03-29,3.227
2024-03-30,3.227
2024-03-31,3.227
2024-04-01,3.263
2024-04-02,3.266
2024-04-03,3.202
2024-04-04,3.196
2024-04-05,3.152
2024-04-06,3.152
2024-04-07,3.152
2024-04-08,3.13
