,PCAR US Equity
2023-06-23,4.119
2023-06-24,4.119
2023-06-25,4.119
2023-06-26,4.062
2023-06-27,4.004
2023-06-28,3.988
2023-06-29,3.704
2023-06-30,3.658
2023-07-01,3.658
2023-07-02,3.658
2023-07-03,3.658
2023-07-04,3.658
2023-07-05,3.719
2023-07-06,3.74
2023-07-07,3.717
2023-07-08,3.717
2023-07-09,3.717
2023-07-10,3.616
2023-07-11,3.553
2023-07-12,3.8
2023-07-13,3.82
2023-07-14,3.825
2023-07-15,3.825
2023-07-16,3.825
2023-07-17,3.746
2023-07-18,3.667
2023-07-19,3.684
2023-07-20,3.691
2023-07-21,3.73
2023-07-22,3.73
2023-07-23,3.73
2023-07-24,3.717
2023-07-25,3.784
2023-07-26,3.913
2023-07-27,3.88
2023-07-28,3.88
2023-07-29,3.88
2023-07-30,3.88
2023-07-31,3.844
2023-08-01,3.831
2023-08-02,3.847
2023-08-03,3.901
2023-08-04,3.947
2023-08-05,3.947
2023-08-06,3.947
2023-08-07,3.912
2023-08-08,3.876
2023-08-09,3.876
2023-08-10,3.874
2023-08-11,3.652
2023-08-12,3.652
2023-08-13,3.652
2023-08-14,3.644
2023-08-15,3.684
2023-08-16,3.694
2023-08-17,3.73
2023-08-18,3.69
2023-08-19,3.69
2023-08-20,3.69
2023-08-21,3.693
2023-08-22,3.678
2023-08-23,3.647
2023-08-24,3.709
2023-08-25,3.685
2023-08-26,3.685
2023-08-27,3.685
2023-08-28,3.667
2023-08-29,3.77
2023-08-30,3.777
2023-08-31,3.796
2023-09-01,3.74
2023-09-02,3.74
2023-09-03,3.74
2023-09-04,3.74
2023-09-05,3.826
2023-09-06,3.775
2023-09-07,3.762
2023-09-08,3.697
2023-09-09,3.697
2023-09-10,3.697
2023-09-11,3.666
2023-09-12,3.666
2023-09-13,3.751
2023-09-14,3.638
2023-09-15,3.666
2023-09-16,3.666
2023-09-17,3.666
2023-09-18,3.62
2023-09-19,3.668
2023-09-20,3.664
2023-09-21,3.727
2023-09-22,3.678
2023-09-23,3.678
2023-09-24,3.678
2023-09-25,3.655
2023-09-26,3.738
2023-09-27,3.696
2023-09-28,3.657
2023-09-29,3.687
2023-09-30,3.687
2023-10-01,3.687
2023-10-02,3.698
2023-10-03,3.73
2023-10-04,3.616
2023-10-05,3.635
2023-10-06,3.583
2023-10-07,3.583
2023-10-08,3.583
2023-10-09,3.585
2023-10-10,3.612
2023-10-11,3.616
2023-10-12,3.675
2023-10-13,3.742
2023-10-14,3.742
2023-10-15,3.742
2023-10-16,3.924
2023-10-17,3.929
2023-10-18,3.992
2023-10-19,4.045
2023-10-20,4.102
2023-10-21,4.102
2023-10-22,4.102
2023-10-23,4.113
2023-10-24,3.79
2023-10-25,3.82
2023-10-26,3.848
2023-10-27,3.877
2023-10-28,3.877
2023-10-29,3.877
2023-10-30,3.861
2023-10-31,3.912
2023-11-01,3.883
2023-11-02,3.826
2023-11-03,3.72
2023-11-04,3.72
2023-11-05,3.72
2023-11-06,3.739
2023-11-07,3.617
2023-11-08,3.611
2023-11-09,3.637
2023-11-10,3.543
2023-11-11,3.543
2023-11-12,3.543
2023-11-13,3.555
2023-11-14,3.438
2023-11-15,3.447
2023-11-16,3.428
2023-11-17,3.411
2023-11-18,3.411
2023-11-19,3.411
2023-11-20,3.393
2023-11-21,3.409
2023-11-22,3.416
2023-11-23,3.416
2023-11-24,3.387
2023-11-25,3.387
2023-11-26,3.387
2023-11-27,3.397
2023-11-28,3.427
2023-11-29,3.413
2023-11-30,3.394
2023-12-01,3.345
2023-12-02,3.345
2023-12-03,3.345
2023-12-04,3.325
2023-12-05,3.32
2023-12-06,3.257
2023-12-07,3.23
2023-12-08,3.235
2023-12-09,3.235
2023-12-10,3.235
2023-12-11,3.151
2023-12-12,3.16
2023-12-13,3.146
2023-12-14,3.115
2023-12-15,3.101
2023-12-16,3.101
2023-12-17,3.101
2023-12-18,3.117
2023-12-19,3.085
2023-12-20,3.106
2023-12-21,3.074
2023-12-22,3.056
2023-12-23,3.056
2023-12-24,3.056
2023-12-25,3.056
2023-12-26,3.048
2023-12-27,3.046
2023-12-28,3.045
2023-12-29,3.05
2023-12-30,3.05
2023-12-31,3.05
2024-01-01,3.05
2024-01-02,3.078
2024-01-03,3.138
2024-01-04,3.176
2024-01-05,3.183
2024-01-06,3.183
2024-01-07,3.183
2024-01-08,3.229
2024-01-09,3.261
2024-01-10,3.268
2024-01-11,3.268
2024-01-12,3.288
2024-01-13,3.288
2024-01-14,3.288
2024-01-15,3.288
2024-01-16,3.288
2024-01-17,3.286
2024-01-18,3.261
2024-01-19,3.231
2024-01-20,3.231
2024-01-21,3.231
2024-01-22,3.203
2024-01-23,3.264
2024-01-24,3.405
2024-01-25,3.383
2024-01-26,3.391
2024-01-27,3.391
2024-01-28,3.391
2024-01-29,3.404
2024-01-30,3.384
2024-01-31,3.437
2024-02-01,3.383
2024-02-02,3.346
2024-02-03,3.346
2024-02-04,3.346
2024-02-05,3.313
2024-02-06,3.311
2024-02-07,3.285
2024-02-08,3.268
2024-02-09,3.255
2024-02-10,3.255
2024-02-11,3.255
2024-02-12,3.255
2024-02-13,3.281
2024-02-14,3.227
2024-02-15,3.185
2024-02-16,3.194
2024-02-17,3.194
2024-02-18,3.194
2024-02-19,3.194
2024-02-20,3.205
2024-02-21,3.167
2024-02-22,3.026
2024-02-23,3.107
2024-02-24,3.107
2024-02-25,3.107
2024-02-26,3.023
2024-02-27,3.048
2024-02-28,3.047
2024-02-29,3.06
2024-03-01,2.998
2024-03-02,2.998
2024-03-03,2.998
2024-03-04,3.022
2024-03-05,2.987
2024-03-06,2.951
2024-03-07,2.981
2024-03-08,2.973
2024-03-09,2.973
2024-03-10,2.973
2024-03-11,2.989
2024-03-12,2.969
2024-03-13,2.937
2024-03-14,2.956
2024-03-15,2.971
2024-03-16,2.971
2024-03-17,2.971
2024-03-18,2.922
2024-03-19,2.906
2024-03-20,2.895
2024-03-21,2.826
2024-03-22,2.841
2024-03-23,2.841
2024-03-24,2.841
2024-03-25,2.849
2024-03-26,2.894
2024-03-27,2.86
2024-03-28,2.874
2024-03-29,2.874
2024-03-30,2.874
2024-03-31,2.874
2024-04-01,2.892
2024-04-02,2.928
2024-04-03,2.956
2024-04-04,2.954
2024-04-05,2.913
2024-04-06,2.913
2024-04-07,2.913
2024-04-08,2.906
