,TPR US Equity
2022-03-09,3.789
2022-03-10,3.822
2022-03-11,3.958
2022-03-12,3.958
2022-03-13,3.958
2022-03-14,4.071
2022-03-15,3.907
2022-03-16,3.706
2022-03-17,3.669
2022-03-18,3.576
2022-03-19,3.576
2022-03-20,3.576
2022-03-21,3.626
2022-03-22,3.629
2022-03-23,3.659
2022-03-24,3.648
2022-03-25,3.572
2022-03-26,3.572
2022-03-27,3.572
2022-03-28,3.577
2022-03-29,3.42
2022-03-30,3.506
2022-03-31,3.697
2022-04-01,3.803
2022-04-02,3.803
2022-04-03,3.803
2022-04-04,3.793
2022-04-05,3.986
2022-04-06,4.089
2022-04-07,4.124
2022-04-08,4.131
2022-04-09,4.131
2022-04-10,4.131
2022-04-11,4.094
2022-04-12,4.032
2022-04-13,3.989
2022-04-14,4.071
2022-04-15,4.071
2022-04-16,4.071
2022-04-17,4.071
2022-04-18,3.94
2022-04-19,3.782
2022-04-20,3.821
2022-04-21,3.868
2022-04-22,4.053
2022-04-23,4.053
2022-04-24,4.053
2022-04-25,4.028
2022-04-26,4.118
2022-04-27,4.083
2022-04-28,4.0
2022-04-29,4.058
2022-04-30,4.058
2022-05-01,4.058
2022-05-02,3.976
2022-05-03,4.081
2022-05-04,4.018
2022-05-05,4.244
2022-05-06,4.403
2022-05-07,4.403
2022-05-08,4.403
2022-05-09,4.632
2022-05-10,4.722
2022-05-11,5.038
2022-05-12,4.267
2022-05-13,4.06
2022-05-14,4.06
2022-05-15,4.06
2022-05-16,3.994
2022-05-17,3.873
2022-05-18,4.017
2022-05-19,4.131
2022-05-20,4.073
2022-05-21,4.073
2022-05-22,4.073
2022-05-23,4.087
2022-05-24,4.066
2022-05-25,3.875
2022-05-26,3.632
2022-05-27,3.532
2022-05-28,3.532
2022-05-29,3.532
2022-05-30,3.532
2022-05-31,3.516
2022-06-01,3.553
2022-06-02,3.425
2022-06-03,3.452
2022-06-04,3.452
2022-06-05,3.452
2022-06-06,3.478
2022-06-07,3.451
2022-06-08,3.459
2022-06-09,3.506
2022-06-10,3.682
2022-06-11,3.682
2022-06-12,3.682
2022-06-13,3.893
2022-06-14,3.81
2022-06-15,3.682
2022-06-16,3.945
2022-06-17,3.751
2022-06-18,3.751
2022-06-19,3.751
2022-06-20,3.751
2022-06-21,3.745
2022-06-22,3.87
2022-06-23,3.752
2022-06-24,3.613
2022-06-25,3.613
2022-06-26,3.613
2022-06-27,3.699
2022-06-28,3.737
2022-06-29,3.858
2022-06-30,3.945
2022-07-01,3.907
2022-07-02,3.907
2022-07-03,3.907
2022-07-04,3.907
2022-07-05,3.842
2022-07-06,3.93
2022-07-07,3.756
2022-07-08,3.784
2022-07-09,3.784
2022-07-10,3.784
2022-07-11,3.899
2022-07-12,3.797
2022-07-13,3.781
2022-07-14,3.817
2022-07-15,3.854
2022-07-16,3.854
2022-07-17,3.854
2022-07-18,3.776
2022-07-19,3.599
2022-07-20,3.509
2022-07-21,3.488
2022-07-22,3.497
2022-07-23,3.497
2022-07-24,3.497
2022-07-25,3.481
2022-07-26,3.65
2022-07-27,3.519
2022-07-28,3.488
2022-07-29,3.53
2022-07-30,3.53
2022-07-31,3.53
2022-08-01,3.491
2022-08-02,3.597
2022-08-03,3.509
2022-08-04,3.505
2022-08-05,3.483
2022-08-06,3.483
2022-08-07,3.483
2022-08-08,3.45
2022-08-09,3.566
2022-08-10,3.447
2022-08-11,3.344
2022-08-12,3.326
2022-08-13,3.326
2022-08-14,3.326
2022-08-15,3.304
2022-08-16,3.196
2022-08-17,3.199
2022-08-18,3.264
2022-08-19,3.523
2022-08-20,3.523
2022-08-21,3.523
2022-08-22,3.727
2022-08-23,3.63
2022-08-24,3.651
2022-08-25,3.578
2022-08-26,3.776
2022-08-27,3.776
2022-08-28,3.776
2022-08-29,3.8
2022-08-30,3.752
2022-08-31,3.843
2022-09-01,3.823
2022-09-02,3.865
2022-09-03,3.865
2022-09-04,3.865
2022-09-05,3.865
2022-09-06,3.981
2022-09-07,3.871
2022-09-08,3.826
2022-09-09,3.725
2022-09-10,3.725
2022-09-11,3.725
2022-09-12,3.724
2022-09-13,3.933
2022-09-14,4.015
2022-09-15,4.078
2022-09-16,4.162
2022-09-17,4.162
2022-09-18,4.162
2022-09-19,4.09
2022-09-20,4.181
2022-09-21,4.239
2022-09-22,4.377
2022-09-23,4.567
2022-09-24,4.567
2022-09-25,4.567
2022-09-26,4.732
2022-09-27,4.666
2022-09-28,4.531
2022-09-29,4.689
2022-09-30,4.765
2022-10-01,4.765
2022-10-02,4.765
2022-10-03,4.566
2022-10-04,4.309
2022-10-05,4.252
2022-10-06,4.232
2022-10-07,4.303
2022-10-08,4.303
2022-10-09,4.303
2022-10-10,4.35
2022-10-11,4.402
2022-10-12,4.32
2022-10-13,4.337
2022-10-14,4.454
2022-10-15,4.454
2022-10-16,4.454
2022-10-17,4.298
2022-10-18,4.309
2022-10-19,4.405
2022-10-20,4.424
2022-10-21,4.312
2022-10-22,4.312
2022-10-23,4.312
2022-10-24,4.443
2022-10-25,4.219
2022-10-26,4.259
2022-10-27,4.252
2022-10-28,4.221
2022-10-29,4.221
2022-10-30,4.221
2022-10-31,4.256
2022-11-01,4.193
2022-11-02,4.408
2022-11-03,4.488
2022-11-04,4.154
2022-11-05,4.154
2022-11-06,4.154
2022-11-07,4.212
2022-11-08,4.177
2022-11-09,4.319
2022-11-10,4.124
2022-11-11,3.794
2022-11-12,3.794
2022-11-13,3.794
2022-11-14,3.921
2022-11-15,3.84
2022-11-16,3.904
2022-11-17,3.843
2022-11-18,3.832
2022-11-19,3.832
2022-11-20,3.832
2022-11-21,3.88
2022-11-22,3.701
2022-11-23,3.628
2022-11-24,3.628
2022-11-25,3.617
2022-11-26,3.617
2022-11-27,3.617
2022-11-28,3.676
2022-11-29,3.6
2022-11-30,3.55
2022-12-01,3.485
2022-12-02,3.455
2022-12-03,3.455
2022-12-04,3.455
2022-12-05,3.61
2022-12-06,3.596
2022-12-07,3.649
2022-12-08,3.601
2022-12-09,3.652
2022-12-10,3.652
2022-12-11,3.652
2022-12-12,3.56
2022-12-13,3.464
2022-12-14,3.492
2022-12-15,3.563
2022-12-16,3.614
2022-12-17,3.614
2022-12-18,3.614
2022-12-19,3.68
2022-12-20,3.679
2022-12-21,3.559
2022-12-22,3.537
2022-12-23,3.535
2022-12-24,3.535
2022-12-25,3.535
2022-12-26,3.535
2022-12-27,3.471
2022-12-28,3.583
2022-12-29,3.507
2022-12-30,3.473
2022-12-31,3.473
2023-01-01,3.473
2023-01-02,3.473
2023-01-03,3.377
2023-01-04,3.307
2023-01-05,3.309
2023-01-06,3.202
2023-01-07,3.202
2023-01-08,3.202
2023-01-09,3.186
2023-01-10,3.134
2023-01-11,3.104
2023-01-12,3.05
2023-01-13,3.03
2023-01-14,3.03
2023-01-15,3.03
2023-01-16,3.03
2023-01-17,3.012
2023-01-18,3.004
2023-01-19,3.08
2023-01-20,3.007
2023-01-21,3.007
2023-01-22,3.007
2023-01-23,2.972
2023-01-24,3.017
2023-01-25,3.009
2023-01-26,2.983
2023-01-27,2.979
2023-01-28,2.979
2023-01-29,2.979
2023-01-30,2.979
2023-01-31,2.884
2023-02-01,2.819
2023-02-02,2.834
2023-02-03,2.85
2023-02-04,2.85
2023-02-05,2.85
2023-02-06,2.944
2023-02-07,2.906
2023-02-08,3.042
2023-02-09,2.895
2023-02-10,2.887
2023-02-11,2.887
2023-02-12,2.887
2023-02-13,2.838
2023-02-14,2.845
2023-02-15,2.828
2023-02-16,2.859
2023-02-17,2.909
2023-02-18,2.909
2023-02-19,2.909
2023-02-20,2.909
2023-02-21,3.028
2023-02-22,2.989
2023-02-23,2.981
2023-02-24,3.017
2023-02-25,3.017
2023-02-26,3.017
2023-02-27,2.976
2023-02-28,2.954
2023-03-01,2.971
2023-03-02,2.929
2023-03-03,2.89
2023-03-04,2.89
2023-03-05,2.89
2023-03-06,2.952
2023-03-07,2.986
2023-03-08,2.98
2023-03-09,3.068
2023-03-10,3.086
2023-03-11,3.086
2023-03-12,3.086
2023-03-13,3.123
2023-03-14,3.076
2023-03-15,3.147
2023-03-16,3.101
2023-03-17,3.12
2023-03-18,3.12
2023-03-19,3.12
2023-03-20,3.142
2023-03-21,3.079
2023-03-22,3.135
2023-03-23,3.139
2023-03-24,3.171
2023-03-25,3.171
2023-03-26,3.171
2023-03-27,3.133
2023-03-28,3.058
2023-03-29,3.095
2023-03-30,3.031
2023-03-31,2.958
2023-04-01,2.958
2023-04-02,2.958
2023-04-03,2.973
2023-04-04,3.025
2023-04-05,3.149
2023-04-06,3.178
2023-04-07,3.178
2023-04-08,3.178
2023-04-09,3.178
2023-04-10,3.121
2023-04-11,3.122
2023-04-12,3.088
2023-04-13,3.041
2023-04-14,3.027
2023-04-15,3.027
2023-04-16,3.027
2023-04-17,3.076
2023-04-18,3.027
2023-04-19,2.959
2023-04-20,3.015
2023-04-21,3.045
2023-04-22,3.045
2023-04-23,3.045
2023-04-24,3.042
2023-04-25,3.162
2023-04-26,3.183
2023-04-27,3.122
2023-04-28,3.125
2023-04-29,3.125
2023-04-30,3.125
2023-05-01,3.138
2023-05-02,3.205
2023-05-03,3.273
2023-05-04,3.349
2023-05-05,3.272
2023-05-06,3.272
2023-05-07,3.272
2023-05-08,3.316
2023-05-09,3.33
2023-05-10,3.433
2023-05-11,3.197
2023-05-12,3.144
2023-05-13,3.144
2023-05-14,3.144
2023-05-15,3.008
2023-05-16,3.09
2023-05-17,2.98
2023-05-18,2.934
2023-05-19,3.011
2023-05-20,3.011
2023-05-21,3.011
2023-05-22,3.07
2023-05-23,3.087
2023-05-24,3.165
2023-05-25,3.181
2023-05-26,3.106
2023-05-27,3.106
2023-05-28,3.106
2023-05-29,3.106
2023-05-30,3.191
2023-05-31,3.235
2023-06-01,3.259
2023-06-02,3.054
2023-06-03,3.054
2023-06-04,3.054
2023-06-05,3.124
2023-06-06,3.068
2023-06-07,2.99
2023-06-08,3.023
2023-06-09,3.012
2023-06-10,3.012
2023-06-11,3.012
2023-06-12,2.977
2023-06-13,2.972
2023-06-14,2.945
2023-06-15,2.96
2023-06-16,2.965
2023-06-17,2.965
2023-06-18,2.965
2023-06-19,2.965
2023-06-20,2.958
2023-06-21,2.975
2023-06-22,2.996
