,NKE US Equity
2020-07-25,1.519
2020-07-26,1.519
2020-07-27,1.538
2020-07-28,1.553
2020-07-29,1.542
2020-07-30,1.552
2020-07-31,1.539
2020-08-01,1.539
2020-08-02,1.539
2020-08-03,1.528
2020-08-04,1.543
2020-08-05,1.488
2020-08-06,1.495
2020-08-07,1.475
2020-08-08,1.475
2020-08-09,1.475
2020-08-10,1.425
2020-08-11,1.429
2020-08-12,1.428
2020-08-13,1.41
2020-08-14,1.411
2020-08-15,1.411
2020-08-16,1.411
2020-08-17,1.422
2020-08-18,1.404
2020-08-19,1.386
2020-08-20,1.391
2020-08-21,1.369
2020-08-22,1.369
2020-08-23,1.369
2020-08-24,1.343
2020-08-25,1.347
2020-08-26,1.347
2020-08-27,1.355
2020-08-28,1.335
2020-08-29,1.335
2020-08-30,1.335
2020-08-31,1.34
2020-09-01,1.305
2020-09-02,1.283
2020-09-03,1.328
2020-09-04,1.334
2020-09-05,1.334
2020-09-06,1.334
2020-09-07,1.334
2020-09-08,1.33
2020-09-09,1.304
2020-09-10,1.306
2020-09-11,1.27
2020-09-12,1.27
2020-09-13,1.27
2020-09-14,1.257
2020-09-15,1.257
2020-09-16,1.264
2020-09-17,1.288
2020-09-18,1.307
2020-09-19,1.307
2020-09-20,1.307
2020-09-21,1.322
2020-09-22,1.311
2020-09-23,1.205
2020-09-24,1.228
2020-09-25,1.233
2020-09-26,1.233
2020-09-27,1.233
2020-09-28,1.232
2020-09-29,1.213
2020-09-30,1.22
2020-10-01,1.21
2020-10-02,1.21
2020-10-03,1.21
2020-10-04,1.21
2020-10-05,1.198
2020-10-06,1.2
2020-10-07,1.178
2020-10-08,1.181
2020-10-09,1.17
2020-10-10,1.17
2020-10-11,1.17
2020-10-12,1.183
2020-10-13,1.186
2020-10-14,1.2
2020-10-15,1.188
2020-10-16,1.197
2020-10-17,1.197
2020-10-18,1.197
2020-10-19,1.202
2020-10-20,1.192
2020-10-21,1.184
2020-10-22,1.178
2020-10-23,1.179
2020-10-24,1.179
2020-10-25,1.179
2020-10-26,1.193
2020-10-27,1.197
2020-10-28,1.255
2020-10-29,1.247
2020-10-30,1.276
2020-10-31,1.276
2020-11-01,1.276
2020-11-02,1.252
2020-11-03,1.23
2020-11-04,1.203
2020-11-05,1.181
2020-11-06,1.189
2020-11-07,1.189
2020-11-08,1.189
2020-11-09,1.188
2020-11-10,1.2
2020-11-11,1.2
2020-11-12,1.21
2020-11-13,1.194
2020-11-14,1.194
2020-11-15,1.194
2020-11-16,1.178
2020-11-17,1.159
2020-11-18,1.164
2020-11-19,1.161
2020-11-20,1.152
2020-11-21,1.152
2020-11-22,1.152
2020-11-23,1.142
2020-11-24,1.137
2020-11-25,1.13
2020-11-26,1.13
2020-11-27,1.141
2020-11-28,1.141
2020-11-29,1.141
2020-11-30,1.137
2020-12-01,1.131
2020-12-02,1.13
2020-12-03,1.119
2020-12-04,1.114
2020-12-05,1.114
2020-12-06,1.114
2020-12-07,1.102
2020-12-08,1.099
2020-12-09,1.102
2020-12-10,1.111
2020-12-11,1.113
2020-12-12,1.113
2020-12-13,1.113
2020-12-14,1.122
2020-12-15,1.097
2020-12-16,1.105
2020-12-17,1.088
2020-12-18,1.115
2020-12-19,1.115
2020-12-20,1.115
2020-12-21,1.089
2020-12-22,1.101
2020-12-23,1.106
2020-12-24,1.108
2020-12-25,1.108
2020-12-26,1.108
2020-12-27,1.108
2020-12-28,1.101
2020-12-29,1.108
2020-12-30,1.108
2020-12-31,1.109
2021-01-01,1.109
2021-01-02,1.109
2021-01-03,1.109
2021-01-04,1.119
2021-01-05,1.11
2021-01-06,1.102
2021-01-07,1.082
2021-01-08,1.077
2021-01-09,1.077
2021-01-10,1.077
2021-01-11,1.071
2021-01-12,1.086
2021-01-13,1.101
2021-01-14,1.115
2021-01-15,1.12
2021-01-16,1.12
2021-01-17,1.12
2021-01-18,1.12
2021-01-19,1.131
2021-01-20,1.103
2021-01-21,1.113
2021-01-22,1.131
2021-01-23,1.131
2021-01-24,1.131
2021-01-25,1.145
2021-01-26,1.166
2021-01-27,1.203
2021-01-28,1.17
2021-01-29,1.179
2021-01-30,1.179
2021-01-31,1.179
2021-02-01,1.161
2021-02-02,1.129
2021-02-03,1.137
2021-02-04,1.12
2021-02-05,1.086
2021-02-06,1.086
2021-02-07,1.086
2021-02-08,1.099
2021-02-09,1.111
2021-02-10,1.106
2021-02-11,1.098
2021-02-12,1.109
2021-02-13,1.109
2021-02-14,1.109
2021-02-15,1.109
2021-02-16,1.112
2021-02-17,1.094
2021-02-18,1.086
2021-02-19,1.109
2021-02-20,1.109
2021-02-21,1.109
2021-02-22,1.153
2021-02-23,1.157
2021-02-24,1.161
2021-02-25,1.162
2021-02-26,1.167
2021-02-27,1.167
2021-02-28,1.167
2021-03-01,1.142
2021-03-02,1.148
2021-03-03,1.171
2021-03-04,1.191
2021-03-05,1.179
2021-03-06,1.179
2021-03-07,1.179
2021-03-08,1.169
2021-03-09,1.157
2021-03-10,1.143
2021-03-11,1.114
2021-03-12,1.12
2021-03-13,1.12
2021-03-14,1.12
2021-03-15,1.085
2021-03-16,1.087
2021-03-17,1.084
2021-03-18,1.098
2021-03-19,1.08
2021-03-20,1.08
2021-03-21,1.08
2021-03-22,1.074
2021-03-23,1.083
2021-03-24,1.113
2021-03-25,1.152
2021-03-26,1.115
2021-03-27,1.115
2021-03-28,1.115
2021-03-29,1.111
2021-03-30,1.115
2021-03-31,1.116
2021-04-01,1.119
2021-04-02,1.119
2021-04-03,1.119
2021-04-04,1.119
2021-04-05,1.097
2021-04-06,1.081
2021-04-07,1.086
2021-04-08,1.109
2021-04-09,1.094
2021-04-10,1.094
2021-04-11,1.094
2021-04-12,1.085
2021-04-13,1.11
2021-04-14,1.121
2021-04-15,1.109
2021-04-16,1.104
2021-04-17,1.104
2021-04-18,1.104
2021-04-19,1.118
2021-04-20,1.166
2021-04-21,1.151
2021-04-22,1.157
2021-04-23,1.148
2021-04-24,1.148
2021-04-25,1.148
2021-04-26,1.136
2021-04-27,1.132
2021-04-28,1.144
2021-04-29,1.122
2021-04-30,1.127
2021-05-01,1.127
2021-05-02,1.127
2021-05-03,1.124
2021-05-04,1.136
2021-05-05,1.131
2021-05-06,1.12
2021-05-07,1.085
2021-05-08,1.085
2021-05-09,1.085
2021-05-10,1.096
2021-05-11,1.09
2021-05-12,1.121
2021-05-13,1.119
2021-05-14,1.1
2021-05-15,1.1
2021-05-16,1.1
2021-05-17,1.096
2021-05-18,1.103
2021-05-19,1.124
2021-05-20,1.122
2021-05-21,1.127
2021-05-22,1.127
2021-05-23,1.127
2021-05-24,1.115
2021-05-25,1.113
2021-05-26,1.092
2021-05-27,1.095
2021-05-28,1.093
2021-05-29,1.093
2021-05-30,1.093
2021-05-31,1.093
2021-06-01,1.109
2021-06-02,1.112
2021-06-03,1.112
2021-06-04,1.116
2021-06-05,1.116
2021-06-06,1.116
2021-06-07,1.114
2021-06-08,1.119
2021-06-09,1.132
2021-06-10,1.139
2021-06-11,1.131
2021-06-12,1.131
2021-06-13,1.131
2021-06-14,1.136
2021-06-15,1.12
2021-06-16,1.111
2021-06-17,1.124
2021-06-18,1.128
2021-06-19,1.128
2021-06-20,1.128
2021-06-21,1.114
2021-06-22,1.093
2021-06-23,1.088
2021-06-24,1.084
2021-06-25,0.951
2021-06-26,0.951
2021-06-27,0.951
2021-06-28,0.963
2021-06-29,0.941
2021-06-30,0.95
2021-07-01,0.929
2021-07-02,0.918
2021-07-03,0.918
2021-07-04,0.918
2021-07-05,0.918
2021-07-06,0.916
2021-07-07,0.921
2021-07-08,0.918
2021-07-09,0.916
2021-07-10,0.916
2021-07-11,0.916
2021-07-12,0.912
2021-07-13,0.913
2021-07-14,0.913
2021-07-15,0.912
2021-07-16,0.923
2021-07-17,0.923
2021-07-18,0.923
2021-07-19,0.935
2021-07-20,0.924
2021-07-21,0.916
2021-07-22,0.918
2021-07-23,0.9
2021-07-24,0.9
2021-07-25,0.9
2021-07-26,0.907
2021-07-27,0.91
2021-07-28,0.91
2021-07-29,0.901
2021-07-30,0.899
2021-07-31,0.899
2021-08-01,0.899
2021-08-02,0.892
2021-08-03,0.879
2021-08-04,0.876
2021-08-05,0.866
2021-08-06,0.871
2021-08-07,0.871
2021-08-08,0.871
2021-08-09,0.876
2021-08-10,0.874
2021-08-11,0.879
2021-08-12,0.882
2021-08-13,0.877
2021-08-14,0.877
2021-08-15,0.877
2021-08-16,0.873
2021-08-17,0.882
2021-08-18,0.892
2021-08-19,0.909
2021-08-20,0.897
2021-08-21,0.897
2021-08-22,0.897
2021-08-23,0.887
2021-08-24,0.886
2021-08-25,0.886
2021-08-26,0.902
2021-08-27,0.897
2021-08-28,0.897
2021-08-29,0.897
2021-08-30,0.894
2021-08-31,0.912
2021-09-01,0.913
2021-09-02,0.918
2021-09-03,0.92
2021-09-04,0.92
2021-09-05,0.92
2021-09-06,0.92
2021-09-07,0.924
2021-09-08,0.935
2021-09-09,0.92
2021-09-10,0.919
2021-09-11,0.919
2021-09-12,0.919
2021-09-13,0.942
2021-09-14,0.947
2021-09-15,0.952
2021-09-16,0.954
2021-09-17,0.954
2021-09-18,0.954
2021-09-19,0.954
2021-09-20,0.967
2021-09-21,0.962
2021-09-22,0.947
2021-09-23,0.927
2021-09-24,1.013
2021-09-25,1.013
2021-09-26,1.013
2021-09-27,1.023
2021-09-28,1.043
2021-09-29,1.038
2021-09-30,1.043
2021-10-01,1.03
2021-10-02,1.03
2021-10-03,1.03
2021-10-04,1.03
2021-10-05,1.016
2021-10-06,1.024
2021-10-07,1.004
2021-10-08,1.0
2021-10-09,1.0
2021-10-10,1.0
2021-10-11,1.014
2021-10-12,0.985
2021-10-13,0.967
2021-10-14,0.962
2021-10-15,0.956
2021-10-16,0.956
2021-10-17,0.956
2021-10-18,0.948
2021-10-19,0.957
2021-10-20,0.954
2021-10-21,0.932
2021-10-22,0.924
2021-10-23,0.924
2021-10-24,0.924
2021-10-25,0.92
2021-10-26,0.923
2021-10-27,0.931
2021-10-28,0.919
2021-10-29,0.903
2021-10-30,0.903
2021-10-31,0.903
2021-11-01,0.908
2021-11-02,0.9
2021-11-03,0.876
2021-11-04,0.861
2021-11-05,0.851
2021-11-06,0.851
2021-11-07,0.851
2021-11-08,0.879
2021-11-09,0.869
2021-11-10,0.898
2021-11-11,0.905
2021-11-12,0.894
2021-11-13,0.894
2021-11-14,0.894
2021-11-15,0.895
2021-11-16,0.879
2021-11-17,0.88
2021-11-18,0.882
2021-11-19,0.864
2021-11-20,0.864
2021-11-21,0.864
2021-11-22,0.867
2021-11-23,0.878
2021-11-24,0.878
2021-11-25,0.878
2021-11-26,0.899
2021-11-27,0.899
2021-11-28,0.899
2021-11-29,0.89
2021-11-30,0.893
2021-12-01,0.894
2021-12-02,0.877
2021-12-03,0.874
2021-12-04,0.874
2021-12-05,0.874
2021-12-06,0.881
2021-12-07,0.869
2021-12-08,0.874
2021-12-09,0.885
2021-12-10,0.88
2021-12-11,0.88
2021-12-12,0.88
2021-12-13,0.892
2021-12-14,0.899
2021-12-15,0.905
2021-12-16,0.911
2021-12-17,0.915
2021-12-18,0.915
2021-12-19,0.915
2021-12-20,0.943
2021-12-21,0.883
2021-12-22,0.889
2021-12-23,0.888
2021-12-24,0.888
2021-12-25,0.888
2021-12-26,0.888
2021-12-27,0.876
2021-12-28,0.882
2021-12-29,0.87
2021-12-30,0.877
2021-12-31,0.881
2022-01-01,0.881
2022-01-02,0.881
2022-01-03,0.892
2022-01-04,0.882
2022-01-05,0.906
2022-01-06,0.912
2022-01-07,0.958
2022-01-08,0.958
2022-01-09,0.958
2022-01-10,0.999
2022-01-11,1.0
2022-01-12,0.988
2022-01-13,1.005
2022-01-14,1.001
2022-01-15,1.001
2022-01-16,1.001
2022-01-17,1.001
2022-01-18,1.01
2022-01-19,1.022
2022-01-20,1.039
2022-01-21,1.038
2022-01-22,1.038
2022-01-23,1.038
2022-01-24,1.016
2022-01-25,1.02
2022-01-26,1.03
2022-01-27,1.026
2022-01-28,1.017
2022-01-29,1.017
2022-01-30,1.017
2022-01-31,1.002
2022-02-01,1.001
2022-02-02,0.998
2022-02-03,1.021
2022-02-04,1.02
2022-02-05,1.02
2022-02-06,1.02
2022-02-07,1.022
2022-02-08,1.034
2022-02-09,1.014
2022-02-10,1.024
2022-02-11,1.058
2022-02-12,1.058
2022-02-13,1.058
2022-02-14,1.048
2022-02-15,1.019
2022-02-16,1.013
2022-02-17,1.039
2022-02-18,1.038
2022-02-19,1.038
2022-02-20,1.038
2022-02-21,1.038
2022-02-22,1.074
2022-02-23,1.084
2022-02-24,1.082
2022-02-25,1.069
2022-02-26,1.069
2022-02-27,1.069
2022-02-28,1.087
2022-03-01,1.122
2022-03-02,1.093
2022-03-03,1.107
2022-03-04,1.128
2022-03-05,1.128
2022-03-06,1.128
2022-03-07,1.19
2022-03-08,1.211
2022-03-09,1.156
2022-03-10,1.165
2022-03-11,1.197
2022-03-12,1.197
2022-03-13,1.197
2022-03-14,1.26
2022-03-15,1.241
2022-03-16,1.181
2022-03-17,1.16
2022-03-18,1.126
2022-03-19,1.126
2022-03-20,1.126
2022-03-21,1.126
2022-03-22,1.102
2022-03-23,1.104
2022-03-24,1.111
2022-03-25,1.098
2022-03-26,1.098
2022-03-27,1.098
2022-03-28,1.089
2022-03-29,1.055
2022-03-30,1.06
2022-03-31,1.091
2022-04-01,1.099
2022-04-02,1.099
2022-04-03,1.099
2022-04-04,1.093
2022-04-05,1.11
2022-04-06,1.148
2022-04-07,1.139
2022-04-08,1.15
2022-04-09,1.15
2022-04-10,1.15
2022-04-11,1.18
2022-04-12,1.18
2022-04-13,1.157
2022-04-14,1.105
2022-04-15,1.105
2022-04-16,1.105
2022-04-17,1.105
2022-04-18,1.121
2022-04-19,1.076
2022-04-20,1.086
2022-04-21,1.089
2022-04-22,1.143
2022-04-23,1.143
2022-04-24,1.143
2022-04-25,1.153
2022-04-26,1.224
2022-04-27,1.217
2022-04-28,1.161
2022-04-29,1.183
2022-04-30,1.183
2022-05-01,1.183
2022-05-02,1.17
2022-05-03,1.201
2022-05-04,1.17
2022-05-05,1.243
2022-05-06,1.288
2022-05-07,1.288
2022-05-08,1.288
2022-05-09,1.326
2022-05-10,1.347
2022-05-11,1.367
2022-05-12,1.367
2022-05-13,1.305
2022-05-14,1.305
2022-05-15,1.305
2022-05-16,1.316
2022-05-17,1.279
2022-05-18,1.355
2022-05-19,1.393
2022-05-20,1.373
2022-05-21,1.373
2022-05-22,1.373
2022-05-23,1.365
2022-05-24,1.382
2022-05-25,1.37
2022-05-26,1.312
2022-05-27,1.278
2022-05-28,1.278
2022-05-29,1.278
2022-05-30,1.278
2022-05-31,1.247
2022-06-01,1.249
2022-06-02,1.201
2022-06-03,1.223
2022-06-04,1.223
2022-06-05,1.223
2022-06-06,1.23
2022-06-07,1.215
2022-06-08,1.208
2022-06-09,1.247
2022-06-10,1.281
2022-06-11,1.281
2022-06-12,1.281
2022-06-13,1.331
2022-06-14,1.332
2022-06-15,1.3
2022-06-16,1.377
2022-06-17,1.374
2022-06-18,1.374
2022-06-19,1.374
2022-06-20,1.374
2022-06-21,1.357
2022-06-22,1.405
2022-06-23,1.361
2022-06-24,1.301
2022-06-25,1.301
2022-06-26,1.301
2022-06-27,1.313
2022-06-28,1.403
2022-06-29,1.397
2022-06-30,1.412
2022-07-01,1.426
2022-07-02,1.426
2022-07-03,1.426
2022-07-04,1.426
2022-07-05,1.383
2022-07-06,1.384
2022-07-07,1.334
2022-07-08,1.337
2022-07-09,1.337
2022-07-10,1.337
2022-07-11,1.373
2022-07-12,1.391
2022-07-13,1.367
2022-07-14,1.399
2022-07-15,1.379
2022-07-16,1.379
2022-07-17,1.379
2022-07-18,1.389
2022-07-19,1.322
2022-07-20,1.3
2022-07-21,1.294
2022-07-22,1.323
2022-07-23,1.323
2022-07-24,1.323
2022-07-25,1.321
2022-07-26,1.373
2022-07-27,1.339
2022-07-28,1.287
2022-07-29,1.25
2022-07-30,1.25
2022-07-31,1.25
2022-08-01,1.257
2022-08-02,1.285
2022-08-03,1.257
2022-08-04,1.255
2022-08-05,1.262
2022-08-06,1.262
2022-08-07,1.262
2022-08-08,1.26
2022-08-09,1.305
2022-08-10,1.271
2022-08-11,1.26
2022-08-12,1.239
2022-08-13,1.239
2022-08-14,1.239
2022-08-15,1.236
2022-08-16,1.218
2022-08-17,1.228
2022-08-18,1.239
2022-08-19,1.271
2022-08-20,1.271
2022-08-21,1.271
2022-08-22,1.303
2022-08-23,1.299
2022-08-24,1.291
2022-08-25,1.27
2022-08-26,1.328
2022-08-27,1.328
2022-08-28,1.328
2022-08-29,1.333
2022-08-30,1.336
2022-08-31,1.358
2022-09-01,1.358
2022-09-02,1.364
2022-09-03,1.364
2022-09-04,1.364
2022-09-05,1.364
2022-09-06,1.371
2022-09-07,1.329
2022-09-08,1.326
2022-09-09,1.291
2022-09-10,1.291
2022-09-11,1.291
2022-09-12,1.275
2022-09-13,1.355
2022-09-14,1.339
2022-09-15,1.358
2022-09-16,1.376
2022-09-17,1.376
2022-09-18,1.376
2022-09-19,1.336
2022-09-20,1.4
2022-09-21,1.437
2022-09-22,1.459
2022-09-23,1.482
2022-09-24,1.482
2022-09-25,1.482
2022-09-26,1.497
2022-09-27,1.493
2022-09-28,1.457
2022-09-29,1.494
2022-09-30,1.7
2022-10-01,1.7
2022-10-02,1.7
2022-10-03,1.655
2022-10-04,1.594
2022-10-05,1.559
2022-10-06,1.575
2022-10-07,1.63
2022-10-08,1.63
2022-10-09,1.63
2022-10-10,1.638
2022-10-11,1.603
2022-10-12,1.593
2022-10-13,1.575
2022-10-14,1.611
2022-10-15,1.611
2022-10-16,1.611
2022-10-17,1.567
2022-10-18,1.572
2022-10-19,1.592
2022-10-20,1.626
2022-10-21,1.596
2022-10-22,1.596
2022-10-23,1.596
2022-10-24,1.605
2022-10-25,1.54
2022-10-26,1.529
2022-10-27,1.559
2022-10-28,1.504
2022-10-29,1.504
2022-10-30,1.504
2022-10-31,1.52
2022-11-01,1.503
2022-11-02,1.561
2022-11-03,1.559
2022-11-04,1.471
2022-11-05,1.471
2022-11-06,1.471
2022-11-07,1.508
2022-11-08,1.503
2022-11-09,1.53
2022-11-10,1.416
2022-11-11,1.328
2022-11-12,1.328
2022-11-13,1.328
2022-11-14,1.35
2022-11-15,1.321
2022-11-16,1.339
2022-11-17,1.337
2022-11-18,1.337
2022-11-19,1.337
2022-11-20,1.337
2022-11-21,1.357
2022-11-22,1.33
2022-11-23,1.321
2022-11-24,1.321
2022-11-25,1.33
2022-11-26,1.33
2022-11-27,1.33
2022-11-28,1.343
2022-11-29,1.326
2022-11-30,1.285
2022-12-01,1.268
2022-12-02,1.252
2022-12-03,1.252
2022-12-04,1.252
2022-12-05,1.282
2022-12-06,1.302
2022-12-07,1.296
2022-12-08,1.261
2022-12-09,1.283
2022-12-10,1.283
2022-12-11,1.283
2022-12-12,1.253
2022-12-13,1.244
2022-12-14,1.261
2022-12-15,1.295
2022-12-16,1.335
2022-12-17,1.335
2022-12-18,1.335
2022-12-19,1.372
2022-12-20,1.379
2022-12-21,1.238
2022-12-22,1.234
2022-12-23,1.239
2022-12-24,1.239
2022-12-25,1.239
2022-12-26,1.239
2022-12-27,1.225
2022-12-28,1.253
2022-12-29,1.227
2022-12-30,1.231
2022-12-31,1.231
2023-01-01,1.231
2023-01-02,1.231
2023-01-03,1.213
2023-01-04,1.188
2023-01-05,1.194
2023-01-06,1.157
2023-01-07,1.157
2023-01-08,1.157
2023-01-09,1.154
2023-01-10,1.145
2023-01-11,1.127
2023-01-12,1.128
2023-01-13,1.12
2023-01-14,1.12
2023-01-15,1.12
2023-01-16,1.12
2023-01-17,1.125
2023-01-18,1.14
2023-01-19,1.158
2023-01-20,1.138
2023-01-21,1.138
2023-01-22,1.138
2023-01-23,1.124
2023-01-24,1.137
2023-01-25,1.135
2023-01-26,1.128
2023-01-27,1.128
2023-01-28,1.128
2023-01-29,1.128
2023-01-30,1.138
2023-01-31,1.13
2023-02-01,1.111
2023-02-02,1.115
2023-02-03,1.127
2023-02-04,1.127
2023-02-05,1.127
2023-02-06,1.144
2023-02-07,1.148
2023-02-08,1.17
2023-02-09,1.177
2023-02-10,1.177
2023-02-11,1.177
2023-02-12,1.177
2023-02-13,1.149
2023-02-14,1.14
2023-02-15,1.128
2023-02-16,1.156
2023-02-17,1.152
2023-02-18,1.152
2023-02-19,1.152
2023-02-20,1.152
2023-02-21,1.188
2023-02-22,1.2
2023-02-23,1.199
2023-02-24,1.219
2023-02-25,1.219
2023-02-26,1.219
2023-02-27,1.214
2023-02-28,1.211
2023-03-01,1.213
2023-03-02,1.203
2023-03-03,1.186
2023-03-04,1.186
2023-03-05,1.186
2023-03-06,1.194
2023-03-07,1.199
2023-03-08,1.197
2023-03-09,1.217
2023-03-10,1.221
2023-03-11,1.221
2023-03-12,1.221
2023-03-13,1.227
2023-03-14,1.205
2023-03-15,1.214
2023-03-16,1.191
2023-03-17,1.193
2023-03-18,1.193
2023-03-19,1.193
2023-03-20,1.185
2023-03-21,1.148
2023-03-22,1.209
2023-03-23,1.198
2023-03-24,1.201
2023-03-25,1.201
2023-03-26,1.201
2023-03-27,1.227
2023-03-28,1.226
2023-03-29,1.2
2023-03-30,1.204
2023-03-31,1.179
2023-04-01,1.179
2023-04-02,1.179
2023-04-03,1.188
2023-04-04,1.169
2023-04-05,1.196
2023-04-06,1.203
2023-04-07,1.203
2023-04-08,1.203
2023-04-09,1.203
2023-04-10,1.189
2023-04-11,1.176
2023-04-12,1.172
2023-04-13,1.146
2023-04-14,1.15
2023-04-15,1.15
2023-04-16,1.15
2023-04-17,1.148
2023-04-18,1.148
2023-04-19,1.153
2023-04-20,1.164
2023-04-21,1.154
2023-04-22,1.154
2023-04-23,1.154
2023-04-24,1.14
2023-04-25,1.162
2023-04-26,1.163
2023-04-27,1.146
2023-04-28,1.137
2023-04-29,1.137
2023-04-30,1.137
2023-05-01,1.126
2023-05-02,1.132
2023-05-03,1.137
2023-05-04,1.165
2023-05-05,1.138
2023-05-06,1.138
2023-05-07,1.138
2023-05-08,1.135
2023-05-09,1.151
2023-05-10,1.166
2023-05-11,1.179
2023-05-12,1.198
2023-05-13,1.198
2023-05-14,1.198
2023-05-15,1.202
2023-05-16,1.237
2023-05-17,1.231
2023-05-18,1.205
2023-05-19,1.248
2023-05-20,1.248
2023-05-21,1.248
2023-05-22,1.3
2023-05-23,1.317
2023-05-24,1.323
2023-05-25,1.333
2023-05-26,1.332
2023-05-27,1.332
2023-05-28,1.332
2023-05-29,1.332
2023-05-30,1.345
2023-05-31,1.361
2023-06-01,1.382
2023-06-02,1.325
2023-06-03,1.325
2023-06-04,1.325
2023-06-05,1.357
2023-06-06,1.344
2023-06-07,1.333
2023-06-08,1.344
2023-06-09,1.349
2023-06-10,1.349
2023-06-11,1.349
2023-06-12,1.336
2023-06-13,1.337
2023-06-14,1.265
2023-06-15,1.267
2023-06-16,1.254
2023-06-17,1.254
2023-06-18,1.254
2023-06-19,1.254
2023-06-20,1.304
2023-06-21,1.298
2023-06-22,1.293
