,CNP US Equity
2023-06-28,2.759
2023-06-29,2.76
2023-06-30,2.719
2023-07-01,2.719
2023-07-02,2.719
2023-07-03,2.692
2023-07-04,2.692
2023-07-05,2.675
2023-07-06,2.691
2023-07-07,2.689
2023-07-08,2.689
2023-07-09,2.689
2023-07-10,2.691
2023-07-11,2.653
2023-07-12,2.611
2023-07-13,2.605
2023-07-14,2.632
2023-07-15,2.632
2023-07-16,2.632
2023-07-17,2.671
2023-07-18,2.693
2023-07-19,2.658
2023-07-20,2.62
2023-07-21,2.588
2023-07-22,2.588
2023-07-23,2.588
2023-07-24,2.591
2023-07-25,2.572
2023-07-26,2.564
2023-07-27,2.645
2023-07-28,2.668
2023-07-29,2.668
2023-07-30,2.668
2023-07-31,2.665
2023-08-01,2.719
2023-08-02,2.696
2023-08-03,2.732
2023-08-04,2.762
2023-08-05,2.762
2023-08-06,2.762
2023-08-07,2.765
2023-08-08,2.773
2023-08-09,2.766
2023-08-10,2.789
2023-08-11,2.77
2023-08-12,2.77
2023-08-13,2.77
2023-08-14,2.787
2023-08-15,2.839
2023-08-16,2.834
2023-08-17,2.845
2023-08-18,2.826
2023-08-19,2.826
2023-08-20,2.826
2023-08-21,2.817
2023-08-22,2.819
2023-08-23,2.836
2023-08-24,2.896
2023-08-25,2.858
2023-08-26,2.858
2023-08-27,2.858
2023-08-28,2.858
2023-08-29,2.868
2023-08-30,2.889
2023-08-31,2.892
2023-09-01,2.917
2023-09-02,2.917
2023-09-03,2.917
2023-09-04,2.917
2023-09-05,2.952
2023-09-06,2.952
2023-09-07,2.89
2023-09-08,2.855
2023-09-09,2.855
2023-09-10,2.855
2023-09-11,2.853
2023-09-12,2.854
2023-09-13,2.82
2023-09-14,2.787
2023-09-15,2.777
2023-09-16,2.777
2023-09-17,2.777
2023-09-18,2.771
2023-09-19,2.787
2023-09-20,2.803
2023-09-21,2.845
2023-09-22,2.854
2023-09-23,2.854
2023-09-24,2.854
2023-09-25,2.855
2023-09-26,2.96
2023-09-27,2.975
2023-09-28,3.025
2023-09-29,3.008
2023-09-30,3.008
2023-10-01,3.008
2023-10-02,3.133
2023-10-03,3.061
2023-10-04,3.039
2023-10-05,3.03
2023-10-06,3.002
2023-10-07,3.002
2023-10-08,3.002
2023-10-09,2.956
2023-10-10,2.937
2023-10-11,2.907
2023-10-12,2.93
2023-10-13,2.926
2023-10-14,2.926
2023-10-15,2.926
2023-10-16,2.904
2023-10-17,2.887
2023-10-18,2.914
2023-10-19,2.937
2023-10-20,2.98
2023-10-21,2.98
2023-10-22,2.98
2023-10-23,3.018
2023-10-24,2.96
2023-10-25,2.945
2023-10-26,2.93
2023-10-27,3.038
2023-10-28,3.038
2023-10-29,3.038
2023-10-30,3.015
2023-10-31,3.016
2023-11-01,2.968
2023-11-02,2.949
2023-11-03,2.96
2023-11-04,2.96
2023-11-05,2.96
2023-11-06,2.976
2023-11-07,2.982
2023-11-08,3.018
2023-11-09,3.03
2023-11-10,2.989
2023-11-11,2.989
2023-11-12,2.989
2023-11-13,3.033
2023-11-14,2.93
2023-11-15,2.934
2023-11-16,2.91
2023-11-17,2.895
2023-11-18,2.895
2023-11-19,2.895
2023-11-20,2.917
2023-11-21,2.927
2023-11-22,2.896
2023-11-23,2.896
2023-11-24,2.882
2023-11-25,2.882
2023-11-26,2.882
2023-11-27,2.88
2023-11-28,2.859
2023-11-29,2.882
2023-11-30,2.844
2023-12-01,2.792
2023-12-02,2.792
2023-12-03,2.792
2023-12-04,2.786
2023-12-05,2.815
2023-12-06,2.793
2023-12-07,2.795
2023-12-08,2.794
2023-12-09,2.794
2023-12-10,2.794
2023-12-11,2.767
2023-12-12,2.771
2023-12-13,2.662
2023-12-14,2.713
2023-12-15,2.792
2023-12-16,2.792
2023-12-17,2.792
2023-12-18,2.797
2023-12-19,2.782
2023-12-20,2.848
2023-12-21,2.848
2023-12-22,2.84
2023-12-23,2.84
2023-12-24,2.84
2023-12-25,2.84
2023-12-26,2.828
2023-12-27,2.84
2023-12-28,2.822
2023-12-29,2.821
2023-12-30,2.821
2023-12-31,2.821
2024-01-01,2.821
2024-01-02,2.778
2024-01-03,2.766
2024-01-04,2.771
2024-01-05,2.756
2024-01-06,2.756
2024-01-07,2.756
2024-01-08,2.74
2024-01-09,2.757
2024-01-10,2.755
2024-01-11,2.843
2024-01-12,2.821
2024-01-13,2.821
2024-01-14,2.821
2024-01-15,2.821
2024-01-16,2.825
2024-01-17,2.873
2024-01-18,2.902
2024-01-19,2.902
2024-01-20,2.902
2024-01-21,2.902
2024-01-22,2.93
2024-01-23,2.941
2024-01-24,2.98
2024-01-25,2.939
2024-01-26,2.927
2024-01-27,2.927
2024-01-28,2.927
2024-01-29,2.891
2024-01-30,2.885
2024-01-31,2.888
2024-02-01,2.843
2024-02-02,2.887
2024-02-03,2.887
2024-02-04,2.887
2024-02-05,2.931
2024-02-06,2.922
2024-02-07,2.927
2024-02-08,2.942
2024-02-09,2.931
2024-02-10,2.931
2024-02-11,2.931
2024-02-12,2.908
2024-02-13,2.941
2024-02-14,2.929
2024-02-15,2.874
2024-02-16,2.873
2024-02-17,2.873
2024-02-18,2.873
2024-02-19,2.873
2024-02-20,2.882
2024-02-21,2.832
2024-02-22,2.874
2024-02-23,2.874
2024-02-24,2.874
2024-02-25,2.874
2024-02-26,2.938
2024-02-27,2.901
2024-02-28,2.918
2024-02-29,2.916
2024-03-01,2.923
2024-03-02,2.923
2024-03-03,2.923
2024-03-04,2.87
2024-03-05,2.876
2024-03-06,2.834
2024-03-07,2.833
2024-03-08,2.831
2024-03-09,2.831
2024-03-10,2.831
2024-03-11,2.812
2024-03-12,2.851
2024-03-13,2.864
2024-03-14,2.879
2024-03-15,2.878
2024-03-16,2.878
2024-03-17,2.878
2024-03-18,2.87
2024-03-19,2.85
2024-03-20,2.861
2024-03-21,2.872
2024-03-22,2.889
2024-03-23,2.889
2024-03-24,2.889
2024-03-25,2.913
2024-03-26,2.953
2024-03-27,2.842
2024-03-28,2.822
2024-03-29,2.822
2024-03-30,2.822
2024-03-31,2.822
2024-04-01,2.822
2024-04-02,2.816
2024-04-03,2.845
2024-04-04,2.851
2024-04-05,2.859
2024-04-06,2.859
2024-04-07,2.859
2024-04-08,2.842
