,FHB US Equity
2021-08-21,4.285
2021-08-22,4.285
2021-08-23,4.285
2021-08-24,4.285
2021-08-25,4.285
2021-08-26,4.285
2021-08-27,4.285
2021-08-28,4.285
2021-08-29,4.285
2021-08-30,4.285
2021-08-31,4.285
2021-09-01,4.285
2021-09-02,4.285
2021-09-03,4.285
2021-09-04,4.285
2021-09-05,4.285
2021-09-06,4.285
2021-09-07,4.285
2021-09-08,4.285
2021-09-09,4.285
2021-09-10,4.285
2021-09-11,4.285
2021-09-12,4.285
2021-09-13,4.285
2021-09-14,4.285
2021-09-15,4.285
2021-09-16,4.285
2021-09-17,4.285
2021-09-18,4.285
2021-09-19,4.285
2021-09-20,4.285
2021-09-21,4.285
2021-09-22,4.285
2021-09-23,4.285
2021-09-24,4.285
2021-09-25,4.285
2021-09-26,4.285
2021-09-27,4.285
2021-09-28,4.285
2021-09-29,4.285
2021-09-30,4.285
2021-10-01,4.285
2021-10-02,4.285
2021-10-03,4.285
2021-10-04,4.285
2021-10-05,4.285
2021-10-06,4.285
2021-10-07,4.285
2021-10-08,4.285
2021-10-09,4.285
2021-10-10,4.285
2021-10-11,4.285
2021-10-12,4.285
2021-10-13,4.285
2021-10-14,4.285
2021-10-15,4.285
2021-10-16,4.285
2021-10-17,4.285
2021-10-18,4.285
2021-10-19,4.285
2021-10-20,4.285
2021-10-21,4.285
2021-10-22,4.285
2021-10-23,4.285
2021-10-24,4.285
2021-10-25,4.285
2021-10-26,4.285
2021-10-27,4.285
2021-10-28,4.285
2021-10-29,4.285
2021-10-30,4.285
2021-10-31,4.285
2021-11-01,4.285
2021-11-02,4.285
2021-11-03,4.285
2021-11-04,4.285
2021-11-05,4.285
2021-11-06,4.285
2021-11-07,4.285
2021-11-08,4.285
2021-11-09,4.285
2021-11-10,4.285
2021-11-11,4.285
2021-11-12,4.285
2021-11-13,4.285
2021-11-14,4.285
2021-11-15,4.285
2021-11-16,4.285
2021-11-17,4.285
2021-11-18,4.285
2021-11-19,4.285
2021-11-20,4.285
2021-11-21,4.285
2021-11-22,4.285
2021-11-23,4.285
2021-11-24,4.285
2021-11-25,4.285
2021-11-26,4.285
2021-11-27,4.285
2021-11-28,4.285
2021-11-29,4.285
2021-11-30,4.285
2021-12-01,4.285
2021-12-02,4.285
2021-12-03,4.285
2021-12-04,4.285
2021-12-05,4.285
2021-12-06,4.285
2021-12-07,4.285
2021-12-08,4.285
2021-12-09,4.285
2021-12-10,4.285
2021-12-11,4.285
2021-12-12,4.285
2021-12-13,4.285
2021-12-14,4.285
2021-12-15,4.285
2021-12-16,4.285
2021-12-17,4.285
2021-12-18,4.285
2021-12-19,4.285
2021-12-20,4.285
2021-12-21,4.285
2021-12-22,4.285
2021-12-23,4.285
2021-12-24,4.285
2021-12-25,4.285
2021-12-26,4.285
2021-12-27,4.285
2021-12-28,4.285
2021-12-29,4.285
2021-12-30,4.285
2021-12-31,4.285
2022-01-01,4.285
2022-01-02,4.285
2022-01-03,4.285
2022-01-04,4.285
2022-01-05,4.285
2022-01-06,4.285
2022-01-07,4.285
2022-01-08,4.285
2022-01-09,4.285
2022-01-10,4.285
2022-01-11,4.285
2022-01-12,4.285
2022-01-13,4.285
2022-01-14,4.285
2022-01-15,4.285
2022-01-16,4.285
2022-01-17,4.285
2022-01-18,4.285
2022-01-19,4.285
2022-01-20,4.285
2022-01-21,4.285
2022-01-22,4.285
2022-01-23,4.285
2022-01-24,5.102
2022-01-25,5.081
2022-01-26,5.102
2022-01-27,5.194
2022-01-28,5.19
2022-01-29,5.19
2022-01-30,5.19
2022-01-31,5.161
2022-02-01,5.063
2022-02-02,5.114
2022-02-03,5.129
2022-02-04,5.086
2022-02-05,5.086
2022-02-06,5.086
2022-02-07,5.088
2022-02-08,4.942
2022-02-09,5.001
2022-02-10,5.013
2022-02-11,5.016
2022-02-12,5.016
2022-02-13,5.016
2022-02-14,5.082
2022-02-15,4.942
2022-02-16,4.942
2022-02-17,5.017
2022-02-18,4.97
2022-02-19,4.97
2022-02-20,4.97
2022-02-21,4.97
2022-02-22,4.975
2022-02-23,5.076
2022-02-24,5.171
2022-02-25,4.981
2022-02-26,4.981
2022-02-27,4.981
2022-02-28,4.989
2022-03-01,5.289
2022-03-02,5.109
2022-03-03,5.107
2022-03-04,5.221
2022-03-05,5.221
2022-03-06,5.221
2022-03-07,5.328
2022-03-08,5.356
2022-03-09,5.211
2022-03-10,5.234
2022-03-11,5.174
2022-03-12,5.174
2022-03-13,5.174
2022-03-14,5.149
2022-03-15,5.141
2022-03-16,5.001
2022-03-17,5.024
2022-03-18,5.039
2022-03-19,5.039
2022-03-20,5.039
2022-03-21,5.036
2022-03-22,4.994
2022-03-23,5.187
2022-03-24,5.105
2022-03-25,4.958
2022-03-26,4.958
2022-03-27,4.958
2022-03-28,5.015
2022-03-29,4.943
2022-03-30,5.105
2022-03-31,5.2
2022-04-01,4.788
2022-04-02,4.788
2022-04-03,4.788
2022-04-04,4.674
2022-04-05,4.75
2022-04-06,4.76
2022-04-07,4.774
2022-04-08,4.774
2022-04-09,4.774
2022-04-10,4.774
2022-04-11,4.758
2022-04-12,4.828
2022-04-13,4.816
2022-04-14,4.885
2022-04-15,4.885
2022-04-16,4.885
2022-04-17,4.885
2022-04-18,4.878
2022-04-19,4.702
2022-04-20,4.711
2022-04-21,4.796
2022-04-22,5.006
2022-04-23,5.006
2022-04-24,5.006
2022-04-25,5.148
2022-04-26,5.31
2022-04-27,5.419
2022-04-28,5.393
2022-04-29,5.584
2022-04-30,5.584
2022-05-01,5.584
2022-05-02,5.514
2022-05-03,5.334
2022-05-04,5.232
2022-05-05,5.317
2022-05-06,5.297
2022-05-07,5.297
2022-05-08,5.297
2022-05-09,5.327
2022-05-10,5.319
2022-05-11,5.355
2022-05-12,5.366
2022-05-13,5.364
2022-05-14,5.364
2022-05-15,5.364
2022-05-16,5.41
2022-05-17,5.234
2022-05-18,5.272
2022-05-19,5.393
2022-05-20,5.333
2022-05-21,5.333
2022-05-22,5.333
2022-05-23,5.262
2022-05-24,5.314
2022-05-25,5.201
2022-05-26,5.142
2022-05-27,5.056
2022-05-28,5.056
2022-05-29,5.056
2022-05-30,5.056
2022-05-31,5.094
2022-06-01,5.152
2022-06-02,5.025
2022-06-03,5.09
2022-06-04,5.09
2022-06-05,5.09
2022-06-06,5.01
2022-06-07,5.008
2022-06-08,5.102
2022-06-09,5.268
2022-06-10,5.435
2022-06-11,5.435
2022-06-12,5.435
2022-06-13,5.615
2022-06-14,5.63
2022-06-15,5.669
2022-06-16,5.938
2022-06-17,5.9
2022-06-18,5.9
2022-06-19,5.9
2022-06-20,5.9
2022-06-21,5.889
2022-06-22,5.86
2022-06-23,5.992
2022-06-24,5.591
2022-06-25,5.591
2022-06-26,5.591
2022-06-27,5.069
2022-06-28,5.085
2022-06-29,5.149
2022-06-30,5.17
2022-07-01,5.136
2022-07-02,5.136
2022-07-03,5.136
2022-07-04,5.136
2022-07-05,5.156
2022-07-06,5.133
2022-07-07,5.071
2022-07-08,5.102
2022-07-09,5.102
2022-07-10,5.102
2022-07-11,5.147
2022-07-12,5.209
2022-07-13,5.341
2022-07-14,5.453
2022-07-15,5.315
2022-07-16,5.315
2022-07-17,5.315
2022-07-18,5.265
2022-07-19,5.087
2022-07-20,5.024
2022-07-21,5.0
2022-07-22,5.019
2022-07-23,5.019
2022-07-24,5.019
2022-07-25,4.952
2022-07-26,4.92
2022-07-27,4.802
2022-07-28,4.792
2022-07-29,4.606
2022-07-30,4.606
2022-07-31,4.606
2022-08-01,4.432
2022-08-02,4.437
2022-08-03,4.44
2022-08-04,4.47
2022-08-05,4.398
2022-08-06,4.398
2022-08-07,4.398
2022-08-08,4.372
2022-08-09,4.361
2022-08-10,4.292
2022-08-11,4.229
2022-08-12,4.14
2022-08-13,4.14
2022-08-14,4.14
2022-08-15,4.123
2022-08-16,4.119
2022-08-17,4.17
2022-08-18,4.169
2022-08-19,4.213
2022-08-20,4.213
2022-08-21,4.213
2022-08-22,4.298
2022-08-23,4.288
2022-08-24,4.3
2022-08-25,4.213
2022-08-26,4.308
2022-08-27,4.308
2022-08-28,4.308
2022-08-29,4.383
2022-08-30,4.363
2022-08-31,4.41
2022-09-01,4.455
2022-09-02,4.48
2022-09-03,4.48
2022-09-04,4.48
2022-09-05,4.48
2022-09-06,4.528
2022-09-07,4.452
2022-09-08,4.343
2022-09-09,4.296
2022-09-10,4.296
2022-09-11,4.296
2022-09-12,4.279
2022-09-13,4.431
2022-09-14,4.363
2022-09-15,4.354
2022-09-16,4.403
2022-09-17,4.403
2022-09-18,4.403
2022-09-19,4.247
2022-09-20,4.274
2022-09-21,4.31
2022-09-22,4.41
2022-09-23,4.487
2022-09-24,4.487
2022-09-25,4.487
2022-09-26,4.505
2022-09-27,4.583
2022-09-28,4.505
2022-09-29,4.581
2022-09-30,4.603
2022-10-01,4.603
2022-10-02,4.603
2022-10-03,4.537
2022-10-04,4.334
2022-10-05,4.402
2022-10-06,4.431
2022-10-07,4.539
2022-10-08,4.539
2022-10-09,4.539
2022-10-10,4.541
2022-10-11,4.55
2022-10-12,4.557
2022-10-13,4.41
2022-10-14,4.412
2022-10-15,4.412
2022-10-16,4.412
2022-10-17,4.293
2022-10-18,4.271
2022-10-19,4.316
2022-10-20,4.398
2022-10-21,4.344
2022-10-22,4.344
2022-10-23,4.344
2022-10-24,4.348
2022-10-25,4.346
2022-10-26,4.388
2022-10-27,4.395
2022-10-28,4.431
2022-10-29,4.431
2022-10-30,4.431
2022-10-31,4.411
2022-11-01,4.431
2022-11-02,4.457
2022-11-03,4.512
2022-11-04,4.405
2022-11-05,4.405
2022-11-06,4.405
2022-11-07,4.379
2022-11-08,4.372
2022-11-09,4.434
2022-11-10,4.19
2022-11-11,4.211
2022-11-12,4.211
2022-11-13,4.211
2022-11-14,4.283
2022-11-15,4.324
2022-11-16,4.324
2022-11-17,4.369
2022-11-18,4.342
2022-11-19,4.342
2022-11-20,4.342
2022-11-21,4.293
2022-11-22,4.196
2022-11-23,4.206
2022-11-24,4.206
2022-11-25,4.182
2022-11-26,4.182
2022-11-27,4.182
2022-11-28,4.275
2022-11-29,4.277
2022-11-30,4.208
2022-12-01,4.254
2022-12-02,4.264
2022-12-03,4.264
2022-12-04,4.264
2022-12-05,4.584
2022-12-06,4.586
2022-12-07,4.563
2022-12-08,4.497
2022-12-09,4.492
2022-12-10,4.492
2022-12-11,4.492
2022-12-12,4.412
2022-12-13,4.414
2022-12-14,4.444
2022-12-15,4.519
2022-12-16,4.561
2022-12-17,4.561
2022-12-18,4.561
2022-12-19,4.485
2022-12-20,4.431
2022-12-21,4.381
2022-12-22,4.4
2022-12-23,4.374
2022-12-24,4.374
2022-12-25,4.374
2022-12-26,4.374
2022-12-27,4.352
2022-12-28,4.379
2022-12-29,4.303
2022-12-30,4.29
2022-12-31,4.29
2023-01-01,4.29
2023-01-02,4.29
2023-01-03,4.287
2023-01-04,4.305
2023-01-05,4.325
2023-01-06,4.219
2023-01-07,4.219
2023-01-08,4.219
2023-01-09,4.251
2023-01-10,4.238
2023-01-11,4.206
2023-01-12,4.105
2023-01-13,4.13
2023-01-14,4.13
2023-01-15,4.13
2023-01-16,4.13
2023-01-17,4.176
2023-01-18,4.357
2023-01-19,4.388
2023-01-20,4.313
2023-01-21,4.313
2023-01-22,4.313
2023-01-23,4.338
2023-01-24,4.403
2023-01-25,4.393
2023-01-26,4.391
2023-01-27,4.172
2023-01-28,4.172
2023-01-29,4.172
2023-01-30,4.145
2023-01-31,4.063
2023-02-01,4.063
2023-02-02,4.012
2023-02-03,4.005
2023-02-04,4.005
2023-02-05,4.005
2023-02-06,4.054
2023-02-07,4.014
2023-02-08,4.063
2023-02-09,4.095
2023-02-10,4.116
2023-02-11,4.116
2023-02-12,4.116
2023-02-13,4.077
2023-02-14,4.114
2023-02-15,4.062
2023-02-16,4.118
2023-02-17,4.083
2023-02-18,4.083
2023-02-19,4.083
2023-02-20,4.083
2023-02-21,4.132
2023-02-22,4.133
2023-02-23,4.121
2023-02-24,4.072
2023-02-25,4.072
2023-02-26,4.072
2023-02-27,4.044
2023-02-28,4.038
2023-03-01,4.032
2023-03-02,4.194
2023-03-03,4.132
2023-03-04,4.132
2023-03-05,4.132
2023-03-06,4.222
2023-03-07,4.307
2023-03-08,4.334
2023-03-09,4.629
2023-03-10,4.796
2023-03-11,4.796
2023-03-12,4.796
2023-03-13,5.47
2023-03-14,5.217
2023-03-15,5.274
2023-03-16,5.096
2023-03-17,5.224
2023-03-18,5.224
2023-03-19,5.224
2023-03-20,5.202
2023-03-21,4.941
2023-03-22,5.264
2023-03-23,5.377
2023-03-24,5.292
2023-03-25,5.292
2023-03-26,5.292
2023-03-27,5.274
2023-03-28,5.202
2023-03-29,5.259
2023-03-30,5.406
2023-03-31,5.353
2023-04-01,5.353
2023-04-02,5.353
2023-04-03,5.377
2023-04-04,5.427
2023-04-05,5.481
2023-04-06,5.462
2023-04-07,5.462
2023-04-08,5.462
2023-04-09,5.462
2023-04-10,5.508
2023-04-11,5.398
2023-04-12,5.43
2023-04-13,5.387
2023-04-14,5.438
2023-04-15,5.438
2023-04-16,5.438
2023-04-17,5.353
2023-04-18,5.6
2023-04-19,5.44
2023-04-20,5.508
2023-04-21,5.592
2023-04-22,5.592
2023-04-23,5.592
2023-04-24,5.572
2023-04-25,5.816
2023-04-26,5.859
2023-04-27,5.699
2023-04-28,5.84
2023-04-29,5.84
2023-04-30,5.84
2023-05-01,6.129
2023-05-02,6.615
2023-05-03,6.557
2023-05-04,6.671
2023-05-05,6.53
2023-05-06,6.53
2023-05-07,6.53
2023-05-08,6.53
2023-05-09,6.683
2023-05-10,6.843
2023-05-11,7.145
2023-05-12,7.145
2023-05-13,7.145
2023-05-14,7.145
2023-05-15,6.851
2023-05-16,6.868
2023-05-17,6.496
2023-05-18,6.466
2023-05-19,6.594
2023-05-20,6.594
2023-05-21,6.594
2023-05-22,6.328
2023-05-23,6.335
2023-05-24,6.421
2023-05-25,6.52
2023-05-26,6.535
2023-05-27,6.535
2023-05-28,6.535
2023-05-29,6.535
2023-05-30,6.527
2023-05-31,6.666
2023-06-01,6.474
2023-06-02,6.086
2023-06-03,6.086
2023-06-04,6.086
2023-06-05,6.228
2023-06-06,5.878
2023-06-07,5.643
2023-06-08,5.722
2023-06-09,5.761
2023-06-10,5.761
2023-06-11,5.761
2023-06-12,5.713
2023-06-13,5.585
2023-06-14,5.74
2023-06-15,5.684
2023-06-16,5.722
2023-06-17,5.722
2023-06-18,5.722
2023-06-19,5.722
2023-06-20,5.831
2023-06-21,5.935
2023-06-22,6.117
