,MXIM US Equity
2020-08-17,2.92
2020-08-18,2.923
2020-08-19,2.92
2020-08-20,2.919
2020-08-21,2.939
2020-08-22,2.939
2020-08-23,2.939
2020-08-24,2.914
2020-08-25,2.843
2020-08-26,2.845
2020-08-27,2.856
2020-08-28,2.848
2020-08-29,2.848
2020-08-30,2.848
2020-08-31,2.922
2020-09-01,2.884
2020-09-02,2.828
2020-09-03,2.918
2020-09-04,2.912
2020-09-05,2.912
2020-09-06,2.912
2020-09-07,2.912
2020-09-08,3.06
2020-09-09,2.987
2020-09-10,3.014
2020-09-11,3.03
2020-09-12,3.03
2020-09-13,3.03
2020-09-14,3.014
2020-09-15,2.981
2020-09-16,2.982
2020-09-17,2.988
2020-09-18,3.024
2020-09-19,3.024
2020-09-20,3.024
2020-09-21,3.07
2020-09-22,3.038
2020-09-23,3.096
2020-09-24,3.079
2020-09-25,3.052
2020-09-26,3.052
2020-09-27,3.052
2020-09-28,2.94
2020-09-29,2.948
2020-09-30,2.958
2020-10-01,2.887
2020-10-02,3.013
2020-10-03,3.013
2020-10-04,3.013
2020-10-05,2.93
2020-10-06,2.959
2020-10-07,2.854
2020-10-08,2.8
2020-10-09,2.74
2020-10-10,2.74
2020-10-11,2.74
2020-10-12,2.677
2020-10-13,2.727
2020-10-14,2.742
2020-10-15,2.715
2020-10-16,2.736
2020-10-17,2.736
2020-10-18,2.736
2020-10-19,2.765
2020-10-20,2.748
2020-10-21,2.722
2020-10-22,2.719
2020-10-23,2.745
2020-10-24,2.745
2020-10-25,2.745
2020-10-26,2.807
2020-10-27,2.828
2020-10-28,2.869
2020-10-29,2.811
2020-10-30,2.833
2020-10-31,2.833
2020-11-01,2.833
2020-11-02,2.292
2020-11-03,2.26
2020-11-04,2.142
2020-11-05,2.054
2020-11-06,2.013
2020-11-07,2.013
2020-11-08,2.013
2020-11-09,1.974
2020-11-10,1.997
2020-11-11,1.956
2020-11-12,1.989
2020-11-13,1.971
2020-11-14,1.971
2020-11-15,1.971
2020-11-16,1.949
2020-11-17,1.981
2020-11-18,2.019
2020-11-19,1.971
2020-11-20,1.988
2020-11-21,1.988
2020-11-22,1.988
2020-11-23,1.957
2020-11-24,1.958
2020-11-25,1.966
2020-11-26,1.966
2020-11-27,1.942
2020-11-28,1.942
2020-11-29,1.942
2020-11-30,1.927
2020-12-01,1.9
2020-12-02,1.9
2020-12-03,1.905
2020-12-04,1.852
2020-12-05,1.852
2020-12-06,1.852
2020-12-07,1.854
2020-12-08,1.825
2020-12-09,1.883
2020-12-10,1.893
2020-12-11,1.9
2020-12-12,1.9
2020-12-13,1.9
2020-12-14,2.313
2020-12-15,2.286
2020-12-16,2.31
2020-12-17,2.298
2020-12-18,2.282
2020-12-19,2.282
2020-12-20,2.282
2020-12-21,2.316
2020-12-22,2.283
2020-12-23,2.299
2020-12-24,2.279
2020-12-25,2.279
2020-12-26,2.279
2020-12-27,2.279
2020-12-28,2.279
2020-12-29,2.294
2020-12-30,2.254
2020-12-31,2.226
2021-01-01,2.226
2021-01-02,2.226
2021-01-03,2.226
2021-01-04,2.255
2021-01-05,2.209
2021-01-06,2.199
2021-01-07,2.101
2021-01-08,2.09
2021-01-09,2.09
2021-01-10,2.09
2021-01-11,2.069
2021-01-12,2.059
2021-01-13,2.067
2021-01-14,2.052
2021-01-15,2.074
2021-01-16,2.074
2021-01-17,2.074
2021-01-18,2.074
2021-01-19,2.036
2021-01-20,2.051
2021-01-21,2.055
2021-01-22,2.107
2021-01-23,2.107
2021-01-24,2.107
2021-01-25,2.134
2021-01-26,2.118
2021-01-27,2.246
2021-01-28,1.498
2021-01-29,1.52
2021-01-30,1.52
2021-01-31,1.52
2021-02-01,1.471
2021-02-02,1.474
2021-02-03,1.517
2021-02-04,1.49
2021-02-05,1.494
2021-02-06,1.494
2021-02-07,1.494
2021-02-08,1.456
2021-02-09,1.461
2021-02-10,1.46
2021-02-11,1.404
2021-02-12,1.385
2021-02-13,1.385
2021-02-14,1.385
2021-02-15,1.385
2021-02-16,1.386
2021-02-17,1.394
2021-02-18,1.409
2021-02-19,1.358
2021-02-20,1.358
2021-02-21,1.358
2021-02-22,1.398
2021-02-23,1.415
2021-02-24,1.378
2021-02-25,1.454
2021-02-26,1.431
2021-02-27,1.431
2021-02-28,1.431
2021-03-01,1.401
2021-03-02,1.439
2021-03-03,1.489
2021-03-04,1.544
2021-03-05,1.506
2021-03-06,1.506
2021-03-07,1.506
2021-03-08,1.568
2021-03-09,1.513
2021-03-10,1.534
2021-03-11,1.495
2021-03-12,1.515
2021-03-13,1.515
2021-03-14,1.515
2021-03-15,1.499
2021-03-16,1.478
2021-03-17,1.463
2021-03-18,1.514
2021-03-19,1.492
2021-03-20,1.492
2021-03-21,1.492
2021-03-22,1.47
2021-03-23,1.5
2021-03-24,1.491
2021-03-25,1.508
2021-03-26,1.431
2021-03-27,1.431
2021-03-28,1.431
2021-03-29,1.464
2021-03-30,1.482
2021-03-31,1.459
2021-04-01,1.397
2021-04-02,1.397
2021-04-03,1.397
2021-04-04,1.397
2021-04-05,1.37
2021-04-06,1.378
2021-04-07,1.398
2021-04-08,1.38
2021-04-09,1.392
2021-04-10,1.392
2021-04-11,1.392
2021-04-12,1.403
2021-04-13,1.406
2021-04-14,1.415
2021-04-15,1.089
2021-04-16,1.093
2021-04-17,1.093
2021-04-18,1.093
2021-04-19,1.108
2021-04-20,1.123
2021-04-21,1.096
2021-04-22,1.116
2021-04-23,1.081
2021-04-24,1.081
2021-04-25,1.081
2021-04-26,1.065
2021-04-27,1.073
2021-04-28,1.1
2021-04-29,1.071
2021-04-30,1.106
2021-05-01,1.106
2021-05-02,1.106
2021-05-03,1.121
2021-05-04,1.117
2021-05-05,1.1
2021-05-06,1.092
2021-05-07,1.077
2021-05-08,1.077
2021-05-09,1.077
2021-05-10,1.123
2021-05-11,1.119
2021-05-12,1.156
2021-05-13,1.15
2021-05-14,1.12
2021-05-15,1.12
2021-05-16,1.12
2021-05-17,1.137
2021-05-18,1.155
2021-05-19,1.103
2021-05-20,1.055
2021-05-21,1.052
2021-05-22,1.052
2021-05-23,1.052
2021-05-24,1.033
2021-05-25,1.027
2021-05-26,1.029
2021-05-27,1.028
2021-05-28,1.02
2021-05-29,1.02
2021-05-30,1.02
2021-05-31,1.02
2021-06-01,1.028
2021-06-02,1.024
2021-06-03,1.038
2021-06-04,1.015
2021-06-05,1.015
2021-06-06,1.015
2021-06-07,1.025
2021-06-08,1.019
2021-06-09,1.01
2021-06-10,1.004
2021-06-11,1.004
2021-06-12,1.004
2021-06-13,1.004
2021-06-14,0.999
2021-06-15,1.003
2021-06-16,1.014
2021-06-17,1.014
2021-06-18,1.041
2021-06-19,1.041
2021-06-20,1.041
2021-06-21,1.035
2021-06-22,1.036
2021-06-23,1.037
2021-06-24,1.014
2021-06-25,1.013
2021-06-26,1.013
2021-06-27,1.013
2021-06-28,0.994
2021-06-29,0.991
2021-06-30,0.987
2021-07-01,1.008
2021-07-02,1.0
2021-07-03,1.0
2021-07-04,1.0
2021-07-05,1.0
2021-07-06,1.014
2021-07-07,1.04
2021-07-08,1.057
2021-07-09,1.04
2021-07-10,1.04
2021-07-11,1.04
2021-07-12,1.032
2021-07-13,1.034
2021-07-14,1.039
2021-07-15,1.053
2021-07-16,1.071
2021-07-17,1.071
2021-07-18,1.071
2021-07-19,1.082
2021-07-20,1.066
2021-07-21,1.039
2021-07-22,1.06
2021-07-23,1.048
2021-07-24,1.048
2021-07-25,1.048
2021-07-26,1.048
2021-07-27,1.074
2021-07-28,1.054
2021-07-29,1.033
2021-07-30,1.028
2021-07-31,1.028
2021-08-01,1.028
2021-08-02,1.03
2021-08-03,1.04
2021-08-04,1.016
2021-08-05,1.022
2021-08-06,1.02
2021-08-07,1.02
2021-08-08,1.02
2021-08-09,1.022
2021-08-10,1.026
2021-08-11,1.028
2021-08-12,1.043
2021-08-13,1.03
2021-08-14,1.03
2021-08-15,1.03
2021-08-16,1.027
2021-08-17,1.029
2021-08-18,1.017
2021-08-19,1.009
2021-08-20,1.01
2021-08-21,1.01
2021-08-22,1.01
2021-08-23,0.963
2021-08-24,0.984
2021-08-25,0.996
2021-08-26,0.996
2021-08-27,0.996
2021-08-28,0.996
2021-08-29,0.996
2021-08-30,0.996
2021-08-31,0.996
2021-09-01,0.996
2021-09-02,0.996
2021-09-03,0.996
2021-09-04,0.996
2021-09-05,0.996
2021-09-06,0.996
2021-09-07,0.996
2021-09-08,0.996
2021-09-09,0.996
2021-09-10,0.996
2021-09-11,0.996
2021-09-12,0.996
2021-09-13,0.996
2021-09-14,0.996
2021-09-15,0.996
2021-09-16,0.996
2021-09-17,0.996
2021-09-18,0.996
2021-09-19,0.996
2021-09-20,0.996
2021-09-21,0.996
2021-09-22,0.996
2021-09-23,0.996
2021-09-24,0.996
2021-09-25,0.996
2021-09-26,0.996
2021-09-27,0.996
2021-09-28,0.996
2021-09-29,0.996
2021-09-30,0.996
2021-10-01,0.996
2021-10-02,0.996
2021-10-03,0.996
2021-10-04,0.996
2021-10-05,0.996
2021-10-06,0.996
2021-10-07,0.996
2021-10-08,0.996
2021-10-09,0.996
2021-10-10,0.996
2021-10-11,0.996
2021-10-12,0.996
2021-10-13,0.996
2021-10-14,0.996
2021-10-15,0.996
2021-10-16,0.996
2021-10-17,0.996
2021-10-18,0.996
2021-10-19,0.996
2021-10-20,0.996
2021-10-21,0.996
2021-10-22,0.996
2021-10-23,0.996
2021-10-24,0.996
2021-10-25,0.996
2021-10-26,0.996
2021-10-27,0.996
2021-10-28,0.996
2021-10-29,0.996
2021-10-30,0.996
2021-10-31,0.996
2021-11-01,0.996
2021-11-02,0.996
2021-11-03,0.996
2021-11-04,0.996
2021-11-05,0.996
2021-11-06,0.996
2021-11-07,0.996
2021-11-08,0.996
2021-11-09,0.996
2021-11-10,0.996
2021-11-11,0.996
2021-11-12,0.996
2021-11-13,0.996
2021-11-14,0.996
2021-11-15,0.996
2021-11-16,0.996
2021-11-17,0.996
2021-11-18,0.996
2021-11-19,0.996
2021-11-20,0.996
2021-11-21,0.996
2021-11-22,0.996
2021-11-23,0.996
2021-11-24,0.996
2021-11-25,0.996
2021-11-26,0.996
2021-11-27,0.996
2021-11-28,0.996
2021-11-29,0.996
2021-11-30,0.996
2021-12-01,0.996
2021-12-02,0.996
2021-12-03,0.996
2021-12-04,0.996
2021-12-05,0.996
2021-12-06,0.996
2021-12-07,0.996
2021-12-08,0.996
2021-12-09,0.996
2021-12-10,0.996
2021-12-11,0.996
2021-12-12,0.996
2021-12-13,0.996
2021-12-14,0.996
2021-12-15,0.996
2021-12-16,0.996
2021-12-17,0.996
2021-12-18,0.996
2021-12-19,0.996
2021-12-20,0.996
2021-12-21,0.996
2021-12-22,0.996
2021-12-23,0.996
2021-12-24,0.996
2021-12-25,0.996
2021-12-26,0.996
2021-12-27,0.996
2021-12-28,0.996
2021-12-29,0.996
2021-12-30,0.996
2021-12-31,0.996
2022-01-01,0.996
2022-01-02,0.996
2022-01-03,0.996
2022-01-04,0.996
2022-01-05,0.996
2022-01-06,0.996
2022-01-07,0.996
2022-01-08,0.996
2022-01-09,0.996
2022-01-10,0.996
2022-01-11,0.996
2022-01-12,0.996
2022-01-13,0.996
2022-01-14,0.996
2022-01-15,0.996
2022-01-16,0.996
2022-01-17,0.996
2022-01-18,0.996
2022-01-19,0.996
2022-01-20,0.996
2022-01-21,0.996
2022-01-22,0.996
2022-01-23,0.996
2022-01-24,0.996
2022-01-25,0.996
2022-01-26,0.996
2022-01-27,0.996
2022-01-28,0.996
2022-01-29,0.996
2022-01-30,0.996
2022-01-31,0.996
2022-02-01,0.996
2022-02-02,0.996
2022-02-03,0.996
2022-02-04,0.996
2022-02-05,0.996
2022-02-06,0.996
2022-02-07,0.996
2022-02-08,0.996
2022-02-09,0.996
2022-02-10,0.996
2022-02-11,0.996
2022-02-12,0.996
2022-02-13,0.996
2022-02-14,0.996
2022-02-15,0.996
2022-02-16,0.996
2022-02-17,0.996
2022-02-18,0.996
2022-02-19,0.996
2022-02-20,0.996
2022-02-21,0.996
2022-02-22,0.996
2022-02-23,0.996
2022-02-24,0.996
2022-02-25,0.996
2022-02-26,0.996
2022-02-27,0.996
2022-02-28,0.996
2022-03-01,0.996
2022-03-02,0.996
2022-03-03,0.996
2022-03-04,0.996
2022-03-05,0.996
2022-03-06,0.996
2022-03-07,0.996
2022-03-08,0.996
2022-03-09,0.996
2022-03-10,0.996
2022-03-11,0.996
2022-03-12,0.996
2022-03-13,0.996
2022-03-14,0.996
2022-03-15,0.996
2022-03-16,0.996
2022-03-17,0.996
2022-03-18,0.996
2022-03-19,0.996
2022-03-20,0.996
2022-03-21,0.996
2022-03-22,0.996
2022-03-23,0.996
2022-03-24,0.996
2022-03-25,0.996
2022-03-26,0.996
2022-03-27,0.996
2022-03-28,0.996
2022-03-29,0.996
2022-03-30,0.996
2022-03-31,0.996
2022-04-01,0.996
2022-04-02,0.996
2022-04-03,0.996
2022-04-04,0.996
2022-04-05,0.996
2022-04-06,0.996
2022-04-07,0.996
2022-04-08,0.996
2022-04-09,0.996
2022-04-10,0.996
2022-04-11,0.996
2022-04-12,0.996
2022-04-13,0.996
2022-04-14,0.996
2022-04-15,0.996
2022-04-16,0.996
2022-04-17,0.996
2022-04-18,0.996
2022-04-19,0.996
2022-04-20,0.996
2022-04-21,0.996
2022-04-22,0.996
2022-04-23,0.996
2022-04-24,0.996
2022-04-25,0.996
2022-04-26,0.996
2022-04-27,0.996
2022-04-28,0.996
2022-04-29,0.996
2022-04-30,0.996
2022-05-01,0.996
2022-05-02,0.996
2022-05-03,0.996
2022-05-04,0.996
2022-05-05,0.996
2022-05-06,0.996
2022-05-07,0.996
2022-05-08,0.996
2022-05-09,0.996
2022-05-10,0.996
2022-05-11,0.996
2022-05-12,0.996
2022-05-13,0.996
2022-05-14,0.996
2022-05-15,0.996
2022-05-16,0.996
2022-05-17,0.996
2022-05-18,0.996
2022-05-19,0.996
2022-05-20,0.996
2022-05-21,0.996
2022-05-22,0.996
2022-05-23,0.996
2022-05-24,0.996
2022-05-25,0.996
2022-05-26,0.996
2022-05-27,0.996
2022-05-28,0.996
2022-05-29,0.996
2022-05-30,0.996
2022-05-31,0.996
2022-06-01,0.996
2022-06-02,0.996
2022-06-03,0.996
2022-06-04,0.996
2022-06-05,0.996
2022-06-06,0.996
2022-06-07,0.996
2022-06-08,0.996
2022-06-09,0.996
2022-06-10,0.996
2022-06-11,0.996
2022-06-12,0.996
2022-06-13,0.996
2022-06-14,0.996
2022-06-15,0.996
2022-06-16,0.996
2022-06-17,0.996
2022-06-18,0.996
2022-06-19,0.996
2022-06-20,0.996
2022-06-21,0.996
2022-06-22,0.996
2022-06-23,0.996
2022-06-24,0.996
2022-06-25,0.996
2022-06-26,0.996
2022-06-27,0.996
2022-06-28,0.996
2022-06-29,0.996
2022-06-30,0.996
2022-07-01,0.996
2022-07-02,0.996
2022-07-03,0.996
2022-07-04,0.996
2022-07-05,0.996
2022-07-06,0.996
2022-07-07,0.996
2022-07-08,0.996
2022-07-09,0.996
2022-07-10,0.996
2022-07-11,0.996
2022-07-12,0.996
2022-07-13,0.996
2022-07-14,0.996
2022-07-15,0.996
2022-07-16,0.996
2022-07-17,0.996
2022-07-18,0.996
2022-07-19,0.996
2022-07-20,0.996
2022-07-21,0.996
2022-07-22,0.996
2022-07-23,0.996
2022-07-24,0.996
2022-07-25,0.996
2022-07-26,0.996
2022-07-27,0.996
2022-07-28,0.996
2022-07-29,0.996
2022-07-30,0.996
2022-07-31,0.996
2022-08-01,0.996
2022-08-02,0.996
2022-08-03,0.996
2022-08-04,0.996
2022-08-05,0.996
2022-08-06,0.996
2022-08-07,0.996
2022-08-08,0.996
2022-08-09,0.996
2022-08-10,0.996
2022-08-11,0.996
2022-08-12,0.996
2022-08-13,0.996
2022-08-14,0.996
2022-08-15,0.996
2022-08-16,0.996
2022-08-17,0.996
2022-08-18,0.996
2022-08-19,0.996
2022-08-20,0.996
2022-08-21,0.996
2022-08-22,0.996
2022-08-23,0.996
2022-08-24,0.996
2022-08-25,0.996
2022-08-26,0.996
2022-08-27,0.996
2022-08-28,0.996
2022-08-29,0.996
2022-08-30,0.996
2022-08-31,0.996
2022-09-01,0.996
2022-09-02,0.996
2022-09-03,0.996
2022-09-04,0.996
2022-09-05,0.996
2022-09-06,0.996
2022-09-07,0.996
2022-09-08,0.996
2022-09-09,0.996
2022-09-10,0.996
2022-09-11,0.996
2022-09-12,0.996
2022-09-13,0.996
2022-09-14,0.996
2022-09-15,0.996
2022-09-16,0.996
2022-09-17,0.996
2022-09-18,0.996
2022-09-19,0.996
2022-09-20,0.996
2022-09-21,0.996
2022-09-22,0.996
2022-09-23,0.996
2022-09-24,0.996
2022-09-25,0.996
2022-09-26,0.996
2022-09-27,0.996
2022-09-28,0.996
2022-09-29,0.996
2022-09-30,0.996
2022-10-01,0.996
2022-10-02,0.996
2022-10-03,0.996
2022-10-04,0.996
2022-10-05,0.996
2022-10-06,0.996
2022-10-07,0.996
2022-10-08,0.996
2022-10-09,0.996
2022-10-10,0.996
2022-10-11,0.996
2022-10-12,0.996
2022-10-13,0.996
2022-10-14,0.996
2022-10-15,0.996
2022-10-16,0.996
2022-10-17,0.996
2022-10-18,0.996
2022-10-19,0.996
2022-10-20,0.996
2022-10-21,0.996
2022-10-22,0.996
2022-10-23,0.996
2022-10-24,0.996
2022-10-25,0.996
2022-10-26,0.996
2022-10-27,0.996
2022-10-28,0.996
2022-10-29,0.996
2022-10-30,0.996
2022-10-31,0.996
2022-11-01,0.996
2022-11-02,0.996
2022-11-03,0.996
2022-11-04,0.996
2022-11-05,0.996
2022-11-06,0.996
2022-11-07,0.996
2022-11-08,0.996
2022-11-09,0.996
2022-11-10,0.996
2022-11-11,0.996
2022-11-12,0.996
2022-11-13,0.996
2022-11-14,0.996
2022-11-15,0.996
2022-11-16,0.996
2022-11-17,0.996
2022-11-18,0.996
2022-11-19,0.996
2022-11-20,0.996
2022-11-21,0.996
2022-11-22,0.996
2022-11-23,0.996
2022-11-24,0.996
2022-11-25,0.996
2022-11-26,0.996
2022-11-27,0.996
2022-11-28,0.996
2022-11-29,0.996
2022-11-30,0.996
2022-12-01,0.996
2022-12-02,0.996
2022-12-03,0.996
2022-12-04,0.996
2022-12-05,0.996
2022-12-06,0.996
2022-12-07,0.996
2022-12-08,0.996
2022-12-09,0.996
2022-12-10,0.996
2022-12-11,0.996
2022-12-12,0.996
2022-12-13,0.996
2022-12-14,0.996
2022-12-15,0.996
2022-12-16,0.996
2022-12-17,0.996
2022-12-18,0.996
2022-12-19,0.996
2022-12-20,0.996
2022-12-21,0.996
2022-12-22,0.996
2022-12-23,0.996
2022-12-24,0.996
2022-12-25,0.996
2022-12-26,0.996
2022-12-27,0.996
2022-12-28,0.996
2022-12-29,0.996
2022-12-30,0.996
2022-12-31,0.996
2023-01-01,0.996
2023-01-02,0.996
2023-01-03,0.996
2023-01-04,0.996
2023-01-05,0.996
2023-01-06,0.996
2023-01-07,0.996
2023-01-08,0.996
2023-01-09,0.996
2023-01-10,0.996
2023-01-11,0.996
2023-01-12,0.996
2023-01-13,0.996
2023-01-14,0.996
2023-01-15,0.996
2023-01-16,0.996
2023-01-17,0.996
2023-01-18,0.996
2023-01-19,0.996
2023-01-20,0.996
2023-01-21,0.996
2023-01-22,0.996
2023-01-23,0.996
2023-01-24,0.996
2023-01-25,0.996
2023-01-26,0.996
2023-01-27,0.996
2023-01-28,0.996
2023-01-29,0.996
2023-01-30,0.996
2023-01-31,0.996
2023-02-01,0.996
2023-02-02,0.996
2023-02-03,0.996
2023-02-04,0.996
2023-02-05,0.996
2023-02-06,0.996
2023-02-07,0.996
2023-02-08,0.996
2023-02-09,0.996
2023-02-10,0.996
2023-02-11,0.996
2023-02-12,0.996
2023-02-13,0.996
2023-02-14,0.996
2023-02-15,0.996
2023-02-16,0.996
2023-02-17,0.996
2023-02-18,0.996
2023-02-19,0.996
2023-02-20,0.996
2023-02-21,0.996
2023-02-22,0.996
2023-02-23,0.996
2023-02-24,0.996
2023-02-25,0.996
2023-02-26,0.996
2023-02-27,0.996
2023-02-28,0.996
2023-03-01,0.996
2023-03-02,0.996
2023-03-03,0.996
2023-03-04,0.996
2023-03-05,0.996
2023-03-06,0.996
2023-03-07,0.996
2023-03-08,0.996
2023-03-09,0.996
2023-03-10,0.996
2023-03-11,0.996
2023-03-12,0.996
2023-03-13,0.996
2023-03-14,0.996
2023-03-15,0.996
2023-03-16,0.996
2023-03-17,0.996
2023-03-18,0.996
2023-03-19,0.996
2023-03-20,0.996
2023-03-21,0.996
2023-03-22,0.996
2023-03-23,0.996
2023-03-24,0.996
2023-03-25,0.996
2023-03-26,0.996
2023-03-27,0.996
2023-03-28,0.996
2023-03-29,0.996
2023-03-30,0.996
2023-03-31,0.996
2023-04-01,0.996
2023-04-02,0.996
2023-04-03,0.996
2023-04-04,0.996
2023-04-05,0.996
2023-04-06,0.996
2023-04-07,0.996
2023-04-08,0.996
2023-04-09,0.996
2023-04-10,0.996
2023-04-11,0.996
2023-04-12,0.996
2023-04-13,0.996
2023-04-14,0.996
2023-04-15,0.996
2023-04-16,0.996
2023-04-17,0.996
2023-04-18,0.996
2023-04-19,0.996
2023-04-20,0.996
2023-04-21,0.996
2023-04-22,0.996
2023-04-23,0.996
2023-04-24,0.996
2023-04-25,0.996
2023-04-26,0.996
2023-04-27,0.996
2023-04-28,0.996
2023-04-29,0.996
2023-04-30,0.996
2023-05-01,0.996
2023-05-02,0.996
2023-05-03,0.996
2023-05-04,0.996
2023-05-05,0.996
2023-05-06,0.996
2023-05-07,0.996
2023-05-08,0.996
2023-05-09,0.996
2023-05-10,0.996
2023-05-11,0.996
2023-05-12,0.996
2023-05-13,0.996
2023-05-14,0.996
2023-05-15,0.996
2023-05-16,0.996
2023-05-17,0.996
2023-05-18,0.996
2023-05-19,0.996
2023-05-20,0.996
2023-05-21,0.996
2023-05-22,0.996
2023-05-23,0.996
2023-05-24,0.996
2023-05-25,0.996
2023-05-26,0.996
2023-05-27,0.996
2023-05-28,0.996
2023-05-29,0.996
2023-05-30,0.996
2023-05-31,0.996
2023-06-01,0.996
2023-06-02,0.996
2023-06-03,0.996
2023-06-04,0.996
2023-06-05,0.996
2023-06-06,0.996
2023-06-07,0.996
2023-06-08,0.996
2023-06-09,0.996
2023-06-10,0.996
2023-06-11,0.996
2023-06-12,0.996
2023-06-13,0.996
2023-06-14,0.996
2023-06-15,0.996
2023-06-16,0.996
2023-06-17,0.996
2023-06-18,0.996
2023-06-19,0.996
2023-06-20,0.996
2023-06-21,0.996
2023-06-22,0.996
