,WTS US Equity
2020-12-12,0.8
2020-12-13,0.8
2020-12-14,0.802
2020-12-15,0.793
2020-12-16,0.801
2020-12-17,0.805
2020-12-18,0.806
2020-12-19,0.806
2020-12-20,0.806
2020-12-21,0.805
2020-12-22,0.798
2020-12-23,0.785
2020-12-24,0.78
2020-12-25,0.78
2020-12-26,0.78
2020-12-27,0.78
2020-12-28,0.774
2020-12-29,0.784
2020-12-30,0.777
2020-12-31,0.775
2021-01-01,0.775
2021-01-02,0.775
2021-01-03,0.775
2021-01-04,0.787
2021-01-05,0.779
2021-01-06,0.747
2021-01-07,0.742
2021-01-08,0.749
2021-01-09,0.749
2021-01-10,0.749
2021-01-11,0.743
2021-01-12,0.734
2021-01-13,0.732
2021-01-14,0.722
2021-01-15,0.73
2021-01-16,0.73
2021-01-17,0.73
2021-01-18,0.73
2021-01-19,0.738
2021-01-20,0.739
2021-01-21,0.737
2021-01-22,0.73
2021-01-23,0.73
2021-01-24,0.73
2021-01-25,0.74
2021-01-26,0.745
2021-01-27,0.769
2021-01-28,0.771
2021-01-29,0.785
2021-01-30,0.785
2021-01-31,0.785
2021-02-01,0.762
2021-02-02,0.753
2021-02-03,0.764
2021-02-04,0.763
2021-02-05,0.757
2021-02-06,0.757
2021-02-07,0.757
2021-02-08,0.729
2021-02-09,0.734
2021-02-10,0.734
2021-02-11,0.757
2021-02-12,0.775
2021-02-13,0.775
2021-02-14,0.775
2021-02-15,0.775
2021-02-16,0.779
2021-02-17,0.801
2021-02-18,0.8
2021-02-19,0.789
2021-02-20,0.789
2021-02-21,0.789
2021-02-22,0.797
2021-02-23,0.81
2021-02-24,0.804
2021-02-25,0.823
2021-02-26,0.825
2021-02-27,0.825
2021-02-28,0.825
2021-03-01,0.812
2021-03-02,0.811
2021-03-03,0.817
2021-03-04,0.823
2021-03-05,0.806
2021-03-06,0.806
2021-03-07,0.806
2021-03-08,0.792
2021-03-09,0.79
2021-03-10,0.775
2021-03-11,0.772
2021-03-12,0.766
2021-03-13,0.766
2021-03-14,0.766
2021-03-15,0.768
2021-03-16,0.77
2021-03-17,0.764
2021-03-18,0.779
2021-03-19,0.778
2021-03-20,0.778
2021-03-21,0.778
2021-03-22,0.796
2021-03-23,0.808
2021-03-24,0.815
2021-03-25,0.803
2021-03-26,0.791
2021-03-27,0.791
2021-03-28,0.791
2021-03-29,0.791
2021-03-30,0.786
2021-03-31,0.792
2021-04-01,0.78
2021-04-02,0.78
2021-04-03,0.78
2021-04-04,0.78
2021-04-05,0.78
2021-04-06,0.786
2021-04-07,0.801
2021-04-08,0.801
2021-04-09,0.793
2021-04-10,0.793
2021-04-11,0.793
2021-04-12,0.79
2021-04-13,0.796
2021-04-14,0.793
2021-04-15,0.785
2021-04-16,0.78
2021-04-17,0.78
2021-04-18,0.78
2021-04-19,0.782
2021-04-20,0.785
2021-04-21,0.77
2021-04-22,0.769
2021-04-23,0.76
2021-04-24,0.76
2021-04-25,0.76
2021-04-26,0.76
2021-04-27,0.764
2021-04-28,0.761
2021-04-29,0.748
2021-04-30,0.755
2021-05-01,0.755
2021-05-02,0.755
2021-05-03,0.762
2021-05-04,0.745
2021-05-05,0.731
2021-05-06,0.792
2021-05-07,0.78
2021-05-08,0.78
2021-05-09,0.78
2021-05-10,0.765
2021-05-11,0.776
2021-05-12,0.798
2021-05-13,0.767
2021-05-14,0.765
2021-05-15,0.765
2021-05-16,0.765
2021-05-17,0.783
2021-05-18,0.799
2021-05-19,0.807
2021-05-20,0.805
2021-05-21,0.801
2021-05-22,0.801
2021-05-23,0.801
2021-05-24,0.803
2021-05-25,0.802
2021-05-26,0.784
2021-05-27,0.778
2021-05-28,0.781
2021-05-29,0.781
2021-05-30,0.781
2021-05-31,0.781
2021-06-01,0.766
2021-06-02,0.76
2021-06-03,0.76
2021-06-04,0.755
2021-06-05,0.755
2021-06-06,0.755
2021-06-07,0.748
2021-06-08,0.742
2021-06-09,0.748
2021-06-10,0.748
2021-06-11,0.743
2021-06-12,0.743
2021-06-13,0.743
2021-06-14,0.749
2021-06-15,0.745
2021-06-16,0.751
2021-06-17,0.765
2021-06-18,0.785
2021-06-19,0.785
2021-06-20,0.785
2021-06-21,0.763
2021-06-22,0.755
2021-06-23,0.748
2021-06-24,0.746
2021-06-25,0.75
2021-06-26,0.75
2021-06-27,0.75
2021-06-28,0.738
2021-06-29,0.734
2021-06-30,0.727
2021-07-01,0.725
2021-07-02,0.724
2021-07-03,0.724
2021-07-04,0.724
2021-07-05,0.724
2021-07-06,0.734
2021-07-07,0.727
2021-07-08,0.739
2021-07-09,0.733
2021-07-10,0.733
2021-07-11,0.733
2021-07-12,0.72
2021-07-13,0.727
2021-07-14,0.729
2021-07-15,0.738
2021-07-16,0.744
2021-07-17,0.744
2021-07-18,0.744
2021-07-19,0.747
2021-07-20,0.731
2021-07-21,0.723
2021-07-22,0.732
2021-07-23,0.726
2021-07-24,0.726
2021-07-25,0.726
2021-07-26,0.724
2021-07-27,0.728
2021-07-28,0.726
2021-07-29,0.712
2021-07-30,0.704
2021-07-31,0.704
2021-08-01,0.704
2021-08-02,0.702
2021-08-03,0.683
2021-08-04,0.68
2021-08-05,0.665
2021-08-06,0.648
2021-08-07,0.648
2021-08-08,0.648
2021-08-09,0.653
2021-08-10,0.652
2021-08-11,0.646
2021-08-12,0.647
2021-08-13,0.646
2021-08-14,0.646
2021-08-15,0.646
2021-08-16,0.64
2021-08-17,0.643
2021-08-18,0.652
2021-08-19,0.652
2021-08-20,0.643
2021-08-21,0.643
2021-08-22,0.643
2021-08-23,0.642
2021-08-24,0.641
2021-08-25,0.637
2021-08-26,0.637
2021-08-27,0.624
2021-08-28,0.624
2021-08-29,0.624
2021-08-30,0.618
2021-08-31,0.618
2021-09-01,0.625
2021-09-02,0.628
2021-09-03,0.626
2021-09-04,0.626
2021-09-05,0.626
2021-09-06,0.626
2021-09-07,0.621
2021-09-08,0.617
2021-09-09,0.615
2021-09-10,0.612
2021-09-11,0.612
2021-09-12,0.612
2021-09-13,0.607
2021-09-14,0.616
2021-09-15,0.602
2021-09-16,0.613
2021-09-17,0.626
2021-09-18,0.626
2021-09-19,0.626
2021-09-20,0.632
2021-09-21,0.639
2021-09-22,0.629
2021-09-23,0.619
2021-09-24,0.621
2021-09-25,0.621
2021-09-26,0.621
2021-09-27,0.611
2021-09-28,0.62
2021-09-29,0.609
2021-09-30,0.631
2021-10-01,0.621
2021-10-02,0.621
2021-10-03,0.621
2021-10-04,0.628
2021-10-05,0.611
2021-10-06,0.61
2021-10-07,0.602
2021-10-08,0.596
2021-10-09,0.596
2021-10-10,0.596
2021-10-11,0.624
2021-10-12,0.627
2021-10-13,0.626
2021-10-14,0.609
2021-10-15,0.599
2021-10-16,0.599
2021-10-17,0.599
2021-10-18,0.59
2021-10-19,0.584
2021-10-20,0.581
2021-10-21,0.573
2021-10-22,0.569
2021-10-23,0.569
2021-10-24,0.569
2021-10-25,0.568
2021-10-26,0.576
2021-10-27,0.579
2021-10-28,0.567
2021-10-29,0.558
2021-10-30,0.558
2021-10-31,0.558
2021-11-01,0.55
2021-11-02,0.542
2021-11-03,0.552
2021-11-04,0.528
2021-11-05,0.512
2021-11-06,0.512
2021-11-07,0.512
2021-11-08,0.51
2021-11-09,0.508
2021-11-10,0.504
2021-11-11,0.516
2021-11-12,0.52
2021-11-13,0.52
2021-11-14,0.52
2021-11-15,0.523
2021-11-16,0.522
2021-11-17,0.518
2021-11-18,0.515
2021-11-19,0.524
2021-11-20,0.524
2021-11-21,0.524
2021-11-22,0.521
2021-11-23,0.519
2021-11-24,0.535
2021-11-25,0.535
2021-11-26,0.549
2021-11-27,0.549
2021-11-28,0.549
2021-11-29,0.547
2021-11-30,0.561
2021-12-01,0.57
2021-12-02,0.552
2021-12-03,0.553
2021-12-04,0.553
2021-12-05,0.553
2021-12-06,0.54
2021-12-07,0.531
2021-12-08,0.542
2021-12-09,0.551
2021-12-10,0.556
2021-12-11,0.556
2021-12-12,0.556
2021-12-13,0.563
2021-12-14,0.571
2021-12-15,0.564
2021-12-16,0.569
2021-12-17,0.563
2021-12-18,0.563
2021-12-19,0.563
2021-12-20,0.581
2021-12-21,0.566
2021-12-22,0.563
2021-12-23,0.561
2021-12-24,0.561
2021-12-25,0.561
2021-12-26,0.561
2021-12-27,0.551
2021-12-28,0.549
2021-12-29,0.541
2021-12-30,0.548
2021-12-31,0.545
2022-01-01,0.545
2022-01-02,0.545
2022-01-03,0.552
2022-01-04,0.546
2022-01-05,0.556
2022-01-06,0.556
2022-01-07,0.566
2022-01-08,0.566
2022-01-09,0.566
2022-01-10,0.569
2022-01-11,0.563
2022-01-12,0.563
2022-01-13,0.564
2022-01-14,0.564
2022-01-15,0.564
2022-01-16,0.564
2022-01-17,0.564
2022-01-18,0.564
2022-01-19,0.569
2022-01-20,0.581
2022-01-21,0.581
2022-01-22,0.581
2022-01-23,0.581
2022-01-24,0.583
2022-01-25,0.612
2022-01-26,0.623
2022-01-27,0.716
2022-01-28,0.691
2022-01-29,0.691
2022-01-30,0.691
2022-01-31,0.691
2022-02-01,0.676
2022-02-02,0.681
2022-02-03,0.704
2022-02-04,0.707
2022-02-05,0.707
2022-02-06,0.707
2022-02-07,0.705
2022-02-08,0.689
2022-02-09,0.676
2022-02-10,0.726
2022-02-11,0.749
2022-02-12,0.749
2022-02-13,0.749
2022-02-14,0.755
2022-02-15,0.722
2022-02-16,0.72
2022-02-17,0.714
2022-02-18,0.722
2022-02-19,0.722
2022-02-20,0.722
2022-02-21,0.722
2022-02-22,0.723
2022-02-23,0.743
2022-02-24,0.728
2022-02-25,0.715
2022-02-26,0.715
2022-02-27,0.715
2022-02-28,0.734
2022-03-01,0.739
2022-03-02,0.72
2022-03-03,0.729
2022-03-04,0.736
2022-03-05,0.736
2022-03-06,0.736
2022-03-07,0.76
2022-03-08,0.753
2022-03-09,0.731
2022-03-10,0.742
2022-03-11,0.748
2022-03-12,0.748
2022-03-13,0.748
2022-03-14,0.746
2022-03-15,0.734
2022-03-16,0.724
2022-03-17,0.717
2022-03-18,0.713
2022-03-19,0.713
2022-03-20,0.713
2022-03-21,0.724
2022-03-22,0.719
2022-03-23,0.739
2022-03-24,0.738
2022-03-25,0.741
2022-03-26,0.741
2022-03-27,0.741
2022-03-28,0.745
2022-03-29,0.725
2022-03-30,0.737
2022-03-31,0.757
2022-04-01,0.754
2022-04-02,0.754
2022-04-03,0.754
2022-04-04,0.765
2022-04-05,0.78
2022-04-06,0.794
2022-04-07,0.778
2022-04-08,0.778
2022-04-09,0.778
2022-04-10,0.778
2022-04-11,0.789
2022-04-12,0.785
2022-04-13,0.781
2022-04-14,0.805
2022-04-15,0.805
2022-04-16,0.805
2022-04-17,0.805
2022-04-18,0.812
2022-04-19,0.778
2022-04-20,0.766
2022-04-21,0.767
2022-04-22,0.784
2022-04-23,0.784
2022-04-24,0.784
2022-04-25,0.787
2022-04-26,0.815
2022-04-27,0.815
2022-04-28,0.802
2022-04-29,0.829
2022-04-30,0.829
2022-05-01,0.829
2022-05-02,0.82
2022-05-03,0.817
2022-05-04,0.764
2022-05-05,0.922
2022-05-06,0.916
2022-05-07,0.916
2022-05-08,0.916
2022-05-09,0.919
2022-05-10,0.937
2022-05-11,0.944
2022-05-12,0.939
2022-05-13,0.929
2022-05-14,0.929
2022-05-15,0.929
2022-05-16,0.939
2022-05-17,0.928
2022-05-18,0.974
2022-05-19,0.968
2022-05-20,0.969
2022-05-21,0.969
2022-05-22,0.969
2022-05-23,0.968
2022-05-24,0.967
2022-05-25,0.969
2022-05-26,0.954
2022-05-27,0.927
2022-05-28,0.927
2022-05-29,0.927
2022-05-30,0.927
2022-05-31,0.93
2022-06-01,0.92
2022-06-02,0.89
2022-06-03,0.908
2022-06-04,0.908
2022-06-05,0.908
2022-06-06,0.905
2022-06-07,0.905
2022-06-08,0.916
2022-06-09,0.917
2022-06-10,0.945
2022-06-11,0.945
2022-06-12,0.945
2022-06-13,0.975
2022-06-14,0.983
2022-06-15,0.984
2022-06-16,1.04
2022-06-17,1.039
2022-06-18,1.039
2022-06-19,1.039
2022-06-20,1.039
2022-06-21,1.009
2022-06-22,1.025
2022-06-23,1.034
2022-06-24,0.981
2022-06-25,0.981
2022-06-26,0.981
2022-06-27,0.977
2022-06-28,0.993
2022-06-29,0.993
2022-06-30,0.99
2022-07-01,0.978
2022-07-02,0.978
2022-07-03,0.978
2022-07-04,0.978
2022-07-05,0.982
2022-07-06,0.966
2022-07-07,0.947
2022-07-08,0.965
2022-07-09,0.965
2022-07-10,0.965
2022-07-11,0.973
2022-07-12,0.992
2022-07-13,0.995
2022-07-14,0.999
2022-07-15,0.973
2022-07-16,0.973
2022-07-17,0.973
2022-07-18,0.99
2022-07-19,0.953
2022-07-20,0.947
2022-07-21,0.931
2022-07-22,0.936
2022-07-23,0.936
2022-07-24,0.936
2022-07-25,0.937
2022-07-26,0.923
2022-07-27,0.909
2022-07-28,0.891
2022-07-29,0.881
2022-07-30,0.881
2022-07-31,0.881
2022-08-01,0.874
2022-08-02,0.888
2022-08-03,0.881
2022-08-04,0.846
2022-08-05,0.875
2022-08-06,0.875
2022-08-07,0.875
2022-08-08,0.858
2022-08-09,0.864
2022-08-10,0.838
2022-08-11,0.826
2022-08-12,0.808
2022-08-13,0.808
2022-08-14,0.808
2022-08-15,0.801
2022-08-16,0.801
2022-08-17,0.807
2022-08-18,0.796
2022-08-19,0.804
2022-08-20,0.804
2022-08-21,0.804
2022-08-22,0.829
2022-08-23,0.839
2022-08-24,0.842
2022-08-25,0.833
2022-08-26,0.873
2022-08-27,0.873
2022-08-28,0.873
2022-08-29,0.873
2022-08-30,0.877
2022-08-31,0.896
2022-09-01,0.897
2022-09-02,0.92
2022-09-03,0.92
2022-09-04,0.92
2022-09-05,0.92
2022-09-06,0.915
2022-09-07,0.901
2022-09-08,0.896
2022-09-09,0.894
2022-09-10,0.894
2022-09-11,0.894
2022-09-12,0.877
2022-09-13,0.93
2022-09-14,0.943
2022-09-15,0.952
2022-09-16,0.961
2022-09-17,0.961
2022-09-18,0.961
2022-09-19,0.941
2022-09-20,0.958
2022-09-21,0.961
2022-09-22,0.99
2022-09-23,1.013
2022-09-24,1.013
2022-09-25,1.013
2022-09-26,1.006
2022-09-27,1.01
2022-09-28,0.977
2022-09-29,0.986
2022-09-30,0.987
2022-10-01,0.987
2022-10-02,0.987
2022-10-03,0.958
2022-10-04,0.937
2022-10-05,0.949
2022-10-06,0.96
2022-10-07,0.983
2022-10-08,0.983
2022-10-09,0.983
2022-10-10,0.981
2022-10-11,0.987
2022-10-12,0.99
2022-10-13,0.981
2022-10-14,1.008
2022-10-15,1.008
2022-10-16,1.008
2022-10-17,0.959
2022-10-18,0.938
2022-10-19,0.953
2022-10-20,0.984
2022-10-21,0.953
2022-10-22,0.953
2022-10-23,0.953
2022-10-24,0.933
2022-10-25,0.905
2022-10-26,0.904
2022-10-27,0.893
2022-10-28,0.87
2022-10-29,0.87
2022-10-30,0.87
2022-10-31,0.848
2022-11-01,0.847
2022-11-02,0.881
2022-11-03,0.876
2022-11-04,0.869
2022-11-05,0.869
2022-11-06,0.869
2022-11-07,0.851
2022-11-08,0.849
2022-11-09,0.863
2022-11-10,0.812
2022-11-11,0.811
2022-11-12,0.811
2022-11-13,0.811
2022-11-14,0.81
2022-11-15,0.788
2022-11-16,0.791
2022-11-17,0.798
2022-11-18,0.787
2022-11-19,0.787
2022-11-20,0.787
2022-11-21,0.788
2022-11-22,0.777
2022-11-23,0.791
2022-11-24,0.791
2022-11-25,0.791
2022-11-26,0.791
2022-11-27,0.791
2022-11-28,0.811
2022-11-29,0.803
2022-11-30,0.777
2022-12-01,0.775
2022-12-02,0.77
2022-12-03,0.77
2022-12-04,0.77
2022-12-05,0.803
2022-12-06,0.818
2022-12-07,0.817
2022-12-08,0.807
2022-12-09,0.813
2022-12-10,0.813
2022-12-11,0.813
2022-12-12,0.8
2022-12-13,0.796
2022-12-14,0.812
2022-12-15,0.852
2022-12-16,0.855
2022-12-17,0.855
2022-12-18,0.855
2022-12-19,0.861
2022-12-20,0.85
2022-12-21,0.836
2022-12-22,0.846
2022-12-23,0.839
2022-12-24,0.839
2022-12-25,0.839
2022-12-26,0.839
2022-12-27,0.836
2022-12-28,0.851
2022-12-29,0.826
2022-12-30,0.842
2022-12-31,0.842
2023-01-01,0.842
2023-01-02,0.842
2023-01-03,0.846
2023-01-04,0.85
2023-01-05,0.86
2023-01-06,0.829
2023-01-07,0.829
2023-01-08,0.829
2023-01-09,0.822
2023-01-10,0.805
2023-01-11,0.791
2023-01-12,0.791
2023-01-13,0.778
2023-01-14,0.778
2023-01-15,0.778
2023-01-16,0.778
2023-01-17,0.786
2023-01-18,0.797
2023-01-19,0.812
2023-01-20,0.8
2023-01-21,0.8
2023-01-22,0.8
2023-01-23,0.8
2023-01-24,0.795
2023-01-25,0.798
2023-01-26,0.784
2023-01-27,0.773
2023-01-28,0.773
2023-01-29,0.773
2023-01-30,0.78
2023-01-31,0.753
2023-02-01,0.735
2023-02-02,0.718
2023-02-03,0.716
2023-02-04,0.716
2023-02-05,0.716
2023-02-06,0.732
2023-02-07,0.717
2023-02-08,0.73
2023-02-09,0.701
2023-02-10,0.706
2023-02-11,0.706
2023-02-12,0.706
2023-02-13,0.7
2023-02-14,0.698
2023-02-15,0.698
2023-02-16,0.709
2023-02-17,0.692
2023-02-18,0.692
2023-02-19,0.692
2023-02-20,0.692
2023-02-21,0.706
2023-02-22,0.708
2023-02-23,0.712
2023-02-24,0.718
2023-02-25,0.718
2023-02-26,0.718
2023-02-27,0.708
2023-02-28,0.707
2023-03-01,0.712
2023-03-02,0.709
2023-03-03,0.699
2023-03-04,0.699
2023-03-05,0.699
2023-03-06,0.706
2023-03-07,0.713
2023-03-08,0.706
2023-03-09,0.72
2023-03-10,0.745
2023-03-11,0.745
2023-03-12,0.745
2023-03-13,0.759
2023-03-14,0.742
2023-03-15,0.761
2023-03-16,0.756
2023-03-17,0.771
2023-03-18,0.771
2023-03-19,0.771
2023-03-20,0.76
2023-03-21,0.752
2023-03-22,0.771
2023-03-23,0.776
2023-03-24,0.773
2023-03-25,0.773
2023-03-26,0.773
2023-03-27,0.77
2023-03-28,0.764
2023-03-29,0.756
2023-03-30,0.749
2023-03-31,0.736
2023-04-01,0.736
2023-04-02,0.736
2023-04-03,0.736
2023-04-04,0.789
2023-04-05,0.814
2023-04-06,0.828
2023-04-07,0.828
2023-04-08,0.828
2023-04-09,0.828
2023-04-10,0.818
2023-04-11,0.81
2023-04-12,0.803
2023-04-13,0.8
2023-04-14,0.802
2023-04-15,0.802
2023-04-16,0.802
2023-04-17,0.796
2023-04-18,0.796
2023-04-19,0.797
2023-04-20,0.795
2023-04-21,0.792
2023-04-22,0.792
2023-04-23,0.792
2023-04-24,0.794
2023-04-25,0.803
2023-04-26,0.82
2023-04-27,0.789
2023-04-28,0.794
2023-04-29,0.794
2023-04-30,0.794
2023-05-01,0.791
2023-05-02,0.79
2023-05-03,0.769
2023-05-04,0.821
2023-05-05,0.82
2023-05-06,0.82
2023-05-07,0.82
2023-05-08,0.835
2023-05-09,0.845
2023-05-10,0.846
2023-05-11,0.856
2023-05-12,0.858
2023-05-13,0.858
2023-05-14,0.858
2023-05-15,0.862
2023-05-16,0.872
2023-05-17,0.862
2023-05-18,0.851
2023-05-19,0.858
2023-05-20,0.858
2023-05-21,0.858
2023-05-22,0.858
2023-05-23,0.869
2023-05-24,0.881
2023-05-25,0.873
2023-05-26,0.86
2023-05-27,0.86
2023-05-28,0.86
2023-05-29,0.86
2023-05-30,0.863
2023-05-31,0.895
2023-06-01,0.879
2023-06-02,0.843
2023-06-03,0.843
2023-06-04,0.843
2023-06-05,0.855
2023-06-06,0.826
2023-06-07,0.8
2023-06-08,0.806
2023-06-09,0.815
2023-06-10,0.815
2023-06-11,0.815
2023-06-12,0.812
2023-06-13,0.803
2023-06-14,0.804
2023-06-15,0.797
2023-06-16,0.791
2023-06-17,0.791
2023-06-18,0.791
2023-06-19,0.791
2023-06-20,0.804
2023-06-21,0.798
2023-06-22,0.802
