,CVX US Equity
2023-06-23,4.315
2023-06-24,4.315
2023-06-25,4.315
2023-06-26,4.24
2023-06-27,4.253
2023-06-28,4.215
2023-06-29,4.18
2023-06-30,4.15
2023-07-01,4.15
2023-07-02,4.15
2023-07-03,4.154
2023-07-04,4.154
2023-07-05,4.178
2023-07-06,4.272
2023-07-07,4.235
2023-07-08,4.235
2023-07-09,4.235
2023-07-10,4.207
2023-07-11,4.131
2023-07-12,4.092
2023-07-13,4.147
2023-07-14,4.253
2023-07-15,4.253
2023-07-16,4.253
2023-07-17,4.257
2023-07-18,4.249
2023-07-19,4.223
2023-07-20,4.177
2023-07-21,4.116
2023-07-22,4.116
2023-07-23,4.116
2023-07-24,4.037
2023-07-25,4.018
2023-07-26,4.049
2023-07-27,4.091
2023-07-28,4.112
2023-07-29,4.112
2023-07-30,4.112
2023-07-31,3.993
2023-08-01,4.026
2023-08-02,4.091
2023-08-03,4.092
2023-08-04,4.102
2023-08-05,4.102
2023-08-06,4.102
2023-08-07,4.087
2023-08-08,4.093
2023-08-09,4.088
2023-08-10,4.063
2023-08-11,3.981
2023-08-12,3.981
2023-08-13,3.981
2023-08-14,3.984
2023-08-15,4.104
2023-08-16,4.119
2023-08-17,4.052
2023-08-18,4.023
2023-08-19,4.023
2023-08-20,4.023
2023-08-21,4.036
2023-08-22,4.07
2023-08-23,4.065
2023-08-24,4.102
2023-08-25,4.072
2023-08-26,4.072
2023-08-27,4.072
2023-08-28,4.044
2023-08-29,4.051
2023-08-30,4.045
2023-08-31,4.022
2023-09-01,3.952
2023-09-02,3.952
2023-09-03,3.952
2023-09-04,3.952
2023-09-05,3.901
2023-09-06,3.897
2023-09-07,3.897
2023-09-08,3.884
2023-09-09,3.884
2023-09-10,3.884
2023-09-11,3.965
2023-09-12,3.889
2023-09-13,3.903
2023-09-14,3.879
2023-09-15,3.896
2023-09-16,3.896
2023-09-17,3.896
2023-09-18,3.879
2023-09-19,3.88
2023-09-20,3.891
2023-09-21,3.927
2023-09-22,3.901
2023-09-23,3.901
2023-09-24,3.901
2023-09-25,3.845
2023-09-26,3.866
2023-09-27,3.792
2023-09-28,3.802
2023-09-29,3.847
2023-09-30,3.847
2023-10-01,3.847
2023-10-02,3.895
2023-10-03,3.886
2023-10-04,3.979
2023-10-05,3.956
2023-10-06,3.997
2023-10-07,3.997
2023-10-08,3.997
2023-10-09,3.889
2023-10-10,3.894
2023-10-11,4.025
2023-10-12,4.022
2023-10-13,3.953
2023-10-14,3.953
2023-10-15,3.953
2023-10-16,3.921
2023-10-17,3.869
2023-10-18,3.838
2023-10-19,3.834
2023-10-20,3.886
2023-10-21,3.886
2023-10-22,3.886
2023-10-23,4.035
2023-10-24,4.146
2023-10-25,4.17
2023-10-26,4.2
2023-10-27,4.512
2023-10-28,4.512
2023-10-29,4.512
2023-10-30,4.47
2023-10-31,4.48
2023-11-01,4.54
2023-11-02,4.394
2023-11-03,4.432
2023-11-04,4.432
2023-11-05,4.432
2023-11-06,4.451
2023-11-07,4.534
2023-11-08,4.598
2023-11-09,4.612
2023-11-10,4.58
2023-11-11,4.58
2023-11-12,4.58
2023-11-13,4.539
2023-11-14,4.506
2023-11-15,4.491
2023-11-16,4.563
2023-11-17,4.478
2023-11-18,4.478
2023-11-19,4.478
2023-11-20,4.48
2023-11-21,4.491
2023-11-22,4.479
2023-11-23,4.479
2023-11-24,4.462
2023-11-25,4.462
2023-11-26,4.462
2023-11-27,4.478
2023-11-28,4.443
2023-11-29,4.492
2023-11-30,4.502
2023-12-01,4.464
2023-12-02,4.464
2023-12-03,4.464
2023-12-04,4.462
2023-12-05,4.525
2023-12-06,4.536
2023-12-07,4.516
2023-12-08,4.485
2023-12-09,4.485
2023-12-10,4.485
2023-12-11,4.483
2023-12-12,4.542
2023-12-13,4.475
2023-12-14,4.317
2023-12-15,4.333
2023-12-16,4.333
2023-12-17,4.333
2023-12-18,4.324
2023-12-19,4.268
2023-12-20,4.307
2023-12-21,4.294
2023-12-22,4.285
2023-12-23,4.285
2023-12-24,4.285
2023-12-25,4.285
2023-12-26,4.246
2023-12-27,4.26
2023-12-28,4.321
2023-12-29,4.339
2023-12-30,4.339
2023-12-31,4.339
2024-01-01,4.339
2024-01-02,4.33
2024-01-03,4.249
2024-01-04,4.296
2024-01-05,4.303
2024-01-06,4.303
2024-01-07,4.303
2024-01-08,4.333
2024-01-09,4.446
2024-01-10,4.483
2024-01-11,4.459
2024-01-12,4.401
2024-01-13,4.401
2024-01-14,4.401
2024-01-15,4.401
2024-01-16,4.508
2024-01-17,4.526
2024-01-18,4.568
2024-01-19,4.554
2024-01-20,4.554
2024-01-21,4.554
2024-01-22,4.546
2024-01-23,4.559
2024-01-24,4.47
2024-01-25,4.36
2024-01-26,4.344
2024-01-27,4.344
2024-01-28,4.344
2024-01-29,4.345
2024-01-30,4.315
2024-01-31,4.394
2024-02-01,4.38
2024-02-02,4.259
2024-02-03,4.259
2024-02-04,4.259
2024-02-05,4.276
2024-02-06,4.276
2024-02-07,4.282
2024-02-08,4.237
2024-02-09,4.336
2024-02-10,4.336
2024-02-11,4.336
2024-02-12,4.307
2024-02-13,4.349
2024-02-14,4.337
2024-02-15,4.195
2024-02-16,4.19
2024-02-17,4.19
2024-02-18,4.19
2024-02-19,4.19
2024-02-20,4.207
2024-02-21,4.168
2024-02-22,4.168
2024-02-23,4.189
2024-02-24,4.189
2024-02-25,4.189
2024-02-26,4.195
2024-02-27,4.258
2024-02-28,4.253
2024-02-29,4.262
2024-03-01,4.24
2024-03-02,4.24
2024-03-03,4.24
2024-03-04,4.357
2024-03-05,4.336
2024-03-06,4.373
2024-03-07,4.342
2024-03-08,4.327
2024-03-09,4.327
2024-03-10,4.327
2024-03-11,4.267
2024-03-12,4.27
2024-03-13,4.216
2024-03-14,4.167
2024-03-15,4.171
2024-03-16,4.171
2024-03-17,4.171
2024-03-18,4.179
2024-03-19,4.146
2024-03-20,4.202
2024-03-21,4.197
2024-03-22,4.202
2024-03-23,4.202
2024-03-24,4.202
2024-03-25,4.154
2024-03-26,4.188
2024-03-27,4.159
2024-03-28,4.123
2024-03-29,4.123
2024-03-30,4.123
2024-03-31,4.123
2024-04-01,4.087
2024-04-02,4.069
2024-04-03,4.053
2024-04-04,4.046
2024-04-05,4.024
2024-04-06,4.024
2024-04-07,4.024
2024-04-08,4.032
