,ZTS US Equity
2020-10-18,0.787
2020-10-19,0.805
2020-10-20,0.805
2020-10-21,0.798
2020-10-22,0.792
2020-10-23,0.786
2020-10-24,0.786
2020-10-25,0.786
2020-10-26,0.801
2020-10-27,0.791
2020-10-28,0.81
2020-10-29,0.798
2020-10-30,0.811
2020-10-31,0.811
2020-11-01,0.811
2020-11-02,0.789
2020-11-03,0.788
2020-11-04,0.737
2020-11-05,0.752
2020-11-06,0.838
2020-11-07,0.838
2020-11-08,0.838
2020-11-09,0.859
2020-11-10,0.873
2020-11-11,0.86
2020-11-12,0.859
2020-11-13,0.856
2020-11-14,0.856
2020-11-15,0.856
2020-11-16,0.858
2020-11-17,0.858
2020-11-18,0.868
2020-11-19,0.853
2020-11-20,0.854
2020-11-21,0.854
2020-11-22,0.854
2020-11-23,0.863
2020-11-24,0.881
2020-11-25,0.886
2020-11-26,0.886
2020-11-27,0.879
2020-11-28,0.879
2020-11-29,0.879
2020-11-30,0.885
2020-12-01,0.879
2020-12-02,0.893
2020-12-03,0.903
2020-12-04,0.898
2020-12-05,0.898
2020-12-06,0.898
2020-12-07,0.895
2020-12-08,0.892
2020-12-09,0.894
2020-12-10,0.897
2020-12-11,0.889
2020-12-12,0.889
2020-12-13,0.889
2020-12-14,0.89
2020-12-15,0.876
2020-12-16,0.883
2020-12-17,0.872
2020-12-18,0.867
2020-12-19,0.867
2020-12-20,0.867
2020-12-21,0.882
2020-12-22,0.877
2020-12-23,0.888
2020-12-24,0.883
2020-12-25,0.883
2020-12-26,0.883
2020-12-27,0.883
2020-12-28,0.874
2020-12-29,0.87
2020-12-30,0.864
2020-12-31,0.857
2021-01-01,0.857
2021-01-02,0.857
2021-01-03,0.857
2021-01-04,0.867
2021-01-05,0.861
2021-01-06,0.849
2021-01-07,0.85
2021-01-08,0.844
2021-01-09,0.844
2021-01-10,0.844
2021-01-11,0.838
2021-01-12,0.854
2021-01-13,0.876
2021-01-14,0.881
2021-01-15,0.878
2021-01-16,0.878
2021-01-17,0.878
2021-01-18,0.878
2021-01-19,0.871
2021-01-20,0.867
2021-01-21,0.861
2021-01-22,0.867
2021-01-23,0.867
2021-01-24,0.867
2021-01-25,0.878
2021-01-26,0.887
2021-01-27,0.925
2021-01-28,0.905
2021-01-29,0.918
2021-01-30,0.918
2021-01-31,0.918
2021-02-01,0.911
2021-02-02,0.9
2021-02-03,0.913
2021-02-04,0.902
2021-02-05,0.889
2021-02-06,0.889
2021-02-07,0.889
2021-02-08,0.885
2021-02-09,0.886
2021-02-10,0.882
2021-02-11,0.862
2021-02-12,0.85
2021-02-13,0.85
2021-02-14,0.85
2021-02-15,0.85
2021-02-16,0.852
2021-02-17,0.853
2021-02-18,0.858
2021-02-19,0.9
2021-02-20,0.9
2021-02-21,0.9
2021-02-22,0.899
2021-02-23,0.903
2021-02-24,0.905
2021-02-25,0.92
2021-02-26,0.928
2021-02-27,0.928
2021-02-28,0.928
2021-03-01,0.913
2021-03-02,0.917
2021-03-03,0.964
2021-03-04,1.0
2021-03-05,0.989
2021-03-06,0.989
2021-03-07,0.989
2021-03-08,0.992
2021-03-09,0.959
2021-03-10,0.953
2021-03-11,0.945
2021-03-12,0.944
2021-03-13,0.944
2021-03-14,0.944
2021-03-15,0.93
2021-03-16,0.929
2021-03-17,0.922
2021-03-18,0.945
2021-03-19,0.941
2021-03-20,0.941
2021-03-21,0.941
2021-03-22,0.925
2021-03-23,0.923
2021-03-24,0.927
2021-03-25,0.942
2021-03-26,0.922
2021-03-27,0.922
2021-03-28,0.922
2021-03-29,0.909
2021-03-30,0.917
2021-03-31,0.915
2021-04-01,0.912
2021-04-02,0.912
2021-04-03,0.912
2021-04-04,0.912
2021-04-05,0.909
2021-04-06,0.924
2021-04-07,0.912
2021-04-08,0.9
2021-04-09,0.901
2021-04-10,0.901
2021-04-11,0.901
2021-04-12,0.886
2021-04-13,0.881
2021-04-14,0.883
2021-04-15,0.87
2021-04-16,0.859
2021-04-17,0.859
2021-04-18,0.859
2021-04-19,0.857
2021-04-20,0.852
2021-04-21,0.845
2021-04-22,0.851
2021-04-23,0.843
2021-04-24,0.843
2021-04-25,0.843
2021-04-26,0.847
2021-04-27,0.847
2021-04-28,0.837
2021-04-29,0.824
2021-04-30,0.831
2021-05-01,0.831
2021-05-02,0.831
2021-05-03,0.821
2021-05-04,0.828
2021-05-05,0.827
2021-05-06,0.822
2021-05-07,0.803
2021-05-08,0.803
2021-05-09,0.803
2021-05-10,0.81
2021-05-11,0.815
2021-05-12,0.825
2021-05-13,0.812
2021-05-14,0.805
2021-05-15,0.805
2021-05-16,0.805
2021-05-17,0.815
2021-05-18,0.815
2021-05-19,0.81
2021-05-20,0.789
2021-05-21,0.788
2021-05-22,0.788
2021-05-23,0.788
2021-05-24,0.786
2021-05-25,0.785
2021-05-26,0.791
2021-05-27,0.794
2021-05-28,0.785
2021-05-29,0.785
2021-05-30,0.785
2021-05-31,0.785
2021-06-01,0.796
2021-06-02,0.802
2021-06-03,0.798
2021-06-04,0.792
2021-06-05,0.792
2021-06-06,0.792
2021-06-07,0.792
2021-06-08,0.797
2021-06-09,0.785
2021-06-10,0.762
2021-06-11,0.761
2021-06-12,0.761
2021-06-13,0.761
2021-06-14,0.751
2021-06-15,0.747
2021-06-16,0.753
2021-06-17,0.744
2021-06-18,0.748
2021-06-19,0.748
2021-06-20,0.748
2021-06-21,0.743
2021-06-22,0.743
2021-06-23,0.745
2021-06-24,0.748
2021-06-25,0.741
2021-06-26,0.741
2021-06-27,0.741
2021-06-28,0.741
2021-06-29,0.738
2021-06-30,0.744
2021-07-01,0.733
2021-07-02,0.72
2021-07-03,0.72
2021-07-04,0.72
2021-07-05,0.72
2021-07-06,0.715
2021-07-07,0.703
2021-07-08,0.704
2021-07-09,0.702
2021-07-10,0.702
2021-07-11,0.702
2021-07-12,0.699
2021-07-13,0.696
2021-07-14,0.689
2021-07-15,0.693
2021-07-16,0.695
2021-07-17,0.695
2021-07-18,0.695
2021-07-19,0.701
2021-07-20,0.692
2021-07-21,0.699
2021-07-22,0.691
2021-07-23,0.681
2021-07-24,0.681
2021-07-25,0.681
2021-07-26,0.695
2021-07-27,0.691
2021-07-28,0.686
2021-07-29,0.684
2021-07-30,0.688
2021-07-31,0.688
2021-08-01,0.688
2021-08-02,0.69
2021-08-03,0.684
2021-08-04,0.681
2021-08-05,0.876
2021-08-06,0.884
2021-08-07,0.884
2021-08-08,0.884
2021-08-09,0.894
2021-08-10,0.898
2021-08-11,0.904
2021-08-12,0.893
2021-08-13,0.886
2021-08-14,0.886
2021-08-15,0.886
2021-08-16,0.872
2021-08-17,0.864
2021-08-18,0.878
2021-08-19,0.865
2021-08-20,0.862
2021-08-21,0.862
2021-08-22,0.862
2021-08-23,0.865
2021-08-24,0.871
2021-08-25,0.873
2021-08-26,0.875
2021-08-27,0.876
2021-08-28,0.876
2021-08-29,0.876
2021-08-30,0.867
2021-08-31,0.873
2021-09-01,0.865
2021-09-02,0.853
2021-09-03,0.851
2021-09-04,0.851
2021-09-05,0.851
2021-09-06,0.851
2021-09-07,0.859
2021-09-08,0.853
2021-09-09,0.866
2021-09-10,0.862
2021-09-11,0.862
2021-09-12,0.862
2021-09-13,0.871
2021-09-14,0.877
2021-09-15,0.875
2021-09-16,0.88
2021-09-17,0.899
2021-09-18,0.899
2021-09-19,0.899
2021-09-20,0.899
2021-09-21,0.888
2021-09-22,0.887
2021-09-23,0.872
2021-09-24,0.872
2021-09-25,0.872
2021-09-26,0.872
2021-09-27,0.902
2021-09-28,0.926
2021-09-29,0.915
2021-09-30,0.919
2021-10-01,0.91
2021-10-02,0.91
2021-10-03,0.91
2021-10-04,0.922
2021-10-05,0.909
2021-10-06,0.912
2021-10-07,0.897
2021-10-08,0.902
2021-10-09,0.902
2021-10-10,0.902
2021-10-11,0.903
2021-10-12,0.894
2021-10-13,0.893
2021-10-14,0.88
2021-10-15,0.872
2021-10-16,0.872
2021-10-17,0.872
2021-10-18,0.869
2021-10-19,0.862
2021-10-20,0.854
2021-10-21,0.845
2021-10-22,0.845
2021-10-23,0.845
2021-10-24,0.845
2021-10-25,0.833
2021-10-26,0.837
2021-10-27,0.841
2021-10-28,0.828
2021-10-29,0.814
2021-10-30,0.814
2021-10-31,0.814
2021-11-01,0.824
2021-11-02,0.83
2021-11-03,0.834
2021-11-04,0.808
2021-11-05,0.812
2021-11-06,0.812
2021-11-07,0.812
2021-11-08,0.808
2021-11-09,0.799
2021-11-10,0.813
2021-11-11,0.82
2021-11-12,0.816
2021-11-13,0.816
2021-11-14,0.816
2021-11-15,0.819
2021-11-16,0.803
2021-11-17,0.797
2021-11-18,0.784
2021-11-19,0.781
2021-11-20,0.781
2021-11-21,0.781
2021-11-22,0.788
2021-11-23,0.791
2021-11-24,0.793
2021-11-25,0.793
2021-11-26,0.806
2021-11-27,0.806
2021-11-28,0.806
2021-11-29,0.791
2021-11-30,0.797
2021-12-01,0.805
2021-12-02,0.792
2021-12-03,0.792
2021-12-04,0.792
2021-12-05,0.792
2021-12-06,0.793
2021-12-07,0.784
2021-12-08,0.77
2021-12-09,0.768
2021-12-10,0.764
2021-12-11,0.764
2021-12-12,0.764
2021-12-13,0.761
2021-12-14,0.776
2021-12-15,0.762
2021-12-16,0.76
2021-12-17,0.755
2021-12-18,0.755
2021-12-19,0.755
2021-12-20,0.755
2021-12-21,0.744
2021-12-22,0.732
2021-12-23,0.729
2021-12-24,0.729
2021-12-25,0.729
2021-12-26,0.729
2021-12-27,0.717
2021-12-28,0.724
2021-12-29,0.716
2021-12-30,0.721
2021-12-31,0.725
2022-01-01,0.725
2022-01-02,0.725
2022-01-03,0.756
2022-01-04,0.786
2022-01-05,0.817
2022-01-06,0.813
2022-01-07,0.838
2022-01-08,0.838
2022-01-09,0.838
2022-01-10,0.832
2022-01-11,0.831
2022-01-12,0.831
2022-01-13,0.854
2022-01-14,0.858
2022-01-15,0.858
2022-01-16,0.858
2022-01-17,0.858
2022-01-18,0.873
2022-01-19,0.88
2022-01-20,0.874
2022-01-21,0.881
2022-01-22,0.881
2022-01-23,0.881
2022-01-24,0.883
2022-01-25,0.904
2022-01-26,0.93
2022-01-27,0.941
2022-01-28,0.904
2022-01-29,0.904
2022-01-30,0.904
2022-01-31,0.884
2022-02-01,0.888
2022-02-02,0.873
2022-02-03,0.879
2022-02-04,0.885
2022-02-05,0.885
2022-02-06,0.885
2022-02-07,0.882
2022-02-08,0.877
2022-02-09,0.873
2022-02-10,0.886
2022-02-11,0.888
2022-02-12,0.888
2022-02-13,0.888
2022-02-14,0.955
2022-02-15,0.752
2022-02-16,0.784
2022-02-17,0.817
2022-02-18,0.824
2022-02-19,0.824
2022-02-20,0.824
2022-02-21,0.824
2022-02-22,0.829
2022-02-23,0.843
2022-02-24,0.826
2022-02-25,0.81
2022-02-26,0.81
2022-02-27,0.81
2022-02-28,0.814
2022-03-01,0.819
2022-03-02,0.804
2022-03-03,0.805
2022-03-04,0.801
2022-03-05,0.801
2022-03-06,0.801
2022-03-07,0.838
2022-03-08,0.869
2022-03-09,0.832
2022-03-10,0.833
2022-03-11,0.851
2022-03-12,0.851
2022-03-13,0.851
2022-03-14,0.854
2022-03-15,0.834
2022-03-16,0.822
2022-03-17,0.814
2022-03-18,0.805
2022-03-19,0.805
2022-03-20,0.805
2022-03-21,0.81
2022-03-22,0.801
2022-03-23,0.824
2022-03-24,0.832
2022-03-25,0.832
2022-03-26,0.832
2022-03-27,0.832
2022-03-28,0.833
2022-03-29,0.82
2022-03-30,0.824
2022-03-31,0.836
2022-04-01,0.825
2022-04-02,0.825
2022-04-03,0.825
2022-04-04,0.835
2022-04-05,0.837
2022-04-06,0.824
2022-04-07,0.797
2022-04-08,0.788
2022-04-09,0.788
2022-04-10,0.788
2022-04-11,0.819
2022-04-12,0.839
2022-04-13,0.832
2022-04-14,0.842
2022-04-15,0.842
2022-04-16,0.842
2022-04-17,0.842
2022-04-18,0.862
2022-04-19,0.848
2022-04-20,0.838
2022-04-21,0.852
2022-04-22,0.865
2022-04-23,0.865
2022-04-24,0.865
2022-04-25,0.873
2022-04-26,0.889
2022-04-27,0.88
2022-04-28,0.865
2022-04-29,0.885
2022-04-30,0.885
2022-05-01,0.885
2022-05-02,0.898
2022-05-03,0.896
2022-05-04,0.887
2022-05-05,0.917
2022-05-06,0.929
2022-05-07,0.929
2022-05-08,0.929
2022-05-09,0.971
2022-05-10,0.966
2022-05-11,0.983
2022-05-12,0.964
2022-05-13,0.951
2022-05-14,0.951
2022-05-15,0.951
2022-05-16,0.95
2022-05-17,0.944
2022-05-18,0.993
2022-05-19,0.994
2022-05-20,0.97
2022-05-21,0.97
2022-05-22,0.97
2022-05-23,0.967
2022-05-24,0.967
2022-05-25,0.967
2022-05-26,0.951
2022-05-27,0.916
2022-05-28,0.916
2022-05-29,0.916
2022-05-30,0.916
2022-05-31,0.923
2022-06-01,0.944
2022-06-02,0.913
2022-06-03,0.933
2022-06-04,0.933
2022-06-05,0.933
2022-06-06,0.922
2022-06-07,0.907
2022-06-08,0.921
2022-06-09,0.947
2022-06-10,0.976
2022-06-11,0.976
2022-06-12,0.976
2022-06-13,1.011
2022-06-14,0.999
2022-06-15,0.998
2022-06-16,1.002
2022-06-17,0.993
2022-06-18,0.993
2022-06-19,0.993
2022-06-20,0.993
2022-06-21,0.973
2022-06-22,0.96
2022-06-23,0.932
2022-06-24,0.903
2022-06-25,0.903
2022-06-26,0.903
2022-06-27,0.908
2022-06-28,0.931
2022-06-29,0.91
2022-06-30,0.921
2022-07-01,0.909
2022-07-02,0.909
2022-07-03,0.909
2022-07-04,0.909
2022-07-05,0.908
2022-07-06,0.887
2022-07-07,0.884
2022-07-08,0.889
2022-07-09,0.889
2022-07-10,0.889
2022-07-11,0.894
2022-07-12,0.911
2022-07-13,0.943
2022-07-14,0.927
2022-07-15,0.907
2022-07-16,0.907
2022-07-17,0.907
2022-07-18,0.922
2022-07-19,0.892
2022-07-20,0.897
2022-07-21,0.875
2022-07-22,0.887
2022-07-23,0.887
2022-07-24,0.887
2022-07-25,0.902
2022-07-26,0.896
2022-07-27,0.89
2022-07-28,0.867
2022-07-29,0.866
2022-07-30,0.866
2022-07-31,0.866
2022-08-01,0.879
2022-08-02,0.884
2022-08-03,0.877
2022-08-04,0.901
2022-08-05,0.897
2022-08-06,0.897
2022-08-07,0.897
2022-08-08,0.903
2022-08-09,0.927
2022-08-10,0.903
2022-08-11,0.907
2022-08-12,0.894
2022-08-13,0.894
2022-08-14,0.894
2022-08-15,0.901
2022-08-16,0.914
2022-08-17,0.911
2022-08-18,0.923
2022-08-19,0.927
2022-08-20,0.927
2022-08-21,0.927
2022-08-22,0.952
2022-08-23,0.967
2022-08-24,0.966
2022-08-25,0.949
2022-08-26,0.983
2022-08-27,0.983
2022-08-28,0.983
2022-08-29,0.995
2022-08-30,1.0
2022-08-31,1.004
2022-09-01,0.986
2022-09-02,1.001
2022-09-03,1.001
2022-09-04,1.001
2022-09-05,1.001
2022-09-06,1.002
2022-09-07,0.979
2022-09-08,0.991
2022-09-09,0.954
2022-09-10,0.954
2022-09-11,0.954
2022-09-12,0.942
2022-09-13,0.973
2022-09-14,0.978
2022-09-15,0.984
2022-09-16,0.996
2022-09-17,0.996
2022-09-18,0.996
2022-09-19,0.997
2022-09-20,1.025
2022-09-21,1.036
2022-09-22,1.048
2022-09-23,1.044
2022-09-24,1.044
2022-09-25,1.044
2022-09-26,1.054
2022-09-27,1.049
2022-09-28,1.029
2022-09-29,1.038
2022-09-30,1.057
2022-10-01,1.057
2022-10-02,1.057
2022-10-03,1.035
2022-10-04,1.013
2022-10-05,1.014
2022-10-06,1.027
2022-10-07,1.162
2022-10-08,1.162
2022-10-09,1.162
2022-10-10,1.175
2022-10-11,1.171
2022-10-12,1.174
2022-10-13,1.152
2022-10-14,1.178
2022-10-15,1.178
2022-10-16,1.178
2022-10-17,1.154
2022-10-18,1.15
2022-10-19,1.167
2022-10-20,1.197
2022-10-21,1.175
2022-10-22,1.175
2022-10-23,1.175
2022-10-24,1.154
2022-10-25,1.132
2022-10-26,1.137
2022-10-27,1.141
2022-10-28,1.125
2022-10-29,1.125
2022-10-30,1.125
2022-10-31,1.141
2022-11-01,1.127
2022-11-02,1.167
2022-11-03,1.309
2022-11-04,1.284
2022-11-05,1.284
2022-11-06,1.284
2022-11-07,1.245
2022-11-08,1.26
2022-11-09,1.289
2022-11-10,1.204
2022-11-11,1.155
2022-11-12,1.155
2022-11-13,1.155
2022-11-14,1.172
2022-11-15,1.146
2022-11-16,1.158
2022-11-17,1.195
2022-11-18,1.178
2022-11-19,1.178
2022-11-20,1.178
2022-11-21,1.165
2022-11-22,1.155
2022-11-23,1.113
2022-11-24,1.113
2022-11-25,1.116
2022-11-26,1.116
2022-11-27,1.116
2022-11-28,1.131
2022-11-29,1.133
2022-11-30,1.087
2022-12-01,1.069
2022-12-02,1.064
2022-12-03,1.064
2022-12-04,1.064
2022-12-05,1.078
2022-12-06,1.094
2022-12-07,1.115
2022-12-08,1.09
2022-12-09,1.092
2022-12-10,1.092
2022-12-11,1.092
2022-12-12,1.096
2022-12-13,1.081
2022-12-14,1.104
2022-12-15,1.126
2022-12-16,1.159
2022-12-17,1.159
2022-12-18,1.159
2022-12-19,1.17
2022-12-20,1.176
2022-12-21,1.156
2022-12-22,1.155
2022-12-23,1.149
2022-12-24,1.149
2022-12-25,1.149
2022-12-26,1.149
2022-12-27,1.153
2022-12-28,1.164
2022-12-29,1.131
2022-12-30,1.143
2022-12-31,1.143
2023-01-01,1.143
2023-01-02,1.143
2023-01-03,1.141
2023-01-04,1.124
2023-01-05,1.152
2023-01-06,1.134
2023-01-07,1.134
2023-01-08,1.134
2023-01-09,1.139
2023-01-10,1.085
2023-01-11,1.061
2023-01-12,1.047
2023-01-13,1.041
2023-01-14,1.041
2023-01-15,1.041
2023-01-16,1.041
2023-01-17,1.05
2023-01-18,1.047
2023-01-19,1.032
2023-01-20,1.02
2023-01-21,1.02
2023-01-22,1.02
2023-01-23,1.002
2023-01-24,1.007
2023-01-25,1.01
2023-01-26,0.993
2023-01-27,1.012
2023-01-28,1.012
2023-01-29,1.012
2023-01-30,1.015
2023-01-31,1.01
2023-02-01,1.002
2023-02-02,0.985
2023-02-03,1.004
2023-02-04,1.004
2023-02-05,1.004
2023-02-06,1.021
2023-02-07,1.017
2023-02-08,1.039
2023-02-09,1.047
2023-02-10,1.064
2023-02-11,1.064
2023-02-12,1.064
2023-02-13,1.032
2023-02-14,0.986
2023-02-15,0.99
2023-02-16,0.997
2023-02-17,1.008
2023-02-18,1.008
2023-02-19,1.008
2023-02-20,1.008
2023-02-21,1.077
2023-02-22,1.099
2023-02-23,1.079
2023-02-24,1.1
2023-02-25,1.1
2023-02-26,1.1
2023-02-27,1.106
2023-02-28,1.095
2023-03-01,1.092
2023-03-02,1.085
2023-03-03,1.073
2023-03-04,1.073
2023-03-05,1.073
2023-03-06,1.078
2023-03-07,1.095
2023-03-08,1.085
2023-03-09,1.092
2023-03-10,1.133
2023-03-11,1.133
2023-03-12,1.133
2023-03-13,1.12
2023-03-14,1.112
2023-03-15,1.118
2023-03-16,1.1
2023-03-17,1.112
2023-03-18,1.112
2023-03-19,1.112
2023-03-20,1.103
2023-03-21,1.1
2023-03-22,1.134
2023-03-23,1.135
2023-03-24,1.114
2023-03-25,1.114
2023-03-26,1.114
2023-03-27,1.104
2023-03-28,1.108
2023-03-29,1.125
2023-03-30,1.114
2023-03-31,1.099
2023-04-01,1.099
2023-04-02,1.099
2023-04-03,1.091
2023-04-04,1.095
2023-04-05,1.091
2023-04-06,1.083
2023-04-07,1.083
2023-04-08,1.083
2023-04-09,1.083
2023-04-10,1.071
2023-04-11,1.069
2023-04-12,1.067
2023-04-13,1.054
2023-04-14,1.048
2023-04-15,1.048
2023-04-16,1.048
2023-04-17,1.048
2023-04-18,1.049
2023-04-19,1.045
2023-04-20,1.047
2023-04-21,1.032
2023-04-22,1.032
2023-04-23,1.032
2023-04-24,1.034
2023-04-25,1.054
2023-04-26,1.054
2023-04-27,1.048
2023-04-28,1.048
2023-04-29,1.048
2023-04-30,1.048
2023-05-01,1.026
2023-05-02,1.042
2023-05-03,1.037
2023-05-04,1.01
2023-05-05,0.951
2023-05-06,0.951
2023-05-07,0.951
2023-05-08,0.958
2023-05-09,0.961
2023-05-10,0.952
2023-05-11,0.952
2023-05-12,0.943
2023-05-13,0.943
2023-05-14,0.943
2023-05-15,0.941
2023-05-16,0.954
2023-05-17,0.967
2023-05-18,0.949
2023-05-19,0.95
2023-05-20,0.95
2023-05-21,0.95
2023-05-22,0.95
2023-05-23,0.988
2023-05-24,1.008
2023-05-25,1.032
2023-05-26,1.035
2023-05-27,1.035
2023-05-28,1.035
2023-05-29,1.035
2023-05-30,1.06
2023-05-31,1.046
2023-06-01,1.027
2023-06-02,0.992
2023-06-03,0.992
2023-06-04,0.992
2023-06-05,0.997
2023-06-06,1.002
2023-06-07,1.043
2023-06-08,1.038
2023-06-09,1.046
2023-06-10,1.046
2023-06-11,1.046
2023-06-12,1.03
2023-06-13,1.027
2023-06-14,1.03
2023-06-15,0.995
2023-06-16,0.999
2023-06-17,0.999
2023-06-18,0.999
2023-06-19,0.999
2023-06-20,1.01
2023-06-21,1.004
2023-06-22,1.002
