,RRX US Equity
2020-09-09,0.844
2020-09-10,0.865
2020-09-11,0.858
2020-09-12,0.858
2020-09-13,0.858
2020-09-14,0.852
2020-09-15,0.853
2020-09-16,0.848
2020-09-17,0.834
2020-09-18,0.859
2020-09-19,0.859
2020-09-20,0.859
2020-09-21,0.899
2020-09-22,0.883
2020-09-23,0.881
2020-09-24,0.885
2020-09-25,0.897
2020-09-26,0.897
2020-09-27,0.897
2020-09-28,0.871
2020-09-29,0.877
2020-09-30,0.889
2020-10-01,0.892
2020-10-02,0.892
2020-10-03,0.892
2020-10-04,0.892
2020-10-05,0.858
2020-10-06,0.846
2020-10-07,0.837
2020-10-08,0.837
2020-10-09,0.835
2020-10-10,0.835
2020-10-11,0.835
2020-10-12,0.83
2020-10-13,0.846
2020-10-14,0.841
2020-10-15,0.827
2020-10-16,0.827
2020-10-17,0.827
2020-10-18,0.827
2020-10-19,0.849
2020-10-20,0.837
2020-10-21,0.847
2020-10-22,0.863
2020-10-23,0.833
2020-10-24,0.833
2020-10-25,0.833
2020-10-26,0.863
2020-10-27,0.885
2020-10-28,0.887
2020-10-29,0.847
2020-10-30,0.846
2020-10-31,0.846
2020-11-01,0.846
2020-11-02,0.796
2020-11-03,0.78
2020-11-04,0.801
2020-11-05,0.775
2020-11-06,0.767
2020-11-07,0.767
2020-11-08,0.767
2020-11-09,0.748
2020-11-10,0.741
2020-11-11,0.756
2020-11-12,0.753
2020-11-13,0.731
2020-11-14,0.731
2020-11-15,0.731
2020-11-16,0.701
2020-11-17,0.7
2020-11-18,0.702
2020-11-19,0.697
2020-11-20,0.699
2020-11-21,0.699
2020-11-22,0.699
2020-11-23,0.676
2020-11-24,0.676
2020-11-25,0.684
2020-11-26,0.684
2020-11-27,0.683
2020-11-28,0.683
2020-11-29,0.683
2020-11-30,0.701
2020-12-01,0.693
2020-12-02,0.707
2020-12-03,0.723
2020-12-04,0.715
2020-12-05,0.715
2020-12-06,0.715
2020-12-07,0.717
2020-12-08,0.698
2020-12-09,0.7
2020-12-10,0.711
2020-12-11,0.712
2020-12-12,0.712
2020-12-13,0.712
2020-12-14,0.723
2020-12-15,0.706
2020-12-16,0.716
2020-12-17,0.709
2020-12-18,0.716
2020-12-19,0.716
2020-12-20,0.716
2020-12-21,0.708
2020-12-22,0.704
2020-12-23,0.696
2020-12-24,0.694
2020-12-25,0.694
2020-12-26,0.694
2020-12-27,0.694
2020-12-28,0.683
2020-12-29,0.687
2020-12-30,0.685
2020-12-31,0.678
2021-01-01,0.678
2021-01-02,0.678
2021-01-03,0.678
2021-01-04,0.679
2021-01-05,0.663
2021-01-06,0.626
2021-01-07,0.609
2021-01-08,0.614
2021-01-09,0.614
2021-01-10,0.614
2021-01-11,0.586
2021-01-12,0.59
2021-01-13,0.606
2021-01-14,0.61
2021-01-15,0.615
2021-01-16,0.615
2021-01-17,0.615
2021-01-18,0.615
2021-01-19,0.614
2021-01-20,0.611
2021-01-21,0.623
2021-01-22,0.623
2021-01-23,0.623
2021-01-24,0.623
2021-01-25,0.625
2021-01-26,0.636
2021-01-27,0.67
2021-01-28,0.661
2021-01-29,0.664
2021-01-30,0.664
2021-01-31,0.664
2021-02-01,0.648
2021-02-02,0.641
2021-02-03,0.638
2021-02-04,0.644
2021-02-05,0.634
2021-02-06,0.634
2021-02-07,0.634
2021-02-08,0.636
2021-02-09,0.64
2021-02-10,0.649
2021-02-11,0.641
2021-02-12,0.646
2021-02-13,0.646
2021-02-14,0.646
2021-02-15,0.646
2021-02-16,0.626
2021-02-17,0.642
2021-02-18,0.644
2021-02-19,0.62
2021-02-20,0.62
2021-02-21,0.62
2021-02-22,0.606
2021-02-23,0.594
2021-02-24,0.601
2021-02-25,0.611
2021-02-26,0.609
2021-02-27,0.609
2021-02-28,0.609
2021-03-01,0.589
2021-03-02,0.596
2021-03-03,0.604
2021-03-04,0.612
2021-03-05,0.6
2021-03-06,0.6
2021-03-07,0.6
2021-03-08,0.59
2021-03-09,0.6
2021-03-10,0.58
2021-03-11,0.559
2021-03-12,0.545
2021-03-13,0.545
2021-03-14,0.545
2021-03-15,0.545
2021-03-16,0.559
2021-03-17,0.543
2021-03-18,0.546
2021-03-19,0.541
2021-03-20,0.541
2021-03-21,0.541
2021-03-22,0.551
2021-03-23,0.585
2021-03-24,0.582
2021-03-25,0.579
2021-03-26,0.565
2021-03-27,0.565
2021-03-28,0.565
2021-03-29,0.579
2021-03-30,0.576
2021-03-31,0.582
2021-04-01,0.57
2021-04-02,0.57
2021-04-03,0.57
2021-04-04,0.57
2021-04-05,0.561
2021-04-06,0.573
2021-04-07,0.579
2021-04-08,0.585
2021-04-09,0.58
2021-04-10,0.58
2021-04-11,0.58
2021-04-12,0.577
2021-04-13,0.581
2021-04-14,0.579
2021-04-15,0.577
2021-04-16,0.571
2021-04-17,0.571
2021-04-18,0.571
2021-04-19,0.577
2021-04-20,0.582
2021-04-21,0.567
2021-04-22,0.569
2021-04-23,0.559
2021-04-24,0.559
2021-04-25,0.559
2021-04-26,0.565
2021-04-27,0.555
2021-04-28,0.561
2021-04-29,0.561
2021-04-30,0.575
2021-05-01,0.575
2021-05-02,0.575
2021-05-03,0.574
2021-05-04,0.574
2021-05-05,0.557
2021-05-06,0.551
2021-05-07,0.552
2021-05-08,0.552
2021-05-09,0.552
2021-05-10,0.562
2021-05-11,0.564
2021-05-12,0.586
2021-05-13,0.572
2021-05-14,0.566
2021-05-15,0.566
2021-05-16,0.566
2021-05-17,0.573
2021-05-18,0.588
2021-05-19,0.598
2021-05-20,0.603
2021-05-21,0.597
2021-05-22,0.597
2021-05-23,0.597
2021-05-24,0.598
2021-05-25,0.601
2021-05-26,0.594
2021-05-27,0.588
2021-05-28,0.584
2021-05-29,0.584
2021-05-30,0.584
2021-05-31,0.584
2021-06-01,0.58
2021-06-02,0.586
2021-06-03,0.592
2021-06-04,0.587
2021-06-05,0.587
2021-06-06,0.587
2021-06-07,0.601
2021-06-08,0.595
2021-06-09,0.601
2021-06-10,0.606
2021-06-11,0.605
2021-06-12,0.605
2021-06-13,0.605
2021-06-14,0.614
2021-06-15,0.607
2021-06-16,0.62
2021-06-17,0.646
2021-06-18,0.66
2021-06-19,0.66
2021-06-20,0.66
2021-06-21,0.64
2021-06-22,0.644
2021-06-23,0.644
2021-06-24,0.635
2021-06-25,0.629
2021-06-26,0.629
2021-06-27,0.629
2021-06-28,0.627
2021-06-29,0.627
2021-06-30,0.622
2021-07-01,0.617
2021-07-02,0.622
2021-07-03,0.622
2021-07-04,0.622
2021-07-05,0.622
2021-07-06,0.638
2021-07-07,0.634
2021-07-08,0.648
2021-07-09,0.623
2021-07-10,0.623
2021-07-11,0.623
2021-07-12,0.62
2021-07-13,0.63
2021-07-14,0.621
2021-07-15,0.628
2021-07-16,0.632
2021-07-17,0.632
2021-07-18,0.632
2021-07-19,0.652
2021-07-20,0.638
2021-07-21,0.633
2021-07-22,0.631
2021-07-23,0.624
2021-07-24,0.624
2021-07-25,0.624
2021-07-26,0.618
2021-07-27,0.618
2021-07-28,0.609
2021-07-29,0.565
2021-07-30,0.563
2021-07-31,0.563
2021-08-01,0.563
2021-08-02,0.57
2021-08-03,0.561
2021-08-04,0.567
2021-08-05,0.567
2021-08-06,0.565
2021-08-07,0.565
2021-08-08,0.565
2021-08-09,0.57
2021-08-10,0.559
2021-08-11,0.546
2021-08-12,0.539
2021-08-13,0.539
2021-08-14,0.539
2021-08-15,0.539
2021-08-16,0.538
2021-08-17,0.548
2021-08-18,0.552
2021-08-19,0.563
2021-08-20,0.562
2021-08-21,0.562
2021-08-22,0.562
2021-08-23,0.558
2021-08-24,0.552
2021-08-25,0.547
2021-08-26,0.549
2021-08-27,0.542
2021-08-28,0.542
2021-08-29,0.542
2021-08-30,0.543
2021-08-31,0.555
2021-09-01,0.561
2021-09-02,0.549
2021-09-03,0.548
2021-09-04,0.548
2021-09-05,0.548
2021-09-06,0.548
2021-09-07,0.553
2021-09-08,0.551
2021-09-09,0.557
2021-09-10,0.553
2021-09-11,0.553
2021-09-12,0.553
2021-09-13,0.549
2021-09-14,0.56
2021-09-15,0.553
2021-09-16,0.563
2021-09-17,0.581
2021-09-18,0.581
2021-09-19,0.581
2021-09-20,0.589
2021-09-21,0.6
2021-09-22,0.593
2021-09-23,0.584
2021-09-24,0.579
2021-09-25,0.579
2021-09-26,0.579
2021-09-27,0.558
2021-09-28,0.564
2021-09-29,0.546
2021-09-30,0.55
2021-10-01,0.549
2021-10-02,0.549
2021-10-03,0.549
2021-10-04,0.548
2021-10-05,0.563
2021-10-06,0.571
2021-10-07,0.565
2021-10-08,0.591
2021-10-09,0.591
2021-10-10,0.591
2021-10-11,0.604
2021-10-12,0.584
2021-10-13,0.564
2021-10-14,0.554
2021-10-15,0.547
2021-10-16,0.547
2021-10-17,0.547
2021-10-18,0.539
2021-10-19,0.541
2021-10-20,0.527
2021-10-21,0.523
2021-10-22,0.525
2021-10-23,0.525
2021-10-24,0.525
2021-10-25,0.512
2021-10-26,0.522
2021-10-27,0.527
2021-10-28,0.518
2021-10-29,0.518
2021-10-30,0.518
2021-10-31,0.518
2021-11-01,0.524
2021-11-02,0.493
2021-11-03,0.484
2021-11-04,0.477
2021-11-05,0.48
2021-11-06,0.48
2021-11-07,0.48
2021-11-08,0.477
2021-11-09,0.477
2021-11-10,0.48
2021-11-11,0.476
2021-11-12,0.472
2021-11-13,0.472
2021-11-14,0.472
2021-11-15,0.466
2021-11-16,0.462
2021-11-17,0.464
2021-11-18,0.461
2021-11-19,0.46
2021-11-20,0.46
2021-11-21,0.46
2021-11-22,0.464
2021-11-23,0.463
2021-11-24,0.466
2021-11-25,0.466
2021-11-26,0.484
2021-11-27,0.484
2021-11-28,0.484
2021-11-29,0.488
2021-11-30,0.499
2021-12-01,0.505
2021-12-02,0.491
2021-12-03,0.496
2021-12-04,0.496
2021-12-05,0.496
2021-12-06,0.489
2021-12-07,0.48
2021-12-08,0.482
2021-12-09,0.483
2021-12-10,0.477
2021-12-11,0.477
2021-12-12,0.477
2021-12-13,0.475
2021-12-14,0.481
2021-12-15,0.482
2021-12-16,0.478
2021-12-17,0.489
2021-12-18,0.489
2021-12-19,0.489
2021-12-20,0.499
2021-12-21,0.489
2021-12-22,0.485
2021-12-23,0.477
2021-12-24,0.477
2021-12-25,0.477
2021-12-26,0.477
2021-12-27,0.467
2021-12-28,0.464
2021-12-29,0.461
2021-12-30,0.463
2021-12-31,0.463
2022-01-01,0.463
2022-01-02,0.463
2022-01-03,0.461
2022-01-04,0.448
2022-01-05,0.462
2022-01-06,0.459
2022-01-07,0.461
2022-01-08,0.461
2022-01-09,0.461
2022-01-10,0.463
2022-01-11,0.47
2022-01-12,0.467
2022-01-13,0.465
2022-01-14,0.459
2022-01-15,0.459
2022-01-16,0.459
2022-01-17,0.459
2022-01-18,0.467
2022-01-19,0.47
2022-01-20,0.478
2022-01-21,0.486
2022-01-22,0.486
2022-01-23,0.486
2022-01-24,0.477
2022-01-25,0.498
2022-01-26,0.505
2022-01-27,0.506
2022-01-28,0.507
2022-01-29,0.507
2022-01-30,0.507
2022-01-31,0.497
2022-02-01,0.481
2022-02-02,0.476
2022-02-03,0.502
2022-02-04,0.508
2022-02-05,0.508
2022-02-06,0.508
2022-02-07,0.518
2022-02-08,0.508
2022-02-09,0.489
2022-02-10,0.499
2022-02-11,0.52
2022-02-12,0.52
2022-02-13,0.52
2022-02-14,0.517
2022-02-15,0.502
2022-02-16,0.499
2022-02-17,0.512
2022-02-18,0.516
2022-02-19,0.516
2022-02-20,0.516
2022-02-21,0.516
2022-02-22,0.523
2022-02-23,0.534
2022-02-24,0.521
2022-02-25,0.505
2022-02-26,0.505
2022-02-27,0.505
2022-02-28,0.504
2022-03-01,0.513
2022-03-02,0.499
2022-03-03,0.5
2022-03-04,0.52
2022-03-05,0.52
2022-03-06,0.52
2022-03-07,0.541
2022-03-08,0.534
2022-03-09,0.517
2022-03-10,0.516
2022-03-11,0.521
2022-03-12,0.521
2022-03-13,0.521
2022-03-14,0.518
2022-03-15,0.517
2022-03-16,0.503
2022-03-17,0.5
2022-03-18,0.783
2022-03-19,0.783
2022-03-20,0.783
2022-03-21,0.793
2022-03-22,0.801
2022-03-23,0.814
2022-03-24,0.827
2022-03-25,0.825
2022-03-26,0.825
2022-03-27,0.825
2022-03-28,0.832
2022-03-29,0.812
2022-03-30,0.841
2022-03-31,0.857
2022-04-01,0.859
2022-04-02,0.859
2022-04-03,0.859
2022-04-04,0.977
2022-04-05,1.048
2022-04-06,1.085
2022-04-07,1.087
2022-04-08,1.108
2022-04-09,1.108
2022-04-10,1.108
2022-04-11,1.114
2022-04-12,1.113
2022-04-13,1.087
2022-04-14,1.091
2022-04-15,1.091
2022-04-16,1.091
2022-04-17,1.091
2022-04-18,1.093
2022-04-19,1.068
2022-04-20,1.045
2022-04-21,1.053
2022-04-22,1.085
2022-04-23,1.085
2022-04-24,1.085
2022-04-25,1.088
2022-04-26,1.126
2022-04-27,1.12
2022-04-28,1.154
2022-04-29,1.179
2022-04-30,1.179
2022-05-01,1.179
2022-05-02,1.153
2022-05-03,1.148
2022-05-04,1.103
2022-05-05,1.142
2022-05-06,1.184
2022-05-07,1.184
2022-05-08,1.184
2022-05-09,1.235
2022-05-10,1.237
2022-05-11,1.248
2022-05-12,1.145
2022-05-13,1.136
2022-05-14,1.136
2022-05-15,1.136
2022-05-16,1.152
2022-05-17,1.122
2022-05-18,1.17
2022-05-19,1.159
2022-05-20,1.173
2022-05-21,1.173
2022-05-22,1.173
2022-05-23,1.166
2022-05-24,1.19
2022-05-25,1.188
2022-05-26,1.167
2022-05-27,1.133
2022-05-28,1.133
2022-05-29,1.133
2022-05-30,1.133
2022-05-31,1.135
2022-06-01,1.154
2022-06-02,1.128
2022-06-03,1.103
2022-06-04,1.103
2022-06-05,1.103
2022-06-06,1.081
2022-06-07,1.072
2022-06-08,1.109
2022-06-09,1.11
2022-06-10,1.151
2022-06-11,1.151
2022-06-12,1.151
2022-06-13,1.207
2022-06-14,1.203
2022-06-15,1.191
2022-06-16,1.275
2022-06-17,1.286
2022-06-18,1.286
2022-06-19,1.286
2022-06-20,1.286
2022-06-21,1.281
2022-06-22,1.27
2022-06-23,1.275
2022-06-24,1.21
2022-06-25,1.21
2022-06-26,1.21
2022-06-27,1.211
2022-06-28,1.226
2022-06-29,1.239
2022-06-30,1.245
2022-07-01,1.253
2022-07-02,1.253
2022-07-03,1.253
2022-07-04,1.253
2022-07-05,1.242
2022-07-06,1.258
2022-07-07,1.229
2022-07-08,1.251
2022-07-09,1.251
2022-07-10,1.251
2022-07-11,1.252
2022-07-12,1.262
2022-07-13,1.27
2022-07-14,1.27
2022-07-15,1.232
2022-07-16,1.232
2022-07-17,1.232
2022-07-18,1.231
2022-07-19,1.175
2022-07-20,1.16
2022-07-21,1.146
2022-07-22,1.138
2022-07-23,1.138
2022-07-24,1.138
2022-07-25,1.133
2022-07-26,1.129
2022-07-27,1.11
2022-07-28,1.072
2022-07-29,1.053
2022-07-30,1.053
2022-07-31,1.053
2022-08-01,1.065
2022-08-02,1.054
2022-08-03,1.042
2022-08-04,1.029
2022-08-05,1.029
2022-08-06,1.029
2022-08-07,1.029
2022-08-08,1.028
2022-08-09,1.026
2022-08-10,0.988
2022-08-11,0.977
2022-08-12,0.959
2022-08-13,0.959
2022-08-14,0.959
2022-08-15,0.959
2022-08-16,0.958
2022-08-17,0.971
2022-08-18,0.951
2022-08-19,0.962
2022-08-20,0.962
2022-08-21,0.962
2022-08-22,0.977
2022-08-23,0.973
2022-08-24,0.971
2022-08-25,0.955
2022-08-26,0.986
2022-08-27,0.986
2022-08-28,0.986
2022-08-29,1.0
2022-08-30,1.014
2022-08-31,1.022
2022-09-01,1.023
2022-09-02,1.035
2022-09-03,1.035
2022-09-04,1.035
2022-09-05,1.035
2022-09-06,1.023
2022-09-07,0.994
2022-09-08,0.985
2022-09-09,0.958
2022-09-10,0.958
2022-09-11,0.958
2022-09-12,0.957
2022-09-13,0.981
2022-09-14,0.988
2022-09-15,0.97
2022-09-16,1.011
2022-09-17,1.011
2022-09-18,1.011
2022-09-19,0.974
2022-09-20,0.977
2022-09-21,0.99
2022-09-22,0.995
2022-09-23,1.024
2022-09-24,1.024
2022-09-25,1.024
2022-09-26,1.045
2022-09-27,1.037
2022-09-28,0.988
2022-09-29,1.002
2022-09-30,1.003
2022-10-01,1.003
2022-10-02,1.003
2022-10-03,0.975
2022-10-04,0.923
2022-10-05,0.906
2022-10-06,0.892
2022-10-07,0.932
2022-10-08,0.932
2022-10-09,0.932
2022-10-10,0.925
2022-10-11,0.923
2022-10-12,0.938
2022-10-13,0.912
2022-10-14,0.956
2022-10-15,0.956
2022-10-16,0.956
2022-10-17,0.927
2022-10-18,0.916
2022-10-19,0.945
2022-10-20,0.969
2022-10-21,0.954
2022-10-22,0.954
2022-10-23,0.954
2022-10-24,0.959
2022-10-25,0.931
2022-10-26,0.924
2022-10-27,1.062
2022-10-28,1.054
2022-10-29,1.054
2022-10-30,1.054
2022-10-31,1.115
2022-11-01,1.204
2022-11-02,1.333
2022-11-03,1.376
2022-11-04,1.338
2022-11-05,1.338
2022-11-06,1.338
2022-11-07,1.302
2022-11-08,1.261
2022-11-09,1.302
2022-11-10,1.211
2022-11-11,1.195
2022-11-12,1.195
2022-11-13,1.195
2022-11-14,1.223
2022-11-15,1.191
2022-11-16,1.201
2022-11-17,1.224
2022-11-18,1.191
2022-11-19,1.191
2022-11-20,1.191
2022-11-21,1.214
2022-11-22,1.188
2022-11-23,1.198
2022-11-24,1.198
2022-11-25,1.19
2022-11-26,1.19
2022-11-27,1.19
2022-11-28,1.221
2022-11-29,1.21
2022-11-30,1.179
2022-12-01,1.201
2022-12-02,1.226
2022-12-03,1.226
2022-12-04,1.226
2022-12-05,1.273
2022-12-06,1.286
2022-12-07,1.285
2022-12-08,1.283
2022-12-09,1.289
2022-12-10,1.289
2022-12-11,1.289
2022-12-12,1.235
2022-12-13,1.221
2022-12-14,1.272
2022-12-15,1.303
2022-12-16,1.346
2022-12-17,1.346
2022-12-18,1.346
2022-12-19,1.354
2022-12-20,1.31
2022-12-21,1.295
2022-12-22,1.304
2022-12-23,1.303
2022-12-24,1.303
2022-12-25,1.303
2022-12-26,1.303
2022-12-27,1.288
2022-12-28,1.317
2022-12-29,1.282
2022-12-30,1.284
2022-12-31,1.284
2023-01-01,1.284
2023-01-02,1.284
2023-01-03,1.276
2023-01-04,1.242
2023-01-05,1.269
2023-01-06,1.223
2023-01-07,1.223
2023-01-08,1.223
2023-01-09,1.185
2023-01-10,1.191
2023-01-11,1.146
2023-01-12,1.11
2023-01-13,1.09
2023-01-14,1.09
2023-01-15,1.09
2023-01-16,1.09
2023-01-17,1.096
2023-01-18,1.121
2023-01-19,1.13
2023-01-20,1.111
2023-01-21,1.111
2023-01-22,1.111
2023-01-23,1.094
2023-01-24,1.114
2023-01-25,1.117
2023-01-26,1.094
2023-01-27,1.084
2023-01-28,1.084
2023-01-29,1.084
2023-01-30,1.099
2023-01-31,1.076
2023-02-01,1.049
2023-02-02,0.959
2023-02-03,0.969
2023-02-04,0.969
2023-02-05,0.969
2023-02-06,0.982
2023-02-07,0.972
2023-02-08,0.986
2023-02-09,0.99
2023-02-10,0.99
2023-02-11,0.99
2023-02-12,0.99
2023-02-13,0.98
2023-02-14,0.978
2023-02-15,0.948
2023-02-16,0.958
2023-02-17,0.961
2023-02-18,0.961
2023-02-19,0.961
2023-02-20,0.961
2023-02-21,0.997
2023-02-22,1.002
2023-02-23,0.995
2023-02-24,0.993
2023-02-25,0.993
2023-02-26,0.993
2023-02-27,0.98
2023-02-28,0.973
2023-03-01,0.969
2023-03-02,0.959
2023-03-03,0.947
2023-03-04,0.947
2023-03-05,0.947
2023-03-06,0.965
2023-03-07,0.973
2023-03-08,0.964
2023-03-09,0.985
2023-03-10,1.017
2023-03-11,1.017
2023-03-12,1.017
2023-03-13,1.033
2023-03-14,1.021
2023-03-15,1.1
2023-03-16,1.082
2023-03-17,1.118
2023-03-18,1.118
2023-03-19,1.118
2023-03-20,1.092
2023-03-21,1.072
2023-03-22,1.108
2023-03-23,1.142
2023-03-24,1.152
2023-03-25,1.152
2023-03-26,1.152
2023-03-27,1.121
2023-03-28,1.108
2023-03-29,1.087
2023-03-30,1.096
2023-03-31,1.082
2023-04-01,1.082
2023-04-02,1.082
2023-04-03,1.084
2023-04-04,1.154
2023-04-05,1.179
2023-04-06,1.198
2023-04-07,1.198
2023-04-08,1.198
2023-04-09,1.198
2023-04-10,1.171
2023-04-11,1.141
2023-04-12,1.146
2023-04-13,1.15
2023-04-14,1.157
2023-04-15,1.157
2023-04-16,1.157
2023-04-17,1.14
2023-04-18,1.145
2023-04-19,1.153
2023-04-20,1.177
2023-04-21,1.181
2023-04-22,1.181
2023-04-23,1.181
2023-04-24,1.179
2023-04-25,1.195
2023-04-26,1.207
2023-04-27,1.173
2023-04-28,1.17
2023-04-29,1.17
2023-04-30,1.17
2023-05-01,1.149
2023-05-02,1.173
2023-05-03,1.155
2023-05-04,1.198
2023-05-05,1.181
2023-05-06,1.181
2023-05-07,1.181
2023-05-08,1.172
2023-05-09,1.182
2023-05-10,1.184
2023-05-11,1.204
2023-05-12,1.202
2023-05-13,1.202
2023-05-14,1.202
2023-05-15,1.194
2023-05-16,1.212
2023-05-17,1.199
2023-05-18,1.172
2023-05-19,1.154
2023-05-20,1.154
2023-05-21,1.154
2023-05-22,1.13
2023-05-23,1.157
2023-05-24,1.179
2023-05-25,1.148
2023-05-26,1.116
2023-05-27,1.116
2023-05-28,1.116
2023-05-29,1.116
2023-05-30,1.122
2023-05-31,1.154
2023-06-01,1.139
2023-06-02,1.071
2023-06-03,1.071
2023-06-04,1.071
2023-06-05,1.083
2023-06-06,1.04
2023-06-07,1.017
2023-06-08,1.031
2023-06-09,1.031
2023-06-10,1.031
2023-06-11,1.031
2023-06-12,1.02
2023-06-13,1.002
2023-06-14,1.012
2023-06-15,0.986
2023-06-16,0.991
2023-06-17,0.991
2023-06-18,0.991
2023-06-19,0.991
2023-06-20,0.982
2023-06-21,0.987
2023-06-22,1.005
