,DAL US Equity
2023-06-23,0.157
2023-06-24,0.157
2023-06-25,0.157
2023-06-26,0.311
2023-06-27,0.291
2023-06-28,0.576
2023-06-29,0.581
2023-06-30,0.566
2023-07-01,0.566
2023-07-02,0.566
2023-07-03,0.561
2023-07-04,0.561
2023-07-05,0.554
2023-07-06,0.851
2023-07-07,0.842
2023-07-08,0.842
2023-07-09,0.842
2023-07-10,0.831
2023-07-11,0.828
2023-07-12,0.84
2023-07-13,0.845
2023-07-14,1.066
2023-07-15,1.066
2023-07-16,1.066
2023-07-17,1.059
2023-07-18,1.025
2023-07-19,1.021
2023-07-20,1.018
2023-07-21,1.021
2023-07-22,1.021
2023-07-23,1.021
2023-07-24,1.044
2023-07-25,1.067
2023-07-26,1.067
2023-07-27,1.083
2023-07-28,1.084
2023-07-29,1.084
2023-07-30,1.084
2023-07-31,1.071
2023-08-01,1.092
2023-08-02,1.106
2023-08-03,1.121
2023-08-04,1.111
2023-08-05,1.111
2023-08-06,1.111
2023-08-07,1.095
2023-08-08,1.082
2023-08-09,1.101
2023-08-10,1.105
2023-08-11,1.122
2023-08-12,1.122
2023-08-13,1.122
2023-08-14,1.12
2023-08-15,1.152
2023-08-16,0.928
2023-08-17,0.948
2023-08-18,0.955
2023-08-19,0.955
2023-08-20,0.955
2023-08-21,0.949
2023-08-22,0.952
2023-08-23,0.938
2023-08-24,0.945
2023-08-25,0.95
2023-08-26,0.95
2023-08-27,0.95
2023-08-28,0.934
2023-08-29,0.905
2023-08-30,0.916
2023-08-31,0.924
2023-09-01,0.924
2023-09-02,0.924
2023-09-03,0.924
2023-09-04,0.924
2023-09-05,0.948
2023-09-06,0.945
2023-09-07,0.958
2023-09-08,0.965
2023-09-09,0.965
2023-09-10,0.965
2023-09-11,0.965
2023-09-12,0.968
2023-09-13,0.996
2023-09-14,1.252
2023-09-15,1.234
2023-09-16,1.234
2023-09-17,1.234
2023-09-18,1.266
2023-09-19,1.249
2023-09-20,1.267
2023-09-21,1.286
2023-09-22,1.067
2023-09-23,1.067
2023-09-24,1.067
2023-09-25,1.07
2023-09-26,1.093
2023-09-27,1.097
2023-09-28,1.088
2023-09-29,1.087
2023-09-30,1.087
2023-10-01,1.087
2023-10-02,0.827
2023-10-03,0.856
2023-10-04,0.836
2023-10-05,0.828
2023-10-06,0.815
2023-10-07,0.815
2023-10-08,0.815
2023-10-09,0.855
2023-10-10,0.842
2023-10-11,0.836
2023-10-12,0.856
2023-10-13,1.176
2023-10-14,1.176
2023-10-15,1.176
2023-10-16,1.165
2023-10-17,1.156
2023-10-18,1.21
2023-10-19,1.226
2023-10-20,1.244
2023-10-21,1.244
2023-10-22,1.244
2023-10-23,1.251
2023-10-24,1.252
2023-10-25,1.277
2023-10-26,1.269
2023-10-27,1.308
2023-10-28,1.308
2023-10-29,1.308
2023-10-30,1.284
2023-10-31,1.283
2023-11-01,1.289
2023-11-02,1.252
2023-11-03,1.202
2023-11-04,1.202
2023-11-05,1.202
2023-11-06,1.218
2023-11-07,1.199
2023-11-08,1.173
2023-11-09,1.198
2023-11-10,1.177
2023-11-11,1.177
2023-11-12,1.177
2023-11-13,1.173
2023-11-14,1.138
2023-11-15,1.121
2023-11-16,1.129
2023-11-17,1.112
2023-11-18,1.112
2023-11-19,1.112
2023-11-20,1.098
2023-11-21,1.117
2023-11-22,1.115
2023-11-23,1.115
2023-11-24,1.111
2023-11-25,1.111
2023-11-26,1.111
2023-11-27,1.119
2023-11-28,1.113
2023-11-29,1.094
2023-11-30,1.086
2023-12-01,1.054
2023-12-02,1.054
2023-12-03,1.054
2023-12-04,1.051
2023-12-05,1.066
2023-12-06,1.03
2023-12-07,0.994
2023-12-08,0.994
2023-12-09,0.994
2023-12-10,0.994
2023-12-11,0.99
2023-12-12,0.972
2023-12-13,0.973
2023-12-14,0.945
2023-12-15,0.947
2023-12-16,0.947
2023-12-17,0.947
2023-12-18,0.974
2023-12-19,0.974
2023-12-20,0.994
2023-12-21,0.975
2023-12-22,0.975
2023-12-23,0.975
2023-12-24,0.975
2023-12-25,0.975
2023-12-26,0.984
2023-12-27,0.988
2023-12-28,0.987
2023-12-29,0.997
2023-12-30,0.997
2023-12-31,0.997
2024-01-01,0.997
2024-01-02,0.991
2024-01-03,1.035
2024-01-04,1.023
2024-01-05,0.989
2024-01-06,0.989
2024-01-07,0.989
2024-01-08,0.994
2024-01-09,0.978
2024-01-10,0.983
2024-01-11,0.98
2024-01-12,1.076
2024-01-13,1.076
2024-01-14,1.076
2024-01-15,1.076
2024-01-16,1.105
2024-01-17,1.115
2024-01-18,1.087
2024-01-19,1.11
2024-01-20,1.11
2024-01-21,1.11
2024-01-22,1.119
2024-01-23,1.089
2024-01-24,1.05
2024-01-25,0.998
2024-01-26,1.012
2024-01-27,1.012
2024-01-28,1.012
2024-01-29,1.033
2024-01-30,1.048
2024-01-31,1.058
2024-02-01,1.041
2024-02-02,1.035
2024-02-03,1.035
2024-02-04,1.035
2024-02-05,1.055
2024-02-06,1.03
2024-02-07,1.03
2024-02-08,1.026
2024-02-09,1.022
2024-02-10,1.022
2024-02-11,1.022
2024-02-12,1.02
2024-02-13,1.027
2024-02-14,1.006
2024-02-15,1.002
2024-02-16,1.024
2024-02-17,1.024
2024-02-18,1.024
2024-02-19,1.024
2024-02-20,1.012
2024-02-21,1.008
2024-02-22,0.976
2024-02-23,0.983
2024-02-24,0.983
2024-02-25,0.983
2024-02-26,0.981
2024-02-27,0.977
2024-02-28,0.971
2024-02-29,0.965
2024-03-01,0.968
2024-03-02,0.968
2024-03-03,0.968
2024-03-04,0.981
2024-03-05,0.976
2024-03-06,0.971
2024-03-07,0.954
2024-03-08,0.966
2024-03-09,0.966
2024-03-10,0.966
2024-03-11,0.956
2024-03-12,0.954
2024-03-13,0.911
2024-03-14,0.929
2024-03-15,0.928
2024-03-16,0.928
2024-03-17,0.928
2024-03-18,0.921
2024-03-19,0.914
2024-03-20,0.881
2024-03-21,0.87
2024-03-22,0.877
2024-03-23,0.877
2024-03-24,0.877
2024-03-25,0.881
2024-03-26,0.871
2024-03-27,0.845
2024-03-28,0.836
2024-03-29,0.836
2024-03-30,0.836
2024-03-31,0.836
2024-04-01,0.83
2024-04-02,0.853
2024-04-03,0.859
2024-04-04,0.872
2024-04-05,0.868
2024-04-06,0.868
2024-04-07,0.868
2024-04-08,0.851
