,ETN US Equity
2021-03-31,2.838
2021-04-01,2.814
2021-04-02,2.814
2021-04-03,2.814
2021-04-04,2.814
2021-04-05,2.757
2021-04-06,2.777
2021-04-07,2.791
2021-04-08,2.801
2021-04-09,2.79
2021-04-10,2.79
2021-04-11,2.79
2021-04-12,2.773
2021-04-13,2.803
2021-04-14,2.794
2021-04-15,2.783
2021-04-16,2.776
2021-04-17,2.776
2021-04-18,2.776
2021-04-19,2.784
2021-04-20,2.83
2021-04-21,2.769
2021-04-22,2.771
2021-04-23,2.741
2021-04-24,2.741
2021-04-25,2.741
2021-04-26,2.733
2021-04-27,2.71
2021-04-28,2.711
2021-04-29,2.702
2021-04-30,2.742
2021-05-01,2.742
2021-05-02,2.742
2021-05-03,2.714
2021-05-04,2.709
2021-05-05,2.694
2021-05-06,2.676
2021-05-07,2.656
2021-05-08,2.656
2021-05-09,2.656
2021-05-10,2.66
2021-05-11,2.69
2021-05-12,2.729
2021-05-13,2.675
2021-05-14,2.639
2021-05-15,2.639
2021-05-16,2.639
2021-05-17,2.652
2021-05-18,2.709
2021-05-19,2.739
2021-05-20,2.723
2021-05-21,2.726
2021-05-22,2.726
2021-05-23,2.726
2021-05-24,2.722
2021-05-25,2.738
2021-05-26,2.735
2021-05-27,2.705
2021-05-28,2.692
2021-05-29,2.692
2021-05-30,2.692
2021-05-31,2.692
2021-06-01,2.673
2021-06-02,2.679
2021-06-03,2.671
2021-06-04,2.633
2021-06-05,2.633
2021-06-06,2.633
2021-06-07,2.663
2021-06-08,2.658
2021-06-09,2.671
2021-06-10,2.663
2021-06-11,2.667
2021-06-12,2.667
2021-06-13,2.667
2021-06-14,2.678
2021-06-15,2.645
2021-06-16,2.672
2021-06-17,2.742
2021-06-18,2.808
2021-06-19,2.808
2021-06-20,2.808
2021-06-21,2.734
2021-06-22,2.738
2021-06-23,2.708
2021-06-24,2.685
2021-06-25,2.666
2021-06-26,2.666
2021-06-27,2.666
2021-06-28,2.669
2021-06-29,2.669
2021-06-30,2.639
2021-07-01,2.604
2021-07-02,2.583
2021-07-03,2.583
2021-07-04,2.583
2021-07-05,2.583
2021-07-06,2.612
2021-07-07,2.57
2021-07-08,2.597
2021-07-09,2.547
2021-07-10,2.547
2021-07-11,2.547
2021-07-12,2.522
2021-07-13,2.53
2021-07-14,2.541
2021-07-15,2.533
2021-07-16,2.552
2021-07-17,2.552
2021-07-18,2.552
2021-07-19,2.613
2021-07-20,2.53
2021-07-21,2.505
2021-07-22,2.498
2021-07-23,2.487
2021-07-24,2.487
2021-07-25,2.487
2021-07-26,2.498
2021-07-27,2.496
2021-07-28,2.507
2021-07-29,2.472
2021-07-30,2.466
2021-07-31,2.466
2021-08-01,2.466
2021-08-02,2.491
2021-08-03,2.421
2021-08-04,2.432
2021-08-05,2.485
2021-08-06,2.47
2021-08-07,2.47
2021-08-08,2.47
2021-08-09,2.464
2021-08-10,2.404
2021-08-11,2.41
2021-08-12,2.396
2021-08-13,2.389
2021-08-14,2.389
2021-08-15,2.389
2021-08-16,2.377
2021-08-17,2.4
2021-08-18,2.406
2021-08-19,2.399
2021-08-20,2.392
2021-08-21,2.392
2021-08-22,2.392
2021-08-23,2.372
2021-08-24,2.364
2021-08-25,2.353
2021-08-26,2.365
2021-08-27,2.355
2021-08-28,2.355
2021-08-29,2.355
2021-08-30,2.353
2021-08-31,2.379
2021-09-01,2.414
2021-09-02,2.394
2021-09-03,2.419
2021-09-04,2.419
2021-09-05,2.419
2021-09-06,2.419
2021-09-07,2.459
2021-09-08,2.464
2021-09-09,2.492
2021-09-10,2.509
2021-09-11,2.509
2021-09-12,2.509
2021-09-13,2.543
2021-09-14,2.575
2021-09-15,2.507
2021-09-16,2.527
2021-09-17,2.555
2021-09-18,2.555
2021-09-19,2.555
2021-09-20,2.572
2021-09-21,2.604
2021-09-22,2.573
2021-09-23,2.547
2021-09-24,2.58
2021-09-25,2.58
2021-09-26,2.58
2021-09-27,2.594
2021-09-28,2.614
2021-09-29,2.623
2021-09-30,2.696
2021-10-01,2.672
2021-10-02,2.672
2021-10-03,2.672
2021-10-04,2.731
2021-10-05,2.678
2021-10-06,2.67
2021-10-07,2.632
2021-10-08,2.638
2021-10-09,2.638
2021-10-10,2.638
2021-10-11,2.655
2021-10-12,2.672
2021-10-13,2.641
2021-10-14,2.539
2021-10-15,2.509
2021-10-16,2.509
2021-10-17,2.509
2021-10-18,2.512
2021-10-19,2.509
2021-10-20,2.482
2021-10-21,2.499
2021-10-22,2.495
2021-10-23,2.495
2021-10-24,2.495
2021-10-25,2.493
2021-10-26,2.514
2021-10-27,2.533
2021-10-28,2.459
2021-10-29,2.462
2021-10-30,2.462
2021-10-31,2.462
2021-11-01,2.468
2021-11-02,2.32
2021-11-03,2.349
2021-11-04,2.315
2021-11-05,2.324
2021-11-06,2.324
2021-11-07,2.324
2021-11-08,2.292
2021-11-09,2.28
2021-11-10,2.307
2021-11-11,2.333
2021-11-12,2.308
2021-11-13,2.308
2021-11-14,2.308
2021-11-15,2.295
2021-11-16,2.281
2021-11-17,2.292
2021-11-18,2.289
2021-11-19,2.302
2021-11-20,2.302
2021-11-21,2.302
2021-11-22,2.302
2021-11-23,2.299
2021-11-24,2.32
2021-11-25,2.32
2021-11-26,2.368
2021-11-27,2.368
2021-11-28,2.368
2021-11-29,2.37
2021-11-30,2.448
2021-12-01,2.457
2021-12-02,2.38
2021-12-03,2.383
2021-12-04,2.383
2021-12-05,2.383
2021-12-06,2.336
2021-12-07,2.325
2021-12-08,2.334
2021-12-09,2.353
2021-12-10,2.327
2021-12-11,2.327
2021-12-12,2.327
2021-12-13,2.337
2021-12-14,2.406
2021-12-15,2.344
2021-12-16,2.35
2021-12-17,2.403
2021-12-18,2.403
2021-12-19,2.403
2021-12-20,2.418
2021-12-21,2.372
2021-12-22,2.379
2021-12-23,2.361
2021-12-24,2.361
2021-12-25,2.361
2021-12-26,2.361
2021-12-27,2.324
2021-12-28,2.317
2021-12-29,2.31
2021-12-30,2.314
2021-12-31,2.295
2022-01-01,2.295
2022-01-02,2.295
2022-01-03,2.352
2022-01-04,2.313
2022-01-05,2.347
2022-01-06,2.341
2022-01-07,2.363
2022-01-08,2.363
2022-01-09,2.363
2022-01-10,2.383
2022-01-11,2.364
2022-01-12,2.313
2022-01-13,2.317
2022-01-14,2.321
2022-01-15,2.321
2022-01-16,2.321
2022-01-17,2.321
2022-01-18,2.391
2022-01-19,2.438
2022-01-20,2.473
2022-01-21,2.516
2022-01-22,2.516
2022-01-23,2.516
2022-01-24,2.513
2022-01-25,2.566
2022-01-26,2.553
2022-01-27,2.599
2022-01-28,2.578
2022-01-29,2.578
2022-01-30,2.578
2022-01-31,2.55
2022-02-01,2.534
2022-02-02,2.503
2022-02-03,2.576
2022-02-04,2.581
2022-02-05,2.581
2022-02-06,2.581
2022-02-07,2.584
2022-02-08,2.533
2022-02-09,2.447
2022-02-10,2.48
2022-02-11,2.548
2022-02-12,2.548
2022-02-13,2.548
2022-02-14,2.495
2022-02-15,2.441
2022-02-16,2.418
2022-02-17,2.491
2022-02-18,2.476
2022-02-19,2.476
2022-02-20,2.476
2022-02-21,2.476
2022-02-22,2.502
2022-02-23,2.543
2022-02-24,2.526
2022-02-25,2.463
2022-02-26,2.463
2022-02-27,2.463
2022-02-28,2.458
2022-03-01,2.589
2022-03-02,2.491
2022-03-03,2.446
2022-03-04,2.531
2022-03-05,2.531
2022-03-06,2.531
2022-03-07,2.6
2022-03-08,2.592
2022-03-09,2.542
2022-03-10,2.544
2022-03-11,2.566
2022-03-12,2.566
2022-03-13,2.566
2022-03-14,2.539
2022-03-15,2.459
2022-03-16,2.41
2022-03-17,2.389
2022-03-18,2.367
2022-03-19,2.367
2022-03-20,2.367
2022-03-21,2.382
2022-03-22,2.372
2022-03-23,2.416
2022-03-24,2.404
2022-03-25,2.388
2022-03-26,2.388
2022-03-27,2.388
2022-03-28,2.388
2022-03-29,2.338
2022-03-30,2.369
2022-03-31,2.426
2022-04-01,2.426
2022-04-02,2.426
2022-04-03,2.426
2022-04-04,2.474
2022-04-05,2.547
2022-04-06,2.578
2022-04-07,2.56
2022-04-08,2.572
2022-04-09,2.572
2022-04-10,2.572
2022-04-11,2.625
2022-04-12,2.652
2022-04-13,2.634
2022-04-14,2.669
2022-04-15,2.669
2022-04-16,2.669
2022-04-17,2.669
2022-04-18,2.655
2022-04-19,2.597
2022-04-20,2.534
2022-04-21,2.524
2022-04-22,2.592
2022-04-23,2.592
2022-04-24,2.592
2022-04-25,2.574
2022-04-26,2.633
2022-04-27,2.598
2022-04-28,2.56
2022-04-29,2.61
2022-04-30,2.61
2022-05-01,2.61
2022-05-02,2.584
2022-05-03,2.592
2022-05-04,2.552
2022-05-05,2.578
2022-05-06,2.597
2022-05-07,2.597
2022-05-08,2.597
2022-05-09,2.568
2022-05-10,2.695
2022-05-11,2.684
2022-05-12,2.651
2022-05-13,2.667
2022-05-14,2.667
2022-05-15,2.667
2022-05-16,2.712
2022-05-17,2.628
2022-05-18,2.76
2022-05-19,2.769
2022-05-20,2.823
2022-05-21,2.823
2022-05-22,2.823
2022-05-23,2.768
2022-05-24,2.829
2022-05-25,2.824
2022-05-26,2.778
2022-05-27,2.708
2022-05-28,2.708
2022-05-29,2.708
2022-05-30,2.708
2022-05-31,2.732
2022-06-01,2.749
2022-06-02,2.689
2022-06-03,2.698
2022-06-04,2.698
2022-06-05,2.698
2022-06-06,2.678
2022-06-07,2.604
2022-06-08,2.621
2022-06-09,2.657
2022-06-10,2.744
2022-06-11,2.744
2022-06-12,2.744
2022-06-13,2.83
2022-06-14,2.881
2022-06-15,2.87
2022-06-16,2.982
2022-06-17,2.996
2022-06-18,2.996
2022-06-19,2.996
2022-06-20,2.996
2022-06-21,2.981
2022-06-22,2.979
2022-06-23,2.963
2022-06-24,2.852
2022-06-25,2.852
2022-06-26,2.852
2022-06-27,2.843
2022-06-28,2.908
2022-06-29,2.955
2022-06-30,2.985
2022-07-01,2.952
2022-07-02,2.952
2022-07-03,2.952
2022-07-04,2.952
2022-07-05,2.968
2022-07-06,2.913
2022-07-07,2.877
2022-07-08,2.917
2022-07-09,2.917
2022-07-10,2.917
2022-07-11,2.916
2022-07-12,2.938
2022-07-13,2.965
2022-07-14,2.981
2022-07-15,2.89
2022-07-16,2.89
2022-07-17,2.89
2022-07-18,2.938
2022-07-19,2.817
2022-07-20,2.788
2022-07-21,2.717
2022-07-22,2.731
2022-07-23,2.731
2022-07-24,2.731
2022-07-25,2.722
2022-07-26,2.682
2022-07-27,2.634
2022-07-28,2.551
2022-07-29,2.515
2022-07-30,2.515
2022-07-31,2.515
2022-08-01,2.53
2022-08-02,2.512
2022-08-03,2.491
2022-08-04,2.488
2022-08-05,2.489
2022-08-06,2.489
2022-08-07,2.489
2022-08-08,2.501
2022-08-09,2.527
2022-08-10,2.478
2022-08-11,2.487
2022-08-12,2.438
2022-08-13,2.438
2022-08-14,2.438
2022-08-15,2.438
2022-08-16,2.427
2022-08-17,2.445
2022-08-18,2.423
2022-08-19,2.464
2022-08-20,2.464
2022-08-21,2.464
2022-08-22,2.532
2022-08-23,2.54
2022-08-24,2.554
2022-08-25,2.51
2022-08-26,2.634
2022-08-27,2.634
2022-08-28,2.634
2022-08-29,2.641
2022-08-30,2.669
2022-08-31,2.72
2022-09-01,2.678
2022-09-02,2.707
2022-09-03,2.707
2022-09-04,2.707
2022-09-05,2.707
2022-09-06,2.684
2022-09-07,2.597
2022-09-08,2.561
2022-09-09,2.545
2022-09-10,2.545
2022-09-11,2.545
2022-09-12,2.512
2022-09-13,2.602
2022-09-14,2.591
2022-09-15,2.628
2022-09-16,2.682
2022-09-17,2.682
2022-09-18,2.682
2022-09-19,2.644
2022-09-20,2.664
2022-09-21,2.69
2022-09-22,2.744
2022-09-23,2.764
2022-09-24,2.764
2022-09-25,2.764
2022-09-26,2.777
2022-09-27,2.824
2022-09-28,2.769
2022-09-29,2.764
2022-09-30,2.781
2022-10-01,2.781
2022-10-02,2.781
2022-10-03,2.691
2022-10-04,2.584
2022-10-05,2.566
2022-10-06,2.603
2022-10-07,2.71
2022-10-08,2.71
2022-10-09,2.71
2022-10-10,2.719
2022-10-11,2.718
2022-10-12,2.738
2022-10-13,2.685
2022-10-14,2.761
2022-10-15,2.761
2022-10-16,2.761
2022-10-17,2.678
2022-10-18,2.631
2022-10-19,2.663
2022-10-20,2.736
2022-10-21,2.656
2022-10-22,2.656
2022-10-23,2.656
2022-10-24,2.614
2022-10-25,2.534
2022-10-26,2.543
2022-10-27,2.523
2022-10-28,2.463
2022-10-29,2.463
2022-10-30,2.463
2022-10-31,2.466
2022-11-01,2.424
2022-11-02,2.436
2022-11-03,2.373
2022-11-04,2.312
2022-11-05,2.312
2022-11-06,2.312
2022-11-07,2.316
2022-11-08,2.319
2022-11-09,2.335
2022-11-10,2.251
2022-11-11,2.268
2022-11-12,2.268
2022-11-13,2.268
2022-11-14,2.261
2022-11-15,2.251
2022-11-16,2.26
2022-11-17,2.248
2022-11-18,2.215
2022-11-19,2.215
2022-11-20,2.215
2022-11-21,2.221
2022-11-22,2.195
2022-11-23,2.21
2022-11-24,2.21
2022-11-25,2.2
2022-11-26,2.2
2022-11-27,2.2
2022-11-28,2.249
2022-11-29,2.254
2022-11-30,2.236
2022-12-01,2.238
2022-12-02,2.238
2022-12-03,2.238
2022-12-04,2.238
2022-12-05,2.28
2022-12-06,2.316
2022-12-07,2.324
2022-12-08,2.303
2022-12-09,2.309
2022-12-10,2.309
2022-12-11,2.309
2022-12-12,2.273
2022-12-13,2.234
2022-12-14,2.265
2022-12-15,2.353
2022-12-16,2.351
2022-12-17,2.351
2022-12-18,2.351
2022-12-19,2.351
2022-12-20,2.33
2022-12-21,2.298
2022-12-22,2.327
2022-12-23,2.317
2022-12-24,2.317
2022-12-25,2.317
2022-12-26,2.317
2022-12-27,2.309
2022-12-28,2.333
2022-12-29,2.309
2022-12-30,2.315
2022-12-31,2.315
2023-01-01,2.315
2023-01-02,2.315
2023-01-03,2.303
2023-01-04,2.287
2023-01-05,2.311
2023-01-06,2.255
2023-01-07,2.255
2023-01-08,2.255
2023-01-09,2.258
2023-01-10,2.267
2023-01-11,2.216
2023-01-12,2.211
2023-01-13,2.214
2023-01-14,2.214
2023-01-15,2.214
2023-01-16,2.214
2023-01-17,2.241
2023-01-18,2.31
2023-01-19,2.396
2023-01-20,2.34
2023-01-21,2.34
2023-01-22,2.34
2023-01-23,2.29
2023-01-24,2.251
2023-01-25,2.287
2023-01-26,2.262
2023-01-27,2.243
2023-01-28,2.243
2023-01-29,2.243
2023-01-30,2.262
2023-01-31,2.243
2023-02-01,2.228
2023-02-02,2.247
2023-02-03,2.229
2023-02-04,2.229
2023-02-05,2.229
2023-02-06,2.241
2023-02-07,2.212
2023-02-08,2.155
2023-02-09,2.154
2023-02-10,2.108
2023-02-11,2.108
2023-02-12,2.108
2023-02-13,2.067
2023-02-14,2.083
2023-02-15,2.074
2023-02-16,2.07
2023-02-17,2.056
2023-02-18,2.056
2023-02-19,2.056
2023-02-20,2.056
2023-02-21,2.11
2023-02-22,2.103
2023-02-23,2.085
2023-02-24,2.08
2023-02-25,2.08
2023-02-26,2.08
2023-02-27,2.066
2023-02-28,2.06
2023-03-01,2.073
2023-03-02,2.057
2023-03-03,2.024
2023-03-04,2.024
2023-03-05,2.024
2023-03-06,2.029
2023-03-07,2.048
2023-03-08,2.028
2023-03-09,2.033
2023-03-10,2.082
2023-03-11,2.082
2023-03-12,2.082
2023-03-13,2.096
2023-03-14,2.079
2023-03-15,2.243
2023-03-16,2.173
2023-03-17,2.231
2023-03-18,2.231
2023-03-19,2.231
2023-03-20,2.184
2023-03-21,2.14
2023-03-22,2.15
2023-03-23,2.171
2023-03-24,2.183
2023-03-25,2.183
2023-03-26,2.183
2023-03-27,2.18
2023-03-28,2.157
2023-03-29,2.155
2023-03-30,2.136
2023-03-31,2.108
2023-04-01,2.108
2023-04-02,2.108
2023-04-03,2.117
2023-04-04,2.226
2023-04-05,2.279
2023-04-06,2.311
2023-04-07,2.311
2023-04-08,2.311
2023-04-09,2.311
2023-04-10,2.294
2023-04-11,2.274
2023-04-12,2.227
2023-04-13,2.248
2023-04-14,2.232
2023-04-15,2.232
2023-04-16,2.232
2023-04-17,2.215
2023-04-18,2.207
2023-04-19,2.211
2023-04-20,2.217
2023-04-21,2.218
2023-04-22,2.218
2023-04-23,2.218
2023-04-24,2.205
2023-04-25,2.205
2023-04-26,2.231
2023-04-27,2.15
2023-04-28,2.161
2023-04-29,2.161
2023-04-30,2.161
2023-05-01,2.14
2023-05-02,2.09
2023-05-03,2.108
2023-05-04,2.157
2023-05-05,2.113
2023-05-06,2.113
2023-05-07,2.113
2023-05-08,2.128
2023-05-09,2.12
2023-05-10,2.138
2023-05-11,2.145
2023-05-12,2.153
2023-05-13,2.153
2023-05-14,2.153
2023-05-15,2.136
2023-05-16,2.188
2023-05-17,2.129
2023-05-18,2.085
2023-05-19,2.091
2023-05-20,2.091
2023-05-21,2.091
2023-05-22,2.09
2023-05-23,2.125
2023-05-24,2.165
2023-05-25,2.058
2023-05-26,1.996
2023-05-27,1.996
2023-05-28,1.996
2023-05-29,1.996
2023-05-30,2.003
2023-05-31,2.07
2023-06-01,2.034
2023-06-02,1.953
2023-06-03,1.953
2023-06-04,1.953
2023-06-05,1.983
2023-06-06,1.985
2023-06-07,1.931
2023-06-08,1.939
2023-06-09,1.944
2023-06-10,1.944
2023-06-11,1.944
2023-06-12,1.921
2023-06-13,1.878
2023-06-14,1.886
2023-06-15,1.849
2023-06-16,1.904
2023-06-17,1.904
2023-06-18,1.904
2023-06-19,1.904
2023-06-20,1.875
2023-06-21,1.869
2023-06-22,1.862
