,ATO US Equity
2023-07-29,2.561
2023-07-30,2.561
2023-07-31,2.58
2023-08-01,2.594
2023-08-02,2.585
2023-08-03,2.682
2023-08-04,2.706
2023-08-05,2.706
2023-08-06,2.706
2023-08-07,2.765
2023-08-08,2.785
2023-08-09,2.777
2023-08-10,2.789
2023-08-11,2.778
2023-08-12,2.778
2023-08-13,2.778
2023-08-14,2.806
2023-08-15,2.844
2023-08-16,2.821
2023-08-17,2.796
2023-08-18,2.772
2023-08-19,2.772
2023-08-20,2.772
2023-08-21,2.777
2023-08-22,2.772
2023-08-23,2.784
2023-08-24,2.787
2023-08-25,2.756
2023-08-26,2.756
2023-08-27,2.756
2023-08-28,2.777
2023-08-29,2.767
2023-08-30,2.764
2023-08-31,2.798
2023-09-01,2.809
2023-09-02,2.809
2023-09-03,2.809
2023-09-04,2.809
2023-09-05,2.89
2023-09-06,2.888
2023-09-07,2.844
2023-09-08,2.84
2023-09-09,2.84
2023-09-10,2.84
2023-09-11,2.847
2023-09-12,2.848
2023-09-13,2.814
2023-09-14,2.788
2023-09-15,2.82
2023-09-16,2.82
2023-09-17,2.82
2023-09-18,2.833
2023-09-19,2.843
2023-09-20,2.841
2023-09-21,2.906
2023-09-22,2.926
2023-09-23,2.926
2023-09-24,2.926
2023-09-25,2.936
2023-09-26,3.032
2023-09-27,3.047
2023-09-28,3.063
2023-09-29,3.062
2023-09-30,3.062
2023-10-01,3.062
2023-10-02,3.157
2023-10-03,3.109
2023-10-04,3.051
2023-10-05,3.019
2023-10-06,2.988
2023-10-07,2.988
2023-10-08,2.988
2023-10-09,2.957
2023-10-10,2.928
2023-10-11,2.902
2023-10-12,2.919
2023-10-13,2.897
2023-10-14,2.897
2023-10-15,2.897
2023-10-16,2.89
2023-10-17,2.877
2023-10-18,2.899
2023-10-19,2.946
2023-10-20,2.982
2023-10-21,2.982
2023-10-22,2.982
2023-10-23,3.009
2023-10-24,2.985
2023-10-25,2.994
2023-10-26,2.983
2023-10-27,3.057
2023-10-28,3.057
2023-10-29,3.057
2023-10-30,3.048
2023-10-31,3.013
2023-11-01,2.985
2023-11-02,2.912
2023-11-03,2.91
2023-11-04,2.91
2023-11-05,2.91
2023-11-06,2.93
2023-11-07,2.953
2023-11-08,2.969
2023-11-09,2.915
2023-11-10,2.912
2023-11-11,2.912
2023-11-12,2.912
2023-11-13,2.919
2023-11-14,2.842
2023-11-15,2.857
2023-11-16,2.844
2023-11-17,2.848
2023-11-18,2.848
2023-11-19,2.848
2023-11-20,2.873
2023-11-21,2.907
2023-11-22,2.869
2023-11-23,2.869
2023-11-24,2.876
2023-11-25,2.876
2023-11-26,2.876
2023-11-27,2.859
2023-11-28,2.863
2023-11-29,2.874
2023-11-30,2.83
2023-12-01,2.829
2023-12-02,2.829
2023-12-03,2.829
2023-12-04,2.803
2023-12-05,2.828
2023-12-06,2.805
2023-12-07,2.81
2023-12-08,2.839
2023-12-09,2.839
2023-12-10,2.839
2023-12-11,2.842
2023-12-12,2.836
2023-12-13,2.762
2023-12-14,2.797
2023-12-15,2.811
2023-12-16,2.811
2023-12-17,2.811
2023-12-18,2.824
2023-12-19,2.803
2023-12-20,2.852
2023-12-21,2.838
2023-12-22,2.809
2023-12-23,2.809
2023-12-24,2.809
2023-12-25,2.809
2023-12-26,2.787
2023-12-27,2.784
2023-12-28,2.781
2023-12-29,2.785
2023-12-30,2.785
2023-12-31,2.785
2024-01-01,2.785
2024-01-02,2.76
2024-01-03,2.735
2024-01-04,2.745
2024-01-05,2.738
2024-01-06,2.738
2024-01-07,2.738
2024-01-08,2.718
2024-01-09,2.729
2024-01-10,2.736
2024-01-11,2.799
2024-01-12,2.789
2024-01-13,2.789
2024-01-14,2.789
2024-01-15,2.789
2024-01-16,2.831
2024-01-17,2.865
2024-01-18,2.873
2024-01-19,2.856
2024-01-20,2.856
2024-01-21,2.856
2024-01-22,2.856
2024-01-23,2.869
2024-01-24,2.946
2024-01-25,2.868
2024-01-26,2.873
2024-01-27,2.873
2024-01-28,2.873
2024-01-29,2.859
2024-01-30,2.853
2024-01-31,2.867
2024-02-01,2.822
2024-02-02,2.872
2024-02-03,2.872
2024-02-04,2.872
2024-02-05,2.923
2024-02-06,2.922
2024-02-07,2.895
2024-02-08,2.798
2024-02-09,2.794
2024-02-10,2.794
2024-02-11,2.794
2024-02-12,2.772
2024-02-13,2.828
2024-02-14,2.797
2024-02-15,2.766
2024-02-16,2.773
2024-02-17,2.773
2024-02-18,2.773
2024-02-19,2.773
2024-02-20,2.78
2024-02-21,2.755
2024-02-22,2.768
2024-02-23,2.783
2024-02-24,2.783
2024-02-25,2.783
2024-02-26,2.811
2024-02-27,2.789
2024-02-28,2.79
2024-02-29,2.779
2024-03-01,2.784
2024-03-02,2.784
2024-03-03,2.784
2024-03-04,2.736
2024-03-05,2.742
2024-03-06,2.724
2024-03-07,2.715
2024-03-08,2.709
2024-03-09,2.709
2024-03-10,2.709
2024-03-11,2.682
2024-03-12,2.693
2024-03-13,2.7
2024-03-14,2.71
2024-03-15,2.718
2024-03-16,2.718
2024-03-17,2.718
2024-03-18,2.698
2024-03-19,2.69
2024-03-20,2.673
2024-03-21,2.665
2024-03-22,2.671
2024-03-23,2.671
2024-03-24,2.671
2024-03-25,2.682
2024-03-26,2.702
2024-03-27,2.633
2024-03-28,2.62
2024-03-29,2.62
2024-03-30,2.62
2024-03-31,2.62
2024-04-01,2.642
2024-04-02,2.644
2024-04-03,2.662
2024-04-04,2.681
2024-04-05,2.679
2024-04-06,2.679
2024-04-07,2.679
2024-04-08,2.677
