,RHI US Equity
2023-06-23,2.738
2023-06-24,2.738
2023-06-25,2.738
2023-06-26,2.687
2023-06-27,2.68
2023-06-28,2.669
2023-06-29,2.607
2023-06-30,2.567
2023-07-01,2.567
2023-07-02,2.567
2023-07-03,2.557
2023-07-04,2.557
2023-07-05,2.497
2023-07-06,2.512
2023-07-07,2.491
2023-07-08,2.491
2023-07-09,2.491
2023-07-10,2.443
2023-07-11,2.39
2023-07-12,2.382
2023-07-13,2.349
2023-07-14,2.336
2023-07-15,2.336
2023-07-16,2.336
2023-07-17,2.316
2023-07-18,2.288
2023-07-19,2.284
2023-07-20,2.366
2023-07-21,2.456
2023-07-22,2.456
2023-07-23,2.456
2023-07-24,2.411
2023-07-25,2.439
2023-07-26,2.624
2023-07-27,2.685
2023-07-28,2.634
2023-07-29,2.634
2023-07-30,2.634
2023-07-31,2.646
2023-08-01,2.654
2023-08-02,2.64
2023-08-03,2.591
2023-08-04,2.612
2023-08-05,2.612
2023-08-06,2.612
2023-08-07,2.588
2023-08-08,2.602
2023-08-09,2.587
2023-08-10,2.587
2023-08-11,2.59
2023-08-12,2.59
2023-08-13,2.59
2023-08-14,2.595
2023-08-15,2.636
2023-08-16,2.663
2023-08-17,2.668
2023-08-18,2.643
2023-08-19,2.643
2023-08-20,2.643
2023-08-21,2.628
2023-08-22,2.623
2023-08-23,2.617
2023-08-24,2.637
2023-08-25,2.611
2023-08-26,2.611
2023-08-27,2.611
2023-08-28,2.621
2023-08-29,2.596
2023-08-30,2.59
2023-08-31,2.647
2023-09-01,2.585
2023-09-02,2.585
2023-09-03,2.585
2023-09-04,2.585
2023-09-05,2.632
2023-09-06,2.682
2023-09-07,2.619
2023-09-08,2.621
2023-09-09,2.621
2023-09-10,2.621
2023-09-11,2.652
2023-09-12,2.653
2023-09-13,2.642
2023-09-14,2.571
2023-09-15,2.555
2023-09-16,2.555
2023-09-17,2.555
2023-09-18,2.617
2023-09-19,2.59
2023-09-20,2.61
2023-09-21,2.638
2023-09-22,2.661
2023-09-23,2.661
2023-09-24,2.661
2023-09-25,2.627
2023-09-26,2.71
2023-09-27,2.653
2023-09-28,2.651
2023-09-29,2.648
2023-09-30,2.648
2023-10-01,2.648
2023-10-02,2.694
2023-10-03,2.628
2023-10-04,2.636
2023-10-05,2.63
2023-10-06,2.597
2023-10-07,2.597
2023-10-08,2.597
2023-10-09,2.54
2023-10-10,2.531
2023-10-11,2.52
2023-10-12,2.516
2023-10-13,2.563
2023-10-14,2.563
2023-10-15,2.563
2023-10-16,2.541
2023-10-17,2.521
2023-10-18,2.568
2023-10-19,2.605
2023-10-20,2.634
2023-10-21,2.634
2023-10-22,2.634
2023-10-23,2.678
2023-10-24,2.69
2023-10-25,2.658
2023-10-26,2.668
2023-10-27,2.873
2023-10-28,2.873
2023-10-29,2.873
2023-10-30,2.807
2023-10-31,2.78
2023-11-01,2.81
2023-11-02,2.742
2023-11-03,2.723
2023-11-04,2.723
2023-11-05,2.723
2023-11-06,2.715
2023-11-07,2.746
2023-11-08,2.708
2023-11-09,2.691
2023-11-10,2.661
2023-11-11,2.661
2023-11-12,2.661
2023-11-13,2.675
2023-11-14,2.545
2023-11-15,2.558
2023-11-16,2.568
2023-11-17,2.534
2023-11-18,2.534
2023-11-19,2.534
2023-11-20,2.485
2023-11-21,2.51
2023-11-22,2.413
2023-11-23,2.413
2023-11-24,2.421
2023-11-25,2.421
2023-11-26,2.421
2023-11-27,2.415
2023-11-28,2.447
2023-11-29,2.444
2023-11-30,2.399
2023-12-01,2.359
2023-12-02,2.359
2023-12-03,2.359
2023-12-04,2.32
2023-12-05,2.388
2023-12-06,2.383
2023-12-07,2.367
2023-12-08,2.367
2023-12-09,2.367
2023-12-10,2.367
2023-12-11,2.345
2023-12-12,2.35
2023-12-13,2.338
2023-12-14,2.271
2023-12-15,2.261
2023-12-16,2.261
2023-12-17,2.261
2023-12-18,2.256
2023-12-19,2.251
2023-12-20,2.284
2023-12-21,2.266
2023-12-22,2.254
2023-12-23,2.254
2023-12-24,2.254
2023-12-25,2.254
2023-12-26,2.244
2023-12-27,2.235
2023-12-28,2.231
2023-12-29,2.237
2023-12-30,2.237
2023-12-31,2.237
2024-01-01,2.237
2024-01-02,2.284
2024-01-03,2.343
2024-01-04,2.367
2024-01-05,2.259
2024-01-06,2.259
2024-01-07,2.259
2024-01-08,2.249
2024-01-09,2.282
2024-01-10,2.317
2024-01-11,2.318
2024-01-12,2.32
2024-01-13,2.32
2024-01-14,2.32
2024-01-15,2.32
2024-01-16,2.326
2024-01-17,2.343
2024-01-18,2.329
2024-01-19,2.323
2024-01-20,2.323
2024-01-21,2.323
2024-01-22,2.282
2024-01-23,2.304
2024-01-24,2.309
2024-01-25,2.308
2024-01-26,2.288
2024-01-27,2.288
2024-01-28,2.288
2024-01-29,2.305
2024-01-30,2.3
2024-01-31,2.354
2024-02-01,2.333
2024-02-02,2.326
2024-02-03,2.326
2024-02-04,2.326
2024-02-05,2.358
2024-02-06,2.348
2024-02-07,2.366
2024-02-08,2.335
2024-02-09,2.318
2024-02-10,2.318
2024-02-11,2.318
2024-02-12,2.294
2024-02-13,2.36
2024-02-14,2.333
2024-02-15,2.286
2024-02-16,2.326
2024-02-17,2.326
2024-02-18,2.326
2024-02-19,2.326
2024-02-20,2.35
2024-02-21,2.366
2024-02-22,2.366
2024-02-23,2.347
2024-02-24,2.347
2024-02-25,2.347
2024-02-26,2.335
2024-02-27,2.323
2024-02-28,2.345
2024-02-29,2.338
2024-03-01,2.328
2024-03-02,2.328
2024-03-03,2.328
2024-03-04,2.3
2024-03-05,2.395
2024-03-06,2.361
2024-03-07,2.342
2024-03-08,2.311
2024-03-09,2.311
2024-03-10,2.311
2024-03-11,2.349
2024-03-12,2.339
2024-03-13,2.337
2024-03-14,2.387
2024-03-15,2.384
2024-03-16,2.384
2024-03-17,2.384
2024-03-18,2.396
2024-03-19,2.392
2024-03-20,2.344
2024-03-21,2.319
2024-03-22,2.364
2024-03-23,2.364
2024-03-24,2.364
2024-03-25,2.399
2024-03-26,2.428
2024-03-27,2.405
2024-03-28,2.371
2024-03-29,2.371
2024-03-30,2.371
2024-03-31,2.371
2024-04-01,2.405
2024-04-02,2.441
2024-04-03,2.476
2024-04-04,2.493
2024-04-05,2.497
2024-04-06,2.497
2024-04-07,2.497
2024-04-08,2.487
