,DFS US Equity
2023-06-23,2.462
2023-06-24,2.462
2023-06-25,2.462
2023-06-26,2.461
2023-06-27,2.422
2023-06-28,2.42
2023-06-29,2.432
2023-06-30,2.454
2023-07-01,2.454
2023-07-02,2.454
2023-07-03,2.428
2023-07-04,2.428
2023-07-05,2.465
2023-07-06,2.48
2023-07-07,2.452
2023-07-08,2.452
2023-07-09,2.452
2023-07-10,2.425
2023-07-11,2.405
2023-07-12,2.412
2023-07-13,2.401
2023-07-14,2.424
2023-07-15,2.424
2023-07-16,2.424
2023-07-17,2.387
2023-07-18,2.361
2023-07-19,2.358
2023-07-20,2.832
2023-07-21,2.76
2023-07-22,2.76
2023-07-23,2.76
2023-07-24,2.665
2023-07-25,2.687
2023-07-26,2.724
2023-07-27,2.785
2023-07-28,2.772
2023-07-29,2.772
2023-07-30,2.772
2023-07-31,2.749
2023-08-01,2.768
2023-08-02,2.812
2023-08-03,2.81
2023-08-04,2.816
2023-08-05,2.816
2023-08-06,2.816
2023-08-07,2.8
2023-08-08,2.755
2023-08-09,2.762
2023-08-10,2.782
2023-08-11,2.784
2023-08-12,2.784
2023-08-13,2.784
2023-08-14,2.791
2023-08-15,3.082
2023-08-16,3.174
2023-08-17,3.102
2023-08-18,3.07
2023-08-19,3.07
2023-08-20,3.07
2023-08-21,3.113
2023-08-22,3.219
2023-08-23,3.209
2023-08-24,3.189
2023-08-25,3.203
2023-08-26,3.203
2023-08-27,3.203
2023-08-28,3.175
2023-08-29,3.146
2023-08-30,3.168
2023-08-31,3.156
2023-09-01,3.088
2023-09-02,3.088
2023-09-03,3.088
2023-09-04,3.088
2023-09-05,3.096
2023-09-06,3.106
2023-09-07,3.18
2023-09-08,3.174
2023-09-09,3.174
2023-09-10,3.174
2023-09-11,3.172
2023-09-12,3.189
2023-09-13,3.206
2023-09-14,3.156
2023-09-15,3.168
2023-09-16,3.168
2023-09-17,3.168
2023-09-18,3.213
2023-09-19,3.201
2023-09-20,3.206
2023-09-21,3.247
2023-09-22,3.26
2023-09-23,3.26
2023-09-24,3.26
2023-09-25,3.246
2023-09-26,3.273
2023-09-27,3.334
2023-09-28,3.293
2023-09-29,3.281
2023-09-30,3.281
2023-10-01,3.281
2023-10-02,3.13
2023-10-03,3.258
2023-10-04,3.254
2023-10-05,3.262
2023-10-06,3.205
2023-10-07,3.205
2023-10-08,3.205
2023-10-09,3.145
2023-10-10,3.099
2023-10-11,3.119
2023-10-12,3.126
2023-10-13,3.173
2023-10-14,3.173
2023-10-15,3.173
2023-10-16,3.123
2023-10-17,3.05
2023-10-18,3.088
2023-10-19,3.335
2023-10-20,3.422
2023-10-21,3.422
2023-10-22,3.422
2023-10-23,3.398
2023-10-24,3.453
2023-10-25,3.473
2023-10-26,3.463
2023-10-27,3.478
2023-10-28,3.478
2023-10-29,3.478
2023-10-30,3.5
2023-10-31,3.46
2023-11-01,3.438
2023-11-02,3.333
2023-11-03,3.257
2023-11-04,3.257
2023-11-05,3.257
2023-11-06,3.282
2023-11-07,3.346
2023-11-08,3.367
2023-11-09,3.427
2023-11-10,3.4
2023-11-11,3.4
2023-11-12,3.4
2023-11-13,3.388
2023-11-14,3.318
2023-11-15,3.319
2023-11-16,3.376
2023-11-17,3.291
2023-11-18,3.291
2023-11-19,3.291
2023-11-20,3.269
2023-11-21,3.281
2023-11-22,3.261
2023-11-23,3.261
2023-11-24,3.25
2023-11-25,3.25
2023-11-26,3.25
2023-11-27,3.3
2023-11-28,3.233
2023-11-29,3.172
2023-11-30,3.032
2023-12-01,2.949
2023-12-02,2.949
2023-12-03,2.949
2023-12-04,2.976
2023-12-05,2.846
2023-12-06,2.8
2023-12-07,2.756
2023-12-08,2.73
2023-12-09,2.73
2023-12-10,2.73
2023-12-11,2.73
2023-12-12,2.745
2023-12-13,2.665
2023-12-14,2.618
2023-12-15,2.659
2023-12-16,2.659
2023-12-17,2.659
2023-12-18,2.639
2023-12-19,2.588
2023-12-20,2.62
2023-12-21,2.537
2023-12-22,2.541
2023-12-23,2.541
2023-12-24,2.541
2023-12-25,2.541
2023-12-26,2.526
2023-12-27,2.512
2023-12-28,2.505
2023-12-29,2.509
2023-12-30,2.509
2023-12-31,2.509
2024-01-01,2.509
2024-01-02,2.51
2024-01-03,2.546
2024-01-04,2.601
2024-01-05,2.565
2024-01-06,2.565
2024-01-07,2.565
2024-01-08,2.543
2024-01-09,2.575
2024-01-10,2.584
2024-01-11,2.579
2024-01-12,2.62
2024-01-13,2.62
2024-01-14,2.62
2024-01-15,2.62
2024-01-16,2.616
2024-01-17,2.639
2024-01-18,2.886
2024-01-19,2.877
2024-01-20,2.877
2024-01-21,2.877
2024-01-22,2.81
2024-01-23,2.787
2024-01-24,2.766
2024-01-25,2.699
2024-01-26,2.619
2024-01-27,2.619
2024-01-28,2.619
2024-01-29,2.633
2024-01-30,2.58
2024-01-31,2.647
2024-02-01,2.628
2024-02-02,2.618
2024-02-03,2.618
2024-02-04,2.618
2024-02-05,2.627
2024-02-06,2.651
2024-02-07,2.635
2024-02-08,2.573
2024-02-09,2.565
2024-02-10,2.565
2024-02-11,2.565
2024-02-12,2.535
2024-02-13,2.584
2024-02-14,2.567
2024-02-15,2.53
2024-02-16,2.535
2024-02-17,2.535
2024-02-18,2.535
2024-02-19,2.535
2024-02-20,2.29
2024-02-21,2.347
2024-02-22,2.36
2024-02-23,2.328
2024-02-24,2.328
2024-02-25,2.328
2024-02-26,2.323
2024-02-27,2.31
2024-02-28,2.299
2024-02-29,2.347
2024-03-01,2.345
2024-03-02,2.345
2024-03-03,2.345
2024-03-04,2.359
2024-03-05,2.336
2024-03-06,2.373
2024-03-07,2.331
2024-03-08,2.336
2024-03-09,2.336
2024-03-10,2.336
2024-03-11,2.324
2024-03-12,2.271
2024-03-13,2.251
2024-03-14,2.289
2024-03-15,2.359
2024-03-16,2.359
2024-03-17,2.359
2024-03-18,2.357
2024-03-19,2.34
2024-03-20,2.256
2024-03-21,2.231
2024-03-22,2.256
2024-03-23,2.256
2024-03-24,2.256
2024-03-25,2.266
2024-03-26,2.264
2024-03-27,2.218
2024-03-28,2.166
2024-03-29,2.166
2024-03-30,2.166
2024-03-31,2.166
2024-04-01,2.194
2024-04-02,2.221
2024-04-03,2.237
2024-04-04,2.288
2024-04-05,2.272
2024-04-06,2.272
2024-04-07,2.272
2024-04-08,2.275
