,WHR US Equity
2023-06-23,5.207
2023-06-24,5.207
2023-06-25,5.207
2023-06-26,5.127
2023-06-27,4.946
2023-06-28,4.991
2023-06-29,4.898
2023-06-30,4.92
2023-07-01,4.92
2023-07-02,4.92
2023-07-03,4.908
2023-07-04,4.908
2023-07-05,4.969
2023-07-06,4.995
2023-07-07,4.937
2023-07-08,4.937
2023-07-09,4.937
2023-07-10,4.772
2023-07-11,4.634
2023-07-12,4.633
2023-07-13,4.662
2023-07-14,4.76
2023-07-15,4.76
2023-07-16,4.76
2023-07-17,4.825
2023-07-18,4.719
2023-07-19,4.689
2023-07-20,4.833
2023-07-21,4.889
2023-07-22,4.889
2023-07-23,4.889
2023-07-24,4.855
2023-07-25,5.003
2023-07-26,5.099
2023-07-27,5.163
2023-07-28,5.134
2023-07-29,5.134
2023-07-30,5.134
2023-07-31,5.074
2023-08-01,5.109
2023-08-02,5.03
2023-08-03,5.171
2023-08-04,5.173
2023-08-05,5.173
2023-08-06,5.173
2023-08-07,5.124
2023-08-08,5.164
2023-08-09,5.236
2023-08-10,5.23
2023-08-11,5.208
2023-08-12,5.208
2023-08-13,5.208
2023-08-14,5.259
2023-08-15,5.288
2023-08-16,5.384
2023-08-17,5.45
2023-08-18,5.416
2023-08-19,5.416
2023-08-20,5.416
2023-08-21,5.494
2023-08-22,5.382
2023-08-23,5.392
2023-08-24,5.41
2023-08-25,5.392
2023-08-26,5.392
2023-08-27,5.392
2023-08-28,5.294
2023-08-29,5.237
2023-08-30,5.212
2023-08-31,5.163
2023-09-01,5.09
2023-09-02,5.09
2023-09-03,5.09
2023-09-04,5.09
2023-09-05,5.249
2023-09-06,5.229
2023-09-07,5.308
2023-09-08,5.294
2023-09-09,5.294
2023-09-10,5.294
2023-09-11,5.276
2023-09-12,5.299
2023-09-13,5.349
2023-09-14,5.291
2023-09-15,5.237
2023-09-16,5.237
2023-09-17,5.237
2023-09-18,5.273
2023-09-19,5.265
2023-09-20,5.299
2023-09-21,5.447
2023-09-22,5.519
2023-09-23,5.519
2023-09-24,5.519
2023-09-25,5.483
2023-09-26,5.552
2023-09-27,5.531
2023-09-28,5.427
2023-09-29,5.404
2023-09-30,5.404
2023-10-01,5.404
2023-10-02,5.471
2023-10-03,5.641
2023-10-04,5.612
2023-10-05,5.745
2023-10-06,5.815
2023-10-07,5.815
2023-10-08,5.815
2023-10-09,5.742
2023-10-10,5.65
2023-10-11,5.638
2023-10-12,5.849
2023-10-13,5.861
2023-10-14,5.861
2023-10-15,5.861
2023-10-16,5.709
2023-10-17,5.52
2023-10-18,5.545
2023-10-19,5.595
2023-10-20,5.601
2023-10-21,5.601
2023-10-22,5.601
2023-10-23,5.663
2023-10-24,5.687
2023-10-25,5.752
2023-10-26,6.834
2023-10-27,7.077
2023-10-28,7.077
2023-10-29,7.077
2023-10-30,7.047
2023-10-31,6.911
2023-11-01,6.912
2023-11-02,6.716
2023-11-03,6.483
2023-11-04,6.483
2023-11-05,6.483
2023-11-06,6.492
2023-11-07,6.511
2023-11-08,6.442
2023-11-09,6.695
2023-11-10,6.581
2023-11-11,6.581
2023-11-12,6.581
2023-11-13,6.737
2023-11-14,6.393
2023-11-15,6.285
2023-11-16,6.337
2023-11-17,6.326
2023-11-18,6.326
2023-11-19,6.326
2023-11-20,6.389
2023-11-21,6.551
2023-11-22,6.534
2023-11-23,6.534
2023-11-24,6.517
2023-11-25,6.517
2023-11-26,6.517
2023-11-27,6.565
2023-11-28,6.569
2023-11-29,6.491
2023-11-30,6.534
2023-12-01,6.259
2023-12-02,6.259
2023-12-03,6.259
2023-12-04,6.357
2023-12-05,6.583
2023-12-06,6.515
2023-12-07,6.415
2023-12-08,6.388
2023-12-09,6.388
2023-12-10,6.388
2023-12-11,6.48
2023-12-12,6.478
2023-12-13,6.201
2023-12-14,5.803
2023-12-15,5.977
2023-12-16,5.977
2023-12-17,5.977
2023-12-18,6.036
2023-12-19,5.938
2023-12-20,6.1
2023-12-21,6.013
2023-12-22,5.973
2023-12-23,5.973
2023-12-24,5.973
2023-12-25,5.973
2023-12-26,5.843
2023-12-27,5.809
2023-12-28,5.783
2023-12-29,5.844
2023-12-30,5.844
2023-12-31,5.844
2024-01-01,5.844
2024-01-02,5.79
2024-01-03,6.037
2024-01-04,6.022
2024-01-05,5.883
2024-01-06,5.883
2024-01-07,5.883
2024-01-08,5.835
2024-01-09,5.887
2024-01-10,5.898
2024-01-11,5.912
2024-01-12,6.233
2024-01-13,6.233
2024-01-14,6.233
2024-01-15,6.233
2024-01-16,6.318
2024-01-17,6.349
2024-01-18,6.331
2024-01-19,6.318
2024-01-20,6.318
2024-01-21,6.318
2024-01-22,6.228
2024-01-23,6.378
2024-01-24,6.448
2024-01-25,6.227
2024-01-26,6.136
2024-01-27,6.136
2024-01-28,6.136
2024-01-29,6.041
2024-01-30,6.468
2024-01-31,6.497
2024-02-01,6.388
2024-02-02,6.443
2024-02-03,6.443
2024-02-04,6.443
2024-02-05,6.576
2024-02-06,6.514
2024-02-07,6.525
2024-02-08,6.458
2024-02-09,6.525
2024-02-10,6.525
2024-02-11,6.525
2024-02-12,6.346
2024-02-13,6.654
2024-02-14,6.54
2024-02-15,6.481
2024-02-16,6.579
2024-02-17,6.579
2024-02-18,6.579
2024-02-19,6.579
2024-02-20,6.504
2024-02-21,6.468
2024-02-22,6.384
2024-02-23,6.436
2024-02-24,6.436
2024-02-25,6.436
2024-02-26,6.628
2024-02-27,6.6
2024-02-28,6.611
2024-02-29,6.518
2024-03-01,6.554
2024-03-02,6.554
2024-03-03,6.554
2024-03-04,6.57
2024-03-05,6.788
2024-03-06,6.586
2024-03-07,6.473
2024-03-08,6.403
2024-03-09,6.403
2024-03-10,6.403
2024-03-11,6.442
2024-03-12,6.495
2024-03-13,6.44
2024-03-14,6.624
2024-03-15,6.659
2024-03-16,6.659
2024-03-17,6.659
2024-03-18,6.655
2024-03-19,6.518
2024-03-20,6.383
2024-03-21,6.266
2024-03-22,6.316
2024-03-23,6.316
2024-03-24,6.316
2024-03-25,6.171
2024-03-26,6.237
2024-03-27,5.938
2024-03-28,5.851
2024-03-29,5.851
2024-03-30,5.851
2024-03-31,5.851
2024-04-01,5.872
2024-04-02,6.093
2024-04-03,6.043
2024-04-04,6.107
2024-04-05,6.069
2024-04-06,6.069
2024-04-07,6.069
2024-04-08,6.036
