,GWW US Equity
2023-07-01,0.969
2023-07-02,0.969
2023-07-03,0.976
2023-07-04,0.976
2023-07-05,0.976
2023-07-06,0.981
2023-07-07,0.984
2023-07-08,0.984
2023-07-09,0.984
2023-07-10,0.959
2023-07-11,0.96
2023-07-12,0.983
2023-07-13,1.003
2023-07-14,1.001
2023-07-15,1.001
2023-07-16,1.001
2023-07-17,1.0
2023-07-18,1.005
2023-07-19,0.997
2023-07-20,0.996
2023-07-21,0.994
2023-07-22,0.994
2023-07-23,0.994
2023-07-24,0.993
2023-07-25,0.997
2023-07-26,1.003
2023-07-27,1.055
2023-07-28,1.038
2023-07-29,1.038
2023-07-30,1.038
2023-07-31,1.028
2023-08-01,1.047
2023-08-02,1.052
2023-08-03,1.05
2023-08-04,1.072
2023-08-05,1.072
2023-08-06,1.072
2023-08-07,1.059
2023-08-08,1.064
2023-08-09,1.062
2023-08-10,1.073
2023-08-11,1.069
2023-08-12,1.069
2023-08-13,1.069
2023-08-14,1.07
2023-08-15,1.075
2023-08-16,1.08
2023-08-17,1.089
2023-08-18,1.089
2023-08-19,1.089
2023-08-20,1.089
2023-08-21,1.09
2023-08-22,1.096
2023-08-23,1.083
2023-08-24,1.081
2023-08-25,1.072
2023-08-26,1.072
2023-08-27,1.072
2023-08-28,1.087
2023-08-29,1.075
2023-08-30,1.064
2023-08-31,1.081
2023-09-01,1.086
2023-09-02,1.086
2023-09-03,1.086
2023-09-04,1.086
2023-09-05,1.114
2023-09-06,1.113
2023-09-07,1.116
2023-09-08,1.119
2023-09-09,1.119
2023-09-10,1.119
2023-09-11,1.107
2023-09-12,1.116
2023-09-13,1.119
2023-09-14,1.1
2023-09-15,1.105
2023-09-16,1.105
2023-09-17,1.105
2023-09-18,1.104
2023-09-19,1.109
2023-09-20,1.118
2023-09-21,1.123
2023-09-22,1.124
2023-09-23,1.124
2023-09-24,1.124
2023-09-25,1.11
2023-09-26,1.118
2023-09-27,1.094
2023-09-28,1.096
2023-09-29,1.107
2023-09-30,1.107
2023-10-01,1.107
2023-10-02,1.103
2023-10-03,1.115
2023-10-04,1.096
2023-10-05,1.09
2023-10-06,1.07
2023-10-07,1.07
2023-10-08,1.07
2023-10-09,1.055
2023-10-10,1.076
2023-10-11,1.073
2023-10-12,1.042
2023-10-13,1.047
2023-10-14,1.047
2023-10-15,1.047
2023-10-16,1.064
2023-10-17,1.054
2023-10-18,1.093
2023-10-19,1.107
2023-10-20,1.126
2023-10-21,1.126
2023-10-22,1.126
2023-10-23,1.134
2023-10-24,1.133
2023-10-25,1.149
2023-10-26,1.109
2023-10-27,1.098
2023-10-28,1.098
2023-10-29,1.098
2023-10-30,1.069
2023-10-31,1.064
2023-11-01,1.046
2023-11-02,1.026
2023-11-03,1.011
2023-11-04,1.011
2023-11-05,1.011
2023-11-06,1.012
2023-11-07,1.004
2023-11-08,0.994
2023-11-09,0.993
2023-11-10,0.977
2023-11-11,0.977
2023-11-12,0.977
2023-11-13,0.981
2023-11-14,0.966
2023-11-15,0.974
2023-11-16,0.974
2023-11-17,0.965
2023-11-18,0.965
2023-11-19,0.965
2023-11-20,0.958
2023-11-21,0.96
2023-11-22,0.957
2023-11-23,0.957
2023-11-24,0.953
2023-11-25,0.953
2023-11-26,0.953
2023-11-27,0.956
2023-11-28,0.999
2023-11-29,0.998
2023-11-30,0.985
2023-12-01,0.964
2023-12-02,0.964
2023-12-03,0.964
2023-12-04,0.966
2023-12-05,0.97
2023-12-06,0.965
2023-12-07,0.959
2023-12-08,0.963
2023-12-09,0.963
2023-12-10,0.963
2023-12-11,0.947
2023-12-12,0.943
2023-12-13,0.946
2023-12-14,0.934
2023-12-15,0.94
2023-12-16,0.94
2023-12-17,0.94
2023-12-18,0.929
2023-12-19,0.933
2023-12-20,0.949
2023-12-21,0.94
2023-12-22,0.935
2023-12-23,0.935
2023-12-24,0.935
2023-12-25,0.935
2023-12-26,0.935
2023-12-27,0.932
2023-12-28,0.936
2023-12-29,0.935
2023-12-30,0.935
2023-12-31,0.935
2024-01-01,0.935
2024-01-02,0.952
2024-01-03,0.957
2024-01-04,0.949
2024-01-05,0.946
2024-01-06,0.946
2024-01-07,0.946
2024-01-08,0.942
2024-01-09,0.94
2024-01-10,0.932
2024-01-11,0.925
2024-01-12,0.92
2024-01-13,0.92
2024-01-14,0.92
2024-01-15,0.92
2024-01-16,0.921
2024-01-17,0.923
2024-01-18,0.888
2024-01-19,0.896
2024-01-20,0.896
2024-01-21,0.896
2024-01-22,0.883
2024-01-23,0.884
2024-01-24,0.889
2024-01-25,0.879
2024-01-26,0.877
2024-01-27,0.877
2024-01-28,0.877
2024-01-29,0.864
2024-01-30,0.847
2024-01-31,0.865
2024-02-01,0.839
2024-02-02,0.792
2024-02-03,0.792
2024-02-04,0.792
2024-02-05,0.816
2024-02-06,0.82
2024-02-07,0.816
2024-02-08,0.812
2024-02-09,0.803
2024-02-10,0.803
2024-02-11,0.803
2024-02-12,0.813
2024-02-13,0.823
2024-02-14,0.815
2024-02-15,0.818
2024-02-16,0.825
2024-02-17,0.825
2024-02-18,0.825
2024-02-19,0.825
2024-02-20,0.826
2024-02-21,0.822
2024-02-22,0.808
2024-02-23,0.813
2024-02-24,0.813
2024-02-25,0.813
2024-02-26,0.809
2024-02-27,0.805
2024-02-28,0.8
2024-02-29,0.801
2024-03-01,0.795
2024-03-02,0.795
2024-03-03,0.795
2024-03-04,0.79
2024-03-05,0.791
2024-03-06,0.794
2024-03-07,0.789
2024-03-08,0.804
2024-03-09,0.804
2024-03-10,0.804
2024-03-11,0.809
2024-03-12,0.802
2024-03-13,0.8
2024-03-14,0.787
2024-03-15,0.784
2024-03-16,0.784
2024-03-17,0.784
2024-03-18,0.784
2024-03-19,0.779
2024-03-20,0.768
2024-03-21,0.758
2024-03-22,0.759
2024-03-23,0.759
2024-03-24,0.759
2024-03-25,0.774
2024-03-26,0.776
2024-03-27,0.765
2024-03-28,0.767
2024-03-29,0.767
2024-03-30,0.767
2024-03-31,0.767
2024-04-01,0.773
2024-04-02,0.78
2024-04-03,0.775
2024-04-04,0.785
2024-04-05,0.769
2024-04-06,0.769
2024-04-07,0.769
2024-04-08,0.769
