,RS US Equity
2020-06-23,3.097
2020-06-24,3.097
2020-06-25,3.097
2020-06-26,3.097
2020-06-27,3.097
2020-06-28,3.097
2020-06-29,3.097
2020-06-30,3.097
2020-07-01,3.097
2020-07-02,3.097
2020-07-03,3.097
2020-07-04,3.097
2020-07-05,3.097
2020-07-06,3.097
2020-07-07,3.097
2020-07-08,3.097
2020-07-09,3.097
2020-07-10,3.097
2020-07-11,3.097
2020-07-12,3.097
2020-07-13,3.097
2020-07-14,3.097
2020-07-15,3.097
2020-07-16,3.097
2020-07-17,3.097
2020-07-18,3.097
2020-07-19,3.097
2020-07-20,3.097
2020-07-21,3.097
2020-07-22,3.097
2020-07-23,3.097
2020-07-24,3.097
2020-07-25,3.097
2020-07-26,3.097
2020-07-27,3.097
2020-07-28,3.097
2020-07-29,3.097
2020-07-30,3.097
2020-07-31,3.097
2020-08-01,3.097
2020-08-02,3.097
2020-08-03,3.097
2020-08-04,3.097
2020-08-05,3.097
2020-08-06,3.097
2020-08-07,3.097
2020-08-08,3.097
2020-08-09,3.097
2020-08-10,3.097
2020-08-11,3.097
2020-08-12,3.097
2020-08-13,3.097
2020-08-14,3.097
2020-08-15,3.097
2020-08-16,3.097
2020-08-17,3.097
2020-08-18,3.097
2020-08-19,3.097
2020-08-20,3.097
2020-08-21,3.097
2020-08-22,3.097
2020-08-23,3.097
2020-08-24,3.097
2020-08-25,3.097
2020-08-26,3.097
2020-08-27,3.097
2020-08-28,3.097
2020-08-29,3.097
2020-08-30,3.097
2020-08-31,3.097
2020-09-01,3.097
2020-09-02,3.097
2020-09-03,3.097
2020-09-04,3.097
2020-09-05,3.097
2020-09-06,3.097
2020-09-07,3.097
2020-09-08,3.097
2020-09-09,3.097
2020-09-10,3.097
2020-09-11,3.097
2020-09-12,3.097
2020-09-13,3.097
2020-09-14,3.097
2020-09-15,3.097
2020-09-16,3.097
2020-09-17,3.097
2020-09-18,3.097
2020-09-19,3.097
2020-09-20,3.097
2020-09-21,3.097
2020-09-22,3.097
2020-09-23,3.097
2020-09-24,3.097
2020-09-25,3.097
2020-09-26,3.097
2020-09-27,3.097
2020-09-28,3.097
2020-09-29,3.097
2020-09-30,3.097
2020-10-01,3.097
2020-10-02,3.097
2020-10-03,3.097
2020-10-04,3.097
2020-10-05,3.097
2020-10-06,3.097
2020-10-07,3.097
2020-10-08,3.097
2020-10-09,3.097
2020-10-10,3.097
2020-10-11,3.097
2020-10-12,3.097
2020-10-13,3.097
2020-10-14,3.097
2020-10-15,3.097
2020-10-16,3.097
2020-10-17,3.097
2020-10-18,3.097
2020-10-19,3.097
2020-10-20,3.097
2020-10-21,3.097
2020-10-22,3.097
2020-10-23,3.097
2020-10-24,3.097
2020-10-25,3.097
2020-10-26,3.097
2020-10-27,3.097
2020-10-28,3.097
2020-10-29,3.097
2020-10-30,3.097
2020-10-31,3.097
2020-11-01,3.097
2020-11-02,3.097
2020-11-03,3.097
2020-11-04,3.097
2020-11-05,3.097
2020-11-06,3.097
2020-11-07,3.097
2020-11-08,3.097
2020-11-09,3.097
2020-11-10,3.097
2020-11-11,3.097
2020-11-12,3.097
2020-11-13,3.097
2020-11-14,3.097
2020-11-15,3.097
2020-11-16,3.097
2020-11-17,3.097
2020-11-18,3.097
2020-11-19,3.097
2020-11-20,3.097
2020-11-21,3.097
2020-11-22,3.097
2020-11-23,3.097
2020-11-24,3.097
2020-11-25,3.097
2020-11-26,3.097
2020-11-27,3.097
2020-11-28,3.097
2020-11-29,3.097
2020-11-30,3.097
2020-12-01,3.097
2020-12-02,3.097
2020-12-03,3.097
2020-12-04,3.097
2020-12-05,3.097
2020-12-06,3.097
2020-12-07,3.097
2020-12-08,3.097
2020-12-09,3.097
2020-12-10,3.097
2020-12-11,3.097
2020-12-12,3.097
2020-12-13,3.097
2020-12-14,3.097
2020-12-15,3.097
2020-12-16,3.097
2020-12-17,3.097
2020-12-18,3.097
2020-12-19,3.097
2020-12-20,3.097
2020-12-21,3.097
2020-12-22,3.097
2020-12-23,3.097
2020-12-24,3.097
2020-12-25,3.097
2020-12-26,3.097
2020-12-27,3.097
2020-12-28,3.097
2020-12-29,3.097
2020-12-30,3.097
2020-12-31,3.097
2021-01-01,3.097
2021-01-02,3.097
2021-01-03,3.097
2021-01-04,3.097
2021-01-05,3.097
2021-01-06,3.097
2021-01-07,3.097
2021-01-08,3.097
2021-01-09,3.097
2021-01-10,3.097
2021-01-11,3.097
2021-01-12,3.097
2021-01-13,3.097
2021-01-14,3.097
2021-01-15,3.097
2021-01-16,3.097
2021-01-17,3.097
2021-01-18,3.097
2021-01-19,3.097
2021-01-20,3.097
2021-01-21,3.097
2021-01-22,3.097
2021-01-23,3.097
2021-01-24,3.097
2021-01-25,3.097
2021-01-26,3.097
2021-01-27,3.097
2021-01-28,3.097
2021-01-29,3.097
2021-01-30,3.097
2021-01-31,3.097
2021-02-01,3.097
2021-02-02,3.097
2021-02-03,3.097
2021-02-04,3.097
2021-02-05,3.097
2021-02-06,3.097
2021-02-07,3.097
2021-02-08,3.097
2021-02-09,3.097
2021-02-10,3.097
2021-02-11,3.097
2021-02-12,3.097
2021-02-13,3.097
2021-02-14,3.097
2021-02-15,3.097
2021-02-16,3.097
2021-02-17,3.097
2021-02-18,3.097
2021-02-19,3.097
2021-02-20,3.097
2021-02-21,3.097
2021-02-22,3.097
2021-02-23,3.097
2021-02-24,3.097
2021-02-25,3.097
2021-02-26,3.097
2021-02-27,3.097
2021-02-28,3.097
2021-03-01,3.097
2021-03-02,3.097
2021-03-03,3.097
2021-03-04,3.097
2021-03-05,3.097
2021-03-06,3.097
2021-03-07,3.097
2021-03-08,3.097
2021-03-09,3.097
2021-03-10,3.097
2021-03-11,3.097
2021-03-12,3.097
2021-03-13,3.097
2021-03-14,3.097
2021-03-15,3.097
2021-03-16,3.097
2021-03-17,3.097
2021-03-18,3.097
2021-03-19,3.097
2021-03-20,3.097
2021-03-21,3.097
2021-03-22,3.097
2021-03-23,3.097
2021-03-24,3.097
2021-03-25,3.097
2021-03-26,3.097
2021-03-27,3.097
2021-03-28,3.097
2021-03-29,3.097
2021-03-30,3.097
2021-03-31,3.097
2021-04-01,3.097
2021-04-02,3.097
2021-04-03,3.097
2021-04-04,3.097
2021-04-05,3.097
2021-04-06,3.097
2021-04-07,3.097
2021-04-08,3.097
2021-04-09,3.097
2021-04-10,3.097
2021-04-11,3.097
2021-04-12,3.097
2021-04-13,3.097
2021-04-14,3.097
2021-04-15,3.097
2021-04-16,3.097
2021-04-17,3.097
2021-04-18,3.097
2021-04-19,3.097
2021-04-20,3.097
2021-04-21,3.097
2021-04-22,3.097
2021-04-23,3.097
2021-04-24,3.097
2021-04-25,3.097
2021-04-26,3.097
2021-04-27,3.097
2021-04-28,3.097
2021-04-29,3.097
2021-04-30,3.097
2021-05-01,3.097
2021-05-02,3.097
2021-05-03,3.097
2021-05-04,3.097
2021-05-05,3.097
2021-05-06,3.097
2021-05-07,3.097
2021-05-08,3.097
2021-05-09,3.097
2021-05-10,3.097
2021-05-11,3.097
2021-05-12,3.097
2021-05-13,3.097
2021-05-14,3.097
2021-05-15,3.097
2021-05-16,3.097
2021-05-17,3.097
2021-05-18,3.097
2021-05-19,3.097
2021-05-20,3.097
2021-05-21,3.097
2021-05-22,3.097
2021-05-23,3.097
2021-05-24,3.097
2021-05-25,3.097
2021-05-26,3.097
2021-05-27,3.097
2021-05-28,3.097
2021-05-29,3.097
2021-05-30,3.097
2021-05-31,3.097
2021-06-01,3.097
2021-06-02,3.097
2021-06-03,3.097
2021-06-04,3.097
2021-06-05,3.097
2021-06-06,3.097
2021-06-07,3.097
2021-06-08,3.097
2021-06-09,3.097
2021-06-10,3.097
2021-06-11,3.097
2021-06-12,3.097
2021-06-13,3.097
2021-06-14,3.097
2021-06-15,3.097
2021-06-16,3.097
2021-06-17,3.097
2021-06-18,3.097
2021-06-19,3.097
2021-06-20,3.097
2021-06-21,3.097
2021-06-22,3.097
2021-06-23,3.097
2021-06-24,3.097
2021-06-25,3.097
2021-06-26,3.097
2021-06-27,3.097
2021-06-28,3.097
2021-06-29,3.097
2021-06-30,2.081
2021-07-01,2.053
2021-07-02,2.06
2021-07-03,2.06
2021-07-04,2.06
2021-07-05,2.06
2021-07-06,2.108
2021-07-07,2.082
2021-07-08,2.116
2021-07-09,2.07
2021-07-10,2.07
2021-07-11,2.07
2021-07-12,2.056
2021-07-13,2.09
2021-07-14,2.094
2021-07-15,2.079
2021-07-16,2.115
2021-07-17,2.115
2021-07-18,2.115
2021-07-19,2.17
2021-07-20,2.111
2021-07-21,2.082
2021-07-22,2.094
2021-07-23,2.075
2021-07-24,2.075
2021-07-25,2.075
2021-07-26,2.042
2021-07-27,2.049
2021-07-28,2.045
2021-07-29,1.978
2021-07-30,1.998
2021-07-31,1.998
2021-08-01,1.998
2021-08-02,2.03
2021-08-03,1.994
2021-08-04,2.073
2021-08-05,2.088
2021-08-06,2.056
2021-08-07,2.056
2021-08-08,2.056
2021-08-09,2.048
2021-08-10,1.993
2021-08-11,1.963
2021-08-12,1.977
2021-08-13,1.99
2021-08-14,1.99
2021-08-15,1.99
2021-08-16,2.014
2021-08-17,2.049
2021-08-18,2.086
2021-08-19,2.088
2021-08-20,2.086
2021-08-21,2.086
2021-08-22,2.086
2021-08-23,2.069
2021-08-24,2.049
2021-08-25,2.061
2021-08-26,2.089
2021-08-27,2.042
2021-08-28,2.042
2021-08-29,2.042
2021-08-30,2.048
2021-08-31,2.084
2021-09-01,2.091
2021-09-02,2.089
2021-09-03,2.09
2021-09-04,2.09
2021-09-05,2.09
2021-09-06,2.09
2021-09-07,2.098
2021-09-08,2.112
2021-09-09,2.103
2021-09-10,2.104
2021-09-11,2.104
2021-09-12,2.104
2021-09-13,2.09
2021-09-14,2.141
2021-09-15,2.083
2021-09-16,2.135
2021-09-17,2.17
2021-09-18,2.17
2021-09-19,2.17
2021-09-20,2.216
2021-09-21,2.23
2021-09-22,2.176
2021-09-23,2.165
2021-09-24,2.188
2021-09-25,2.188
2021-09-26,2.188
2021-09-27,2.15
2021-09-28,2.143
2021-09-29,2.161
2021-09-30,2.195
2021-10-01,2.182
2021-10-02,2.182
2021-10-03,2.182
2021-10-04,2.187
2021-10-05,2.175
2021-10-06,2.214
2021-10-07,2.191
2021-10-08,2.207
2021-10-09,2.207
2021-10-10,2.207
2021-10-11,2.171
2021-10-12,2.17
2021-10-13,2.16
2021-10-14,2.138
2021-10-15,2.118
2021-10-16,2.118
2021-10-17,2.118
2021-10-18,2.104
2021-10-19,2.119
2021-10-20,2.093
2021-10-21,2.107
2021-10-22,2.094
2021-10-23,2.094
2021-10-24,2.094
2021-10-25,2.045
2021-10-26,2.069
2021-10-27,2.171
2021-10-28,2.167
2021-10-29,2.139
2021-10-30,2.139
2021-10-31,2.139
2021-11-01,2.095
2021-11-02,2.078
2021-11-03,2.427
2021-11-04,2.346
2021-11-05,2.31
2021-11-06,2.31
2021-11-07,2.31
2021-11-08,2.287
2021-11-09,2.273
2021-11-10,2.302
2021-11-11,2.267
2021-11-12,2.261
2021-11-13,2.261
2021-11-14,2.261
2021-11-15,2.286
2021-11-16,2.278
2021-11-17,2.369
2021-11-18,2.342
2021-11-19,2.323
2021-11-20,2.323
2021-11-21,2.323
2021-11-22,2.29
2021-11-23,2.291
2021-11-24,2.322
2021-11-25,2.322
2021-11-26,2.374
2021-11-27,2.374
2021-11-28,2.374
2021-11-29,2.395
2021-11-30,2.527
2021-12-01,2.513
2021-12-02,2.449
2021-12-03,2.481
2021-12-04,2.481
2021-12-05,2.481
2021-12-06,2.44
2021-12-07,2.39
2021-12-08,2.392
2021-12-09,2.395
2021-12-10,2.375
2021-12-11,2.375
2021-12-12,2.375
2021-12-13,2.263
2021-12-14,2.257
2021-12-15,2.279
2021-12-16,2.243
2021-12-17,2.224
2021-12-18,2.224
2021-12-19,2.224
2021-12-20,2.308
2021-12-21,2.279
2021-12-22,2.245
2021-12-23,2.232
2021-12-24,2.232
2021-12-25,2.232
2021-12-26,2.232
2021-12-27,2.198
2021-12-28,2.195
2021-12-29,2.178
2021-12-30,2.193
2021-12-31,2.183
2022-01-01,2.183
2022-01-02,2.183
2022-01-03,2.196
2022-01-04,2.165
2022-01-05,2.124
2022-01-06,2.14
2022-01-07,2.127
2022-01-08,2.127
2022-01-09,2.127
2022-01-10,2.181
2022-01-11,2.157
2022-01-12,2.111
2022-01-13,2.139
2022-01-14,2.129
2022-01-15,2.129
2022-01-16,2.129
2022-01-17,2.129
2022-01-18,2.161
2022-01-19,2.163
2022-01-20,2.203
2022-01-21,2.348
2022-01-22,2.348
2022-01-23,2.348
2022-01-24,2.327
2022-01-25,2.337
2022-01-26,2.376
2022-01-27,2.352
2022-01-28,2.336
2022-01-29,2.336
2022-01-30,2.336
2022-01-31,2.316
2022-02-01,2.235
2022-02-02,2.213
2022-02-03,2.217
2022-02-04,2.268
2022-02-05,2.268
2022-02-06,2.268
2022-02-07,2.299
2022-02-08,2.227
2022-02-09,2.171
2022-02-10,2.201
2022-02-11,2.201
2022-02-12,2.201
2022-02-13,2.201
2022-02-14,2.188
2022-02-15,2.124
2022-02-16,2.105
2022-02-17,2.038
2022-02-18,2.037
2022-02-19,2.037
2022-02-20,2.037
2022-02-21,2.037
2022-02-22,2.041
2022-02-23,2.064
2022-02-24,2.06
2022-02-25,1.943
2022-02-26,1.943
2022-02-27,1.943
2022-02-28,1.867
2022-03-01,1.904
2022-03-02,1.884
2022-03-03,1.876
2022-03-04,1.887
2022-03-05,1.887
2022-03-06,1.887
2022-03-07,1.93
2022-03-08,1.958
2022-03-09,1.886
2022-03-10,1.884
2022-03-11,1.885
2022-03-12,1.885
2022-03-13,1.885
2022-03-14,1.89
2022-03-15,1.867
2022-03-16,1.872
2022-03-17,1.857
2022-03-18,1.853
2022-03-19,1.853
2022-03-20,1.853
2022-03-21,2.053
2022-03-22,2.047
2022-03-23,2.057
2022-03-24,2.047
2022-03-25,2.05
2022-03-26,2.05
2022-03-27,2.05
2022-03-28,2.093
2022-03-29,2.158
2022-03-30,2.164
2022-03-31,2.18
2022-04-01,2.163
2022-04-02,2.163
2022-04-03,2.163
2022-04-04,2.194
2022-04-05,2.233
2022-04-06,2.235
2022-04-07,2.24
2022-04-08,2.228
2022-04-09,2.228
2022-04-10,2.228
2022-04-11,2.184
2022-04-12,2.168
2022-04-13,2.113
2022-04-14,2.058
2022-04-15,2.058
2022-04-16,2.058
2022-04-17,2.058
2022-04-18,2.055
2022-04-19,1.981
2022-04-20,1.96
2022-04-21,1.994
2022-04-22,2.041
2022-04-23,2.041
2022-04-24,2.041
2022-04-25,2.065
2022-04-26,2.105
2022-04-27,2.078
2022-04-28,1.999
2022-04-29,2.008
2022-04-30,2.008
2022-05-01,2.008
2022-05-02,2.013
2022-05-03,1.946
2022-05-04,1.883
2022-05-05,2.015
2022-05-06,2.019
2022-05-07,2.019
2022-05-08,2.019
2022-05-09,2.063
2022-05-10,2.096
2022-05-11,2.123
2022-05-12,2.126
2022-05-13,2.135
2022-05-14,2.135
2022-05-15,2.135
2022-05-16,2.146
2022-05-17,2.075
2022-05-18,2.183
2022-05-19,2.227
2022-05-20,2.231
2022-05-21,2.231
2022-05-22,2.231
2022-05-23,2.211
2022-05-24,2.225
2022-05-25,2.13
2022-05-26,1.99
2022-05-27,1.933
2022-05-28,1.933
2022-05-29,1.933
2022-05-30,1.933
2022-05-31,2.069
2022-06-01,2.059
2022-06-02,2.042
2022-06-03,2.079
2022-06-04,2.079
2022-06-05,2.079
2022-06-06,2.048
2022-06-07,2.005
2022-06-08,2.069
2022-06-09,2.138
2022-06-10,2.153
2022-06-11,2.153
2022-06-12,2.153
2022-06-13,2.251
2022-06-14,2.287
2022-06-15,2.238
2022-06-16,2.404
2022-06-17,2.365
2022-06-18,2.365
2022-06-19,2.365
2022-06-20,2.365
2022-06-21,2.36
2022-06-22,2.423
2022-06-23,2.461
2022-06-24,2.328
2022-06-25,2.328
2022-06-26,2.328
2022-06-27,2.313
2022-06-28,2.327
2022-06-29,2.354
2022-06-30,2.368
2022-07-01,2.351
2022-07-02,2.351
2022-07-03,2.351
2022-07-04,2.351
2022-07-05,2.37
2022-07-06,2.371
2022-07-07,2.308
2022-07-08,2.331
2022-07-09,2.331
2022-07-10,2.331
2022-07-11,2.322
2022-07-12,2.324
2022-07-13,2.291
2022-07-14,2.303
2022-07-15,2.28
2022-07-16,2.28
2022-07-17,2.28
2022-07-18,2.294
2022-07-19,2.229
2022-07-20,2.24
2022-07-21,2.19
2022-07-22,2.226
2022-07-23,2.226
2022-07-24,2.226
2022-07-25,2.172
2022-07-26,2.184
2022-07-27,2.122
2022-07-28,2.141
2022-07-29,2.096
2022-07-30,2.096
2022-07-31,2.096
2022-08-01,2.086
2022-08-02,2.139
2022-08-03,2.2
2022-08-04,2.149
2022-08-05,2.115
2022-08-06,2.115
2022-08-07,2.115
2022-08-08,2.123
2022-08-09,2.099
2022-08-10,2.057
2022-08-11,2.055
2022-08-12,2.023
2022-08-13,2.023
2022-08-14,2.023
2022-08-15,1.995
2022-08-16,1.981
2022-08-17,2.007
2022-08-18,1.996
2022-08-19,2.031
2022-08-20,2.031
2022-08-21,2.031
2022-08-22,2.067
2022-08-23,2.048
2022-08-24,2.049
2022-08-25,1.986
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,1.988
2022-08-30,2.054
2022-08-31,2.071
2022-09-01,2.124
2022-09-02,2.117
2022-09-03,2.117
2022-09-04,2.117
2022-09-05,2.117
2022-09-06,2.11
2022-09-07,2.067
2022-09-08,2.045
2022-09-09,1.974
2022-09-10,1.974
2022-09-11,1.974
2022-09-12,2.011
2022-09-13,2.071
2022-09-14,2.186
2022-09-15,2.186
2022-09-16,2.219
2022-09-17,2.219
2022-09-18,2.219
2022-09-19,2.144
2022-09-20,2.17
2022-09-21,2.189
2022-09-22,2.223
2022-09-23,2.277
2022-09-24,2.277
2022-09-25,2.277
2022-09-26,2.303
2022-09-27,2.255
2022-09-28,2.204
2022-09-29,2.233
2022-09-30,2.232
2022-10-01,2.232
2022-10-02,2.232
2022-10-03,2.138
2022-10-04,2.053
2022-10-05,2.071
2022-10-06,2.14
2022-10-07,2.184
2022-10-08,2.184
2022-10-09,2.184
2022-10-10,2.129
2022-10-11,2.125
2022-10-12,2.146
2022-10-13,2.081
2022-10-14,2.142
2022-10-15,2.142
2022-10-16,2.142
2022-10-17,2.122
2022-10-18,2.109
2022-10-19,2.155
2022-10-20,2.16
2022-10-21,2.093
2022-10-22,2.093
2022-10-23,2.093
2022-10-24,2.074
2022-10-25,2.042
2022-10-26,2.005
2022-10-27,1.917
2022-10-28,1.92
2022-10-29,1.92
2022-10-30,1.92
2022-10-31,1.902
2022-11-01,1.868
2022-11-02,1.926
2022-11-03,1.92
2022-11-04,1.891
2022-11-05,1.891
2022-11-06,1.891
2022-11-07,1.884
2022-11-08,1.862
2022-11-09,1.906
2022-11-10,1.847
2022-11-11,1.974
2022-11-12,1.974
2022-11-13,1.974
2022-11-14,1.904
2022-11-15,1.886
2022-11-16,1.89
2022-11-17,1.858
2022-11-18,1.852
2022-11-19,1.852
2022-11-20,1.852
2022-11-21,1.831
2022-11-22,1.792
2022-11-23,1.803
2022-11-24,1.803
2022-11-25,1.802
2022-11-26,1.802
2022-11-27,1.802
2022-11-28,1.835
2022-11-29,1.823
2022-11-30,1.806
2022-12-01,1.801
2022-12-02,1.789
2022-12-03,1.789
2022-12-04,1.789
2022-12-05,1.828
2022-12-06,1.83
2022-12-07,1.828
2022-12-08,1.825
2022-12-09,1.879
2022-12-10,1.879
2022-12-11,1.879
2022-12-12,1.864
2022-12-13,1.872
2022-12-14,1.878
2022-12-15,1.914
2022-12-16,1.904
2022-12-17,1.904
2022-12-18,1.904
2022-12-19,1.914
2022-12-20,1.89
2022-12-21,1.867
2022-12-22,1.889
2022-12-23,1.874
2022-12-24,1.874
2022-12-25,1.874
2022-12-26,1.874
2022-12-27,1.86
2022-12-28,1.9
2022-12-29,1.889
2022-12-30,1.893
2022-12-31,1.893
2023-01-01,1.893
2023-01-02,1.893
2023-01-03,1.902
2023-01-04,1.867
2023-01-05,1.851
2023-01-06,1.841
2023-01-07,1.841
2023-01-08,1.841
2023-01-09,1.863
2023-01-10,1.827
2023-01-11,1.82
2023-01-12,1.797
2023-01-13,1.767
2023-01-14,1.767
2023-01-15,1.767
2023-01-16,1.767
2023-01-17,1.79
2023-01-18,1.818
2023-01-19,1.808
2023-01-20,1.776
2023-01-21,1.776
2023-01-22,1.776
2023-01-23,1.771
2023-01-24,1.775
2023-01-25,1.735
2023-01-26,1.681
2023-01-27,1.69
2023-01-28,1.69
2023-01-29,1.69
2023-01-30,1.724
2023-01-31,1.684
2023-02-01,1.656
2023-02-02,1.629
2023-02-03,1.626
2023-02-04,1.626
2023-02-05,1.626
2023-02-06,1.641
2023-02-07,1.647
2023-02-08,1.656
2023-02-09,1.687
2023-02-10,1.68
2023-02-11,1.68
2023-02-12,1.68
2023-02-13,1.659
2023-02-14,1.635
2023-02-15,1.641
2023-02-16,1.672
2023-02-17,1.685
2023-02-18,1.685
2023-02-19,1.685
2023-02-20,1.685
2023-02-21,1.727
2023-02-22,1.708
2023-02-23,1.718
2023-02-24,1.704
2023-02-25,1.704
2023-02-26,1.704
2023-02-27,1.706
2023-02-28,1.686
2023-03-01,1.652
2023-03-02,1.606
2023-03-03,1.586
2023-03-04,1.586
2023-03-05,1.586
2023-03-06,1.62
2023-03-07,1.612
2023-03-08,1.609
2023-03-09,1.638
2023-03-10,1.667
2023-03-11,1.667
2023-03-12,1.667
2023-03-13,1.673
2023-03-14,1.655
2023-03-15,1.72
2023-03-16,1.692
2023-03-17,1.731
2023-03-18,1.731
2023-03-19,1.731
2023-03-20,1.687
2023-03-21,1.661
2023-03-22,1.681
2023-03-23,1.664
2023-03-24,1.65
2023-03-25,1.65
2023-03-26,1.65
2023-03-27,1.624
2023-03-28,1.624
2023-03-29,1.648
2023-03-30,1.659
2023-03-31,1.614
2023-04-01,1.614
2023-04-02,1.614
2023-04-03,1.614
2023-04-04,1.679
2023-04-05,1.699
2023-04-06,1.714
2023-04-07,1.714
2023-04-08,1.714
2023-04-09,1.714
2023-04-10,1.685
2023-04-11,1.662
2023-04-12,1.684
2023-04-13,1.693
2023-04-14,1.688
2023-04-15,1.688
2023-04-16,1.688
2023-04-17,1.672
2023-04-18,1.638
2023-04-19,1.671
2023-04-20,1.664
2023-04-21,1.664
2023-04-22,1.664
2023-04-23,1.664
2023-04-24,1.662
2023-04-25,1.725
2023-04-26,1.728
2023-04-27,1.619
2023-04-28,1.676
2023-04-29,1.676
2023-04-30,1.676
2023-05-01,1.687
2023-05-02,1.677
2023-05-03,1.685
2023-05-04,1.733
2023-05-05,1.705
2023-05-06,1.705
2023-05-07,1.705
2023-05-08,1.725
2023-05-09,1.708
2023-05-10,1.726
2023-05-11,1.735
2023-05-12,1.721
2023-05-13,1.721
2023-05-14,1.721
2023-05-15,1.718
2023-05-16,1.728
2023-05-17,1.705
2023-05-18,1.682
2023-05-19,1.702
2023-05-20,1.702
2023-05-21,1.702
2023-05-22,1.692
2023-05-23,1.703
2023-05-24,1.762
2023-05-25,1.747
2023-05-26,1.725
2023-05-27,1.725
2023-05-28,1.725
2023-05-29,1.725
2023-05-30,1.781
2023-05-31,1.762
2023-06-01,1.781
2023-06-02,1.707
2023-06-03,1.707
2023-06-04,1.707
2023-06-05,1.724
2023-06-06,1.684
2023-06-07,1.656
2023-06-08,1.668
2023-06-09,1.673
2023-06-10,1.673
2023-06-11,1.673
2023-06-12,1.639
2023-06-13,1.596
2023-06-14,1.619
2023-06-15,1.613
2023-06-16,1.612
2023-06-17,1.612
2023-06-18,1.612
2023-06-19,1.612
2023-06-20,1.635
2023-06-21,1.616
2023-06-22,1.618
2023-06-23,1.601
