,DUK US Equity
2023-06-28,4.896
2023-06-29,4.908
2023-06-30,4.861
2023-07-01,4.861
2023-07-02,4.861
2023-07-03,4.808
2023-07-04,4.808
2023-07-05,4.761
2023-07-06,4.817
2023-07-07,4.859
2023-07-08,4.859
2023-07-09,4.859
2023-07-10,4.889
2023-07-11,4.8
2023-07-12,4.723
2023-07-13,4.675
2023-07-14,4.69
2023-07-15,4.69
2023-07-16,4.69
2023-07-17,4.753
2023-07-18,4.798
2023-07-19,4.759
2023-07-20,4.681
2023-07-21,4.595
2023-07-22,4.595
2023-07-23,4.595
2023-07-24,4.595
2023-07-25,4.57
2023-07-26,4.557
2023-07-27,4.611
2023-07-28,4.665
2023-07-29,4.665
2023-07-30,4.665
2023-07-31,4.651
2023-08-01,4.726
2023-08-02,4.706
2023-08-03,4.819
2023-08-04,4.868
2023-08-05,4.868
2023-08-06,4.868
2023-08-07,4.857
2023-08-08,4.724
2023-08-09,4.689
2023-08-10,4.685
2023-08-11,4.639
2023-08-12,4.639
2023-08-13,4.639
2023-08-14,4.691
2023-08-15,4.76
2023-08-16,4.747
2023-08-17,4.75
2023-08-18,4.724
2023-08-19,4.724
2023-08-20,4.724
2023-08-21,4.807
2023-08-22,4.809
2023-08-23,4.769
2023-08-24,4.787
2023-08-25,4.756
2023-08-26,4.756
2023-08-27,4.756
2023-08-28,4.786
2023-08-29,4.771
2023-08-30,4.789
2023-08-31,4.851
2023-09-01,4.909
2023-09-02,4.909
2023-09-03,4.909
2023-09-04,4.909
2023-09-05,4.981
2023-09-06,4.933
2023-09-07,4.828
2023-09-08,4.742
2023-09-09,4.742
2023-09-10,4.742
2023-09-11,4.698
2023-09-12,4.681
2023-09-13,4.593
2023-09-14,4.518
2023-09-15,4.531
2023-09-16,4.531
2023-09-17,4.531
2023-09-18,4.541
2023-09-19,4.595
2023-09-20,4.569
2023-09-21,4.616
2023-09-22,4.62
2023-09-23,4.62
2023-09-24,4.62
2023-09-25,4.621
2023-09-26,4.732
2023-09-27,4.787
2023-09-28,4.863
2023-09-29,4.886
2023-09-30,4.886
2023-10-01,4.886
2023-10-02,5.047
2023-10-03,5.028
2023-10-04,5.007
2023-10-05,5.045
2023-10-06,4.961
2023-10-07,4.961
2023-10-08,4.961
2023-10-09,4.887
2023-10-10,4.848
2023-10-11,4.798
2023-10-12,4.899
2023-10-13,4.863
2023-10-14,4.863
2023-10-15,4.863
2023-10-16,4.82
2023-10-17,4.847
2023-10-18,4.89
2023-10-19,4.912
2023-10-20,4.955
2023-10-21,4.955
2023-10-22,4.955
2023-10-23,4.995
2023-10-24,4.914
2023-10-25,4.892
2023-10-26,4.834
2023-10-27,4.926
2023-10-28,4.926
2023-10-29,4.926
2023-10-30,4.906
2023-10-31,4.851
2023-11-01,4.816
2023-11-02,4.798
2023-11-03,4.778
2023-11-04,4.778
2023-11-05,4.778
2023-11-06,4.807
2023-11-07,4.831
2023-11-08,4.879
2023-11-09,4.901
2023-11-10,4.886
2023-11-11,4.886
2023-11-12,4.886
2023-11-13,4.957
2023-11-14,4.8
2023-11-15,4.813
2023-11-16,4.728
2023-11-17,4.737
2023-11-18,4.737
2023-11-19,4.737
2023-11-20,4.775
2023-11-21,4.744
2023-11-22,4.719
2023-11-23,4.719
2023-11-24,4.699
2023-11-25,4.699
2023-11-26,4.699
2023-11-27,4.689
2023-11-28,4.67
2023-11-29,4.692
2023-11-30,4.612
2023-12-01,4.594
2023-12-02,4.594
2023-12-03,4.594
2023-12-04,4.589
2023-12-05,4.595
2023-12-06,4.523
2023-12-07,4.498
2023-12-08,4.501
2023-12-09,4.501
2023-12-10,4.501
2023-12-11,4.455
2023-12-12,4.457
2023-12-13,4.332
2023-12-14,4.33
2023-12-15,4.405
2023-12-16,4.405
2023-12-17,4.405
2023-12-18,4.381
2023-12-19,4.397
2023-12-20,4.449
2023-12-21,4.418
2023-12-22,4.395
2023-12-23,4.395
2023-12-24,4.395
2023-12-25,4.395
2023-12-26,4.401
2023-12-27,4.42
2023-12-28,4.392
2023-12-29,4.387
2023-12-30,4.387
2023-12-31,4.387
2024-01-01,4.387
2024-01-02,4.352
2024-01-03,4.309
2024-01-04,4.322
2024-01-05,4.316
2024-01-06,4.316
2024-01-07,4.316
2024-01-08,4.279
2024-01-09,4.292
2024-01-10,4.287
2024-01-11,4.382
2024-01-12,4.323
2024-01-13,4.323
2024-01-14,4.323
2024-01-15,4.323
2024-01-16,4.338
2024-01-17,4.392
2024-01-18,4.436
2024-01-19,4.448
2024-01-20,4.448
2024-01-21,4.448
2024-01-22,4.472
2024-01-23,4.446
2024-01-24,4.496
2024-01-25,4.44
2024-01-26,4.434
2024-01-27,4.434
2024-01-28,4.434
2024-01-29,4.438
2024-01-30,4.45
2024-01-31,4.436
2024-02-01,4.347
2024-02-02,4.418
2024-02-03,4.418
2024-02-04,4.418
2024-02-05,4.463
2024-02-06,4.472
2024-02-07,4.447
2024-02-08,4.582
2024-02-09,4.628
2024-02-10,4.628
2024-02-11,4.628
2024-02-12,4.568
2024-02-13,4.62
2024-02-14,4.634
2024-02-15,4.531
2024-02-16,4.555
2024-02-17,4.555
2024-02-18,4.555
2024-02-19,4.555
2024-02-20,4.552
2024-02-21,4.5
2024-02-22,4.542
2024-02-23,4.513
2024-02-24,4.513
2024-02-25,4.513
2024-02-26,4.617
2024-02-27,4.606
2024-02-28,4.612
2024-02-29,4.557
2024-03-01,4.606
2024-03-02,4.606
2024-03-03,4.606
2024-03-04,4.528
2024-03-05,4.515
2024-03-06,4.449
2024-03-07,4.426
2024-03-08,4.408
2024-03-09,4.408
2024-03-10,4.408
2024-03-11,4.367
2024-03-12,4.405
2024-03-13,4.379
2024-03-14,4.4
2024-03-15,4.416
2024-03-16,4.416
2024-03-17,4.416
2024-03-18,4.405
2024-03-19,4.396
2024-03-20,4.383
2024-03-21,4.4
2024-03-22,4.416
2024-03-23,4.416
2024-03-24,4.416
2024-03-25,4.405
2024-03-26,4.46
2024-03-27,4.348
2024-03-28,4.32
2024-03-29,4.32
2024-03-30,4.32
2024-03-31,4.32
2024-04-01,4.349
2024-04-02,4.328
2024-04-03,4.353
2024-04-04,4.35
2024-04-05,4.359
2024-04-06,4.359
2024-04-07,4.359
2024-04-08,4.341
